"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"32dd5aa5-4efc-467c-9954-cbe9e1746993","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure"
"24c0ff89-1837-475f-883b-64d2b1d2ef70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1"
"17ff1078-0546-47c0-b6ae-d267062d4fc7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1","Structure"
"6c3e80c3-565b-4593-991c-dd6a99801fc7","Child Component(a2cc7f90-222d-41e8-8547-29ba63091be9) -- Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB"
"a2cc7f90-222d-41e8-8547-29ba63091be9","Child Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB","Component"
"11f32e38-7f45-4fe8-b315-59c2c2c65416","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","Area prepared and ready for Speedwall install"
"58933ad3-fbb9-4c4c-9dbc-c66a02aede4d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","Bottom track correctly installed (size, location and fixings)"
"9ac6f0c7-6954-4a73-a29c-db3eead83730","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","Top track correctly installed (size, location and fixings)"
"666822a5-e85b-41cb-b757-50286ec918f8","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","Install C track Fixings @ 400crs with M6.5 x 32 Mushroom head spikes into concrete"
"2acd2f71-20df-4887-9937-cf1e20b07d67","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","Fire sealent between all gaps"
"23de1e84-8ce4-4396-8780-b8ad76696beb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","Fixings Hilti X-ENP-19 L15MX fixings 400c in into steel"
"9009f757-61a6-443d-ae28-b44a8b8ee0ef","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","10 x 16 fixings on C-Track to panel @ 500crs on both sides"
"01b21384-34d9-45ac-b5ff-0dbb825d83d2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","General photos, comments and observations during install"
"482023b3-31ee-40e1-96d6-e513344e80cb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","All Joints sealed correctly as per specification"
"a1b5a4bb-0e1c-487e-8e36-dc5aca87a19d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (South Riser)","Speedwalls (South Riser)","Wall completed, checked and approved - within specified tolerance"
"11d6bc29-c9aa-5ddc-b69c-75f49de66992","","checklist-sectioned","pass","124a03e3b010990e9725ac4d7b12c490a141074cb2ff56e42ec266cf239f4682","checklist","FALSE","FALSE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)"
"6770e905-3781-587b-bd3f-a4af556512da","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)"
"6fdf20e6-7f26-517c-85f5-bea539275705","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","All relevant drawings and revision numbers checked and attached"
"92babf8b-2c90-50df-8a6b-7e0c1c539b97","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","Area prepared and ready for Speedwall install"
"b6e78e31-dac6-5cb6-b727-60e97041a19f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","Bottom track correctly installed (size, location and fixings)"
"fc290173-1fe7-5c2c-953a-a715b54aa1f0","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","Top track correctly installed (size, location and fixings)"
"8e3c8d3a-2ca6-55be-ba6d-f2ca36f5496b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","Install C track Fixings @ 400crs with M6.5 x 32 Mushroom head spikes into concrete"
"6c985d65-5370-59ab-a806-a071c24706c8","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","Fire sealent between all gaps"
"f5ef8c3d-cc58-5a05-933c-7dd1acca0d5a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","Fixings Hilti X-ENP-19 L15MX fixings 400c in into steel"
"ebb2ce8c-7f9c-58ca-b9e5-e0dfcd7d78ed","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","10 x 16 fixings on C-Track to panel @ 500crs on both sides"
"a762d09a-3ff5-579f-a04f-768974c8b219","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","General photos, comments and observations during install"
"9d3dd88c-a31a-5d66-8527-4bc94057ae93","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","All Joints sealed correctly as per specification"
"c3ab4a10-b76c-5bbb-86cb-cd479813f31d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Speedwalls - Level 9","Speedwalls (North Riser)","Speedwalls (North Riser)","Wall completed, checked and approved - within specified tolerance"
"6063b13f-0021-4e05-9f81-7eaca4175c95","","folder-normal","work-in-progress","","step","TRUE","FALSE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9"
"5cc36f43-f54e-4ade-8c77-afc428eb5b57","","checklist-sectioned","work-in-progress","1c9b8917b26314c9ac0aaf453efd7ffc17aba4ff2e3903aa5277271239c7f7e8","checklist","FALSE","FALSE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)"
"b725ca3f-d08c-479d-b589-4378d6d44acb","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks"
"952f0129-c54b-4f58-bd47-fe3c27dbbcb2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","All relevant drawings and revision numbers checked and attached"
"8d4d25f6-e7b1-4229-9edf-ca98a2533217","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","DPC installed, checked and correct as per specification"
"010af1ec-f461-4929-aadd-207d68926c7f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","Wall locations checked, correct and approved as per latest revised drawing"
"3fc67059-ae14-46cc-a357-e02a24ec999e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","Fixings and hold down bolts checked and correct"
"83940874-deaf-4de2-9ad9-096bf9622610","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","All openings (doors / windows etc) checked, correct and approved"
"28e0d9eb-bfbb-4dca-8289-065f3938e314","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","Wall type checked (straight and plumb) and within tolerance"
"89eecf3a-746f-4d43-b72e-1412d1d61cb2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","All relevant nogs (service and special/fixtures) installed, checked and correct"
"198fb2e2-78d7-45c7-a39a-1b2304b6a11b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","Moisture reading checked, recorded and acceptable"
"d990ca49-bcac-4236-99a6-e1e9d830a5f9","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Wall Framing Checks","All wall framing checks completed & Inspections carried out"
"7028b5e0-dda8-421e-ab52-125a6f9c3728","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section"
"ed3b12b8-718f-4963-8d82-5a8e2d5b80f7","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","All relevant drawings and revision numbers checked and attached"
"50bde5cb-c3fe-45c2-ab71-1bb3fae75666","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","Dimensions / locations checked and accurate"
"edb9b23c-f289-4625-863a-e89b8b02b3ba","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","All frames are square"
"f8d69be3-b905-4200-9d7b-cde8d7cb139c","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","Frames are straight and level"
"cee06073-4717-4c27-ba99-5d161862e1cb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","Fixings are correct"
"fa03c008-d092-42e8-a684-74e0517a9fdb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","Any bracing requirements installed"
"fdccf8c7-e0d9-49b7-a1de-ec432f9badc7","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","Nogs/ service nogs installed correctly as per plan"
"7004a0f0-e616-4abe-aa4f-9005b70f1623","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","Any additional photos, comments and observations"
"af150441-bc21-41c5-8f65-819bf4018b29","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Steel Stud Walls Section","All framing completed correctly within tolerance in respective area"
"45c7c5dc-0664-4bb6-bcd2-91af9a84f3b2","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Insullation Section Prior to Lining"
"52001d67-04e0-4d09-9427-42f72406f6d5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Insullation Section Prior to Lining","All relevant drawings and revision numbers checked and attached"
"4d640cc5-1bb2-40ec-b4e4-c691df4f9824","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Insullation Section Prior to Lining","Area prepared and ready for Insulation install"
"2a72cde4-2382-41bb-98b4-1005a10a22c5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Insullation Section Prior to Lining","Product checked on arrival and correct as per specification"
"3c4db4c3-749a-43ca-b682-3a4a0932341e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Insullation Section Prior to Lining","General photos, comments and observations during install"
"c843eaa7-7b4d-44f0-a2c0-cfca9fd89717","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Insullation Section Prior to Lining","Insulation pre lining works completed, checked and  approved"
"398e258d-e1f7-40b4-ac57-6c5f9ec1f4ba","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section"
"5b2dd3e0-9971-4dbc-85e1-f72140d3155a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","All relevant drawings and revision numbers checked and attached"
"4eb4807c-3886-40ab-9c59-a79bd08f2ecb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","Area prepared and ready for Acoustic install"
"72d724a1-09f5-4b55-8abd-dcefd24bfe89","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","Product checked on arrival and correct as per specification"
"e82e1e14-e9f1-41b0-8506-8d93f58245de","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","50mm panels"
"8f6c75b4-0179-46aa-aef9-575698fc8acb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","Colour checked and correct as per specifications - check colours per area"
"fca495e0-1449-4bd9-a4ce-d8659c8c2d9f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","Appropriate fixings checked and installed as per specification"
"161a255b-1475-4d54-acb4-b88c3e2ffd42","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","Area coverage checked, correct and approved according to calculation on plan"
"299248c0-ce78-4ddd-a7e8-9256876321c6","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Acoustic Install Section","All works completed, reviewed and approved"
"903853fa-e6f2-451d-8847-e5ccdac07d66","","checkpoint-group","not-started","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Approval to Line Section"
"fae92843-3b59-4d82-b2ec-8f8df2975c59","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","North (Grid 207-214)","Approval to Line Section","All above preline elements checked, correct & approval to line"
"30f68bdc-30a8-4e8f-bb94-8d4bbf146490","","checklist-sectioned","work-in-progress","1c9b8917b26314c9ac0aaf453efd7ffc17aba4ff2e3903aa5277271239c7f7e8","checklist","FALSE","FALSE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)"
"92700b48-597f-4ca1-ab42-73e0f611ccae","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks"
"4e9f8ac0-ac07-45fa-bb01-9563ef82489e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","All relevant drawings and revision numbers checked and attached"
"282fbbc0-dfb0-487b-bf92-34383140d1b5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","DPC installed, checked and correct as per specification"
"83bce36f-2d88-493b-a1f3-150bc04a666f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","Wall locations checked, correct and approved as per latest revised drawing"
"b69fd5f0-870e-43a1-b474-7b3dc4e64c0c","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","Fixings and hold down bolts checked and correct"
"9ad3e2fc-4715-4850-8ce9-dfa7552286fc","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","All openings (doors / windows etc) checked, correct and approved"
"f7321521-ee15-4364-93d6-6f3f0a3283eb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","Wall type checked (straight and plumb) and within tolerance"
"3eb8ef5a-c863-4b6f-9496-dbed8417bc5c","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","All relevant nogs (service and special/fixtures) installed, checked and correct"
"cd0ae3eb-a6b7-4b56-9467-7f8c5c1a190e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","Moisture reading checked, recorded and acceptable"
"997a6d1d-fc84-43d3-ad45-25af10682313","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Wall Framing Checks","All wall framing checks completed & Inspections carried out"
"cff2b657-3aa5-43e2-8935-bc2066513d52","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section"
"02522f45-dc6a-4f0a-a98b-f2a9d3d15cb4","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","All relevant drawings and revision numbers checked and attached"
"88737d83-1bf2-4c1f-a2f4-07f7f96de651","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","Dimensions / locations checked and accurate"
"da51212d-8758-4003-a50d-89ca754b4d24","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","All frames are square"
"a8f8aa0f-5fe8-4a2f-9532-539fd4d4602e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","Frames are straight and level"
"5d218c91-2776-4c0c-956c-f2cf786ca34e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","Fixings are correct"
"7dbb575d-9aa5-46bc-bdef-c624a0f7bb75","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","Any bracing requirements installed"
"faef8df3-5598-4582-8333-7aaa01b333b2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","Nogs/ service nogs installed correctly as per plan"
"ad7e674d-e006-4326-a780-a470d59985e0","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","Any additional photos, comments and observations"
"f840ea4f-5c6c-4ea8-9468-5b960ac3a7b8","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Steel Stud Walls Section","All framing completed correctly within tolerance in respective area"
"2fe7cc9e-d5dc-44bf-be6f-73a16e405847","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Insullation Section Prior to Lining"
"f0cbe119-09cb-4f79-9a38-e51ef51878b8","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Insullation Section Prior to Lining","All relevant drawings and revision numbers checked and attached"
"7328ff1c-0cef-475d-a58e-23cc77a5578b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Insullation Section Prior to Lining","Area prepared and ready for Insulation install"
"4d9ab731-deeb-4b82-add1-af44b498396b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Insullation Section Prior to Lining","Product checked on arrival and correct as per specification"
"87b1641a-4ba5-4498-98ae-2dea237f0cec","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Insullation Section Prior to Lining","General photos, comments and observations during install"
"94d89bec-f939-4da1-9124-be7a63eb2b98","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Insullation Section Prior to Lining","Insulation pre lining works completed, checked and  approved"
"104cd952-1a8d-4b2c-aafd-c006ce1e2633","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section"
"faaed94e-3f92-4578-b6e4-d4ab5e2ce8ab","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","All relevant drawings and revision numbers checked and attached"
"928e7ad9-163f-416b-be56-913c695d8d39","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","Area prepared and ready for Acoustic install"
"d6e8f4d6-9f66-4ab5-bc60-04803282d8b5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","Product checked on arrival and correct as per specification"
"b9e136c0-1d98-41dc-8cdf-113071df3d31","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","50mm panels"
"0c87e0a1-bc8e-4663-8128-e8394814ad70","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","Colour checked and correct as per specifications - check colours per area"
"92183f32-13b2-4b75-9f2b-dab3d39c8f48","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","Appropriate fixings checked and installed as per specification"
"66a597a7-3bb6-453f-b316-bc02dda3e290","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","Area coverage checked, correct and approved according to calculation on plan"
"ffafd9d8-1a3c-49fe-8d04-86d0e6966808","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Acoustic Install Section","All works completed, reviewed and approved"
"6784a5cf-c12e-4a8f-9efb-6b063870e77b","","checkpoint-group","not-started","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Approval to Line Section"
"9ac3a512-b794-4374-91c6-9d2e1d1b9f54","","checkpoint-status","not-started","","","TRUE","TRUE","Fit Out","Level 9","QA"," Walls & Ceiling - Level 9","South (Grid 200-208)","Approval to Line Section","All above preline elements checked, correct & approval to line"
"1345d4cc-4483-4953-a8f7-beb30e4cf200","","folder-normal","work-in-progress","","step","TRUE","FALSE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9"
"00c57d5d-6230-4fd7-b205-46fc4a40c92d","","checklist-sectioned","pass","af79dbbbc5f9d9726fc374ac6ec35a8da59fda9f7fd83667928b97c54d3a5db0","checklist","FALSE","FALSE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1"
"409a1d62-16cf-4417-ba30-160eeb5eca20","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Seismic Install Section"
"d5eeb4d2-f5d1-42ea-b501-a7e354ccb371","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Seismic Install Section","All relevant drawings and revision numbers checked and attached"
"0c6de2fc-2802-416a-bf6d-920a2eb36aed","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Seismic Install Section","Location checked and correct"
"6a1d9785-5278-4ca9-8d71-4903d74c00ee","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Seismic Install Section","Dimensions checked and accurate"
"b12f76b7-894c-4e35-b45f-cf2304c1cf1a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Seismic Install Section","All elements securely fitted"
"5b4985d1-39d4-444e-bcce-c5929cf2687f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Seismic Install Section","All works completed, reviewed and approved"
"bc38c199-a132-483a-ab98-78b146eff627","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Bulkhead Install Section"
"54d8795a-b8b7-47d5-bde1-291029d7a593","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 9","QA"," Bulkheads & Seismic - Level 9","Zone 1","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
