"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"99a1db00-728e-4f09-be38-395caf8f966f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"5690c4ae-ad34-4f36-8b0c-f84cd883d634","","folder-normal","pass","","step","TRUE","FALSE","Site QA","ITP-001 - Sediment Control"
"2c9f3401-02e2-4d3d-a8db-60cf8cb7ce60","","checklist-sectioned","pass","0b82de3d42fcb329e4f44fba6423241847a17a64a1404f01d3d03593ad5f078c","checklist","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01"
"4892043d-d507-5fd2-bdd7-40a180302683","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01","Lot Conformance."
"f1383f39-107d-59f6-9615-97f545a462c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 006 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.3 - Fire Hydrant Install"
"77a90edf-697b-506b-b33f-9ed4c87cbe07","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 006 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check"
"9c05e21b-b79a-5bfa-8263-fea18e42ab38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 006 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.1 - Clean & Finish"
"a39f1453-b3e6-5c61-a48d-385f9de9addc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 006 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.2 - Testing"
"6d583db6-4636-529e-ad3c-798c6673c685","","holdpoint","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 006 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","AUTHORITY HOLDPOINT"
"239f995a-fa15-5adc-aeea-345fd82120a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","LOT 006 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.3 - As-Builts"
"cd625c63-bc9c-4f9d-a6ee-475a647dd269","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","ITP-010 - FRP Combi Slabs"
"91e93331-223a-4b5a-b1ed-f342cb9430ed","","checklist-sectioned","pass","CC0394 - ITP-010 - FRP Combi Slabs REV0","checklist","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs"
"ca5bc6f2-9dca-5380-86bf-149a92c24fe0","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","Lot Conformance."
"e576f502-36f4-5192-8317-9c13e19e022d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","Lot Conformance.","Lot Conformance"
"f67314a4-618b-5c5d-975d-5b95c1dd7ee9","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","Lot Conformance.","AUTHORITY HOLDPOINT"
"41fcdf36-08ff-532d-8112-6e6a6bf0c349","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","1.0 Preliminaries"
"f9b5aa4b-6b5a-5393-918c-9c70d4c4227d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","1.0 Preliminaries","1.1 - SWMS approval"
"ae0fc4bf-aa64-550d-9b58-d308c40eedfd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","1.0 Preliminaries","1.2 - AMS Creation"
"1e8358ee-75d0-5a20-8f54-e9ed29d6ee2f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","1.0 Preliminaries","1.3 - Enviro controls"
"bbd2dfd7-1ce6-5f31-b8ba-90de478cc44f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","1.0 Preliminaries","1.4 - Previous Layer Conformance"
"6ac809af-3bdf-5707-9a7e-594b4e1bb56c","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements"
"c5b7903b-bfca-5802-abe0-4ecc0f714a3a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements","2.1 - Manufacturer provide QA and manufacturing control procedure for approval"
"bd6042e8-0138-5cde-89d6-10c5839ef97a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements","2.2 - DRAMIX mixing dosage"
"688bbf94-9c2e-5f40-a120-cfb34894c350","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"6de3d96d-b506-53ce-9c8b-224390a11e29","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements","2.3 - DRAMIX mxing procedure"
"4caba041-5a5e-5ab4-9434-f05e8f7ff9e7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements","2.4 - DRAMIX and Supplier mixing documentation provision during concrete supply"
"157ed31b-282a-5863-adc5-1f87a4944935","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements","2.5 - Curing Compound"
"f619ab1f-e1c2-513a-9185-b3e9aeea045e","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"cf041818-e30c-5083-aa1a-74331224c1ea","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","3.0 Bedding and Surface Preparation"
"9deae030-c61c-5b7d-bf80-33493bc466e9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","3.0 Bedding and Surface Preparation","3.1 - CBR Testing"
"5b0f91b6-5d5f-59df-a3b5-209cf3000a58","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","3.0 Bedding and Surface Preparation","3.2 - Construction Joint Profiling"
"45455667-57a5-5456-a7ca-e111c305d25f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","3.0 Bedding and Surface Preparation","3.3 - Base Conformance"
"f356301d-b692-5f6b-bbcb-d8689e6620bd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","3.0 Bedding and Surface Preparation","3.4 - Water Ponding"
"bedbde76-53a3-50fc-99f6-6db1aab6dcbb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","3.0 Bedding and Surface Preparation","3.5 - Bedding Surface Check"
"7c7c8f7e-bc10-5805-bf87-9db623e0a992","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","3.0 Bedding and Surface Preparation","3.6 - 0.2mm Membrane Installation"
"a623068b-8c10-5860-a27c-37c52d65d4cc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement"
"6246f756-f87f-546a-a39b-a6f536d87846","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.1 - Set out"
"1f228e2f-2dfc-59f4-ae0e-2e725da60523","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.2 - Formwork and Boxing, including concrete culverts"
"f40365f9-6431-53be-982b-a3f0fe46d7b1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.3 - Vertical Cover"
"eb146cac-3ec8-5037-be81-230740f2cbc6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.4 - Horizontal Cover"
"4bdb08d7-bcca-5db2-b7e3-ded0607b23a4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.5 - Overlap/Splicing Sufficient Extents"
"71393e19-1ab9-586f-8aa0-dac3591bf740","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.6 - Overlap/Splicing Cover Considerations, Mesh Corners"
"d9030c9f-ce9d-51ca-9e2e-b3b8b95becfd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.7 - RJE Earthing Installation"
"0c53705d-9c94-50b2-8732-3e3372f21dfa","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"f5c18fd9-d337-507b-96b2-a395c414a8aa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","4.8 - Pre-pour Inspection"
"5216b131-a2fb-556d-aaec-a0a9c081f1b4","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"b38bd35e-70ec-5435-a8bb-1765e9d99b80","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing"
"8bdc7135-d907-51c3-be7c-d2338ec1fada","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing","5.1 - Concrete Supply"
"6879cddf-5469-571a-9dd4-4c7124f5797d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing","5.2 - Temperature"
"4e81b1fd-024e-55b6-ae96-7950b64aacfd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing","5.3 - Strength testing"
"5ebaddd5-a35f-5a4a-820b-2ca1f42acbeb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing","5.4 - Delivery and Placement"
"f464bebb-a17f-5c3f-9907-e04fa005be32","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing","5.5 - Surface finish"
"db94ea08-0deb-5439-a709-fd2045f084b1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing","5.6 - Curing"
"469f0292-a86c-59f2-a788-1fa68fed3147","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","5.0 Placement and Finishing","AUTHORITY HOLDPOINT"
"df52bd44-e7a1-5444-8bf3-16cf8b557512","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","6.0 Conformance and Documentation"
"80bdbbc0-f3a6-577b-bdfc-d13fb8c3c68e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","6.0 Conformance and Documentation","6.1 - Tolerances"
"c6bccf5b-76d8-595b-b2ea-b6073cb26492","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 1 - ITP-010 - FRP Combi Slabs","6.0 Conformance and Documentation","6.2 - Documentation"
"00771cbc-8b6a-4fc3-902b-7830f215c2bc","","checklist-sectioned","work-in-progress","CC0394 - ITP-010 - FRP Combi Slabs REV0","checklist","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs "
"665ba063-8273-5d8f-ab53-df8d5545c83f","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","Lot Conformance."
"e0647ab2-f4c4-53ae-bdff-ea06b1f5bbd1","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","Lot Conformance.","Lot Conformance"
"16fe0430-485e-5446-b5c0-84f692cd89e2","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","Lot Conformance.","AUTHORITY HOLDPOINT"
"989f2bf2-4780-59d2-b1c9-2f40859e7698","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","1.0 Preliminaries"
"45eb147d-f8ae-5bd2-b2bc-21231d130acd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","1.0 Preliminaries","1.1 - SWMS approval"
"f4f2aafe-f171-56dc-a1a6-d83e8c4df2b3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","1.0 Preliminaries","1.2 - AMS Creation"
"7e98d294-390e-55ab-a3b9-a1bac7d60804","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","1.0 Preliminaries","1.3 - Enviro controls"
"b16163f6-be2f-581d-9ef0-56bbc37a5691","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","1.0 Preliminaries","1.4 - Previous Layer Conformance"
"fb93edc4-2b65-53a1-94e2-1fa276929284","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements"
"de05e9b9-106f-5f30-84da-650e9bbb4186","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements","2.1 - Manufacturer provide QA and manufacturing control procedure for approval"
"6d99f3be-dad9-5898-a119-d24086acf240","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements","2.2 - DRAMIX mixing dosage"
"d670a556-96b1-5c57-8fc3-be41bce0f60d","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"c956c1dc-0e08-575d-8bfd-5ab7bdb862c2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements","2.3 - DRAMIX mxing procedure"
"1beb87d6-20bf-5592-9bc7-8183d03451e3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements","2.4 - DRAMIX and Supplier mixing documentation provision during concrete supply"
"be31252c-6364-5d74-95ce-28069824986c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements","2.5 - Curing Compound"
"30aaab3a-0a3f-5435-88d6-98deb2334311","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"2c5478c8-31bd-542d-b5d9-ac75596c277e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","3.0 Bedding and Surface Preparation"
"9fe689e6-23e1-5c54-8296-ddf620f706a6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","3.0 Bedding and Surface Preparation","3.1 - CBR Testing"
"a7635d32-e5c2-53d3-8462-b18f8b174eb8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","3.0 Bedding and Surface Preparation","3.2 - Construction Joint Profiling"
"7ed7e383-063c-58fc-a958-5ece96554c0b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","3.0 Bedding and Surface Preparation","3.3 - Base Conformance"
"bfb0c4c2-16a7-504a-9387-4b066c946e00","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","3.0 Bedding and Surface Preparation","3.4 - Water Ponding"
"c980f701-657b-5a45-b1d7-eabd85d7dd27","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","3.0 Bedding and Surface Preparation","3.5 - Bedding Surface Check"
"8ca26eae-0b14-5343-8b21-689757e91131","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","3.0 Bedding and Surface Preparation","3.6 - 0.2mm Membrane Installation"
"f7d4f770-f696-5df5-9342-5ef2aa2bfec5","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement"
"607b9a3c-8a74-5dc3-b676-f5d53b0351bd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.1 - Set out"
"a756c8ab-50de-51fb-a7b2-3ef7c78215f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.2 - Formwork and Boxing, including concrete culverts"
"896501d4-8471-5144-ac53-d913557f3d68","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.3 - Vertical Cover"
"e6dbce05-40ba-5dab-8719-1dfa0c994475","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.4 - Horizontal Cover"
"827f949f-46ef-52ec-b683-dcdc64b6062d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.5 - Overlap/Splicing Sufficient Extents"
"3eea3854-e191-5e9b-a655-09da5cbd4b34","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.6 - Overlap/Splicing Cover Considerations, Mesh Corners"
"1d975681-f428-52d8-871d-b127da96ccb2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.7 - RJE Earthing Installation"
"a803ef08-d946-52c3-9f09-3f6566b18896","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"fedc9f24-d39f-5963-a7f7-55c89bc41304","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","4.8 - Pre-pour Inspection"
"e7a761c8-754c-5ee0-942c-0129e94a971c","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"9f860ef0-294d-54b1-88bf-f9229bcef019","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing"
"42bbb831-fe59-5210-8dda-4fa67133ff90","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing","5.1 - Concrete Supply"
"bd54728b-db54-51dd-9148-6675afc600d0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing","5.2 - Temperature"
"6dd5880f-7a5b-50ed-b6a5-a4d314ba683b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing","5.3 - Strength testing"
"08fb19bb-eb07-5a5c-ab51-66011291c7e5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing","5.4 - Delivery and Placement"
"76d0ac2c-caca-5ea1-b1c9-76442d6e6271","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing","5.5 - Surface finish"
"a8ee0710-0c3f-5719-a385-f7805fecd453","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing","5.6 - Curing"
"89a52988-b527-564f-b3b0-83e5c675c52a","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","5.0 Placement and Finishing","AUTHORITY HOLDPOINT"
"6053ba30-6cb0-5bcd-828c-8fbd67a2b1b7","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","6.0 Conformance and Documentation"
"91a6b893-2ac4-5e82-a982-bb8e9f526c9f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","6.0 Conformance and Documentation","6.1 - Tolerances"
"f503120c-1d3e-54c7-8763-9dbc36671ff4","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs ","6.0 Conformance and Documentation","6.2 - Documentation"
"8998eb89-7bf1-491a-8a74-ede84cd043c5","","checklist-sectioned","work-in-progress","CC0394 - ITP-010 - FRP Combi Slabs REV0","checklist","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot-003  - ITP-010 - FRP Combi Slabs"
"7a3dd0dc-4e4e-5a55-831c-31e035b6a03e","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot-003  - ITP-010 - FRP Combi Slabs","Lot Conformance."
"db2f2d92-fa20-5d42-bd5e-2bbb7a4e4679","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot-003  - ITP-010 - FRP Combi Slabs","Lot Conformance.","Lot Conformance"
"6f4968ca-a17c-518e-bd60-3456caedcf1c","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot-003  - ITP-010 - FRP Combi Slabs","Lot Conformance.","AUTHORITY HOLDPOINT"
"3a425de4-6e6a-57fb-a7e7-5c755e9a57ba","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot-003  - ITP-010 - FRP Combi Slabs","1.0 Preliminaries"
