"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"882d0c44-8e52-4023-b99e-9547e4ce480a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"5755627f-f126-42eb-b15d-dde9b52255e7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground"
"b8bf2c51-5b82-4865-bc4d-0698c9e945a2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground","PP1"
"5261d809-53bd-4f66-9f13-6ad822e04f67","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground","PP1","A-C"
"95228171-c071-4564-a9b8-7a9abb5691eb","","checklist-flat","work-in-progress","Stormwater Below Ground","checklist-flat","FALSE","FALSE","Site QA","Inground","PP1","A-C","Stormwater"
"5bca2bd4-b6dc-5a34-bb63-e4782ededb84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","FHR","Fire Collars Installed in Penetrations"
"6f431a22-d35d-54c3-a2f4-5e3fb98b0cb8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","FHR","Fire Penetrations Caulking & Sealed"
"4e115987-3d1d-54b2-a079-9758954fd177","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","FHR","Backfill Material"
"39bf3ecf-e313-5cfa-9a07-6edc33b5d4e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","FHR","Compaction Test (Paved Areas)"
"dd54597b-23ea-5477-8056-b9e11501b19e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","FHR","Hose Reel Installation"
"c2208a49-881e-5c54-81e8-c8a614df269c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","FHR","Tag installed"
"a0117898-a8d8-52b0-8c3d-1273f3606a58","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","FHR","Pressure Test"
"86702842-7b21-4bec-8826-09b05afefca7","","checklist-flat","not-started","Sanitary Fixture","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off"
"abc0d5d7-5f3d-5c41-a419-06f1e9532407","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Set-Out & Alignment"
"ccf6388f-1d07-53a6-8d71-2a9ee7b1f162","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Materials type checked & correct"
"6ed447bb-fe77-5ddf-8710-bc6ac25003cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Correct fittings"
"9cd71611-616d-5764-88ee-1bcba7d93285","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Fittings & fixtures"
"4ba31740-8800-5a23-9fbd-f738b9aa53fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Fixture install completed"
"19961a6d-79d0-5c44-a168-ea28bcc13e4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Check products for imperfections"
"899fd029-8ab2-5e89-9a71-69524510b557","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Silicone seals completed - Neat & tidy"
"57b66b81-c8ae-536d-920e-9f6faa506ff4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Sanitary fixtures fit off","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"91f5aa88-f942-4078-8492-2d5024094530","","checklist-flat","not-started","Siphonic Systems","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic"
"3a1e2fd1-ae46-5859-89d7-dd9c2f9198f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Set-Out & Alignment"
"ed226a8f-f417-5f8f-89a9-b978ee7a351f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Materials type checked & correct"
"50babde5-50e3-572e-94cb-56d63ac06ebe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Structural penetrations completed & checked"
"02cda58f-1b12-5b49-8317-273bf4c41029","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Correct fittings"
"3f8a8ab6-bd23-5d40-96f5-887d52a27b71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Fittings & fixtures"
"5730ca6e-bf16-5e06-8ee0-096641c24b9f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Fire collars installed"
"05057b75-4f56-5cb9-90ab-3a5c15e37dff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Fire penetration caulked"
"7ba3562b-262c-586a-b341-aa01ff4ccf8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Insulation / lagging installed"
"107f12db-7cf6-55d7-aafe-5c4c523e1bb2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 8","L1 Mezzanine","Siphonic","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"299751e3-1c68-4aa7-9535-a6f9789bc80f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","Warehouse 9"
"a25167c4-d9dd-4653-ae43-278bae05d8a9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","Warehouse 9","L1"
"1c4c38e7-9b7b-46f3-b148-7518abfbc61e","","checklist-flat","not-started","Penetrations","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations"
"3066b633-0ea2-52a2-823c-564bfdcec918","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations","Set Out of Penetration Location"
"2073ae5f-5712-5974-9c20-19bbbc3baed0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations","Approval of Location & Details"
"6a2ac5ab-0cf1-53a6-95b3-4a767d781dcb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations","Non Fire Rated System"
"35f95143-b4af-508b-9f9c-a5223b9e78fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations","Fire Collars Installed in Penetrations"
"d08b510e-ce2e-550b-809f-9e66ab244594","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations","Fire Penetrations Caulking & Sealed"
"a16c8258-343b-576d-bde5-d7754f029577","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations","Seals, Flashing, Fillers, etc."
"7da35242-fc9a-5212-872a-bbbe56a54a18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Setout/penetrations","Installation of Penetration"
"f1b37fd9-be78-471f-a08a-7fec6a728b61","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Rough In"
"cfd8aa91-c1f3-53b3-ab9c-de27bc41fc65","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Rough In","Set Out and Alignment"
"89c9657f-7903-596d-9844-750042b21ed3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Rough In","Materials Type"
"c5a4db6b-146b-5489-a92d-bed8379cf180","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Rough In","Pipework pex"
"3c526869-2c6e-5722-b18e-71f5051beab8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Rough In","Pipework pvc"
"df95adb4-789a-5245-9414-fe368af2dfee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Rough In","Support and Fixings"
"f4233a10-3779-5389-b80c-2264cf590591","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Rough In","Fire Collars, Caulking & Sealants"
"013bb7ce-8996-54af-9119-fe58dafa0e6d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Rough In","Pressure Test"
"b6f7a901-1038-4d0f-a9cf-508099b629e3","","checklist-flat","not-started","Cold Water","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Cold Water"
"ab8acbd0-8df5-5c09-867c-fb8b1c27357a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Set-Out & Alignment"
"3a0babb0-733d-5013-b7c8-8f0956fcfb9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Materials type checked & correct"
"88664cca-d39b-5ef0-afca-db810cc08973","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Structural penetrations completed & checked"
"315c3cdb-e5bd-52bf-816b-cb5d8ddbb26c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Correct fittings"
"5f1465ce-c6e4-5a0a-a79f-807027587b55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Fittings & fixtures"
"085f0302-99b9-53bb-b967-8d98fff47c5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Fire collars installed"
"34c3b3eb-3a8f-574c-850b-37e78c438507","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Fire penetration caulked"
"0c4748fb-ebf3-58a7-9851-851e6d3717e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Pressure & Temperature testing completed"
"281b883c-2ace-5567-a951-454944e72d4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Cold Water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"2d35e233-c392-4f31-896f-6776c201f9c1","","checklist-flat","not-started","Hot Water","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Hot water"
"2284e4fb-7e87-5769-827d-2ef27194d295","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Set-Out & Alignment"
"7e30ba09-f9de-5349-8854-bd9369189058","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Materials type checked & correct"
"ebf70ad6-2c2a-549b-82aa-75a789ebe79a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Structural penetrations completed & checked"
"86069cb8-29dc-50df-b7f9-396494bbd8b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Correct fittings"
"93a12553-5c0c-5ff9-a2d9-110b8bdf1841","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Fittings & fixtures"
"aad9eb55-1f4b-55e7-b922-9eef35feaa79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Fire collars installed"
"b37aece5-d5fb-56d9-a005-fc2f68e8a0eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Fire penetration caulked"
"bed2a9e8-5819-5b28-8a56-b7435536d29e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Insulation / lagging installed"
"7a81f97d-a8a3-5042-ab5e-cde989343163","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Temp control valves installed"
"48a044ca-77e8-5860-9d43-99744e2ec25d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Pressure & Temperature testing completed"
"19165ef4-0053-55a3-9f7a-8bdce9ec671b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Hot water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"9c02af4a-7573-4159-a6c2-ab4c8ea59011","","checklist-flat","not-started","Siphonic Systems","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks"
"d165e85f-5db5-55fd-baf0-71f972638eda","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Set-Out & Alignment"
"bbbe7c0a-6fc1-5a6d-96f2-25bb90740d43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Materials type checked & correct"
"fe0cbbb3-b85a-5682-9ded-8ac12ffcbdb3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Structural penetrations completed & checked"
"bed09164-f3ff-56b2-b061-240862fd8c28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Correct fittings"
"1bca9b4c-0810-500c-b5d4-77835abee3ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Fittings & fixtures"
"f9b6d230-ca69-5c03-b170-837b4ccc6099","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Fire collars installed"
"0fd88010-b27e-58b6-bd34-141ee233fba1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Fire penetration caulked"
"58e44e3d-74f2-56a8-a946-39a7a557e420","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Insulation / lagging installed"
"c00713b1-3319-5bb7-9c3f-23128dbd2a8a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary Waste Stacks","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"37e253c6-73a6-43e8-bf45-4ce2e124f7df","","checklist-flat","not-started","Recycled Water","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Recycled water"
"0320631b-260d-5e86-814b-500b5cd1e47b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Set-Out & Alignment"
"a8d22e4f-9218-5210-96a0-7551c31a55c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Materials type checked & correct"
"f21160e2-7931-5ba3-ac70-4af79eaa2f5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Structural penetrations completed & checked"
"29cdebdb-079d-5e2e-8d3a-ec829295eae8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Correct fittings"
"ce761cb6-5ed1-5e46-aa97-9aee8a912c61","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Fittings & fixtures"
"a9e9d56a-1bfe-5aee-8e11-ae40cb5cd6cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Fire collars installed"
"ae421bf7-2e81-581f-8fd7-eacc3a49f7cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Fire penetration caulked"
"98380a4b-22f3-5e90-8e19-ffd7d4092553","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Recycled water","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"862cb898-1e08-4204-bd22-ba848e9a43a4","","checklist-flat","not-started","Fire Hydrant Service","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","FH"
"6fe3d188-a756-512a-9e0a-aa944c6be973","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Identification of Services"
"10972dd0-853a-5f77-b5bd-08d8cbe6bb58","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Set Out and Alignment"
"fc6a88b7-25a5-506b-b81d-040a282b439e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Materials, Joint Type, Fixings and Fittings"
"e75cc53e-a6f1-5375-a487-210765b8e74d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Fire Collars Installed in Penetrations"
"816790e6-a3af-5472-8748-f1146d54c087","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Fire Penetrations Caulking & Sealed"
"3ef2a72e-15d8-54d4-961c-2f22a94e14f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Backfill Material"
"45a26255-81b6-5b8c-87e1-abe05d5f3505","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Compaction Test (Paved Areas)"
"bf8ca70b-3b70-5733-90c5-a882a053a1eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Landing valve installed correct height"
"4647948b-299c-5fe1-b86c-0aad679f1474","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Storz cap and tag installed"
"321d7a21-bc43-5bd1-b018-fb9f376fe6d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FH","Pressure Test"
"44ef0177-bc4f-4a55-a7ac-dd55da1808dc","","checklist-flat","not-started","Fire Hose Reel","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","FHR"
"a4db2ab6-86e3-55b2-a98b-aa8991eaab7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Identification of Services"
"d58bac7e-93bf-5948-abd2-e0dd2af3a324","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Set Out and Alignment"
"d168715d-6344-5612-b447-dea9eb05923e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Materials, Joint Type, Fixings and Fittings"
"f25abbff-7197-5522-97c3-e223a2d7b8e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Fire Collars Installed in Penetrations"
"4b579ed1-2866-5601-8d13-4dc8f904b29a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Fire Penetrations Caulking & Sealed"
"1d3b2366-1cda-5d4b-a515-c4e569c0fcb5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Backfill Material"
"bf7dd939-3207-521c-afe6-897925a69624","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Compaction Test (Paved Areas)"
"761f3bbc-ca51-5561-952d-0bc59b8bfb1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Hose Reel Installation"
"ee79d4e0-fc6b-5852-8be2-a9447a89fb6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Tag installed"
"774a7bc5-b307-54e9-b780-c65d69e05648","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","FHR","Pressure Test"
"b1536942-aab2-4615-95cd-bc0d8bf08fe7","","checklist-flat","not-started","Sanitary Fixture","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off"
"950f6cf2-b348-5d16-b9a3-f5c860305b92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Set-Out & Alignment"
"41bc5365-d22c-535f-8383-307fd541563a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Materials type checked & correct"
"8776eb3d-742d-55e4-8cbf-66a4f4dcbe35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Correct fittings"
"32f7a4d0-6d5f-55f0-8642-dfb764649f56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Fittings & fixtures"
"f5a70100-21e1-5fe3-8db9-fc7f13831c95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Fixture install completed"
"6967e657-b4e4-52d2-a695-5673fa1a2a6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Check products for imperfections"
"e4cd8e96-94ce-51c6-bda0-c27b176f7c06","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Silicone seals completed - Neat & tidy"
"37fb2718-0a40-5cd5-9ff4-b35f90ba7553","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Sanitary fixtures fit off","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"e2c2ecd3-6cad-44f2-8c2a-a7acd6446e8d","","checklist-flat","not-started","Siphonic Systems","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1","Siphonic"
"750987c6-5738-5d88-82c7-89d8eb84570e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Set-Out & Alignment"
"0e769e49-f7be-55d1-8b61-3b35425b3463","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Materials type checked & correct"
"6c1fce9b-eff9-5715-a851-e0fb4c6a148c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Structural penetrations completed & checked"
"ce961a25-1643-5d17-b860-e64e29a9d05f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Correct fittings"
"b5737d1d-dd06-5d7a-a144-10c064586fbc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Fittings & fixtures"
"6753c8ef-527e-5fd7-9dbe-692cd745165c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Fire collars installed"
"d7e61451-91fd-5efe-aa9d-f2f26c3437e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Fire penetration caulked"
"b251a932-afd6-5aa9-b5bf-dc0e2f0cfc3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Insulation / lagging installed"
"e27bb3fb-87fd-5110-8ad0-904566ab03d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1","Siphonic","Hydraulic Work(s) completed to specification/drawings & Area left clean/tidy"
"1d3cc655-763f-4d21-b59d-6914d785981b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 1","Warehouse 9","L1 Mezzanine"
"27426bec-e03b-4bc9-84a2-828d8dfe3252","","checklist-flat","not-started","Penetrations","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations"
"5d4cc421-7650-5ed8-918a-f4914a56ce55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations","Set Out of Penetration Location"
"6d825b86-1aa8-51b2-b192-74b6e5041e88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations","Approval of Location & Details"
"3b39edcf-5261-5899-92dc-dc9148e07e87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations","Non Fire Rated System"
"4cf57285-4ec7-5e3a-8066-4094e1e57f8e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations","Fire Collars Installed in Penetrations"
"13bee4bb-709e-5bd6-a299-992032963bd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations","Fire Penetrations Caulking & Sealed"
"5618ac17-d3b6-5382-9ad2-53fcb90328c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations","Seals, Flashing, Fillers, etc."
"8d03b333-fbfa-5880-8588-8d964db7541e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Setout/penetrations","Installation of Penetration"
"eede8056-25f5-4035-ba37-517cc0a1acad","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Rough In"
"45c01261-cef8-5b22-b082-6206e30378dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Rough In","Set Out and Alignment"
"8c740e18-4485-533d-9734-ed46280ae907","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Rough In","Materials Type"
"97dce021-6f2a-537e-ab30-5f7b504e623a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Rough In","Pipework pex"
"8040699b-9dbf-57c1-acbb-f8d225b49972","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Rough In","Pipework pvc"
"84fe79a0-7fc2-5f45-8cf1-abb845131dba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","Warehouse 9","L1 Mezzanine","Rough In","Support and Fixings"
