"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c77db8a2-1826-4d22-b147-8fb55560ba76","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"053545e0-51cd-467d-9bc7-a6af74626d1a","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"b167c478-d764-4109-80ec-d795e81b65ba","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"d35f857e-c5a5-484b-a711-b89608d98894","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"f7d2502a-c850-4536-b6cc-3da7997a8e02","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"a5020707-f281-4e7e-a34b-e9c2caecd1dd","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"ec0c074f-2d12-415d-93c6-6c17067eaf6c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"1a1c19b0-7be2-421a-9af9-1e4b4d516b62","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","External Roof Areas"
"8157b185-ea3c-49ca-8c99-3c3ecfea5010","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems"
"23462847-f963-4207-a2d4-f92dfc730c74","","folder-normal","not-started","","step","TRUE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems","RoofSafe Cable - Line 01"
"4b6d9c22-49bb-43a7-8f7b-382b2bbf0a2d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","External Roof Areas","RoofSafe Cable Systems","RoofSafe Cable - Line 01","Pre-Fit Off Checklist - Line 01"
"8a4150b0-592a-40a5-bedf-10daa8550ddf","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","Data Plate, Access Point & Carriages/Travellers","1 photo required of Access Area"
"591e39f3-5bba-47d2-99f5-e3eda00fda63","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","External Roof Areas","Data Plate, Access Point & Carriages/Travellers","Details of Rail Carriages/Cable Travellers"
"172d2bc3-5ef4-4d20-bee9-a837dac5d87f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","External Roof Areas","Data Plate, Access Point & Carriages/Travellers","1 photo required of carriages/travellers"
"937cf5e2-6c8b-46e3-b614-711b3938f7f8","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","Internal Atrium"
"6acf441d-6060-4ac7-bb43-be02ada6cc06","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Internal Atrium","Altrac Rail System"
"963d4e6a-e621-4b8c-b65c-ea3c13144bed","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Internal Atrium","Altrac Rail System","Pre-Fit Off Checklist - ALTRail 01"
"13012e4a-31e8-4f48-b8e1-6ef539d37f30","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Pre-Fit Off Checklist - ALTRail 01","Confirm structure is in accordance to the details provided"
"58d49452-dc9d-44e9-9bb8-d5a210e4044f","","holdpoint","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Pre-Fit Off Checklist - ALTRail 01","EMAIL PM"
"799eb59e-718a-4ed9-8d43-11ec7a0ef42c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Pre-Fit Off Checklist - ALTRail 01","Plinths/ bases/post installed in accordance with details provided"
"1e419424-d7fd-47f0-a5dd-6f7213434060","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Pre-Fit Off Checklist - ALTRail 01","Photos taken"
"4366884b-4883-4910-a92b-190849f7de10","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","Internal Atrium","Altrac Rail System","Rail Checklist - ALTRail 01"
"fd38d388-c219-4c7d-98d8-f9ea2ae8ac30","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Rail Checklist - ALTRail 01","Confirm the structure is in accordance with the details supplied by PBI"
"f062754e-aec6-42bb-a8be-400c7400d481","","holdpoint","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Rail Checklist - ALTRail 01","EMAIL PM"
"074a65c3-0eba-4202-9ed0-f1678075f0e6","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Rail Checklist - ALTRail 01","Photo taken of Engraved Line Plate / ID Tag"
"23b62d66-1c36-42c1-b4a3-23a87030a938","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Rail Checklist - ALTRail 01","Video taken of system"
"fd322935-2a81-4f6a-98fb-0e3298b2c3f7","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Rail Checklist - ALTRail 01","Description input of location / person Rail systems shuttle left with"
"22806f31-ea01-481e-9b3b-f93d6e533c3c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","Altrac Rail System","Rail Checklist - ALTRail 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"e07f032c-eb8f-4579-9a9b-5c8aaba5e2a7","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","Internal Atrium","4no Type 03 Access Anchors"
"bda67892-ff52-452f-9b82-7afddba5dd76","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Internal Atrium","4no Type 03 Access Anchors","Pre-Fit Off Checklist - Anchors 15 - 18"
"b4558ec9-1c2a-585f-82c8-28e7cbd6c667","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Pre-Fit Off Checklist - Anchors 15 - 18","Confirm structure is in accordance to the details provided"
"03406403-19b2-5be9-b59d-388fee9d7218","","holdpoint","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Pre-Fit Off Checklist - Anchors 15 - 18","EMAIL PM"
"f8c01bbd-ef7b-5b05-b1fe-dbbb3a768634","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Pre-Fit Off Checklist - Anchors 15 - 18","Plinths/ bases/post installed in accordance with details provided"
"e722edfc-4925-531c-97fd-dfb7facaeec9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Pre-Fit Off Checklist - Anchors 15 - 18","Photos taken"
"bad12471-b453-4e5c-bc1c-c654ffbc45e8","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 15"
"64448bfb-3c1c-5e12-953f-f3a3aa0f9d59","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"7ab3bff9-cac1-5ac1-b559-ad0a87b7b677","","holdpoint","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 15","EMAIL PM"
"97e85323-d9f9-5a70-ad76-b04ac5572d70","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"41b2f853-4771-5375-ac2c-ca32cd8be72b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"2d1ce06d-d792-445b-9239-1394ab734e26","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 16"
"1442573f-2e3a-5fd6-a1f0-913a628c0774","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"2bc299f0-afb4-5422-93d6-15730d270161","","holdpoint","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 16","EMAIL PM"
"a8c19e8e-75f3-5065-b975-830046b7ca10","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"d1a31605-74c6-50d1-a3f2-2201a6740e5f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"bb6aaeff-5434-4590-8745-fda300444963","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 17"
"c3b36248-cb76-5ba7-8b63-7c4252002ec1","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"935d50be-9b1c-5dfa-9643-46aa7696840a","","holdpoint","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 17","EMAIL PM"
"65cdad04-c1bc-5d32-adfa-ba72e57d137e","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"6a0dac29-8d9d-5cba-91bb-95f167722cc4","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"14f483f9-ab3a-4445-84d6-5b9569d00c09","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 18"
"09d800e9-7fd7-539f-a4f1-3cbe0cb90a6c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"7a05a94e-4687-5f9c-854e-95e9caba45ef","","holdpoint","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 18","EMAIL PM"
"06e6fd30-4c96-522b-a7a0-feadd8502bef","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"240ea24e-6961-58e2-8250-de9bf263619e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Internal Atrium","4no Type 03 Access Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"eb984cce-bab9-4213-9a36-c5c5b4d489c8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Roof Access Requirements"
"cac3c608-b6be-434d-a0a0-9bad2a0c9ded","","checklist-flat","not-started","Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"202d1897-f602-48c8-a489-4618a45a9136","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Practical Completion","System installed and ready for review from Project Manager."
"d5ead42d-18ff-4aba-b83a-0e52e852ce41","","holdpoint","no-status-not-started","","","FALSE","FALSE","Practical Completion","Request Review from PM"
"2140ff54-b6dd-4bc9-92e4-9e1ed4d494ed","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","Project Manager has reviewed, checked and approved system."
"119c5b69-4df6-4365-b545-dcb5b92b0fe8","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","PM to send to PBI admin to close out and archive"
