"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"131c15a9-6a27-4bbf-a72a-2c8cf5f13f4f","","checklist-sectioned","not-started","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning"
"4b34daeb-291a-5a8a-a866-bf29b0457a8f","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning","Safety"
"90a2e47e-e981-5bfb-83f4-0d056c1bb553","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling","Test Results Recording"
"27d7f50b-edd1-5d0e-96ab-707558246088","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling","Test Results Recording","Ensure all test results are downloaded and stored in both their native format and as PDF's or safe keeping"
"ba11414f-3a49-5483-8655-cafea9710486","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling","Final Inspection"
"1873607a-dcc3-5a82-a504-b7e76a0d741f","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"b3168aad-51fb-5b55-83b9-f8235b6c1261","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling","Final Inspection","Cross check and verify that the as built drawings are complete and correct"
"3474120e-59ef-5579-a46e-a244c9a93c8d","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling","Final Inspection","Verify all inspections are complete and collate records"
"828a6c8d-2c64-5f4f-ac2e-5c49242607d6","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Refurbishment","IPU Team Room (Existing Gastro Dept)","ITP-222 Horizontal Cabling","Final Inspection","Verify all testing are complete and collate records"
"99992b6d-a0a3-4770-a814-84fec84ffd01","","folder-normal","not-started","","step","TRUE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion"
"6d03a307-9017-4dcf-8acf-cc432a0ec2f7","","checklist-sectioned","not-started","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall"
"ea6fbaad-aa4b-54dd-93a2-d363d559ed14","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Coordination"
"1966edb1-7f08-5256-b6f3-68c16a94a374","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Coordination","Please attach marked up drawing"
"dc9b955a-e86e-50ce-934e-dfb9260ad689","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"28cb2a7a-a28d-5f3a-bc2c-1c34746c6540","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"7112e129-5087-5171-8304-fb42001e9591","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Coordination","Prior to installation submit numbered shop drawings for review to the satisfaction of services engineer"
"cc91009b-d11c-5964-80aa-abb9d5001cbf","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Cabling Rough-In"
"0d86698d-1b8a-5bff-83d5-c156bc0aa149","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Cabling Rough-In","Ensure latest services & co-ordinated drawings are being referenced"
"920a0bee-59ec-595b-ac87-8461cce106cd","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Cabling Rough-In","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"c22b1a81-1394-5ddc-8d79-ae6e9f598337","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Cabling Rough-In","Visual inspection of rough in carried out to ensure completion."
"aaa3e4b4-cc42-5172-a2f2-3747ffd2018d","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Cabling Rough-In","All relevant drawings checked to ensure that all services have been allowed for."
"3d6b616b-2367-549c-a3af-b3c62ec656fb","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Field End Nurse Call Fit-off"
"c3f7a2a1-7b10-5571-b01b-1934b2e546d2","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Field End Nurse Call Fit-off","Ensure that all Field End Cabling has been labelled, terminated to manufactures requirements and is level to other services"
"7c0e4f1c-387b-502e-a352-0e0586db2fc3","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Head End Nurse Call Fit-off"
"a459aca2-9faa-558c-b54d-6fe3384c244c","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Head End Nurse Call Fit-off","Ensure that cables are dressed neatly and loomed into their final location for termination"
"da00657a-483f-569e-9af0-5390d5894ca2","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Head End Nurse Call Fit-off","Ensure that all Head End Cabling has been labelled, terminated to manufactures requirements and is carried out to Manufactures Shop Drawings"
"239b3360-a361-52b5-bcfe-68827c352474","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Programming"
"71ab6b22-c097-5d6c-8bf8-32490970eb05","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Programming","Ensure that all Nurse Call stations are addressed correctly as per latest drawings and Align with the monitor associated to them"
"aed1da82-f4a2-5568-9a08-c38c2642ec32","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Final Inspection"
"33d59771-a86a-5975-94f5-658a0f77f020","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"c698294b-2331-5131-afae-e7f75c8f78a4","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"e464be1d-4674-5fe4-bbbd-ab5bdff69335","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-224 Nursecall","Final Inspection","Verify all inspections are complete and collate record"
"e9f4c40c-8e17-4f8a-9dc8-2e555bbbb75d","","checklist-sectioned","not-started","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling"
"1fdade25-71dd-52ea-93fb-4bfed0763bef","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Coordination"
"4a239176-cd84-5220-adc7-5d5f5e0cfddc","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"845ae8b4-7cdc-5fb6-81b9-27d7d7892569","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"608f042d-39f4-5181-9c40-4202a054a962","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"82375bf4-f33d-5cf0-8275-1a7c863868c4","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Coordination","Prior to installation submit numbered Communications shop drawings for review to the satisfaction of services engineer"
"d2b3a2e9-f23b-5069-92f7-85ec5709a52f","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in"
"dd920fba-054f-5450-bf6f-30738a1590f8","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest services and coordinated drawings are being referenced"
"f81ab8f4-33ba-5002-a39f-20a47a2e5a78","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest coordinated drawings are being referenced"
"8f0033a0-b80b-542f-afb3-ed880f335d72","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"57ff389c-a950-56d7-a15e-04cec0958962","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable has adequate support and the pathway is less than 90 m including service loops & goose necks before drops"
"3a594a7c-e6ca-5916-8cc5-351f95b36f01","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Visual Inspection of Rough In"
"f7aa3274-4798-53ff-be04-7c89b2c8a2ac","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Visual Inspection of Rough In","Visual inspection of rough in carried out to ensure completion."
"828c0fa6-f514-5693-a637-6f95b707d644","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Visual Inspection of Rough In","All relevant drawings checked to ensure that all services have been allowed for."
"62b1884d-fba5-5198-85fd-980900b591b1","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Cabinet"
"2f0a5573-522b-56d0-8509-33e0d9e8a1d3","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Cabinet","Ensure Cabinet Layouts are installed to the latest drawing layouts with door swing and clearances considered"
"8dbb7a3a-51d7-5b02-b822-366341bf22ed","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Cabinet","Ensure cabinet is secured and and all accessories, panels and management installed correctly to latest RU Layout Drawings"
"9774f45b-1e4e-5883-99bd-7f453a4ebc20","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Cabinet","Ensure all shielded equipment is earthed and the electrical contractor has supplied an earth with a maximum resistance of 0.5Ω"
"b196674b-ab1b-58d4-8ece-a2fd5de2d4e0","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Field)"
"402418c2-7064-52e5-b905-4b84b7b6a3cb","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Field)","Ensure that all Field End Cabling has been labelled, terminated and is level to other services"
"b65a25f0-4b7e-5f05-ad44-355e2b4cd2c9","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)"
"b3844bc3-3986-5041-a2b1-616664e5a6bb","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that cables are bunched into their final looms and dressed throughout the communications room to individual patch panels"
"5c99ca99-e82a-55af-ac2d-d05a6e9baf7f","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that all cabling is terminated according to communications rack lay out drawings"
"c28ccc87-739c-535e-9e0e-3339370d9ad4","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that all cabling is terminated has been labelled"
"53a0ca90-c9f2-5219-a628-4800565cdfc5","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)"
"0fd6e8ab-2522-5993-ac71-8d7f31d5f542","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that Fluke DSX Testing has the correct parameters as per manufacturer and client requirements all results are recorded with their correct label on cabinet and latest revision drawings"
"a4e2adcf-36b8-5677-9108-c79300056d55","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Test Results Recording"
"7d00bf7d-091b-5e44-8523-4aa56e962dfe","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Test Results Recording","Ensure all test results are downloaded and stored in both their native format and as PDF's or safe keeping"
"6a7bff17-284f-5599-8186-188939c1e06e","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Final Inspection"
"65eae728-b2f1-517f-b199-6aede44b265c","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"2eaac02e-ca2f-5128-8b08-4e135c605c42","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Final Inspection","Cross check and verify that the as built drawings are complete and correct"
"42a3913f-f9fd-5034-8d08-10d198e674ab","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Final Inspection","Verify all inspections are complete and collate records"
"802dd871-1d45-5e7d-aa96-4f53729baecd","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 2","Stage 2 Hospital Street Expansion","ITP-222 Horizontal Cabling","Final Inspection","Verify all testing are complete and collate records"
"cc7d2a6e-e3ac-46bb-81c8-90a24ad8afba","","folder-normal","not-started","","step","TRUE","FALSE","Refurb QA","Level 3"
"9414aae8-7547-4acc-a966-a5011e921df0","","folder-normal","not-started","","step","TRUE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs"
"dfc52626-975f-4a62-b01d-215a73ee1e33","","checklist-sectioned","not-started","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall"
"2f61308c-3041-53fd-bf45-b6adff158ba6","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Coordination"
"2f80cfd8-f3cf-5e92-9a09-87ab0bf054ce","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Coordination","Please attach marked up drawing"
"ba450b49-0f07-5527-a2bd-a9c660154d24","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"c27ee3bf-4e2d-561b-8a78-85c72ff3e0eb","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"c2b6152a-e95b-5483-8e4d-aa4314ef5b80","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Coordination","Prior to installation submit numbered shop drawings for review to the satisfaction of services engineer"
"3a9022bc-802b-5a38-90a7-b9557bb23046","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Cabling Rough-In"
"51af46e0-9ac1-58ee-9d07-38d25f2d7dda","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Cabling Rough-In","Ensure latest services & co-ordinated drawings are being referenced"
"5ceac901-3f61-5b3c-b576-f3872497b6ec","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Cabling Rough-In","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"25977bbf-bcce-5ef2-9af0-1b5a1867376e","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Cabling Rough-In","Visual inspection of rough in carried out to ensure completion."
"addcd540-2a1c-5b01-a9f5-4d9fefa2f39f","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Cabling Rough-In","All relevant drawings checked to ensure that all services have been allowed for."
"6de52c62-df56-5df5-a7f2-5a6a69f6cfd8","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Field End Nurse Call Fit-off"
"dc1f7c67-97f2-55b3-ad39-37ef69590363","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Field End Nurse Call Fit-off","Ensure that all Field End Cabling has been labelled, terminated to manufactures requirements and is level to other services"
"171e53f6-4a07-5d41-9224-4cd7f6df85b9","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Head End Nurse Call Fit-off"
"8a0dab47-a535-5fe0-a080-ed47d94b15a2","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Head End Nurse Call Fit-off","Ensure that cables are dressed neatly and loomed into their final location for termination"
"66390cc5-3066-56b0-8369-c062e7e5a30e","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Head End Nurse Call Fit-off","Ensure that all Head End Cabling has been labelled, terminated to manufactures requirements and is carried out to Manufactures Shop Drawings"
"2884fb67-0f0b-5058-a2c8-be4910bf6787","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Programming"
"53d50c27-081c-5312-b480-46e257d11e60","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Programming","Ensure that all Nurse Call stations are addressed correctly as per latest drawings and Align with the monitor associated to them"
"b9b713e0-e95a-5d93-9238-c5e18171597b","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Final Inspection"
"e417958c-bd5c-5f51-bed7-21ee3d1ba7b6","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"1f7d28a6-501a-5005-a6e5-681e7787e809","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"7ef20b8e-cb7f-5098-a36d-90228c9bc5d2","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-224 Nursecall","Final Inspection","Verify all inspections are complete and collate record"
"37520fae-ba10-491b-b916-c0bb679fd66a","","checklist-sectioned","not-started","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling"
"ace0413d-e093-50e0-9a38-f47304b0b55c","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Coordination"
"c195da45-0b69-5f41-84ca-a42b0c1fb778","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"79ef1426-112e-52d1-a4fe-3e6d88379736","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"c7916094-1e8b-5c58-a768-aa9f72dfbfd4","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"ab88bf63-372b-5094-a72c-c9248a559ed4","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Coordination","Prior to installation submit numbered Communications shop drawings for review to the satisfaction of services engineer"
"4f72686b-fb87-5a0e-a6fa-fffaf1c0897f","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in"
"7c74611a-b0f3-53dc-9cf0-9504aae10423","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest services and coordinated drawings are being referenced"
"9eec4c19-137f-5355-815d-c9ead7ff9bfd","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure that the latest coordinated drawings are being referenced"
"a971f128-8169-576a-a7bf-8d0a215bc486","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"4f0b7aae-8b73-51e9-b978-ede693fafb83","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Horizontal Cabling Rough-in","Ensure the cable has adequate support and the pathway is less than 90 m including service loops & goose necks before drops"
"09cc31dc-680d-59de-9d65-4c912734db9b","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Visual Inspection of Rough In"
"9da87d06-323f-548c-a1bd-6f55809ecfba","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Visual Inspection of Rough In","Visual inspection of rough in carried out to ensure completion."
"99bd1a85-8c62-5704-98d2-bc351975d80b","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Visual Inspection of Rough In","All relevant drawings checked to ensure that all services have been allowed for."
"c9d0095c-1e6c-5443-8429-447d69b6067c","","checkpoint-group","not-started","","","FALSE","FALSE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Cabinet"
"6afadafb-3f00-57f7-91a1-2d71a1890054","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Cabinet","Ensure Cabinet Layouts are installed to the latest drawing layouts with door swing and clearances considered"
"bc656926-8586-5723-90e8-171f00431121","","checkpoint-status","not-started","","","TRUE","TRUE","Refurb QA","Level 3","Stage 1 Link Bridge Breakthroughs","ITP-222 Horizontal Cabling","Cabinet","Ensure cabinet is secured and and all accessories, panels and management installed correctly to latest RU Layout Drawings"
