"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2793d104-8096-4488-97b7-cfe0d7b439cf","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"7d321522-7a02-5d81-b091-e54c960d4be3","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"32477aa7-6521-54cb-a261-5ec481244801","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"2c631555-8751-57b9-9490-7ed5a48ef577","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"68710b7d-7182-5ec6-a417-9c1a38e26746","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"2f0f3d98-ce8d-5a07-86ea-b731b5a0cf46","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"0eb7569e-810e-58b9-ad27-068363b1d975","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"4df8bc77-76b6-4b3f-aab0-8d414016ea97","","folder-normal","work-in-progress","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA"
"e5b74782-410e-4552-a5aa-975403a4a4ef","","folder-normal","pass","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","RoofSafe Cable Systems"
"623a55be-28c7-4ff8-a837-c9b7bf7d13e9","","folder-normal","pass","","step","TRUE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","RoofSafe Cable Systems","1No RoofSafe Cable System @ 124m - Line 01"
"ab1184ed-50be-4d9c-98dd-195e95ef4422","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","DO NOT SEND IN HANDOVER KIT - QA","RoofSafe Cable Systems","1No RoofSafe Cable System @ 124m - Line 01","Pre-Fit Off Checklist"
"361d62a8-6796-5619-b570-34a7b197c7d8","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of Access Area"
"ad45f5b8-4bb6-510b-94a5-c0c2a4d37381","","checkpoint-status","work-in-progress","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Data Plate, Access Point & Carriage/Travellers","Details of Rail Carriages/Cable Travellers"
"04657594-0a2b-5f2e-860f-cd4fba849e2c","","checkpoint-status","not-started","","","TRUE","TRUE","DO NOT SEND IN HANDOVER KIT - QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of carriages/travellers"
"4f9e6f73-624a-4879-b41b-125d6b89ae05","","folder-normal","not-started","","step","TRUE","FALSE","Roof Access Requirements"
"c01adf4b-b8ed-417e-a12e-36d1bcb1e57e","","checklist-flat","not-started","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"e4717e18-25a9-5594-993b-a113714bef9b","","checkpoint-status","not-started","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"1ec44f72-d468-40a5-924d-011a2737ff35","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"a1ebb0b4-a4ff-5bc7-9cff-93098b15aef0","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"841e2697-348e-5da3-bc44-532fe04a9b67","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"29524429-7bac-56ba-a28d-5de0b7588aed","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"5fc9a6e1-c586-5271-ad6c-d368a1de4560","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
"c80f56c4-5b8e-5912-a45b-e19db7b204da","","holdpoint","not-started","","","TRUE","TRUE","Practical Completion","Send to PBI Admin"
