"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aedc3686-8bc6-4aa8-a885-f82f6d643319","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"af11d9ce-762a-50b7-844f-5566b82978c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"bafcc70f-08f3-4d78-8bc4-b55b930ecc7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"1a39be66-eb87-4e74-a29c-706688e2ee27","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"881fc2f7-4624-56d5-9fe5-7055b7581f7d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"ea7f4ad4-bffd-52af-9c67-f8eeef48f33d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"827675aa-3982-5083-b119-c9b76b38d07f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"93529ee4-6443-5c7e-8fc2-54a1d59d0bc8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"9d8622e4-44ed-41fa-b549-4ebc86b9c5ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 30"
"0880abe4-1680-46d9-8392-b59e4af53caa","","checklist-sectioned","not-started","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -1"
"b34683d2-3c28-576b-8188-83c8add0bd68","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"66ddb243-0fe8-5509-854d-eab792ddf135","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -74","Stripping and Stacking"
"dda89040-74ef-57cf-9da5-c191e014a935","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -74","Stripping and Stacking","Stripping & Stacking"
"38caabc1-ef07-47cb-aa7b-09de1373ef91","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 61 - 99","Panel -75"
"3d580aa5-d77f-58f9-a8e2-1263c355da4c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check"
"b51aed13-e2a4-581a-96cd-3e0867a82028","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Dimensions"
"08c42abd-a30a-5355-9f93-43cb4d87a7a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Mould Clean"
"2d081607-8002-590c-b0ec-0806bffed204","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Mould Oiled"
"8e9bf59a-e2e3-5eda-90d1-eee42a6fcc02","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Mould - Workmanship"
"5d1006dc-ccb5-532c-a9c1-d2f0ecc9e732","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Reinforcing"
"d4c7e96b-a69b-573c-945c-d4156d423810","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Cast In Items"
"7967fb42-9487-5bc3-8056-a43758cac42d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Marker Position and No."
"55409df1-90b7-5ad7-a982-36ae93622695","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Pre-Pour Check","Make mould to Green Status"
"0e1b8b69-9794-51e2-a5de-448401c29129","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Concrete Works"
"9725f2f6-0e76-5ec6-aa12-272b32a4d4b0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Concrete Works","Concrete Works Details"
"a3a56fba-3b4c-5c34-8a66-4859dd2f6667","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Concrete Works","Wilco Sample Taken"
"c46f9003-95b3-519d-8884-138b2e1816b5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Concrete Works","Bridgeman Sample Taken"
"3bf533be-c625-5da2-a6b5-d726c5375982","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Concrete Works","Supervisor Approval"
"7ccfc35f-e42b-530e-b3fa-aeae4e82bc6c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Post Pour Check"
"9a3333f7-05c8-537f-90ea-7b1f500a439a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Post Pour Check","Edge Detail"
"9985b3e2-74ac-5968-8f29-7816ddfc1998","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Post Pour Check","Bar Projections"
"ac3ef9d7-35f6-5782-95d0-e5e3296563df","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Post Pour Check","Cast in items"
"e788aab7-59cc-5508-9739-f99659fb2cad","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Stripping and Stacking"
"9264af8d-261d-5da6-ac16-6cb13b8dd458","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -75","Stripping and Stacking","Stripping & Stacking"
"d3599c0d-9cf4-40b0-aa76-bc4b1a2b6084","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 61 - 99","Panel -76"
"54d2006e-7ada-5037-8bb4-3af3c15d9e17","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check"
"229b001a-1902-57e9-807f-0d6ce04bf9f6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Dimensions"
"8ec4c2a9-ff12-5d12-ae52-ea02d04536f8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Mould Clean"
"6dda29b9-e40e-50c7-ba0b-e0c68829c116","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Mould Oiled"
"a8fbe7ef-5e12-52f4-acb5-4b1e0f187b5a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Mould - Workmanship"
"f064c8a6-8a20-5be6-a11c-57b74aeb7d91","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Reinforcing"
"fc5f45c0-0082-51e2-b1b2-be39e46b8ca2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Cast In Items"
"01de18d1-b0aa-5f38-a551-4d571593022f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Marker Position and No."
"bd17f1a9-226a-59ff-8854-b3d5ae0d922e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Pre-Pour Check","Make mould to Green Status"
"5e430c7d-6f37-5977-b06a-89e4058d9abe","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Concrete Works"
"a68d0c9b-f562-5026-9d41-766d4231a213","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Concrete Works","Concrete Works Details"
"20071de5-5ca0-51ed-9629-9f0581c0070d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Concrete Works","Wilco Sample Taken"
"3948ea39-9f0f-5a57-a08e-1198c152bd38","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Concrete Works","Bridgeman Sample Taken"
"639c54d8-5a12-519a-ad45-0ed2591f0bb7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Concrete Works","Supervisor Approval"
"a9d9b660-70f2-5445-9076-6d5365e1931c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Post Pour Check"
"83f6185e-8b97-544b-87e2-7e5e24935643","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Post Pour Check","Edge Detail"
"346130b5-a8bb-561f-9718-bb8a36a5521f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Post Pour Check","Bar Projections"
"47a3a580-7f6e-567b-aa1c-53a2660cca4e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Post Pour Check","Cast in items"
"eea8ff43-eb0e-5321-ba71-62a57875ecb7","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Stripping and Stacking"
"a04ca05f-0b83-5ee1-8f48-5e4f0fefe3f4","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -76","Stripping and Stacking","Stripping & Stacking"
"dc18f20b-930c-4d3d-8bd2-55588074e3c9","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 61 - 99","Panel -77"
"e068e4c5-af1b-533d-9c38-9911fc02bec6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check"
"35aa1a84-2180-510b-b09f-f7c8bd6261dc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Dimensions"
"59af26f6-0242-5a74-a722-cec04a77a8ba","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Mould Clean"
"cf5e37eb-4b90-5a0e-95a1-3c1e4598d0de","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Mould Oiled"
"7d507098-255a-5d42-a4e3-77d4f004ce7d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Mould - Workmanship"
"3fec5ea3-f57b-567b-bfe8-39b44fcdf37f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Reinforcing"
"47eca1fa-4ffa-5fc2-a13c-59286a540f86","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Cast In Items"
"7e52c78f-64b7-54c1-8859-cb633519c5d2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Marker Position and No."
"2cb8b0e1-29b5-5ed2-95cf-26f7124036f5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Pre-Pour Check","Make mould to Green Status"
"e7b37977-d67d-5d5d-a24d-c9a3c9251fc6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Concrete Works"
"7ba37b16-db0d-59a0-bf2f-2bb5a3dbe295","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Concrete Works","Concrete Works Details"
"656dd1c1-3991-5e5e-8cb5-744dcf9b1ae8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Concrete Works","Wilco Sample Taken"
"b5af1b1d-165e-5e47-a7d3-0e2b739008b8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Concrete Works","Bridgeman Sample Taken"
"d72b1d7c-31a4-5fd4-8bb9-eb8140958e3a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Concrete Works","Supervisor Approval"
"fa207e17-755d-55f3-9a69-f7fc8af8a3e3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Post Pour Check"
"ce743872-7b42-5399-a1f4-42f8fac20c1a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Post Pour Check","Edge Detail"
"664ab91a-ed3e-5246-91c1-f6118ffe8fc6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Post Pour Check","Bar Projections"
"ef5c4250-f2d2-5636-be4e-715e2a80078f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Post Pour Check","Cast in items"
"94ed6c75-ba88-5a44-81d9-6ee40341e8cd","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Stripping and Stacking"
"8cd386cd-070d-540e-ba71-c67cee55605d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -77","Stripping and Stacking","Stripping & Stacking"
"8d3bf5e8-a23c-415c-9bed-55646c162f53","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 61 - 99","Panel -78"
"06cb5e38-596f-58d6-8f02-6266031000bc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check"
"dd23fcd9-24df-58b9-893c-b642e22036dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Dimensions"
"af3623cb-8432-5d1b-9ef5-47e3578c8fd2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Mould Clean"
"56a29e97-dc50-5bb7-a484-0a464814aa6f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Mould Oiled"
"3d33d884-0021-557a-aa4d-a2a2c056ff67","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Mould - Workmanship"
"59791af3-cada-556d-a980-3d24df285129","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Reinforcing"
"a3994daf-f744-5e57-b326-2fae5fcd6ded","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Cast In Items"
"1ffe8ec9-d524-56ed-af48-9311b43d4c6b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Marker Position and No."
"6e9ed56f-2aa2-5908-b9db-b6d7018cb7d5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Pre-Pour Check","Make mould to Green Status"
"840462f8-7e13-5f0c-ac4e-182a85493fbe","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Concrete Works"
"bfeb5d5a-7204-5242-9919-c9275d6d22ab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Concrete Works","Concrete Works Details"
"feb9371d-0e1e-57ab-8636-ed519bf5078a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Concrete Works","Wilco Sample Taken"
"6a3d31ec-47d1-5dd7-9bc3-a78e3d0cf3c4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Concrete Works","Bridgeman Sample Taken"
"49751c77-68b8-54f2-a6e2-afb267a766b7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Concrete Works","Supervisor Approval"
"299e6a8d-70fc-5303-b54e-9ecab4a32259","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Post Pour Check"
"430dfdde-bd2b-5b2e-836b-e1e671e7c5b8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Post Pour Check","Edge Detail"
"db8d8210-7884-56ee-b3b9-6eb422b588e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Post Pour Check","Bar Projections"
"e5adc3af-afaf-579b-913a-9499f29ffa60","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Post Pour Check","Cast in items"
"052ee8a6-c83c-5513-9d9f-1970384dab4b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Stripping and Stacking"
"6b1f041f-46e2-5eab-9888-01657045bb23","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -78","Stripping and Stacking","Stripping & Stacking"
"f7b57098-255f-4384-8506-94169f0120ef","","checklist-sectioned","not-started","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 61 - 99","Panel -79"
"b40900f8-dae9-5460-aaad-4a958eaddb5b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check"
"746845d0-0e33-50d2-b6fc-7ffaa53eac4e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Dimensions"
"70f5c118-7a20-5b02-b61f-b992f547c8f4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Mould Clean"
"97b565b0-adaf-5f8a-81f0-0ca152b39fa2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Mould Oiled"
"d0e5a66a-9b5f-59f9-a28a-9df8f50e0b69","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Mould - Workmanship"
"569ebfa7-0dbf-5163-bd45-532e65fb639b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Reinforcing"
"e11a71dd-beaf-5497-b40a-d6518257edbf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Cast In Items"
"f6784c79-9d5d-55d1-9435-5f28388b80b6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Marker Position and No."
"27bec6cb-34df-547a-b562-cc99b3f277d7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Pre-Pour Check","Make mould to Green Status"
"cb45c9c3-669d-5e45-af20-19cf4291d2a4","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Concrete Works"
"f0f24ebc-66ba-50da-8d39-29d0d9b8c0a0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Concrete Works","Concrete Works Details"
"60f1477b-d22c-5907-98c0-b2c44842b337","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Concrete Works","Wilco Sample Taken"
"197f0cd8-4819-5d44-9bbb-7279c92a84ba","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Concrete Works","Bridgeman Sample Taken"
"83c112a0-147e-5aca-84cc-85369d780b29","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Concrete Works","Supervisor Approval"
"7b89f325-6385-590d-834f-c202bc81a42e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Post Pour Check"
"9d36c011-526f-53e9-b21b-f723c4b32821","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Post Pour Check","Edge Detail"
"ae1f6b4b-fb23-5b72-8fc1-023d2492b7d6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Post Pour Check","Bar Projections"
"eb40b05e-b1ef-5217-8a67-fb389822dc6d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Post Pour Check","Cast in items"
"77d0c5d7-132a-5313-b3a6-97e06a7f8f8d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Stripping and Stacking"
"970ddafd-dd8d-5f5c-aa11-b4ae9c985921","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -79","Stripping and Stacking","Stripping & Stacking"
"73b41538-e038-40f9-a90c-8cbc4853d146","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 61 - 99","Panel -80"
"fd45f0fa-6543-5691-a870-67464cc90802","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check"
"1bed1e9a-967a-5a3a-b995-7ee304465363","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Dimensions"
"69acdd9b-29ef-5313-a77f-606567c348db","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Mould Clean"
"b85dda9d-c96c-5f29-b36a-38a659b2ecb3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Mould Oiled"
"bb72267c-edb9-5156-810c-cf279657fb45","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Mould - Workmanship"
"d9018b3a-b527-59d4-9f47-7a298c60bb62","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Reinforcing"
"cf05f4d6-5205-58e3-83e8-c654ffe55f28","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Cast In Items"
"40b73575-c941-563b-89c7-95e0d32ba09b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Marker Position and No."
"783dd631-3692-5784-8619-d933ac8fc162","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Pre-Pour Check","Make mould to Green Status"
"2e5a82f8-d9e9-50b2-aeac-2951ef7cc2ee","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Concrete Works"
"850d5937-3dca-5c0f-92f9-d8d53e765c46","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Concrete Works","Concrete Works Details"
"43cdfef8-9869-59a0-87ee-a2a60f066142","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Concrete Works","Wilco Sample Taken"
"968a6972-18e4-50e8-a626-d193851a6f11","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Concrete Works","Bridgeman Sample Taken"
"abe0b8e2-436c-58a0-bda5-e1d58a948cf7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Concrete Works","Supervisor Approval"
"9b310cf9-fa3d-5413-abbf-41d3e0da4a0f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Post Pour Check"
"8def069d-e707-59b4-9db1-ed8779db5850","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Post Pour Check","Edge Detail"
"54b01999-8576-57c6-b6bd-39174054e1c5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Post Pour Check","Bar Projections"
"17a487e9-e7db-5580-abd0-c52353b36dc1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Post Pour Check","Cast in items"
"5aedc38b-7fae-5c9a-9fd7-2f4af4c4a0b3","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Stripping and Stacking"
"02e6c915-1ade-5736-b38c-480d264c8397","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -80","Stripping and Stacking","Stripping & Stacking"
"3305a0f9-7435-418a-9773-b8c75fbe8588","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 61 - 99","Panel -81"
"a2b8e12e-32c7-597a-9395-60108616c783","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check"
"29e42e35-62c8-57e0-bfaf-8cd47e3c14dc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check","Dimensions"
"228672fe-84d8-5fde-9251-f01b80ef038c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check","Mould Clean"
"4f903b78-d142-57a6-ad28-bbc748a2d8b6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check","Mould Oiled"
"5cae8360-5ced-5b50-b36d-260909263215","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check","Mould - Workmanship"
"c7c42607-87aa-5263-a653-079ffd0b521a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check","Reinforcing"
"89a99b70-7b7f-5edc-8cc6-f5de4c8ac52a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check","Cast In Items"
"ef274622-8969-5f5f-893c-6cbb17208787","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 61 - 99","Panel -81","Pre-Pour Check","Marker Position and No."
