"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"48b2cf9e-2b67-4519-9523-d50f38fedca6","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"61ac5ac0-930c-481c-a981-c71dc2e7d339","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block A"
"6a6be177-ebcd-472b-ba68-843b525a0b10","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01"
"f6f1f4a3-018e-4a8b-af86-af192e958526","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation"
"2d2d188a-3399-4044-b5d1-6068fa40db53","","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation"
"a3ca5ade-3d54-5d02-b80c-3fc1f2a3eecb","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation","Details:"
"af90607e-fa0d-5853-8b43-f5a127b5b79a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Installation complies with current drawings & specifications"
"bef02d94-22dd-51ad-816f-9b4809620ab9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"2ca74bd9-3d8f-5c0b-8724-38b940617fa2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check for any damage, leaks or missing components"
"40ddb3f8-9cd5-5a56-9ce4-773fd78ec081","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check level & alignment of all fixtures"
"69acdae7-58fc-59fd-b38b-66791ffdcd78","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check all fixtures, seats & covers are securely fastened"
"e4aac3e1-2756-596b-b495-53c7557fc870","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check all valves are fully open"
"cb1a589f-5cc8-509a-b176-bcedfe789363","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check all flexible connections are not twisted or kinked"
"3de129df-012c-5b00-b222-49180f158c92","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check for water for cross connections"
"0e9fb57b-d647-5aad-8b32-49b951a977f5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check fixture wastes & connections"
"c37159e4-b02e-5ff2-b1a9-fdb6d8aff209","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check pipework & all traps are clear of debris"
"296d8227-9bef-59f1-ba5f-ee945335d606","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check AAV is installed to correct height"
"d68ae796-6687-56ea-b208-8b79fd463f12","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check future connection water valves are securely capped"
"7d114fb5-2e6a-5426-b6ce-a0dfa204f2cb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check TV do not exceed 50°C"
"8b95867d-756d-5c16-8f95-c57e69481b25","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check TMV do not exceed 45°C"
"c7d7a8b4-35e7-5e1c-a2ec-3e8ba8e99f3e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check dishwasher function"
"fba8dceb-79ee-5800-a447-e57f0a6464c7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check gas valves & regulators"
"50258bec-777b-5081-99f1-38bfe6d603c2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check all gas burner functions"
"26dd48f6-2369-5486-b1d9-c8c891d4b23b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check balcony hose tap"
"75342222-241d-51ac-8074-d5cad4a1a655","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check balcony floor grate & downpipe"
"a53bc7c7-e458-52bb-bff5-e997c5f42bc4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Check all fixtures & tapware are operating as specified"
"ef2fa72e-f281-5d4d-88aa-b9087d29e674","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 41","Commissioning","Commission Fixture Group","Details:","Confirm area has been left clean"
"3a6500e0-db74-440e-b1ff-ba9d268a1fe5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Lot 42"
"6af41cf4-0872-47d9-8e33-277d7a8e4a5f","","pass","","folder","TRUE","FALSE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation"
"fab8f8b8-feae-44f3-b5da-d7d9c2e0c8cf","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation"
"10245bf6-3077-5966-be1b-8bb982af1295","","pass","","section","FALSE","FALSE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:"
"d5bbda37-1a5f-597e-b124-8ff69553fc09","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"18ac2c86-8a2b-58cd-b6d6-948dd91e0098","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Installation photos to be taken only within this Checkpoint)"
"2aa23cae-b128-5e8b-8e71-7f3a310280bc","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Installation complies with current drawings & specifications"
"0509dcf2-fd78-5872-855d-437e3f625205","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"77a2d926-639b-5640-9e15-abb65fd3749c","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check for damage & leaks"
"8d43122e-de93-581b-9233-511d90ba7d6e","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check materials & joining methods"
"a9b45ebd-3390-50d4-a899-f5d1ea9b9735","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check alignments & levels"
"9fb153a2-b777-5f65-9d03-725468f37536","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check pipe clips, hangers & fixings (correct size, spacing & separation)"
"e449a66a-ae60-59ca-925a-a0ef73599e04","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check expansion joints and anchor points"
"4f019a4e-f9df-590c-8a07-27076df80e2b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check in-wall fixture mounting brackets & concealed cisterns (if specified)"
"5bbfecf0-318c-5c7e-9469-40561cdd74d8","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check in-wall waste pipes & vents"
"4310ea0f-914d-5891-a976-75f67d218519","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check inspection openings"
"c0da7300-942f-589b-928e-c3e4440529ae","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check pipework & traps are clear of debris"
"4f7a60c6-7eb9-50a9-8a1f-c8fb24789cda","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check open ends are sealed"
"12f96ce2-b8c4-5e57-bd82-b1101d58595a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check acoustic insulation (if specified)"
"faebf729-00f2-58a5-89c9-8508bc6a55ec","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check pipe labelling"
"cf71202a-9acb-5a1b-9547-fd4d0b1c5861","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check floor/wall penetration fire proofing"
"80823418-4488-5160-9c89-190231bde878","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Waste & Vent Installation","Details:","Check vents are run to atmosphere and weather proofing is complete"
"a5a6ef7e-84e7-44d3-a08f-eb5ffc92cd3a","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"7d304861-d0e3-5f37-af8e-69aed4581b0b","","pass","","section","FALSE","FALSE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:"
"7142dc9e-c055-552a-bc0e-0e2136bc7737","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"19dc33b6-bd91-53a5-b05e-b87c90781df5","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Installation photos to be taken only within this Checkpoint)"
"2672ed18-ccab-5702-bf32-84bda3076315","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Installation complies with current drawings & specifications"
"7c3fc59c-5fbd-51ab-b9c6-01de9b5f4ec9","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"871bf987-e9e9-55ee-a58e-5c2d12a148c9","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check for damage & leaks"
"1dfa80c3-9437-55b5-9e24-3db12bc99417","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check pipework can not be holed by plaster screws"
"3e0559b5-8fd5-5163-b653-3b8a80e85eca","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check crimp fittings"
"f4ed8a52-2055-51bb-b1a4-6dbd2d688299","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check for cross connections"
"ec1826d6-0cd4-52e5-98d6-ff33c5d72144","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check alignment & levels"
"1221e6de-a9da-5628-851e-92a2c3341673","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check materials & joining methods"
"03e01c54-2a5a-5b95-bc11-1ff4d5174752","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check pipe clips, hangers & fixings (correct size, spacing & separation)"
"76d72125-44c0-5758-a8ef-1b66a6148b7a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check TMV/TV"
"a9de11bc-8ae1-5909-8026-745ba908d532","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check in-wall mixer bodies & lugged elbows"
"bfec9d86-32dc-55a7-9312-99f05dc58fc9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check in-wall fixture mounting brackets & concealed cisterns (if specified)"
"d5481b21-243b-50d3-866f-95b85e0f4ecb","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check noggins for future fixture"
"6c768829-2498-59c7-a403-5f11dba3a737","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check sharp edge pipe protection"
"8cd75a74-ce21-5c28-96c2-163500b6de63","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check heat trace (if specified)"
"156c4730-3e76-53bc-b22f-415f43655576","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check hot water pipe clips & thermal insulation (if specified)"
"9307c4cb-4565-5c91-9d26-854725a818be","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check pipe colour coding"
"a0a40147-438a-577f-823d-b0d4d754b92f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)","Details:","Check floor/wall penetration fire proofing"
"1c49a0c8-2285-4c29-a818-8cbe49f900ba","","pass","aaaccb222565c4ec4e2391f65c7e7ae5a86006de637ff4ac2752bedff5d53228","checklist","FALSE","FALSE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"c98d5a18-0b93-518b-adc8-3603c783d384","","pass","","section","FALSE","FALSE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:"
"5a3c067b-0956-59b9-a2c0-09da30c0e869","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"a9f5d0ef-1b82-5165-bf74-322ecd4e65cf","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)"
"10e2d9e0-cfe4-559d-b84d-303a4ec1f73f","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Installation complies with current drawings & specifications"
"3c94eee4-cc64-5051-a73e-0ec648f32d42","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"05389877-b887-5739-9a03-a1ffb2936cc5","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check for damage & leaks"
"29d64cb5-e375-59f7-b0cf-21b60434e7d3","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check pipework can not be holed by plaster screws"
"638ef9f5-2c72-57d9-9217-c463308218e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check crimp fittings"
"1cf28b9b-91fb-5baf-9d86-c625e5382fdc","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check for cross connections"
"a9ae6902-ad36-5b3a-8930-623f4b92c0c3","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check alignment & levels"
"5e60a28b-23ff-51e7-97c1-5aa54a03370b","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check materials & joining methods"
"594400e1-3a29-5fb2-88f9-bb6ed73f52b4","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check pipe clips, hangers & fixings (correct size, spacing & separation)"
"546b4caa-3413-5948-9098-8f30b9081c03","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check lugged elbows"
"6f0878d6-e170-502f-b30c-89d2e23ee771","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check noggings for future fixture"
"e4ca0356-3a5d-5cdd-8f7b-a4e4de0ea2f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check sharp edge pipe protection"
"04cca0c4-f05e-5401-bf83-0ef7935f1617","","pass","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check pipe colour coding"
"bdd874e5-8cb3-5f98-80ff-dc3288666a23","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)","Details:","Check floor/wall penetration fire proofing"
"60b869b6-4a74-4fec-94e6-a9aa25c41064","","not-started","","folder","TRUE","FALSE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation"
"37deac13-6429-485a-8058-0a7984e3ab34","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"bba652be-3e11-54dd-bcf2-18aed2f3f5c0","","not-started","","section","FALSE","FALSE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:"
"ae6a3a96-ca38-5421-8402-a41301a87a10","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"fbcada36-edb5-5c7c-9b4c-25cda4851d1d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"7b205fe1-0c00-5b10-b91b-2a8bde0aba51","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Installation complies with current drawings & specifications"
"34952d48-dfdc-51b9-8f12-184b31a3eb32","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"a6979aac-699e-5287-a7d7-2a1ad04d5686","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check for damage or leaks"
"0ad8ce14-f603-5618-96fc-73c875052cb6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check fixing points are secure"
"6ebff7de-7940-5735-b61e-b62313338b8f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check level & alignment"
"cd340b14-03cc-550c-96df-527dbe92d90a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check mini stops"
"cb3c27c9-593a-578a-add8-72cb9518209e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check flexible connections are not twisted or kinked"
"c6ac4193-fd0b-54a8-a3b3-0be1e5087a29","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check special DDA accessories (if applicable)"
"1afe9d21-13ff-52ab-8c8c-0f0e45e7b9a1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check all functions, controls & remote sensors for correct operation"
"c1bd6620-61de-59c9-badf-76d4e48abf18","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check trap is clear of debris"
"500e40d2-ee2d-5d8a-a09e-ed0b946d61a0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Toilet & Cistern Installation","Details:","Check caulking"
"41157243-35e6-4ff9-9021-c7ac3071990b","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"e36403cf-ee10-514f-94b9-c682ac2307ab","","not-started","","section","FALSE","FALSE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:"
"78ea7f79-053e-5419-bd7e-f0fbd8ce3579","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"6b2d2e0e-0d52-530f-85a1-b5ac97a1e570","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"c3f24a3d-d58a-5f9d-a8e6-014396c128b7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"508d4740-3833-517f-ad26-ce11e8070fb7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"62bbd908-2a77-5e8a-9c6b-b540ecdbf9e3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check for damage or leaks"
"a20383da-cac4-5bce-97ae-3e3d11bbe553","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check fixing points are secure"
"884bc388-89b6-53cc-b8de-4826e229f35f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check level & alignment"
"ac832f9f-0ded-5345-b9bd-2300a83ad3c6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check mini stops"
"d972b26c-217e-529e-8e30-f044878a1c65","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"7935c55a-74c2-57eb-9bb9-4da9c5ff7e77","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"9687c91a-f0bb-5e92-8e0e-88246ab96ae7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check waste & trap connections"
"fe1a7d95-e26e-542a-93dd-3b8b04c295ea","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check all functions, controls & remote sensors for correct operation"
"838a21dd-4cd9-50d4-b358-627e77925de7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check trap is clear of debris"
"2a894369-3f91-5101-aa2a-2a572dbdeae7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Wash Basin & Tapware Installation","Details:","Check caulking"
"c19d3bb5-5cea-401f-b265-0e16525bacae","","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Shower & Tapware Installation"
"ed990b9a-4039-50ca-b2cf-400c725b480f","","not-started","","section","FALSE","FALSE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:"
"024612bc-208c-52a3-84ce-65f6e6994c86","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"02a35949-a483-5cdd-824e-b6b48133f252","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block D","Lot 42","Fit-off Plumbing Installation","Shower & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
