"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Reference Drawing"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"656c9593-ddac-4b15-95a0-c93db8c3e949","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"5b3deb69-b141-412b-84f9-4568cecfa06d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.140)"
"bf17cb19-58e9-4d93-be4b-d8db9e25649f","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECEPT (LG.A.060)"
"89d65c35-652c-4081-9f08-22d42cc43078","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECEPT (LG.A.060)","Pre Sheet Sign off"
"98b524ee-ff23-4b3b-b33b-3112fb7df9be","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECEPT (LG.A.060)","Pre Grid Sign off"
"d1fadeea-5182-486f-bff5-763095f539a8","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECEPT (LG.A.060)","Pre Ceiling Sign off"
"09fe2d7b-71d9-4a38-bb4d-ba55caed5329","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.054)"
"c2f87721-1200-4818-a66f-e1d1afe60f80","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.054)","Pre Sheet Sign off"
"b7849ff1-c904-464d-b1bd-c84eed168c33","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.054)","Pre Grid Sign off"
"d6087d23-8440-46f9-96d8-6b7e31729cea","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.054)","Pre Ceiling Sign off"
"b8365a77-47d5-41b6-9979-13919dbe87d4","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BLIN (LG.A.051)"
"fe0b9610-0663-424f-9139-f37430b6b8af","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BLIN (LG.A.051)","Pre Sheet Sign off"
"b8c97941-3e20-465a-b9b0-e012eb178056","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BLIN (LG.A.051)","Pre Grid Sign off"
"9bb3dcd8-eb88-444d-8b49-537d0da8915c","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BLIN (LG.A.051)","Pre Ceiling Sign off"
"2e42976e-8f35-460b-9192-b4a5bea75cc6","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CLRM (LG.A.058)"
"431abaf9-552d-43b8-be87-d32096beed84","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CLRM (LG.A.058)","Pre Sheet Sign off"
"deb2b65a-1083-4f3d-9714-c898f3d84dcd","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CLRM (LG.A.058)","Pre Grid Sign off"
"fd2c44d1-93cb-42c9-916d-430b8676db58","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CLRM (LG.A.058)","Pre Ceiling Sign off"
"28df0753-389d-441c-9b25-cfe8770e7806","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.059)"
"10a41447-45e8-4c43-bc31-65ecf10fe0a8","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.059)","Pre Sheet Sign off"
"81607ffa-af01-46b6-a766-c65c314bcb6a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.059)","Pre Grid Sign off"
"666d9941-7b47-49de-b585-66009d6bcf80","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.059)","Pre Ceiling Sign off"
"a09cbb7b-5f3c-4519-ab30-f76fc0524d15","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","HWPPE (LG.A.050)"
"9228501f-f9ae-475f-98f7-c19cf1fa7f36","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","HWPPE (LG.A.050)","Pre Sheet Sign off"
"1e63f239-7f6d-445a-81b7-9cdd63cda795","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","HWPPE (LG.A.050)","Pre Grid Sign off"
"ea1616d1-fb9b-47ff-ab51-3f7401e112ff","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","HWPPE (LG.A.050)","Pre Ceiling Sign off"
"38bfadf5-d21d-42d1-968f-f8729be657ae","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","WS (LG.A.171)"
"5f8242c4-551c-4da5-a330-3c23724e8078","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","WS (LG.A.171)","Pre Sheet Sign off"
"5a82136b-baa5-49a2-a5fa-c8e6c1028645","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","WS (LG.A.171)","Pre Grid Sign off"
"118b2c3c-4eef-40f1-9b06-118abbb1ab95","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","WS (LG.A.171)","Pre Ceiling Sign off"
"e17de385-8ac2-4a05-8d63-98f14bd0466d","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","EXIT MORT (LG.A.049)"
"7b6fe7e0-e896-4834-9c71-4a2e6dcedc6e","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","EXIT MORT (LG.A.049)","Pre Sheet Sign off"
"4ab53915-8737-44fa-b8fb-57af1c41a6cf","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","EXIT MORT (LG.A.049)","Pre Grid Sign off"
"d4ac4fd4-45fa-4f4b-a9e6-fcdd9d8bc42b","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","EXIT MORT (LG.A.049)","Pre Ceiling Sign off"
"98d42917-8c9c-403b-857b-556e4f7d1c43","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BMEQ (LG.A.052)"
"2721bbb6-4ff3-44c2-93c9-0de9dbfa4ae6","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BMEQ (LG.A.052)","Pre Sheet Sign off"
"4941e7a4-e26f-42a7-80d0-e7ec693dc7a4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BMEQ (LG.A.052)","Pre Grid Sign off"
"0100a1ae-a779-4a74-bcb3-ef92add54fad","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BMEQ (LG.A.052)","Pre Ceiling Sign off"
"4161f21d-4d3c-43ab-9a6c-696944cf6a4f","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MORT TROLLEY (LG.A.048)"
"de530a50-f8aa-4397-88d0-3df3cf76a0e1","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MORT TROLLEY (LG.A.048)","Pre Sheet Sign off"
"8e9f8142-1e4e-4406-89ca-ec8fcaccc066","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MORT TROLLEY (LG.A.048)","Pre Grid Sign off"
"ddb63b6e-842f-41ef-b8ef-e988d4805156","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MORT TROLLEY (LG.A.048)","Pre Ceiling Sign off"
"5b8eb50c-48b5-480d-9a17-b18263a4e25e","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.015)"
"5839fe81-1922-4edb-84c4-2ad5c2541d72","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.015)","Pre Sheet Sign off"
"224d871b-e89f-450f-bc82-4d78be13c5e4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.015)","Pre Grid Sign off"
"e4296bc7-315b-493f-a7f6-81464fc74131","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.015)","Pre Ceiling Sign off"
"58dd1edd-ac67-4b47-9d6e-82445e527d59","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET EDU (LG.A.038)"
"0cd41ddd-5253-4e2e-a1d5-2f44ffcedcdb","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET EDU (LG.A.038)","Pre Sheet Sign off"
"56734884-2256-4165-a92b-05bc98940d78","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET EDU (LG.A.038)","Pre Grid Sign off"
"16e5e67c-a7ee-4faa-a78e-719b39bb1c44","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET EDU (LG.A.038)","Pre Ceiling Sign off"
"8e88199e-a08e-4903-8f9b-2b6f41a2bc5e","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.036)"
"eb6179d9-3024-474f-9d1d-5bd55eb4f4cf","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.036)","Pre Sheet Sign off"
"1b8961f9-c679-473f-8989-3bbe408ffc4b","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.036)","Pre Grid Sign off"
"7c499153-27b1-44e4-a3ea-ea5ceced06d0","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.036)","Pre Ceiling Sign off"
"af4517db-3e9b-4d86-a28e-d98bc7f4de91","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.035)"
"506d48fc-ea11-4b0a-9c4a-763d283a4db5","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.035)","Pre Sheet Sign off"
"006c8661-0edc-4b29-8470-fb8283756c81","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.035)","Pre Grid Sign off"
"4bc9cf85-02c2-40b5-bfbc-a7efa1560614","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","INT (LG.A.035)","Pre Ceiling Sign off"
"deffccd7-c40e-402a-878a-22aff08800cc","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.029)"
"ed0052f4-70bc-4abe-b3a5-6df66903dec7","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.029)","Pre Sheet Sign off"
"881f79bd-f79c-49e3-9670-007ddcbd8564","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.029)","Pre Grid Sign off"
"b72ea6b3-3c65-4abe-8b8c-70be8d11107d","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.029)","Pre Ceiling Sign off"
"eaa6d280-0088-4a9b-9bd5-e39ccd6533d6","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.033)"
"16a98ee1-f97c-45c8-b31e-d99cc69b51d6","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.033)","Pre Sheet Sign off"
"ba7e870b-bf1b-4edc-98d8-1257e11e073a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.033)","Pre Grid Sign off"
"41ebf47d-b1d0-45ef-a2d6-124c096acfc6","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.033)","Pre Ceiling Sign off"
"4714717d-5fc1-4e20-a662-7e234986716e","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.030)"
"bf142771-bda9-4086-8a15-388a22572fd5","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.030)","Pre Sheet Sign off"
"c96bab2d-b0f1-4a40-a55d-1dc56254c5ef","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.030)","Pre Grid Sign off"
"2a6a6049-eae1-4dce-915e-58ed9a051472","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFF 1P (LG.A.030)","Pre Ceiling Sign off"
"0b1f9775-56eb-4120-996b-5d18f54c69eb","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.178)"
"c9b32190-2840-469c-95d6-3f3ef98530f2","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.178)","Pre Sheet Sign off"
"7251586b-6c2b-4e8d-9037-1df6ec46ae07","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.178)","Pre Grid Sign off"
"1a225e47-7716-4441-a4dd-5b0554708170","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.178)","Pre Ceiling Sign off"
"66a79ade-53e6-4070-835a-cf653dcc7324","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.179)"
"80aba9de-1daf-491b-8764-283ed420a926","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.179)","Pre Sheet Sign off"
"604cc128-1ed8-403f-9ac7-c4d072f0cd9f","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.179)","Pre Grid Sign off"
"e6473f2a-ecea-48a8-af05-8ce2b8659727","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","OFFICE (LG.B.179)","Pre Ceiling Sign off"
"55cb7cb9-ee45-4ca0-a729-9d02d63eb628","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.044)"
"1147c48f-d85b-48d9-8342-121d5c89714f","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.044)","Pre Sheet Sign off"
"95540d53-2d3a-4262-989e-ee965ac7bd90","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.044)","Pre Grid Sign off"
"cc67a9cb-0a8f-449a-bf62-5d9153129a11","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.044)","Pre Ceiling Sign off"
"8b1d41ee-8559-4c70-8770-3f39bf8d21e8","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.043)"
"218b5b14-246d-40ff-94a0-c94bf09e3c90","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.043)","Pre Sheet Sign off"
"512d0ea3-a7f4-4170-b6f1-18f0be51679d","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.043)","Pre Grid Sign off"
"1a8e8835-2771-4507-8d1e-d40e130ab4bb","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","BR OUT (LG.A.043)","Pre Ceiling Sign off"
"f9e2c98c-8278-4896-87b5-67f31af47585","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PCOPY (LG.A.041)"
"e0fd650b-8644-407e-9241-f5b1c54a1ebb","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PCOPY (LG.A.041)","Pre Sheet Sign off"
"7ff81dd5-d125-437c-b8cc-19f6a2f42ca4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PCOPY (LG.A.041)","Pre Grid Sign off"
"88c55207-2521-48c5-b572-3fe08373fcfc","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PCOPY (LG.A.041)","Pre Ceiling Sign off"
"1ed45af3-d484-4586-ba69-b69af8d4b238","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET M (LG.A.037)"
"369e60c7-453e-4c8f-8b4e-2cbd9a85127a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET M (LG.A.037)","Pre Sheet Sign off"
"62b77d4b-ce54-47b9-acdd-cdf3ad327da9","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET M (LG.A.037)","Pre Grid Sign off"
"7b4ca018-02b0-4649-9912-3149f605eb05","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","MEET M (LG.A.037)","Pre Ceiling Sign off"
"a0ddb402-7433-428a-a7cb-46e9763b451a","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.045)"
"54c2f1fe-68e7-47da-80fc-90bcf79fd95a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.045)","Pre Sheet Sign off"
"e31d3e5a-7417-4a91-a020-0b6384c6f45d","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.045)","Pre Grid Sign off"
"ef9f5c5d-f16b-4924-ba4b-ea088f04464c","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","CIRC (LG.A.045)","Pre Ceiling Sign off"
"ad002ba1-2979-4a99-8b5c-f8409e0453e5","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.039)"
"32c3ee62-31c4-4dd1-8549-e69a9e3fac52","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.039)","Pre Sheet Sign off"
"9a137d8e-90a3-48ad-9c21-2ea8de1060b1","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.039)","Pre Grid Sign off"
"b5e6a353-ea2b-4125-b414-09bc05718963","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.039)","Pre Ceiling Sign off"
"a10aa81c-a502-4113-b3e3-68773cc492e6","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.040)"
"7228cc94-1fdd-4665-9486-ed5d807dd348","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.040)","Pre Sheet Sign off"
"2fa5af5a-2afc-4914-8c1d-f419390de040","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.040)","Pre Grid Sign off"
"0bd5f501-8b60-4e1b-9404-d265c81895e7","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","RECP (LG.A.040)","Pre Ceiling Sign off"
"9fbaff04-ae32-4cc9-baf4-f4393987adc3","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PROP (LG.A.017)"
"7c059ce9-244e-45bd-9e12-6a3cec6d0712","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PROP (LG.A.017)","Pre Sheet Sign off"
"a5c8ccff-0efa-476b-86d3-90255aade519","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PROP (LG.A.017)","Pre Grid Sign off"
"58540e06-123a-4285-bd78-c96a80cea1c7","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","ST PROP (LG.A.017)","Pre Ceiling Sign off"
"43ef37e8-1236-4135-b957-fb080961c238","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","TRAVEL (LG.A.046)"
"76d66c4a-2b48-4135-ab70-ad456a075af9","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","TRAVEL (LG.A.046)","Pre Sheet Sign off"
"fd8586d4-be11-4cac-b543-ea77b142efe1","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","TRAVEL (LG.A.046)","Pre Grid Sign off"
"f8541f62-441c-49a6-aa29-8d5ceb7c90ca","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","TRAVEL (LG.A.046)","Pre Ceiling Sign off"
"2519a41c-ee0d-42fb-8c4f-dfe2144119be","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)"
"20160ea2-777d-4daa-9886-d78d24ae513d","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)","Pre Sheet Sign off"
"4d94d1a6-ed7d-46bf-b14f-8f21b1b2c9b3","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)","Pre Grid Sign off"
"54ab0522-dc22-4a06-99f0-6a1741ca55e0","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)","Pre Ceiling Sign off"
"f0e86d07-5f08-4796-b6e1-2c39f0e0b36d","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","STAFF RM (LG.A.016)"
"06d4107e-ad98-458e-98a4-ac20aa4d9639","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","STAFF RM (LG.A.016)","Pre Sheet Sign off"
"309d15d8-06bc-457c-b9ba-ad254c68495a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","STAFF RM (LG.A.016)","Pre Grid Sign off"
"1a14c54a-09ee-4531-98c4-f2f772e87980","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","STAFF RM (LG.A.016)","Pre Ceiling Sign off"
"39aaa620-1198-4e3b-8456-5f8f9f105116","","folder-normal","","","step","TRUE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","WORKSTATION (10P) (LG.A.018)"
"20426af8-5bd0-4e7b-be3f-38ddfc11db6a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone B (Building A)","Lower Ground","Area B.1","WORKSTATION (10P) (LG.A.018)","Pre Sheet Sign off"
