"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8599c4b3-c860-4b72-888e-37488d0ab913","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"591fe72c-4725-5800-abe1-7d66cc1f8501","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"9d2d6742-1f40-4aee-b8b7-28a045f59fa2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"91d920b2-45e6-4b6e-aa74-393baf02e3cf","","checklist-sectioned","work-in-progress","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","weld plate details"
"9f4c1c4c-9558-5cfa-9c59-48fe66f34ab8","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details"
"e4dfa416-0fad-5a10-abd4-14c15a247bbd","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Edge Detail"
"66441a8f-5eab-51f4-90fe-b1fe81ad56c9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Bar Projections"
"70851c5c-2104-593f-84f9-97da8a4afd12","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Cast in items"
"6fecd6c2-cd67-4084-9963-c5db6d0f3255","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"90c75b9c-8e22-4dd5-bd65-148a5704c77f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"c6803a99-7956-5c76-9783-7c02a36e7eca","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"e6a68877-87f4-5f86-82b9-2eade8d12439","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Concrete Works","Wilco Sample Taken"
"c814ae12-800c-5005-b4b0-e6c4efeff92c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Concrete Works","Bridgeman Sample Taken"
"2b869cde-efa0-506d-ac35-24cab1e8e012","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Concrete Works","Supervisor Approval"
"885e897d-e750-5faa-bf8f-4114aae66950","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Post Pour Check"
"3af1f385-a461-57ab-92a8-e80ef786f2ec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Post Pour Check","Edge Detail"
"d10c5b7e-8fec-522a-adfe-1296a41ab7b4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Post Pour Check","Bar Projections"
"2895a42f-f1e7-5f26-b1b3-c94a75848320","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Post Pour Check","Cast in items"
"7f2554cb-6713-52cb-b642-a18f91c2ce5c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Stripping and Stacking"
"2849b25c-9323-566f-9341-11b1c4a6daba","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -86","Stripping and Stacking","Stripping & Stacking"
"d0ccbe39-2934-4857-8c31-06bb72ee6c9e","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -87"
"e62276a8-39f1-52ce-8c59-14680f033881","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check"
"5d3f3816-0eab-50d4-81c8-4b04ed517460","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Dimensions"
"981a5663-680e-542e-88cf-d61b616a3368","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Mould Clean"
"08a759b6-2382-514f-99b1-f9b11b0fe26b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Mould Oiled"
"db8c6780-0d3e-54ce-93c7-9000d2cb99e3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Mould - Workmanship"
"67d4dee0-85f6-5090-955b-09d0dd545015","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Reinforcing"
"257eb436-458a-5112-bbd7-de36a690e59d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Cast In Items"
"0a5befe0-84a2-5799-a76c-c3f42a44b302","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Marker Position and No."
"6b24e570-c801-5ad3-a8bd-1c4ffd334bd4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Pre-Pour Check","Make mould to Green Status"
"770ce352-85e5-5f3e-9502-9b9896d61aaa","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Concrete Works"
"dea6547e-7b2a-5230-b131-cbe2254ce0bb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Concrete Works","Concrete Works Details"
"5444c555-501e-5bb0-82bb-6be9e5578cce","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Concrete Works","Wilco Sample Taken"
"d522479e-f426-54c0-ba79-8450891e557a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Concrete Works","Bridgeman Sample Taken"
"b3b2a751-1d4b-5d9e-b437-e860e1a44eac","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Concrete Works","Supervisor Approval"
"b3c04d1c-1383-5a2f-b0a8-5b6785f72907","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Post Pour Check"
"4fd64422-eb49-504d-a9c7-23a3e073d0d1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Post Pour Check","Edge Detail"
"67d39a8c-dd6a-5b70-a30b-b44cc660b93b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Post Pour Check","Bar Projections"
"b80d4429-c2aa-5ff0-93a9-c5c442538492","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Post Pour Check","Cast in items"
"4d41d370-1b9e-50f6-bac8-295d977c7447","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Stripping and Stacking"
"3d5cec85-6889-544d-9584-eecf938b20e7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -87","Stripping and Stacking","Stripping & Stacking"
"0e8f05d2-a0ba-4dc6-93ec-212c1f824d2b","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -88"
"f1fd62ac-6a3e-5cf2-8e16-41253cdabd30","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check"
"dce99555-fc1d-553c-ac60-8131d4bf06e7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Dimensions"
"65b712e5-8461-53c2-ad04-6abbfa2b8077","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Mould Clean"
"ce50c481-f457-5f16-8997-ed7c18656ea5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Mould Oiled"
"0ae6a779-332a-50fd-b480-c76880e04a3b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Mould - Workmanship"
"3332f801-1f35-51b7-b74e-40b564df0a69","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Reinforcing"
"0ab81b8b-3b08-5c78-92cc-cd2e7c1d453c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Cast In Items"
"c56d2126-a1f9-52a5-8f14-2433ccf8adc2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Marker Position and No."
"5f8613c5-77c6-5dd2-be5b-c6df8ebffd96","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Pre-Pour Check","Make mould to Green Status"
"bf23106e-e1bb-5b43-96d4-b2c68275876f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Concrete Works"
"3e628250-cd29-57c5-85c6-4ec70b095f49","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Concrete Works","Concrete Works Details"
"e890a01b-6895-554a-93dc-0f82416fb3e8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Concrete Works","Wilco Sample Taken"
"312d47fe-8eb5-51e6-be10-d279429ff4a1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Concrete Works","Bridgeman Sample Taken"
"d4e761b3-c73e-5e72-b9bd-69cd1de22cf4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Concrete Works","Supervisor Approval"
"c558a034-a76a-5daa-8a0d-b56460e4612f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Post Pour Check"
"69d7f81d-e88e-51ce-b593-6374e26f23c3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Post Pour Check","Edge Detail"
"265f397c-a0d4-5b85-937f-f27c8027c55c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Post Pour Check","Bar Projections"
"bd135aa5-4658-5db4-9d51-f409bd6414f9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Post Pour Check","Cast in items"
"e14acbe1-344a-5088-9dd8-ec0c20275e50","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Stripping and Stacking"
"09edc99b-fea4-50b8-af2f-e79cec0f0b81","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -88","Stripping and Stacking","Stripping & Stacking"
"7fe11806-2b16-491b-b87f-e99b70fb6a3e","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -89"
"0bf41492-3236-53c8-9494-1525bf3300be","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check"
"a5467785-5706-57e0-8c19-cb240d6442c4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Dimensions"
"6d995266-5a62-5ed9-b555-21028128ca4f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Mould Clean"
"341b495e-b3ea-5220-b044-5627320b0533","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Mould Oiled"
"dacb6efb-9635-549e-96c4-ef2cc6aece2b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Mould - Workmanship"
"8ba9965f-17ef-5522-a0db-c405f8242442","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Reinforcing"
"a27dfc4a-0cd3-582e-bd12-d1fc3069ec35","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Cast In Items"
"c45be43b-cc0d-56b6-9591-95b37a549c84","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Marker Position and No."
"0baaaf73-5689-5832-996c-37dd5ff2308f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Pre-Pour Check","Make mould to Green Status"
"9c024295-b5be-5d99-a2bc-9e4ba5b51b61","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Concrete Works"
"51ddc8b0-d1ff-555e-8dd2-f6d7e831131d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Concrete Works","Concrete Works Details"
"5d5de02e-bf3d-5c72-8730-07272ac7c36c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Concrete Works","Wilco Sample Taken"
"ff4b9147-1960-530d-943d-b272a9fd679d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Concrete Works","Bridgeman Sample Taken"
"2cd768d4-77ce-585c-aad8-f3fa9553a113","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Concrete Works","Supervisor Approval"
"ae5f0327-1a16-502c-ac0e-370b0d46af2d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Post Pour Check"
"ca272f48-9ee5-5f08-9469-f6614fd81c25","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Post Pour Check","Edge Detail"
"1237ce7c-a6a1-5a01-aa9b-3ca0c9bb4b28","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Post Pour Check","Bar Projections"
"2d656dce-b329-5ba6-8dce-dd00eb1fff9e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Post Pour Check","Cast in items"
"c1dffe0a-73c7-5fcc-a73e-93e909045aca","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Stripping and Stacking"
"9fe97d2b-d341-5a45-a96b-6a848676d2ac","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -89","Stripping and Stacking","Stripping & Stacking"
"e152ed5b-854c-40b3-a081-be5a0e2d7ac4","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -90"
"dfbd4538-ae86-517c-897c-3bd4a0320cd5","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check"
"730ea593-1369-5eb2-a72e-5e18c3e51b26","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Dimensions"
"269f68f4-bcf4-5612-8d4a-97f995f966c0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Mould Clean"
"fe194b4f-e22e-5d4f-9522-3f3e82516c23","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Mould Oiled"
"082634b0-bd45-5069-be2f-e06450e20230","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Mould - Workmanship"
"1a62ed3b-214d-5a55-951f-d5e5e4bb8007","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Reinforcing"
"48f758e7-4267-5bcc-aa01-2892b128dc40","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Cast In Items"
"e69c6179-ca98-5ed1-82d7-8752569c8d9f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Marker Position and No."
"84ba27f4-ff24-51c5-8482-a7df50e68a23","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Pre-Pour Check","Make mould to Green Status"
"dff023e8-d472-58d8-851c-d5a6f5255fdd","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Concrete Works"
"ed340920-3acb-5e16-bbdf-e4af03937455","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Concrete Works","Concrete Works Details"
"06ce88b0-0778-5beb-b66c-c86f220e3a2c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Concrete Works","Wilco Sample Taken"
"b3499168-53c8-5110-86b7-d23141cf98cc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Concrete Works","Bridgeman Sample Taken"
"e87927b5-72c2-55ad-80d0-d726fbf8e513","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Concrete Works","Supervisor Approval"
"19ec9081-2f0d-573a-936d-37331aafa9d1","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Post Pour Check"
"dd3d5ee6-fce7-5347-9787-5be566e30e9d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Post Pour Check","Edge Detail"
"1a8ac6b4-67ef-5016-b348-d5f46bb28c19","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Post Pour Check","Bar Projections"
"6269b5ee-24ee-5165-acbc-4aa2f054f7e7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Post Pour Check","Cast in items"
"d1d0c8ee-9e4f-5b5b-8faf-a9ef89c20aa7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Stripping and Stacking"
"e733cd79-8808-51a4-82f1-32764d3ad3ec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -90","Stripping and Stacking","Stripping & Stacking"
"24d0b69d-fde1-48ac-824f-b6c80b724fce","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -91"
"084466f1-52aa-596b-a2fa-41efc65ac3fa","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check"
"feac4f3a-f30a-59da-9b54-63fd3cfb7514","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Dimensions"
"c2bd97b4-c3c5-519a-8ad1-1dfc4dc8d914","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Mould Clean"
"1dc50341-3aa1-5c25-b820-54cfd9a4d363","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Mould Oiled"
"29eb7e92-c128-593d-9c36-f04cd3b33082","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Mould - Workmanship"
"1ab2cd2c-4457-56ea-9475-0d7896acb637","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Reinforcing"
"df1d90c0-b3bf-5db9-887c-5514bf3e041a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Cast In Items"
"91562fed-26b1-50aa-9efe-3f65adb9659e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Marker Position and No."
"423e1fa0-140d-5fd3-b666-fdcade16ec50","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Pre-Pour Check","Make mould to Green Status"
"ff34716d-c535-5ebb-963c-af2fed21ffc4","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Concrete Works"
"d33391fc-b3f4-5fe6-9e2d-44b6be796b8a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Concrete Works","Concrete Works Details"
"ddc58146-9c73-54c5-8b55-b30ce62bec38","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Concrete Works","Wilco Sample Taken"
"0896c248-d950-51a1-be4b-52a127515148","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Concrete Works","Bridgeman Sample Taken"
"b1b56138-bbd9-5b7d-876f-a38c276f0286","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Concrete Works","Supervisor Approval"
"98d0c80c-7edc-50e8-b717-2635651b1bae","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Post Pour Check"
"46976736-97e9-5e27-a67f-f9c7b8d9cfe1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Post Pour Check","Edge Detail"
"531a1d89-426a-5c6b-88ce-d65903dc8728","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Post Pour Check","Bar Projections"
"786987b9-6960-568e-bf03-d4aa613832d7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Post Pour Check","Cast in items"
"f3e8b163-8625-5048-9064-0fc5b6b61b3d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Stripping and Stacking"
"d580e472-f1ae-5974-9d5d-1e36eb964fae","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -91","Stripping and Stacking","Stripping & Stacking"
"2d785897-dacf-48f7-913c-d1ef272e1e9f","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -92"
"5d87a179-d867-5cc0-8258-3e3b6dde4c3d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check"
"29f65eac-2d1f-58b2-a097-17ce5945fb05","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Dimensions"
"a3f582cd-9901-50c6-b1c1-1cb2253f8ee9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Mould Clean"
"343dc34c-a28b-56b5-ad1c-0de53a7e2a48","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Mould Oiled"
"5df5ceeb-7d33-5c83-ac14-de66df63a0ec","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Mould - Workmanship"
"cdf14c27-580a-5a3a-8acf-d73f01ae86f9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Reinforcing"
"82ac04a1-a913-5542-ab9a-bbb78a6cf298","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Cast In Items"
"be9a2a09-4f55-50b3-91b0-98750f1b46bc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Marker Position and No."
"6b8165c1-e422-5b98-bad8-eee1bee1fe81","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Pre-Pour Check","Make mould to Green Status"
"6a64c696-db1b-5d95-97a1-edbf297199ee","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Concrete Works"
"4c0814c7-9e46-5924-8e1f-e90bc47b334d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Concrete Works","Concrete Works Details"
"65c31c71-59be-51a3-aeef-6c807fb82974","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Concrete Works","Wilco Sample Taken"
"f5f36adf-18d3-5812-9b98-8a8fd7991bf5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Concrete Works","Bridgeman Sample Taken"
"7733b307-b294-5aba-b792-20940edda134","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Concrete Works","Supervisor Approval"
"a21df943-9fbd-5f7b-a6a2-1b07a7f7d23f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Post Pour Check"
"cb61effe-8798-5c7b-9bbf-e3a9477aba5f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Post Pour Check","Edge Detail"
"99e67351-fe35-5b01-bb8e-6302d575e6ae","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Post Pour Check","Bar Projections"
"2d056610-b761-592c-bac9-1ffa83552624","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Post Pour Check","Cast in items"
"e6dc094a-c3d1-5994-aee9-ff20186990b4","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -92","Stripping and Stacking"
