"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9cb8348d-88b4-4a60-bbb7-7b1b47838c5a","","checklist-flat","not-started","Pre-commencement Checklist","checklist-flat","FALSE","FALSE","Pre-Commencement Checks"
"334f52e1-c2ff-4f14-bb96-e4876073a65c","","checkpoint-status","not-started","Pre-commencement Checklist:05e8bc87-74fa-4dfc-9b7d-c9df2ee18ff0","","FALSE","FALSE","Pre-Commencement Checks","Quality Management Plan Completed, Agreed and Attached"
"bbc3c402-be2a-49f6-9f51-6282fa6cbdfb","","checkpoint-status","not-started","Pre-commencement Checklist:63846bd2-69d0-44b2-958d-0fb4f269ef3f","","FALSE","FALSE","Pre-Commencement Checks","Inspection & Test Plan Completed, Agreed & Attached"
"458e0881-6b94-4f16-a021-fec553de4abc","","checkpoint-status","not-started","Pre-commencement Checklist:a9d7356a-66ff-4124-9ec1-15908b033a95","","FALSE","FALSE","Pre-Commencement Checks","Relevant Breakdown & Checklist Setup on Conqa & Reviewed by Main Contractor"
"2628597e-306f-4f5e-ac53-18d347c5834e","","checkpoint-status","not-started","Pre-commencement Checklist:e9b74007-9810-4850-9176-707ce3919fd5","","FALSE","FALSE","Pre-Commencement Checks","Conqa Setup & Project Team Trained & Given Access"
"be7efbc2-8e57-441b-9e36-c79b7c4e410a","","checkpoint-status","not-started","Pre-commencement Checklist:22e00068-f669-4869-929d-5667472ca392","","FALSE","FALSE","Pre-Commencement Checks","Review Access Granted to Main Contractor & Relevant Parties"
"12f15359-df46-4a4a-9bfd-18bd38866fa3","","checkpoint-status","not-started","Pre-commencement Checklist:ee60efdf-eec7-42cb-bae3-0fb162188e9e","","FALSE","FALSE","Pre-Commencement Checks","Matrix/Insight Setup (if required)"
"0d48d478-545e-46ca-be22-a8d4b5134e3e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Building B01"
"99677cbe-9e1a-4c39-af9c-dd9933140435","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout"
"9bfc41ca-bba3-41c2-9967-be608acb5ece","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level"
"2916f4b7-b1a4-49db-9758-2fa97b876d1e","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2"
"d87d4f2d-299c-4432-85c3-e511fee972a8","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2","Apartments"
"2ed8b2b7-f6d6-459f-8ea5-9acf59e1883b","","checklist-flat","pass","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","QA - Building B01","Fitout","Ground Level","Area 2","Apartments","G064"
"f0cb2c7e-9615-5585-a7e3-72c7fa0a6edb","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","341","Bathroom","Self leveling coverage completed and acceptable"
"84569e45-63a0-569b-a329-355977a9746b","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","341","Bathroom","Underfloor heating completed - specified level of finish achieved"
"fc0aa243-c1d7-48dc-8198-f4b3aab4ebf5","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 3","341","Ensuite"
"f08d7c45-7232-524d-83b5-413b59d02247","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","341","Ensuite","Wiring on the floor completed correctly"
"cda992fb-18bd-582a-a714-5498d7e75255","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","341","Ensuite","Self leveling coverage completed and acceptable"
"9fe92ef7-b8ef-5da7-95e4-7ed15246037b","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","341","Ensuite","Underfloor heating completed - specified level of finish achieved"
"36c08da7-3d92-4846-8723-7e6cba8f12ea","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 3","342"
"b9449731-5c07-5012-babe-b47e3f9fe5c6","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","342","Wiring on the floor completed correctly"
"b68db84c-da40-5c3f-b2b6-dfc96f649713","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","342","Self leveling coverage completed and acceptable"
"bffea515-78ee-5955-823b-3d41a38a6911","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","342","Underfloor heating completed - specified level of finish achieved"
"77b50f06-e4dd-43bd-9ed0-1d5b9eeba9f1","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 3","343"
"9dc3ef18-0458-5a93-8df8-63e31824c700","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","343","Wiring on the floor completed correctly"
"700f9022-8f46-5991-9314-146e0d5ea240","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","343","Self leveling coverage completed and acceptable"
"8dca4d4d-43f1-5f75-aeac-eb88d5bec33d","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","343","Underfloor heating completed - specified level of finish achieved"
"3095becf-19eb-4310-a635-86bcbfdd146c","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 3","344"
"ea96d5a9-3300-5db8-b6e2-afd3ff4772af","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","344","Wiring on the floor completed correctly"
"7cf58538-f615-5b3c-a5d6-b8488daf96ba","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","344","Self leveling coverage completed and acceptable"
"a48fc1e1-10b4-5638-aef8-7298e51bf11a","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","344","Underfloor heating completed - specified level of finish achieved"
"412195b3-32cf-4419-b986-284847e8e6fb","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 3","345"
"db537ea0-d09c-5352-99b0-4e11887bc4de","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","345","Wiring on the floor completed correctly"
"f9c5efb5-3925-52ed-aa92-1dbed9060d56","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","345","Self leveling coverage completed and acceptable"
"638c8429-7a32-507a-bd62-571a79e8f50a","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","345","Underfloor heating completed - specified level of finish achieved"
"9aed247e-32eb-459c-888d-10c8ad6e5a41","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 3","346"
"a34c0eda-41fd-596c-b2fb-f2a4bb4095fd","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","346","Wiring on the floor completed correctly"
"87b0d05f-0b5e-5fe2-84a3-6c6d34598061","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","346","Self leveling coverage completed and acceptable"
"0f503888-c381-50d0-b10f-9b19f758bcdd","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","346","Underfloor heating completed - specified level of finish achieved"
"1a61c9a5-1a06-47dd-ae48-8e5ee452fd07","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 3","347"
"f32abfee-e8dc-5a85-8e08-3307c722d4f8","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","347","Wiring on the floor completed correctly"
"28702d6c-a60c-589f-89f4-49d6dc720d23","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","347","Self leveling coverage completed and acceptable"
"cdf9483c-2b2b-5f99-8341-950d08248f2c","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 3","347","Underfloor heating completed - specified level of finish achieved"
"a98cecfd-5751-462c-b628-fbc78e4a33f1","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1"
"3c5dea96-a3d9-42a0-b1ff-ef4f27d10e20","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","340"
"6de7d48c-5af0-4a46-aad2-bd89f1d0c329","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Bathroom"
"b68e1796-00cc-5f13-aa01-84bb25694e8b","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Bathroom","Wiring on the floor completed correctly"
"97337cfe-587a-59f3-b7a0-a1dc1447f531","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Bathroom","Self leveling coverage completed and acceptable"
"80d3ae59-0511-5844-821f-2b8e43f9fdb7","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Bathroom","Underfloor heating completed - specified level of finish achieved"
"ecef0991-53e7-419e-96d9-64ce0113ae46","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Ensuite"
"05dbf77a-77dd-532f-b67b-c513df0700fe","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Ensuite","Wiring on the floor completed correctly"
"3300e610-920f-5274-92e5-6270af5033c8","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Ensuite","Self leveling coverage completed and acceptable"
"7be3d0a7-2e66-543e-886e-34e61999e9cb","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","340","Ensuite","Underfloor heating completed - specified level of finish achieved"
"7b5be649-5f40-4cb9-8658-d366602fc1b6","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","341"
"65f36e09-5d1e-4e83-8e92-0d1dbadca6d3","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Bathroom"
"c6b10d9f-f330-57a5-bb71-1d09194b5d8f","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Bathroom","Wiring on the floor completed correctly"
"081fd6f1-5984-57b3-a5cc-e14d7db98b6c","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Bathroom","Self leveling coverage completed and acceptable"
"06102860-6257-5652-8360-8fc2402f2618","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Bathroom","Underfloor heating completed - specified level of finish achieved"
"bdaf1508-6259-4db7-a37a-7adb563ca8ff","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Ensuite"
"29fec8ac-f1ef-54bd-bc8c-314b4dd3fbe2","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Ensuite","Wiring on the floor completed correctly"
"63d36a47-a236-5981-8d66-53523d13ac8d","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Ensuite","Self leveling coverage completed and acceptable"
"701b6501-f707-51b3-b534-2af4ee091e83","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","341","Ensuite","Underfloor heating completed - specified level of finish achieved"
"4c255c1c-f4d0-439e-bdb7-4f0eeb27bd66","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","342"
"e300c370-e640-5dfd-a30e-d80e9bda588e","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","342","Wiring on the floor completed correctly"
"e818f224-e1ae-5f06-88da-f55c600b748c","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","342","Self leveling coverage completed and acceptable"
"a3720b2a-23fd-5acb-8249-2499b517cfba","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","342","Underfloor heating completed - specified level of finish achieved"
"052d2071-d19c-4f78-b857-47823fc17cf4","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","343"
"431f5f85-a63b-5958-8aa6-3c2609b6acf3","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","343","Wiring on the floor completed correctly"
"57fbc118-9fc2-558f-82e3-21255027fd59","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","343","Self leveling coverage completed and acceptable"
"c1ee1d8f-7b4d-5cd8-af26-59082a9a72ba","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","343","Underfloor heating completed - specified level of finish achieved"
"a804703a-9e3f-4432-a65d-336d026df353","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","344"
"43f93568-ef17-58d5-b043-71f57e08d8b1","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","344","Wiring on the floor completed correctly"
"520e30cf-05ca-5599-87d8-9c8a02e49501","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","344","Self leveling coverage completed and acceptable"
"a8f286b9-589e-53d8-ab19-cc93679eb838","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","344","Underfloor heating completed - specified level of finish achieved"
"9e5eebb0-3e18-4799-bd3f-43eb5b975511","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","345"
"ff9ed76f-7c1a-5896-839a-5a4c5cf09bb2","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","345","Wiring on the floor completed correctly"
"d5fdb4f8-35bc-53a7-a715-8353fae2a328","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","345","Self leveling coverage completed and acceptable"
"141ef292-6ae3-5303-9da0-c915b0d86b58","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","345","Underfloor heating completed - specified level of finish achieved"
"aaab27a2-424c-479d-8562-cf4fae221857","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","346"
"faafc866-75e1-5a57-8ef8-dfce459629ed","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","346","Wiring on the floor completed correctly"
"dcc8d5a2-bee8-53b5-a44b-6f4707e98258","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","346","Self leveling coverage completed and acceptable"
"ed517139-6038-57ca-9fe3-1306ac34c8eb","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","346","Underfloor heating completed - specified level of finish achieved"
"8a2d1f72-a8cb-4f0c-b89d-57f016ddc6dd","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 1","347"
"41b3fd4d-466f-5e4a-80ce-8fe495012f3b","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","347","Wiring on the floor completed correctly"
"5bd3958e-b1d3-537b-bd6e-f9c7c30a2074","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","347","Self leveling coverage completed and acceptable"
"87eb4ba5-9881-5d84-afaf-2626e9fb8c41","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 1","347","Underfloor heating completed - specified level of finish achieved"
"1a64126d-a6b3-4507-978a-aacbec958256","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4"
"4fe1276e-796c-445f-800a-68cbb8c7eb3b","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4","440"
"bf9a7639-95c6-4f3b-b849-6e2848e1e2a6","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Bathroom"
"3e326cb6-9c58-593d-be8d-def18091f067","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Bathroom","Wiring on the floor completed correctly"
"87bab369-eda1-5776-9727-7bfcb3de3e4d","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Bathroom","Self leveling coverage completed and acceptable"
"5295bc25-31d1-5a24-ae25-7caa948257fd","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Bathroom","Underfloor heating completed - specified level of finish achieved"
"4a7a28a1-eec5-4abd-9dd8-20d8b2ce8ca5","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Ensuite"
"f739ecc9-9fe8-5531-9d62-0c8427f2d659","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Ensuite","Wiring on the floor completed correctly"
"6840c164-9046-5dfa-8178-22eb70698ca8","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Ensuite","Self leveling coverage completed and acceptable"
"008fa3ab-60b8-59f6-ae23-069ec41d611e","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","440","Ensuite","Underfloor heating completed - specified level of finish achieved"
"9a522165-5f27-428a-85eb-f1d45377428e","","folder-normal","pass","","step","TRUE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4","441"
"134de5b4-a857-466c-9096-8557a50508f4","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Bathroom"
"23e6b6fe-6a34-5641-80de-76a1540da01a","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Bathroom","Wiring on the floor completed correctly"
"264d925e-707d-5ad4-8348-0b9c90945968","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Bathroom","Self leveling coverage completed and acceptable"
"1ce18fed-f49e-5253-ae2d-0c5d734c4e61","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Bathroom","Underfloor heating completed - specified level of finish achieved"
"399bedbe-fb6d-4f9b-b239-80fa2849e76b","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Ensuite"
"868c346f-7b6d-5db0-8a8f-0ac0d856ac8e","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Ensuite","Wiring on the floor completed correctly"
"e81e6022-2b1f-540b-927d-55cb9d0b9418","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e77232bf-b546-4d2b-b7c0-a3b10dd4c529","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Ensuite","Self leveling coverage completed and acceptable"
"094213d0-7412-5db9-b8da-5ef57d9b0411","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):19ac9e85-d1ad-47b2-b804-6f1a6f294956","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","441","Ensuite","Underfloor heating completed - specified level of finish achieved"
"5d259571-82c3-45ca-af2e-d3d0f68d5f6a","","checklist-flat","pass","zSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","QA - Building B06","Fitout","Ground Floor","Level 4","442"
"bc689628-4549-5185-b5b0-2b00b61d0a59","","checkpoint-status","pass","zSYS - POST - S - Underfloor heating (archived):e316155f-2e92-4903-a770-b675ec2f91ac","","TRUE","TRUE","QA - Building B06","Fitout","Ground Floor","Level 4","442","Wiring on the floor completed correctly"
