"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"214d6b83-bdcd-4c13-9d0f-4a7fcc19746f","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout"
"f812e80d-ee4e-4559-ab17-c0b567bc032d","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout","Level 1"
"c92acc2b-5ed1-459c-9ff6-c3557cdb51dd","","checklist-sectioned","pass","Level 1 Residential Areas","checklist","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas"
"70a84a8c-012d-4951-958c-8e94378343f3","","checkpoint-group","pass","Level 1 Residential Areas:3b6f196d-198a-4199-9761-9671e2144911","","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas","Apartment A88"
"7f622c49-ea32-5278-848d-e77b109565ec","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Bathroom","Underfloor heating completed - specified level of finish achieved"
"8096680e-280b-524a-a2c3-12c1839e0beb","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Bathroom","Inspections completed and issued to Foreman"
"8cdbd6c1-139e-5779-9159-d428a221cd57","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"63028247-a247-40ca-9c8c-8ad07a81d950","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E72","Ensuite"
"ea654762-77ba-56e9-8560-be65f6dd163c","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Ensuite","Wiring on the floor completed correctly"
"3c5ed4e8-735e-5f70-a69a-c4c651393203","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Ensuite","Self levelling coverage completed and acceptable"
"4090b8f1-8f05-5c32-b3bd-05714446e70d","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Ensuite","Underfloor heating completed - specified level of finish achieved"
"a07c5285-13a3-5a2e-9b23-3bdb2012f1c4","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Ensuite","Inspections completed and issued to Foreman"
"3461fe5b-2aa0-527d-a3c1-4b435378c83f","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E72","Ensuite","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"06b3435f-56b3-410c-84ca-acfb1e82162f","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E73"
"23144ec5-ae28-4e7f-8d39-9a414156bf58","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E73","Bathroom"
"f8acfd19-e311-5fc4-8e6c-0470e244bb91","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E73","Bathroom","Wiring on the floor completed correctly"
"269b26cd-73d0-5230-94ce-109ce71e64bc","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E73","Bathroom","Self levelling coverage completed and acceptable"
"5af7468c-0589-5960-804e-d951300fa716","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E73","Bathroom","Underfloor heating completed - specified level of finish achieved"
"2634a5ad-2d9c-57a3-87b6-a82fc7d278c7","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E73","Bathroom","Inspections completed and issued to Foreman"
"bb440358-2e64-52d3-9ad6-9eff189b41bb","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E73","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"0171b337-3001-4495-9b38-766740bca3f5","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E74"
"66f80f7c-e015-49a8-ab26-6fd02e63799a","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E74","Bathroom"
"c8a0ba22-808d-546e-9885-5c88a855a314","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E74","Bathroom","Wiring on the floor completed correctly"
"051aa166-e71f-5823-af2c-b2d2ec06de31","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E74","Bathroom","Self levelling coverage completed and acceptable"
"cdc354cd-d23b-5aa8-a08f-7fafa57fd08d","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E74","Bathroom","Underfloor heating completed - specified level of finish achieved"
"9cb6c3b1-12a9-5051-a625-e9828af148d3","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E74","Bathroom","Inspections completed and issued to Foreman"
"5f461555-cd41-5861-94ed-e16dcd4b8b94","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E74","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"53b9672f-246a-48af-ac87-ad228e0a8d28","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E75"
"de273cfa-798e-4265-afe6-bcb8352981c2","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E75","Bathroom"
"6c81fbf8-ab87-5d95-a45f-7062e416832c","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E75","Bathroom","Wiring on the floor completed correctly"
"a7b43b03-9a8d-52e7-b0ec-6fe5c6b6d6eb","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E75","Bathroom","Self levelling coverage completed and acceptable"
"f38321c2-5be8-58c5-bd34-3cd90debe317","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E75","Bathroom","Underfloor heating completed - specified level of finish achieved"
"f0034739-46cb-5e81-8cf6-a0e15ed4891b","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E75","Bathroom","Inspections completed and issued to Foreman"
"abbf48c2-440d-5453-910d-71694f27ca08","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E75","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"3141aa0b-125a-44b1-9cc8-f93dee93ed0c","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E76"
"07cab6ae-9bf8-44ae-901a-621fe9dbbf20","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E76","Bathroom"
"5e3aa045-b8b5-55fe-a9ff-8880d3271e42","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E76","Bathroom","Wiring on the floor completed correctly"
"88d4b67e-4853-5363-a7de-03e0af7e33ea","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E76","Bathroom","Self levelling coverage completed and acceptable"
"f90a4363-bc1e-52ad-8ac0-0f300ed32a9b","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E76","Bathroom","Underfloor heating completed - specified level of finish achieved"
"13772365-5a4d-53e1-8469-d0b224bbffdb","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E76","Bathroom","Inspections completed and issued to Foreman"
"2046867c-0731-5824-9b69-b18ffeb322b5","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E76","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"64d19320-1364-4328-97e0-89edbc24d418","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E77"
"00393f73-e920-48db-b442-f17ec5e291c5","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E77","Bathroom"
"2fb5f1eb-a80d-506a-b6d1-16e8b4eec069","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Bathroom","Wiring on the floor completed correctly"
"109528e7-d34c-50ef-87cb-5dfbfc082f4d","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Bathroom","Self levelling coverage completed and acceptable"
"15ffdc63-c032-526f-b928-ab1a26a99f46","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Bathroom","Underfloor heating completed - specified level of finish achieved"
"9cca40b3-c74d-5bd8-afd3-045c6a0ad437","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Bathroom","Inspections completed and issued to Foreman"
"26395a82-df04-53f7-9a6f-5e4c85ff590a","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"5fa49fbb-a3d0-40f5-af3f-62479e106ac1","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E77","Ensuite"
"232db46c-3d4b-5fa7-89cb-c59717d2b78d","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Ensuite","Wiring on the floor completed correctly"
"96c4f009-973d-5a15-84ad-cf2decbe5431","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Ensuite","Self levelling coverage completed and acceptable"
"790cbec0-28be-57c0-b1da-a677b1eac4eb","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Ensuite","Underfloor heating completed - specified level of finish achieved"
"b6e61e54-d482-5885-8232-6369f3ba79fb","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Ensuite","Inspections completed and issued to Foreman"
"54f6adbb-9296-57e2-8290-134e2a157cbc","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E77","Ensuite","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"fdb10dbf-d6e1-455d-ad2c-70c2339150fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E78"
"f331c60f-2bac-415f-acb4-56d4913c7c17","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E78","Bathroom"
"440c7327-0e6c-5182-b814-6bda9e3b340f","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Bathroom","Wiring on the floor completed correctly"
"cc02e221-e703-54d5-827f-e4e263d7f0ee","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Bathroom","Self levelling coverage completed and acceptable"
"453bc339-89d2-5e39-9386-62292d8dabfc","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Bathroom","Underfloor heating completed - specified level of finish achieved"
"871c5f3b-6b31-5ec9-a8c1-6fbf26b91f67","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Bathroom","Inspections completed and issued to Foreman"
"aeda4df6-728a-5e51-9c62-e339a2ecf09d","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"d695f39a-0435-44e1-a536-69bd5d6aac72","","checklist-flat","not-started","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E78","Ensuite"
"904bc3b8-2049-5ff2-8b67-84ef487612c0","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Ensuite","Wiring on the floor completed correctly"
"01e542ad-db02-5b26-8f36-a2cb1446b6c4","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Ensuite","Self levelling coverage completed and acceptable"
"d23d234b-70d2-57f5-aa7e-54e266800103","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Ensuite","Underfloor heating completed - specified level of finish achieved"
"69111f80-7713-5439-8071-035890aed92d","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Ensuite","Inspections completed and issued to Foreman"
"a056bf5b-d148-5461-b0f8-bb04313b24ee","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E78","Ensuite","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"5d42bc74-425f-4b65-9dee-ba656d804675","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E79"
"89cbc7d1-4ecc-4276-8be9-6be0a20102cf","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E79","Bathroom"
"998b5019-53a8-5f0b-956d-80fbaf955bdd","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E79","Bathroom","Wiring on the floor completed correctly"
"3cc233e8-f410-5731-be7c-9f9e20314318","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E79","Bathroom","Self levelling coverage completed and acceptable"
"bd84c449-4183-5208-b033-39dfe80efc5c","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E79","Bathroom","Underfloor heating completed - specified level of finish achieved"
"3e9faf37-0844-50b3-8e71-569236431228","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E79","Bathroom","Inspections completed and issued to Foreman"
"dc65316b-da99-514a-8b49-08b3cc3e098f","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E79","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"c4b0cffc-1ea3-486f-98f7-1c116999e6f1","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E80"
"686900ad-bb39-4f10-93d8-222bb37fc491","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E80","Bathroom"
"589de052-ba37-5053-9037-188340b7d9ad","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Bathroom","Wiring on the floor completed correctly"
"1f17368e-d09b-5aca-b441-3460587ac875","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Bathroom","Self levelling coverage completed and acceptable"
"dfd56543-1b28-5ab5-85b4-b5c63a952476","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Bathroom","Underfloor heating completed - specified level of finish achieved"
"a476bb74-b839-5aa2-a585-5bd1c38346b1","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Bathroom","Inspections completed and issued to Foreman"
"78475efe-236d-5f52-a3c3-8d0338cfe240","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"fcde1d07-95a8-45e4-96ab-52d31345bc8d","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E80","Ensuite"
"1b2f98ce-5928-50fd-883c-4f946a4463ac","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Ensuite","Wiring on the floor completed correctly"
"591170b2-6e01-59f7-959b-c9f746c12f1a","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Ensuite","Self levelling coverage completed and acceptable"
"8f2646be-f124-5be5-ad80-bb9172804b9a","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Ensuite","Underfloor heating completed - specified level of finish achieved"
"c110b9c8-6588-50cd-91fe-be0188f50ab6","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Ensuite","Inspections completed and issued to Foreman"
"067c5c22-85c1-5bd1-9210-f2fe11651acf","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E80","Ensuite","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"40576faa-f8a3-4edc-9001-c897e62055c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","B08 Fitout","Level 5","Apartment","E81"
"b9861057-3ede-4a10-b67f-af0d75c3626b","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E81","Bathroom"
"99102b0e-abf1-54b9-9934-f60e40cdb737","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Bathroom","Wiring on the floor completed correctly"
"5f498580-ab7e-5f3a-8071-4bfe59f1f91f","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Bathroom","Self levelling coverage completed and acceptable"
"48afb92b-bdb8-54d2-818c-0f0ec7e4475a","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Bathroom","Underfloor heating completed - specified level of finish achieved"
"15db9a8e-ce7b-5f09-a1ce-60413dfbf7b9","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Bathroom","Inspections completed and issued to Foreman"
"3cc1a247-d743-5362-ae9b-09ee4dc212a5","","holdpoint","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125:8bf85ba0-84bb-4e3d-ba83-5d4cb855578b","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Bathroom","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"a721e9ad-5d17-4292-8f5c-13b17901c209","","checklist-flat","work-in-progress","ZSYS - POST - S - Underfloor heating (archived)","checklist-flat","FALSE","FALSE","B08 Fitout","Level 5","Apartment","E81","Ensuite"
"065d763d-d26d-5436-b43a-a994e207fbcb","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):8aafa655-6be9-4611-abb1-26098a2f6731","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Ensuite","Wiring on the floor completed correctly"
"a7233e0a-288d-5eae-bab7-41a57cf39af6","","checkpoint-status","work-in-progress","ZSYS - POST - S - Underfloor heating (archived):c87abe53-a136-4ce7-8faa-4cf2461636a2","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Ensuite","Self levelling coverage completed and acceptable"
"7b53dc19-00dd-5bed-8034-2c32cde8136c","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):7f871540-7855-4950-9965-cd0635837140","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Ensuite","Underfloor heating completed - specified level of finish achieved"
"75eac6e7-f24a-5780-911e-eb270394924b","","checkpoint-status","not-started","ZSYS - POST - S - Underfloor heating (archived):5959a015-499b-4b3a-b11c-3b19d9a1a125","","TRUE","TRUE","B08 Fitout","Level 5","Apartment","E81","Ensuite","Inspections completed and issued to Foreman"
