"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bd8b178e-db9b-49fc-b15f-f898a2c592a0","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B02"
"c2bf966c-45ec-45fb-afcd-04352ca1930f","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5"
"efa9b2d2-66ed-4d02-adba-e6bf5b523aaf","","checklist-sectioned","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor"
"336c0d37-9dfd-4200-be00-bd7a3c95de4d","","checkpoint-group","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor:86ccb46d-335a-441e-8187-4fe6ed1eb282","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor","G15"
"ab351627-b4e7-4bb5-b627-f2a6f38e6178","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building 1","Fitout","Level 3"
"9357272c-d930-4217-befc-b111f61d24be","","folder-normal","not-started","","step","TRUE","FALSE","Building 1","Fitout","Level 3","Area A"
"21794cd8-d1e3-446b-9462-44f4e191007b","","folder-normal","not-started","","step","TRUE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments"
"5b99a91a-e850-480c-9607-74813c1ee466","","checklist-flat","not-started","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments","351"
"1622d1d8-ab58-5e96-b514-323e09ae8874","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","351","Wiring on the floor completed correctly"
"2ee79387-feb3-508f-8c91-2947d7c0a7b7","","checkpoint-status","not-started","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","351","Self levelling coverage completed and acceptable"
"1111ef76-4af9-5ae4-beea-f724087d868b","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","351","Underfloor heating completed - specified level of finish achieved"
"8093c33e-64b1-5d67-bad6-67967183cd87","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","351","Inspections completed and issued to Foreman"
"34e21736-ae6c-5eca-a448-182f0bd8fdca","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","351","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"a3fa7894-61a9-4f21-990b-1a8439cd085b","","checklist-flat","not-started","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments","352"
"99d79a02-bf1f-5d90-a0ad-ca3c42c84376","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","352","Wiring on the floor completed correctly"
"132f2b7f-fe99-5183-a700-3c625d8ba046","","checkpoint-status","not-started","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","352","Self levelling coverage completed and acceptable"
"39e19038-5676-535c-91a8-28fafb6e5367","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","352","Underfloor heating completed - specified level of finish achieved"
"9a7ebad1-a49e-5b65-bb4a-679b6264ed28","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","352","Inspections completed and issued to Foreman"
"210fc4d1-ebab-511c-b4c3-32b95412ea3d","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","352","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"5338aea4-e74a-4ae3-b7db-73ea1a7088d0","","checklist-flat","not-started","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments","353"
"0957c0e7-bedf-5202-a61e-9117eae25ede","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","353","Wiring on the floor completed correctly"
"664dd9ca-8e5e-571b-9c12-48cb70d5b14f","","checkpoint-status","not-started","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","353","Self levelling coverage completed and acceptable"
"15f8be07-4ed7-5ce6-acdd-04a75629a544","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","353","Underfloor heating completed - specified level of finish achieved"
"8cabffec-22c2-59b4-afe4-3f690885e8fd","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","353","Inspections completed and issued to Foreman"
"78a1cb4b-cbd8-500b-a90e-85a53f60b6b8","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","353","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"8e672b2f-ec69-4393-b543-bd3e01d64d91","","checklist-flat","not-started","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments","354"
"98587c4c-9ed5-5114-b151-9353c43eacf1","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","354","Wiring on the floor completed correctly"
"d9e59518-d931-527a-8379-e332416f4fe5","","checkpoint-status","not-started","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","354","Self levelling coverage completed and acceptable"
"6b63a734-1b49-5b52-a022-c6f91d0af7cc","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","354","Underfloor heating completed - specified level of finish achieved"
"0b8e1df7-8c67-5945-a721-b0fd746306b3","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","354","Inspections completed and issued to Foreman"
"95f1beca-bef4-530b-af4e-a8430218f4d0","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","354","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"202c7acd-ea46-4ad1-9d98-ec6172445383","","checklist-flat","not-started","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments","355"
"bdba4723-af75-5eee-b6da-0191324dcb70","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","355","Wiring on the floor completed correctly"
"341ca3a7-5dca-58ba-8f5b-cc8e583c8a96","","checkpoint-status","not-started","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","355","Self levelling coverage completed and acceptable"
"ac08a56a-91de-5d76-9b25-2152c600d9c6","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","355","Underfloor heating completed - specified level of finish achieved"
"3bea6cf7-526f-5ea4-b817-7b169cbd56c4","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","355","Inspections completed and issued to Foreman"
"299ab294-2953-510a-9da9-fa7182f0c758","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","355","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"02831251-a837-45b8-939f-02381ee74436","","checklist-flat","not-started","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments","356"
"c2f08113-e9ee-50ae-a108-e570ecb1710f","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","356","Wiring on the floor completed correctly"
"e9fd9a53-d115-59e8-b6ac-0d044bf68356","","checkpoint-status","not-started","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","356","Self levelling coverage completed and acceptable"
"0ee75a4e-f6f7-5eca-8215-533a492e5621","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","356","Underfloor heating completed - specified level of finish achieved"
"7e64be65-c3b9-5387-8634-a2c2430baab6","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","356","Inspections completed and issued to Foreman"
"ab9e19d8-04c1-5628-a7f3-44a99abbb469","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","356","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"55770bed-c256-4324-b0e4-e8214e670939","","checklist-flat","not-started","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area A","Apartments","357"
"e6d18cbc-efbf-5c37-b9d6-fb3debd86376","","checkpoint-status","not-started","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","357","Wiring on the floor completed correctly"
"7d76147c-30a6-5bd1-8f27-b393e3bc8105","","checkpoint-status","not-started","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","357","Self levelling coverage completed and acceptable"
"6e78e585-c41e-590c-8322-e4f860c205cb","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","357","Underfloor heating completed - specified level of finish achieved"
"41dd1e09-4255-59e0-9f54-28a0a8e96617","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","357","Inspections completed and issued to Foreman"
"5f07be17-a8b8-5aa2-a85c-f975edab0fe6","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area A","Apartments","357","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"b3756217-eb18-4f1b-9845-83e8202a5da2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building 1","Fitout","Level 3","Area C"
"897e7904-2249-430f-9ba2-6d60345cab78","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building 1","Fitout","Level 3","Area C","Apartments"
"0e555f6d-2740-4830-a1b3-aa4554f79373","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area C","Apartments","370"
"31ccbcb4-6dfc-5c63-915e-e7d14bce5798","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area C","Apartments","370","Wiring on the floor completed correctly"
"e86c7504-e687-5087-a413-08b5b166b4cc","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area C","Apartments","370","Self levelling coverage completed and acceptable"
"81fe95ed-76b8-5e97-8a03-b1fb5a9e9ae5","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area C","Apartments","370","Underfloor heating completed - specified level of finish achieved"
"ca556458-e1a8-5244-ac3d-2b95dff91db7","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area C","Apartments","370","Inspections completed and issued to Foreman"
"cabdc4a5-36de-5ce4-bc21-c787d5365010","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area C","Apartments","370","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"fdfdf20d-794c-466c-82dc-87b84bbd81c9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building 1","Fitout","Level 3","Area D"
"17e3c2e8-e4c2-447f-9d20-082708b2ec12","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments"
"45aa842c-a5a0-48f4-af04-85db37c96d0b","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","358"
"ae91af8d-0e9b-54dd-b52c-bc71e941a6db","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","358","Wiring on the floor completed correctly"
"ed0a065f-d724-5fd7-ac60-6232379e4969","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","358","Self levelling coverage completed and acceptable"
"1db5c378-97a2-5bf0-a548-d3c445019202","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","358","Underfloor heating completed - specified level of finish achieved"
"8a552ac8-8dfd-5997-a67f-5a8d06557e37","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","358","Inspections completed and issued to Foreman"
"28690f49-337a-5d15-a54e-347a621c8e3a","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","358","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"1c77c4a3-d9cb-4f7f-b276-03edf2e3df4d","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","359"
"6b4d29b5-1355-5dc0-ae0f-0e658baab28e","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","359","Wiring on the floor completed correctly"
"edb9f280-1fb4-53ab-b43b-fe40577ca325","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","359","Self levelling coverage completed and acceptable"
"c60ace6a-c93c-517a-a27e-3e5f965387f5","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","359","Underfloor heating completed - specified level of finish achieved"
"9f0ef41c-5ff6-5946-af6b-8db68056fc6d","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","359","Inspections completed and issued to Foreman"
"405569f6-a92a-5fec-a95e-fd4330f78c61","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","359","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"20f1918c-9bce-4b09-940d-2bbb6d298ee0","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","360"
"39678c09-fb0d-5747-b260-bfb8504f8da5","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","360","Wiring on the floor completed correctly"
"b9c13e3e-f24e-5fd1-91ac-c7bcf91ac7a9","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","360","Self levelling coverage completed and acceptable"
"21b4d508-a223-5328-949f-ea2afc55af5d","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","360","Underfloor heating completed - specified level of finish achieved"
"f6380e6c-6258-507e-9b8f-eeb255a04d44","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","360","Inspections completed and issued to Foreman"
"ca2405b0-8050-5a7c-b263-0b9aff0ba92a","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","360","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"53355a7c-35e6-46b4-8d31-da35e4f5d484","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","361"
"5cc54866-2188-50f2-acad-87f237ce719c","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","361","Wiring on the floor completed correctly"
"1d262f1b-1396-50f7-92a8-b275ecf07d6c","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","361","Self levelling coverage completed and acceptable"
"013295fc-33be-52ef-b291-0087fc55ecc3","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","361","Underfloor heating completed - specified level of finish achieved"
"4c684682-e151-543e-ba5c-21588a38cc0e","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","361","Inspections completed and issued to Foreman"
"a2f3109f-20be-50f9-989d-abb7c7cc8cea","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","361","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"8ae93fa7-1ee8-498e-b2af-ee6b4b9d0ac6","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","362"
"e9cae7e7-1a70-5932-a5e6-78b2db82df6e","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","362","Wiring on the floor completed correctly"
"f8c8d63b-1224-50b2-9d45-e68cb0252919","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","362","Self levelling coverage completed and acceptable"
"3f1e3f83-6046-5f73-8243-d071c66f4ca8","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","362","Underfloor heating completed - specified level of finish achieved"
"b8177563-d8ce-5822-a1ad-002687fed72a","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","362","Inspections completed and issued to Foreman"
"bc5e6889-2c71-5c24-b324-bba12d0c7373","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","362","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"1acd0f98-5625-4fb7-8ee7-dc385e0595e5","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","363"
"c7daca57-e753-5707-830b-2773434ff5e6","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","363","Wiring on the floor completed correctly"
"76611c72-360a-58e9-95e3-f8fb409d1e60","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","363","Self levelling coverage completed and acceptable"
"b5e1a83b-a046-5a44-a94c-24dc9964dd10","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","363","Underfloor heating completed - specified level of finish achieved"
"3b403d7d-d6dd-5c02-8ca5-43520c5fc88c","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","363","Inspections completed and issued to Foreman"
"fc82c6d5-809e-59a9-83fd-7c649c323798","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","363","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"18790a89-6624-4b6d-9069-bd00561a7d8f","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","364"
"7e99b9cc-a43d-5584-83c7-d090d79d7953","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","364","Wiring on the floor completed correctly"
"9a4118b3-8964-5c37-9a39-1a1fa9a8ab00","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","364","Self levelling coverage completed and acceptable"
"22c238eb-6a6b-53fc-81b3-fdb5091f4e0b","","checkpoint-status","not-started","POST - S - Underfloor heating:d50efd77-03f8-4658-9f64-b08f70f1a700","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","364","Underfloor heating completed - specified level of finish achieved"
"e8b270fa-c9d7-5808-8947-0769eb1b855c","","checkpoint-status","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","364","Inspections completed and issued to Foreman"
"55cf6cbc-8cf3-51f9-8ba0-effca184c421","","holdpoint","not-started","POST - S - Underfloor heating:00266f7d-afd1-42b6-8eba-3c4d4659dd13:962c1877-343a-496e-b4e9-2b14857675e9","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","364","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"96aae0cb-55f7-4bc8-b427-6ccc2bba64ac","","checklist-flat","work-in-progress","POST - S - Underfloor heating","checklist-flat","FALSE","FALSE","Building 1","Fitout","Level 3","Area D","Apartments","365"
"b1edff95-904d-5db2-89d1-2d4ec09b60a7","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:47385742-88d8-4ab9-94ed-d80e7af52ab2","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","365","Wiring on the floor completed correctly"
"6a3491da-4c5a-5be3-8a1b-e351c7deda1a","","checkpoint-status","work-in-progress","POST - S - Underfloor heating:203b7c96-7b81-49f3-a8c3-161086e6e732","","TRUE","TRUE","Building 1","Fitout","Level 3","Area D","Apartments","365","Self levelling coverage completed and acceptable"
