"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b60c4645-5d93-480c-af02-f8dd14a47037","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"5d2d9831-7207-462c-8886-0bb0cf01be16","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA","B01A"
"d9c50cdc-8595-4c19-abc0-f9efbce9da90","","checklist-sectioned","pass","zSYS - B01A - Level 5","checklist","FALSE","FALSE","QA","B01A","Level 5"
"575f0bbc-7e22-419e-b7c0-7c6bfddd311b","","checkpoint-group","pass","zSYS - B01A - Level 5:b27c844d-748a-4473-8198-d0b952a4a71a","","FALSE","FALSE","QA","B01A","Level 5","ALS 562 - Bathroom"
"53236aa5-f1f6-5a35-9464-fce7ac6ea8a5","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 2","B52","Bathroom","Area floor level acceptable"
"5f4e89bf-9ec7-5c07-ad40-45fd9499792c","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 2","B52","Bathroom","Wiring on the floor completed (photos attached)"
"525cc76a-a2f4-5fe4-9cde-7ac38e35756c","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 2","B52","Bathroom","Self leveling coverage completed"
"f68c45fe-adb7-5e11-8feb-54ba0b4303d6","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 2","B52","Bathroom","Raise Remedial/ Main Contractor Signoff"
"c616e964-42ac-53e6-a3fd-9932e537df60","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 2","B52","Ensuite"
"88f33e5d-e0f5-589e-b445-d8f6c8893808","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 2","B52","Ensuite","Area floor level acceptable"
"aaeb49ba-47ce-55d1-9f3c-3214b35772cd","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 2","B52","Ensuite","Wiring on the floor completed (photos attached)"
"99363a12-481b-59db-9928-a8f63504cedd","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 2","B52","Ensuite","Self leveling coverage completed"
"2dd8412c-4d6e-5146-9b44-c739393a7f0e","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 2","B52","Ensuite","Raise Remedial/ Main Contractor Signoff"
"2e6c784e-589d-4314-bb3b-931e04e9d4ca","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04A","Level 2","B53"
"4e593dfa-013d-59e8-993d-8461617759d1","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 2","B53","Bathroom"
"6c7e547f-1369-5195-ac7c-7ce6bc175497","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 2","B53","Bathroom","Area floor level acceptable"
"983bc4a6-08a6-5ed0-a3ab-9c26280de2e4","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 2","B53","Bathroom","Wiring on the floor completed (photos attached)"
"09ddf331-bed3-57af-97c7-9863a80f1b31","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 2","B53","Bathroom","Self leveling coverage completed"
"25d79024-5f38-58e0-9dee-5216f7e065af","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 2","B53","Bathroom","Raise Remedial/ Main Contractor Signoff"
"74d9c895-8df7-5eec-8a2b-640cd3625992","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 2","B53","Ensuite"
"61714d55-b78f-53f4-91fa-1657e073d675","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 2","B53","Ensuite","Area floor level acceptable"
"e8a1c21f-6561-5fdc-ba64-6abcc5ac7379","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 2","B53","Ensuite","Wiring on the floor completed (photos attached)"
"3ada890b-904d-52dd-8ae7-f83ddd2d1bf9","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 2","B53","Ensuite","Self leveling coverage completed"
"cb72c8e1-340e-513a-8374-0eeb50dd446f","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 2","B53","Ensuite","Raise Remedial/ Main Contractor Signoff"
"32cb8676-2413-49ad-bd42-270fc2c06c8e","","folder-normal","pass","","step","TRUE","FALSE","QA","B04A","Level 3"
"d47f729e-a6e9-4bf1-922a-b814eb975d3e","","folder-normal","pass","","step","TRUE","FALSE","QA","B04A","Level 3","C48"
"bb5cfd7d-9825-5479-9201-756a3493b8ee","","checklist-flat","pass","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 3","C48","Bathroom"
"73e1372e-748b-5299-8d95-97d29489a547","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 3","C48","Bathroom","Area floor level acceptable"
"cc2a94c8-1d38-551e-b0da-f0cd2c482d53","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 3","C48","Bathroom","Wiring on the floor completed (photos attached)"
"516fd54b-8229-5f44-88da-4ac4564828b2","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 3","C48","Bathroom","Self leveling coverage completed"
"6b16340a-b735-5791-b7c5-20ee626107df","","holdpoint","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 3","C48","Bathroom","Raise Remedial/ Main Contractor Signoff"
"bf808747-6028-51ac-9d89-9d582890b961","","checklist-flat","pass","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 3","C48","Ensuite"
"6b19288b-73b2-5166-97db-7940fe773d0b","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 3","C48","Ensuite","Area floor level acceptable"
"be9a0114-959c-57b1-9779-d609c5c880ec","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 3","C48","Ensuite","Wiring on the floor completed (photos attached)"
"cf4eda60-f6e8-54e8-96eb-66aa8d2894d5","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 3","C48","Ensuite","Self leveling coverage completed"
"0fb33751-ee9d-5b66-99d3-12f11a24e306","","holdpoint","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 3","C48","Ensuite","Raise Remedial/ Main Contractor Signoff"
"f3dc28a1-6a37-4282-a6e6-b8321ed4503e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","QA","B04A","Level 3","Level 3 b 52"
"beb41d15-5f37-47d7-96af-72d718e35937","","checklist-flat","pass","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 3","B52"
"bbeaa7ca-0e00-5dd2-849a-6dc28a0e770e","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 3","B52","Area floor level acceptable"
"00fc04c4-feed-5805-bd58-660ff2c90124","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 3","B52","Wiring on the floor completed (photos attached)"
"302ad08a-7070-5b93-b6aa-f6bedb3bdbec","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 3","B52","Self leveling coverage completed"
"e656e3ef-1812-5895-8a08-4cf85dd77fd4","","holdpoint","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 3","B52","Raise Remedial/ Main Contractor Signoff"
"90a8738b-8c3c-42d0-8ac3-b44883c0f781","","checklist-flat","pass","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 3","B53"
"756ad0aa-5acb-56e7-8f8e-71f4a27a53a9","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 3","B53","Area floor level acceptable"
"a4a07699-4185-5998-b5ec-8bd5e934a961","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 3","B53","Wiring on the floor completed (photos attached)"
"0ff96012-ab5a-558e-8015-145d48228557","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 3","B53","Self leveling coverage completed"
"cc5392a2-c59b-5954-b79f-f8c1a5dfbcdd","","holdpoint","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 3","B53","Raise Remedial/ Main Contractor Signoff"
"f6f480d6-bb35-4817-9002-d81ee56cdcdc","","checklist-flat","pass","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 3","A50"
"17cfd67f-149a-5f45-b89a-78b2415f1c8e","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 3","A50","Area floor level acceptable"
"c14786c9-f44b-5909-a26a-47d4f3846149","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 3","A50","Wiring on the floor completed (photos attached)"
"c7a02f2a-c173-5dc7-803a-72fe23531bb8","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 3","A50","Self leveling coverage completed"
"7cdcddc8-3729-5b72-8871-79885c884498","","holdpoint","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 3","A50","Raise Remedial/ Main Contractor Signoff"
"50d0259e-0974-4c9e-96d1-caca51a043c7","","checklist-flat","pass","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 3","A48"
"3e3ad502-188a-5add-b07e-77a096a766d3","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 3","A48","Area floor level acceptable"
"9b056275-f0a9-5f28-8ad4-ed2049307867","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 3","A48","Wiring on the floor completed (photos attached)"
"5945e75b-c1f1-5f37-a170-2a35dbde5d63","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 3","A48","Self leveling coverage completed"
"c1640075-868e-59ba-b2c9-ee12a37b0243","","holdpoint","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 3","A48","Raise Remedial/ Main Contractor Signoff"
"512902ea-7278-4c63-9a52-b44e9a762f1a","","checklist-flat","pass","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Level 3","B41"
"eec2b320-52eb-5775-a61d-8c71491fcb63","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04A","Level 3","B41","Area floor level acceptable"
"38bc8b8c-d4cc-57fe-9638-1942b82ff282","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04A","Level 3","B41","Wiring on the floor completed (photos attached)"
"a542b431-810e-5d2e-9c14-f9d62e261148","","checkpoint-status","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04A","Level 3","B41","Self leveling coverage completed"
"6dbda83f-42f1-5d99-861a-b754f0670e71","","holdpoint","pass","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04A","Level 3","B41","Raise Remedial/ Main Contractor Signoff"
"6d24afde-af3f-5773-8750-5a2a4e89579e","","checklist-flat","pass","zSYS - Completion documents (old version)","checklist-flat","FALSE","FALSE","QA","B04A","Completion documents"
"166e1786-b784-51d3-b86c-d58808a44f4f","","checkpoint-status","pass","zSYS - Completion documents (old version):a0ad8227-4168-41d5-a624-8fa3245f3efa","","TRUE","TRUE","QA","B04A","Completion documents","PS3, warranties, etc"
"3fa8ca5c-12ae-4509-b818-1f5a20f8dd3c","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B04B"
"b446fd5c-ba5d-506a-9dee-a5adb6efdaa7","","checklist-flat","not-started","Pre-Commencment Checks","checklist-flat","FALSE","FALSE","QA","B04B","Pre-Commencment Checks"
"3d815d55-0f03-5864-b98b-28d8a6835c72","","checkpoint-status","not-started","Pre-Commencment Checks:c736e430-89af-4e99-b01a-723611632716","","TRUE","TRUE","QA","B04B","Pre-Commencment Checks","Quality Management Plan Completed, Agreed & Attached"
"6ca25e2f-8aee-5325-b25d-4f569bb3407a","","checkpoint-status","not-started","Pre-Commencment Checks:8026b13f-04c9-4364-87dc-c2a44fb9fb20","","TRUE","TRUE","QA","B04B","Pre-Commencment Checks","Inspection & Test Plan Completed, Agreed & Attached"
"9597e8ca-a0be-5447-891d-8ad4d46f9fca","","checkpoint-status","not-started","Pre-Commencment Checks:ad5dbf73-26c8-4f04-8a06-85bbe02e97c8","","TRUE","TRUE","QA","B04B","Pre-Commencment Checks","Relevant Breakdown & Checklists Setup on Conqa & Reviewed by Main Contractor"
"d6d4ea1e-19ae-567f-80b6-6dc6069bc775","","checkpoint-status","not-started","Pre-Commencment Checks:67ccbe8c-cf93-45eb-9c62-0d98360160c1","","TRUE","TRUE","QA","B04B","Pre-Commencment Checks","Conqa Setup & Project Team Trained & Given Access"
"988a741b-8ce5-53cb-bb66-587fcd9ec144","","checkpoint-status","not-started","Pre-Commencment Checks:9c599faf-77b5-4d62-9614-4a4bc3311fba","","TRUE","TRUE","QA","B04B","Pre-Commencment Checks","Review Access Granted to Main Contractor & Relevant Parties"
"6049027b-ba8b-59c9-b56c-cf3f9fd9fc37","","checkpoint-status","not-started","Pre-Commencment Checks:ae3ee528-0ed1-4089-bc02-ef6316e75013","","TRUE","TRUE","QA","B04B","Pre-Commencment Checks","Matrix/insights Setup (if required)"
"1b5171c3-8969-4119-beb8-b452fdad8234","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1"
"280c345c-e03e-4e1f-866e-fc4dade0b272","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1","A40"
"1c2a25f6-d284-5fbe-ad72-9b04bbe4828e","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04B","Level 1","A40","Bathroom"
"fbee6a45-a2d3-50de-b622-14abb1a98641","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04B","Level 1","A40","Bathroom","Area floor level acceptable"
"907facaa-e5d0-59ab-b40d-103518cfed33","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04B","Level 1","A40","Bathroom","Wiring on the floor completed (photos attached)"
"677ffdd1-8b11-5dc0-b02b-f3a17fa009e6","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04B","Level 1","A40","Bathroom","Self leveling coverage completed"
"c7d02ac4-a790-5578-8a93-9a6743b73c38","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04B","Level 1","A40","Bathroom","Raise Remedial/ Main Contractor Signoff"
"d7ebb9ae-7626-446f-9fcd-d75a0c26da09","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1","A41"
"f452e903-0c0f-5bf4-a5ee-819751e8cfae","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04B","Level 1","A41","Bathroom"
"2571892a-7a27-5c93-bfeb-1ded65eee191","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04B","Level 1","A41","Bathroom","Area floor level acceptable"
"7b817b8e-9836-555e-870b-f80867c473fb","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04B","Level 1","A41","Bathroom","Wiring on the floor completed (photos attached)"
"45ccd596-0c16-541d-b79f-a4848632d35e","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04B","Level 1","A41","Bathroom","Self leveling coverage completed"
"993095fc-4775-569d-a741-5b09e5b3a069","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04B","Level 1","A41","Bathroom","Raise Remedial/ Main Contractor Signoff"
"328a0a32-33f3-4bb3-be0f-fcea9148e4a6","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1","A42"
"748c583b-fbca-5d0d-aa23-bb2f3a6d09d2","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04B","Level 1","A42","Bathroom"
"06482344-43e2-508a-ba03-e252995f00bb","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04B","Level 1","A42","Bathroom","Area floor level acceptable"
"521332aa-3d68-55d5-b857-c7cfb383782e","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04B","Level 1","A42","Bathroom","Wiring on the floor completed (photos attached)"
"8e390227-efb0-57c1-94a4-e7b2e5f0c2dc","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04B","Level 1","A42","Bathroom","Self leveling coverage completed"
"c02cc9e4-233e-5787-b725-fdb708bc192b","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04B","Level 1","A42","Bathroom","Raise Remedial/ Main Contractor Signoff"
"72e3a958-7964-4438-b547-b5977b91b961","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1","A43"
"e1bcae96-eb44-5a90-909f-9fdade2864a4","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04B","Level 1","A43","Bathroom"
"7b31e7d6-11e5-5738-b104-274f1e1c9fdd","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04B","Level 1","A43","Bathroom","Area floor level acceptable"
"b5f98834-a645-5a86-b5a4-8e91cdc30e6e","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04B","Level 1","A43","Bathroom","Wiring on the floor completed (photos attached)"
"98e4a633-8970-5d71-bbbb-7cfd38841ddd","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04B","Level 1","A43","Bathroom","Self leveling coverage completed"
"5d71852c-26f7-5f5e-a8e5-cfd1825dcf80","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04B","Level 1","A43","Bathroom","Raise Remedial/ Main Contractor Signoff"
"20e09d5d-c520-4ae7-baac-ad891fbac0a5","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1","A44"
"0fb5c44d-a7ab-5542-ab9f-fca1dd0ef326","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04B","Level 1","A44","Bathroom"
"d7a10216-8da4-53c9-a8ce-16fb249f98d3","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04B","Level 1","A44","Bathroom","Area floor level acceptable"
"7ebe9f72-36b9-5554-ae47-d3a3f608311b","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04B","Level 1","A44","Bathroom","Wiring on the floor completed (photos attached)"
"eaa58c9a-4cbf-5d55-9537-a486c335363a","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04B","Level 1","A44","Bathroom","Self leveling coverage completed"
"7914cf99-5b3e-5f77-b3cb-ffbfd17b90dd","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04B","Level 1","A44","Bathroom","Raise Remedial/ Main Contractor Signoff"
"3d77cccc-f797-4201-8e6e-51aa65d64dcb","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1","A45"
"96717eb8-3af4-5d78-a680-5b03860835ed","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04B","Level 1","A45","Bathroom"
"a3bba897-1cbf-5c2c-bd03-e6623fa7143a","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04B","Level 1","A45","Bathroom","Area floor level acceptable"
"c2e0a247-25f8-562e-a252-a3e9051eb2bf","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04B","Level 1","A45","Bathroom","Wiring on the floor completed (photos attached)"
"008c3b02-ca8f-564e-a99a-12d4ce8b486e","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1","","TRUE","TRUE","QA","B04B","Level 1","A45","Bathroom","Self leveling coverage completed"
"2161a233-77d4-5782-bb16-66e8d6e7308a","","holdpoint","not-started","zSYS - Underfloor Heating checklist (old version):56e97243-c2f9-401b-9b2c-ce1e6fad0dd1:42c566fd-30ae-4b20-a449-ff36d7441c6e","","TRUE","TRUE","QA","B04B","Level 1","A45","Bathroom","Raise Remedial/ Main Contractor Signoff"
"121b3f74-962b-4d7a-9519-21cd0cf741cb","","folder-normal","not-started","","step","TRUE","FALSE","QA","B04B","Level 1","A46"
"9c9b4f0e-1afb-5d26-af96-9de1ff8c3719","","checklist-flat","not-started","zSYS - Underfloor Heating checklist (old version)","checklist-flat","FALSE","FALSE","QA","B04B","Level 1","A46","Bathroom"
"c2538716-f201-5ccf-812d-9b9a442b8ad7","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):01df7ced-0771-42ce-838a-a58e7b4ebdd6","","TRUE","TRUE","QA","B04B","Level 1","A46","Bathroom","Area floor level acceptable"
"c4c39863-ab9b-5aef-9a20-b1f7501ca465","","checkpoint-status","not-started","zSYS - Underfloor Heating checklist (old version):3d99b422-b34e-41ab-8dd9-e4b44964b503","","TRUE","TRUE","QA","B04B","Level 1","A46","Bathroom","Wiring on the floor completed (photos attached)"
