"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"70513420-2675-400f-865a-e38ff25d6488","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation"
"d0a0d546-66a9-4bf2-99d5-496a00b2e3a6","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater"
"aa993fa1-58eb-4e0a-9e7e-614d53ca03c3","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)"
"f62772cd-967b-4e73-8b20-fe4ea42b9a99","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist"
"d1c909f9-ae57-5673-98cd-9176fe03d82b","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"8d08676f-93a4-5955-934f-eda6e3ddc8af","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:db727cb6-74fd-4982-a20e-4a9d49b90451","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Latest consented drawings"
"d37fe25f-ccc3-5aac-90a3-ea15466f26ea","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:c7c1e6ca-0aa9-45ca-ae44-f52b11615248","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Setout Completed checked and accurate"
"11cdd577-4c95-5e28-a7bb-60792e1f5c8e","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e66fcc7b-ce75-403b-b734-0f1e981914ae","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Excavation Accurate - Location & Depth"
"7e950b59-cc2f-5889-ab7d-464c38661f0b","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:941a9c44-6260-4135-a79a-171a7c3a076f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Ground conditions checked & acceptable"
"5061528a-23d4-5600-8aae-024b9b724efc","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e5d7856d-e723-40b9-9c7c-4dd60efda0de","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Bedding depth and material correct & compacted"
"1dbb6c08-ebf2-5787-92e8-8a4165535187","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:aa4ffd2b-9cce-45c7-a007-9d9d3a889795","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Correct Soakpit installed to specified height and sitting level"
"c2777c14-6b04-5f35-8c07-b2341b96cd2c","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:34ed79c2-51f2-41b0-8c7d-707a4472065a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Risers Installed (if applicable)"
"ea021450-527e-5b0c-b317-4cf3d1986d0f","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:d4813821-e51d-4537-8278-8bef6a8bfbc3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Joints & connections correctly sealed as specified"
"8c7701b5-21af-507d-87e3-82edcfa4804d","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:908437b8-5111-43ba-b1a0-dea6f1ec3041","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Soakpit benching completed and acceptable"
"514248bb-6d20-501d-bf62-5760f48b190a","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:7dff9e22-46aa-4598-98cf-87ff89670be5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Concrete Lid Installed and sitting appropriately"
"5b491863-66a1-5e06-afe4-d03e3fa02549","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:920f1501-075f-4ec2-a2ad-5151fc19e2f7","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Cast Iron Lid Installed and sitting flush"
"113456c0-22b0-508a-aead-79848e11f4db","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:3511c752-109c-4ca5-8b09-26c6cb7650ba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Soakpit Install","Signoff on Completed Work (Council etc)"
"4e346409-2cab-520d-8385-1f459974bc09","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Backfill"
"5d6a6a1b-7e57-5131-aa0f-d52bd5b5ac2a","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:703d9d9a-9a4d-408f-a6c0-f9ae40b5e08c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Backfill","Backfill methodology and material confirmed"
"481ef69c-008a-51a6-a006-82f753ffa38c","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:946595d8-eb21-415f-99db-5ce5a55f5b2b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Backfill","Any formwork/ debris removed from area"
"17a07dd6-85d7-5e63-8cca-56899f7b12b9","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:3bece902-9f31-4dbe-a81f-cbea05ba5048","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"4e7f54d0-4e50-5ff4-b37d-749795988ede","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:f507f3b8-62f1-4eb4-ada2-dba0e99a480b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"b4158760-4a47-5873-a36d-3fbbdc77b728","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:4e402f1b-2f42-497f-9500-bb027bd2a73f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Backfill","General photos and observations during backfill"
"e72820e1-b162-5194-8b81-98247d6a267a","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:d2246ea0-1593-4b63-9313-877bf5a83229","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 6 (SWSP6) to Stormwater Soakpit 7(SWSP7)","Drainage - Soakpit Install Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"e5600311-444a-4ce6-ba73-0afe2d6f2f74","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)"
"1eaed3f1-bd1d-4f8c-a99d-3fbbc105f687","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist"
"448cac9d-053b-59a5-b5b5-01a3bc96ea54","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"692f65a0-7c71-557a-a43c-534a73c25314","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0e7aaaa3-b759-4859-b836-2d8db0e93825","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Latest consented drawings"
"2d4b31ea-9c29-5d7d-9c8a-5681994a5372","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:48b9b4e0-5649-4bc9-87a0-b179262693cc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Setout completed checked and accurate"
"98337825-b8c9-5827-8dff-4a36bff53d16","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e3b4f544-f151-4f36-8301-84ac59ec0f67","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Excavation Accurate - Location & Depth"
"cd21ff49-f3b1-51a3-98c2-f6ba1fc787ed","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3b5b1990-1547-45ca-a0fc-7c2dada5ce89","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Ground Conditions Checked & Acceptable"
"076fb12d-e87f-50c0-838b-56633327163f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:f4c14850-749f-415e-ad60-4ac5d54034f9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding depth and material correct"
"da986335-3d02-5660-bc84-05374ea07ab7","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:49164952-313a-4b22-92ab-3b847456b693","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Correct pipe laid to specified level and grade (all joints sealed correctly as specified)"
"e4ee3a34-3f0a-5fd6-8b3f-5adfec36cf2d","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:d27c0140-2652-49c4-b093-b61ea6421f8a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Connections to manholes complete and approved"
"af59ba83-34e5-5475-9026-d9def6469c27","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:9f1341e4-974b-446c-82c5-1c365476fdba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Downpipes have been checked, installed and approved"
"14d35aa0-2842-55a5-ac23-2be6300a0c6c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:66273d08-a3ff-40b9-bb80-476c78573c3f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"7569a9e3-6953-513b-a461-a2b0e941190d","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:c8e8b675-41b0-4bd4-ba43-7d4ad4ea7bdc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"e00dea4f-0d8d-53da-bb51-c704831f38a6","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:2d7339b5-9c3c-472e-88be-1274d95fae9d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"56cb449e-08f9-5686-a12f-2362fe941b92","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0961e97c-8ada-404c-ad74-2904d17d1402","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Cess Pitts have been checked, installed and approved"
"9b3d5463-44c0-5fb2-9a34-aa4f54c80da2","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3a50c613-e53a-450c-80ee-79d3b5fdbf55","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"4c792f48-b8da-5ee3-9c6d-b8e1047b257d","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:a7af3f46-3793-48a3-8c2e-e30ac62b04b5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"c8c02588-897a-5957-9dcd-cbe429781c21","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:cb9aae7e-d22c-4433-b2f9-441e783eb6c8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"6e67108e-48fa-589c-8f82-ba7fd3814fb4","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:5c517e65-621c-49c1-ac0f-1487bcf6d65c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Pipe Laying Completed"
"0e87b204-336f-5cb3-9e53-4afae6bad9d7","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:bd0edfc9-e6fb-42a4-bf63-bddc0ae5358b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding Sound"
"bed5d511-c777-5c04-a96a-119c8334ea49","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:7a3633d0-cb1d-4456-aa88-e669f9ab1678","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Soil Removed"
"cc8ae69f-fd83-54d0-bf5e-549739996fa3","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e2eee042-ea5b-4720-bd88-396227607c17","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Trench Compacted"
"58538591-e721-5bed-983a-85765d9655c2","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:972937fa-1913-4765-a4d9-fca9bf01efc1","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Hard Filled"
"4bc1bc84-8493-5533-b04e-fcb6009ef76c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:ea1108a1-ab36-44be-b4b0-f8ba8a655b54","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Install Tests completed, reviewed & approved"
"603e5902-457a-5e52-9c6d-66787694d1a8","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:8d403cc0-6693-4a14-896c-fcbfa116a6d9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Local Authority Inspection Passed"
"296c21c3-edef-573f-a845-b46951e26d16","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:71b6e6bc-2d00-4ab8-a1fc-379a04914c72","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Area of Work Inspection Completed & Sign Off"
"e03b9e80-cc80-52e6-8b18-2712881ff6dd","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Backfill"
"a1f06570-e7ac-5c45-a105-8d175248c0be","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:5189e464-7ecd-4c78-8d87-06a10c81f1e8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill methodology and material confirmed"
"a33a7083-d847-59e9-b1ad-e4906ca1e7a2","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e8233221-50c5-4e57-80da-b6247bc47cdb","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Backfill","Any formwork/ debris removed from area"
"c31262f7-44e7-5c1b-90eb-6b6c1a2d2149","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:88e16a35-9b12-408f-abe1-0d72356f8ac5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"010a1f8b-18a4-57b7-8cc6-6a0ffc61a501","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:2be963c6-9cac-4fda-b7ed-5911896e1d34","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"52fdb198-d4d8-5ea5-8bc5-b844a366a707","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e3fbc0b4-b1ef-444d-bf09-7fc7dca2dfe3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Backfill","General photos and observations during backfill"
"32d270d5-b897-56c8-b3a0-9697fac6652a","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e63cdfb5-e127-4e8a-922a-c3874991123d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"7ab0e78a-717b-42b6-8feb-4ad6c90ed92e","","checklist-flat","not-started","Cesspit Installation","checklist-flat","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation"
"f0f9d911-c982-537b-bcb3-27ae2b90399b","","checkpoint-status","not-started","Cesspit Installation:d73c2ce4-128f-4992-924c-a0a0238009a4","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Setout & position checked and confirmed"
"fc6ade36-8175-5bad-9f08-d89c5b6ab420","","checkpoint-status","not-started","Cesspit Installation:195f701e-2691-4cc9-8f5c-8dc05f8e03b0","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Cesspit installed as per standards"
"d660e9a1-49b6-5629-bb4a-6fea983aebf6","","checkpoint-status","not-started","Cesspit Installation:c30d625c-311f-4e29-8873-a7f1db5e33f4","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Setout & position checked and confirmed"
"90143cd9-00ba-5444-ba0b-e9118ef10531","","checkpoint-status","not-started","Cesspit Installation:22381c22-dd1a-4e61-bd50-63bf2d639ade","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","All cut pipes epoxied"
"4e7442cf-2992-5451-bf48-31e54c73e3f0","","checkpoint-status","not-started","Cesspit Installation:7ef0f2ab-def2-4daf-9054-953764f196a5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Confirm Levels Correct"
"0ce0b67e-3383-52d1-94b9-eb45f4d53a7d","","checkpoint-status","not-started","Cesspit Installation:2c74ef9d-221e-41f3-9714-39222e5ce1f5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Cesspit cleaned of all Debris"
"0e79be8a-cc3e-5be2-9555-fc697c1fc5ae","","checkpoint-status","not-started","Cesspit Installation:3cde5380-62b9-48e1-83a0-132b94b70f53","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Concrete Apron installed (if required)"
"772fa8c6-77e6-5eee-a5f5-fe74c07af594","","checkpoint-status","not-started","Cesspit Installation:66a7aa5c-29e4-4839-85a9-6fbead1374d1","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Frame & Grate alignment checked"
"4626bac1-c9fd-5ee0-8580-bb3654a41f0d","","checkpoint-status","not-started","Cesspit Installation:527a27ad-8dfa-4f4c-8b45-82f9f82ab72f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Minimum sump depth checked"
"fbce1373-1c0c-5f48-94df-f4dadfbef69c","","checkpoint-status","not-started","Cesspit Installation:88778cc2-035f-4c47-96d3-1b89896cf99a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 7(SWSP7) to Proposed Field Catchpit7A (SWDFCP 7A)","Cesspit Installation","Captive Grates installed (if required)"
