"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b683adb2-4923-4991-8a13-a5722e04e8bb","","folder-normal","not-started","","step","TRUE","FALSE","B01"
"68495235-ead8-4a9c-a54f-0e3be05f8e13","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor"
"672784cb-4846-4708-b435-d0ce2f173184","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care"
"82b6aa77-7cb9-4db1-9709-c2e426e2349a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 1 (Accessible)"
"cc9b9b88-049a-4e94-8e0d-45c657785e98","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area C","Smoke Lobby","Common Area Checklist"
"c8d313cf-1a8c-42fd-a825-b50a7c09b08b","","folder-normal","work-in-progress","","step","TRUE","FALSE","B03","Basement","Area C","Stair"
"e88ce607-3c2c-435f-b46f-76c86aa6cb00","","checklist-flat","pass","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area C","Stair","Rough In (Cavity Pockets & PMJ)"
"8206e45f-894c-4a06-933e-a0b4a81ab149","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area C","Stair","Common Area Checklist"
"094cf01c-3ae8-42fc-90a6-d83abd77aac3","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area D"
"a17504b3-99cb-4764-b73f-0513b58236f6","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area D","Bicycle Store"
"86bb1555-a117-47a6-9931-704c7bf43734","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area D","Bicycle Store","Rough In (Cavity Pockets & PMJ)"
"4d7d50c5-652c-43b3-98d6-e9ff0e019137","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area D","Bicycle Store","Common Area Checklist"
"a6a90ec0-e192-44e1-a7ed-344691a5cd0c","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area D","Waste Room"
"f8218d0a-554f-436c-9328-0a14a49c789e","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area D","Waste Room","Rough In (Cavity Pockets & PMJ)"
"7448cfa3-76dc-472c-9e4e-d0d532e31096","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area D","Waste Room","Common Area Checklist"
"4209dd98-a952-4afe-9d13-a9be95e8eff6","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area D","Stair 6"
"caf59ff8-3a55-4268-94f4-a66b6a137eb1","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area D","Stair 6","Rough In (Cavity Pockets & PMJ)"
"0d557413-6e3b-4d99-a5cc-bb4c57e353bd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area D","Stair 6","Common Area Checklist"
"51c9c9cf-71c0-4d82-8548-e96e48172601","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area E"
"6a7f6394-d899-4c6e-ac34-ff90c13687a5","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area E","Stair 5"
"737f4e4d-7db7-43ce-baac-3ff73a72d33e","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area E","Stair 5","Rough In (Cavity Pockets & PMJ)"
"807abb31-1f88-4685-ae66-a63a737c8c67","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area E","Stair 5","Common Area Checklist"
"3d7c1004-851e-4740-9d6f-ba0cd4ef211a","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area E","Smoke Lobby"
"14d7c3df-0e0e-4c0f-a17d-72b5652a51eb","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area E","Smoke Lobby","Rough In (Cavity Pockets & PMJ)"
"056bfeb7-d916-4f77-a1e6-7a6a0149893a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area E","Smoke Lobby","Common Area Checklist"
"4a2d76f3-a87e-4626-aaa2-2018c6a34ef2","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area E","Waste Room"
"3023ebf6-376a-4649-8c4f-5036d3b86298","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area E","Waste Room","Rough In (Cavity Pockets & PMJ)"
"994d0a99-161b-4213-b620-e82c65515a6f","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area E","Waste Room","Common Area Checklist"
"94b90545-b595-4360-9ea1-64715c46511a","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area F"
"f2136aae-7daa-4e8e-bf23-4b63043a21d2","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area F","Pool Plant Room"
"cfbcbc37-8524-47a8-9539-542405386865","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Pool Plant Room","Rough In (Cavity Pockets & PMJ)"
"2d35fbe6-435d-40d2-ba69-81963e6467f3","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Pool Plant Room","Common Area Checklist"
"2b1dee41-12b2-4f4b-9cd6-5fd89a527f30","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area F","Pool Boiler Room"
"60bf1a06-1dc3-4b59-814d-57e1b8928ee0","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Pool Boiler Room","Rough In (Cavity Pockets & PMJ)"
"1637432f-85df-4fd4-bcc3-281b859fdfb9","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Pool Boiler Room","Common Area Checklist"
"bd17077d-f37c-4017-ab44-9cbf063a4098","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area F","Stair 6"
"a5a5d573-a01e-4bf8-a994-c2780f05eb8f","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Stair 6","Rough In (Cavity Pockets & PMJ)"
"e3aebbd9-ba11-444c-96d0-39c2eb9fa477","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Stair 6","Common Area Checklist"
"6c7ca86a-5730-4953-a552-0d80669192e6","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area F","Smoke Lobby"
"00534cc2-9cf7-4b24-bc53-d3067a1ef352","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Smoke Lobby","Rough In (Cavity Pockets & PMJ)"
"f3a7c140-4ed3-4495-b9bb-9097e7bced1d","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Smoke Lobby","Common Area Checklist"
"a8a39090-444e-4150-b990-940d6b0bd48a","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area F","Lift Lobby"
"b8593eac-1f1c-4e82-8131-a8d8f2dfd1c0","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Lift Lobby","Rough In (Cavity Pockets & PMJ)"
"2acbc60d-276f-4294-a9d4-f4aeda9fb1a3","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Lift Lobby","Common Area Checklist"
"c1bb6180-1b05-4166-ab06-4be360d93838","","folder-normal","not-started","","step","TRUE","FALSE","B03","Basement","Area F","Waste Room"
"208a9ca5-8d11-46cf-a72a-b2437155f4f0","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Waste Room","Rough In (Cavity Pockets & PMJ)"
"83fde84d-3677-4a2a-acc9-d8579e902a0b","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Basement","Area F","Waste Room","Common Area Checklist"
"57e05121-f46c-47f9-a55c-6579129f8008","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor"
"dad83baf-9062-4e2d-b994-bbf49b53e6b5","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments"
"24212265-4ec0-4fd4-8e6d-605169139087","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G61"
"580c231d-c99a-4f85-b7be-06d48dc2327b","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G61","Rough In - Apartments"
"b7528042-fc58-4f4c-b37b-15e9e05f6fb9","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G61","Installation - Apartments"
"f3af7ea1-b530-4b52-860c-65effcc837d9","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G61","Care/ALS Fit Off Checklist"
"87be2095-85e0-4696-93a9-b9d5a6ea18cc","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G62"
"8a134324-5d58-45d8-84bf-1cbd4e354a34","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G62","Rough In - Apartments"
"6aee75a8-8b65-4c7e-b067-e83832b5ca08","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G62","Installation - Apartments"
"37b06dc7-9035-4dbf-97fe-cc0f63af4f00","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G62","Care/ALS Fit Off Checklist"
"9f519203-10cc-418e-9611-30babb28136a","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G63"
"35521a87-cc80-4c58-b498-d72cdf6c07fa","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G63","Rough In - Apartments"
"0a3bebea-b0a4-4369-ae1f-d030c1aff4db","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G63","Installation - Apartments"
"5f5b7838-b429-486a-a97c-d09f091900ce","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G63","Care/ALS Fit Off Checklist"
"47744b1f-f15b-4fc8-83ad-fdaf9db61edc","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G64"
"7f285add-2d41-4303-b63e-0df78034df16","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G64","Rough In - Apartments"
"a23d76e2-c186-4ab3-a3ba-f8aac69cb2cb","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G64","Installation - Apartments"
"36ead2d4-6fbc-4f28-84db-9dfa056b2dc2","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G64","Care/ALS Fit Off Checklist"
"f14ac4cc-6d6f-4fb3-96d8-db52ca565146","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G65"
"37ea257c-dd0e-43f8-9b6a-1fb57303aa71","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G65","Rough In - Apartments"
"9b77890e-658e-4b8e-9e60-8de9719926a6","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G65","Installation - Apartments"
"c1a58d7e-173e-4e46-90d5-d6ff2928cb82","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G65","Care/ALS Fit Off Checklist"
"2e043e94-ed2d-48b7-8571-6208ef6730dd","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G66"
"c7dfa138-bed8-41bd-abcf-4312603df9ec","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G66","Rough In - Apartments"
"56a458c0-a77b-4c52-9e40-2a37b046c029","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G66","Installation - Apartments"
"4779354f-1d78-4a1e-9e0d-2f048788ceb6","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G66","Care/ALS Fit Off Checklist"
"2451119e-a213-4f2c-8dfd-4a2587d80777","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G67"
"5b198502-4d75-4cf3-97a7-8a57d6dc1dd7","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G67","Rough In - Apartments"
"f54d3225-df77-4de1-afa9-a7ba4de5452f","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G67","Installation - Apartments"
"20ea85c6-bc77-4ac9-ae7f-be780cdfb878","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G67","Care/ALS Fit Off Checklist"
"eb7d1bf2-e52a-4d65-9056-83bc13e8d1eb","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Apartments","G68"
"f07c5f80-6d09-4ad4-8c84-42d75f2386e5","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G68","Rough In - Apartments"
"8adbec41-30ec-4d1c-87bd-5701c6ab7328","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G68","Installation - Apartments"
"7e61d277-26ed-4b4c-a050-7859aa59378a","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Ground Floor","Apartments","G68","Care/ALS Fit Off Checklist"
"07097d50-1068-4d02-b3e6-7695acffa339","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas"
"ad4e08fa-eb5f-40ff-8c86-5a389614a2de","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Corridor"
"15c5a4c0-8bf6-49c8-b111-07cbe628911e","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Corridor","Rough In (Cavity Pockets & PMJ)"
"e3f984ba-621a-47de-8243-ec211ddc701f","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Corridor","Common Area Checklist"
"6db1cae7-feba-4f98-a787-17a1e4724033","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Smoke Doors"
"881e6c62-e91e-4887-90a1-1bbb3a14738d","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Smoke Doors","Rough In (Cavity Pockets & PMJ)"
"d455dc4c-9541-41a7-b582-38fe0726b5d6","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Smoke Doors","Common Area Checklist"
"87f0babf-4d81-4f66-ac06-f2b6bdf73d81","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Smoke Doors (2)"
"186387e6-777d-434d-ac1c-64ce98556487","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Smoke Doors (2)","Rough In (Cavity Pockets & PMJ)"
"c63bd1b4-eb1d-49bd-a126-8fc4f15720e7","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Smoke Doors (2)","Common Area Checklist"
"0ed331f4-3ef3-420c-a9a9-d371f2a2c6d4","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Comms Room"
"2f5d869f-befb-4699-8e9e-164bca5a250e","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Comms Room","Rough In (Cavity Pockets & PMJ)"
"59f8e084-8287-484a-bc65-51aaf5bf72f4","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Comms Room","Common Area Checklist"
"44e3b8e1-fa43-4f64-91a9-2e71e16b93d5","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Stair 6"
"a4fd15ac-72b8-4198-b566-38197c9428ad","","checklist-flat","pass","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Stair 6","Rough In (Cavity Pockets & PMJ)"
"6e3fb65e-1175-49ce-9b76-fd584f4c89de","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Stair 6","Common Area Checklist"
"fa65fd81-47c2-4129-a300-5a8c960e35f3","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Lift 5 Lobby"
"52b6597c-5216-4067-b41e-b474b9002fd1","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Lift 5 Lobby","Rough In (Cavity Pockets & PMJ)"
"d147c8b0-1d25-4dcc-b85b-5faba4e09df3","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Lift 5 Lobby","Common Area Checklist"
"90933e85-6c1c-44e4-b9c6-af60fabd9b7b","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Gas/Water Cupboard"
"77c1fa15-53a7-4d27-838c-c9bf55e2fb13","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Gas/Water Cupboard","Rough In (Cavity Pockets & PMJ)"
"8f71a803-e4c3-4a75-b5b6-a1d02821c48d","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Gas/Water Cupboard","Common Area Checklist"
"a3df1767-79d3-4301-b6a6-58c37f430fea","","folder-normal","pass","","step","TRUE","FALSE","B03","Ground Floor","Common Areas","Electrical Cupboard"
"148aca37-0684-4018-8d33-c294fa3225f6","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Electrical Cupboard","Rough In (Cavity Pockets & PMJ)"
"69c802d4-1b97-4289-afa6-9b20301624f9","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Ground Floor","Common Areas","Electrical Cupboard","Common Area Checklist"
"ca4be728-c786-4b80-a45b-9488b40fdc58","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1"
"67a5edca-65c5-49a1-9bc7-6f79a772bc9a","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments"
"d5e1cdc0-eda2-409b-ba0e-6790a5d2f9ed","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","161"
"5454aba5-ba00-490b-98c3-d46826cb00a1","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","161","Rough In - Apartments"
"5784fd64-011a-44d4-8bbd-c95f4d3b0fd9","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","161","Installation - Apartments"
"345bff55-6f18-46da-bec7-92ba9cce0f5f","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","161","Care/ALS Fit Off Checklist"
"9bafd136-a721-45bc-a88b-fac824bf9306","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","162"
"90aea74e-fb53-46de-8e5e-574b26bfc8a5","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","162","Rough In - Apartments"
"5996713a-b8c9-4911-be37-a5ee390e5ca1","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","162","Installation - Apartments"
"f8639124-d8d7-47d0-9dde-4f91ef836775","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","162","Care/ALS Fit Off Checklist"
"1bc15ddb-9355-4c0e-a135-58f1bc27dd28","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","163"
"a0620dcf-4f31-45f9-b142-bb3e2d561a67","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","163","Rough In - Apartments"
"a260cc53-d084-4811-9582-bee1e00b3ae4","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","163","Installation - Apartments"
"a98d4f60-eaa0-4004-b756-bb7b550ebf91","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","163","Care/ALS Fit Off Checklist"
"661f09b4-da4f-4a45-bab7-903682b80252","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","164"
"a695027f-62e6-43fc-a628-ff5e1913fd8a","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","164","Rough In - Apartments"
"99725c9c-359a-4122-8bc1-c63b34c6c880","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","164","Installation - Apartments"
"b68fc2df-1de1-4912-83e3-970793b9a713","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","164","Care/ALS Fit Off Checklist"
"655b8030-639e-4c39-9618-7945acc046ef","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","165"
"516096b8-ad78-466a-8307-740de50a76e2","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","165","Rough In - Apartments"
"e6cd7b95-9357-41e8-a8d5-19f42de15a08","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","165","Installation - Apartments"
"d26eaab0-6031-44a1-83e4-e1a2bbb45601","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","165","Care/ALS Fit Off Checklist"
"8b399b32-b986-4409-bbb8-e4bcbb0cfbbd","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","166"
"aab481d8-d68b-472f-9627-7957dc0a996e","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","166","Rough In - Apartments"
"a0f6db4b-03ad-4927-aadb-16008d98b2aa","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","166","Installation - Apartments"
"04ac1ac2-4749-4907-81e5-ff1080225da7","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","166","Care/ALS Fit Off Checklist"
"83e31855-f1ba-474f-8e78-8d1cda1898b4","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","167"
"67ea04bd-138a-46a0-88b0-5d2acc5bf11e","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","167","Rough In - Apartments"
"746cfbfb-3a7f-4b03-90f8-877e67a6a84e","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","167","Installation - Apartments"
"1150983e-cd17-4e29-ab1a-716376c60ec0","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","167","Care/ALS Fit Off Checklist"
"7004acb9-255b-4ae6-865a-35e684e0ba2d","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Apartments","168"
"bf9479f9-e093-4bd4-a824-c7b0bf892f39","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","168","Rough In - Apartments"
"841e7a83-7752-4630-8384-6b77f999bae1","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","168","Installation - Apartments"
"7c8a12b1-a1d7-4ab0-a3af-e59f9b3f1dd3","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B03","Level 1","Apartments","168","Care/ALS Fit Off Checklist"
"e27d446c-1031-479b-bcb7-cc184d60c9fa","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Common Areas"
"73dd97ae-7036-4469-9a07-632dbc101371","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Common Areas","Corridor"
"f076b9a7-6285-4bc9-8f07-b2690b735fc8","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Corridor","Rough In (Cavity Pockets & PMJ)"
"d7878cf2-6cb0-4edb-bcc4-583cb92f46b2","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Corridor","Common Area Checklist"
"e136a58e-d76c-45e5-a441-3983ca5e592e","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Common Areas","Smoke Doors"
"17e67d04-00f6-41b8-a5de-67446c34ded3","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Smoke Doors","Rough In (Cavity Pockets & PMJ)"
"4d090e8c-1678-418c-af7a-00a0b881e71a","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Smoke Doors","Common Area Checklist"
"eb6f2115-9876-46bf-bbed-4965bf30f490","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Common Areas","Smoke Doors (2)"
"e8fd35b9-a6f4-4218-af6f-099ddf8d932d","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Smoke Doors (2)","Rough In (Cavity Pockets & PMJ)"
"e7247c38-53d9-4879-9ccd-8a574fd52ee3","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Smoke Doors (2)","Common Area Checklist"
"9d5c2776-5d6d-42de-a909-776c6f46a427","","folder-normal","pass","","step","TRUE","FALSE","B03","Level 1","Common Areas","Comms Room"
"b55d3b76-f66e-43fa-9ce5-bce024916193","","checklist-flat","not-applicable","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B03","Level 1","Common Areas","Comms Room","Rough In (Cavity Pockets & PMJ)"
