"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98be5657-2d65-4439-8aad-c693c9a0a16b","","folder-normal","","","step","TRUE","FALSE","IPL QA"
"d925928b-fe12-4b2e-9605-9a6484d0ac1c","","folder-normal","","","step","TRUE","FALSE","IPL QA","B01"
"b20999b5-8806-48e3-9093-a1e801bb1e0b","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix"
"d3ac50e7-cfc1-4ac1-9341-4519c1d50fc2","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement"
"dc7d26b2-453a-4dd6-bd28-c20e084876d8","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area A"
"5879b4d7-7610-4863-aecc-803546119e37","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Carpark"
"928cf2b3-ec35-4be1-ada5-f8faef3c6c1e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Swimming Pool"
"2e64948e-1e30-4d4f-b265-7189785520e7","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","SPA"
"69a14eda-647b-4f80-a5a8-ed9ea36a8b16","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Lobby"
"a222ad0b-a87a-4207-934d-ef1b6d89ad7d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Lift 1"
"00ceb7cb-4fb0-46ff-82b2-8babe6664778","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Stairs"
"dcea2cb8-2934-4851-a601-0eb67a03815e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","WC"
"e5318dba-cef4-4455-bbbc-bda18dec5d71","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area A","Resident workshop shed"
"a4afe3b8-e883-4e73-b85f-877037558b69","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area B"
"93c08065-2ad9-4443-8688-14d3b2744934","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area B","Car Park"
"3f8e632a-603f-42fc-8ea6-2fd50891c385","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area C"
"74061f28-04bb-41bb-bc93-4b709a2a48c0","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Car Park"
"dc97a12b-315c-478c-a772-a3b921f6be79","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Lobby"
"d703491d-959a-4683-99a3-f226bd454913","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area C","Lift 2"
"279ec996-bf12-4e04-99e3-6dff964eb307","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area D"
"c5e2f842-6af6-48fb-a66d-21fc2e9f030e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area D","Car Park"
"c84dd06f-61cd-4c43-895e-8ba48840a373","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Basement","Area E"
"64088e6e-a75c-4b29-8b9a-e7af75849b9d","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Car Park"
"26487cfe-1e6c-4912-8b19-80f2bfa2c247","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Lobby"
"7776eadf-4072-4712-892a-3d4468ceb67a","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Lift 3"
"e28d3a68-f338-4712-ab28-f473bd2cd98b","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Gardener room"
"eb0f569d-62cf-47c1-a7d7-651db5970a09","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Maintenance"
"b1b9fa27-9730-4e5c-8a8a-56548c5054e6","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B01","First Fix","Basement","Area E","Staff room"
"3fee67a7-aecc-4f24-a013-6604495313a5","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level"
"fc25c70a-e2cb-4c29-9e05-9a95f34282af","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level","Area A"
"7f0fd5e3-a0af-47ff-b131-3494bca2567e","","folder-progress","","","checklist","TRUE","FALSE","IPL QA","B01","First Fix","Ground Level","Area A","Common Areas"
"b05d127c-346f-5b11-8553-7804886bc9f2","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 173"
"0c67d385-7118-5f1f-85be-fa045db93f93","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 174"
"448c9427-7d70-5705-94ec-0e656bf210b5","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 175"
"3b0f085c-0788-52c0-b229-3fc706b01ab5","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 176"
"51709f00-3c81-5816-8537-6ca719795484","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 177"
"782b404d-b391-5480-bbc0-bcea8dacd255","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 178"
"399f8e46-4515-525f-b249-54e55d91c4f6","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 179"
"bc9f295a-e703-5eb1-b290-d6471de87c73","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 180"
"0e370cff-90db-53c0-98cc-557fc29c51fc","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 181"
"66d1361a-d58c-5c3a-8aba-d321224f98a8","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 182"
"37a513ae-4ae1-5c91-a826-496bd06bcc03","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 183"
"c14be574-ac80-5817-83a3-be0e4ef2f37e","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Level 1","Apartment 184"
"4b99300c-4fc7-517e-abaf-b4af77bce6f7","","checklist-sectioned","","First Fix","checklist","FALSE","FALSE","IPL QA","B03","First Fix","Lift"
"32a89340-56f9-491b-bd1d-61bf6569031d","","folder-normal","","","step","TRUE","FALSE","IPL QA","B03","Second Fix"
"687ec186-33d4-4c3f-a448-8ead7058a830","","folder-normal","","","step","TRUE","FALSE","IPL QA","B03","Second Fix","Ground Level"
"a7aa2092-0247-5252-8338-eb8ea194713d","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Carpark"
"f8ef2c77-fa53-5695-88ee-c9aeead70241","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G71"
"1ec2357d-86bd-5682-83df-21ee47a2646c","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G72"
"c60dc0f8-ca4d-516f-927e-9249eaafaeaa","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G73"
"5b871143-ad94-5964-9ce8-43fc9fabe28e","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G74"
"fdbf4ac7-9681-5e81-818f-f21ba6499c14","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G75"
"eb1a1b87-475f-5fdc-b26d-5b791a37aa73","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G76"
"8a74edf7-024c-5ba1-a590-a56d0e9a776f","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G77"
"7edc1ff8-926f-5b55-9f4a-380072f69f37","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Ground Level","Apartment G78"
"c44479c7-9dcd-4943-bcb3-a4015ee7f903","","folder-normal","","","step","TRUE","FALSE","IPL QA","B03","Second Fix","Level 1"
"37e569a0-f38d-505d-9d82-83ea3b987c7a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 171"
"249777f2-4b6c-565f-82fc-7ac692a140d5","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 172"
"fd1ff67b-d13d-59e8-a7c1-7baa1bc5cb0e","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 173"
"0135d6d0-3d30-504a-aa64-8b519be2630c","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 174"
"edd36700-6ca2-5ddd-8dfa-22d482c5c1ef","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 175"
"6959b778-3f58-5e38-a7d1-e9285cbca12c","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 176"
"2240fc79-9a86-5fb4-86d8-a6966984f930","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 177"
"7bea2799-74bc-5665-b353-d6bb4d8c22c3","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 178"
"69b539c9-e05b-5512-8344-a1ac83016300","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 179"
"028d458c-b538-5313-a3ac-a4e61de13a4c","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 180"
"149d1f66-82f0-58a2-ad2e-993a518eb19b","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 181"
"9fec5462-44be-5ca9-9ad5-1b090ac7042f","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 182"
"6b4dca53-469f-5291-bb48-3090d1eec091","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 183"
"da63ebfd-13f2-5ae7-9a08-5d5f0542b454","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Level 1","Apartment 184"
"ab1a1fce-1268-53a2-9bd4-0054ff3eba08","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B03","Second Fix","Lift"
"1e039555-d710-431e-b5ad-295447072daf","","folder-normal","","","step","TRUE","FALSE","IPL QA","B03","Aquatherm"
"80b8eec1-52d1-4144-a383-0ea7706e4ec9","","folder-normal","","","step","TRUE","FALSE","IPL QA","B03","Aquatherm","Ground Level"
"24d2daee-f8ad-50ef-964d-b722f3d9b3c2","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Carpark"
"ac98ef60-3f9b-5ad2-9d3e-cb3e7592415d","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Lobby"
"8adbb2a5-af23-587d-99cf-0ea0d5b34bc3","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Corridor"
"bb765d12-6e56-56e0-b62d-e509171949f9","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G71"
"4eca7261-2f3b-54b9-b083-633635a2f199","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G72"
"368f4b0b-55ac-599b-ad80-5611b56642bf","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G73"
"bc6308c1-597c-577c-88e5-3aadecce6672","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G74"
"6f91d010-3fd9-575c-bb94-ffe8f0ecdbd5","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G75"
"4dfedd94-5b6a-55fe-b62b-3291a6184303","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G76"
"0a0d45e0-955a-54c1-8a28-016f0c2072d2","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G77"
"28e5ace9-90a6-51cf-88ee-cc90c4d99340","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Ground Level","Apartment G78"
"98d8250a-5ef2-431c-b2c5-85ad519ea401","","folder-normal","","","step","TRUE","FALSE","IPL QA","B03","Aquatherm","Level 1"
"49c9271a-39ca-5558-8fc9-ce2bc693eec8","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 171"
"41c05817-05a2-5da0-a2de-843d88397d1c","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 172"
"1b81e121-643d-57a2-bca5-d10625cba370","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 173"
"3b5485b2-42ec-57aa-9f27-9c88c98c271f","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 174"
"895974be-86e7-5f97-96a1-979ae68a5c2f","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 175"
"14fd276a-0ce5-5543-9439-4307e19ebad3","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 176"
"616de602-5592-51aa-bf99-3f9cbfaa3548","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 177"
"cfb39724-e790-5eef-9887-c6c80c3a506a","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 178"
"cd6f0712-a8ff-5114-a7ec-2a2399278ba5","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 179"
"5eba87a3-ba7c-5702-805c-b22700399599","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 180"
"9eb1c78e-e34d-51c7-9c99-f89df2eb2184","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 181"
"5fc8cdcd-be4f-5f9e-8c65-20a93c3ae9dc","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 182"
"0315714a-cfe2-5237-b331-ab520946c02b","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 183"
"ad78846a-6e87-5d91-bd25-34826788fd44","","checklist-flat","","780a215be8922bdb458c31943911387edfec1b923e363fc6860ba9c9313a52a2","checklist-flat","FALSE","FALSE","IPL QA","B03","Aquatherm","Level 1","Apartment 184"
"cafca26b-8543-4ead-9fbd-8d4c68e32214","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04"
"c4506df6-fbf0-59b7-8bc3-2d72ad8f2edd","","checklist-flat","","B04 - Pre-Commencement Checklist","checklist-flat","FALSE","FALSE","IPL QA","B04","Pre Commencement Checks"
"c841fc8e-5e91-46ec-836a-971e6b14b3b4","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04","Subfloor"
"51997acf-42f9-41c9-9aa9-bacc2dc55a91","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04","Subfloor","Ground Level"
"15e30932-a556-5f49-9542-435492ced2ee","","checklist-sectioned","","B04 - Sub Floor QA","checklist","FALSE","FALSE","IPL QA","B04","Subfloor","Ground Level","Carpark"
"aa13cca0-2cfd-56a4-8c65-0cb0fe14eff1","","checklist-sectioned","","B04 - Sub Floor QA","checklist","FALSE","FALSE","IPL QA","B04","Subfloor","Ground Level","Carpark Store Room"
"08cd4add-9400-5856-a8c4-c0a92120e02f","","checklist-sectioned","","B04 - Sub Floor QA","checklist","FALSE","FALSE","IPL QA","B04","Subfloor","Ground Level","Rubbish room"
"faae86e2-aa7a-5b5f-9720-5aadda196a6d","","checklist-sectioned","","B04 - Sub Floor QA","checklist","FALSE","FALSE","IPL QA","B04","Subfloor","Ground Level","G85 & G86"
"2c55da17-e2f0-5578-87e9-ca79c2b8e242","","checklist-sectioned","","B04 - Sub Floor QA","checklist","FALSE","FALSE","IPL QA","B04","Subfloor","Ground Level","G87 & G88"
"fd2e826b-1148-5a8f-837a-74e21fbe784e","","checklist-sectioned","","B04 - Sub Floor QA","checklist","FALSE","FALSE","IPL QA","B04","Subfloor","Ground Level","G89 & G90"
"a0e342d0-c650-51e4-9dbd-d24ffa8ef072","","checklist-sectioned","","B04 - Sub Floor QA","checklist","FALSE","FALSE","IPL QA","B04","Subfloor","Ground Level","G91 & G92"
"9270cb01-8608-4872-9f6e-124fbe12ee7b","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04","First Fix"
"c87f51b8-b504-435f-b14e-a2a054bf217e","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04","First Fix","Ground Level"
"5fcfb63e-be48-5987-ab7b-2b05cfcc3077","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Carpark"
"27fa29e5-14f5-5c1c-a638-fdccd83bd4f3","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Lobby"
"e460142e-33f2-5d90-85fd-1282430cf771","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Corridor"
"1e5d8360-9221-5198-9e7e-73680ef1b8e0","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G85"
"1fb025e2-9fae-5c96-8d39-04374e42c7a1","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G86"
"31b8f4e0-ddd5-5866-ae10-1a9b45d77ae7","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G87"
"d7c72afd-9bcb-5ecd-86b9-9560173d76b9","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G88"
"38370fc9-c3fb-58ae-ae4f-51c019c2b73e","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G89"
"af9a9a67-7f5c-580f-b0e5-85af07cb18fd","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G90"
"a8e1304d-ac89-56ed-8229-7cbeaaae0fc6","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G91"
"d4e8bbfd-cafe-5c10-83a0-efbfcc7653c5","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Apartment G92"
"3f6bc726-bd54-4853-a7cc-ad30af6a2b8c","","checklist-flat","","Add Observation","checklist-flat","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Observation Details - g85 heat pump/ ac new position drain"
"483413f6-1391-4185-9563-77d712d59499","","checklist-flat","","Add Observation","checklist-flat","FALSE","FALSE","IPL QA","B04","First Fix","Ground Level","Observation Details - g86 heat pump/ ac new position drain"
"8411e8d2-94dc-4f16-a9c8-0d9f0f6581c1","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04","First Fix","Level 1"
"e60a1d93-f66f-57ab-823d-379659497576","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 185"
"511c0b8c-fe5f-56f9-9afa-368eb7ef21f6","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 186"
"587834c1-702e-584f-aae2-2990c3f3cbe8","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 187"
"63c2b371-5f99-52e9-90f1-8ab4eb6238cd","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 188"
"20c024ce-53bd-56a8-a07c-152be9e92312","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 189"
"c0f3b822-3c23-5642-9514-7dc6f4cec1d7","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 190"
"6cbf96a7-c72d-51c9-9744-c8d542fa4922","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 191"
"f15dade0-05ac-557c-8ac0-7239135159a3","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 192"
"e505f902-4793-5989-8925-1543a78ebffc","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 193"
"1acf5e0c-180d-55c4-bd9b-17667dfed9f2","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 194"
"3df44fae-951e-5cf1-8c53-bce2c4f5ab8a","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 195"
"05632988-1d38-5248-b48f-f94311e8430a","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 196"
"02de8d8b-87d9-5cec-9261-7bc6fd3d8709","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 197"
"01c15f36-0cf3-5c84-9c45-180b07b09c9e","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Level 1","Apartment 198"
"6e1e77b5-ab5a-5705-a0ca-309d7874db01","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Lift"
"b8758a03-485a-50f2-a8ae-f0ca3ca65fce","","checklist-sectioned","","B04 - First Fix","checklist","FALSE","FALSE","IPL QA","B04","First Fix","Stairs"
"5a6a8a5a-fb77-4513-b5ed-3722e7bae26f","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04","Second Fix"
"7f5ff2e8-5f0f-42e7-8304-dfec0a4c1fa4","","folder-normal","","","step","TRUE","FALSE","IPL QA","B04","Second Fix","Ground Level"
"3b169772-7661-5f7e-a5d0-c8b602d9b77f","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Lobby"
"ad85e880-3ee3-52e8-9125-724ff99da375","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Apartment G85"
"94e2abbe-4b85-50a9-ba89-70a45e2409da","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Apartment G86"
"f0a3c3ca-6135-5497-8114-464368c66ae1","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Apartment G87"
"10f2d490-abee-5c26-a224-d1b9a2e72256","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Apartment G88"
"f3fee937-acf5-57f6-86ba-c6b0059839e5","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Apartment G89"
"170d3959-d8c0-5da6-a584-1501ba0bf55a","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Apartment G90"
"1f5c06c8-e92e-5de0-b7e9-7b7b7ae43981","","checklist-sectioned","","Add Second Fix Checks","checklist","FALSE","FALSE","IPL QA","B04","Second Fix","Ground Level","Apartment G91"
