"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d516bb46-7961-4cc9-ac3e-ffaf4b3af258","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's"
"842e5247-fc12-4ca3-b17e-193ac9a094b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Roofing"
"15aabfc0-5267-48d1-8b60-4568564fc36e","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium"
"eac1ac88-fc42-48d6-8147-656d96bbf7c2","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding"
"4408716e-53c9-4964-886f-6d42ad07c556","","checklist-sectioned","not-started","Soffit Cladding checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding"
"320a1458-7e2a-5ac3-986c-39a9efe2efeb","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding","Material Inspection"
"1e7f41f2-c457-5ced-8a45-cac77c61cdb4","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","Pre-Start Toolbox"
"b8370448-3b8a-53ad-b714-c5b22b38c4f8","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","Pre-Start Toolbox","Pre-Start Toolbox"
"63824f66-e28f-5920-9f2e-c438f4ec4e7a","","holdpoint","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","Pre-Start Toolbox","Attendees - Add Signature here"
"318fd7a0-8245-569f-9fc9-c12a4892002c","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK"
"95e3f119-274d-5b0b-84e8-a8496c18605b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Have SWMS been read, signed and methodology understood and agreed to."
"85305263-89fa-5a9e-96f5-cb1c26d35802","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Has every worker been inducted into site."
"67a1b33b-d5c8-5728-96cd-2f8c33329695","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Has consultation been conducted about the task to be undertaken"
"1d8d3833-5e7e-52af-8ffd-86f704ffc7fe","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Does everyone have the necessary training and qualification to perform the task"
"4320a0ef-a881-5c48-854b-902e14bae8ce","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Does everyone have the correct PPE for the task"
"9cbb8cb0-5912-5f08-9887-190c2dcbb08b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Have handrail & wire mesh inspections been completed prior to accessing roof."
"c6c1c492-7d42-52e4-86bb-38501c82df2f","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Is safe access and egress to all areas acceptable to your work group."
"ddf692ef-7d71-5119-8209-30408fc7747e","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Has the apprentice been allocated an experienced tradesman to work with"
"3da4f378-74f4-5c7a-8751-c6459fbe746c","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Will work area impact overhead powerlines or live electrical wiring and are correct permits and SWMS available."
"79577322-fb68-54a9-8976-4037ab05c9b5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Have manual handling issues been identified and assessed"
"09ffda46-8336-5321-a903-8929c0823caa","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Are perimeter exclusion zones required and have they been installed"
"d2a1c575-a5c8-53d3-8768-3ae07777c674","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","(Working at height tasks) Have live edges/voids/fall hazards been identified and have they been barricaded / excluded"
"bf820a0b-b508-5fb7-9de4-9faa4139ece3","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Have plant pre-start inspection checks been completed, have checks been made to ensure ground conditions are safe for plant operation."
"a8e6c169-1720-529e-9157-815a6a355730","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Are safety measures in place for working near a suspended loads"
"4aaa1f52-7585-58ec-974b-0b33f19a32a8","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 3/6","BEFORE STARTING WORK","Notes"
"b57512c6-426d-4aee-b144-428656ee9a83","","checklist-sectioned","pass","Add Pre-Start Toolbox","checklist","FALSE","FALSE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6"
"5ac0d721-71d1-5792-8fcc-692d80bacbe9","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","Pre-Start Toolbox"
"c1da1d51-90c6-5055-aaff-2b94bf651364","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","Pre-Start Toolbox","Pre-Start Toolbox"
"de9bf033-23d6-5938-a8b3-29878432eead","","holdpoint","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","Pre-Start Toolbox","Attendees - Add Signature here"
"9b4c0403-9a6b-5ba5-aa17-be97367252b8","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK"
"5fe70112-912b-5dec-bb2f-daaa2d8417dc","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Have SWMS been read, signed and methodology understood and agreed to."
"f87a0fb3-a12c-5ca7-9aa9-443be8d41a22","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Has every worker been inducted into site."
"4d3c5706-f165-5462-b528-71c4e88fd197","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Has consultation been conducted about the task to be undertaken"
"3943d909-ad65-5509-9527-667353076d92","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Does everyone have the necessary training and qualification to perform the task"
"ab9f504a-7650-545b-bf00-a10dc20958c7","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Does everyone have the correct PPE for the task"
"9050caf6-3fd2-5f5d-b609-ccb83a908af1","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Have handrail & wire mesh inspections been completed prior to accessing roof."
"df5dfaca-afda-58a9-aaed-51b5f98eb6fa","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Is safe access and egress to all areas acceptable to your work group."
"4fe76412-b9b0-5dc5-b68b-4c6e5ebb7506","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Has the apprentice been allocated an experienced tradesman to work with"
"731cf304-d510-52ac-b074-bcea3dc0e649","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Will work area impact overhead powerlines or live electrical wiring and are correct permits and SWMS available."
"f1504c30-6c6f-503f-9155-028c2cd3c46b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Have manual handling issues been identified and assessed"
"d1d3660d-90b7-5073-87c6-478f0e3e929e","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Are perimeter exclusion zones required and have they been installed"
"d1e910cc-492e-526c-a227-c246e9369dea","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","(Working at height tasks) Have live edges/voids/fall hazards been identified and have they been barricaded / excluded"
"878637e3-0287-5c3e-b373-125d0ae8323d","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Have plant pre-start inspection checks been completed, have checks been made to ensure ground conditions are safe for plant operation."
"3ec22982-9bc5-5b64-b7e4-5ac2926b3438","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Are safety measures in place for working near a suspended loads"
"ce3b7f16-c5d4-5498-b3e4-87336c8f2a28","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 5/6","BEFORE STARTING WORK","Notes"
"14d15734-aedd-423d-8e40-54d3ca6b5a2d","","checklist-sectioned","pass","Add Pre-Start Toolbox","checklist","FALSE","FALSE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6"
"163e0d09-1198-58fe-9bfa-344b5a13942b","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","Pre-Start Toolbox"
"e0e32edb-94b2-5611-8fb9-89afe150d781","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","Pre-Start Toolbox","Pre-Start Toolbox"
"c685d7c4-5b6a-504b-bc01-28f3b3c8c910","","holdpoint","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","Pre-Start Toolbox","Attendees - Add Signature here"
"c4d79c7e-6b5b-5f2c-b650-5b09c6afe1ab","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK"
"b6289b9f-4006-57b1-8687-519a55179c13","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Have SWMS been read, signed and methodology understood and agreed to."
"df3555f1-5993-5438-b67d-58eb81ef8eb3","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Has every worker been inducted into site."
"80d8cea8-0d94-50a5-8cb6-25cdbc61ba25","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Has consultation been conducted about the task to be undertaken"
"c15fc33b-1789-5aad-8e4a-8848578fa321","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Does everyone have the necessary training and qualification to perform the task"
"467103be-9172-5bcc-96f5-f0a792f7963b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Does everyone have the correct PPE for the task"
"cc91028f-8d9b-5217-979f-b594e7433421","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Have handrail & wire mesh inspections been completed prior to accessing roof."
"6a1cbc06-d89b-5fbf-a5bf-9784723ddf00","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Is safe access and egress to all areas acceptable to your work group."
"746b31b2-9439-527c-9153-396469957901","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Has the apprentice been allocated an experienced tradesman to work with"
"004c02dd-64e3-5977-a738-21de91f18080","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Will work area impact overhead powerlines or live electrical wiring and are correct permits and SWMS available."
"0bc98de2-9d2c-5ea9-afb1-feb93dea4104","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Have manual handling issues been identified and assessed"
"88ad2d8c-b53d-58d7-b093-0132f2c9d266","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Are perimeter exclusion zones required and have they been installed"
"15221847-8a3e-5ddc-8673-98310df4f939","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","(Working at height tasks) Have live edges/voids/fall hazards been identified and have they been barricaded / excluded"
"842fd174-940e-5302-b94d-1bf775d7f9ad","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Have plant pre-start inspection checks been completed, have checks been made to ensure ground conditions are safe for plant operation."
"24b5579d-8781-5beb-ad4a-f68628ca7717","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Are safety measures in place for working near a suspended loads"
"9ab953e8-2b4b-58ee-85a0-a08d210a82c0","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 6/6","BEFORE STARTING WORK","Notes"
"7028eb12-a418-4875-9ea0-1f0984d19ed5","","checklist-sectioned","pass","Add Pre-Start Toolbox","checklist","FALSE","FALSE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6"
"74dfb9f3-dc39-5492-bfab-9acc0de7c73d","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","Pre-Start Toolbox"
"917a7d10-ca62-5633-87d0-a97d4c69090b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","Pre-Start Toolbox","Pre-Start Toolbox"
"18850351-645c-5ca1-b6c4-c960d674180f","","holdpoint","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","Pre-Start Toolbox","Attendees - Add Signature here"
"eed8ae96-0be4-5264-8d1e-2af0004fe56f","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK"
"2e94dab3-c5c7-51a7-951a-5b3dfaa8e976","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Have SWMS been read, signed and methodology understood and agreed to."
"2cb53cfd-19f7-515f-adcb-13950be7d069","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Has every worker been inducted into site."
"814e0380-655e-52ef-984f-cdcb0ace6bb2","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Has consultation been conducted about the task to be undertaken"
"4f3ac262-1051-54cd-8395-50402e004227","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Does everyone have the necessary training and qualification to perform the task"
"05769031-1637-5032-b873-993ec661b9af","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Does everyone have the correct PPE for the task"
"8bf41023-2c8e-586a-bdb7-a7d0d80c5868","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Have handrail & wire mesh inspections been completed prior to accessing roof."
"d4f1db6b-6357-5b4e-9dad-ca151482d1a3","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Is safe access and egress to all areas acceptable to your work group."
"039b856f-c6b8-5224-b084-6d120a7ce12f","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Has the apprentice been allocated an experienced tradesman to work with"
"66ee5bc6-90bd-5ffb-83ca-1451ead49631","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Will work area impact overhead powerlines or live electrical wiring and are correct permits and SWMS available."
"5a470e92-f07b-5f50-97fb-d9b72c032ee5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Have manual handling issues been identified and assessed"
"d977b4d7-d6e8-5f64-b11b-6d05521242a1","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Are perimeter exclusion zones required and have they been installed"
"c1acb5e4-c54c-5920-966b-a5b8a859ecd5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","(Working at height tasks) Have live edges/voids/fall hazards been identified and have they been barricaded / excluded"
"47f32d8a-c177-593e-8762-bb72cb889905","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Have plant pre-start inspection checks been completed, have checks been made to ensure ground conditions are safe for plant operation."
"e31dd2a0-1633-5869-b74e-f7fe38cc591c","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Are safety measures in place for working near a suspended loads"
"677a078c-554f-5e3e-bfaa-acebc45594d7","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 7/6","BEFORE STARTING WORK","Notes"
"7e19979a-a16b-4fc5-be14-e0c88989c952","","checklist-sectioned","pass","Add Pre-Start Toolbox","checklist","FALSE","FALSE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6"
"dc16d2e8-9b78-5ae8-b055-5de0a97738c9","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","Pre-Start Toolbox"
"8f801404-084b-5ea8-bb57-44d2d902a040","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","Pre-Start Toolbox","Pre-Start Toolbox"
"ee258ed7-14d6-5ac9-b6cd-7ac36aedb64c","","holdpoint","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","Pre-Start Toolbox","Attendees - Add Signature here"
"7120c8ce-46b4-5b17-8d93-68a7f695938c","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK"
"d5c3a3e2-138d-5471-893e-264c3f55a461","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Have SWMS been read, signed and methodology understood and agreed to."
"f4ac6b88-7a8c-5352-ad7b-bbb174e7f2e1","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Has every worker been inducted into site."
"ce68a40c-157f-5add-bd9a-04b6a8060196","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Has consultation been conducted about the task to be undertaken"
"7463c34f-7aa8-5c79-beca-b7b861dd74e3","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Does everyone have the necessary training and qualification to perform the task"
"d9b9fd20-03df-5087-9fa8-1982bd2ef61c","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Does everyone have the correct PPE for the task"
"5c6b28ce-d54c-5246-8a14-f644c2927be2","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Have handrail & wire mesh inspections been completed prior to accessing roof."
"e623605f-002c-5b72-9223-4bdf940d96f9","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Is safe access and egress to all areas acceptable to your work group."
"6af124d4-fb25-507f-8d0e-6899e51d2882","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Has the apprentice been allocated an experienced tradesman to work with"
"2a9b62bd-d073-587d-98e4-369a0c2aa53e","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Will work area impact overhead powerlines or live electrical wiring and are correct permits and SWMS available."
"0772e225-5f60-5d6a-95fe-3b1917f1cbda","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Have manual handling issues been identified and assessed"
"367e8073-8562-5b56-a203-3e0de676d5b1","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Are perimeter exclusion zones required and have they been installed"
"dec77071-e8ec-5f3f-a799-c7f0c8356e27","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","(Working at height tasks) Have live edges/voids/fall hazards been identified and have they been barricaded / excluded"
"ad268b84-8bd9-5a56-b7a0-223df0b2fe15","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Have plant pre-start inspection checks been completed, have checks been made to ensure ground conditions are safe for plant operation."
"888420a9-22ea-518b-84cc-9d4475499ff3","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Are safety measures in place for working near a suspended loads"
"b9f9eaa2-7ee0-5e7d-82ef-256fc567f6ed","","checkpoint-status","not-applicable","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 8/6","BEFORE STARTING WORK","Notes"
"f50c018f-462b-4456-9880-23c46d1346c0","","checklist-sectioned","pass","Add Pre-Start Toolbox","checklist","FALSE","FALSE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6"
"23eb515f-d3de-5e56-acd0-f0c615239195","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6","Pre-Start Toolbox"
"9c5ebb45-4a17-5b36-9a9a-b9bfb6d0eb95","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6","Pre-Start Toolbox","Pre-Start Toolbox"
"ddc92fd6-1b59-5ece-869b-712965f0520f","","holdpoint","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6","Pre-Start Toolbox","Attendees - Add Signature here"
"97d89af1-d87e-570d-94d1-14909f986fe1","","checkpoint-group","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6","BEFORE STARTING WORK"
"06ce32ba-f413-516f-959d-580c17a7b086","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6","BEFORE STARTING WORK","Have SWMS been read, signed and methodology understood and agreed to."
"924b15b7-d4d3-54b4-902f-c96e7cc94a5a","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6","BEFORE STARTING WORK","Has every worker been inducted into site."
"216abc04-34fe-5e2d-a87f-f4662a4d6642","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","Daily Prestart Toolbox Forms","Jun","Pre-Start Toolbox 9/6","BEFORE STARTING WORK","Has consultation been conducted about the task to be undertaken"
