"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ee8c941-4a57-46c3-9e40-002d25c68b5c","","folder-normal","not-started","","step","TRUE","FALSE","External"
"274ab599-a046-408a-b88c-37d708f5d3a2","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3"
"af9e3deb-1cdd-4527-8e90-482bd0c34901","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3","L1"
"3f356c12-ba65-4dfd-a09e-7c4c954232b7","","checklist-flat","not-started","Seismic Suite (Without Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L1","Type:C1.1"
"8457f368-502a-5643-bde1-d8e4a70c64e1","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"c0e7a303-ff70-58d6-9271-26c2a327b4c6","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Setout/Grids/Datum Lines"
"8a1c7701-0941-520a-a853-fbf1dfd66661","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Head/jamb flashing installed as per shop drawing"
"1e64c822-04f9-5daf-8fdd-c504fbda2bd0","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"08480b55-6a02-5aff-96b1-afbc31ba7ee6","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Splicers & Soakers Sealed"
"dad0a6b0-6f59-5fcc-82eb-773b7e9b7d33","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Panel Fitted & Locked Off"
"cc24b2f9-602b-5497-bc76-8d1ce1f70014","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Feature screen installed & Lock off, provide photos for the lock-off screws"
"da7b45d9-9557-5b2a-a361-445f2cbd60c1","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L2","Type:2.7","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"d0949566-848b-52e2-9f0e-e6ab6b806e2b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Air seal as per shop drawing"
"fd5d85ff-928b-5874-919c-51624a841bd1","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Report if any damage on factroy glazed glass"
"571abaee-e10c-5980-9364-8f298fa4b2d7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Trade Clean"
"a8e14854-4d7f-5595-9829-c6d20adfcd81","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L2","Type:2.7","Wights - Sign Off"
"a33d04a6-954d-419f-8395-6667b15d046e","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 2","L3"
"3fb30d7a-c367-4b13-a6ee-eab8f70ea31f","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.2"
"7e7f2353-056b-5d00-a078-3a095c8163e3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"1455c635-3d48-5b56-8619-e7fdc3f9edfa","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Setout/Grids/Datum Lines"
"a7429311-021c-5378-a22a-5688706a345b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Head/jamb flashing installed as per shop drawing"
"2e0b632a-c845-5dc3-aa1c-6b0d962f83a8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"66a24101-4591-5108-8daf-ad0753097f4a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Splicers & Soakers Sealed"
"cada32f5-a1d9-5f28-be24-1788bdf42b6e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Panel Fitted & Locked Off"
"46afbccd-055a-5add-8402-9508f2e11cc1","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Feature screen installed & Lock off, provide photos for the lock-off screws"
"fb393b3d-a344-5a93-bda5-88fcdd0dfeb3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L3","Type:3.2","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"2f6dd80d-37d1-5051-97a5-2001cdf23973","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Air seal as per shop drawing"
"1288bbab-c109-5ec3-babb-ccd79d379920","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Report if any damage on factroy glazed glass"
"6a262aac-85d6-590c-b392-a3c7344ed0ba","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Trade Clean"
"475e0257-0775-58b9-8b33-9dea17c92a5e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L3","Type:3.2","Wights - Sign Off"
"55dbd4f6-27cf-4423-8c5f-9827d4db438a","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.3"
"f8e6c5d3-2190-591d-b34d-0b4fb836f736","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"90b801d8-d1fb-5bb0-a9e1-27b1fd98c5d9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Setout/Grids/Datum Lines"
"05c70277-8907-5c84-95f0-23c88f65a77b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Head/jamb flashing installed as per shop drawing"
"443ab597-cd83-593c-909a-03be334d897d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"116862e5-2cfc-5e01-9317-f42958943a16","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Splicers & Soakers Sealed"
"58165e9a-c9e8-5c58-9e8d-16271ae6aada","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Panel Fitted & Locked Off"
"cbcce1ff-4e9a-57c0-bba6-0ac7615c49e5","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Feature screen installed & Lock off, provide photos for the lock-off screws"
"7f76c0b4-cb06-5377-99d3-a341cae89fd0","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L3","Type:3.3","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"8ed9b5a9-4ecd-5f1c-9d0b-b3ed80f22486","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Air seal as per shop drawing"
"f997422b-be93-5630-96fa-05354a1c9814","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Report if any damage on factroy glazed glass"
"6a284a03-4559-5884-85e5-572852f238ef","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Trade Clean"
"a9ca5aa1-5a52-531c-80a9-d36b7f924f90","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L3","Type:3.3","Wights - Sign Off"
"9e57fc7e-acfb-4f51-9478-ec6a33f8ddbb","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.4"
"192cd8af-90b0-565e-b29a-9c332437745f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"55125c9c-d1a5-5331-b8e1-66f8a782d477","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Setout/Grids/Datum Lines"
"ad01730f-617d-5abd-8a48-654edfe697e3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Head/jamb flashing installed as per shop drawing"
"844cb63b-045b-5bcc-84e0-986a955daccc","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"64c44d22-fcf0-58c1-aa8a-e5fc08a987f7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Splicers & Soakers Sealed"
"0458e4c9-0bd8-5d76-a243-9d600ae89c60","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Panel Fitted & Locked Off"
"70c8e317-e30c-548d-9080-7dc8baf814f9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Feature screen installed & Lock off, provide photos for the lock-off screws"
"7e69645c-6d67-51c7-8771-6534f46cd0d7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L3","Type:3.4","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"663bc175-e312-58db-b057-5d0e44572178","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Air seal as per shop drawing"
"72828400-fda7-5e2b-ada9-6f378adaf42e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Report if any damage on factroy glazed glass"
"9a7a8917-b08d-5cc4-9933-b066fdbd99f6","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Trade Clean"
"9e400440-175b-518e-9c7c-5fc26c88a9e6","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L3","Type:3.4","Wights - Sign Off"
"4d10fc62-3020-4f73-ae31-a63556a5a805","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.5"
"19458470-49f4-5d19-adfb-8914793a4d7b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"621f3ec5-2f81-5e2e-8e72-39f12e891ef4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Setout/Grids/Datum Lines"
"5f33bc6e-b7d8-50f4-8646-ada06e513b23","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Head/jamb flashing installed as per shop drawing"
"fdf11fda-2f2c-5e90-ad81-0fd7c1c6e9ee","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"ff11800f-81d4-51af-839a-5bd0fa6c04e0","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Splicers & Soakers Sealed"
"730a514e-c491-5ed8-a0d4-2513d449c512","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Panel Fitted & Locked Off"
"ebaf8419-5ad5-5484-b2e6-9c46b1ac1b12","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Feature screen installed & Lock off, provide photos for the lock-off screws"
"2fbe1f8f-3c73-5b71-9e48-df2121f7eff0","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L3","Type:3.5","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"25381613-2a71-5cb1-aa36-2be728ebc2b9","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Air seal as per shop drawing"
"0029de48-f5a5-5f4b-8f5d-2cde8c04e299","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Report if any damage on factroy glazed glass"
"42c13483-63f1-5a8b-a074-863491fe1822","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Trade Clean"
"65a61565-28a7-517a-ae68-c869e342906c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L3","Type:3.5","Wights - Sign Off"
"b9eb452f-13e7-41da-8a70-54291b6873f5","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.6"
"3cc8b424-290d-5a1d-ae7e-15e2363d4476","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"22e55134-3684-54e5-a000-3313ecb4c899","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Setout/Grids/Datum Lines"
"b807b632-b52e-5dec-81ac-76622483e93f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Head/jamb flashing installed as per shop drawing"
"0d274497-4985-5807-b581-0aab1abe4f3a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"225e2f82-54be-5bab-9a49-c042127b1aa7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Splicers & Soakers Sealed"
"e3ea805f-b7e1-5255-a0bb-0ef6e093eabb","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Panel Fitted & Locked Off"
"4a1ad3aa-b71c-5d75-9523-cff3af740b58","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Feature screen installed & Lock off, provide photos for the lock-off screws"
"48f430dc-0d54-520b-915a-77cc94869c2c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L3","Type:3.6","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"676b9844-e13d-5b33-aca0-9e6ad77c4005","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Air seal as per shop drawing"
"ec7dc76d-3bb1-5b9d-b41b-a69bdcc5db63","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Report if any damage on factroy glazed glass"
"49464951-c1a0-5157-b59e-e1de559681ec","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Trade Clean"
"1d53b719-55d0-5392-9106-15422925d7ee","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L3","Type:3.6","Wights - Sign Off"
"273dfe0c-de3a-4cd6-82a3-b50a1ec1d452","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.7"
"d156733f-7ab2-52d3-8264-b4821b17947f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"5611a280-c52c-520f-a991-c1c9a346bf10","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Setout/Grids/Datum Lines"
"9652157e-a637-51f9-b673-4a47e63aa79c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Head/jamb flashing installed as per shop drawing"
"281a4fdf-8ef9-5b5e-a789-528a3e2cb42f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"887d6846-192b-5592-ab32-59c3aaad7ec7","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Splicers & Soakers Sealed"
"06c53553-857a-58b7-a6fe-7a38d36bc8ff","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Panel Fitted & Locked Off"
"5829cc4a-4bd9-52fc-b168-a62c46991f56","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Feature screen installed & Lock off, provide photos for the lock-off screws"
"9b270442-3ddf-5818-bd14-ee5bbcc0f26e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L3","Type:3.7","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"d12d7b02-ae6b-5f30-91bd-43b86097286c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Air seal as per shop drawing"
"013e2c0c-a431-5775-b14b-0541774c56ee","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Report if any damage on factroy glazed glass"
"ed97b28b-105b-5659-8aca-028ff08e6f21","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Trade Clean"
"8c24da3d-b771-5f78-9e91-35c00f0dd13c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L3","Type:3.7","Wights - Sign Off"
"db318ab5-2eff-4041-9014-fc308052bd49","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.8"
"d50c69ed-03dd-5d4e-a24c-116d218ca809","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"e289b10f-71a8-558a-bcbf-8e038c751a95","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Setout/Grids/Datum Lines"
"a9efc05f-bd07-5cde-842a-e54a8accc8e3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Head/jamb flashing installed as per shop drawing"
"61e8162e-6935-5b2e-a550-1b83fdcc27aa","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"6b291531-cfd4-506e-9248-ba6258941d1d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Splicers & Soakers Sealed"
"1a094e21-bdc1-5f47-995e-76b40ae9828d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Panel Fitted & Locked Off"
"a6081258-e42c-5df1-b2f0-8bd5acce6c8f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Feature screen installed & Lock off, provide photos for the lock-off screws"
"0f9fb053-a365-5f40-9ede-de25bcb3ea50","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 2","L3","Type:3.8","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"fce68b79-f7f9-5d45-b82d-f82e3f6c768f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Air seal as per shop drawing"
"c5378b9e-41b8-5f72-9cc1-ca26c3227114","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Report if any damage on factroy glazed glass"
"d6f5800f-556e-537d-9024-50757300d572","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Trade Clean"
"b5c75d50-eb0a-50f8-b989-b9dd25e29dd8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 2","L3","Type:3.8","Wights - Sign Off"
"70fb75ec-40bc-4714-bb1a-67579b491e6e","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 2","L3","Type:3.9"
