"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"181b8919-19aa-4e2c-87e8-9332abe1a4e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"02072b7f-b057-51f1-9051-2c4e1238f55e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1"
"78108b51-5698-554f-81f4-904582daafe7","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1","Earthworks"
"ba7e9415-dda6-54d5-9ed3-18b9e51e704b","","checklist-flat","pass","QA - Detailed Excavation -","checklist-flat","FALSE","FALSE","Site QA","Lot 1","Earthworks","Detailed Excavation"
"82a3aa81-8a8d-5708-8fdc-b5f559b70ae6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Services Located"
"994fbd60-3bf3-5b2b-80bb-40ce86f21349","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Location accurate"
"214f7057-04e0-5f3b-b93c-83bbe3688e35","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Topsoil stripped completely"
"4cd86227-df7e-5c9f-8c63-3c866edadf7e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"7de0d35b-e368-58d0-bfaa-10f004f2a48b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"e1b202b1-d0f7-58f3-86e8-258d47d42e2c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"869be14f-c022-5d6f-8069-a3eadc69e020","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"17b284cb-d3f2-5cac-8069-5f087ca7b7b1","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Lot 1","Stormwater"
"db890b43-3931-5358-8194-842c99749de5","","checklist-sectioned","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1"
"f293b2ef-a930-5ba4-be69-63184691052e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"39572299-0836-4d65-90cd-2739286baf01","","checklist-flat","not-started","QA - Detailed Excavation -","checklist-flat","FALSE","FALSE","Site QA","Lot 13","Earthworks","Detailed Excavation"
"aad8737c-7468-59f7-9428-34661eade2f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Earthworks","Detailed Excavation","Services Located"
"1cb64d0d-fcfd-58fd-a95d-ef2391c78673","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Earthworks","Detailed Excavation","Location accurate"
"022215dc-1005-51c2-89b3-2469cc5ab684","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Earthworks","Detailed Excavation","Topsoil stripped completely"
"004b5247-fe04-5eed-92f6-197820f9f71a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"853cfff7-4c6d-5cab-ad7c-79293dcbbe12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"e404552c-9b79-545b-bfde-8009895cde4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"acba0e92-7cc6-5b08-a77c-5650950d03ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"1a5110d3-48dd-4633-9eff-c4c1bdeb8704","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lot 13","Stormwater"
"080bbb6b-936a-4d82-8528-9434a64f5bcc","","checklist-sectioned","not-started","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1"
"afdb6c34-3ff1-56c8-82e1-f61cfd418636","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"dcf0fceb-5817-5231-a53a-6188cabb7377","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Latest consented drawings"
"c090cab3-3ef4-5b19-ac7f-30be4c46609d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Setout completed checked and accurate"
"047862cb-b9ed-5692-8587-b0d36320c293","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Services Located and before you dig plans checked"
"d1b1a5ca-2697-56f0-9897-77ff1a6f4317","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","All junctions marked out and run through with operator"
"683b211c-a3a0-5815-8ef7-03feea5456ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"31e0cbfd-da28-54c0-b3f0-741b9ab96fbb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser checked for line with string line"
"8f057af2-c22f-5bd3-ace1-405ae88b4954","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Correct trench width for pipe size"
"ef03e578-1c97-5b42-93f4-acaaedcebadb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"4185263d-cea3-501a-a514-31d1e09138a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"a8677d5b-3793-56fa-b922-86e021134c5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Ground Conditions Checked & Acceptable"
"f22ff258-a054-5232-9cf3-b6b9dc2a0bff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","General photos during pipe laying"
"f2be814d-754b-5cc6-be53-2893b8c14db0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Pipe Laying Completed"
"9185111f-ac7b-54e6-9844-b4a95b734f4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","CCTV Completed"
"27be1116-7078-4aad-a7f3-6a719acd780d","","checklist-sectioned","not-started","QA - Drainage - Manhole Install Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1"
"add5ab0f-7d70-5866-9f52-cd5432fbb218","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install"
"cc487592-9f08-5f8f-8636-7dbfe5cbcea2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Latest consented drawings"
"19350be2-33e7-5ac1-96d1-8e75b8f3a58c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Setout an manhole sizing checked"
"701b7ae0-b0cf-5859-a393-c770ed7fa911","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Services Located and before you dig plans checked"
"13d5265f-0b0f-5abd-a6dd-7bf7e1cccca8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level."
"e2bf2c79-8f4f-569b-a978-710137b36c3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Benching/shield required if >1.5m"
"d7a55bb2-9d4f-593b-809a-9eb72a1010f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Ground conditions checked & acceptable"
"f22a619d-e985-5620-9873-dd09a9908aac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"39e4c109-741d-5bbb-9b75-81c63b8386ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"08b2d780-7aff-59fb-9e6a-2418bb9cf6c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"4be0536e-0503-516a-ac88-25bb5ecfcf26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Inside of starters epoxyed all the way around"
"4980f25e-39dc-55b6-9646-837f8056e6f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"e817ea0b-90e3-59e9-943c-1c61fdc34a2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"56a37661-7e18-5ea6-9f97-da9be4403a50","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"a3a4d786-4ac9-5de7-b48b-c86477ede399","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Epoxy completed inside lid and"
"46c59ffd-af2b-53d4-8747-1da2c775c210","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Stormwater lids to be spray painted blue"
"596206d3-a5a0-5238-a3cc-cd750c9387c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Sewer manhole safety grille installed"
"86cdb95e-2c36-4c93-a328-8fa1bb5437b4","","checklist-sectioned","not-started","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2"
"ff8c4323-91bd-5890-b8fc-1d8c1bccc64b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying"
"bccc9228-e3bd-500f-8f27-34f2db4053dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Latest consented drawings"
"e815910e-ebaf-56f3-b2ce-27d5528ee3d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Setout completed checked and accurate"
"4ebbe93c-e5ae-56ce-a0de-3269c4dc5818","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Services Located and before you dig plans checked"
"0c9943dd-425d-54f1-b832-56958eea6c38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","All junctions marked out and run through with operator"
"4c065bd7-ffb5-53bc-a32a-13113ad446fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"f3fb6904-8847-5a68-b9d3-89fd29aa24bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser checked for line with string line"
"5ca2adaa-531a-5b70-aec7-c1d43db35c25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Correct trench width for pipe size"
"c3a4eb89-5935-5c8b-84ec-84ccacf53220","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"bfd1c7c6-2e19-5824-873c-16f36d0f564b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"a05de90f-a991-5bcf-99ef-683db23534c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Ground Conditions Checked & Acceptable"
"0d6a3b03-737b-5e62-94d6-3d969732dcff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","General photos during pipe laying"
"7fdaa4e5-ead3-5bad-b9ab-31b4f0bdc3bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Pipe Laying Completed"
"cb272469-046a-540b-9a3e-04087acc4ceb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","CCTV Completed"
"e96dd422-abcd-4f36-b1c4-328c31c614af","","checklist-sectioned","not-started","QA - Drainage - Manhole Install Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2"
"ef79fe47-f11f-542c-9745-ae29cbb25d1c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install"
"65cd4a03-2709-537e-bfb1-ee766cfe0107","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Latest consented drawings"
"79540f70-dd68-5299-8c26-6f7e0cedf60a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Setout an manhole sizing checked"
"9798b9bf-3276-589e-9761-fba6637dc144","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Services Located and before you dig plans checked"
"25a2dc04-2229-5987-a419-9c699a891755","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","MHS measured onsite. Prep height determined from Lid Level."
"bc440beb-a83d-523e-bad3-cbdde191275c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Benching/shield required if >1.5m"
"62d90d0c-ecad-5f29-bfe2-ee8f4c394618","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Ground conditions checked & acceptable"
"308d237a-b8f8-523c-a3b9-fb6ea850f8c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"72f65ebc-4234-5f16-8ffa-2e4334e9b557","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"ab581b05-9096-5037-a43c-9f9c13553fdd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"090e7f12-94f4-579a-aa4e-7bd9635f4324","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Inside of starters epoxyed all the way around"
"28ca3af2-e0de-5d7f-9d26-de0658662fca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"f4b365d6-19b5-5b4d-bff4-f038dff2e131","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"76b05c72-d46a-58be-a736-22310b5bb886","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"211b8886-13ce-5a76-b372-5017b9b214a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Epoxy completed inside lid and"
"449948d8-1a58-5c1f-948d-be608ce3a2d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Stormwater lids to be spray painted blue"
"71b1cb18-24f1-557a-ae12-bdb02b0e10a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Sewer manhole safety grille installed"
"4147abba-e8da-47ff-8069-506e2d0bfcc9","","checklist-sectioned","not-started","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02"
"c04c33d0-4893-5dd7-9dd8-b762fe46d87a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying"
"5054ca49-1205-518c-b301-82816f4f6cd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Latest consented drawings"
"b43f73d4-83c0-58c7-bc41-e7953f3be6e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Setout completed checked and accurate"
"76e9799d-ea2e-580a-b1fd-7e75c16ec2ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Services Located and before you dig plans checked"
"3bbeb228-4343-5f70-a973-ac17a79d2e98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","All junctions marked out and run through with operator"
"8de6cbff-c252-5915-8172-2da35558eb87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"89132f64-3a17-5433-9085-444a2ba96f50","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser checked for line with string line"
"55f41c03-534a-5a3e-9085-0ba3b769d543","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Correct trench width for pipe size"
"1e653ec6-f75a-551d-b388-a28218052435","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"a8649aac-55e3-5b01-afd3-0e15cdf9f7dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"b87c464c-fc9d-5e9d-aed7-ec6385523d14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Ground Conditions Checked & Acceptable"
"a5f9fb29-4491-5770-896a-78d3e86404d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","General photos during pipe laying"
"d700d21d-7a89-5064-8d3a-7bdadafaeb3f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Pipe Laying Completed"
"52887d9f-7d37-5ac2-9a2c-f36be81b6aa9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","CCTV Completed"
"89fbd157-cbe1-4a8a-ab5e-77e910d924b0","","checklist-sectioned","not-started","QA - Cesspit","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02"
"3ee13098-b496-5ac0-b74f-18d78702ffd5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install"
"e59596ba-2052-5839-8491-1fe7b23d83fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Latest consented drawings"
"6cb4a6db-fec7-5b73-b78a-096093ea5dc4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Services Located and before you dig plans checked"
"dbaaf242-aae8-52e4-9a16-74bc46fedd45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Cesspit correct distance off edge of driveway or kerb line"
"854c2407-9477-53d6-a05c-32ac49789313","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","MHS measured onsite. Prep height determined from Lid Level."
"5c596d24-d792-5351-b147-b162d8c51343","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Ground conditions checked & acceptable"
"4333d766-4264-56ab-9382-b727e8f65a2f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Bedding depth and material correct & compacted"
"58606da9-4b02-5fae-b134-7921ba24052c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Half Siphon where required. (Photo required with bedding)"
"ad2703bb-c6ec-4d4e-b423-1d9ff79f5985","","checklist-sectioned","not-started","QA - Stormwater Concrete Junction","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1"
"fc1b6ce4-b465-5861-a420-252bf4bda497","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction"
"e59524bb-276f-550b-9426-5e20daff556b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Correct sized junction"
"2560906a-6be6-55c8-8e87-ef3c1c7aeeb5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Angle of Junction Between Spring level and 60 degrees (Photo Required)"
"e0462d06-8878-5508-896e-9bbb30970b4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Expoxy inside and out"
"7670d757-c74b-5e6c-906b-6c4c1eab5576","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Shear band connection (Photo required)"
"2d38e88c-e9ad-54ba-9776-80f00c281f74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Junction Pegged and Sprayed Blue"
"b87ba750-c4ff-53d9-9321-3e141515acdc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Inspection straight if connecting to private drainage (Photo Required)"
"66a5fb51-ffb0-4b6c-9d7e-ad5d81b8228d","","checklist-flat","not-started","QA - Cap existing connection","checklist-flat","FALSE","FALSE","Site QA","Lot 13","Stormwater","Cap existing connection"
"b60b8800-7860-556e-b0ba-44881a1e9521","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cap existing connection","Photo and location of capped connection"
"990c1608-320b-477b-83e1-3a0f52dcf15c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lot 13","Sewer"
"8443c636-2a0e-48fd-87e5-d6aef76c3127","","checklist-sectioned","not-started","QA - Drainage - Manhole Install Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1"
"e1af9401-20b6-5d27-ae86-52c8bd76d7f1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install"
"c2c5932b-3975-56b4-8b89-1132790dfcad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Latest consented drawings"
"4c254571-1a1c-59b6-9be6-94135964a02c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Setout an manhole sizing checked"
"03b33575-fa81-5ca5-9e96-b5459fa13e18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Services Located and before you dig plans checked"
