"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1ec5c7fe-b96c-4913-a49c-d82a0f8627f0","","fail","","folder","TRUE","FALSE","Building A"
"eed51ddb-790c-4f47-af59-6dc396547425","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 1"
"c9ab68ff-eb0a-468c-910e-717d0e74c91e","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.056 - Clinical Trial Room 3 (Small)"
"47d48f80-27b8-40c3-a472-a54a564ecad4","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.057 - Clinical Trial Room 1 (Small)"
"d96c231d-9353-4d96-866a-174f0868836c","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.058 - Clinical Trial Room 2 (Small)"
"3bf7b544-e4dd-4a14-9670-183eb927a746","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.060 - Centre Entrance Foyer"
"71baf2b2-1291-4a23-8083-69225fd34df8","","work-in-progress","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 3","03.E.091 - Meeting Room - iHeS"
"1cdbae19-1c30-4098-a953-6f8905c69444","","not-started","","folder","TRUE","FALSE","Building E","Level 4"
"89960efb-a0c9-4cad-a062-67730dbf7b0f","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.010 - Research Gymnasium"
"3ead697e-8fd4-4e27-a0d9-cad2f4ad84dc","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.011 - Testing Room"
"e0bceab5-bfb5-46b0-9be6-f0c9d719308f","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.154 - Clinical Trial Room 10 (Small)"
"bef71acd-7bd4-47d2-804b-d0e2557e879a","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.156 - Clinical Exercise Room 2"
"e4475171-2e87-48a7-aa88-e05b5689c8c1","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.157 - DEXA Scanning Room"
"3765cf98-44db-4eb7-8ffe-0dc57cffc89f","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.158 - Resting Vascular Function Room"
"19fdb533-9b46-40e3-bca9-bfaa5ef736f5","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.159 - Clinical Exercise Room 1"
"f94ed6ec-5f45-42ab-8d5a-3b49874cb57f","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.160 - Clinical Trial Room 9 (Small)"
"ce1692ee-d662-4a53-947a-56e5fbfaae6d","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.162 - Clinical Trial Room 8 (Small)"
"42731769-b88e-409f-86b5-789f88bdeb6a","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.163 - Clinical Trial Room 7 (Small)"
"5956c777-b9ad-49e9-a24a-8c62a10f2fc5","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Level 4","04.E.168 - Nutrition & Metabolism Kitchen"
"ac4a9408-dfc4-403e-a3d2-ccc88a33d93b","","not-started","","folder","TRUE","FALSE","Building E","Ground Floor"
"09256bbb-baa2-4bcd-b189-8f269519b912","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Ground Floor","GF.E.002 - VU Lobby"
"541e184c-3207-4add-a1c3-129190681b15","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Ground Floor","GF.E.003 - Travel"
"af1c3556-fe49-40dd-819c-0932e6fdc1d9","","not-started","ITP SIGN OFF CATEGORIES","checklist","FALSE","FALSE","Building E","Ground Floor","GF.E.050 - Circulation -BALM"
