"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1e131c81-4472-4310-a523-a508d965cd3c","","folder-normal","pass","","step","TRUE","FALSE","Stage 1"
"fae69bb7-4c72-42e6-b281-5f1cf16c7857","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51"
"604f812b-ebf1-427e-8ecd-6f2659fc756d","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51","Ground"
"5a17034f-d6f2-4159-8a58-c62ed7e669fb","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","51","Ground","W01h-51"
"a4599ba3-39ff-5f83-a205-6c59c75ae206","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","46","2","W13-46","Trade Clean"
"174900e7-1628-5e4e-9abf-6c056a920fb9","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","46","2","W13-46","Wights - Sign Off"
"53d6cd9e-7aa3-4624-9aa1-92a446bfee1e","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","46","2","W15-46"
"39787a66-37f9-53bf-ab14-4bfe13ba5155","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","46","2","W15-46","Opening Wrapped & Prepared Correctly"
"863a6a65-9f2b-5052-916e-0371ed0fab63","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","46","2","W15-46","Weather Seals As Per Shop Drawing (provide photo reference)"
"d4a0af5c-4740-5cad-9257-dc895f2efefa","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","46","2","W15-46","Installed / Fixed As Per Shop Drawings"
"bc0b04d7-6a77-5bf8-a107-a6467bef2fea","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","46","2","W15-46","Airseals Completed"
"55463bf5-dea0-5e59-b589-753a3de6df74","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","46","2","W15-46","Site Glazing Completed - Viridian Glass"
"f6d057f4-f3b1-5e3c-a181-f125a5213479","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","46","2","W15-46","Trade Clean"
"fefbe61c-60fc-58a3-ad48-faeca10058b9","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","46","2","W15-46","Wights - Sign Off"
"e525aef5-94ed-485c-a7d3-04653a089ef1","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","46","2","W22-46"
"009c0c1c-bc65-549c-a37f-730e41e8542f","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","46","2","W22-46","Opening Wrapped & Prepared Correctly"
"c552152c-0cba-5f99-8413-805b524ffbe4","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","46","2","W22-46","Weather Seals As Per Shop Drawing (provide photo reference)"
"a3b69f7e-561c-5e74-bc32-6622708e8ee5","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","46","2","W22-46","Installed / Fixed As Per Shop Drawings"
"a1c2f4cb-b3a2-57b6-8e46-a315b2b014ed","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","46","2","W22-46","Airseals Completed"
"e9a360f6-40ef-5178-b078-9bc1d42fa7c4","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","46","2","W22-46","Site Glazing Completed - Viridian Glass"
"b4aecbe9-3cc4-5b3e-9fee-082543184d72","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","46","2","W22-46","Trade Clean"
"d97a33c1-53c3-5c9c-8213-fb2198f0d2b7","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","46","2","W22-46","Wights - Sign Off"
"d0773816-f7b4-4b3b-91dd-811bc979171a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3","47"
"68fffb5b-e1dc-41f3-afe0-1261cf6536f1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3","47","Ground"
"81b27144-ae83-483a-b817-ae8e9f929d5c","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","Ground","W01-47"
"c5762fc7-b3be-5c2c-95e4-825993ea4b38","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","Ground","W01-47","Opening Wrapped & Prepared Correctly"
"9ac68534-80e1-551e-9af4-2c23708d245c","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","Ground","W01-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"7c0fd4f7-7b24-5b86-8861-ac95b48a652e","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","Ground","W01-47","Installed / Fixed As Per Shop Drawings"
"6de8374a-82a8-55aa-8abb-cd09bca16aca","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","Ground","W01-47","Airseals Completed"
"43d26bbc-0643-5e22-8264-fd9394f1ba46","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","Ground","W01-47","Site Glazing Completed - Viridian Glass"
"bddb6818-1372-55d3-9355-93d30c5b70d0","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","Ground","W01-47","Trade Clean"
"2dc3c78f-a3c2-5e5b-aa0c-51fbf271d561","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","Ground","W01-47","Wights - Sign Off"
"ff8f975f-0bb2-4700-934d-5d0465e22dbb","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","Ground","W02-47"
"2389e72d-0859-5b5a-84ed-9485fd156ec9","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","Ground","W02-47","Opening Wrapped & Prepared Correctly"
"d6d576ef-b95b-5137-9852-790bfc73beef","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","Ground","W02-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"96cf33e3-6a22-5ee0-84e8-bf588a0bece9","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","Ground","W02-47","Installed / Fixed As Per Shop Drawings"
"0d0f20e1-8cea-569f-8838-7cc1dfa3c44a","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","Ground","W02-47","Airseals Completed"
"85f80613-c022-5eba-9dd2-6ba44a5f6c9d","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","Ground","W02-47","Site Glazing Completed - Viridian Glass"
"696703ba-99a0-5a22-ade4-d4a2108fb571","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","Ground","W02-47","Trade Clean"
"92231b40-0225-5fc4-96d8-6152621b428b","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","Ground","W02-47","Wights - Sign Off"
"d927fc96-74a6-44bd-9227-6b3545855ddb","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","Ground","W07-47"
"c1077329-5932-5e6b-9e76-b0e37f28e61e","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","Ground","W07-47","Opening Wrapped & Prepared Correctly"
"c2531eda-b85a-55ab-ae6c-d48c38cf01bd","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","Ground","W07-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"30b6b5a3-2f03-583f-aad0-dc8ee034b637","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","Ground","W07-47","Installed / Fixed As Per Shop Drawings"
"d84ad390-59b1-5799-a64f-8e79af793924","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","Ground","W07-47","Airseals Completed"
"88a833a7-a9bf-5523-b491-19d7e48906b5","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","Ground","W07-47","Site Glazing Completed - Viridian Glass"
"50572c1f-0a78-530c-a931-7b97d7496027","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","Ground","W07-47","Trade Clean"
"65ef5d04-79ca-50d0-9dba-5886b87e497e","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","Ground","W07-47","Wights - Sign Off"
"fc904ea2-1b28-437b-8a05-dc625991bebc","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","Ground","W08-47"
"aaaaf2e9-351a-5918-ad43-6cdcbbeb72e2","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","Ground","W08-47","Opening Wrapped & Prepared Correctly"
"b195860b-2b69-54b4-9733-06043ad3d52b","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","Ground","W08-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"217133f1-7f6c-5c5c-aba8-7cce0e2ed352","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","Ground","W08-47","Installed / Fixed As Per Shop Drawings"
"3edfcb88-42f6-59d4-b5aa-3698a70d0cba","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","Ground","W08-47","Airseals Completed"
"0cf7c10e-3e40-5383-826f-a9533866fe31","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","Ground","W08-47","Site Glazing Completed - Viridian Glass"
"055bf221-a9c2-5a0e-92f7-84854416eac1","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","Ground","W08-47","Trade Clean"
"aecc354c-f359-59f1-b5cf-eb9cd0824f34","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","Ground","W08-47","Wights - Sign Off"
"08566b75-7998-4c7e-8cdf-efdb9af860bb","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3","47","1"
"75bd94d2-a0ea-4efb-ac1a-6051e99fbf95","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","1","W06-47"
"3c4c8e91-3015-5cad-a2a1-60c3fa5d8802","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","1","W06-47","Opening Wrapped & Prepared Correctly"
"2f187ca3-e620-58f1-8db4-b030039fecb2","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","1","W06-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"dd5e9e2e-95d6-51c7-a9ea-bf017fbc6c1e","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","1","W06-47","Installed / Fixed As Per Shop Drawings"
"bdc3d5d2-0261-5bb2-8a6b-2b1027f5ba89","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","1","W06-47","Airseals Completed"
"c878fb33-bb11-5095-8831-e0406e9bf37a","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","1","W06-47","Site Glazing Completed - Viridian Glass"
"f28fb5bf-33ea-5a04-94a3-e1176bde7605","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","1","W06-47","Trade Clean"
"6ab1b798-3794-5072-8569-298c3ba6c340","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","1","W06-47","Wights - Sign Off"
"879be2d4-68d1-4166-a535-0cc48ba8ae1f","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","1","W09-47"
"13ea46f5-4c0a-5729-bb40-67217b3e4889","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","1","W09-47","Opening Wrapped & Prepared Correctly"
"675f7da4-2d34-5ae9-92d1-b23e45b204f8","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","1","W09-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"48f54c0d-4750-562f-8756-3841144587f7","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","1","W09-47","Installed / Fixed As Per Shop Drawings"
"e0ba01f1-6421-54cb-82f7-77992bf2896c","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","1","W09-47","Airseals Completed"
"971a15a0-d5ba-57da-894f-c4d43bf040eb","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","1","W09-47","Site Glazing Completed - Viridian Glass"
"2b0ee57c-2d76-5f30-963b-e92d114608a5","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","1","W09-47","Trade Clean"
"1293965a-ed93-5f3b-afe0-d33d106c4276","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","1","W09-47","Wights - Sign Off"
"db3fd5b7-b908-434f-9214-b96e317e599f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3","47","2"
"e9297a34-807f-4504-817d-ec417880e450","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","2","W09-47"
"b78f3f8c-2dfd-500f-b06b-207a9c1d9e8f","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","2","W09-47","Opening Wrapped & Prepared Correctly"
"32f7e3aa-1e4a-5f6f-9a20-db67bd8cc068","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","2","W09-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"9c4b127b-64c8-5511-990c-02fa5980f91f","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","2","W09-47","Installed / Fixed As Per Shop Drawings"
"f147a31b-647a-5290-8246-f310f2dee831","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","2","W09-47","Airseals Completed"
"32354da9-2b33-5e1b-8208-6463a6a45e3a","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","2","W09-47","Site Glazing Completed - Viridian Glass"
"1ae041e3-d076-5c8d-a93d-cecf5816d6f7","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","2","W09-47","Trade Clean"
"f40f2a8c-8de4-5078-8a81-d59ee8b8c19c","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","2","W09-47","Wights - Sign Off"
"a89489ee-464f-4d03-9ef9-8b1bb8547996","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","2","W12-47"
"668611aa-d248-50cd-bb45-112d1194f646","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","2","W12-47","Opening Wrapped & Prepared Correctly"
"5cf947ba-93bc-5834-b21c-80879e6ef02e","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","2","W12-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"e674f07f-9fef-5a6c-8eef-78ea59b0befa","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","2","W12-47","Installed / Fixed As Per Shop Drawings"
"79f7e941-4bfa-5ffe-9af4-4c6d45440da9","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","2","W12-47","Airseals Completed"
"19b7112a-b147-5843-9d56-b4da469ba88a","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","2","W12-47","Site Glazing Completed - Viridian Glass"
"640b85aa-d9bd-5243-bb4f-b930245a973c","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","2","W12-47","Trade Clean"
"efc6ccdd-4781-588f-a819-fc3dee230aa8","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","2","W12-47","Wights - Sign Off"
"310e53e1-becf-4f99-a980-686a66c3c527","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","2","W13-47"
"490e7a7d-bca0-587d-9c54-ee808a74a2ad","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","2","W13-47","Opening Wrapped & Prepared Correctly"
"45550faa-2292-5a85-abf2-04d9dce98e2a","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","2","W13-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"c9e4b269-aaa5-5c49-8718-75897deba629","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","2","W13-47","Installed / Fixed As Per Shop Drawings"
"b38fc2eb-d2a2-51dd-b6bb-35322f97fa7b","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","2","W13-47","Airseals Completed"
"b820a610-3859-5b52-8ac5-bde3cdb6a9ce","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","2","W13-47","Site Glazing Completed - Viridian Glass"
"52a3b3e5-0847-542d-b9c9-c445784209aa","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","2","W13-47","Trade Clean"
"b537b00a-2932-5f71-9fa9-00ce201dbb7f","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","2","W13-47","Wights - Sign Off"
"334570d9-042a-4475-9ce5-75da3fa922c8","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","47","2","W15-47"
"5ba628cd-af7d-5c6b-9b6d-d9efbf25aa74","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","47","2","W15-47","Opening Wrapped & Prepared Correctly"
"2085eee4-e02d-5f9b-8325-5fe703c6ff13","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","47","2","W15-47","Weather Seals As Per Shop Drawing (provide photo reference)"
"7d0bd7c2-97b6-544f-8742-58540c9984c1","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","47","2","W15-47","Installed / Fixed As Per Shop Drawings"
"5ee88435-d950-542d-a1e5-8a078f8347d1","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","47","2","W15-47","Airseals Completed"
"29f22238-a77b-52bb-9487-3f00ec5c5c75","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","47","2","W15-47","Site Glazing Completed - Viridian Glass"
"9e8042c7-a57b-5cdd-b5f6-69857177bf24","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","47","2","W15-47","Trade Clean"
"c6a5eaec-d487-5328-8544-58c851f5125c","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","47","2","W15-47","Wights - Sign Off"
"c674bae3-77a2-460a-b1b7-dd7eb6834706","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3","48"
"8bdf1159-8b71-42a0-b5fc-00f0c4d9b465","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3","48","Ground"
"47fb97e4-4ed5-44c2-bec4-ae26e8e2d5a3","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","48","Ground","W01-48"
"0e61f620-34be-598a-9825-91e64c239fca","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","48","Ground","W01-48","Opening Wrapped & Prepared Correctly"
"cd76f25a-a9ef-57c7-9bf3-2aeac35933cc","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","48","Ground","W01-48","Weather Seals As Per Shop Drawing (provide photo reference)"
"1ac0e26d-330c-578e-9b02-0a7c285ca49c","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","48","Ground","W01-48","Installed / Fixed As Per Shop Drawings"
"dcb29367-0368-506c-b930-e9f13e61c210","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","48","Ground","W01-48","Airseals Completed"
"d8d0bcae-3845-5efa-b339-b97ee05c0a21","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","48","Ground","W01-48","Site Glazing Completed - Viridian Glass"
"4c9be385-e588-5b83-b5c8-15b4cf5d1314","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","48","Ground","W01-48","Trade Clean"
"0c2b11bf-5df4-5aa3-84f3-bee6c48be43b","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","48","Ground","W01-48","Wights - Sign Off"
"f935f92f-47fd-42b2-8188-351c7f1739d6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 3","48","1"
"59d2ed7f-a37a-432f-b80b-88075bef7f9d","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","48","1","W05-48"
"2b883980-cb65-59c2-90d5-26cb50b875bf","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","48","1","W05-48","Opening Wrapped & Prepared Correctly"
"c559ffce-3950-5e34-8d9b-acac43e933bc","","checkpoint-status","not-started","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 3","48","1","W05-48","Weather Seals As Per Shop Drawing (provide photo reference)"
"a27e572d-4de8-5abb-af3f-6e078e411594","","checkpoint-status","not-started","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 3","48","1","W05-48","Installed / Fixed As Per Shop Drawings"
"54b8b3e4-cdf7-5e1f-a6e8-13123efeade9","","checkpoint-status","not-started","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 3","48","1","W05-48","Airseals Completed"
"b22a61d7-a1b8-582d-ae64-f018dd2264c0","","checkpoint-status","not-started","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 3","48","1","W05-48","Site Glazing Completed - Viridian Glass"
"8ade8c3e-fcde-5acf-b49a-7a0aad55bc4e","","checkpoint-status","not-started","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 3","48","1","W05-48","Trade Clean"
"b825acb8-ebfa-5ecb-8ead-eb78351cf87e","","checkpoint-status","not-started","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 3","48","1","W05-48","Wights - Sign Off"
"ce2dd968-435c-4b21-9c52-a998b6448a6f","","checklist-flat","not-started","Residential Suite","checklist-flat","FALSE","FALSE","Stage 3","48","1","W08-48"
"18e8e707-8a35-5f24-942b-28a8e7015cdd","","checkpoint-status","not-started","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 3","48","1","W08-48","Opening Wrapped & Prepared Correctly"
