"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3ab4f696-a60e-4a29-a9d3-3698d34b5a61","","not-started","","folder","TRUE","FALSE","Site QA/ITC's"
"dd7b4b90-ca9c-4f9f-8aa2-90529fc53d53","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND"
"f7c9053d-4aae-423b-ac18-561945955980","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND","ZONE 1"
"7307e1ab-751a-442c-afb3-4e272d6b149f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL"
"a127ed93-9191-5f4c-a3be-3f383682fed7","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL","Room Checklist"
"a46be258-15b7-5179-a963-202e50b75681","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.TRA.008 CORR","Room Checklist","Frame Ceilings"
"2ccc2a38-ac03-580c-ade8-e8e302c1daa8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.TRA.008 CORR","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"6e8b8441-20cd-5e6b-a860-018dad99dd9e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.TRA.008 CORR","Room Checklist","Bulk Tile / Sheet Ceiling"
"fd8d029e-0d9c-5604-ba81-003f40c5743e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.TRA.008 CORR","Room Checklist","Final Inspection"
"a8d48fad-92f5-4d19-a7fa-ebb11fc410b2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP"
"0110f8bc-e632-58f8-8853-47f3dc44fbe4","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist"
"2d7beddb-6d54-5653-8d1a-f2cffbdcc1f2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Setout"
"864abb01-2e9a-5b63-8d00-85acb6f12f29","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Soffit Insulation"
"3b66fa7a-f63c-5f76-8a87-4207c3c16103","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Frame Walls"
"ccba6d14-3a38-50d5-84b6-dc608fa41228","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Install Noggins"
"053ecd04-d5a3-5ed1-b2a3-e53e6ca3b10d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"ceb0fef9-5a58-579a-921e-ec1bad792408","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"15bd199f-a5b7-5267-bbe0-d2db1774e33f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Plaster wall Sheeting"
"0eddf3c2-e9bc-56f8-a5ae-ca50c6457d39","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Stop and Sand"
"40931431-62c7-5916-9236-b1bcb8f12bf4","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Frame Ceilings"
"3617e694-62d5-5625-aef2-272b512806ca","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"68d6bc4b-d4d8-59e2-b425-30883fe946cb","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Bulk Tile / Sheet Ceiling"
"a2eaf9e5-ca15-5661-a1ad-905cfb368fb0","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.001 BPROP","Room Checklist","Final Inspection"
"f756d450-06af-46f4-abdc-284392c79daf","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST"
"416e1d40-febd-5d41-92dc-c7ed3412ca36","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist"
"002b2156-da72-589f-9770-9abaec9680e3","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Setout"
"2e8d81c4-6f55-5fde-913d-7d54d59fe8f1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Soffit Insulation"
"f448cb00-7753-5b72-b97e-181d22574e18","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Frame Walls"
"ff6c30b9-8a7c-515a-9703-72506f5ec329","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Install Noggins"
"f75a5ab4-3b25-5293-a158-0c227dbb7750","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"7a6f0573-5346-53d9-9eff-a988cd072444","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"96a1843e-fc19-5a59-a0eb-df42948270ff","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Plaster wall Sheeting"
"7060c2f8-15f2-52e5-9488-7c15072da605","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Stop and Sand"
"2cc8a6c3-7982-59a0-a033-28bc696584e8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Frame Ceilings"
"728b4938-3cf2-5ff9-a100-a4ecec7c0e12","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"4ba83fad-ee07-55fb-b992-8d3ec3cbda35","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Bulk Tile / Sheet Ceiling"
"04ba4c7c-bef3-5e94-941a-1614e8d443e5","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.002 WCST","Room Checklist","Final Inspection"
"0be8a60d-3cd0-40d7-9e4d-5adaf38fb5e8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR"
"ed77a059-7264-5476-8437-a2f65bda9530","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist"
"428c0e09-441d-5074-a6c2-193311fad2dd","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Setout"
"9e763d06-ca22-5c68-b7dd-28c3ffa4a86e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Soffit Insulation"
"94a09c44-902e-52a7-86dc-c66778d8406c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Frame Walls"
"46f55bec-4ce1-5b3c-ac8a-a0845fe635a6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Install Noggins"
"93775281-1f50-5cca-95a0-d63bbaa0c2ec","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"5844af89-6f9c-5aff-b510-bc0a7bb8cb08","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"9a664966-6813-584f-9954-58a19745a9c6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Plaster wall Sheeting"
"a8dec029-a4bf-5372-8464-f18161b4a822","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Stop and Sand"
"1c6b82fb-8b79-58ee-a7ce-003ff22483f1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Frame Ceilings"
"cb0ed442-3752-5191-9163-6fabbbb12229","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"e273e433-1c2e-51a7-8969-27ad213f375b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Bulk Tile / Sheet Ceiling"
"947675ca-3840-5f95-abdf-2d92c7c51ba3","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.003 CORR","Room Checklist","Final Inspection"
"170c1ce6-3f6c-42a4-a584-8b4c7a3bae31","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM"
"0ab0c02b-f502-5f54-a71a-eb33fc18e845","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist"
"bb2f8abb-c092-59d5-8beb-9df5a5de5550","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Setout"
"78c3c0d9-a7e9-5d0a-91a3-043972a82848","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Soffit Insulation"
"cec8e15d-e1cb-53bb-80e3-c0cf5c33a49a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Frame Walls"
"b04a43c1-26f4-50f4-90a8-ad54b2152fd5","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Install Noggins"
"96c1a8ab-fe96-555e-acd8-dda594cb8fd2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"e9e028f5-b611-51ac-bef2-93f69a37dcd7","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"50321ec1-1a19-58cb-bce7-b619c1a47e74","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Plaster wall Sheeting"
"5474a9a8-664f-5ec8-8bca-cdf686635134","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Stop and Sand"
"b841d6a3-07cf-5044-b944-20b9500ea9b0","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Frame Ceilings"
"b658d88e-b0b6-5855-9e0e-daab9f49614e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"edbaf765-344e-5884-9428-8e018907a707","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Bulk Tile / Sheet Ceiling"
"1b17a0cf-84e6-5ec8-8836-4c102c428f8a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.004 STF RM","Room Checklist","Final Inspection"
"01cd444e-3d63-4526-8e12-b13f15e9cb31","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.005 OFF"
"4226d854-a5c7-519d-9efd-9765a54d0226","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.005 OFF","Room Checklist"
"a8b6f424-0c8b-5c4b-be06-f55dc7959100","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.005 OFF","Room Checklist","Setout"
"94110162-034e-5e2b-a1f9-c62a441dba02","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.005 OFF","Room Checklist","Soffit Insulation"
"32a26223-23d6-5d06-b47b-661ce17bab6f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.005 OFF","Room Checklist","Frame Walls"
"f98ef580-7d42-57f8-b238-de76b8f25f1a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.005 OFF","Room Checklist","Install Noggins"
"9cbd191a-765e-567d-a3dc-09e6ae385179","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 4","GR.UCC.005 OFF","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
