"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ccc8f6c3-2f23-4f1b-983d-a6e203670de0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"ed3e743b-c8c8-4b63-827a-f19eccce84b4","","folder-normal","pass","","step","TRUE","FALSE","Building A","Ground floor"
"830c8cd8-2646-47fc-ad7c-6888c3d6f059","","checklist-flat","pass","Photos","checklist-flat","FALSE","FALSE","Building A","Ground floor","Underslab - Waste Water"
"f7aebb82-ca42-40bc-98c2-5e2e1d91337f","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building A","Refuse Room"
"cd71b5fc-c95e-4e99-9860-94f8706e8d66","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Underslung"
"b23a3c4c-7a02-4b5c-af69-eb3117af36f3","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1"
"8e3f0fa2-da1c-41d5-9434-3eacdb09e9f6","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101"
"3f210217-6a9e-4e02-bf21-4023950039c8","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101","Bathroom"
"b2a4d723-b696-413b-8f39-75a024ff6e4a","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C301","Laundry"
"731b49dd-2b1d-4ef6-9540-36af5b1cbd33","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C301","Laundry","Laundry"
"34889507-dc0c-49ca-989f-fb591e0e2cdf","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C301","Hot Water Cylinder"
"6cce1bc7-66f1-4329-b96f-b441bb5fb049","","checklist-flat","pass","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C301","Hot Water Cylinder","HWC"
"5b32b5b3-0c4f-4eda-b585-bc8bcf4eb00b","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 3","Unit C301","Underslung"
"bd8ae88d-9441-403f-806a-ff83e19bc725","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C301","Underslung","Underslung Pvc"
"091a0e1a-3acc-4f38-bbea-62d01d9c37dd","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C301","Acoustic Lagging"
"5693bede-31f8-45d2-ba89-4c1cad573c08","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C301","Acoustic Lagging","Acoustic Lagging Checklist"
"7635cd62-7f1e-4d85-b271-0b6e802f0624","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C302"
"056b871f-566d-4176-82e8-f60736cca4b2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C302","Bathroom"
"a6e1dba5-7028-4c15-a5c3-a7f8d5af8d29","","checklist-flat","pass","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Bathroom","Toilet"
"fd4108e9-a9ea-434e-b94a-baf5fc6ed040","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Bathroom","Wash Hand Basin"
"f4d0dfb9-3b2b-4daf-882f-9bf018835973","","checklist-flat","pass","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Bathroom","Shower"
"81547086-115e-4703-9624-8983eea78f2b","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C302","Bathroom","FWG"
"70bd618b-422a-41a6-a31f-f6f672dc1f49","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Bathroom","Shower Tray"
"66693e2a-5483-4675-9cd9-1de2e5419468","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C302","Kitchen"
"6b6b47ef-34e4-4813-8433-833037fe5c9f","","checklist-flat","pass","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Kitchen","Kitchensink checklist"
"c63fed97-ea34-477c-a7b3-50b48207a9a7","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C302","Laundry"
"f43e54dc-2866-4c09-95d7-cd3914dce761","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Laundry","Laundry"
"8dbd5d58-546a-4afb-95b2-5417bfbcce1a","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C302","Laundry","FWG"
"a6a706b7-ec8f-4d71-88c5-1f2cb5d3520e","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C302","Hot Water Cylinder"
"5f490f1f-1548-436b-969e-9b293c88d2e1","","checklist-flat","pass","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Hot Water Cylinder","HWC"
"4a55e262-a03f-4dd7-9e71-1e2a135b194a","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 3","Unit C302","Underslung"
"372e4afc-5eff-4b32-8471-9d878662e4eb","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Underslung","Underslung Pvc"
"d6f1beb4-3b17-4d9b-a4b5-5662c9f5844b","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C302","Acoustic Lagging"
"6c4b0497-6f8a-47ee-8023-d6e25d569ed7","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C302","Acoustic Lagging","Acoustic Lagging Checklist"
"ccb197f8-a3c4-456a-9b83-45ea83fa4543","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C303"
"c0572b79-c1a5-4481-ae1b-f85c37a79b3b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C303","Bathroom"
"370806f7-f816-4e3a-b329-1875fc235437","","checklist-flat","pass","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Bathroom","Toilet"
"831d984d-9ce0-46d6-83d4-2ef2248c72b3","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Bathroom","Wash Hand Basin"
"f2789ee8-122e-497e-9a65-25f97971b163","","checklist-flat","pass","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Bathroom","Shower"
"9e9c6591-29e4-4fb7-8898-78c1f9e0bd0f","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C303","Bathroom","FWG"
"a617e0c5-bf8d-43ac-93c5-96768ff96b66","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Bathroom","Shower Tray"
"ee1739be-a2c4-485a-8f1e-60b10939d45f","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C303","Kitchen"
"02d993fe-211f-4613-8d19-baae518abefa","","checklist-flat","pass","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Kitchen","Kitchensink checklist"
"fb86691e-1ada-4639-a530-34908238cf48","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C303","Laundry"
"979e2e65-e8d0-40b6-9705-dca6b419c717","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Laundry","Laundry"
"f6185275-e865-4ca0-a597-cb9f0ce63cae","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C303","Laundry","FWG"
"22b313e4-c319-49fa-a959-5f18e0152700","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C303","Hot Water Cylinder"
"82569eb8-a7ab-40b5-b3d6-7fb6cde7f86e","","checklist-flat","pass","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Hot Water Cylinder","HWC"
"fc1abb72-a823-4db8-9aae-3a02ddedb9fc","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 3","Unit C303","Underslung"
"ed5af4c4-8e08-4f68-b7a4-10d343e8aefa","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Underslung","Underslung Pvc"
"f7f1fc7f-dc92-49db-9fa1-8e7c2710f490","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C303","Acoustic Lagging"
"48be2801-0064-4129-9a73-764c5cda5c62","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C303","Acoustic Lagging","Acoustic Lagging Checklist"
"4e2cff87-3dae-4b4f-9980-6ee52b720c4e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C304"
"f6cbcad6-8c66-41f1-99eb-4462e484fe4c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C304","Bathroom"
"2b74af1d-7d11-4468-8e56-d0469b05a948","","checklist-flat","pass","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Bathroom","Toilet"
"48944699-20af-4cc2-ba95-9b0afa781864","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Bathroom","Wash Hand Basin"
"1c9de139-2db8-477e-b942-8a805c336c18","","checklist-flat","pass","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Bathroom","Shower"
"84cd3038-a8fe-425e-b77a-7e0bb8965ff7","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C304","Bathroom","FWG"
"de571330-8478-4501-aff8-aef50e2e8bb5","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Bathroom","Shower Tray"
"725dd92d-5ff5-454a-8662-9684ed6cb70b","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C304","Kitchen"
"ebca7715-0609-419e-981a-fe153c07ad91","","checklist-flat","pass","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Kitchen","Kitchensink checklist"
"f0d4c9eb-1704-4aec-8370-dc1f6b6c3b15","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C304","Laundry"
"0b0e639e-7626-4b28-a35d-bf5b45f5da5e","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Laundry","Laundry"
"78ba0274-02ac-4bbe-a0ab-291af0abc1ba","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C304","Laundry","FWG"
"b7deeadf-9e81-4824-945d-a570d74dc391","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C304","Hot Water Cylinder"
"89704831-8a23-4ab0-b226-ffee78069a17","","checklist-flat","pass","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Hot Water Cylinder","HWC"
"a4085ff3-60c4-415b-a55a-863a8340c7fe","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 3","Unit C304","Underslung"
"932e6a9e-33df-4b87-bc6e-81d0b650ff3b","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Underslung","Underslung Pvc"
"c6b483f3-241d-41ee-b81d-d8d293b02190","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C304","Acoustic Lagging"
"bc37e628-d97a-42de-a95d-12771a939c6b","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C304","Acoustic Lagging","Acoustic Lagging Checklist"
"80bc8bdb-b5ec-4610-a747-44772d8a208a","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Corridor"
"ef442822-49fa-459e-8cb2-44a3d349001b","","checklist-flat","pass","Photos","checklist-flat","FALSE","FALSE","Building C","Level 3","Corridor","Photos"
"fea12b58-78a4-4be8-a637-ef5e8a9c8af2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C308"
"0fbb0026-d1d5-419d-920e-8cb81d88d8e4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C308","Bathroom"
"fb93fd00-ab23-4b9c-9d01-9035c6f14e17","","checklist-flat","pass","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Bathroom","Toilet"
"fb1edfd7-efa8-4e04-9ee0-3ba727ef79cf","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Bathroom","Wash Hand Basin"
"149fb887-75e3-4965-bf42-a1d07d6a84c5","","checklist-flat","pass","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Bathroom","Shower"
"39ce17b4-3a67-45d6-80ab-c4d275e24cb8","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C308","Bathroom","FWG"
"c4188ad5-adbe-4c27-92b2-87282ddfc55e","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Bathroom","Shower Tray"
"f50cfbab-d5f4-46ce-badc-6c7ba9505881","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C308","Kitchen"
"7537f1d0-6fc1-4bd2-821c-969fcb691c2f","","checklist-flat","pass","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Kitchen","Kitchensink checklist"
"d1fd1626-5b4c-4719-a31a-6f9119657fb7","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C308","Laundry"
"d20c319a-18ed-4af9-b4ec-e3fe09a01f63","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Laundry","Laundry"
"e0c434bb-eb1f-4033-8f5c-e1475bea3dee","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C308","Laundry","FWG"
"7b42c577-5c8a-424a-a5f1-941833133080","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C308","Hot Water Cylinder"
"c883670c-61e9-4e67-bdd1-3932cea613e4","","checklist-flat","pass","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Hot Water Cylinder","HWC"
"6215cb63-dadd-4e33-a65b-cb006569bc9f","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C308","Underslung"
"8653dc20-6034-4c00-aee9-33183305805e","","checklist-flat","pass","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Underslung","Underslung Pvc"
"e01ce9e6-a7b8-4feb-963d-71fdd9998d98","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C308","Acoustic Lagging"
"8b5fe4bf-7ce2-423f-8470-1df5e4594d9a","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C308","Acoustic Lagging","Acoustic Lagging Checklist"
"8d4ec12a-fec2-4a5b-ac30-c7586855899f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C306"
"e15f2984-f864-4901-a8ca-b362834a7aa0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C306","Bathroom"
"a963f206-896e-4254-84b5-f5e7cd26bdb7","","checklist-flat","pass","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Bathroom","Toilet"
"aded62ca-7e86-441c-9af3-1e4d90f1a9a1","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Bathroom","Wash Hand Basin"
"d0fac144-7adf-4baf-8b55-58cef81049ae","","checklist-flat","pass","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Bathroom","Shower"
"256f5eda-a897-4898-9fd5-5665550b70ba","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C306","Bathroom","FWG"
"63fe0b85-4aed-418a-8a78-08443bdd3990","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Bathroom","Shower Tray"
"9a2f55f3-e01c-4af1-955f-f05ea3d81511","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C306","Kitchen"
"0d08d787-7b27-4264-b702-2d580a272e3f","","checklist-flat","pass","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Kitchen","Kitchensink checklist"
"71e2be7c-1879-4e48-a6a1-b59eb925e44c","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C306","Laundry"
"ea934d62-45b4-48ca-aa86-97479ecf3552","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Laundry","Laundry"
"7c3e30ff-1c92-4b4a-b6af-7a3882820923","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C306","Laundry","FWG"
"f01109d7-1706-4a13-8428-204276c3a3fc","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C306","Hot Water Cylinder"
"dd68f249-3df5-4fa7-9ac2-f1308c057f83","","checklist-flat","pass","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Hot Water Cylinder","HWC"
"89f3e044-1060-4019-b76d-8ba1f1f0734f","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 3","Unit C306","Underslung"
"8f2186a4-082f-45f5-b66e-b75f356b757c","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Underslung","Underslung Pvc"
"d5ce6a54-060d-4e41-ab5a-b024a3feda6c","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C306","Acoustic Lagging"
"80cf6225-23c6-4b9e-b406-da0eaac9518f","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C306","Acoustic Lagging","Acoustic Lagging Checklist"
"3b4128a7-3061-4e09-b0f6-3c1c11514794","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C307"
"6c860457-0538-4246-af96-b1ae6941ba64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C307","Bathroom"
"efcc7f32-134f-4c19-bb59-1cb9a24031cb","","checklist-flat","pass","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Bathroom","Toilet"
"3cdfa5ab-79f2-4cf3-99ad-5873c8237ab4","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Bathroom","Wash Hand Basin"
"8bbb824c-70f4-4d74-815a-65c1175f7330","","checklist-flat","pass","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Bathroom","Shower"
"7a156122-686b-4558-9e09-277926a08fc8","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C307","Bathroom","FWG"
"f570c795-c045-4c58-8bb5-a2c2389b0d49","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Bathroom","Shower Tray"
"807182d6-579e-44e8-abb4-26cf42a104bc","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C307","Kitchen"
"4a9151e9-deea-4440-93b7-3ae4cc467722","","checklist-flat","pass","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Kitchen","Kitchensink checklist"
"0030db8c-8fea-42bd-8862-232ac1cd059d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C307","Laundry"
"2ec66efe-1a7b-4e21-99c1-88b114c43145","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Laundry","Laundry"
"bbbf0b68-f300-4d48-92d5-fac26022183c","","checklist-flat","work-in-progress","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C307","Laundry","FWG"
"2011f9c3-0fea-42cd-9718-87ed2d24d6b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C307","Hot Water Cylinder"
"fa2e7a89-e65b-4899-a0ff-d3b0b0cf4afe","","checklist-flat","work-in-progress","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Hot Water Cylinder","HWC"
"4eff90ab-0067-4061-8674-cc2672a5cec2","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 3","Unit C307","Underslung"
"1b143e02-8b9c-4384-bbeb-4fd8c63e1817","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Underslung","Underslung Pvc"
"f162baee-b712-41df-92c5-e419494dfd9d","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C307","Acoustic Lagging"
"0b5b0d0a-f5c3-48d5-bfc5-a69bc60a4edf","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C307","Acoustic Lagging","Acoustic Lagging Checklist"
"bdec9906-14d0-43f6-beee-0ae4a630089c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C305"
"a704f075-13d3-4a09-a08a-ebc7102d75c7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level 3","Unit C305","Bathroom"
"04d87459-acaa-44c1-a1ca-4bfd77e3e05a","","checklist-flat","pass","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Bathroom","Toilet"
"075d07b8-4d8e-4aa0-883e-a9577160bb94","","checklist-flat","pass","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Bathroom","Shower"
"44f08d89-f4d8-4f99-9139-850fdef2f949","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C305","Bathroom","FWG"
"058568c3-97a7-48c1-9fb2-a0c06f9d4412","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Bathroom","Wash Hand Basin "
"e16a0e76-8908-44b0-9740-ea532a323e60","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Bathroom","Shower Tray"
"978d7d21-bdf5-461a-84b4-1c9f3031fc7f","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C305","Kitchen"
"ae27f9c2-7af7-4f44-a321-47d463e8b291","","checklist-flat","pass","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Kitchen","Kitchensink checklist"
"041a2a5b-75b5-47bf-85f4-6f65a5f8b36b","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C305","Laundry"
"e2f739b4-add6-4fe7-8867-ede179c64f78","","checklist-flat","pass","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Laundry","Laundry"
"74a7f5e0-40af-4bb7-b75c-6ab68006969c","","checklist-flat","pass","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 3","Unit C305","Laundry","FWG"
"4b9edcdd-f6ad-421b-9cf8-2347c9805ded","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C305","Hot Water Cylinder"
"f4f686cd-7f4f-4a84-8735-eb7059113f69","","checklist-flat","pass","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Hot Water Cylinder","HWC"
"2d274c18-33fb-440e-b489-6d612d421600","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C305","Underslung"
"7d5e7a29-aedd-4bc3-806c-f9d457e098a7","","checklist-flat","pass","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Underslung","Underslung Pvc"
"288d7243-9729-4aef-95d9-1750241ebea5","","folder-normal","pass","","step","TRUE","FALSE","Building C","Level 3","Unit C305","Acoustic Lagging"
"5fac5b9f-0b7c-4384-af62-a6ef81586c73","","checklist-flat","pass","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building C","Level 3","Unit C305","Acoustic Lagging","Acoustic Lagging Checklist"
"98a7f6cb-0816-4bba-baed-11cd5c86d88b","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 4"
"2fcca04d-6325-4f22-85a3-6b3097544870","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 4","Unit C401"
"55bc1ef4-6be9-46e1-a5b0-e13cfa97bbf5","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 4","Unit C401","Bathroom"
"014c6420-2cb8-4625-b7f5-484817e4d5a3","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Bathroom","Toilet"
"8d7a1181-916f-4638-a8d5-20e1144d5823","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Bathroom","Wash Hand Basin"
"a4ad4882-7557-4fe1-842b-e0106a0a8c6c","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Bathroom","Shower"
"39d3f510-7859-42d4-a006-17e2181648a6","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 4","Unit C401","Bathroom","FWG"
"ac5fce25-a3a1-401e-94af-8fe7e3864247","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Bathroom","Shower Tray"
"deb604ad-334c-4382-aeaf-95e894b31046","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 4","Unit C401","Kitchen"
"b4f05cfa-3d62-4ad6-bd2e-c32795315a0d","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Kitchen","Kitchensink checklist"
"28be98e0-4bab-4be6-89fe-e9666a90479a","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 4","Unit C401","Laundry"
"dea10157-e4c1-4506-b0f2-133d2d1241dd","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Laundry","Laundry"
"8f6bb5a2-0c39-4c21-9025-f51215bdd952","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building C","Level 4","Unit C401","Laundry","FWG"
"c881dc20-8795-42e1-87dc-1845e0c5e3ac","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 4","Unit C401","Hot Water Cylinder"
"1807ca3e-7a63-4ef1-8817-fb5101f33dbd","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Hot Water Cylinder","HWC"
"6298e74f-fe19-4fd8-bdc1-bf802aca57cd","","folder-normal","not-started","","step","TRUE","FALSE","Building C","Level 4","Unit C401","Underslung"
"d7f87bbe-fba3-4d96-bcbf-6da97795a60c","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building C","Level 4","Unit C401","Underslung","Underslung Pvc"
