"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1aaed0a5-fc27-470d-ad90-a08ba3523b78","","fail","","folder","TRUE","FALSE","Site QA"
"c297c7aa-cdbc-4f11-8f95-f5215168c7eb","","fail","","folder","TRUE","FALSE","Site QA","Multigate Office"
"75865981-7e93-491b-ba1b-6df16f3d58e7","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure"
"81e3d7c0-4f4e-422a-ae17-d94b07ca5b8b","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)"
"0261fff3-f86e-4c19-bda6-ce59be8ed14a","","pass","Excavation - GPL-QSE-ITP-STRUC-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East"
"5ba8777d-e62e-59a1-a9e5-3a3a34cd11a9","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East","Prior to Works"
"bd190b48-3acb-59be-b2f5-62e7da446069","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Electrical checklist, provide photos"
"ed8fbf90-1a86-5ffa-9699-e6e829c166b0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Compressed Air checklist, provide photos"
"38a379ad-3b7e-5cce-b627-7ec7ffd1a888","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Confirm joinery is installed and completed"
"8bc9ccc4-3ec6-579d-8d83-c9ec4e46f78b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Doors & Access Control checklist"
"eecbe32e-7e32-5dfd-84c6-6d59853945b1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Windows checklist"
"f4d389d4-3a8a-527b-8d5c-6d5d095e2669","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Confirm sealing works are completed throughout"
"f55b610f-10a7-5d13-acc0-abe252808bfd","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Confirm testing & monitoring instrumentation is calibrated"
"c054aad8-e1e1-51c1-b6ea-b9ffe9dca33c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","During Works","Attach Cleanroom Consultant Inspection Report(s), and confirm all actions are closed out"
"c45f8ffe-6474-5540-97ba-3670b4f857c5","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","After Works"
"472cdc58-4bd3-5423-913c-67cc71a9f48e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","After Works","Review panels & joints to ensure no visible damage/cracks/misalignments"
"af9822e5-ef4f-5c55-9739-09832a461340","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","After Works","Confirm final cleaning completed for area"
"ca6d7208-932c-52a5-8598-b7c6c63b672d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","After Works","Attach subcontractor ITP for Sandwich Panels"
"9fc16b53-602f-5021-b9b0-402ff03afe55","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","Sign Offs"
"480f5e67-59b8-5b32-b3db-a56795609ee6","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","Sign Offs","Orwell Sign Off"
"a3a26245-1b47-553b-8165-d18fbf89d229","","pass","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Static","Sign Offs","Request Sign Off"
"893ced2d-1a23-49ef-9a67-5b7daf10722b","","pass","Cleanroom Checklist - GPL-QSE-ITP-FIT-012 (Rev00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant"
"64dcecb6-cf95-54e9-94bb-db170f7053c4","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Prior to Works"
"ddaae4bc-0868-5394-897f-85d60684929b","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Prior to Works","Confirm sealant product to be used"
"6d8461e3-a67f-5b7f-9cd3-bf1e98ef6881","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Prior to Works","Confirm corner details to be used within cleanroom"
"a2b2198d-c257-5a5c-b2ae-c1a2e6e79dbd","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Prior to Works","Cleanroom material delivered clean, protected, and undamaged (plastic wrap), provide photos"
"08991d10-95bb-5f96-825e-63d1e6308de5","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Prior to Works","Confirm relevant approved design drawing"
"faf3a52c-f3d1-5299-aefe-dc9d0192fd5e","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works"
"b54db39b-6f7f-5f12-b1d7-0921980fd2fb","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Cleanroom walls checklist, provide photos"
"a09aa502-981d-58f6-8d6e-ce8009ffd37b","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Cleanroom ceilings checklist, provide photos"
"018a3beb-6585-57b0-8d56-4621fe97eb64","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Mechanical checklist, provide photos"
"c9dc9b97-ea1e-58d6-8e96-21241c8f22cf","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Pass Through Hatches installed, cleaned and sealed"
"6165e3e5-7d0e-5ee0-992c-06b308b394cf","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Electrical checklist, provide photos"
"697db208-5a06-57d3-8d1c-0bae6e3ba15d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Compressed Air checklist, provide photos"
"5bcba897-c3ac-5365-9931-25b694a7559c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Confirm joinery is installed and completed"
"2b5187ea-11b5-5cbd-a59e-362ca19d4871","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Doors & Access Control checklist"
"3f1354a9-14c1-52db-b0b4-9192ebe1509e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Windows checklist"
"bf07162b-d959-5cfe-b40e-b551b3977051","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Confirm sealing works are completed throughout"
"f1a8a723-988f-55f2-8e7d-3c5c9acdb09b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Confirm testing & monitoring instrumentation is calibrated"
"3131baf0-be3e-5b14-8741-01509812cf73","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","During Works","Attach Cleanroom Consultant Inspection Report(s), and confirm all actions are closed out"
"a5db9862-502b-56ed-9403-265098bc5d98","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","After Works"
"ab56ca7f-32fd-52f3-a062-aafc5cdbe796","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","After Works","Review panels & joints to ensure no visible damage/cracks/misalignments"
"052bdccc-4013-584a-8a77-7d2cd429270c","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","After Works","Confirm final cleaning completed for area"
"d062730a-b3c8-55e4-9ffa-1cf815d71379","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","After Works","Attach subcontractor ITP for Sandwich Panels"
"9a97a8ca-738c-5a9f-b3be-cdf39b942664","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Sign Offs"
"c109afc8-306d-5c0a-ae0d-8d647b34dfaa","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Sign Offs","Orwell Sign Off"
"3083be8f-00eb-5424-8d10-41218377e0e5","","pass","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 1 (Ground)","Cleanrooms","Decant","Sign Offs","Request Sign Off"
"409b547d-3283-4807-9341-d65b57fd268e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)"
"9afc2824-488c-4b2e-9292-9ea44f9228e8","","pass","Plasterboard Walls - GPL-QSE-ITP-FIT-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls"
"2c33c9fd-c2e5-5569-806c-4f633731a071","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","Prior to Works"
"0afd7d88-28f4-5b31-a273-2e6d1c827334","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","Prior to Works","Work area and surfaces clean and clear ready to commence work"
"38744175-01c7-5058-b90c-71a418cf7f10","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","Prior to Works","Confirm surveyor 1m mark and gridlines installed"
"fb99f437-c9b9-5582-8146-1ccc6fba7a51","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works"
"9cca2448-fd9f-51b7-a09e-1639e16866e4","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm wall set-out correct"
"79e0fb0a-2de3-50f3-9323-a01d1f2ef119","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm framing gauge and stud spacing to external walls as per design"
"a1f2c14f-0a32-5d7d-b200-3e6180f68cd4","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm framing is straight and plumb"
"aef709ab-2fe2-5dee-bc60-2679a1fe5f69","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm door frames are correct RL, plumb and installed at correct orientation"
"810a1900-2e76-5c4c-bb9b-98572440ea98","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm corners are square (notably wet areas)"
"ff1a3d08-ac97-55b5-b155-68b70eae221b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm minimum cavities achieved between Hebel and stud"
"2fc8f4d9-e73f-5a86-9327-9ca7001747e0","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm that joinery openings are correct"
"8b45f978-ded9-5395-a74d-21d4827d83b0","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Framing Works","Confirm all noggins are installed"
"a467594e-85c8-5769-b77b-42cb591cdb3e","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works"
"497a0e61-c25a-5a06-82ee-8bfd5072d8a1","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works","Confirm all service ITPs have been received"
"d4682728-b2cb-5b47-962e-8d777e5684ac","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works","Attach Fire Penetration Inspection Report, and confirm that all actions are closed out"
"a2e88910-b500-5426-be2d-1b9a5e8de7cb","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works","Confirm acoustic and thermal insulation installed"
"f29904fb-49c6-5ca3-857e-61129d568559","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works","Confirm correct board type has been used (FC, Blue Board, Aqua check etc)"
"36973e9d-d065-55f2-bb82-5a1604546450","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works","Confirm sheeting to intertenancy and wet areas are full height and sealed to concrete soffit on both sides of wall (or as required)"
"a1944a86-3339-5725-a80c-ef0b09539a75","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works","Confirm all penetrations through wet area walls adjacent to habitable rooms are sealed and caulked"
"5adda4cd-5836-5d61-93de-8f31694fd0d0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","During Sheeting Works","Confirm skirting fixed level and at correct RL at joinery/window interfaces"
"3163f97f-522e-53bd-a6a1-de16fd2232fa","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","After Works"
"af844f0a-d638-5c0a-9d2c-c27b47a9e0fb","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","After Works","Attach subcontractor ITP"
"4a2d3581-62a3-5109-90ea-cb603632b022","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","Sign Offs"
"c47f94a5-b363-5368-a80e-0e6970441803","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","Sign Offs","Orwell Sign Off"
"3e465ba8-8070-5a53-9f76-b72b965e7305","","pass","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Walls","Sign Offs","Request Sign Off"
"88571dee-4308-4a9d-8346-7c3d131e61a9","","pass","Plasterboard Ceilings - GPL-QSE-ITP-FIT-004 (Rev 00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings"
"6070754a-bc39-5019-8d79-a9eba8b9652a","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Prior to Works"
"448f2529-91e5-5a27-9d79-e1264deebbd6","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Prior to Works","Work area and surfaces clean and clear ready to commence work"
"e72b6a7f-c2f3-50e9-82e0-f2349d6801e5","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Prior to Works","Confirm surveyor 1m mark and gridlines installed"
"c6016edc-7af8-58c6-ad78-cf2f27aba016","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Prior to Works","Attach Acoustic Consultant Inspection Report, and confirm that all actions are closed out"
"8be8006f-c8e0-594d-b09a-2ac84321eb92","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Prior to Works","Attach Fire Penetration Inspection Report, and confirm that all actions are closed out"
"a67f8f12-80a6-5f91-b543-e8427a31d268","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works"
"aa4c9207-04fb-5a8a-99c9-1c0cdbebbdd0","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm ceiling framing flat and at correct RL to achieve FTC height"
"b64884b8-9b48-5e19-b8fe-cae1d9becc9c","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm ceiling framing bulkheads are square and level"
"9af571d5-c744-5108-84e2-404e5b2a595e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm ceiling interface with door frames correct"
"7ba3c109-6978-5e12-afd5-da2611bb6511","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm access panel set-out correct and AC equipment, fire dampers etc are accessible"
"453d92f7-8729-565f-912e-60d8a034f39a","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm all noggins are installed"
"730d69f1-11c4-5015-961f-9034d66371ed","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm all grill inserts are installed to bulkhead framing (where applicable)"
"f783cd28-5cb1-57f0-a593-dcda547e5995","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm ceiling insulation complete (where applicable)"
"3081a03d-ac90-595f-9ea5-2d5033331df9","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","During Works","Confirm ceiling framing do not clash with other services (e.g. downlights, access panels, mechanical exhaust, sprinkler heads)"
"ba94a610-5b92-5c7e-be71-7efb862bc7c0","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","After Works"
"0a28ea21-32ed-543a-a2f8-3d45d85d12c1","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","After Works","Attach subcontractor ITP"
"8136491f-b92d-52ff-9606-f905a7807d13","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Sign Offs"
"72c40545-3875-5088-9bae-08888bb4d97f","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Sign Offs","Orwell Sign Off"
"57b26427-886b-5855-ad4b-073db916b973","","pass","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Ceilings","Sign Offs","Request Sign Off"
"77e0db3c-4600-4fea-aa76-7b95165eddf5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In"
"d70114d1-424e-4e19-81a8-888f17b4cd93","","work-in-progress","Hydraulic Rough-in - GPL-QSE-ITP-FIT-005 (Rev 00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic"
"c837e08d-9cf8-57f6-b3f9-4081a25f53e3","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Prior to Works"
"c2501ef3-d6f1-5331-b2ca-21cb15018142","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"a8f5e644-c9fa-5489-ab5c-ab2aeb2dad99","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung"
"81a17b06-8102-55e9-87ce-a0d4f0340814","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung","Fire collars inspected prior to works. If cast-in, all grout removed, no honeycombing etc. If retrofit, correct number of screws used etc."
"f0f84cd0-6be4-5c0d-a2be-7b135d57ebe1","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung","No part of fire collar covered (i.e. painted or Hebel head track etc)"
"e8f20b4b-1442-53f0-af0c-e12541a0f911","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung","Underslung PVC pipe installed as per design location. If not, mark up sent to record 'as-built'"
"0f5e1afd-f4e8-575d-82c8-0c0da4bb98c4","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung","Underslung PVC pipes and traps invert level all contained inside ceiling void"
"ececd521-3f55-56cb-9f2c-71210b1b9ac8","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung","IO's installed as per design and at change of directions"
"6cc82ad0-9d6b-526a-a3ae-689f9b2b8349","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung","All PVC pipe work acoustically lagged and wrapped as required"
"71cd6625-faa4-53dd-8537-61b992f11c7c","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Stacks and Underslung","Confirm PVC pipes are not bridging against metal studs (Minimum 5mm clearance is required after lagging)"
"c782794b-ec07-5329-a5e3-24cc2f47a37a","","work-in-progress","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in"
"2df4d1e6-0544-5722-a902-f70be852c725","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","Confirm rough-in location to kitchen water and gas as per kitchen shop drawing"
"77d9bcc9-fa4d-55a2-aab9-0cde2e52bc4e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","Confirm rough-in location of wet area as per design"
"9dd05717-d399-56c2-9177-55bbbe4850ac","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","Confirm rough-in heights of wet area as per design"
"c635cfe1-6e63-5836-b86c-d6346320de88","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","Confirm inbuilt cistern location and framing"
"b9d34d28-a49a-5f7c-8fad-f93128feb1d2","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","Confirm A/C tundish location"
"b053623b-20d7-5d88-8fa1-948b833faa5d","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","PEX pipes clipped at required centres (horizontal 600mm, vertical 1200mm) and rubber grommets fitted where running through studs."
"21f31619-a772-575f-bc30-bc38c2ff8a2d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","Confirm following test been undertaken (attached sign off)"
"c04dc0e9-de62-5753-af3d-247ba0ff44d4","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Rough-in","Confirm all penetrations through fire walls/slabs are treated and signed off by Fire Peno consultant"
"bcf29256-dd34-5184-a2c2-d74ee686ba62","","not-started","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","After Works"
"c1317619-7c70-5a91-9399-37c6bac168d3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","After Works","Attach subcontractor ITP"
"10edc82d-cc93-5795-9cae-1255f6814084","","not-started","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Sign Offs"
"8e4313c9-85e7-5a07-b531-1f5654bf7310","","not-started","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Sign Offs","Orwell Sign Off"
"74a46496-9379-53b5-b704-74740933daa4","","not-started","","signoff","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Hydraulic","Sign Offs","Request Sign Off"
"1116a625-35e5-4998-a24f-21d421e87eb5","","pass","Mechanical Rough In - GPL-QSE-ITP-FIT-007 (Rev 00)","checklist","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical"
"acbb2aa9-5a10-50a5-a153-3235c4ba56a6","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","Prior to Works"
"9c127514-080b-57d8-b09e-e042bbceb65e","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","Prior to Works","Attach markup plan of area/unit covered by this ITP"
"c41bafaf-c6ba-5a01-a54b-affaa64083e4","","pass","","section","FALSE","FALSE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works"
"475eda98-f8ee-5491-a8fa-edd48e6b7221","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm FCU and Fan location as per the design and ceiling access panel will work for servicing (i.e. back left hand side of FCU, directly under fan)"
"a1d6d220-bad0-5322-bf6c-a1c5958d64cf","","pass","","checkpoint","TRUE","TRUE","Site QA","Production Facility","Fit Out","Level 2 (Mezzanine)","Services Rough-In","Mechanical","During Works","Confirm FCUs and Fans are vibration isolated from soffit with in shear rubber mounts"
