Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id,,,,,,,
label,f4b03cea-805f-51c7-9890-aeb2aa777375,,note,Produce Record - C,,,,,,,,,,,,,,
label,66a2b450-6e06-50be-bf4d-3acd49f33fac,,note,Approval - C,,,,,,,,,,,,,,
label,f597a4ec-369d-5a89-a1b6-e90e36b2bb8b,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Confirm correct treatment(s) and chip,,,,,,,,,,,,,,
label,e2e21476-3ad2-564e-b24f-c660bc096011,,note,Controlling Documents - EBOP NOC Design Report,,,,,,,,,,,,,,
label,5fcb5916-96bc-5af9-9b0d-68ca2432d362,,note,Acceptance Criteria - Details/chip correct,,,,,,,,,,,,,,
label,e64e5f36-5718-5470-a636-1e6a32ba6683,,note,Method - Visual,,,,,,,,,,,,,,
label,c9f76c53-7e05-5f69-949a-37971fa00a9c,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,d2d4ce2f-0bd5-53c8-ba7c-f17b8bb4e14e,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,4d909594-6dc5-5904-976d-0e2d5b4ccb2b,,note,Verifying Document - Chip Sealing Quality and Site Record,,,,,,,,,,,,,,
label,b4a8ffc3-75f9-5eef-9cc9-296c9c4981dc,,note,Conduct - C,,,,,,,,,,,,,,
label,006f66b1-cf1a-50ef-8221-3ff8f4272340,,note,Produce Record - C,,,,,,,,,,,,,,
label,51fbf086-3570-5520-83b7-075f961dee0a,,note,Approval - C,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Cutback Bitumen Blend,,,,,,,,,,,,,,
label,fef5dac7-762a-5806-8fc9-0a743221916c,,note,Controlling Documents - RNZ 9803_0513,,,,,,,,,,,,,,
label,ba0b60f3-b1bd-5660-887c-68b263d57e87,,note,"Acceptance Criteria - +/- 2PPH Cutter, +ve for Adhesion agent presence",,,,,,,,,,,,,,
label,28d17d0a-a7c2-5fd8-99e7-e685fee7b41f,,note,Method - Sample and test,,,,,,,,,,,,,,
label,57456b3e-557d-5720-879e-21c18b2cab36,,note,"Frequency - 1 Sample per Per Sprayer load, tested at frequency of 1 per 100,000l sprayed",,,,,,,,,,,,,,
label,4c8e95ad-2ec8-599f-b96a-216f6e0c1d2e,,note,"Responsible Person - Surfacing Project Manager, Surfacing Supervisor",,,,,,,,,,,,,,
label,2a589efb-a5b6-55c6-838f-5fc2f3a3f6a7,,note,Verifying Document - IANZ Report's,,,,,,,,,,,,,,
label,b5a95e9e-7b34-5cc2-8ce7-ec5366030387,,note,Conduct - C,,,,,,,,,,,,,,
label,6c0abba5-b435-5021-869d-a283457e8ca2,,note,Produce Record - C,,,,,,,,,,,,,,
label,1a8b62b3-3109-546f-9664-1b0a5545df4e,,note,Approval - C,,,,,,,,,,,,,,
label,51e7d591-e816-5494-8724-2aba875f0b5c,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Bitumen Application Rate,,,,,,,,,,,,,,
label,e47df641-ddc9-5228-9c94-15c4efe6b4f6,,note,"Controlling Documents - E/2 Certificate, Seal Design / Spray Instruction",,,,,,,,,,,,,,
label,ddecfd05-ae94-5b75-bdb3-e47482ec4d3f,,note,Acceptance Criteria - Current E/2 Certificate +/- 4% per Spray Run,,,,,,,,,,,,,,
label,f41cfd42-a104-5e32-98d7-507615d647fa,,note,"Method - Test, Review",,,,,,,,,,,,,,
label,81739e81-f3c9-5525-a301-514913808027,,note,"Frequency - Per Sprayer, Per Site",,,,,,,,,,,,,,
label,d343ed88-9767-5cef-b2db-2ed8666043a2,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,af0185b5-ce6f-523b-b489-de8012565509,,note,Verifying Document - E/2 Certificate. Spray Sheets,,,,,,,,,,,,,,
label,3ae739f1-b509-59de-9b79-e621427a0e5d,,note,Conduct - C,,,,,,,,,,,,,,
label,2de9bc02-9838-5782-b34d-56feb599d9d9,,note,Produce Record - C,,,,,,,,,,,,,,
label,155a0576-507a-5807-8535-d5803de0c9e5,,note,Approval - C,,,,,,,,,,,,,,
label,c69f1c3c-2230-5e2d-8a8d-f384a57508be,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Chip Application Rates,,,,,,,,,,,,,,
label,6d78cae6-b926-5c03-aa97-14ff2eb8c97e,,note,Controlling Documents - Chipsealing in NewZealand,,,,,,,,,,,,,,
label,78545a7a-721e-5e4c-8f09-25dc89839668,,note,Acceptance Criteria - As per Chipping Guide,,,,,,,,,,,,,,
label,f75af9b9-ef93-54f0-95ec-f07f9d4850ee,,note,Method - Visual,,,,,,,,,,,,,,
label,9393fd44-8072-5982-907f-de6e55997396,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,c5fcc65e-7103-5e96-8da2-68d73eb0bfe2,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,952606a3-a468-52d1-84ca-5dfa7cb3bc08,,note,Verifying Document - Chip application check sheet. Chip Sealing Quality and Site Record,,,,,,,,,,,,,,
label,215e8acb-41fa-5de4-806a-45cc112d21d3,,note,Conduct - C,,,,,,,,,,,,,,
label,16b346d9-783b-529c-8228-ecd163e6acb2,,note,Produce Record - C,,,,,,,,,,,,,,
label,c63a6826-d444-5912-83b9-88188a35e2ae,,note,Approval - C,,,,,,,,,,,,,,
label,911b9321-dd8a-5665-9af2-20938a528008,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Rolling,,,,,,,,,,,,,,
label,38e0f8ec-7421-59ca-b14e-0c416a3fbc73,,note,Controlling Documents - Chipsealing in NewZealand,,,,,,,,,,,,,,
label,5d44e809-3e8e-545c-a656-d828277254e7,,note,Acceptance Criteria - Mimimum as per CS in NZ - Bit volume / 3600,,,,,,,,,,,,,,
label,cb38250a-88e0-56cd-b249-c07ed0814468,,note,Method - Visual,,,,,,,,,,,,,,
label,34502e9b-e06d-5e0b-8159-79245b4f35b1,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,c4f1f0e3-0eb1-57a6-884b-67f0d16ef7c5,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,d49e9c07-0ea1-5e6c-8ec7-88e6255f3206,,note,Verifying Document - Chip Sealing Quality and Site Record,,,,,,,,,,,,,,
label,2231e702-60a4-5146-ae9b-6ab5b93e2ad4,,note,Conduct - C,,,,,,,,,,,,,,
label,487151b0-f47e-5740-ac8f-20a69de38a84,,note,Produce Record - C,,,,,,,,,,,,,,
label,a918a5dc-0c6a-5143-9c8e-f21fba080e85,,note,Approval - C,,,,,,,,,,,,,,
label,f8632623-93fd-5669-a7c6-b9601b6ad8e2,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Cleanup,,,,,,,,,,,,,,
label,ad574819-e879-5c37-8af2-da6c63c16ea5,,note,Controlling Documents - Chipsealing in NewZealand,,,,,,,,,,,,,,
label,1b0cf053-f846-58ba-9aab-58c132779276,,note,Acceptance Criteria - Site including adjacent surfaces free of loose chip,,,,,,,,,,,,,,
label,2f1e21c4-e0d4-50bf-b7c9-30b2547f1a8e,,note,Method - Visual,,,,,,,,,,,,,,
label,e65f10fe-5f42-57bd-b71a-f38a9d75c53a,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,116962c4-4200-53f9-8d8e-47c65031632c,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,8253da48-3a86-5aeb-8132-7e193890c268,,note,Verifying Document - Chip Sealing Quality and Site Record,,,,,,,,,,,,,,
label,7c28be5d-cab2-5036-9cb0-f8f202ebdec7,,note,Conduct - C,,,,,,,,,,,,,,
label,772adade-d351-5820-ac88-3315365d9c5c,,note,Produce Record - C,,,,,,,,,,,,,,
label,79fda24c-e73d-5bdb-a315-4df0f7d8d05f,,note,Approval - C,,,,,,,,,,,,,,
label,133cbb6a-becc-5b13-b789-1ce370e2631a,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Post Sweeping,,,,,,,,,,,,,,
label,9a2aea55-b738-56c5-b0bb-5b7cf901a4af,,note,Controlling Documents - Chipsealing in NewZealand,,,,,,,,,,,,,,
label,6f0de3c3-ccc6-5caf-9ba1-3ac3f23a07ab,,note,Acceptance Criteria - Site including adjacent surfaces free of loose chip,,,,,,,,,,,,,,
label,ff91aa66-33d8-5523-8763-bbb190eaa095,,note,Method - Visual,,,,,,,,,,,,,,
label,b9685670-cbb4-573a-808e-bc63b2df88f7,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,0abc7b5a-cd7a-53a6-92a9-ec083f924189,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,1e0fe49a-1007-57b4-a1a8-ffa64b0c4e6c,,note,Verifying Document - Site Record,,,,,,,,,,,,,,
label,46750517-33f2-53b5-a809-f6c38b1d3fb6,,note,Conduct - C,,,,,,,,,,,,,,
label,6429ad6c-b500-5eb1-b7ca-1aa70009daa4,,note,Produce Record - C,,,,,,,,,,,,,,
label,4ce82371-aa69-5dbb-a4fe-145ecd86f9b3,,note,Approval - C,,,,,,,,,,,,,,
label,a2c475df-2bde-57e9-bb06-f0115644b7eb,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Linemarking and RRPM Reinstated,,,,,,,,,,,,,,
label,c39eccdf-61c4-539a-93ae-9b0e2c5bd042,,note,Controlling Documents - MOTSAM,,,,,,,,,,,,,,
label,1a9dab43-61b2-5e1c-a7ac-28addf44aae1,,note,Acceptance Criteria - Matches previous linemarking - within 48hours of sealing,,,,,,,,,,,,,,
label,3c2319b7-0073-5194-a93c-ef66dcb6b4cf,,note,Method - Visual,,,,,,,,,,,,,,
label,5d4faf23-03b5-5ce1-8600-9d566f19f39a,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,178ad9a7-6edb-5e8d-84b5-6aa9160212c2,,note,Responsible Person - Surfacing Supervisor,,,,,,,,,,,,,,
label,f251cb57-4943-50e2-811d-ddecdda50989,,note,Verifying Document - Site Record,,,,,,,,,,,,,,
label,446dee75-ec0d-5c41-b642-27e7eefd87bd,,note,Conduct - C,,,,,,,,,,,,,,
label,6847764d-3d24-5236-8986-9488c95c5e1c,,note,Produce Record - C,,,,,,,,,,,,,,
label,9223cbe9-d85f-53bb-b94f-d709ca6f0805,,note,Approval - C,,,,,,,,,,,,,,
label,74e9778e-8066-5241-a212-0a76ca2594f7,,note,Witness Point - Y,,,,,,,,,,,,,,
checkpoint-group,,,section,6. Chip Sealing - 6.3. Post Construction,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Post Construction Walkover,,,,,,,,,,,,,,
label,c3662a68-ac17-5e7d-b850-9af8a42e95cf,,note,Acceptance Criteria - Formal Agreement,,,,,,,,,,,,,,
label,bcaba44c-389e-5853-af50-13e74b2b9d62,,note,Method - Visual Inspection,,,,,,,,,,,,,,
label,d202333f-fb72-5a4c-ae8a-057d3a02daed,,note,Frequency - Post seal sweep,,,,,,,,,,,,,,
label,7fac248c-7772-5ed8-936c-114d625c2d0a,,note,"Responsible Person - Quality Controller, Supervisor and Engineer",,,,,,,,,,,,,,
label,aa0c3046-d774-50e3-b780-44db45acf5ce,,note,Verifying Document - Meeting Minutes,,,,,,,,,,,,,,
label,26f9e926-654d-5293-9b1a-17bc2a82bdb3,,note,Conduct - C,,,,,,,,,,,,,,
label,0d2220a3-27f5-50a0-aa9e-356de6571bad,,note,"Witness - C, S and E",,,,,,,,,,,,,,
label,d1899132-d20c-5f0b-926b-71a218147463,,note,Produce Record - C,,,,,,,,,,,,,,
label,4d794c88-ad06-5336-9ac6-0854349bf41e,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Resurfacing Construction Completion report,,,,,,,,,,,,,,
label,3cc5c3ea-d367-5aaf-a333-1e1efc03a4de,,note,Controlling Documents - NOC; MS 6.1.3,,,,,,,,,,,,,,
label,fd6716f1-e124-5c8a-9f59-42515594f64f,,note,Acceptance Criteria - Comply with Requirement of NOC MS 6.1.3,,,,,,,,,,,,,,
label,e0e980dc-8124-513b-8c58-8d73c471efa8,,note,Method - Record,,,,,,,,,,,,,,
label,b9460a8b-3684-52aa-a7ae-0d3706843eae,,note,Frequency - Within 2 months of completing the annual resurfacing programme,,,,,,,,,,,,,,
label,5f903fd8-a1e3-5d7e-a830-26e7e81f9bd7,,note,Responsible Person - Surfacing Manager,,,,,,,,,,,,,,
label,41f8e6c9-ee67-5056-8ea2-571a52f87733,,note,Verifying Document - Construction Completion Report,,,,,,,,,,,,,,
label,ac1e41e2-4adb-5f5c-95ae-d978ff364219,,note,Conduct - C,,,,,,,,,,,,,,
label,3c1bbea7-a5fe-517a-a9b4-e0a783953818,,note,Produce Record - C,,,,,,,,,,,,,,
label,c2d51fc0-dcb4-583e-a884-18759d2d8e1d,,note,Approval - C,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Chipseal Post-Verification Testing and Report,,,,,,,,,,,,,,
label,ac5e1801-7cbb-5dba-a595-660319769b3e,,note,Controlling Documents - NOC; MS 6.1.3,,,,,,,,,,,,,,
label,007e0ddc-e3ba-5976-9681-165d9847400f,,note,Acceptance Criteria - Comply with Requirement of NOC MS 6.1.3,,,,,,,,,,,,,,
label,ef4eec82-453c-50cc-9921-90f8d2fad73d,,note,Method - Record,,,,,,,,,,,,,,
label,c02d51f9-c468-537b-8436-133660a976f7,,note,Frequency - Each Site,,,,,,,,,,,,,,
label,2a799a79-8570-5bc8-8771-620f2f321976,,note,Responsible Person - Surfacing Manager,,,,,,,,,,,,,,
label,229ce6c9-0417-5b94-b9e7-49d4b184f03b,,note,Verifying Document - Chipseal Post-Verification Testing and Report,,,,,,,,,,,,,,
label,5bf3d902-be38-5240-b6cb-bc88a32c1bfe,,note,Conduct - C,,,,,,,,,,,,,,
label,07ccfb34-b9c4-56a7-9543-356a5ac77eb4,,note,Produce Record - C,,,,,,,,,,,,,,
label,cd4de66d-bb76-54dc-861d-8d6f54c0ce47,,note,Approval - C,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
checkpoint-group,,,section,7. Close Out,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,Pavement Rehabilitation Construction Completion Report,,,,,,,,,,,,,,
label,7dc3aaf9-7dfa-5583-bb00-3217d78ef29f,,note,Controlling Documents - Pavement Rehabilitation Construction Completion Report (6.1.2) - BOPE 2_14-001_601 Maintenance Specification,,,,,,,,,,,,,,
label,5c28d6e6-4c42-5140-a72d-3e4c9ed782e0,,note,Acceptance Criteria - Engineer Approval,,,,,,,,,,,,,,
label,9bf5a1e9-b3fa-5a1f-a5e6-a90797b42a09,,note,Method - Visual Inspection,,,,,,,,,,,,,,
label,f68c4fcf-a68c-55b8-802e-a97cc663ba9f,,note,Frequency - ≤2 months of 1st Coat Seal,,,,,,,,,,,,,,
label,c008ef23-e56b-5d5c-869b-6a42f74bab62,,note,Responsible Person - Quality Controller/ Contract Manager,,,,,,,,,,,,,,
label,df847338-6b5b-5c25-9cf0-4151fe86ea82,,note,Verifying Document - Signed Report,,,,,,,,,,,,,,
label,63fce4e2-2c30-55d7-a844-41de376e4e44,,note,Conduct - C,,,,,,,,,,,,,,
label,4363de39-1289-5a51-82be-0130ecd07a13,,note,"Witness - C, S and E",,,,,,,,,,,,,,
label,76be5e78-ec48-5aee-b814-3c49a8060c3d,,note,Produce Record - C,,,,,,,,,,,,,,
label,189080a8-49bf-5e74-91ca-9c22344b0499,,note,Approval - E,,,,,,,,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,,,,,,,,
