"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d365d5fa-61c9-49a3-aeed-96dd907aeda6","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"62d513ab-699e-58a5-b46c-986bfd4cf11c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"23fd21d0-d76a-4e4e-bba9-17f00b013321","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"02e5b060-d1ca-4108-94d4-971d19ab6063","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE","Precast Manufacture","WELD PLATE DETAILS"
"1e3207d8-ad52-526d-86bf-fbb722daca3c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details"
"48d4a2af-edca-5dc1-8d6c-d4a206b7afc6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Edge Detail"
"758d6f45-b19a-5228-a017-7e870ada868f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Bar Projections"
"92bc2813-4043-5a85-abf5-8814f70e7731","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","WELD PLATE DETAILS","Weld plate details","Cast in items"
"e97a792b-39c8-45ea-862d-b15dbae508fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 30 - 49"
"78caf3c8-4846-49ec-8bd1-53fefd120de6","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 30"
"78ebd773-5ca8-5bbd-801a-30b3750aae06","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 30","Pre-Pour Check"
"84ae6ec9-19f7-53af-b90a-92a35b4509fd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Concrete Works","Supervisor Approval"
"f25b70fc-1f3f-5899-a03f-de4fdf406f2c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Post Pour Check"
"f689e98b-d585-5229-8db4-348f0f61091c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Post Pour Check","Edge Detail"
"d4744f1d-81a9-5438-984d-c01fd95a1dd6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Post Pour Check","Bar Projections"
"eb340248-ec95-5992-900a-3f68e9e655aa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Post Pour Check","Cast in items"
"56538a0e-bb00-5ee4-b187-ee5dd01b4e93","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Stripping and Stacking"
"9fbeac0d-09a3-5aa6-a4d8-751bef22c023","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 48","Stripping and Stacking","Stripping & Stacking"
"62d4658d-c8ba-493d-9635-d9b059cac453","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 30 - 49","Panel - 49"
"1153fdea-d6c5-55e5-b131-0451feab9b16","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check"
"263c4727-67dc-5229-8d3c-84448ce1121a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Dimensions"
"edef042b-1d8a-51b8-886a-4ccd3bcf816c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Mould Clean"
"349dac83-9ae5-5a23-93b1-28aa13056f75","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Mould Oiled"
"cbd4c408-1199-5b6a-96f0-09af0b184bd6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Mould - Workmanship"
"22dfaef9-ffe6-5d0e-9ec2-0335be65fb9a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Reinforcing"
"11bd1390-36e6-5616-95ad-5a87f355e297","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Cast In Items"
"867ee06b-0734-57d6-8f54-4d258d876d6d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Marker Position and No."
"ff50d9bf-9cad-5df8-a259-df801aaa012f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Pre-Pour Check","Make mould to Green Status"
"5405397d-a930-57b2-b443-742c4f6ffcc8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Concrete Works"
"759f72b3-ea03-56ba-b55d-205f6028d900","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Concrete Works","Concrete Works Details"
"20cd11d5-875a-58f4-ac00-32ed8c2a0855","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Concrete Works","Wilco Sample Taken"
"97ccb60c-5423-59c9-a87d-8769d062f1de","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Concrete Works","Bridgeman Sample Taken"
"e19227c7-042c-5a9f-b160-a54c562c2eee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Concrete Works","Supervisor Approval"
"6af67b3c-226a-5f21-b950-cb555c2ea12b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Post Pour Check"
"f7740893-96c0-552e-a4cc-5efccafc3b70","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Post Pour Check","Edge Detail"
"2d71b60e-d535-5108-b5b6-6c297397b063","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Post Pour Check","Bar Projections"
"7dad504e-77cc-59f6-ba81-4d5be3c4cfb5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Post Pour Check","Cast in items"
"ebc9ed31-026d-58c8-92b4-51afba01bb0d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Stripping and Stacking"
"fe37dc98-b94b-5b78-a954-4cd576d88183","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 30 - 49","Panel - 49","Stripping and Stacking","Stripping & Stacking"
"dfa4b28b-48a0-4831-affa-54c28d0d19a8","","checklist-flat","not-started","SYS - PT - Compliance Documentation","checklist-flat","FALSE","FALSE","Compliance Documentation"
"246667b2-7fbd-5042-ade7-5730be2403d2","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Concrete Test Results"
"e6aa8b83-603d-5ff5-a0df-c0a848729488","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Mill Certification"
"5a0bfb48-cf34-58fe-90bd-70353c392514","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","PS1 Attached (if applicable)"
"dae00d71-e18d-5aa5-b59d-6377419cf220","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","PS3 Attached (if applicable)"
"7ab86a8c-912e-5cdc-b826-f9afa6260d99","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","PS4 Attached (if applicable)"
