"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d5e4ea84-8d21-40ff-9274-5228b9685b4c","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"b0e1cccd-e9fc-5fc9-becb-8b9e6d396f32","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"23c6456d-84cd-51a0-b2a5-ed0b01c89e45","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"2d650379-6245-5604-9d4e-8e674b2f2720","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"5acdd6d7-fd35-5a35-9ce3-48eca1713c25","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"1f807f9a-9565-5fb6-bf50-82a2d5979d18","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"ce106812-b477-4220-a8df-ebe208a728b0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"eab2d2b3-6a21-4fc2-b1ff-a397da4ff8f4","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Block 01"
"119f158f-5e20-428f-98cb-d084523cc1e7","","folder-normal","pass","","step","TRUE","FALSE","QA","Block 01","RoofSafe Rail System"
"2b0844de-8025-4e52-9db1-782ed56d1392","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Block 01","RoofSafe Rail System","Pre-Fit Off Checklist - Rail 01"
"b0618a42-a8c6-5214-98aa-7762f9b6f999","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"8ebe4731-3741-5d37-ab9c-69c2c65339fa","","holdpoint","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 14","EMAIL PM"
"f961988c-896e-584a-a187-fde2aa458a18","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"a72b4fa2-de8b-5a44-9378-d10db3f76468","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"d6adac4a-6b70-4d42-8dba-60757937b26f","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 15"
"c3cb4777-086e-5ebb-ad7f-6b8221c22769","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"8c2f4473-e6a2-539d-9f1d-d2191ac57947","","holdpoint","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 15","EMAIL PM"
"b9a246e1-fe8c-5918-a77c-a0c2aaa3d641","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"78b7711a-308d-5f3a-af45-1dd15dd77fa6","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"fa0769ed-2eee-44f9-a9ce-4834ca48ae43","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 16"
"2308b9b8-18f3-5667-8128-677573d116fe","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"3586cead-ac16-5841-ba89-794836764804","","holdpoint","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 16","EMAIL PM"
"b91d9f23-0372-5382-88e9-e5548ebc4db0","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"ab3ecf52-1157-5dec-88cf-a23bf2245c2d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"96c81033-f52c-4458-b825-f10b4c615ee4","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 17"
"0b56b8bf-d105-5bb1-82c8-942a0bc65530","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"1c6bb702-530e-5ebc-a613-be9d0421d956","","holdpoint","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 17","EMAIL PM"
"f2742454-90d7-5d0f-b595-5d514b769dcb","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"94dd94cd-3773-5d5b-a347-9c2fe09bb7df","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"cae1c9b5-ee7d-44f4-930d-e412a51e35ec","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 18"
"1b41acf6-e259-5f6b-8f47-4522b359daee","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"3806ba65-1b2a-54f9-8f5b-8f8f9e084264","","holdpoint","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 18","EMAIL PM"
"9a985291-4b49-54f6-98f7-6e6950eada8b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"8df444ea-0f79-533d-9c2b-3370c7efffce","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"4f657889-2001-4724-86fe-98816eab8e5e","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 19"
"228dffdf-e1ec-5c4a-8e51-fe8441b161c2","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"a4d92a48-c4cd-5d4e-a7d5-6fc791fc7f2d","","holdpoint","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 19","EMAIL PM"
"bfa95b8d-d0db-5719-ba89-5e6776358f4a","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"3845259c-ee10-50f2-8a73-89f2ad54d27b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"3ba12c9e-b7a1-4ac7-8294-dffde3c9a920","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 20"
"5a1802dc-77fa-581a-af0a-06588b2ef550","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"912e4ad0-18fa-599b-8a29-db1bcc7a4ab9","","holdpoint","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 20","EMAIL PM"
"b8df9943-e6c9-52cb-90f5-359f1a65ffaf","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"4e25f50d-dd3b-53c1-a15f-f2ecb3fe00fe","","checkpoint-status","pass","","","TRUE","TRUE","QA","Block 02","Fall Arrest & Abseil Anchors (Type 01)","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"fdff3728-79a3-4fab-b894-2d55d5c79eae","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Block 02","Fall Arrest Anchor (Type 02)"
"69e233ad-5893-42c4-ad78-90a0adda620a","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest Anchor (Type 02)","Pre-Fit Off Checklist - Anchor 21"
"9e2ec7a7-9689-588b-a8b3-dc4975f73717","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Pre-Fit Off Checklist - Anchor 21","Confirm structure is in accordance to the details provided"
"df71dac7-c0f9-5102-a085-bc5cdf23be8d","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Pre-Fit Off Checklist - Anchor 21","EMAIL PM"
"30adf4a2-24bc-5ffb-9cc0-788f516e1381","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Pre-Fit Off Checklist - Anchor 21","Plinths/ bases/post installed in accordance with details provided"
"2ea52590-d9ec-502d-b4fd-2dde2b686ddf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Pre-Fit Off Checklist - Anchor 21","Photos taken"
"72e8dbd7-feac-443d-bf46-c267b74de9e8","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Block 02","Fall Arrest Anchor (Type 02)","Fit Off Checklist - Anchor 21"
"2d7c30cb-0cd7-5416-b300-ad855adb6bfb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"4898c61e-f7fc-5bfb-8f74-590cdc373c5e","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Fit Off Checklist - Anchor 21","EMAIL PM"
"e8a00263-b261-54d1-ad70-03e16e3351a2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"65f9bf3d-4cf9-5499-be16-2362e83033b7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Fall Arrest Anchor (Type 02)","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"73d0c1b2-f4a7-45a1-a05b-b49721990fa9","","folder-normal","not-started","","step","TRUE","FALSE","QA","Block 02","Spanning Brackets"
"f933907b-1ab2-466a-8568-61141b859c87","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Pre-Fit Off Checklist - 35no Pairs of Spanning Brackets"
"01d061a0-d92d-5679-8dae-45ee4099793b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Pre-Fit Off Checklist - 35no Pairs of Spanning Brackets","Confirm structure is in accordance to the details provided"
"e23ea83d-3610-5495-a5ca-2c08cb39bbd0","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Pre-Fit Off Checklist - 35no Pairs of Spanning Brackets","EMAIL PM"
"d3465b3c-af1e-5798-9576-422f3cd8a383","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Pre-Fit Off Checklist - 35no Pairs of Spanning Brackets","Plinths/ bases/post installed in accordance with details provided"
"7a10ea9b-df86-540c-97b4-953e3f8fadb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Pre-Fit Off Checklist - 35no Pairs of Spanning Brackets","Photos taken"
"5f4ebfff-9765-4cdf-b011-0d4ea9e6962c","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #37"
"6e05315e-53bb-5855-8771-b7877297681a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #37","Confirm the structure is in accordance with the details supplied by PBI"
"956f38a6-11e6-57c4-9301-602ec61ec146","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #37","EMAIL PM"
"2e67b07b-5a60-5f40-bdbd-b08e1637fe1b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #37","Photos taken of installed item"
"339275de-3ce9-5d32-9391-7960bbc5ec08","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #37","Installed as per PBI drawings supplied and manufacturer's requirements"
"eb9deb08-12f8-42f4-ab36-7737a971ceef","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #38"
"50fffaa4-2176-5310-ab27-55f25f0e8c2c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #38","Confirm the structure is in accordance with the details supplied by PBI"
"cd20a5a3-589b-5da4-92be-53dbe5ad85ce","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #38","EMAIL PM"
"4d61b000-63ef-5a77-9cee-dcd7c86207b5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #38","Photos taken of installed item"
"e24db0c7-b803-51d4-bb7f-f427db921b23","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #38","Installed as per PBI drawings supplied and manufacturer's requirements"
"bf893c7c-84fc-4b56-aec9-0b8787608aea","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #39"
"df36a3c0-cb81-51d9-accb-ac7d4a14a017","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #39","Confirm the structure is in accordance with the details supplied by PBI"
"35e8ac18-84ef-5fec-8c36-f000df2a4d6c","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #39","EMAIL PM"
"e8073353-4928-5646-b8c1-fe348dec632d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #39","Photos taken of installed item"
"39ffa855-8286-5307-b4e6-a9779842bdf0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #39","Installed as per PBI drawings supplied and manufacturer's requirements"
"2fddc50b-f260-467e-a442-98f7b453295f","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #40"
"ec9dfa07-cb5a-5cff-a1af-3c5ac7f82d08","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #40","Confirm the structure is in accordance with the details supplied by PBI"
"7506312a-68ed-5bb1-af95-a697744c744e","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #40","EMAIL PM"
"a62fbbc8-d842-543a-aa4a-93d06de0db3a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #40","Photos taken of installed item"
"e7d56934-452c-5d9f-b9dc-df722a8983c1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #40","Installed as per PBI drawings supplied and manufacturer's requirements"
"937581b7-ff7d-4559-b2c3-b8cf66cdac71","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #41"
"5b2dd202-023e-593d-87ef-62444f3c0451","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #41","Confirm the structure is in accordance with the details supplied by PBI"
"493b035d-5371-5381-a91b-db2425588190","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #41","EMAIL PM"
"8613632f-6f84-5779-b540-89876a140c1a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #41","Photos taken of installed item"
"847dd360-1f1e-5fc0-8b8a-f1d6b0942f6c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #41","Installed as per PBI drawings supplied and manufacturer's requirements"
"62d1951c-a816-4295-8eb0-e84f0277235d","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #42"
"d8fb9332-889a-563e-98f0-ad94fa81e73b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #42","Confirm the structure is in accordance with the details supplied by PBI"
"fa938b52-d030-55b4-970c-ad359f5eb98a","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #42","EMAIL PM"
"0ddd54e7-64f1-58fe-be54-b06fed7f5015","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #42","Photos taken of installed item"
"cc5c35dd-e2e6-5f7a-afdf-505e44c4e19f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #42","Installed as per PBI drawings supplied and manufacturer's requirements"
"431ccc0c-6213-4b90-99ae-cb5f31119cd2","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #43"
"eee9ecc2-bc89-5361-a55b-773a23056a11","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #43","Confirm the structure is in accordance with the details supplied by PBI"
"2a601bdf-1aa5-5a6b-824a-1db436ead6d3","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #43","EMAIL PM"
"f57f9877-283c-5881-8a14-10c19ad95053","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #43","Photos taken of installed item"
"e56913b8-570f-5c51-b0cb-3c2471b4dfd1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #43","Installed as per PBI drawings supplied and manufacturer's requirements"
"dd4de600-4953-4699-beda-1abac789069c","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #44"
"1d28c8c7-a1a4-5e3d-890c-6c5833efc8cb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #44","Confirm the structure is in accordance with the details supplied by PBI"
"f5ce0ced-72f3-5cd3-b9f2-0a4a61952cdb","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #44","EMAIL PM"
"31a2c833-53db-5b71-aa40-d17481304c7d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #44","Photos taken of installed item"
"7ea0d9ce-5af8-573f-b68d-af26ee19773d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #44","Installed as per PBI drawings supplied and manufacturer's requirements"
"85882892-183e-4332-ab16-4c41bbad8c32","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #45"
"13e822dd-1952-5f8d-b16e-ceb0685621de","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #45","Confirm the structure is in accordance with the details supplied by PBI"
"91145e84-37b4-5926-ae1e-6bf553c09124","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #45","EMAIL PM"
"3788fc79-3b69-5397-846e-3c41f341595d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #45","Photos taken of installed item"
"3fb03218-61aa-5340-b3b5-8b1bae202957","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #45","Installed as per PBI drawings supplied and manufacturer's requirements"
"617dbfd7-8ced-4c6e-ae6f-b937eb4d4c4e","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #46"
"8b3739d9-c0fb-5856-822f-2f2bf45d0f7c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #46","Confirm the structure is in accordance with the details supplied by PBI"
"59a27051-d54d-53fc-a3c9-372626a0a917","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #46","EMAIL PM"
"e4aad152-f36f-5f9c-8e52-8d49a9b793f0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #46","Photos taken of installed item"
"a834cd66-9ac8-55a5-b543-5bf99c7131e4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #46","Installed as per PBI drawings supplied and manufacturer's requirements"
"da62ac1c-7229-4465-b08d-74db0ea976d3","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #47"
"f929287a-b15c-5002-9fdd-b27055ad9cbc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #47","Confirm the structure is in accordance with the details supplied by PBI"
"ee7d83c6-f030-565a-91fb-05cf765c5707","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #47","EMAIL PM"
"45e10a39-981e-5d5f-8524-7ab80afc6abd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #47","Photos taken of installed item"
"5d7397e1-a872-5f47-bc69-5b5cf8175641","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #47","Installed as per PBI drawings supplied and manufacturer's requirements"
"4f604781-1bb7-4299-be39-78d18fa50ae4","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #48"
"f888ce65-b989-5718-b697-4be6fe6ef43d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #48","Confirm the structure is in accordance with the details supplied by PBI"
"46223b5c-1a86-57d7-9322-936a34d58c89","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #48","EMAIL PM"
"52707fff-6768-5507-bb96-3aa457348dcd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #48","Photos taken of installed item"
"b821dc48-d0ab-5c0a-a087-9f6f56c9772e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #48","Installed as per PBI drawings supplied and manufacturer's requirements"
"214e1a75-55d3-41ce-8dc9-d5e7ded535a1","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #49"
"6451b2ec-846f-55d2-8530-8919d8ec790d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #49","Confirm the structure is in accordance with the details supplied by PBI"
"d715a08e-614a-5b12-bd27-a09d03b09286","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #49","EMAIL PM"
