resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
,,,,,,,,,,03DPU127,Exit bay,SD,Fire Damper 500x400,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU143,Scrub Up ,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 300x250,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,E03,Holyoake EC-125 600x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-3B-AHU015-HC-02,Temperzone 600x400,5.1 kW Heating Coil ,Heating Coil Template ,,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU123,Exit Bay,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 500x400,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 450x700,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,R05,Holyoake EC-125 450x450,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU137,Exit bay ,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 500x400,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 500x400,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 500x500,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,R05,Holyoake EC-125 450x450,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU138,Write-Up,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU136,Operating - General (Interim State) ,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,OUT102,,Medical Air Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT402,,Anesthetic Gas Scavenging Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT698,,Dental Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,Anesthetic Pendant ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,Surgical Air Pendant ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU135,Set-Up (Interim State) ,S09,Camfil MG H14 HEPA Terminal 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S09,Camfil MG H14 HEPA Terminal 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S09,Camfil MG H14 HEPA Terminal 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 300x250,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 300x250,Smoke Damper,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,R05,Holyoake EC-125 450x450,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 200x150,Fire Damper,Fire Damper QA Checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU134,Operating - General (Interim State) ,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R09,Holyoake CSD-13 1200x300,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S08,Camfil MG H14 HEPA Terminal 1200x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 500x400,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 300x250,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,OUT102,,Medical Air Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT402,,Anesthetic Gas Scavenging Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT698,,Dental Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,Anesthetic Pendant ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,Surgical Air Pendant ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU142,Scrub-Up,E03,Holyoake EC-125 600x300 ,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-3B-AHU015-HC-03,Temperzone 600x400,5.1 kW Heating Coil ,Heating Coil Template,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU127,Exit bay ,112-3B-DPU-AVSU-11,Beacon Meades or Equal and Approved ,Area Valve Service Unit ,HTM02 -01 B1 carcus test HTM02-01 B5a Area Valve Service Unit - Closure and Zoning test ,"HTM02-01 B3_4 Leakage Test, HTM02-01 B2 Contractors Cross Conection ","HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU133,Exit bay ,112-3B-DPU-AVSU-12,Beacon Meades or Equal and Approved ,Area Valve Service Unit ,HTM02 -01 B1 carcus test HTM02-01 B5a Area Valve Service Unit - Closure and Zoning test ,"HTM02-01 B3_4 Leakage Test, HTM02-01 B2 Contractors Cross Conection ","HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting ,Steel Duct Install QA Checklist ,,
,,,,,,,,,,,,,,Flexiduct ,Flexi Duct QA  Cecklist ,,
,,,,,,,,,,,,,,Low Temperature Hot Water Black Steel ,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Drain Condensate PVC,PVC Pipework Install,,
,,,,,,,,,,,,,,Motorised Valve Low Temperature Hot Water,part of Pipework QA ,,
,,,,,,,,,,,,O2,,Oxygen Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,CO2,,Carbon Dioxide Copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,MA,,Medical Air Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,SA,,Surgical Air Copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,VAC,,Medical Vacuum Copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,CA,,Non Patient Compressed Air Copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,AGS,,Anesthetic Gas Scavenging Copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 8 ,,,,,,,,,
,,,,,,,,,,03DPU119,Store - Equipment ,R05,Holyoake EC-125 450x450,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 300x150,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 250x250,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 200x300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 300x150,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 250x250,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 200x300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU063,Medication,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R05,Holyoake EC-125 450x450,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 350x300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,SD,Smoke Damper 300x300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU071,Patient Holding Bay 9m2,FD,Fire Damper 600x400,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 150x250,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU072,Patient Holding Bay 9m2,FD,Fire Damper 400x300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,FD,Fire Damper 400x300,Fire Damper ,Fire Damper QA Checklist,,
,,,,,,,,,,,,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU073,Patient Holding Bay 9m2,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03PDU075,Patient Holding Bay 9m2,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU076,Patient Holding Bay 9m2,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU077,Staff Station ,S25,Holyoake CFPP-R 615-30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU083,Patient Bay - Recovery (Stage 1) ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU084,Patient Bay - Recovery (Stage 1) ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,
,,,,,,,,,,,,OUT102,,Medical Air Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,03DPU086,Patient Bay - Recovery (Stage 1) ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R10,Holyoake RL23 400x400,Return Grille ,,Grilles & Diffusers QA Checklist,
