"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883e0405-ea15-447c-bf83-728c9c0b5b27","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block A"
"52919794-a52a-4f88-a022-9d8cdf43a864","","folder-normal","not-started","","step","TRUE","FALSE","Block A","Ground Floor"
"dc96cd14-4e89-476c-989b-488e400cb9ab","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 1","Underslung PVC"
"e239da27-fc1b-40d6-bd78-38cc6087c1e8","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 1","Pressure Testing"
"c60f3cdf-79d2-48d8-9143-c00181e53744","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 1","Stacks"
"1f5605d6-3b22-4b39-bd2f-57c52c1d5902","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 113","Level 2"
"0abd02bb-7f9a-4622-8010-24d70fb23837","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Main Bathroom"
"7daffde2-7dab-4e66-9240-a7ceff728617","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Main Bathroom","Toilet"
"09c5d834-ea99-40a7-b8b3-29c97e8abbfc","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Main Bathroom","Hand Basin"
"8380512f-c9c6-473a-ba23-d431ae4a0ed8","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Main Bathroom","Shower Tray"
"795af6d3-9d7e-4f39-a3dc-a2b74d37c9c6","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Main Bathroom","Shower"
"f5ceab6c-6578-444f-8c3a-4c5279328c36","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Guest Bathroom"
"7a2fdd7e-e69e-43ee-b5d6-b5005878ddad","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Guest Bathroom","Toilet"
"2cf3464f-961e-4bbb-b839-824c2b5c5bb9","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Guest Bathroom","Hand Basin"
"df99d672-f80a-44f4-b712-eb1940d3c23d","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Guest Bathroom","Shower Tray"
"8cbd0e5b-f080-4429-aa31-f2a22a74b359","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 113","Level 2","Guest Bathroom","Shower"
"b36ab49f-6e96-4f09-8979-d57219f465ab","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 114"
"bb8e869b-ff66-4f52-b624-ae7b203f0e61","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 114","Level 1"
"fe6a4b0d-0faa-4f52-8630-2a8929b954a7","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Kitchen Sink"
"59ceb11b-0719-4105-9c18-4a5f16902047","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Hot Water Cylinder"
"49692414-a61e-44be-894c-4ca76157cffc","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Laundry"
"60a574ba-3e49-40ad-877e-8ff07024a70e","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Hose Tap"
"43fd54a0-cf49-4cff-831f-2910cd93f8c1","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Bathroom"
"a5a903c0-1029-4bd9-a4be-1272b25228e1","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Bathroom","Toilet"
"bc71f25c-30c9-44ca-8ab7-de99d32c6f2a","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Bathroom","Hand Basin"
"d8a22dfd-be16-4b8f-9a79-ea8c9bcfdeaa","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Bathroom","Shower Tray"
"2bf69e8e-3ad1-4940-9c32-d75632d8ce6d","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Bathroom","Shower"
"37f96ce7-154c-4a16-8553-fdc69e3d4e5b","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Underslung PVC"
"717ee36b-7f73-4072-baf8-fbc25afc5c9a","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Pressure Testing"
"a64c73a7-9da7-4f94-8fd8-1c15ca8494dd","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 1","Stacks"
"6225d0e1-7f56-4f70-a542-cfae93e6f51a","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 114","Level 2"
"654f225e-b323-4f3d-a1b1-235aa84c7a70","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Main Bathroom"
"626e8e9f-36e1-4830-8da0-168d69b3e6c6","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Main Bathroom","Toilet"
"84659396-07d0-4bc3-8b70-0bf83664bdff","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Main Bathroom","Hand Basin"
"ca1bfc9a-d183-4343-80e3-c4f639b90f92","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Main Bathroom","Shower Tray"
"e1ed6cb0-92cf-4e12-8f46-f076dc4ed424","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Main Bathroom","Shower"
"1f89fdf4-4d21-4877-b0e8-372be589d7dd","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Guest Bathroom"
"2cb10b86-ebc3-4ed5-b7d7-7430c74e2d2b","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Guest Bathroom","Toilet"
"a551f719-420a-4f80-a30f-7d45149b6ee6","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Guest Bathroom","Hand Basin"
"9bc479e8-b155-47de-8937-9b436ad420fb","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Guest Bathroom","Shower Tray"
"389f7807-8dad-413b-b114-ad267aa59b0e","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 114","Level 2","Guest Bathroom","Shower"
"4ec9e8a6-6587-4456-9d5a-668d250f9ca8","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 115"
"9577fed5-eada-47b8-b089-6f8617037d1f","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 115","Level 1"
"ff201c56-a398-40b3-837d-634a5313983d","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Kitchen Sink"
"433da945-046b-4792-a6f9-1e3d8000d49f","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Hot Water Cylinder"
"8fc0f12f-6433-4f44-a3e6-6b97956e0698","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Laundry"
"e1a0d863-764c-4351-8289-35c88aaf6265","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Hose Tap"
"d20523ed-f67d-4069-b2ff-d8aa36a1e642","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Bathroom"
"45769f12-5255-4791-9984-6809d2969abb","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Bathroom","Toilet"
"bf011d14-8e07-4d7e-a322-18a27112a533","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Bathroom","Hand Basin"
"11833fd8-ed60-4018-8f3e-513e3d05c178","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Bathroom","Shower Tray"
"f465461d-2dbe-48e7-b56c-10412b965e77","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Bathroom","Shower"
"ae8205fa-af5f-4b2c-a766-622e7b0b880c","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Underslung PVC"
"894c01ab-b19f-407a-a2c3-6247871c3046","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Pressure Testing"
"204d97ec-bde0-45ca-990c-35278864fe0a","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 1","Stacks"
"e183586a-9f8a-458c-850a-91281aefb307","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 115","Level 2"
"d42af1ac-8c1e-4a86-9132-89781cc4ec35","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Main Bathroom"
"433e6dc0-0e6d-4118-bcb3-4801b64d9af5","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Main Bathroom","Toilet"
"d7d7614f-a5c6-4e29-b4d6-494f910b69bc","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Main Bathroom","Hand Basin"
"65ee2ec6-b766-48ab-8691-4d73edce716f","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Main Bathroom","Shower Tray"
"02bc83e4-c22d-423e-90b5-29721be3e7a2","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Main Bathroom","Shower"
"a1e50ef1-a997-492c-b67f-2a357e1c2da2","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Guest Bathroom"
"65c9d8f2-8b0b-4509-9822-4bb61dac7baa","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Guest Bathroom","Toilet"
"307b81b2-8a4d-40e0-a449-c04cc3986445","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Guest Bathroom","Hand Basin"
"ea665cbf-9a28-443f-b60f-69d66161c819","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Guest Bathroom","Shower Tray"
"64eaa5cd-b303-401b-99e8-3101103943bc","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 115","Level 2","Guest Bathroom","Shower"
"0eeab9fc-f5d9-4ff0-acd0-f35df8aa2578","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 116"
"9310d44a-6290-4223-be00-e4db85761459","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 116","Level 1"
"6bb86139-e77c-4296-8722-5140ae2d6f6a","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Kitchen Sink"
"e389dd1d-7d60-4f2d-8fb5-d66914b00067","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Hot Water Cylinder"
"5e16584f-8cf9-4ec8-935d-bf5540ae060e","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Laundry"
"9e8ad40a-2009-4fc9-838f-f9d1a4280207","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Hose Tap"
"2c588105-3bf1-44e6-875f-318d1d015bcc","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Bathroom"
"2b924db7-a77e-40aa-919c-419a0294591f","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Bathroom","Toilet"
"39eeba9e-f66c-4e40-96a1-86a36c83a06a","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Bathroom","Hand Basin"
"c2a6a3db-5b00-4474-b34c-d01d401e2cd9","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Bathroom","Shower Tray"
"efa56fc9-577a-432c-92c0-c182274719df","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Bathroom","Shower"
"14c2b7b8-8a70-4d88-9c02-c8f1aa960f54","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Underslung PVC"
"18d22064-4e18-4dde-a634-c5fa6bb6eb41","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Pressure Testing"
"55ff027c-c804-4f92-95c2-ee21893fc231","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 1","Stacks"
"e74eef6d-2a16-499c-87f9-dcc50816a236","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 116","Level 2"
"e0cbc340-c3a7-4d8b-9cdd-fd4feaa3e7c0","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Main Bathroom"
"8a7e3766-4c54-43ec-b09f-dbf059a9209e","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Main Bathroom","Toilet"
"e2a0265b-75ac-4900-a04f-d25fabdda2b2","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Main Bathroom","Hand Basin"
"e8543696-c88a-4134-97e5-0e28090f4a3d","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Main Bathroom","Shower Tray"
"275c9b4d-6451-4d45-b8be-75cae8957096","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Main Bathroom","Shower"
"7cacc8bc-5b2f-4a08-afe5-2e1ef9bb6eff","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Guest Bathroom"
"ac1830ac-144b-4586-b984-6baf69fdb3ea","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Guest Bathroom","Toilet"
"65274c76-fe1a-4864-b49a-5b1cb633dbca","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Guest Bathroom","Hand Basin"
"140a876d-6a0c-465b-a39d-546128d782a4","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Guest Bathroom","Shower Tray"
"551ac3c1-3c57-4782-a7aa-23982537411d","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 116","Level 2","Guest Bathroom","Shower"
"317e8900-c003-4f35-aa6c-8ef2ae438d25","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 117"
"72957fc7-545f-459e-95b5-64b2c41afc1a","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 117","Level 1"
"ad4a790d-d7c6-4b11-ac9d-92276c91adfc","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Kitchen Sink"
"d546e857-76ef-4de4-89f2-b76940689e3c","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Hot Water Cylinder"
"c4a12097-7a9e-471c-8610-b0bb37edfc7d","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Laundry"
"2932a574-5dcb-4c60-af40-adc5b99facce","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Hose Tap"
"f560797e-3f3c-49c7-8b13-b98c96930279","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Bathroom"
"0a402ee0-610a-4b78-b53d-914274e977a0","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Bathroom","Toilet"
"387c45d4-6b32-4174-8dbe-307eaeef53ce","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Bathroom","Hand Basin"
"391b333b-c733-4b5f-941b-1dff697d712a","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Bathroom","Shower Tray"
"bbbbd81b-8c27-4ea8-aeaf-cfe3f4d66c51","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Bathroom","Shower"
"1407c933-d2d5-49cb-b11e-ca4453db9a2c","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Underslung PVC"
"1d31c154-7759-4893-8213-11a7a3848d2d","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Pressure Testing"
"f9a73f5f-5ff9-431b-b216-96dd9254fa38","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 1","Stacks"
"739f621d-af4e-4cf4-93c2-cb2cc2886acc","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 117","Level 2"
"9a8cb55f-17c9-41f3-9525-4051a236df29","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Main Bathroom"
"6f24ffc7-0b68-4da3-b169-2f1979c2423b","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Main Bathroom","Toilet"
"6e9cc470-f6ba-4b49-9e05-77d961530801","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Main Bathroom","Hand Basin"
"658573f6-d32a-433a-ba6a-745f595993ab","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Main Bathroom","Shower Tray"
"ae4a120f-61ef-4680-8e64-8b35f2095540","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Main Bathroom","Shower"
"b308b2c8-a1b4-4d00-94a3-1d9523ffb583","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Guest Bathroom"
"dbec5582-4eeb-4e8f-986c-46d44ffebeef","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Guest Bathroom","Toilet"
"bae7a21a-10fd-4f76-aa35-3fb929e5cbe0","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Guest Bathroom","Hand Basin"
"2b098e52-788b-408c-a4f2-285af079ca43","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Guest Bathroom","Shower Tray"
"24c62b17-f583-4041-bd89-ae1de35fc944","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 117","Level 2","Guest Bathroom","Shower"
"2f9b2a20-4efd-4bf2-858b-5cd82e2d657e","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 118"
"b9cf068d-57f3-44df-b401-b9112f4aae8c","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 118","Level 1"
"54cabaad-c877-4681-9366-4e416710dd10","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Kitchen Sink"
"be7258a7-0cda-4048-8345-78951410a559","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Hot Water Cylinder"
"94c8b3f6-0561-4359-acf0-4e534b85b97f","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Laundry"
"272d6aa3-0fdc-49cb-a2ed-e072667e0291","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Hose Tap"
"d0b3f62c-4c55-42de-94b7-ae55de7ae1c8","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Bathroom"
"19197fe2-a9fa-4d9d-9427-4ec51b96fdbe","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Bathroom","Toilet"
"574a41cf-c1a0-4f51-b8be-8e0a0e5149a1","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Bathroom","Hand Basin"
"b55fb3e4-a790-4e78-ba8a-65e977b8d2a0","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Bathroom","Shower Tray"
"ef8b8e96-3b49-4a85-8814-83ef0a2d5a00","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Bathroom","Shower"
"c0adb887-0a03-4dc6-8d26-a482521e0f69","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Underslung PVC"
"3bdf7079-10c9-4cb8-9ef6-cd99ac1af772","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Pressure Testing"
"3f9830e4-b904-487e-ae15-9ca17b0102a1","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 1","Stacks"
"54575dd8-aa0b-4c69-b72e-e7a728f0e1dc","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 118","Level 2"
"539385c1-4f12-4daa-a4aa-5a4ab2f41e8d","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Main Bathroom"
"1f4fc606-fd24-4abd-a65f-c1383ab00969","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Main Bathroom","Toilet"
"8d247894-735c-4b35-93d6-eb4a2654a2ff","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Main Bathroom","Hand Basin"
"2bb9b4f4-4e91-4760-95a9-0fb293f000cf","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Main Bathroom","Shower Tray"
"024fd365-9f4d-4395-9c67-c39c2f51d454","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Main Bathroom","Shower"
"7587ee5a-e969-4c9b-bbbd-588cd943aca5","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Guest Bathroom"
"1822e28e-9f24-4595-b5c9-acbc9a41bbcc","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Guest Bathroom","Toilet"
"795f8a56-6809-4cd6-bd64-2f31e1eae5bd","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Guest Bathroom","Hand Basin"
"53647bf4-12ba-4698-a418-d0eebe016511","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Guest Bathroom","Shower Tray"
"9ad11d96-bdf7-4305-8ab3-bb6150fb2020","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 118","Level 2","Guest Bathroom","Shower"
"0f312775-a38c-4bc3-9419-e5e7a3142412","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 119"
"f0376207-d2f4-490a-a84a-58357c595fc9","","folder-normal","not-started","","step","TRUE","FALSE","Block F","Ground Floor","Unit 119","Level 1"
"b14b4594-378a-436c-80f5-22ed4bf6dcf3","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Kitchen Sink"
"616908de-0a40-4ff8-9c6c-bf2d464e85a8","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Hot Water Cylinder"
"542afbde-36b6-457b-b125-7c89d86ae02e","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block F","Ground Floor","Unit 119","Level 1","Laundry"
