"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2becbf41-5882-46e9-a06d-f4e9d2857056","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"1470b2d5-797b-48e4-b9fd-3dc95eca1e1b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab"
"df533d8c-5d82-4edd-9c94-e9ea977e4602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab","Level 4"
"153c66ca-6f97-4efa-bb00-cb37b37d5738","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 4","East"
"71b2da2d-e3d8-4000-b451-022c55e24d6e","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 4","East","F19A - Pre-Pour ITP"
"f22d2bdf-dc71-51dd-a00b-8596690f99e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"96767905-cd54-433d-a50e-6f37d32f04b0","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP"
"0d6572f3-b39e-5972-9bab-75cb0d86b1a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"6d47faba-e572-5061-aaf9-0298a63848c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"a6f724e5-8e4c-5b7a-9cbe-2514c8144d44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"27e0b6d3-64e0-55ee-982d-37ed7426cc97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"6a934def-b7a1-561f-8b60-49505cdefdbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"281c89c1-1cae-5213-bacf-2fc116bc07a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"02025e62-a8a9-55bd-a393-f041ce9e661c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"cd8f70e9-1c3e-5039-a808-f5a4c726c24c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"facb2960-5f5e-5705-af7b-8939de693b72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"400f2e82-0bbd-5681-a0a1-5822e35ad93d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"cdefc782-5f03-5a68-a0a8-b2f0cf714fd5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Have the tendons been grouted?"
"1a0c0901-10cb-509e-ac0b-20799d610eda","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"e731d978-77b7-5ede-a7ff-8d7764daa18e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"b672a1b1-1a20-4f24-bae8-4226721b5344","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","South","Post-tensioning Extension #1"
"489012ee-f3ef-5880-b8dd-5eb3ee86e194","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"65136230-89b7-4625-a004-25c498ed7efe","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","South","Post-tensioning Extension #2"
"9340d6f9-3279-5707-a036-821d60a538d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","South","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"2e44fd89-937a-4235-b32f-5544cb325a20","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 26","West"
"e1701574-9dac-4914-a197-8a91061d322a","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP"
"43c09c1b-bb3c-51c2-8f3a-160297723428","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"fa13cf13-2a60-53e9-9704-5080896d0c3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"5af2c768-0897-5390-a5b8-f2f8402d22cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"8bfa8459-f3d2-550d-978c-e38e5b0f2661","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"b3e9cb70-84b1-5db6-9b75-ce8aa6272cc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Strand Information entered below"
"ccd7b291-da22-56d1-8504-6ecdf5d62052","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"b23beff5-ba50-5344-ba5d-17a8aa9befed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"30d13870-39e6-58d4-a1de-5c834bd51cae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"3d1cf810-d49f-5ef8-adb4-b2e36532d74d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"b2e738a8-9e1b-559f-a0c5-9fd0fb26d25d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"6ac14ba4-5a87-5845-8316-969520e1bbae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"94acdedf-6155-46a3-afe6-7a2490ba9689","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP"
"bf124090-8891-51f1-985e-3f3dc2ec7e8d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"af859118-4032-5729-904b-4c783768fe01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"0bddc1c0-e129-55a0-ba41-c04d20a33cd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"678ed0b9-15d4-5218-975f-cbbc33605858","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"3d943a9b-54ae-5e5e-86fd-ce0e11bccfd7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"8fd445c6-d895-5545-9afa-01f8a36b5fe3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"ddd30043-28db-51a3-aa88-b638fe7cbce5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"d75dee1e-cbc0-54b2-8335-17e6ec252bed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"d5920dd4-a9e8-5f48-973f-8edaa929ebb3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"922b5147-903f-5f61-8bd6-b0eaf65e4a7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"b93b65da-e06f-5617-8c1e-ba874cfcc0af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Have the tendons been grouted?"
"46513bbe-0e0d-5a11-98c0-238de196a1b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"b0cfe49e-c786-53ed-942c-fa7f204f470e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"e4d119ee-773e-4bd2-a448-e07bd923054c","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","West","Post-tensioning Extension #1"
"fc8f0ae8-5f95-5bbd-86b9-7c9ecb9e426b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"3b95051d-6541-4c1b-8803-0fc3fb9591e7","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","West","Post-tensioning Extension #2"
"078bbf8c-a1af-5f53-bfa3-aafe216c17bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","West","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"e9678ea9-7e18-4e98-b295-41d9af07a53b","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 26","North"
"28eb04b5-85f4-4c5d-a45d-fb9044a30871","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP"
"190c7c80-b9a8-51a3-a8c0-3ad811d0fe2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"4a975845-9978-5662-aa9a-5405130fab18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"60c98c42-52b0-54ad-a2b1-83f23e6b85ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"29c140f6-ceae-5f98-9f43-0b2e4800793c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"6ba4efaf-b427-5448-95a8-14e1879b1e1f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Strand Information entered below"
"1c3224ba-53b4-57ba-8563-2fdfb2b9c5c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"7ee6daf4-cd0a-5b83-a2c2-4cb586aa5137","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"ecb12a72-6e66-5dbc-b971-ca8bdea48b12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"658d1b29-53c1-5c89-8fd1-66aee2d3361b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"5f689cee-0527-58d6-bc88-86be73faccc4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"7f8f5acc-8855-5be4-98dd-7abfcc7c6dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"d8fabe84-405c-4091-880c-92d26ac7b327","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP"
"bdfa3bd0-5dd4-5680-9a20-e8cf337e9c41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"423bb36c-a002-56b7-870c-47acd47d0590","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"1f2f9b0f-f5ee-5fc2-9b66-97aa2abdeca9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"ac605608-3483-523f-b9f9-adf67fa607a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"4a3dd49b-ff6b-5bc2-b618-3bd86c5cc06b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"13971017-4d06-560f-b820-d61e1ed3d9ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"d1e5cd67-e134-536e-b2a3-13c8e1d0a2b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"0f55cd87-0ac6-5e4e-9fe6-4ecaad5951fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"4b2c13da-eead-569e-8b11-e598eb4d2527","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"4e6b1c2f-d86f-5133-8de8-aa6ab5081905","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"6ed39b6a-7fec-5cbe-b843-d08977fe5069","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Have the tendons been grouted?"
"65c345c5-672b-5614-8acc-161d7b3a7741","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"fb7cc9f1-f84b-5cab-8977-1a6c4bae84e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"afdf3c73-c84b-4274-85f5-9dc08d2067ad","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","North","Post-tensioning Extension #1"
"cf7730a5-56f7-51ab-a8a6-ea8602a7d5b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"5b858020-6ed2-47fc-9ef6-927f6f52d1d7","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 26","North","Post-tensioning Extension #2"
"36e03451-deba-5a16-8b6b-d03f37c069e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 26","North","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"d940ad80-2b8d-4b9e-81e4-1010076cad2a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Slab","Level 27"
"e1b03e07-5a30-44c5-a631-8b8a99563a66","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 27","East"
"62ad8b33-6f79-4924-a9f4-deca42299936","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP"
"9486f864-cf45-5a89-bdb8-9c840cee6874","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"d700725b-03da-50ab-82a1-727b887429b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"ea9f411f-567f-50dd-97d4-fc422bbaee72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"959c6964-703d-552c-aabb-7d84ada7edd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"47b95fa2-b916-522d-9016-fdac56841691","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Strand Information entered below"
"744b4e17-07e2-52be-8baa-f3d245b8b4bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"bbc3eb57-f7dd-5f9a-a166-77696599c8ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"98495c0c-cd5c-59b0-8271-b363a0b512bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"8501fc89-40e0-50d6-8fb6-73217ba3b9e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"739358e0-2ec6-5062-b116-948c2cf8bf86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"200d189d-a038-5801-9a3e-b8ea05e9a885","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"97c4189d-ec4f-4e61-8768-592da48dfa1e","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP"
"9add6122-2856-53d2-88fd-0a6c90656275","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"1b237e48-a1fb-5e31-9ad9-d663dee13a7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
"5a3ced7d-2526-5ff5-adfd-22612475be48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Has an initial stress (39kN) been carried out as per design requirements?"
"f948d936-b1ed-5c5c-b87c-b03ada6f8dae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Has AusPT received confirmation via Aconex/sighted of the concrete test report prior to commencement of full stress?"
"16ff21ae-9652-5032-be27-548ac555ee91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Has the concrete test results reached minimum required strength (25mPa) as per Engineer’s requirements? Make a hold point."
"7658936a-3e2a-5eb8-a0d6-9c88a6ba6c49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Has a full stress (156kN) been carried out as per the design requirements?"
"de81493e-54f8-53e7-a1fc-8e7d1ab0786e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Have the extensions been recorded and submitted?"
"081c440b-3e9d-561a-8104-872167665d17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Have the extensions been approved and received? Make hold point."
"bed10c36-8c3f-5523-931f-43aff6b474ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Have the tendons been cut & sealed?"
"1a22b04b-d01e-54a4-a8f6-515e444adf46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Confirmation of Structural engineers’ acceptance of stressing record via to grouting"
"0e703aeb-7fe9-5bf3-b196-198c2cfe22e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Have the tendons been grouted?"
"8c916b05-9596-5857-a33c-6d8e129f3b83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","Batch ID and expiration date for grout entered below"
"a073c4dd-5ff8-5046-be09-7cf072db71a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","F19B - Post-Pour ITP","AusPT leading hand and Built sign-off attached below"
"6451bdbd-582a-4426-8990-446ede9448ec","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 27","East","Post-tensioning Extension #1"
"fa71a96b-7616-5b9e-bbba-f40b6341e510","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","Post-tensioning Extension #1","Tendon Extension Report uploaded below"
"10d7f860-d08b-416a-a08c-97169cbc678c","","checklist-flat","not-started","AusPT Tendon Extension Report Upload #1","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 27","East","Post-tensioning Extension #2"
"9a8d2f8c-a8fc-53c0-a2b4-985a01ccf891","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","East","Post-tensioning Extension #2","Tendon Extension Report uploaded below"
"82b64f77-4577-4f3b-965a-88b797ad9ab2","","folder-normal","not-started","","step","FALSE","FALSE","Site QA","Slab","Level 27","South"
"44f6155c-1f6b-4a4f-975b-77a194f72006","","checklist-flat","not-started","F19A - Pre-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP"
"a45982e8-de25-5dbc-911d-034554441912","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"ef497ba2-639a-5d6e-8443-e5de838ea559","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Are the Anchorages securely fixed and anti-burst installed?"
"0de81296-bfcc-5f88-9ffb-f0d839e46142","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Is the duct placed in the correct position and alignment, with joints sealed?"
"ca570863-8811-56ee-b770-a490173653f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Has the tendon been installed with the correct position and alignment, with joints sealed?"
"1c0d29a1-4015-5808-bae1-f245ed3b7c3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Strand Information entered below"
"f01e060f-a638-5112-b326-cf38c055a7eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Are the Circle Dead Ends used, including anti-burst installed (onion or swage)?"
"d0d6f72e-fbf4-5ef1-a836-db65582a5f26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Are tendons profiled correctly and supporting chairs secured?"
"f2ad79cf-7627-5bd8-86f3-0e9f29e27ada","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","All pans to have minimum 50mm clearance off of deck"
"9bc2e389-995b-5429-ae02-f94fa4af294a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Are grout hoses installed with anchorages sealed?"
"2169fa95-3357-5d75-957d-9f86642a2033","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","Has the post-tensioning system been inspected and signed off by an Engineer?"
"f6069cde-51ff-511f-8390-65a857b7d7c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19A - Pre-Pour ITP","AusPT leading hand and Built sign-off attached below"
"a30fdb4a-f8c7-4bab-997c-1e810f80a734","","checklist-flat","not-started","F19B - Post-Pour ITP","checklist-flat","FALSE","FALSE","Site QA","Slab","Level 27","South","F19B - Post-Pour ITP"
"ecc6c00c-efb6-5053-850b-95cfbe18ecaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19B - Post-Pour ITP","Drawings and Revisions - uploaded below as necessary"
"914e473a-15a8-535b-96a3-b36d6b0bd89d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Slab","Level 27","South","F19B - Post-Pour ITP","Are the anchor blocks and wedges installed?"
