"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8694a193-97c7-4e80-ad0d-b54dd8d55f8f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"17e49912-61b9-45dd-8ff5-9284172a5b6f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Area Ready"
"edc13f3e-e97d-46a5-8888-4a96b8fb3f95","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Area Ready","WING A"
"b524576b-21ef-494d-8261-6b15496f72f4","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING A","A.01 BED"
"7012f61f-16f5-5023-8a1d-3e90d1373bba","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING A","A.01 BED","Substrate"
"5a804f82-5f49-5f1c-9265-80bdccad4395","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"193965d7-2d47-4542-aec4-f7f479d7ebde","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"bcb4f5dc-e8bf-491b-8c50-1f648add6a80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"3a6e270c-f047-5a46-b198-394dc5520e8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"5c6040d0-5a4d-5674-ad8a-55e0c1f4c8b8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl"
"09e529b2-6d59-569e-aa1d-eb84bbd67060","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"491b7a82-1717-5fa1-a3e2-d96a96470248","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Vinyl installed as per plan"
"22b175d5-1347-5192-85f0-7e2635d81764","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Carpet installed as per plan"
"f2f248c7-a338-5ed2-a44b-e69164a20d51","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"940806ea-9dfa-535d-8a6a-9986b678ebdc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"2b027092-6eab-5494-b43d-ae062bd83e6e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"5741c19d-53e4-5e8a-9bc1-df4037fe24d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Add-Floors Sign Off"
"78aaa5c9-636f-53ee-9055-c134682da147","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Carpet / Vinyl","Foreman installation sign off"
"28abaaed-2235-5690-8b53-da18e6448c64","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Wall Finish"
"a7254cbf-be32-50b0-8ad3-fc88690a3845","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Wall Finish","Wall Finish installed as per plan"
"2a5b0fa9-a07d-5d6c-82c2-d3f84443ad89","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Protection and Handover"
"34b46a45-b17b-5062-beb9-007226e2109b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"6efdb571-a53a-5687-bac6-2cb0e4a32932","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"1f4facdf-ed14-5551-9ec7-c50863629f4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, CORRIDORS, LINEN","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"085c8b9d-bed6-493f-9949-0bc66597667a","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR"
"1b8b038e-238d-5d0e-b4a6-ff9339766141","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive"
"0ba5b5fb-3ebf-57fe-8c9c-e9d9705d98e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"29d9483d-ce76-553f-b11c-99c56cdd3b73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"09045d37-bf58-55cc-bd63-879625195a1e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"4cd0cecf-55da-5815-99f1-4adbe1fca1f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"0f8ed9f1-631f-481e-91d1-81bce0a075e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"e99029a3-ab51-42e6-9e6b-2b77a4f05988","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"620629ef-731d-5d84-ab35-26718f24d12f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"9a5b28f2-106c-518a-be76-55559771db2e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl"
"e1626f69-15f1-5a83-aa47-3fff40a8f42b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"868a0ed2-75b8-54f9-9e1f-6f07ce969f3f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Vinyl installed as per plan"
"486f88ae-d7af-5341-8537-b8d294f46219","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Carpet installed as per plan"
"9010aeba-da28-5593-8a8f-3a9623542cd0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"f11c7262-ee06-5e1d-91b0-e33cd0c54dda","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"b02ec58f-ad2c-5a6d-9fab-031982b2ce5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"d23b0b72-de46-563b-9db2-fcd26371aae3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Add-Floors Sign Off"
"a8e375f6-03a9-513e-86fa-eb67f9e15749","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Carpet / Vinyl","Foreman installation sign off"
"50078e4e-804c-5058-9aeb-c87ca5555367","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Wall Finish"
"438c82e4-d827-577e-8037-eaa1360e4800","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Wall Finish","Wall Finish installed as per plan"
"da43c4c8-719c-58fe-a724-3f986086c4dc","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Protection and Handover"
"01881430-685a-5da3-b6f7-b01dad54e26d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"7a163838-90d5-55a5-9eff-1488aa64070a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"c52240bd-db39-53f3-8558-df4b63ad469c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING C","SITTING, LINEN, CORRIDOR","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"11f40e98-1e9d-48c5-aefb-d9c4043c73b6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Floor Finishes","WING D"
"3333d385-0871-48af-b73f-d22a9f1421e5","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY"
"263a0a5b-3936-57e0-b566-528f0341cdf3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive"
"7b26a06a-8d72-59a5-b29b-8d893dae848c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"b1b41873-3bfe-5ce4-8127-b458d71c332f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"1d6f40be-26d7-52b2-9dff-1cc2327e5c62","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"6ea027ae-8e83-50b5-b3e7-2faf522f9671","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"b19ef48d-652e-4765-b3fb-5cc894eac89d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"a7897a97-95b0-42fb-8c17-11745d39962e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"45ef2083-6aed-59d7-97d9-61752d0cdfb4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"a346f750-13bc-5e5e-a42c-f53ede2df5a5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl"
"97e2cbda-002a-5723-9963-fe59633792d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"08397091-0b9c-5864-8a10-681024d4a7ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Vinyl installed as per plan"
"08d5e4b2-aced-5731-b60d-0c574ffca29f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Carpet installed as per plan"
"a54beb32-4d50-5d9d-9d8b-05e5d5e70e8a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"5d0a0939-d7f6-5d69-8c74-bef70d60470c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"615332ab-9ceb-5d40-8cc6-8c211a9f443d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"19a03ef2-205e-5e07-8f9d-ea33a046ab23","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Add-Floors Sign Off"
"7dcaaf4a-c7bb-501e-b8f0-d270a575d20f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Carpet / Vinyl","Foreman installation sign off"
"10865d7d-3c83-5a84-acd7-480513b9d2d2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Wall Finish"
"333084b1-1538-56b4-ae36-a548152cd070","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Wall Finish","Wall Finish installed as per plan"
"508bff60-6168-5e64-b73f-54044eafe45a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Protection and Handover"
"202039b1-0c32-51b7-b6dc-92f800e43b2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"828a16d8-9973-5834-8b67-c8eb281253f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"dae82685-39c8-57d8-9d78-2d76a40d5cf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","CORRIDOR AND ENTRY","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"e79cb34a-751e-4486-8e4d-7996ca993029","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER"
"f798b2c8-4545-5f15-ad57-9ac39f09fa8f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive"
"493ba8c2-4225-57c8-82fa-35bed516ee49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"7d7c302e-e709-51e4-9449-87f9e37330e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"6a23ecfc-bb9a-5b14-b28f-e31a937b473d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"63703539-1385-58f0-b055-10c8a50afdab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"1f3f19bd-8c3a-4f4f-bd3b-af9c95f690d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"0ad48fdf-57be-4351-b5ca-a306827f92c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"4850cd4b-0873-54f9-a505-883c233bf8b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"88047e0a-3ed8-5ef1-bd4e-323640e87964","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl"
"cdf3e4ea-8a55-56f8-894d-51158e68e978","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"6800a46d-8ca7-5cf3-875f-366ed5b620ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Vinyl installed as per plan"
"efd54b46-f378-5369-8d69-8142927e4477","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Carpet installed as per plan"
"345943f4-d064-523a-b639-689a4d02e52c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"f8a76f56-2fc5-520d-b544-aa4a454f1c4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"0cff1225-d1ec-5f08-b7e6-5a9912bf9176","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"b4c77482-6cde-5200-ad7c-6ca7f04f2d49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Add-Floors Sign Off"
"0cf8a7dc-58d2-5875-a9cb-3ad93ee305c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Carpet / Vinyl","Foreman installation sign off"
"e254c593-cb27-56df-889c-c92b8f8e6868","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Wall Finish"
"398719fd-5b09-5414-a502-6a4a01fd3b3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Wall Finish","Wall Finish installed as per plan"
"58e29868-7847-54bb-be9f-6ff194f31a9d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Protection and Handover"
"99e3b7c4-e06e-5cc1-abb4-a64dacd2dc8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"737739db-8992-5fe9-be24-7489328e302a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"b7c44c25-a342-539a-b1fd-272c1a47b521","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.02 TESTING FOYER","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"844a65a5-0aee-4acc-b5b7-10f612cd3470","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.04 RECEPTION"
"c9ebeb9f-b6b9-5fd6-b1b2-7255f7c89664","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive"
"be96a53b-1adf-5d99-9fbb-7f3204ca07e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"b6cc446d-6825-5fed-97c4-61e9a8fa6973","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive","Subfloor mechanically diamond ground"
"710e08e8-75dc-5a63-8656-a7de52d840f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive","Floor preparation product installed in accordance with manufacturer's instructions"
"3f331e88-d156-51ef-a118-a302975fff2f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive","Floor transitions installed as per instructions from builder"
"cbb3b878-29fd-4229-a86a-d165d7dffb93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive","Waterproof tested for falls, and water test completed by waterproofers"
"644db4bb-93fa-4736-a930-d6a55e871167","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive","Mediseal installed to carpet areas as per plans - min 24 hours curing time observed"
"2081439d-f4a6-5381-a62f-0eb46460c8ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Subfloor, Floor Preparation, Adhesive","Correct adhesive used"
"d98fdd3b-9777-55f5-a541-a31ce1e64ad0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl"
"5dd8a91c-1f36-5286-b26c-0902b237dd33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"e39d5edc-3904-5564-9f86-bf706a7bd0fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Vinyl installed as per plan"
"886145be-e322-50e2-9c3c-80cec076a860","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Carpet installed as per plan"
"365bcc11-cf35-5614-9ff1-6cb6510eb672","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Joints sealed with heat welded seams and mitres as per AS 1884-2012"
"d23146f9-76b5-5fe3-9e06-2c62035b3c50","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Vinyl skirt and coving used as per finishes markup - 150mm height"
"e95ea70a-316a-5911-b839-5291adc8ccc3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions"
"3db3e751-ef03-528a-a934-2940704afe82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Add-Floors Sign Off"
"dd88812f-8f7d-50e3-94b1-66f241fb422e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Carpet / Vinyl","Foreman installation sign off"
"7ef05468-edf0-58f5-93e8-4106dcdd3928","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Wall Finish"
"55db4f49-eeff-58c7-b6e4-c23ce0e517ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Wall Finish","Wall Finish installed as per plan"
"8bba536e-b702-55df-99ea-29e2f138ba01","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Protection and Handover"
"4fa57233-2251-5f6c-9f58-6f473544a594","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Protection and Handover","Installation complete, checked and reviewed - as per specification"
"b1ec227e-8023-5e83-b1a6-674907e1fa10","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Protection and Handover","Floor protected with bubbleweave floor protection or polyweave"
"9ac921c7-3a8a-55e7-8935-324b33a712d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Floor Finishes","WING D","D.04 RECEPTION","Protection and Handover","Installer Sign Off: Protection installed as per manufacturer's instructions"
"bf84dc9f-befb-4846-8fb2-6af3e385cdc4","","checklist-sectioned","not-started","5e1e2906b1620f2d49cfbb2a6b9e844948c914fdb959ea2829c0a3796b53e6e6","checklist","FALSE","FALSE","Site QA","Floor Finishes","WING D","D.05 OFFICE"
