"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3ed6052e-8507-4755-91ca-e9fe7a3b391d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 2 - THB 01"
"475912bc-dbb4-4554-a314-3d6862ed0430","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA"
"b07dee81-c6d4-46c8-8e7c-13157155593f","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01"
"b6052377-a8e2-49d3-a80a-046ecc727c50","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Timber Framing"
"55d606b9-c0ea-451d-83b0-6fd267003e48","","checklist-flat","pass","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Trusses"
"e27016f2-de9e-4a8a-8068-620e5ef8d6bd","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","External Envelope"
"eb600487-95b6-418a-b35b-90e14bfebc11","","checklist-flat","pass","QA - Windows & Sliders (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Windows & Sliders"
"22f2a5b0-7486-4818-8409-53454c8545cb","","checklist-flat","pass","QA -  Skirting and Architrave (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Skirting and Architrave"
"5444a78f-e3f4-4f1f-b809-5db8215f1b68","","checklist-flat","pass","QA - Hardware Installation - First fix preparation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Hardware Installation - First fix preparation"
"157eeae9-cb48-4e4d-8a4c-b7c93fb4c52d","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Internal Doors"
"0d3040ab-3872-41af-8d5e-b80f7d12d947","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Handrails"
"cfc202d0-81e7-4f72-97db-359659f36e38","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Bathroom Checks"
"2d2fea26-80c9-4e38-9c74-9e5bfa52af0c","","checklist-flat","pass","QA - Flat Roofs & Gutter (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 01","Flat Roofs & Gutter"
"ab383eec-51b7-4a11-83ed-287479c9502d","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02"
"9a48c980-2f65-419a-b51a-90b0aa239f78","","checklist-flat","pass","QA - Timber - Framing (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Timber Framing"
"39c4812f-bdd3-4ceb-8375-f950d5971f72","","checklist-flat","pass","QA - Trusses (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Trusses"
"45777f73-5922-4ef0-a07c-f8573a58df74","","checklist-flat","pass","QA - External Envelope (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","External Envelope"
"734c9468-e815-41cd-a78c-84511e738b6a","","checklist-flat","pass","QA - Windows & Sliders (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Windows & Sliders"
"0a9936f8-487d-47f6-9196-7e391d4325b1","","checklist-flat","pass","QA -  Skirting and Architrave (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Skirting and Architrave"
"0cc56c94-51fc-474c-83bf-f94c11754bea","","checklist-flat","pass","QA - Hardware Installation - First fix preparation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Hardware Installation - First fix preparation"
"3538ff47-d345-4988-96e7-6fae4493a2a8","","checklist-flat","pass","QA - Internal Doors (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Internal Doors"
"80989fb4-6b5a-40e5-b365-42f9d9b80f58","","checklist-flat","pass","QA - Handrails  (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Handrails"
"f7cbd958-e9fa-40ed-b599-c27ad42c6272","","checklist-flat","pass","QA - Bathroom Checks (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Bathroom Checks"
"46f81ef9-8f5d-4c64-a3eb-8d628c2011cd","","checklist-flat","pass","QA - Flat Roofs & Gutter (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Project Build QA","TH 02","Flat Roofs & Gutter"
"81bae0f6-4105-4fac-8722-722ba91da547","","checklist-flat","not-started","Compliance Documentation (V1)","checklist-flat","FALSE","FALSE","Stage 2 - THB 01","Compliance Documentation"
"e2f616d2-4617-416c-8eeb-3a39f3557684","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12"
"10f644b3-a601-46f1-9977-ed217396d183","","checklist-sectioned","pass","9bf1b3c1259c1701f1818e8019030a4ba45d20eaf87e511f2ca9afb9ce13adc1","checklist","FALSE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Pre-Commencement Checks"
"f9407ebb-7f08-41aa-9779-e2cead9c9a9a","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA"
"059aaef0-7bd0-4f40-b6f6-9989c0867717","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA","THB 02"
"fcd9ac3b-bb94-48a8-b9de-7abd1ae50321","","folder-normal","pass","","step","TRUE","FALSE","Stage 2 - THB 02, 03, 04, 05, 10, 12","Project Build QA","THB 02","TH 03"
"e549e538-7965-4b03-aa19-62cd6d60c2c8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","Corridor - Grid 2-3 & B-D"
"01a4b112-196d-41de-8942-f53c832d6806","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","Corridor - Grid 2-3 & B-D","Internal Doors"
"6662939c-ca4c-44bd-b176-eabc6d9e029d","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","Corridor - Grid 2-3 & B-D","Hardware"
"af7fc622-bd39-45d4-9251-10794504185d","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","Corridor - Grid 2-3 & B-D","Skirting/Architraves & Trims"
"e68e6e54-26fc-4a27-8b63-17797e606187","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120"
"74d4aa93-51fc-4f11-8af1-f8161d290735","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120","Internal Framing"
"01a9b8c1-7c63-4bde-b4fe-67a4ddebf8ff","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120","Internal Doors"
"34926391-8791-44ac-b16d-d4ecd5f8b60b","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120","Hardware"
"6e6d2348-35b6-470d-8e90-70cf0219abd4","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120","Fire Door Install"
"3d70e0ed-9a3f-49f7-b92d-4f028582a2bd","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120","Skirting/Architraves & Trims"
"0a9369d4-f46d-4103-9d4e-4d61e8ebee9e","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120","Handrails"
"02dd9015-b0f2-4bce-877c-f2afae08918e","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA120","Windows, Sliders & Sealants"
"81d594eb-7213-457d-b595-e6616e4412c9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121"
"d986d9e9-ab9e-4412-82ed-61b781c0ec65","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121","Internal Framing"
"356a4e84-95e4-42dc-a278-1a3b4d5fa5d0","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121","Internal Doors"
"64ee8b58-9920-49d1-a68e-de58bf260168","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121","Hardware"
"6c4ecc4b-713f-4d0b-9d78-1e44a344463c","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121","Fire Door Install"
"94c6ef27-fa2f-4fa7-99ad-f4131f96b9b6","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121","Skirting/Architraves & Trims"
"45ac643b-822d-416c-9bd4-333e1dac241f","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121","Handrails"
"aae83d62-1dff-44cd-9a18-8751f472361f","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA121","Windows, Sliders & Sealants"
"9bdcccd0-7a7f-4513-81db-7d3bac53a975","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122"
"7db12c44-e18b-422b-b99e-83da73345674","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122","Internal Framing"
"4c5db697-2ca8-4cb3-9c24-be0a49b3ac10","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122","Internal Doors"
"902e20b8-5b3e-4524-a9a7-06b7a5615c9e","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122","Hardware"
"b9358a7d-888a-438b-9d0a-d6dc6581da65","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122","Fire Door Install"
"1482ba3e-d1f6-480a-833b-5891f1a49419","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122","Skirting/Architraves & Trims"
"ec683c5f-f5dc-4f82-94fa-5df127809435","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122","Handrails"
"de5a1400-7c6c-4d1c-aa3d-cfb03781069b","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA122","Windows, Sliders & Sealants"
"34ef19e3-c38d-45e4-bff1-85b68701e053","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123"
"af769486-d820-4ef6-9d26-91d67f460865","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123","Internal Framing"
"0a01b2a0-4e83-4001-9ba9-05e305982734","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123","Internal Doors"
"f85df73e-7acf-43ed-80ac-e3719cac7622","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123","Hardware"
"b375f49e-8c23-4805-bb35-b45b0ae7d1f2","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123","Fire Door Install"
"a971cbd6-3050-4813-859f-0deba8503d26","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123","Skirting/Architraves & Trims"
"1d0e469e-ccd9-4921-92be-0556a1dc1dc1","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123","Handrails"
"ca98b6a7-8142-4e7c-a5d5-c45e362955c9","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA123","Windows, Sliders & Sealants"
"72691764-6474-4515-a2af-f3a7fa79fefb","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124"
"4db003c0-ed96-4a99-8b01-bfd1da7b4144","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124","Internal Framing"
"9510caa5-aa04-474d-b62f-3e059fc6c0de","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124","Internal Doors"
"9618065d-e300-49c0-917e-a1ae43b32793","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124","Hardware"
"0395f3da-9343-489d-a5b9-43012eb0a4c7","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124","Fire Door Install"
"946d6f67-7806-4436-9c81-e0077e757820","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124","Skirting/Architraves & Trims"
"5c36e0d0-cab4-4c2c-8260-f281879e1e3e","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124","Handrails"
"efba2615-1b47-4584-ab8e-84bbddc36656","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area A","IA124","Windows, Sliders & Sealants"
"dfdb09ba-588a-4a0e-acc3-26ae20e050ca","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B"
"4537d108-1c5b-4eb3-ba4c-f3cdd4f65583","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","Corridor - Grid 2-3 & E-H"
"5b884294-2d1e-463d-8f9f-9b48da46dc2f","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","Corridor - Grid 2-3 & E-H","Internal Doors"
"e2e36152-4e49-4875-8dab-b40c270cf45c","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","Corridor - Grid 2-3 & E-H","Hardware"
"e0fe0149-f2e0-436e-905e-945371354799","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","Corridor - Grid 2-3 & E-H","Skirting/Architraves & Trims"
"fdf1c24c-ea82-438f-b4c0-33cdabb132eb","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125"
"34896a63-ca99-4a1d-9b10-a3c80a8d8738","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125","Internal Framing"
"d3a8ac12-3984-4a3f-9dd6-bdb4a318f3b9","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125","Internal Doors"
"cd74a733-a0a4-4aab-9d76-2d3c2f161bc9","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125","Hardware"
"07b0d097-0b05-4e09-a4c4-dccac941c544","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125","Fire Door Install"
"47461196-8c11-4aad-b213-fe47a0e58231","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125","Skirting/Architraves & Trims"
"ddd5a6b3-7c07-42a8-b7d2-d7dbe19ce899","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125","Handrails"
"283dfcca-6934-4408-a8d2-38310b04eb0f","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA125","Windows, Sliders & Sealants"
"3bb083c0-636b-46cc-878c-20119f712d42","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126"
"b7bc57d6-2071-406d-af03-e5b8d2f1e8f8","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126","Internal Framing"
"e0a836d4-e1e2-4a42-b8f8-0403cebace7d","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126","Internal Doors"
"227e4cdb-25e9-44e2-a004-82c7a55b6aa9","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126","Hardware"
"dd550f10-7df8-4f54-b2b4-21c48d0d681c","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126","Fire Door Install"
"2a86d9f7-0354-4441-96d7-f628d36d44c8","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126","Skirting/Architraves & Trims"
"d683020a-01ef-462f-a0d8-a46dd276c988","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126","Handrails"
"80e48614-83f7-447a-9500-fb0346adf188","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA126","Windows, Sliders & Sealants"
"2001e8c5-204f-46cd-8a9c-43ae54b0c4cf","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127"
"edaf9bc5-ff3a-4bba-88d9-a104538608b7","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127","Internal Framing"
"a8e5e15f-1853-4d7e-bb2e-8e23289676e3","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127","Internal Doors"
"2b3fbb72-ff20-48dd-a204-e4b403159ac8","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127","Hardware"
"9c2268b1-18b8-493a-a3e2-1ceb574c5c15","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127","Fire Door Install"
"a0b13c85-7c70-4778-bacc-1fb1fe96157b","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127","Skirting/Architraves & Trims"
"58e8d531-a4e5-45e5-80b0-8e88774baac4","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127","Handrails"
"1211942b-99fa-45c9-aab0-bf7673047306","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA127","Windows, Sliders & Sealants"
"0033b4ba-e123-4f4d-b260-e12bd6c0afe5","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128"
"85bff6d6-08d7-4793-9e6b-dc4b5b2a088e","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128","Internal Framing"
"31014fba-329a-4561-9f73-ff996e466d45","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128","Internal Doors"
"229419e5-33b3-430a-9759-0e4cf01189b4","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128","Hardware"
"14b2424f-dabd-48c6-8bf5-1b125559cccd","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128","Fire Door Install"
"9cdc7a80-ab55-4b86-af2f-3561733569fa","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128","Skirting/Architraves & Trims"
"24294d9a-1762-4d82-9958-0e91a9c32b10","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128","Handrails"
"a49bed57-79e7-4284-8dfa-b81d0f63792d","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA128","Windows, Sliders & Sealants"
"97a9e65c-ee9e-49bb-b22d-b6513a6562e3","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129"
"c0ef339b-c7eb-4f4d-98d9-407abcd5c1bd","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129","Internal Framing"
"bf091c92-f9f2-4935-9d59-a8653f85bc0f","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129","Internal Doors"
"752516fe-aac9-48f3-8690-a758536cd396","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129","Hardware"
"457ccec1-0b12-4543-8022-e9af3cfff275","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129","Fire Door Install"
"7d486dd0-6907-4448-9852-0ebe7fd35da8","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129","Skirting/Architraves & Trims"
"87dea9df-792d-4487-bcc4-18d23db1a9a7","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129","Handrails"
"36daeaab-b810-44cb-b9d8-935a253b92dd","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA129","Windows, Sliders & Sealants"
"b10246fe-6e94-4a31-a95e-6632f9cad986","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130"
"69aa9bce-49ef-4780-9e50-fe6231f80186","","checklist-flat","not-started","PRE - S - Timber Framing","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130","Internal Framing"
"f8686c2d-0aae-452a-8b41-f48cf788c9f4","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130","Internal Doors"
"0a03e91b-4444-4d37-8051-65fd7321bade","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130","Hardware"
"a55dcbc8-5a12-4dc0-bc54-da4cd436e4e6","","checklist-flat","not-started","POST - S - Fire door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130","Fire Door Install"
"9129eb5f-4a46-4fdf-8932-734341f80299","","checklist-flat","not-started","POST - S - Skirting/ Architraves & Trims","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130","Skirting/Architraves & Trims"
"9ced0134-3ea2-4560-936e-19d665dccd5b","","checklist-flat","not-started","POST - S - Handrails","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130","Handrails"
"7d5bf7a6-9264-4fb8-854a-b107bf4290d7","","checklist-flat","not-started","FC - S - Windows, Sliders and Sealants","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 1 - Area B","IA130","Windows, Sliders & Sealants"
"65fff645-deb7-4d0a-9971-04b66343f2b2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 2 - Area A"
"870b7e97-2f48-4b5d-908b-275fe4b02cf4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 5 - B03","Project Build QA","Level 2 - Area A","Lobby"
"6b351b8a-3da9-4af2-bee2-91c537eac407","","checklist-flat","not-started","POST - S - Internal door installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 2 - Area A","Lobby","Internal Doors"
"4b34ae0c-2254-4e19-9f8d-b82a0f98c5f2","","checklist-flat","not-started","POST - S - Hardware Installation","checklist-flat","FALSE","FALSE","Stage 5 - B03","Project Build QA","Level 2 - Area A","Lobby","Hardware"
