type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,• Was Installations of Cast-Ins/ HD bolts/ Chemical Anchors/Block out Verified,"Yes,No,N/A",,,,,,,,,,,,
label,• Is the concrete member of height greater than 2m and a formwork design obtained with a certificate of compliance from a Proof Engineer forwarded to the Superintendent for approval?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach formwork design and approvals,,,,,,,,,,,,,
checkpoint,2.2 - Reinforcement,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• AS3600,,,,,,,,,,,,,
label,• VR611,,,,,,,,,,,,,
label,• VR610,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Tolerance - As per specifications and Australian Standard and minimum cover for steel reinforcement is 40mm.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Steel is free of excess corrosion, loose millings, oil or other contaminants","Yes,No,N/A",,,,,,,,,,,,
button,• Required Connection details - U Bars/ Z Bars/Cogs Verified/Starter bars,"Yes,No,N/A",,,,,,,,,,,,
button,"• Correct concrete cover and chairs on sides, bottom and top Verified","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,2.3 - Pre-pour Inspections,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,,,,
label,• Project Specs,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has steel reinforcement been placed correctly with adequate cover?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have tie bars and expansion joints been installed at the correct intervals?,"Yes,No,N/A",,,,,,,,,,,,
button,"• Pour area is free of loose debris, oils, water","Yes,No,N/A",,,,,,,,,,,,
button,"• Have any services located within the slab been installed, surveyed and pinned down","Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Testing Lab Representative will be available during concrete pour,"Yes,No,N/A",,,,,,,,,,,,
button,• CYP D&C JV informed of concrete pour date and start time,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of each Concrete Pour,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,2.4 - Concrete Placement,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR503.07,,,,,,,,,,,,,
label,• VR503.05,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has concrete been transported, handled and placed to prevent segregation, loss or leakage of materials.","Yes,No,N/A",,,,,,,,,,,,
button,"• Has Concrete been tamped/vibrated to increase density and prevent voids, honeycombing or surface defects.","Yes,No,N/A",,,,,,,,,,,,
button,• Has a minimum of one of vibrator used at all times while the concreting is in operation,"Yes,No,N/A",,,,,,,,,,,,
button,• Ensure monitoring forms/cast in items during the pour,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Work(s) completed to specification/drawings & Area left clean/tidy,"Yes,No,N/A",,,,,,,,,,,,
button,"• Concrete Dockets Received, Attach last Docket","Yes,No,N/A",,,,,,,,,,,,
textbox,Pour date,,,,,,,,,,,,,
textbox,Total pour Concrete quantity,,,M3,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Delivery Doc,,,,,,,,,,,,,
label,• Conc pour record,,,,,,,,,,,,,
checkpoint,2.5 - Post Pour,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Was Curing agent applies as per project specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete reached design strength to strip formwork,"Yes,No,N/A",,,,,,,,,,,,
button,• Any identified defects after striping rectified,"Yes,No,N/A",,,,,,,,,,,,
button,• Attach Subcontractor’s QA,"Yes,No,N/A",,,,,,,,,,,,
button,"• Does Backfill material compl;y with Vicroad specs, Project specs and drawings?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Concrete Strength Report,,,,,,,,,,,,,
checkpoint,2.6 - Backfilling,,,,,,,,,,,,,
label,Ref docs: VR703.29,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Were topsoil placed and compacted on layers not exceeding 150mm in thickness and not exceeding 300mm in width not earlier than 3 days after concrete pour?,"Yes,No,N/A",,,,,,,,,,,,
label,• Were the positions of any existing conduits passing under edgings marked by a chase in the edging immediately above the conduit together with a suitable identification mark.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
section,3.0 Retaining Walls,,,,,,,,,,,,,
checkpoint,3.1 - Formwork,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,,,,
label,• Project Specs,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Formwork has been installed correctly and sufficiently braced.,"Yes,No,N/A",,,,,,,,,,,,
button,• Formwork set out has been done as per latest design drawings and specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Were Construction joints/Expansion Joints/Isolation Joints /or any type of joint as specified in the drawings Installed,"Yes,No,N/A",,,,,,,,,,,,
button,• Any Backfill/ Underlay Material as per drawings & specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Was Installations of Cast-Ins/ HD bolts/ Chemical Anchors/Block out Verified,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the concrete member of height greater than 2m and a formwork design obtained with a certificate of compliance from a Proof Engineer forwarded to the Superintendent for approval?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,3.2 - Reinforcement,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• AS3600,,,,,,,,,,,,,
label,• VR611,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Tolerance - As per specifications and Australian Standard and minimum cover for steel reinforcement is 40mm.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Steel is free of excess corrosion, loose millings, oil or other contaminants","Yes,No,N/A",,,,,,,,,,,,
button,• Required Connection details - U Bars/ Z Bars/Cogs Verified/Starter bars,"Yes,No,N/A",,,,,,,,,,,,
button,"• Correct concrete cover and chairs on sides, bottom and top Verified","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,3.3 - Pre-pour Inspections,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,,,,
label,• Project Specs,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has steel reinforcement been placed correctly with adequate cover?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have tie bars and expansion joints been installed at the correct intervals?,"Yes,No,N/A",,,,,,,,,,,,
button,"• Pour area is free of loose debris, oils, water","Yes,No,N/A",,,,,,,,,,,,
button,"• Have any services located within the slab been installed, surveyed and pinned down","Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Testing Lab Representative will be available during concrete pour,"Yes,No,N/A",,,,,,,,,,,,
button,• CYP D&C JV informed of concrete pour date and start time,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of each Concrete Pour,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,3.4 - Concrete Placement,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR503.07,,,,,,,,,,,,,
label,• VR503.05,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has concrete been transported, handled and placed to prevent segregation, loss or leakage of materials.","Yes,No,N/A",,,,,,,,,,,,
button,"• Has Concrete been tamped/vibrated to increase density and prevent voids, honeycombing or surface defects.","Yes,No,N/A",,,,,,,,,,,,
button,• Has a minimum of one of vibrator used at all times while the concreting is in operation,"Yes,No,N/A",,,,,,,,,,,,
button,• Ensure monitoring forms/cast in items during the pour,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete Work(s) completed to specification/drawings & Area left clean/tidy,"Yes,No,N/A",,,,,,,,,,,,
button,"• Concrete Dockets Received, Attach last Docket","Yes,No,N/A",,,,,,,,,,,,
textbox,Pour date,,,,,,,,,,,,,
textbox,Total pour Concrete quantity,,,M3,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Delivery Doc,,,,,,,,,,,,,
label,• Conc pour record,,,,,,,,,,,,,
checkpoint,3.5 - Post Pour,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• Civil drawings.,,,,,,,,,,,,,
label,• Project Specs,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Was Curing agent applies as per project specifications,"Yes,No,N/A",,,,,,,,,,,,
button,• Concrete reached design strength to strip formwork,"Yes,No,N/A",,,,,,,,,,,,
button,• Any identified defects after striping rectified,"Yes,No,N/A",,,,,,,,,,,,
button,• Attach Subcontractor’s QA,"Yes,No,N/A",,,,,,,,,,,,
button,"• Does Backfill material compl;y with Vicroad specs, Project specs and drawings?","Yes,No,N/A",,,,,,,,,,,,
button,• Were as Built completed? Attach report if applicable,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Concrete Test Report,,,,,,,,,,,,,
checkpoint,3.6 - Backfilling,,,,,,,,,,,,,
label,Ref docs: VR703.29,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Were topsoil placed and compacted on layers not exceeding 150mm in thickness and not exceeding 300mm in width not earlier than 3 days after concrete pour?,"Yes,No,N/A",,,,,,,,,,,,
label,• Were the positions of any existing conduits passing under edgings marked by a chase in the edging immediately above the conduit together with a suitable identification mark.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-016 - Gross Pollutant Trap& Diversion Structure PV-GPT-2 (RevA),,,,,,SYM-ITP-016 - Gross Pollutant Trap& Diversion Structure PV-GPT-2 (RevA),,,,,,,
section,1.0 General Details,,,,,,,,,,,,,
checkpoint,1.1 - Site Preparation and Excavation Sequence,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SPEL,,,,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Prepare the excavation for the Vortceptor separation chamber first.,"Yes,No,N/A",,,,,,,,,,,,
button,• Did the excavation for the Diversion Chamber (the rectangular precast concrete chamber) follow afterwards the Vortceptor.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Was the inlet pipe run would installed, within one or two pipe lengths prior to the diversion chamber.","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach manufacturer Installation manual,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.2 - Set Out,,,,,,,,,,,,,
label,Ref docs: Civil drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the work area clearly pegged out for line and level?,"Yes,No,N/A",,,,,,,,,,,,
textbox,Zone,,,,,,,,,,,,,
textbox,Stage,,,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,1.3 - Excavation Permit & Penetration Permit,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SMP,,,,,,,,,,,,,
label,• VR 602.03,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were all identified underground services marked and potholed to confirm location and depth and no machine excavation within 1m of underground services.,"Yes,No,N/A",,,,,,,,,,,,
button,• Relevant permits have been signed and approved. ,"Yes,No,N/A",,,,,,,,,,,,
button,• Extents and levels correct to relevant drawings,"Yes,No,N/A",,,,,,,,,,,,
button,• 50mm Blinding to be placed as required to allow working surface and protect excavation.,"Yes,No,N/A",,,,,,,,,,,,
textbox,Excavation for Vortceptor to a total depth of,,,mm,,,,,,,,,,
textbox,Excavation for Diversion Chamber to a total depth of,,,mm,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Vortceptor Installation,,,,,,,,,,,,,
checkpoint,2.1 - Vortceptor Installation,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SPEL,,,,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• Were measurements checked on the Vortceptor prior to installation, and confirmd as per approved IFC","Yes,No,N/A",,,,,,,,,,,,
button,"• The Vortceptor excavation should be no greater than required, this would be 1000mm oversized or to suit shield sizing. This is with due regard to the amount of backfill to be used under and around the tank.","Yes,No,N/A",,,,,,,,,,,,
button,"• Were 150mm thick, compacted base of either a concrete blinding or compacted crushed rock layer installed.","Yes,No,N/A",,,,,,,,,,,,
button,• Was the Vortceptor lowered into the excavation with no rocks or sharp objects falling into the hole and no damage to the tank,"Yes,No,N/A",,,,,,,,,,,,
button,• Were the levels of the Vortceptor adjusted to suit pipeworks and diversion chamber inlet void?,"Yes,No,N/A",,,,,,,,,,,,
button,• Fill the tank with water up to the invert of the inlet ,"Yes,No,N/A",,,,,,,,,,,,
button,• Encase & backfill the outside of Vortceptor as per project backfilling specs,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the take located in an area subject to high water table or trapped underground water?,"Yes,No,N/A",,,,,,,,,,,,
button,"• If yes, the tank must be completely encased in unreinforced concrete, up to the specified height above the Vortceptor base, and at the minimum specified width beyond the perimeter of the Vortceptor base. Refer to SPEL Stormwater for recommended concrete dimensions and volumes to withstand buoyancy forces.","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Attach IFC drawings ,,,,,,,,,,,,,
checkpoint,2.2 - Diversion Chamberb Installation,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SPEL,,,,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Were measurements checked on the Diversion Chamber prior to installation, and confirmd as per approved IFC","Yes,No,N/A",,,,,,,,,,,,
button,• Has the diversion chamber excavation pit been prepared as per Construction drawings,"Yes,No,N/A",,,,,,,,,,,,
button,• Is sufficient room left to install inlet pipe and pipe is angled to be fed into the diversion chamber?,"Yes,No,N/A",,,,,,,,,,,,
button,• Was the Diversion Chamber adjusted to a correct level so the rectangular opening matches the Vortceptor with the inlet and outlet block outs are to match the drainage line.,"Yes,No,N/A",,,,,,,,,,,,
button,• Use the template provided with the Vortceptor to drill the bolt holes into the diversion chamber rectangular void.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Use Sikaflex or silicone to seal the Vortceptor to the Diversion Chamber, use 8.5mm 4 cutter SDS bit to drill the bolt holes.","Yes,No,N/A",,,,,,,,,,,,
button,• Use M8 x 100mm Galvanised screw bolts to fix the Vortceptor to the Diversion Chamber.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,2.3 - Associated Drainage & Finishing Works.,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SPEL,,,,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Were upstream and downstream drainage pipework Installed?,"Yes,No,N/A",,,,,,,,,,,,
button,"• Connect the pipework to the Diversion Chamber, concrete bandage the inlet and outlet pipes to the Diversion Chamber.","Yes,No,N/A",,,,,,,,,,,,
button,• Internally render the inlet and outlet pipework,"Yes,No,N/A",,,,,,,,,,,,
button,• Use low slump concrete to mass infill and bench the base of the diversion chamber and weir. This is to direct the flow and remove any dead zones in the diversion chamber.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint,2.4 - Cover Slab Installation,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• SPEL,,,,,,,,,,,,,
label,• Vortceptor Installation Manual,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Use a Sikaflex bead around the rebate on the top of the Diversion Chamber to ensure a satisfactory seal between cover slab (Lid) and chamber.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Lift and install cover slab, ensure manhole void / cover is on Vortceptor side of the chamber.","Yes,No,N/A",,,,,,,,,,,,
button,• Use Sikaflex and screw bolts to secure fibreglass manhole riser to cover slab,"Yes,No,N/A",,,,,,,,,,,,
button,"• Tie in the manhole covers as per lid manufacturers installation guidelines, to achieve Finished Surface level.","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to the Start of Activity,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-017 - Traffic Signals (Rev A),,,,,,SYM-ITP-017 - Traffic Signals (Rev A),,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,
checkpoint,1.1 - Determine lot size,,,,,,,,,,,,,
label,Ref docs: Lot map,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the lot been defined and marked up on lot map? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Lot map,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,1.2 - Survey set-out,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the work area been set out as per IFC drawings? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
section,2.0 Traffic Signals Installation,,,,,,,,,,,,,
checkpoint,2.1 - Signalised Construction,,,,,,,,,,,,,
label,Ref docs: IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has signalised crossing been constructed in accordance with the IFC Drawings?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Subcontractor ITP's,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,2.2 - Testing and Commissioning,,,,,,,,,,,,,
label,Ref docs: IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has Signalised crossing passed all commissioning and testing?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Subcontractor ITP's,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,2.3 - VicRoads Approval,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• DOT inspection & approval provided?,"Yes,No,N/A",,,,,,,,,,,,
textbox,Date:,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Subcontractor ITP's,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,4.0 Conformance check,,,,,,,,,,,,,
checkpoint,4.1 - Test Reports & As-builts,,,,,,,,,,,,,
label,Ref docs: Subcontractor ITP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• All Test reports and as builts received and reviewed.,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Test reports,,,,,,,,,,,,,
label,• As-builts,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,4.2 - Product non-conformance,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• All Product Non-Conformance(s) recorded and closed (if applicable),"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Completed NCR form,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-018 - Public Lighting (Rev A),,,,,,SYM-ITP-018 - Public Lighting (Rev A),,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,
checkpoint,1.1 - Determine lot size,,,,,,,,,,,,,
label,Ref docs: Lot map,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
