"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ec990272-67ab-4108-8b18-64fb89a20bb4","","folder-normal","","","step","TRUE","FALSE","Site QA"
"be61cda7-83c3-40a9-bfc6-0a810fb55fec","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A"
"aadc0d3e-d7a8-4418-a150-ba63c0eef067","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark"
"cd86483f-45b0-4c44-b99f-64e10341d6c8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas"
"7c74cd6d-4cda-4141-be2f-3823ada47e42","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas","Lift / Lift Lobby"
"aaade093-fac8-4922-a5b5-871e542b1476","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-102","LAN Testing"
"3a9f40dc-9bb4-4719-8030-fc0766ef2d6c","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-102","Fit Off"
"a11642fb-f9db-4b0c-b980-1373c4d7f4cd","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-103"
"31950158-c1e0-4649-a722-f2d2bce542cd","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-103","LAN Testing"
"b30fd5b8-87ff-4343-8063-fa9a14246673","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-103","Fit Off"
"a82b6ac3-8af4-4761-af4b-bbec0fd2a743","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-104"
"223a3e31-1aa7-4e73-8d93-02d29235687b","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-104","LAN Testing"
"ffd2ad34-6b96-46d8-8825-0d71fcb8d87f","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 3","ESS","Cameras","C-104","Fit Off"
"d705a9f0-2161-4613-8d89-92226bc915d6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4"
"2d8af2d6-0b67-47cd-8df1-24d4166e0b07","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS"
"aeff6a29-cfb8-4b72-b253-6430c466d9ff","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Common areas"
"115e84f4-c340-4ef4-933b-0fea425885e8","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Common areas","Flexi 1.58"
"6609427f-a438-4672-8fe3-4b6446af8e84","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Common areas","Flexi 1.58","LAN Testing"
"f463d951-1d5c-4c2d-95b8-6ef2fb93b573","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Common areas","Flexi 1.58","Fit Off"
"f3362b2f-2f96-4392-bf35-db68c5164e54","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Common areas","Stair 1.74"
"105ab019-b54e-4922-8e15-2d9c604239fa","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Common areas","Stair 1.74","LAN Testing"
"8720b4c1-1fba-4c3f-980a-274f0084b64f","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Common areas","Stair 1.74","Fit Off"
"1115a108-57a0-4d41-a6a9-73d79e8912e2","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms"
"0c538b36-bb6c-44c8-be31-60f9f7d52d7d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.62"
"6adab260-34f0-4eb0-8716-174de1342dc8","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.62","LAN Testing"
"ce64f572-2512-471c-b5e6-05e1186bb3f4","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.62","Fit Off"
"dc0c4c21-0332-498c-8809-af604041c67a","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.63"
"0088b621-696e-4ef3-b183-3993e959e13f","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.63","LAN Testing"
"f216ba56-f0a6-4fb4-aedc-77a5be564a57","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.63","Fit Off"
"fef7c6f9-dd37-4d48-b680-0254f603faf7","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.66"
"56625b37-c7fd-46a9-ad9f-1599d9b7b1f5","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.66","LAN Testing"
"36b33d28-1d1a-4c7e-9cc5-c8734e977f17","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.66","Fit Off"
"823e7217-4f41-41c6-afef-f250484be5ab","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.67"
"a03f6fd1-1b6c-4ca9-8583-87a528de24af","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.67","LAN Testing"
"3e8960f8-a19a-4a95-9f9a-a683f63de2d8","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.67","Fit Off"
"c76c0414-6423-48a1-9896-32aeb88a43fa","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.68"
"01404656-66bc-475b-bebe-42d03b5de3f0","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.68","LAN Testing"
"fdc45de2-0f66-4857-9383-23232862384e","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.68","Fit Off"
"9d1f31aa-dc5a-440f-8ad1-3ccebc473304","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.69"
"571cd281-f2d9-48a8-a361-cee740164941","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.69","LAN Testing"
"db335c83-a7ee-49ad-8c08-dd4bca14b789","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.69","Fit Off"
"ff05df10-e54a-4fd3-960b-d41850c4eb94","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.71"
"f4dd1cc4-99ea-4aef-bc38-a57e220f56e2","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.71","LAN Testing"
"1a9989de-03d9-45ea-bd9e-fdcb20b55cd1","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.71","Fit Off"
"84345ea4-b9bd-4064-8fa4-424c259fb6ac","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.72"
"38051db4-4054-4750-8c52-a8006c2f890c","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.72","LAN Testing"
"59950e59-be2c-4301-92cb-1ce269c1e2df","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.72","Fit Off"
"bd3cbbc1-2f58-40be-8119-53c2384492e8","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.73"
"363f6b15-e61a-41c2-b8f3-388e29eb1751","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.73","LAN Testing"
"1d71f81d-bc46-482e-a79d-d48f78928a46","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.73","Fit Off"
"dd6c675d-52c4-4c82-9be9-51ea81a2b768","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.78"
"e30274f6-ff1a-427e-8548-331114bcc251","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.78","LAN Testing"
"1df02875-c06d-483a-8843-a9bf25b7b435","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.78","Fit Off"
"0cc23cc1-ecaf-4e49-b8d3-448d5374d520","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.79"
"7f88e84c-d770-4416-a1ff-1a0a8aba2cff","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.79","LAN Testing"
"7b3e5d96-20d6-495b-bd55-09641c8f65b0","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Rooms","Room 1.79","Fit Off"
"3b7c091d-2e4b-4b1b-8c61-0261cfe2c47f","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Displays"
"36b3a507-3265-4ebf-868d-c1fd97c8f750","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Displays","Display 11 CIRC 1.70 DF"
"8194c120-fa8f-4cec-96ef-8feb7adb2e38","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Displays","Display 11 CIRC 1.70 DF","LAN Testing"
"a68cf72b-1d5c-4166-9027-371337b47ce2","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Displays","Display 11 CIRC 1.70 DF","Fit Off"
"bf502622-e1cd-444f-aefa-cf818dd6b4a7","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Displays","Display 12 CIRC 1.60 DF"
"376c0e1c-b491-46e0-b7b9-2b12a6578b1d","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Displays","Display 12 CIRC 1.60 DF","LAN Testing"
"afef0b94-6a86-470b-a46c-2f46cb0fa7b1","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","PERS","Displays","Display 12 CIRC 1.60 DF","Fit Off"
"edb518f4-21ac-44e2-9924-41cc7d6d1a80","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS"
"d472a955-fa23-45dc-aa2d-989cc6d2d80f","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data"
"7d76c699-1aa4-4d91-83a1-8081980e329c","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","DLY CON 4 1.64 - 4 Data"
"89ab9e50-c3fd-45c5-827d-f60761d6cb45","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","DLY CON 4 1.64 - 4 Data","LAN Testing"
"fd2577a6-03c4-4a24-821c-4196877f4453","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","DLY CON 4 1.64 - 4 Data","Fit Off"
"755f4117-d074-4fa2-9f51-f000d7f3174a","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","DB CBD 1.77 - 2 Data"
"46372712-4ae5-472f-b042-9226ffefdebd","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","DB CBD 1.77 - 2 Data","LAN Testing"
"544865b7-514c-415c-89e3-205b3e508ac3","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","DB CBD 1.77 - 2 Data","Fit Off"
"ad976c8b-f6d4-4313-827b-7fbc11002763","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","Flex Room 1.58 - 2 Data"
"0cd84465-da84-4798-990d-cd46b0693781","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","Flex Room 1.58 - 2 Data","LAN Testing"
"15505754-a3a2-41d1-8f1d-1eb6c6c03a7e","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","Common Area Data","Flex Room 1.58 - 2 Data","Fit Off"
"cc1de39c-2e9c-46ac-a4a4-6c0baf234979","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI"
"f18f99c2-b4d9-4bef-96ee-55dcee38e2cb","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","OUTSIDE ROOM 1.73 - WIFI"
"99a230be-34a0-48ab-abe1-8782f146d613","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","OUTSIDE ROOM 1.73 - WIFI","LAN Testing"
"06b1b72d-0ab3-4fb7-ab9c-30eb066c4e5a","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","OUTSIDE ROOM 1.73 - WIFI","Fit Off"
"c778648f-4862-4b89-8d57-7bbdeb3f53d4","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","OUTSIDE ROOM 1.68 - WIFI"
"c3430e35-b105-4027-a6f4-96841fab7828","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","OUTSIDE ROOM 1.68 - WIFI","LAN Testing"
"86a35bd7-dd5c-4e84-8716-89ca266ac152","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","OUTSIDE ROOM 1.68 - WIFI","Fit Off"
"3fb93ebd-72a3-4efc-8ce8-79bcc75e7270","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","CIRC 1.60 - WIFI"
"38e77cf9-c1fc-4f1c-843c-8df5bd7d9a4c","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","CIRC 1.60 - WIFI","LAN Testing"
"184187aa-e3f5-4a8e-a02d-1bd8294a5d7d","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","GCS","WIFI","CIRC 1.60 - WIFI","Fit Off"
"3b4c32f9-d422-4a29-abf5-e2a71ebc6e20","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS"
"a7bc19d6-bfbd-470a-9b3b-d9b619728173","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS","Cameras"
"78d13408-5982-4102-bec1-879297bb9b6b","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS","Cameras","C-103"
"c876c63c-63e3-461b-813e-59db16146a5a","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS","Cameras","C-103","LAN Testing"
"4747f534-6437-4be8-bb4a-293a7ab1acd0","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS","Cameras","C-103","Fit Off"
"3228065b-1255-495e-8887-8c2e4b7bb1e9","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS","Cameras","C-104"
"1dc02f8a-5e61-4576-9506-5157325ff43d","","checklist-flat","","LAN Testing (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS","Cameras","C-104","LAN Testing"
"0efc0487-4cc9-4c99-b828-63b93f84ff91","","checklist-flat","","Fit Off (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Second Fix","Level 1","Stage 4","ESS","Cameras","C-104","Fit Off"
"f1c90811-2d86-4f58-985c-9340feb79113","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning"
"19a23902-4af0-42f9-a03a-ab795d19c4f0","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground"
"860fbbb5-d6a2-447b-b2b4-2fb04a82f44d","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1"
"3cc769ba-94e2-401f-878f-e4b8499da3d9","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS"
"e426e35d-b8a2-42dd-be6c-276308696204","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Common areas"
"bb21b720-2e19-43ca-8d11-88f536398e70","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Common areas","Stairs G.04"
"c12d9b1e-5c86-418c-bf4f-ef705575ad6f","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Common areas","Lift G.08"
"b8ab7d30-e0ff-4781-a8cf-a213ec344078","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Common areas","Lounge G.02"
"bd80177d-0ad3-4384-b4ec-daaf48efdfb6","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Rooms"
"54b95673-533e-4ab2-9b8c-d87e6f01826a","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Rooms","Room G.18"
"4ff8b044-30f3-4f55-bab5-5cbb19f8fa66","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Rooms","Room G.19"
"c802caa8-cc15-4144-8ae2-bd5a011d25e6","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Rooms","Room G.20"
"e653b822-a90d-4a64-bc83-779f0483c21b","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Rooms","Room G.21"
"2fe14b75-bb33-4e62-b822-67a7037f6539","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Rooms","Room G.23"
"7404d2fd-92da-4747-92a8-71c60bbea942","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Rooms","Room G.24"
"e1c2903e-23b9-4de5-98ca-c2c9bfdb2634","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Displays"
"87b8041d-502f-40ce-a354-2fe4b895f956","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Displays","Display 1 CIRC G.17 DF"
"30839b0e-15e8-4ba1-a7b5-589e5e826894","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","PERS","Displays","Display 2 CIRC G.28 SF"
"fb9feb9a-a580-4206-9b4c-10399951b272","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS"
"283b25a9-2ad5-42ff-8d9b-0ab8dad8d5d2","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data"
"752db5b1-64e8-4f79-b403-2fc6e3f107c6","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data","Café G.13 - 8 Data"
"0fdd6522-29eb-4a5f-8c8e-a0f89c53f3f2","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data","Nurse Manager G.14 - 4 Data"
"9e93b5ba-9fab-4d00-8fab-926d54194a5a","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data","Admin G.15 - 4 Data"
"b65eddca-aa80-4fed-8a12-f3d4bc47dc45","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data","Nurse Station G.29 - 6 Data"
"11fe9833-b0b4-4c62-94d9-7fabc105ad0e","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data","DB CBD G.27 - 4 Data"
"e48a2070-4511-4232-9a6d-c6ea9c043965","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data","Plant Room - 2 Data"
"0e70f278-57ec-45c7-a709-a508d334c490","","checklist-flat","","Commissioning (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","Commissioning","Ground","Stage 1","GCS","Common Area Data","Wind Lobby Intercom G.12 - 1 Data"
