"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e89f6a09-c360-4b0c-9098-e42655ea6633","","folder-normal","","","step","TRUE","FALSE","Site QA"
"7fdf9b96-6be4-43de-9d22-88c6bfe8ce60","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A"
"ee31a614-25c9-48ca-ae9a-5bd87add9b22","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","Basement 1"
"bb2bc9b4-adcd-4e43-8994-ccb30e09c076","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","Basement 1","Common door"
"404b4677-af41-4c19-8336-c999bca45e87","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 220B","Robe Jamb","BEDROOMS"
"3183b8e7-9d67-47a3-9e20-996b776799fa","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 221B"
"06320cd9-e3b9-4440-a5ed-bfc4d6e7fc64","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 221B","Door"
"708e9397-ca3f-42f0-9782-f06a7ccf1035","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 221B","Door","ENTRY"
"16895521-3224-4cbf-a371-cf66587bc856","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 221B","Door","BEDROOM 1"
"f89f37a5-b089-4cbe-8a52-4d516acf6ec9","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 221B","Door","BATHROOM"
"34d8ee54-0583-4333-a33f-19e513557b32","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 221B","Skirting"
"9f35baaa-b245-4ba2-a57b-bba002a9f9f8","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 221B","Skirting","LIVING ROOM"
"70942521-39f2-4e1a-ad98-e1668f93cabb","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 221B","Skirting","BEDROOM 1"
"3c7b7c61-ae65-4bab-bad3-1789da4addea","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 221B","Sanitary"
"7e2a6c3f-7aab-4174-afa7-3d876dbb3f70","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 221B","Sanitary","BATHROOM"
"8628cf61-bdd0-4029-94de-28a913507744","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 221B","Robe Jamb"
"3801ae76-bc7e-4ec8-aa7d-577ece73559f","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 221B","Robe Jamb","BEDROOMS"
"9f8775df-a57f-43cf-ac3c-c5f3b2eecae4","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 222B"
"47f715d3-fb2c-4db5-b3a5-d4a868dfc529","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 222B","Door"
"642a6bbd-fb11-4bc3-87c9-1106ceeda63c","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 222B","Door","ENTRY"
"9d7e9094-c5b1-405a-a72c-7585695e7a07","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 222B","Door","BEDROOM 1"
"d3cb1933-0188-4103-88f1-456c237120c4","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 222B","Door","BATHROOM"
"cbc58862-5934-4d71-ac40-ea4966527e39","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 222B","Skirting"
"41dd6498-0bbd-48cd-89d3-963f519cfb44","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 222B","Skirting","LIVING ROOM"
"a011daa9-5f7a-4294-a482-7ea132140e4b","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 222B","Skirting","BEDROOM 1"
"f3b28ed5-8736-4a04-a3bd-5f620a46a154","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 222B","Sanitary"
"879f996c-eac3-4482-a2da-f7b65ef1ae67","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 222B","Sanitary","BATHROOM"
"def5fbfa-c1be-4a36-b50b-8c6945bd524d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 222B","Robe Jamb"
"5d7b5346-3814-460a-9c1e-3e07a998ddec","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 222B","Robe Jamb","BEDROOMS"
"106569c8-0c19-4863-b672-8bb0994806d3","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","L3"
"462b055d-4f26-407a-a106-ce4719ad84c9","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","L3","Common door"
"9fcce1bb-945b-444c-8c61-acc0f2220db1","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","FE - 3.00-01"
"e6b4eead-fd60-446b-b2c0-1db71cfd118f","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","STAIR 1 - 3.00-02"
"9778121b-8fab-455c-ae8b-47458366f40b","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","STAIR 2 - 3.00-08"
"6771dec5-258a-460d-886b-8b5160e5cf4c","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","STAIR 3- 3.00-10"
"925abd3f-1aec-4ad0-8df0-a4cce701d777","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","ELEC - 3.00-11"
"a3459498-2585-4c48-bf4c-97f74cfe0451","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","ELEC - 3.00-12"
"cadf7e3f-312b-41de-82c0-8b2970fb33a9","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","ELEC - 3.00-13"
"a153d53a-bb4a-4598-a834-28a0af7d0cce","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","WATER - 3.00-15"
"d24f564f-13b6-417a-a1ed-f92bae91e988","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","BIN ROOM - 3.00-16"
"66f5a06f-f079-4891-aabf-fe47871c3d44","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","COMMS - 3.00-17"
"23e9ce86-d74c-4431-819e-c4aa404262f2","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","SERVICES ROOM - 3.00-18"
"6472d2dd-bc2c-4dc5-b484-bc42b737f951","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","ELEC - 3.00-19"
"d7dccd61-3581-42ee-b925-ec6cb7c84527","","checklist-flat","","Service Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common door","ELEC - 3.00-20"
"39485207-d9df-4b1f-b23c-75e610d9fcc5","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common Skirting"
"27bbf947-f7a8-4955-9efe-6a712d3393b4","","checklist-flat","","Decking Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","L3","Common Decking"
"419a09b8-b439-4b78-a19a-39e3425bd7a2","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 301B"
"ced0ca08-b943-42dc-9484-4bc501fd2d65","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 301B","Door"
"85824483-2af3-4853-803a-d8dfcb1a4568","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Door","ENTRY"
"7787ed02-3ddd-47a7-876c-a665be2dba61","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Door","BEDROOM 1"
"9146d4df-a78c-48aa-bc06-aeb0722e48c1","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Door","BATHROOM"
"f03d40ff-264b-43ca-9300-e198a734c073","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Door","STUDY"
"e336ac07-a2e4-46e5-b74e-2bd8ed1bf4bf","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 301B","Skirting"
"9a70e778-9719-43b6-9320-5d9e7bdfc35c","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Skirting","LIVING ROOM"
"24c55561-d06c-4088-89ce-9b3ddeca010e","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Skirting","BEDROOM 1"
"a1943289-72f9-4526-b11d-38cc286edb7d","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Skirting","STUDY"
"b9d5ae41-ed30-4fc1-bfc1-f523998df9ac","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 301B","Sanitary"
"ebd4dd3a-249b-4e02-bbf9-06e2420d9a3e","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Sanitary","BATHROOM"
"b8dea29a-6f97-4aa4-867f-3f1bc2f66f1e","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 301B","Robe Jamb"
"0cceddf3-5bf5-49a8-900b-0baa1575b0fd","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 301B","Robe Jamb","BEDROOMS"
"4d12942c-6609-4032-b13e-6b59ffeba831","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 302B"
"f1232f25-51c7-49c9-9050-78fe08109794","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 302B","Door"
"5d405798-0b70-46e5-8ead-945aa566addc","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Door","ENTRY"
"5dd3303a-3012-4f6c-be30-98768bcae540","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Door","BEDROOM 1"
"59b44d64-7a59-4855-b4a8-e47f540cc80a","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Door","BEDROOM 2"
"ed8aa727-2e63-4c7c-a4f0-e5e155ecb6af","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Door","BATHROOM"
"0fe8d95a-4674-4c1d-8eea-6dbc6c24405e","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Door","ENSUITE"
"ac06d4f8-953a-4bed-a8bf-2ef4a123b166","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 302B","Skirting"
"54b191f2-30fb-4231-ae5e-192bb80cb6fa","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Skirting","LIVING ROOM"
"9b20ef11-1191-480d-a3f3-bf538740adfd","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Skirting","BEDROOM 1"
"7c91f789-78c5-4c8a-a319-486958ff7dee","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Skirting","BEDROOM 2"
"1456eb12-6ebc-4cd9-af6f-23689057f12c","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 302B","Sanitary"
"707efb22-76d2-4f97-83ab-79c7fe5e6897","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Sanitary","BATHROOM"
"14f834bf-f44f-46cb-81bd-f92f1b4ac888","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Sanitary","ENSUITE"
"063efddd-0a9d-420a-a044-d54953ec7189","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 302B","Robe Jamb"
"7acdd622-2d98-47c0-9788-349a881ccf3c","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 302B","Robe Jamb","BEDROOMS"
"981f78d3-97bf-4e6d-bb16-f592cbae0456","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 303B"
"23053887-cdf8-4cab-bd66-6a1cd852297f","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 303B","Door"
"31660f22-9a4f-405d-809b-c0164ddcf00e","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 303B","Door","ENTRY"
"b1742123-6de7-4b05-b0d3-00c2c64315b8","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 303B","Door","BEDROOM 1"
"c95435b2-7459-4634-b1bf-b67bbb2e2102","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 303B","Door","BATHROOM"
"b9c2c1e1-33b3-4b8a-b0c0-37afdf0cf28d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 303B","Skirting"
"d5e1f1ea-55d0-4d0e-b043-850eb909d257","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 303B","Skirting","LIVING ROOM"
"9e856677-d7ed-4812-b0c7-cd6996b01062","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 303B","Skirting","BEDROOM 1"
"c29347cd-2b59-4bbd-bf08-31baafb312fe","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 303B","Sanitary"
"e00ab174-b54e-41f1-ab72-00b43f0b96e6","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 303B","Sanitary","BATHROOM"
"46c0436e-8eb6-434b-be5f-89c2ea79009b","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 303B","Robe Jamb"
"00395ffb-6318-429e-b177-59de65194b33","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 303B","Robe Jamb","BEDROOMS"
"cc3906e8-11c4-437f-b9ca-fe69e28767ad","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 304B"
"00b7d7fc-ddf1-4f23-986b-78e496e0b400","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 304B","Door"
"b8e866bc-d905-469c-8ccb-cbdbccd2e1e4","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Door","ENTRY"
"790b16cd-5edd-4cb9-9fd8-a6f143de7c89","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Door","BEDROOM 1"
"ebdba55d-2cf4-41b0-ab92-dd5f4c8a0869","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Door","BEDROOM 2"
"a297dc3c-4459-4aab-bccc-f3e638946a6c","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Door","BEDROOM 3"
"e79934db-1561-4a3c-856b-586214be0993","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Door","BATHROOM"
"c360e476-aac3-40c1-81f5-e7783e2f3286","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Door","ENSUITE"
"b4fdbc63-bd4d-4b83-a4f8-74221e10febf","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 304B","Skirting"
"30f709cb-b4a2-46f6-a4dc-2c27367ae27f","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Skirting","LIVING ROOM"
"5430b7bf-6d8d-41ba-abc3-fb2a2ea00df2","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Skirting","BEDROOM 1"
"4c0a26b9-0917-4d00-9645-bd5ddc9380af","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Skirting","BEDROOM 2"
"cd0e732b-9fcf-49ad-bd94-904fa618f486","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Skirting","BEDROOM 3"
"314ee071-c046-4153-87ac-76f5ec69a7e0","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 304B","Sanitary"
"942aa546-bf5b-4174-b83e-66d534a90a12","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Sanitary","BATHROOM"
"e1f865cf-2ee1-431d-a4f1-e8dddb87349b","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Sanitary","ENSUITE"
"c1317ddf-5144-4077-acba-9b097b23324f","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 304B","Robe Jamb"
"223e6068-b7fe-426a-b151-a3fba0713fe1","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 304B","Robe Jamb","BEDROOMS"
"a4c7a0be-91a3-41af-b959-9669ab077365","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 305B"
"7c6a3ac5-22bc-42a4-928f-432853a9267e","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 305B","Door"
"87ddc445-d7bb-4ecc-a295-c4acb47ac6c6","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Door","ENTRY"
"57692bea-0f84-4db6-a0b0-ad197169e444","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Door","BEDROOM 1"
"fb6b176f-2997-4d0d-b621-41d478489943","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Door","BEDROOM 2"
"43ffbba7-cd77-446b-a795-fac96cd5d46c","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Door","BEDROOM 3"
"c4676d66-681d-494e-8223-30367200de26","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Door","BATHROOM"
"5253cc5d-ea4b-4263-8e62-3cc06e0e6ad5","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Door","ENSUITE"
"d42c304b-2295-4964-a208-ebb1b1c9d0b1","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 305B","Skirting"
"b45ec85b-78ee-4207-87ad-780fdcdf53d0","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Skirting","LIVING ROOM"
"b81640f0-ef55-49db-b209-a2f38647ef7b","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Skirting","BEDROOM 1"
"35f6826f-9f97-434e-b527-7e2a8bd96df3","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Skirting","BEDROOM 2"
"9aab6ba4-56b0-4d4d-be3a-033389e43795","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Skirting","BEDROOM 3"
"770363bd-bc13-468f-8f79-eb7f1def11f2","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 305B","Sanitary"
"44aca72a-0ffb-49f2-9db7-24c98367daad","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Sanitary","BATHROOM"
"dbd814ce-c446-41e5-b400-c969335122b2","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Sanitary","ENSUITE"
"f499f6a8-7da5-4932-87f5-e93478e2883b","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 305B","Robe Jamb"
"86f4ec93-de95-4f9f-8e5f-a7437da6063e","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 305B","Robe Jamb","BEDROOMS"
"d0d24ba0-13ad-4e73-bcde-203d0c5f46dd","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 306B"
"45d08ba8-59f0-418a-b43c-54deb3f490f3","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 306B","Door"
"579bb7f6-271c-47b3-8a8d-540f044ef8ac","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Door","ENTRY"
"87441120-0fdc-453a-9326-f1e1362eebf2","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Door","BEDROOM 1"
"070f1447-617a-4554-b61f-09dd9127acf0","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Door","BEDROOM 2"
"6f5c719d-fd32-4d17-98f7-e11b1cee5453","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Door","BATHROOM"
"3f69e6d3-502e-4033-a5f9-5e4a73f5e329","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Door","ENSUITE"
"26ccdece-0665-4fd9-ac67-c306ba9fb862","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 306B","Skirting"
"af0c87ea-52e3-499e-99de-84254a33685a","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Skirting","LIVING ROOM"
"a61e0bac-ff3c-44e6-a8d4-906cfd027071","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Skirting","BEDROOM 1"
"98abb6a7-28e3-4413-a5ca-068772b3a69a","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Skirting","BEDROOM 2"
"fb6e0221-97bd-470f-81fb-63aaeebfdccc","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 306B","Sanitary"
"058de8ad-a7bb-40ab-9727-7ec573e076b1","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Sanitary","BATHROOM"
"bf57c059-ccd7-413f-a36b-013b09b86a5d","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Sanitary","ENSUITE"
"41f7bb8b-a1df-4cc6-80ff-8d0939d00ca4","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 306B","Robe Jamb"
"1a18301b-ab37-4259-9d53-30c625c467ee","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 306B","Robe Jamb","BEDROOMS"
"b5486ffa-9b5b-438d-b0d5-0d6ba078d3bf","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 307B"
"a357689d-ba43-47b2-9d99-4d502b30fb23","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 307B","Door"
"0b3c1196-20be-4bf6-8782-9e030ecf392a","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Door","ENTRY"
"1f4bf1b6-8c70-4f06-ba4b-648edbd1480a","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Door","BEDROOM 1"
"154f4d0d-0f0b-4147-adda-1aea3d99bea0","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Door","BEDROOM 2"
"d6bc1305-61d8-4267-848c-016e6a20abff","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Door","BATHROOM"
"9e426c1a-e5c0-40d3-82d2-728eaab0cc78","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Door","ENSUITE"
"db0df086-5e28-4a9e-90ce-4d8e168571db","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 307B","Skirting"
"ccd675bf-8c36-49b4-88bb-dc5dbc4ca830","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Skirting","LIVING ROOM"
"16ffbfbe-153a-4f99-9e15-df29df4d84b1","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Skirting","BEDROOM 1"
"03ed65d4-0b28-460e-bfe4-6c5ba33fac7d","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Skirting","BEDROOM 2"
"2cfcff1e-37f3-4c71-990d-b1c0c8dff2f7","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 307B","Sanitary"
"5d818b32-685d-422c-a723-c6a7c67c698e","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Sanitary","BATHROOM"
"86199c03-57c7-4a98-8304-7c38ba304aa6","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Sanitary","ENSUITE"
"ba063eca-4533-43ed-9cb7-31001bf124ed","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING B","APT. 307B","Robe Jamb"
"38a39134-b4bd-4d44-845a-477f7b2df6cf","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING B","APT. 307B","Robe Jamb","BEDROOMS"
