"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10a353ae-59c5-4eb5-a430-4f310e17c290","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil"
"09961241-9785-428d-af94-a905941a5ee2","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage"
"dc2aec0e-58a5-4c78-b1fc-967eabb3fb7c","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater"
"4f49ebcd-04e8-47ca-84f0-26037017b032","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes"
"e4e80314-b341-42a2-a28f-d4995e38c6dd","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Manholes 1."
"b07c65b1-0384-4aba-a1b3-528b81f6bc68","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 2"
"ab9b3e14-73db-4d51-8f79-39e9da4b223e","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B07","Structure / Roof","Level 2","Structural Steel Components"
"2ae10eff-795c-4e93-9ec6-6c6351b13c87","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 2","Precast Flooring"
"218c4e89-a937-4ee6-a92a-3c9dc028dac6","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B07","Structure / Roof","Level 2","Precast Flooring","Rib & Infill"
"e7bf9dc1-fcab-4cfb-a9ce-703ad529c763","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 2","Concrete Slab Pour(s)"
"9a5ef021-e0f3-4c4a-9b9b-5d392bd16475","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B07","Structure / Roof","Level 2","Concrete Slab Pour(s)","Concrete Pour"
"f0f50237-6acd-4757-8620-27a8464d6f12","","checklist-sectioned","not-started","4b70046e7fabf0b5a65393a430820cac2ec32728852e9b81039f5fa20d07f5e8","checklist","TRUE","FALSE","B07","Structure / Roof","Level 2","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"28d4a93a-aacd-4630-9f53-f143d2552bd0","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 2","Insitu Stitch Joints"
"0c5c8300-b7a7-4d3b-ac0a-0f8ed6678e78","Child Concrete Supplier Specifics(f558ea25-3272-457c-892f-0f6b20a94c16) -- Concrete Supplier Specifics(ea316142-11dd-4747-b7b8-71df0052c8c0): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B07","Structure / Roof","Level 2","Insitu Stitch Joints","Concrete Pour"
"83100ae4-ef58-4094-b8f1-bef77e909812","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 3"
"0642b0a6-374e-4ece-8eff-bd3f13bba246","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B07","Structure / Roof","Level 3","Structural Steel Components"
"78590b87-7853-4e65-8d5d-60608669ebf6","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 3","Precast Flooring"
"0ad59bab-b1dc-4584-8098-0ddbfaa4ca53","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B07","Structure / Roof","Level 3","Precast Flooring","Rib & Infill"
"eddee083-c8d6-4561-9000-f82e946b1eaa","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 3","Concrete Slab Pour(s)"
"2c2ba0a8-5c1c-4585-a372-001065bca98f","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B07","Structure / Roof","Level 3","Concrete Slab Pour(s)","Concrete Pour"
"5f7fad83-904d-4647-87bd-6cd9fa0a1d51","","checklist-sectioned","not-started","4b70046e7fabf0b5a65393a430820cac2ec32728852e9b81039f5fa20d07f5e8","checklist","TRUE","FALSE","B07","Structure / Roof","Level 3","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"452eb558-b088-47bd-8a04-c5579dd3a7d2","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 3","Insitu Stitch Joints"
"304390a0-b551-47ca-bffa-bf306bbf2691","Child Concrete Supplier Specifics(68a7079a-e6ef-431c-82f9-d4f1e25534f0) -- Concrete Supplier Specifics(a9bfeae2-82c0-4afe-b694-19f2070fed0a): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B07","Structure / Roof","Level 3","Insitu Stitch Joints","Concrete Pour"
"010875b5-09ab-492e-ac2a-4d5212a0d45f","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 4"
"f131e041-9c15-4ed9-91f0-3dc0a8f520d3","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B07","Structure / Roof","Level 4","Structural Steel Components"
"e54c067f-ad3e-4726-888b-68ad14ebc301","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 4","Precast Flooring"
"0d4ba48b-e6c5-414f-b632-52973ff82b7f","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B07","Structure / Roof","Level 4","Precast Flooring","Rib & Infill"
"0d1dd7e4-e3e3-4cc1-8679-4975dc525c20","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 4","Concrete Slab Pour(s)"
"f4e3b4ab-efde-42b6-af2c-eaa93932d382","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B07","Structure / Roof","Level 4","Concrete Slab Pour(s)","Concrete Pour"
"2e436843-f228-4224-aaee-5cbf3f9f441f","","checklist-sectioned","not-started","4b70046e7fabf0b5a65393a430820cac2ec32728852e9b81039f5fa20d07f5e8","checklist","TRUE","FALSE","B07","Structure / Roof","Level 4","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"3cc56200-bb38-495c-9cc9-642ea10a63cb","","folder-progress","not-started","","checklist","TRUE","FALSE","B07","Structure / Roof","Level 4","Insitu Stitch Joints"
"7ae0e6bb-89b0-4e0a-9929-2cbb98a890fd","Child Concrete Supplier Specifics(59f8cf7d-89b3-4b20-a5b9-a310d3c7a9ef) -- Concrete Supplier Specifics(e83cf38f-ec3b-4f79-82ea-b273a0cc63bb): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B07","Structure / Roof","Level 4","Insitu Stitch Joints","Concrete Pour"
"2e5b690e-3746-434a-828d-a988a8e06db1","","checklist-sectioned","not-started","b19878f46a4d093caed5313fb2ebaf8ab7adfc926e22d2f1ab32d8487853424f","checklist","TRUE","FALSE","B07","Structure / Roof","Level 5 - Roof"
"16f44f6c-560b-4086-8509-5c41f984df3e","","checklist-flat","not-started","e12aefd8dd70a0af398449e992af5dc9d6721acf54e2839577de74653c768eb2","checklist-flat","FALSE","FALSE","B07","Structure / Roof","Mill Certificates"
"92bd5605-4a04-4990-9e3d-1cd783bd5672","","folder-progress","not-started","","checklist","TRUE","FALSE","B08"
"24fca7ec-5978-4894-bcca-b5e16fab8834","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Foundation"
"bd7ab6d0-972c-4e03-a3db-24a1d3fe7e9c","","checklist-flat","not-started","6285b778879711afee7dc5b11aae1545ba81b06ed398360e6f4590b647caa463","checklist-flat","FALSE","FALSE","B08","Foundation","Piling"
"ac2a6904-c44b-4d7c-a2e5-f0da44f89cb2","","checklist-flat","not-started","ecc41129594f66cd8ea3ddc6d8c4bfca2bfc28a62bc311f2a04fcec391b6d69d","checklist-flat","FALSE","FALSE","B08","Foundation","Underground Services Install"
"7a5ba541-d8d8-4d53-8a3b-da9736ed7bd4","","checklist-flat","not-started","8749770115955f289c9d34532d4aa7b3c7e59dc70eac6d8eec21cc5a1776be02","checklist-flat","FALSE","FALSE","B08","Foundation","Backfill"
"f4a2f587-8f7b-40d3-ba25-d1e3d6545e83","","checklist-flat","not-started","984d2785309ec5231cb2a31b6097b9c8a03909e1aa2049ef6709cc4359907bca","checklist-flat","FALSE","FALSE","B08","Foundation","Waterproofing"
"dc91c9cb-18e7-43a0-b267-e3ae32f2de66","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Foundation","Lift Pits"
"1ac00be7-5877-4dbc-8ce6-938e96dc1d7d","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B08","Foundation","Lift Pits","Concrete Pour"
"0966eba8-55f4-4c73-b61d-0b507a84a642","","checklist-sectioned","not-started","e66c2d1afd794aa8fce00a81354747429550c15cd2e7e7ab0bdaeabe5eebe585","checklist","FALSE","FALSE","B08","Foundation","Blockwork"
"b037c0dd-063c-4e92-97fd-4a7c3a043a49","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof"
"c58a0373-a4cd-4815-8c87-8c0192f40504","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Basement"
"23dafc0c-13ce-42bd-9511-c3f8d26cecf5","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Basement","Concrete Slab Pour(s)"
"775a5e99-40f4-4a8c-bc9b-6b25cd42b6f2","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B08","Structure / Roof","Basement","Concrete Slab Pour(s)","Concrete Pour"
"4fb95619-22cc-4c49-a80b-bc8c32a2fa52","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"a0a6b15b-13b3-4187-840a-bc4c27244325","","checklist-flat","not-started","0b8b9d6b30f02b1f6e69299d99f0bf62b800ad5f490beedb701ffcc0a835330d","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Wall Panels"
"e6eacd29-c618-4fb7-b4e1-28fc520106b6","","checklist-flat","not-started","186af7613ed031677b0093c261520031dfc66d5a36f464c5cf2d6020929bb102","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Wall Brackets"
"5738113c-6269-49ff-a58f-cdf518f2a2bf","","checklist-flat","not-started","b60dad1c3d6035a7a83d42eea9413d7382a7ec38062ba50dac94f497c036b80c","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Spandrell Panels"
"cb0667b5-d6f9-48f3-86fa-1de0fd67f2f4","","checklist-flat","not-started","32054d014df66f84e223faeee9cebbb597d39c33e26d34f1d74efaef20f148c3","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Edge Beams"
"77742891-c83c-49e1-b9dc-c9a9d723032c","","checklist-sectioned","not-started","0f3a51a06f24aca7ce126127e5ff9a07d7e19e5006847cde26de7719cc740434","checklist","FALSE","FALSE","B08","Structure / Roof","Basement","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Stair Install"
"2c2478e0-4786-4180-91f5-83a87dee9f5a","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Basement","Insitu Stitch Joints"
"345a1e6d-e89f-40aa-816b-294f346939b9","Child Concrete Supplier Specifics(a89e6a05-22c5-4597-ab87-5bcd4607056b) -- Concrete Supplier Specifics(378efa88-c513-48c0-b15e-537cc6b12418): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B08","Structure / Roof","Basement","Insitu Stitch Joints","Concrete Pour"
"fbc51b4e-d36b-49ea-8ff6-9ddc1a8dfab8","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Basement","Insitu Concrete Columns"
"d3def0a1-b5fc-40d8-a463-70137b230a91","Child Concrete Supplier Specifics(356e5556-7a14-4716-968e-63a71deff051) -- Concrete Supplier Specifics(20444550-eb9b-40f3-8c01-44e43daafac3): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B08","Structure / Roof","Basement","Insitu Concrete Columns","Concrete Pour"
"83c073b4-235a-4dff-8dd5-6ba94b83c395","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 0 - Ground"
"b8fbe2ce-b0e6-4f67-b83a-99b3e5693a8f","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B08","Structure / Roof","Level 0 - Ground","Structural Steel Components"
"58b997d8-16f4-4b20-a268-3bc4139ac699","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Flooring"
"610f4e17-9d42-46a7-8f4e-c72edabf87f6","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Flooring","Rib & Infill"
"132e39e1-9f62-45b2-8046-785af6c199ae","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 0 - Ground","Concrete Slab Pour(s)"
"fddde9d3-95a1-4249-a94e-99b9265d90b8","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Concrete Slab Pour(s)","Concrete Pour"
"3108cb89-e4c1-4a89-8443-095e5a11fcb7","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"c34398af-a6ca-4ac0-ac05-f937a9edb047","","checklist-flat","not-started","0b8b9d6b30f02b1f6e69299d99f0bf62b800ad5f490beedb701ffcc0a835330d","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Wall Panels"
"9ce452e0-d693-4fe8-bc9c-b581a770172d","","checklist-flat","not-started","186af7613ed031677b0093c261520031dfc66d5a36f464c5cf2d6020929bb102","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Wall Brackets"
"f612a090-3e1d-40a5-acd1-a408e55a07e7","","checklist-flat","not-started","b60dad1c3d6035a7a83d42eea9413d7382a7ec38062ba50dac94f497c036b80c","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Spandrell Panels"
"26684313-81a9-4101-89b5-a9a258ca4b61","","checklist-flat","not-started","32054d014df66f84e223faeee9cebbb597d39c33e26d34f1d74efaef20f148c3","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Edge Beams"
"c13f73dc-c0c4-469e-b330-a011e7c86af7","","checklist-sectioned","not-started","0f3a51a06f24aca7ce126127e5ff9a07d7e19e5006847cde26de7719cc740434","checklist","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Stair Install"
"8e46dec6-fd50-4c1e-b6b7-59ba83e81b3f","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 0 - Ground","Insitu Stitch Joints"
"76caff0d-215a-4945-a10e-2b5326940e23","Child Concrete Supplier Specifics(e2ab5d5f-f7e6-4c85-a125-70b7303c388e) -- Concrete Supplier Specifics(ea9b4fa5-8cb4-46ad-a9d7-db5a8749c981): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Insitu Stitch Joints","Concrete Pour"
"8caa07f8-2256-486c-acd2-ede1bf5bac26","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 0 - Ground","Insitu Concrete Columns"
"c7aef780-b021-461b-bd95-0affa85b9158","Child Concrete Supplier Specifics(688fdb36-5aa2-48cd-a20c-29a989bbba6d) -- Concrete Supplier Specifics(8f8d3a41-bd68-49b2-9380-601e23d33c81): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B08","Structure / Roof","Level 0 - Ground","Insitu Concrete Columns","Concrete Pour"
"68053154-70b8-4acb-8fb3-bfa812421b6f","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 1"
"3b1619db-b4b6-4a45-acbe-9d257f097f6c","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B08","Structure / Roof","Level 1","Structural Steel Components"
"aa836839-1b8e-4195-b63a-cd072807ca9d","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 1","Precast Flooring"
"ecfbe723-4487-4cb9-af12-fc75f2b24a06","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B08","Structure / Roof","Level 1","Precast Flooring","Rib & Infill"
"5fbd4d9f-1a10-43fc-ba5d-288007816f5f","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 1","Concrete Slab Pour(s)"
"ca2bbe41-5464-4611-8ca9-33f7081c40fe","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B08","Structure / Roof","Level 1","Concrete Slab Pour(s)","Concrete Pour"
"b3f770e3-95cd-407f-bd90-d8d51f223259","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 1","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"1727bad1-819f-4245-9b1d-828aaead103d","","checklist-flat","not-started","0b8b9d6b30f02b1f6e69299d99f0bf62b800ad5f490beedb701ffcc0a835330d","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 1","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Wall Panels"
"17c9081c-14b2-445f-ba9d-78a4962bd564","","checklist-flat","not-started","186af7613ed031677b0093c261520031dfc66d5a36f464c5cf2d6020929bb102","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 1","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast brackets"
"8cf0b473-bd19-45bb-9b50-37d612ca15ad","","checklist-flat","not-started","b60dad1c3d6035a7a83d42eea9413d7382a7ec38062ba50dac94f497c036b80c","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 1","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast Spandrell Panels"
"d9f58403-ce3f-4a9a-8438-06661967ca64","","checklist-flat","not-started","32054d014df66f84e223faeee9cebbb597d39c33e26d34f1d74efaef20f148c3","checklist-flat","FALSE","FALSE","B08","Structure / Roof","Level 1","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Precast edge beams"
"54848ae9-41cc-45e7-a2b0-ed579229949d","","checklist-sectioned","not-started","0f3a51a06f24aca7ce126127e5ff9a07d7e19e5006847cde26de7719cc740434","checklist","FALSE","FALSE","B08","Structure / Roof","Level 1","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)","Stair Install"
"ea0eb307-b08a-48bf-a14e-73fb40a837f7","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 1","Insitu Stitch Joints"
"4aa35a6b-9c5a-4003-9825-9d8682ea3515","Child Concrete Supplier Specifics(6d928d77-e6fb-49c9-9b9a-08da7194d442) -- Concrete Supplier Specifics(11be18e6-5ea9-4597-b5a5-048597d03f9d): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B08","Structure / Roof","Level 1","Insitu Stitch Joints","Concrete Pour"
"df5ac54d-9613-4f45-96b4-444196c72a03","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 2"
"a864c286-4e59-472a-9ad7-055156ae3933","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B08","Structure / Roof","Level 2","Structural Steel Components"
"45a41121-3a6a-4757-ad7a-e686dbe60680","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 2","Precast Flooring"
"c4e3579e-753a-4f04-bf24-ea6debc1f342","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B08","Structure / Roof","Level 2","Precast Flooring","Rib & Infill"
"0fbd56d8-afd5-416f-ac57-eccc137c60ce","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 2","Concrete Slab Pour(s)"
"c7072f33-250d-4868-a458-dcda744871b7","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B08","Structure / Roof","Level 2","Concrete Slab Pour(s)","Concrete Pour"
"ff64a51d-74e2-426d-9584-a238fb48b3c8","","checklist-sectioned","not-started","4b70046e7fabf0b5a65393a430820cac2ec32728852e9b81039f5fa20d07f5e8","checklist","TRUE","FALSE","B08","Structure / Roof","Level 2","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"2e37d31f-545d-4400-90aa-82407f878936","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 2","Insitu Stitch Joints"
"961cdee3-a0c7-4b39-92e0-d6386b5a6a86","Child Concrete Supplier Specifics(31960865-af41-4545-bc8e-8738c269256e) -- Concrete Supplier Specifics(3e2cc71c-aaaa-44a0-a9bc-4a52c44d32c5): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B08","Structure / Roof","Level 2","Insitu Stitch Joints","Concrete Pour"
"9270c6f0-5385-4d5a-907d-0c251e9d0af4","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 3"
"1b6d1cae-f0d7-4900-8bf2-8f73f86d6ef6","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B08","Structure / Roof","Level 3","Structural Steel Components"
"bed554f3-c210-4194-a9db-8b3535dd6518","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 3","Precast Flooring"
"dde4d509-2277-4900-a69e-5aee73c36528","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B08","Structure / Roof","Level 3","Precast Flooring","Rib & Infill"
"578315ed-3a78-4a64-ab96-420755e3779a","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 3","Concrete Slab Pour(s)"
"37463e6a-16c6-4210-9aab-a176174bfaf5","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B08","Structure / Roof","Level 3","Concrete Slab Pour(s)","Concrete Pour"
"3a5b3558-ca34-4485-a136-3628ebc43594","","checklist-sectioned","not-started","4b70046e7fabf0b5a65393a430820cac2ec32728852e9b81039f5fa20d07f5e8","checklist","TRUE","FALSE","B08","Structure / Roof","Level 3","Precast Components (walls/ stairs/ brackets/ spandrell/ edge beams)"
"429ea4da-151c-4cb8-821b-ed8ba631d5b7","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 3","Insitu Stitch Joints"
"336585bb-78e0-48f3-bf0a-34b8cba03496","Child Concrete Supplier Specifics(c377fb31-bdd2-4908-8fbf-305b275c65e2) -- Concrete Supplier Specifics(d6eca648-5196-4f4d-a1ea-177e37dc8b63): DataPoint Test blocks booked(2ce1df99-0242-4a05-a083-83663bb86ae6) is missing 'button' values","checklist-sectioned","not-started","d023426a457d10cd2a6aa6fa4510f669f84a706bdb76ae06a981701dc984d989","checklist","FALSE","FALSE","B08","Structure / Roof","Level 3","Insitu Stitch Joints","Concrete Pour"
"f3ff509f-abac-4432-be44-0523d1121e70","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 4"
"8dc1e74e-e58a-4fb2-9ba3-cf5b5183a558","","checklist-sectioned","not-started","54ad24903752a90d34df233da9e44a9ad51c631b97d3073fa4abbf311919223b","checklist","TRUE","FALSE","B08","Structure / Roof","Level 4","Structural Steel Components"
"237c9933-3bd7-4c3b-a1f5-a587b59ed8b3","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 4","Precast Flooring"
"7ba0bc25-68f0-4a11-8ff2-e48032112c05","","checklist-sectioned","not-started","1cce1b7a8c4a0e4b4978398767a9332c201d4c98c02503c8e753bcd4a84878f7","checklist","FALSE","FALSE","B08","Structure / Roof","Level 4","Precast Flooring","Rib & Infill"
"3013f4d6-483c-416d-99d7-56a3c869a6b2","","folder-progress","not-started","","checklist","TRUE","FALSE","B08","Structure / Roof","Level 4","Concrete Slab Pour(s)"
"da84bafe-6e2a-40f7-a1c4-d61bdabb4d48","","checklist-sectioned","not-started","8045e0eeb01f6e9f7410c532166ce37f2dcc28805a17738ced10b4f161f75bdc","checklist","FALSE","FALSE","B08","Structure / Roof","Level 4","Concrete Slab Pour(s)","Concrete Pour"
