"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"440ba423-453c-40b7-b4ed-80d0210050ff","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 83","WC ACC 01.E.007"
"b808b955-3ec7-4efe-9fe0-65b3aa0396cf","","checklist-sectioned","","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WC ACC 01.E.007","Pre Sheet Wall"
"9cb024dc-d17d-4c2d-8a48-9283d2fc23dc","","checklist-sectioned","","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WC ACC 01.E.007","Pre Sheet Wall"
"64a506bb-9bec-4996-8d78-b41faff06496","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WC ACC 01.E.007","Pre Sheet Grid"
"9dd19d7d-c50d-435f-8c0b-554bcc39916d","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WC ACC 01.E.007","Pre Sheet Ceilings"
"dcd08c24-38e6-4a0f-9073-55960cb1ee1a","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 83","STAIR E1 01.E.158"
"b315df14-6eb8-4992-979a-365832c66e84","","checklist-sectioned","","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","STAIR E1 01.E.158","Pre Sheet Wall"
"eaaa273d-b11c-4c5f-bbee-7a1f87ed5f38","","checklist-sectioned","","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","STAIR E1 01.E.158","Pre Sheet Wall"
"73b471ef-3bf2-4b10-929f-d9128a7a321f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","STAIR E1 01.E.158","Pre Sheet Grid"
"2ba3e92f-ea01-4afe-94a3-7e7c9ae8da3f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","STAIR E1 01.E.158","Pre Sheet Ceilings"
"f6c4a2f4-3f2d-4ffc-986c-9f103ef04973","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 83","CIRC-NIS 01.E.002"
"0f41cb20-cd8c-41d8-aa6c-ddc004e1bf9a","","checklist-sectioned","","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","CIRC-NIS 01.E.002","Pre Sheet Wall"
"5e3e6a4e-adf5-4ed9-89f8-e5eb3a568fe1","","checklist-sectioned","","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","CIRC-NIS 01.E.002","Pre Sheet Wall"
"ad50b302-4c24-405a-ae11-1662c06f5f68","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","CIRC-NIS 01.E.002","Pre Sheet Grid"
"a8aa6d29-f63b-40d6-811c-1d44360fd3df","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","CIRC-NIS 01.E.002","Pre Sheet Ceilings"
"03b73a24-19e5-4b49-9d11-15cce8480b28","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 83","NEW IDEAS SPACE 01.E.003"
"25b62590-733d-447f-a540-ecce475a8dc1","","checklist-sectioned","","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","NEW IDEAS SPACE 01.E.003","Pre Sheet Wall"
"380e1aed-cfd2-4a71-8051-b99cb16f9ae9","","checklist-sectioned","","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","NEW IDEAS SPACE 01.E.003","Pre Sheet Wall"
"efdbf695-db7d-47de-b182-094f86626254","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","NEW IDEAS SPACE 01.E.003","Pre Sheet Grid"
"e518b487-762d-42b0-b451-228b35442b26","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","NEW IDEAS SPACE 01.E.003","Pre Sheet Ceilings"
"859e8727-3335-4ade-bc07-266c047e20c3","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2"
"47399293-5b9c-480e-9157-f35e9f174e2d","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80"
"53c13909-65cc-475b-b33b-76952695d971","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","STAIR E2 01.E.159"
"d970bf15-2cb7-40cc-9233-2551f6977d60","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","STAIR E2 01.E.159","Pre Sheet Wall"
"e70cc4eb-cbbf-4be3-a144-e8efa00dcb0e","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","STAIR E2 01.E.159","Pre Sheet Grid"
"4cb3cde0-c980-4a6f-af70-e013afa8235c","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","STAIR E2 01.E.159","Pre Sheet Ceilings"
"a7ff85aa-67e4-41c9-8e90-954bd7275c17","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","INFORMAL LOUNGE 02.E.035"
"3ff7bdf4-10cc-4533-9f09-778d0583ef6f","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","INFORMAL LOUNGE 02.E.035","Pre Sheet Wall"
"482e5673-4f5d-45f4-be10-2ca0cb0eb832","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","INFORMAL LOUNGE 02.E.035","Pre Sheet Grid"
"1db64aef-b167-4cf8-af7f-84b8c9a8a0bc","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","INFORMAL LOUNGE 02.E.035","Pre Sheet Ceilings"
"d6534753-7d8a-4ed7-a559-d8ed36c61ee9","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.034"
"6d552ad6-02b4-4b9a-a69e-007ef69afcd5","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.034","Pre Sheet Wall"
"7ba68cf0-bdc9-4904-8d4f-4a78d3090ebb","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.034","Pre Sheet Grid"
"bd60740f-25fe-4802-9f6b-6420bc246689","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.034","Pre Sheet Ceilings"
"168d5c61-e014-40bd-b773-879389e926f4","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","CIRC-INF 02.E.032"
"e8d44cbb-33a2-4021-9de8-1507984af0fc","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","CIRC-INF 02.E.032","Pre Sheet Wall"
"cbb30c7c-c317-4331-a1fe-791a8e0b9dfc","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","CIRC-INF 02.E.032","Pre Sheet Grid"
"c3d9ee50-a174-4b12-b3c2-7e647b5dece8","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","CIRC-INF 02.E.032","Pre Sheet Ceilings"
"da83232a-fac9-4616-820c-7a89238de08b","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.033"
"5bce1e57-2cb9-4028-b8ef-cac4ca5919ad","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.033","Pre Sheet Wall"
"c0a261ce-2e20-4f67-a88c-aa2efdae4966","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.033","Pre Sheet Grid"
"ad12ab3f-3e1b-4484-81eb-138134a0cc4f","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.033","Pre Sheet Ceilings"
"639a4f84-519d-4553-9c90-ee6c3fe885e7","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","LAPTOP BAR 02.E.031"
"f3a92f86-c7f4-4ccb-9652-decdfd785690","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LAPTOP BAR 02.E.031","Pre Sheet Wall"
"3e33dda3-19c8-41ef-8723-9d1560f9979a","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LAPTOP BAR 02.E.031","Pre Sheet Grid"
"de427e90-3f88-49c3-9b5e-6f6dca328b41","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LAPTOP BAR 02.E.031","Pre Sheet Ceilings"
"214e398a-4aa3-41ad-af14-a97078bb32f9","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","PROJ POD S 02.E.030"
"ac216a8d-dcaf-48fc-b1f6-52338b5106ef","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","PROJ POD S 02.E.030","Pre Sheet Wall"
"23674af5-0920-4713-8ce9-0bafff490cf6","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","PROJ POD S 02.E.030","Pre Sheet Grid"
"aecfeea2-3ccc-4274-ba55-c1d7359d7ff2","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","PROJ POD S 02.E.030","Pre Sheet Ceilings"
"cb2c211a-9005-404f-8737-8d19944fade2","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.038"
"515d4691-ec12-4f33-9ebf-53c4939266ef","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.038","Pre Sheet Wall"
"0529d1f7-5ad0-400e-82be-f754ab46f49b","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.038","Pre Sheet Grid"
"741420cf-50e1-4d36-95d5-d215457cdd64","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.038","Pre Sheet Ceilings"
"b62417a9-0177-4bb8-af17-075ffb395e91","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.039"
"82738f17-107d-464d-8a05-7844b6f4e991","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.039","Pre Sheet Wall"
"eb14294d-a724-4ba3-a8d3-4230a3f51b90","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.039","Pre Sheet Grid"
"76d713b9-6fef-4458-93c1-4838d457dc70","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 80","LOCKER 02.E.039","Pre Sheet Ceilings"
"5e05bfa4-b64c-4d74-a2d8-1e1f55aed3af","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81"
"69335805-f94f-45ed-a238-0502c74d0028","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","INFORMAL COLLABORATIVE 02.E.029"
"dd4adeeb-61ee-4035-8f2e-7d8ae9ff7811","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","INFORMAL COLLABORATIVE 02.E.029","Pre Sheet Wall"
"447456c1-9419-43f6-9990-e9dbcd9c7f9f","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","INFORMAL COLLABORATIVE 02.E.029","Pre Sheet Grid"
"0171564c-1e35-474f-b502-0e9066faa1bc","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","INFORMAL COLLABORATIVE 02.E.029","Pre Sheet Ceilings"
"ca2b1b79-360b-4548-a86b-8da771047990","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","STUDENT KITCHEN & DINING 02.E.024"
"398e3a06-8e75-4dc6-b389-5683f4ed2ae3","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","STUDENT KITCHEN & DINING 02.E.024","Pre Sheet Wall"
"742b95d5-f5e8-46ab-a6f5-8ffdeacee321","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","STUDENT KITCHEN & DINING 02.E.024","Pre Sheet Grid"
"7df900c9-3982-4025-9350-839b3f3a1cbb","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","STUDENT KITCHEN & DINING 02.E.024","Pre Sheet Ceilings"
"9ca8ef39-b026-4f06-9058-5fd42cc6673a","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.027"
"2ff8a902-769e-4d01-9011-5d757deb9540","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.027","Pre Sheet Wall"
"efd60ac9-07bb-4dc6-9752-d93ec90b6f42","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.027","Pre Sheet Grid"
"ce2b9505-1fa0-4652-978d-390fb93ffc73","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.027","Pre Sheet Ceilings"
"f475c415-f0c5-4ac0-992f-42a7e784b2d1","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","PRINT 02.E.026"
"417c5626-e7a3-4afd-a96b-d5ff38c34167","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PRINT 02.E.026","Pre Sheet Wall"
"32a1b580-cccc-4713-95a4-6cf791257dde","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PRINT 02.E.026","Pre Sheet Grid"
"904c7e75-dad1-4042-b21b-867126bcbe10","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PRINT 02.E.026","Pre Sheet Ceilings"
"286b3861-8061-452a-ab57-13af8560a8d6","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","MEET 02.E.025"
"787f26f5-8609-40dc-96dd-e6c787d3beb4","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","MEET 02.E.025","Pre Sheet Wall"
"438223a5-061f-47e5-a52c-65dec254bff2","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","MEET 02.E.025","Pre Sheet Grid"
"ad0a578d-c59d-47ad-8e9f-e90083044442","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","MEET 02.E.025","Pre Sheet Ceilings"
"2aad30c0-a808-49f2-9cdd-3f7fdfc84c70","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.011"
"8356cb04-fcb3-47b9-bb81-83d1de1c6a7f","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.011","Pre Sheet Wall"
"c6608bca-2e37-4843-979c-9d59ae78e0c7","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.011","Pre Sheet Grid"
"59894615-a511-4460-bc89-0e33d009aacc","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","CIRC-INF 02.E.011","Pre Sheet Ceilings"
"2aa89805-768e-41d5-892f-7f39e03ec10d","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.028"
"7a5024f2-be86-41bf-a035-d1262ca071d0","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.028","Pre Sheet Wall"
"d22e0340-ff73-4984-a2f7-7168a01a7025","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.028","Pre Sheet Grid"
"1a47a245-8110-4018-af20-d17b3fc7f5d0","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.028","Pre Sheet Ceilings"
"c85c4e30-8eca-4920-8bb7-04c216f2ab11","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.017"
"a60dc3d0-cfb1-41fc-a25b-a9f576eaa25a","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.017","Pre Sheet Wall"
"d0b140cf-91d6-41df-98d7-03b464c018cb","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.017","Pre Sheet Grid"
"39456412-af62-444e-913b-ee0f2ddb1476","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.017","Pre Sheet Ceilings"
"fd3f1e29-ad13-4890-acf9-f3b6cb4bca9c","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD S 02.E.015"
"5cb606ee-e62a-4b55-ba64-d65110bbbce2","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD S 02.E.015","Pre Sheet Wall"
"cac6567b-4545-47d6-b86b-7ae4d169bea3","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD S 02.E.015","Pre Sheet Grid"
"4a8145de-5fe3-4d18-94f6-cf16b3aa2dd0","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD S 02.E.015","Pre Sheet Ceilings"
"11952e65-c0e3-4eb8-8ce9-8b36227e67cd","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.016"
"ebe4351b-7327-46a8-a500-411bb488c450","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.016","Pre Sheet Wall"
"087bbf6f-ff86-4431-9978-782471b9a260","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.016","Pre Sheet Grid"
"b1dd355e-8fd9-4db5-b2ac-cd44b14cc6c7","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.016","Pre Sheet Ceilings"
"741e77b3-d008-4b6c-834f-91ff92ea055c","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.014"
"4034d515-f72d-423d-a50b-f5fe4d335f93","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.014","Pre Sheet Wall"
"a24f44fe-aae1-4c84-b549-793eaa92e7c6","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.014","Pre Sheet Grid"
"6c1f00a9-84d3-449f-b0b6-c154aea1b1b1","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","PROJ POD L 02.E.014","Pre Sheet Ceilings"
"6d6e6c74-6e3e-4ed5-b156-c79399cd6e95","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.013"
"671a6f54-407f-42c7-9909-1b8690f9b8dc","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.013","Pre Sheet Wall"
"c15de6e1-c746-444c-8f54-bd56d12435a0","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.013","Pre Sheet Grid"
"2ab5edeb-10c9-4439-836f-997c32ecf4fd","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LAPTOP BAR 02.E.013","Pre Sheet Ceilings"
"eae84ab3-f126-4cc8-8ab1-e0915ce93435","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.018"
"92b7a4b2-fd7a-45ea-bf96-18db71579921","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.018","Pre Sheet Wall"
"f51a6361-7647-4e47-8311-2dce1d86ad50","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.018","Pre Sheet Grid"
"b60589fe-926e-4cb5-acc0-09aff69c3081","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.018","Pre Sheet Ceilings"
"57c3b0ed-0d6c-4ed1-ac0a-6f38311dc6b0","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.019"
"ebd6166a-1457-477c-9666-694fc7bf1ee5","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.019","Pre Sheet Wall"
"e4e03aab-f9e1-4e73-9add-47d6c3d74ee2","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.019","Pre Sheet Grid"
"1bc9f214-4e1f-43b3-8103-a1e31d0e3846","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","LOCKER 02.E.019","Pre Sheet Ceilings"
"57481f45-d191-4c2f-80bb-49f4b44f84cf","","folder-normal","","","step","TRUE","FALSE","Zone C (Building E)","Level 2","Zone 81","WS INFL 02.E.020"
"aa4cde97-5002-414f-b334-f2a35dccffc6","","checklist-sectioned","","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","WS INFL 02.E.020","Pre Sheet Wall"
"9ff7f1b0-bc9d-4a51-a2d6-e212937926a4","","checklist-sectioned","","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","WS INFL 02.E.020","Pre Sheet Grid"
"ca0eca10-2c4b-4619-996e-60a6a2df833e","","checklist-sectioned","","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 2","Zone 81","WS INFL 02.E.020","Pre Sheet Ceilings"
