"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14562b8e-e7e4-486c-8d2c-b7efa16730bd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01"
"1a99604a-8f65-4c98-a2f3-1102830f0a84","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Basement"
"f5be140f-f4dc-41fd-83f9-5085b6be93bf","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Bike Store"
"863ad967-ad49-400d-b687-27f9e93c8286","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Store"
"8fd87b92-d32e-4019-a43f-83d5f817af62","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","MSB"
"720ef1bc-ca0f-45e9-9fa1-bf4e7a4b3798","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Rubbish Store"
"389aabf9-97a2-4147-b156-6f715f3c2f92","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Generator Room"
"33632080-d606-4f09-87a9-0948989672a1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gardners"
"776a8533-663d-4d77-9d2e-85dbc6d238b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Commerc ial  Laundry"
"9a72301a-9b3d-448a-a700-5482f22ebb96","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Linen"
"62a9220d-ca41-4f4d-9012-418659d802a2","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Kitchen"
"81aacbdc-a3ff-4cb4-9f64-774a1775ec5a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Pantry"
"b5cff65b-77a9-46c0-a804-8609cd665cb6","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Dishwashing"
"5e4083d2-d8d1-473f-9c39-789892f8e09c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Resident Workshop"
"b1fcea22-31f2-4865-a1fd-17f780c35890","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Buggy Store"
"97792628-bd66-458e-a442-5b9ceb2d8f9c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Staff Corridoor"
"ca76deb5-76df-4ba5-a3f9-2e72c4d22ad5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Public Corridoor"
"0f552404-239f-40c3-b7eb-14a6243a4087","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","SPK CV"
"a1603e1f-af39-4ab8-beec-a8f65919e1bd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Domestic Hot Water Plant"
"4f1b94d2-763f-4d8f-9510-e2e8792c66e1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Locker Store"
"a950add1-6994-4f52-88e1-dc95c8a0b7b1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Change Rooms"
"b33e572a-2f49-4cfa-9219-755f425f2402","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gym"
"4c9ee913-d758-4090-9bd5-97580b39a7b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Plant Room"
"8375e8e6-518d-4fbd-ab2f-054d9c7c5ec4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Fire Break Tank & Pump Room"
"40b2ae20-b27b-49ce-9155-85119a5b4083","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 2"
"0e92e138-aa7f-4a53-a165-0a6ba69c722c","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 5"
"2d63e610-0edc-45d8-b48a-cf4d59d67f34","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Lift Lobby 1"
"07c1c33e-c80f-4c87-a2b0-aebc176b7088","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level"
"f67dce23-7c1e-4d21-bf67-51edbdfb8333","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)"
"31155e17-8959-4e13-a89e-7c886a809d40","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)","ALS - G26"
"f38f775c-7ced-4846-a155-98cbc615bb2a","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 226","Fit Off"
"76b94160-9709-41e4-bfa5-9017b2160fb5","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 227"
"85ef187c-9187-40fc-ace7-1eed782743f5","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 227","Rough In"
"5f6e01bc-8ebd-4875-a018-3d8886160f9c","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 227","Installation"
"e6ba1b0a-f4b2-4b80-8888-b28463055ae3","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 227","Fit Off"
"fabe458f-b7b8-4d91-8ca3-b7c300e5a320","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 228"
"cd75d6a2-4f35-485f-bdfc-fb516662bba7","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 228","Rough In"
"a38cd70e-64c5-4c93-ade8-0dd255cb3886","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 228","Installation"
"3590b7ca-9f96-4377-ae09-4a7c26f5cfdd","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 228","Fit Off"
"a7c9cb18-0163-4a6a-a252-e3b266fdc673","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 229"
"b95c987b-0910-49d3-9597-b56929f6a63f","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 229","Rough In"
"d622488f-4815-4a97-aa02-f5be3c85883b","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 229","Installation"
"6c2553f1-8c61-4832-b114-d80340c5bbd5","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 229","Fit Off"
"93e0b526-842a-49c8-b19a-6ee2bc54c30f","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 230"
"edca8793-59aa-4e14-8e1e-674595c8ed3e","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 230","Rough In"
"71b5db84-6fa7-41c3-aeeb-f2c408669dfc","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 230","Installation"
"26b2bd76-791d-49c7-94d4-522d0377ef7a","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 230","Fit Off"
"593720da-bc21-4042-886d-38c81e38e141","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 231"
"1451ad22-d844-46f0-962f-5350fa6710a8","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 231","Rough In"
"e08b8eaa-9823-4367-934d-b52a35fc9088","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 231","Installation"
"7e2a76e9-e4ee-4a83-a8c9-2a585d3d4b45","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 231","Fit Off"
"dd8ba352-8b89-4a19-b107-045e7ecb15e1","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 232"
"ef105f06-89a8-424c-8764-b75c75862ca1","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 232","Rough In"
"f53f7dc5-d2eb-4b86-b71d-bf0a34dd0d86","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 232","Installation"
"9d3555c8-72dc-4214-93f8-526a28a21a86","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 232","Fit Off"
"a2da6991-74c8-41be-a368-dbb7bfe1f80a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 233"
"56aa02ef-797a-4066-a55f-98387cee1b81","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 233","Rough In"
"1829f1c8-7bc8-4150-a1d5-35a34f2813a2","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 233","Installation"
"68d85b21-e4e4-4392-8d9e-6d2a1cb0bc16","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 233","Fit Off"
"d9297c16-52d2-4f04-b73b-45771d176f11","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 234"
"e7bb0d97-a126-46fc-b7ac-f6fc5451ed43","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 234","Rough In"
"08cceed7-8282-45de-bb69-717040a1287f","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 234","Installation"
"2a9266b2-c1f0-446c-a5ab-3fc50e3c5d30","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 234","Fit Off"
"b55be519-db2e-4a83-90e2-993cdd124bdc","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 235"
"bec119fe-8ef2-44b8-8d82-2fddaefbb66d","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 235","Rough In"
"7c7c1fcd-0739-4b7d-8c4a-3f4505eb3446","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 235","Installation"
"c349e059-1408-44e5-b6b4-10f4172b83b0","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 235","Fit Off"
"7538d4a6-ef9f-4bfe-9fc8-d79e542be798","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 236"
"f26f84ea-7862-4240-b423-b0d3151cc813","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 236","Rough In"
"e7d28c1b-d4d2-41e7-b8aa-7bfa818fdd65","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 236","Installation"
"63aff229-1d43-49ca-9ab9-336eb91be350","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 236","Fit Off"
"f61b2b86-7b75-41d1-bf60-4f81f90fef74","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 237"
"b0347829-1247-4c53-ad41-e6000cc7786f","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 237","Rough In"
"7d3d1b49-5d30-4680-93a9-b889a7a43188","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 237","Installation"
"885b3c33-10f0-48c1-beec-7513651bbe8f","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 237","Fit Off"
"89ab95de-082c-418b-8a3d-0bb2de4230a0","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 238"
"9245c97f-5e1f-4acf-a9ff-bed3088847fe","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 238","Rough In"
"7eb0ee8a-130e-4303-a2b2-37859a3b1216","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 238","Installation"
"324ebcb1-4e8c-408a-938f-5388553f25a9","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 238","Fit Off"
"e5f46837-d95b-4dc1-9ae3-24040af6a799","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 239"
"f5b49b56-19de-4187-a276-beeaecf85dcb","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 239","Rough In"
"88986f44-9646-46fe-bae1-8e39cd4bcf2e","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 239","Installation"
"3e7d1105-d6ec-4e28-b29c-f2ee76415b47","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 239","Fit Off"
"de7a3aa9-ee49-4d02-a513-4f3d6fc9d95a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 240"
"478792b1-27c0-4f82-b634-5a2a82c4c5c4","","checklist-flat","not-started","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 240","Rough In"
"c76ca004-d695-4e77-ac1c-911dcb38d39a","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 240","Installation"
"c4c65cfc-467c-49ad-a27f-4d510c42e61f","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Care Rooms (Care  AC 201 - Care 240)","Care - 240","Fit Off"
"7d19463c-f81f-4e59-b90b-375ebe768e66","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Common Areas"
"ca9fa7eb-75b7-4b02-9b57-a92fc8bcd58b","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Common Areas","Area A"
"2feebd58-083a-4882-a6b9-20ca032dff6d","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area A","Stair 1"
"ea1a8a52-7a42-4639-bd83-4baafc05ef2a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area A","Res Laundry"
"9af0bedf-6a65-4360-9fd4-3011ca02dd3a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area A","Corridoor 2.28"
"a7bffdb4-ee0d-4388-9d42-3c1fa44c2a70","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area A","Corridoor 2.21"
"546cf284-0cae-4874-b373-260d1fcdb8de","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area A","Corridoor 2.20"
"77e0ab24-2016-411c-b116-471ab9752d50","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Common Areas","Area B"
"7f55d3e0-7aa6-4cb5-a03d-7ef4bba3552d","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Corridoor 2.20"
"b3e15077-0db7-4750-ab77-e8dcb726bf71","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Stair 3"
"cca02861-857c-4f96-bfe8-20078de9e725","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Store  Room"
"27f0ea8a-5f70-407a-b250-274c14c2e2b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","CL"
"ae55a6c9-ac78-434c-a53e-0b4b5b7a7b8e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Corridoor 2.34"
"5ab03f8b-ac52-4645-9fcc-fd3718804411","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Corridoor 2.21"
"d63fd0c1-0c57-4f2d-a099-cb5c75bbda8a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Lounge"
"a3c496b9-e107-4257-90db-26c75a6a77da","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Comms  Room"
"94dac4d9-4ab6-452b-98aa-fd48cba73dd8","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Hydrant Cupboard"
"5cf81584-1e6c-47c5-a83c-118fc3e15b81","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Electrical Cupboard"
"b4f3e02d-67d1-4593-9231-02c5cb54f7fb","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Comms Cupboard"
"d7712fc5-cc9a-4e51-a2e6-d2d88bfe3570","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Lift 1"
"c9393472-dfc1-4f51-a244-153e675a91de","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area B","Stair 2"
"fc3beb07-9345-466a-ad76-7763b112a066","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Common Areas","Area C"
"16a1719c-15a4-4cac-981e-88b8d7f2a0a4","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Stair 5"
"e0977913-f07e-4ff7-ad59-157dc46ad628","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Sluice"
"ae15c256-0e45-4400-bd0d-7dc7b8e3c5c7","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Corridoor 2.35"
"3bc9b474-bc80-4a74-afb8-577c9f140263","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Dining/ Kitchen Area"
"8537a986-f9eb-42b3-a85d-716ad83b1ab8","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Linen & San Store Room"
"0c41552f-166d-43f6-8000-a50fa2df1358","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Dining"
"7ecf0762-33bf-477e-9d3c-dc43b071527d","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Terrace"
"03f0f49e-061a-4d71-b1c2-41e997e9442a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Second Lounge"
"b74ac222-c17b-4ff0-a3ae-c8c078f2575c","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Stair 4"
"1c19d803-96c5-4983-a3fa-1ae87dcd6baa","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area C","Corridoor 2.20"
"0953d059-ec64-4a19-8b78-f56f79ca243d","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Common Areas","Area  D"
"c6b4e54f-66bd-4a06-b7d7-42687f973a9a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Terrace"
"f33ae0b9-696f-4e39-907f-158a31d8ec62","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Corridoor 2.20"
"df5c1723-20b4-4c92-94d9-c1f1e5ad06fa","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Lift 2"
"0d5b1659-deb0-45fa-98eb-0c11a7b41d1c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Lift 3"
"0b6bcea3-ce3f-4d17-aed6-7031cbc522b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Comms Cupboard"
"562dddb7-11dc-4664-bfdc-0678fcbe7456","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Cleaners"
"dc995ad7-3cf8-404f-9535-c4bd7681c4d2","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Treatment"
"b33f64d4-80c1-420d-ba74-1744f48739ea","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Hub"
"9843fc4d-4df2-48d6-ae12-74d0bc90ed63","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Store"
"fa6690a5-3ff1-4f61-919e-8190bf6e4cfa","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Electrical Cupboard"
"8cb77185-6b75-4d2c-9c95-14edcd3d4634","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Hoist"
"4d3d4596-bc94-4187-9c33-26090058e8d3","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","WC"
"a88457f4-7dcf-4e0a-a3a3-3998599f16b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Lounge"
"7764718a-9507-40ff-ab3e-6704243ea9f0","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Corridoor 2.21"
"71fde14b-e8bf-487f-926d-133d4a98f36a","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Stair 6"
"14179872-6ada-4251-a8a3-c5830f65efd8","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Sluice"
"2f4330de-9406-4c74-9b3d-6e05e01c7183","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Common Areas","Area  D","Linen"
"d1f7fbbb-babe-446d-9d2c-c603b222ddaf","","folder-normal","work-in-progress","","step","TRUE","FALSE","B02"
"eb8a33a6-0b78-4e9f-92b5-9bf9dac46a25","","folder-normal","work-in-progress","","step","TRUE","FALSE","B02","Ground Floor"
"c142929d-de1e-4eff-bdf5-08c76acc6a25","","folder-normal","work-in-progress","","step","FALSE","FALSE","B02","Ground Floor","ILU G1"
"e69f5b22-ea5d-4e14-8e99-77a97c57401e","","checklist-flat","pass","Rough In with PMJ + Bathroom Noggins","checklist-flat","FALSE","FALSE","B02","Ground Floor","ILU G1","Rough In with PMJ + Bathroom Noggins"
"3f1dee40-495d-45fa-bb53-1b14df11f276","","checklist-flat","work-in-progress","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","ILU G1","Installation"
"99924fe4-a222-4d77-8c9b-936f9e25071c","","checklist-flat","not-started","Handover Checklist","checklist-flat","FALSE","FALSE","B02","Ground Floor","ILU G1","Handover"
"ebf55373-18a6-4a8f-9654-fa44dded0b93","","folder-normal","work-in-progress","","step","FALSE","FALSE","B02","Ground Floor","ILU G2"
"f211c6f8-4f96-4057-ad90-03aa1ee0fd55","","checklist-flat","pass","Rough In with PMJ + Bathroom Noggins","checklist-flat","FALSE","FALSE","B02","Ground Floor","ILU G2","Rough In with PMJ + Bathroom Noggins"
"71f43754-fc22-439f-892a-d1bae93ee7ec","","checklist-flat","work-in-progress","Installation","checklist-flat","FALSE","FALSE","B02","Ground Floor","ILU G2","Installation"
"46f45759-4aa5-44ef-a08c-e80074028062","","checklist-flat","not-started","Handover Checklist","checklist-flat","FALSE","FALSE","B02","Ground Floor","ILU G2","Handover"
