"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a2b7b887-6070-4f39-b40b-fa28f49d5dd4","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"9f173bbc-495a-5d21-bfdc-e3f21897ce77","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Site Information Recorded"
"5698bc66-f11e-4a4f-818f-3f9ffacaa913","","folder-normal","not-started","","step","TRUE","FALSE","Job Pre-Commencement Checks"
"08bd6363-dcdf-4519-b6fc-3780fdbea85a","","checklist-flat","not-started","SYS - PT - H&S","checklist-flat","FALSE","FALSE","Job Pre-Commencement Checks","H&S Pre-Commencement"
"87f6fe66-0c24-55c1-903b-df41b85511c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","H&S Pre-Commencement","All Pre-Commencment Health & Safety documentation completed & attached"
"22abb56e-9813-5998-90eb-82e767944585","","holdpoint","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","H&S Pre-Commencement","Request Signoff"
"ce689311-77cd-4317-8fd4-6d44d4df8c06","","checklist-flat","not-started","SYS - PT - Quality","checklist-flat","FALSE","FALSE","Job Pre-Commencement Checks","Quality Pre-Commencement"
"204e094a-7765-51cd-8527-9d96b1a92858","","checkpoint-status","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","Quality Pre-Commencement","All Pre-Commencment QC/QA checks completed & Conqa setup"
"ff866cc6-17f6-5f19-b053-2d73c5339be6","","holdpoint","not-started","","","TRUE","TRUE","Job Pre-Commencement Checks","Quality Pre-Commencement","Request Signoff"
"ed7faaa3-bfdd-4312-b4db-5742c2fb39ef","","folder-normal","fail","","step","FALSE","FALSE","On Site QA"
"db2eb78c-47c7-4923-9736-e57e46c0a96a","","folder-normal","fail","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01"
"20a358c8-3862-445e-828d-9187aa5078c8","","folder-normal","fail","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep"
"433d8835-1da1-49b7-8840-36a1d7ac8bed","","folder-normal","fail","","step","TRUE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist"
"d602f93f-32ab-40e2-86e7-e22aaa13a06e","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist:30.08.23 waterblast canopies U/S Level 1"
"cf626e9e-af4f-5668-95db-ca520fa079dd","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","GPE and prep","Daily QC Checklist","Daily Checklist:30.08.23 waterblast canopies U/S Level 1","Preparation"
"0a06c97b-6687-5844-91d9-a3076ef5c2d5","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to liftshaft area","Notes & Recommendations"
"72b62053-9e23-569e-964c-80c61ca4f9db","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to liftshaft area","Handover Accepted By Client"
"e9045fad-81e5-5163-b7f4-9845c16140de","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to liftshaft area","Request Signature"
"3789954e-41de-4419-8208-2e85f54f2b81","","checklist-flat","not-started","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: primer to k- brace"
"ea70e4f3-d5f6-58a8-8e68-cc8424444ca4","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: primer to k- brace","Inspection Info"
"2d533d53-0ef1-5d20-8970-3c397a0723af","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: primer to k- brace","Documentation Review"
"8e16ccdb-7384-5908-960e-3037b8407275","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: primer to k- brace","Site Inspection Review"
"9e471491-4fc2-535c-94f0-d31143fc97f1","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: primer to k- brace","Notes & Recommendations"
"049b5bd4-495f-56d5-b8d0-5411074ab7a1","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: primer to k- brace","Handover Accepted By Client"
"bee83bbe-0135-576e-89aa-8c932dcf7ee7","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: primer to k- brace","Request Signature"
"bd8dd46d-4588-40f0-8e08-5320c437805c","","checklist-flat","not-started","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to k brace"
"b32069d3-ebe1-5972-b7aa-347d2f94906b","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to k brace","Inspection Info"
"3f576c9a-729f-5c38-8a65-748918a689d4","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to k brace","Documentation Review"
"a87f0d15-128c-5150-b424-40bd7d9ef3ef","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to k brace","Site Inspection Review"
"58dd5ebc-8e34-528a-8f45-c2eafb1fd72e","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to k brace","Notes & Recommendations"
"e7174834-b212-500d-b351-3c5420cb8259","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to k brace","Handover Accepted By Client"
"365095ef-73eb-51f7-b759-2d83b334bf35","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: fx9500 to k brace","Request Signature"
"7a1d1c9b-90bb-4c74-b305-e074b2cb7c34","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: 170-120 to liftshaft area"
"634ed740-f8cc-5b3a-9aa8-5cda5af1b7a1","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: 170-120 to liftshaft area","Inspection Info"
"254710d5-13da-531e-b5a3-2c91e01883b4","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: 170-120 to liftshaft area","Documentation Review"
"f5815937-e137-5c37-9929-56f2077f03b2","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: 170-120 to liftshaft area","Site Inspection Review"
"dd022c01-f7ef-5fb6-bc34-177222afb1b7","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: 170-120 to liftshaft area","Notes & Recommendations"
"2ecf93a8-96a2-5525-9ea9-dbe8f539687c","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: 170-120 to liftshaft area","Handover Accepted By Client"
"879f3acc-8382-5ffe-89a4-5e0d3ad2e46d","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: 170-120 to liftshaft area","Request Signature"
"7b696c53-1b22-40bc-a742-3d6d154fdf60","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6-7 beams & columns, fx9500- "
"c48128c1-a453-58e7-9599-65de4b7daa6b","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6-7 beams & columns, fx9500- ","Inspection Info"
"4c7b6d9f-2f2a-5701-a590-bfb6dbcb5b5a","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6-7 beams & columns, fx9500- ","Documentation Review"
"a32898a5-37a6-57a8-bdc5-aaf06d5662d6","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6-7 beams & columns, fx9500- ","Site Inspection Review"
"4801d5f7-bbdd-55ba-a24c-43def1ff778b","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6-7 beams & columns, fx9500- ","Notes & Recommendations"
"7d11c590-8405-5663-8bea-427c75918825","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6-7 beams & columns, fx9500- ","Handover Accepted By Client"
"a065bd21-9aff-59f5-8279-c7a25563bd6c","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6-7 beams & columns, fx9500- ","Request Signature"
"63ff4205-9e12-4d3d-b232-bb719f564867","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams & columns, fx9500"
"2f9136ad-9268-50c2-ab4e-299beb73fe7c","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams & columns, fx9500","Inspection Info"
"91276e0f-ef89-5a42-8df1-ab4f20a15a1c","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams & columns, fx9500","Documentation Review"
"d50fda97-8735-5590-9bda-27ed3ff2abc8","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams & columns, fx9500","Site Inspection Review"
"d8544d28-b592-5e82-8d52-535f4ab044e7","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams & columns, fx9500","Notes & Recommendations"
"45b4ed3d-79d4-5303-b42f-ae540959623a","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams & columns, fx9500","Handover Accepted By Client"
"8bc8cd0a-eddd-563a-a6cc-93b474ad9f08","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams & columns, fx9500","Request Signature"
"226ee981-2556-4b86-b1b1-bc5fc220051f","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 columns, fx9500-"
"dcc0eb42-d158-57b3-a15a-5f45bdad56c6","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 columns, fx9500-","Inspection Info"
"f7cba6ba-f805-517c-a541-70252f5d5179","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 columns, fx9500-","Documentation Review"
"8e99fbff-ee7e-59b8-b325-fe3fa00bbbbb","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 columns, fx9500-","Site Inspection Review"
"a3979fc4-ee9f-56c0-af33-bc3f35990a04","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 columns, fx9500-","Notes & Recommendations"
"f6447b69-7569-5e36-ad2d-9799b43ab443","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 columns, fx9500-","Handover Accepted By Client"
"5337a2d3-0b7e-5dbe-9dd6-79bdf664def5","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 columns, fx9500-","Request Signature"
"57f0f4ad-6775-4c5c-a9f3-94f3ca47490a","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8 beams, Phoenix 170-120 "
"946db9a9-0f82-5383-8bbd-bcbc481f049a","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8 beams, Phoenix 170-120 ","Inspection Info"
"3e9495e1-b193-5dda-a47a-61db6728a1cd","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8 beams, Phoenix 170-120 ","Documentation Review"
"b1ba0cfb-9878-57e5-a802-ad98ebf05c14","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8 beams, Phoenix 170-120 ","Site Inspection Review"
"b8728bd0-17c8-56f7-88ff-7756cdc79770","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8 beams, Phoenix 170-120 ","Notes & Recommendations"
"02d97475-5b92-50f2-8878-d4f04eaa6855","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8 beams, Phoenix 170-120 ","Handover Accepted By Client"
"e50e4293-a46b-5428-9142-1eaf3336b1d2","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8 beams, Phoenix 170-120 ","Request Signature"
"8b39b89a-dd98-40a5-9f6d-4abd4f95c045","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8,  9 columns, Phoenix 170-120 "
"e38640f5-15e3-5d7a-a567-837b9dfdb757","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8,  9 columns, Phoenix 170-120 ","Inspection Info"
"f99e16fe-b5b3-5a45-a6f0-e50ed60d88ee","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8,  9 columns, Phoenix 170-120 ","Documentation Review"
"1aae993c-7bdf-5490-9e8a-6f944d94b4d1","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8,  9 columns, Phoenix 170-120 ","Site Inspection Review"
"8e07f6ca-ec2d-5e9f-9356-537e02f8ecd7","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8,  9 columns, Phoenix 170-120 ","Notes & Recommendations"
"1781f7ee-9c60-57a0-a6c0-3aa54b490d8b","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8,  9 columns, Phoenix 170-120 ","Handover Accepted By Client"
"5a010e9e-a815-5edc-b6a5-5bf4b771c083","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 6, 7, 8,  9 columns, Phoenix 170-120 ","Request Signature"
"75c508d4-34e3-4c43-a4f0-db5ffe8ad81b","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams, Phoenix 170-120"
"c56a46cd-15c4-5b73-81e1-2f386f040a15","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams, Phoenix 170-120","Inspection Info"
"85a02c44-5e02-504d-b745-2f8cc88287ad","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams, Phoenix 170-120","Documentation Review"
"709db475-fe1f-509b-b50b-4b525bcfe1f5","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams, Phoenix 170-120","Site Inspection Review"
"a7661de1-eaa6-515a-8a45-4d0aa19967cc","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams, Phoenix 170-120","Notes & Recommendations"
"7bf5c7b4-fa70-5fa5-a8ad-cffe5d35816d","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams, Phoenix 170-120","Handover Accepted By Client"
"34a0a23c-dc8e-59b8-ac0d-477784924459","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 8-9 beams, Phoenix 170-120","Request Signature"
"fcf678d5-2ec0-4343-a11c-8c5cc0e7d91d","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 beams, Phoenix 170-120 "
"ea95218d-9604-5e5c-be1f-ef22ac899b4e","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 beams, Phoenix 170-120 ","Inspection Info"
"e479db03-d6ab-50bc-ab4d-c098c4d2f458","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 beams, Phoenix 170-120 ","Documentation Review"
"0f56ae72-7917-585d-b701-c45536139638","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 beams, Phoenix 170-120 ","Site Inspection Review"
"6363fd5d-9c28-5b03-8e72-06308c070f96","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 beams, Phoenix 170-120 ","Notes & Recommendations"
"83990a74-9ce8-5437-b39c-b06229e264dd","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 beams, Phoenix 170-120 ","Handover Accepted By Client"
"bcc59e82-c3dd-5071-8f92-de715e0292f6","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 9-10 beams, Phoenix 170-120 ","Request Signature"
"f45bd6c0-f30a-4bb0-ac73-9d1dce6c0e4d","","checklist-flat","pass","3. Add QC/QA Inspection Report","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 10 beams, Phoenix 170-120 "
"131e9e34-9478-54f5-aa84-e14af4f0f677","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 10 beams, Phoenix 170-120 ","Inspection Info"
"72f22aea-1459-56d4-8dad-90f590e2fea2","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 10 beams, Phoenix 170-120 ","Documentation Review"
"e670d6c7-c5a8-5d1f-82d1-7a9d05b2e5eb","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 10 beams, Phoenix 170-120 ","Site Inspection Review"
"eb3dcaf2-18bb-59b1-9bfd-729dc8c02dd8","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 10 beams, Phoenix 170-120 ","Notes & Recommendations"
"289fd869-50c9-5c8d-8f26-1d1c296cbb9f","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 10 beams, Phoenix 170-120 ","Handover Accepted By Client"
"daab0c72-d527-502d-a277-2aee1e750936","","holdpoint","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QC Inspection Report","QA Inspection Report: gridline 10 beams, Phoenix 170-120 ","Request Signature"
"15fbc427-4964-4cc5-9339-3891761f535e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","QA Inspection Report"
"db58a308-3c87-44f3-b684-d4e66c61f7ac","","checklist-flat","not-started","Area Completion Checklist (V1)","checklist-flat","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Area Completion"
"559a42a7-e0e2-5fe3-8305-ffd5f08eedf4","","checkpoint-status","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Area Completion","All works completed in this area, reviewed and approved"
"fe4f1097-e650-5fc5-bed8-7b9d06e2a80e","","holdpoint","not-started","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","FX9500 and phoenix 170-120","Area Completion","Request Signoff"
"e91ef37f-c98b-4fbb-8e7b-2eb608200439","","folder-normal","work-in-progress","","step","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","HBR"
"9152751f-bae9-40b2-9584-d6d3a590afad","","folder-normal","work-in-progress","","step","TRUE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","HBR","Daily QC Checklist"
"4b8cc714-5e13-4f25-a080-d313f6aecf4c","","checklist-sectioned","pass","1. Add Daily QC Checklist","checklist","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","HBR","Daily QC Checklist","Daily Checklist: 06.09.23 topcoat to canopies"
"96e0dc53-502e-5ca1-9c92-6b0c300ee86f","","checkpoint-group","pass","","","FALSE","FALSE","On Site QA","Enabling Works Halsey East underside of level 01","HBR","Daily QC Checklist","Daily Checklist: 06.09.23 topcoat to canopies","Preparation"
"d026c93e-4c74-50c2-932a-56a4969e7d94","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","HBR","Daily QC Checklist","Daily Checklist: 06.09.23 topcoat to canopies","Preparation","Hold Point Inspections"
"50aa140e-f8c5-5d23-b929-71b7c5868612","","checkpoint-status","pass","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","HBR","Daily QC Checklist","Daily Checklist: 06.09.23 topcoat to canopies","Preparation","Surface Conditions"
"9e80fc69-527c-521e-9a24-8ce080a5df09","","checkpoint-status","not-applicable","","","TRUE","TRUE","On Site QA","Enabling Works Halsey East underside of level 01","HBR","Daily QC Checklist","Daily Checklist: 06.09.23 topcoat to canopies","Preparation","Ambient Conditions"
