"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f54d08c9-d36a-4117-90a5-cbf9b16de40e","","pass","","folder","TRUE","FALSE","Manufacture QA"
"5a9b7da0-8160-4248-9ce4-7fa13130709a","","pass","","folder","TRUE","FALSE","Manufacture QA","BB.1"
"8538e33d-dac8-4dda-8196-13f7b757ff61","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-28","Concrete Delivery Checklist"
"14787000-2361-404c-8454-a2ca54f89fed","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-28","Post-pour Checklist"
"0bf14f11-edf4-4b42-82c9-3d2e88cc0f6e","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-29"
"c02dea9e-a045-47ce-a4a5-e0886b2f798f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-29","Pre-Pour Checklist 1"
"797539a0-6f7b-4896-b118-5b164b38c3b0","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-29","The DECA Inspector sign off"
"abfd6579-4dfd-4f74-b619-9d2e0b0e750f","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-29","Concrete Delivery Checklist"
"949ac4e5-7c5f-442b-a494-ddb80713754d","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-29","Post-pour Checklist"
"f0184fe9-de9d-465a-bdb8-394545b9c8ee","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-30"
"c58da7ef-4c32-4c3b-90c6-73c99f5ce252","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-30","Pre-Pour Checklist 1"
"050bff60-872b-48ee-b68a-9bb8e8479a5d","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-30","The DECA Inspector sign off"
"f958e81d-ed5d-4e8b-bc00-0f7ee3e8d051","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-30","Concrete Delivery Checklist"
"624ee4ba-98cc-4460-938e-dad3e773eec5","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-30","Post-pour Checklist"
"4980df14-b34b-4ecd-a561-f8653963d27e","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-31"
"fea5f69b-d603-47bd-9b6e-7e1c3324e3ba","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-31","Pre-Pour Checklist 1"
"b8c69be5-6a06-4d13-bd74-9758f9a10b09","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-31","The DECA Inspector sign off"
"cd99a44c-9d97-40aa-8ee2-97dac865778b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-31","Concrete Delivery Checklist"
"724debba-9038-4bb5-81ce-503bfe1d01be","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-31","Post-pour Checklist"
"ee3b85c1-4183-4c78-a15e-f7cb5ae48e5b","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-32"
"40681b65-e823-4316-818f-373461c7a44e","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-32","Pre-Pour Checklist 1"
"c524ba11-fb78-4aad-b0ae-c67b695dfea9","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-32","The DECA Inspector sign off"
"c65175a3-4884-4b21-8f9c-f27d1aa29866","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-32","Concrete Delivery Checklist"
"eed9b175-8452-4b33-a090-9a6e8bb5af1e","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-32","Post-pour Checklist"
"1a779b93-9095-4c2f-9712-49629f9510c6","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-33"
"a6d090c3-3ab9-4b0f-88ba-d751e9e88e1e","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-33","Pre-Pour Checklist 1"
"82e773c5-db86-46d0-b851-a3f53526601c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-33","The DECA Inspector sign off"
"33a335c2-0c69-474d-b5cc-0c49d071a8da","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-33","Concrete Delivery Checklist"
"fef86811-0d8d-412c-bf24-c930fe3a6e53","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-33","Post-pour Checklist"
"889e3fde-31f7-4d2c-919f-85add485f8a1","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-34"
"888c9f25-61d7-480a-8ed8-e05a10db5d65","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-34","Pre-Pour Checklist 1"
"93735bd6-b04f-4bb6-b614-60d149d6cb40","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-34","The DECA Inspector sign off"
"9daf5eea-7893-46f9-9ac6-d73f9e10a8ca","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-34","Concrete Delivery Checklist"
"e2b6d044-3593-4fa1-a664-19222b41586e","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-34","Post-pour Checklist"
"2b8854f3-bde4-46ac-b234-5e3c1203bf7c","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-35"
"07e1eb7d-3520-4ad6-a023-2e8ff0311496","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-35","Pre-Pour Checklist 1"
"13c1b3fa-e2ae-47f1-95f3-869458a48ddf","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-35","The DECA Inspector sign off"
"e6799afe-c8f4-4fa1-be6c-b74bb11b93e1","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-35","Concrete Delivery Checklist"
"75b6534e-ac99-421b-b156-87ff46ab7cbc","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-35","Post-pour Checklist"
"26c5d9db-8c41-445f-964d-2798ffe33d1c","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-36"
"8c238873-f738-4ca7-9075-210adfcfc1c5","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-36","Pre-Pour Checklist 1"
"a1410055-ef99-4ad2-8afd-9c2dd5b4b39f","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-36","The DECA Inspector sign off"
"c6920f85-d5a4-4057-a45b-2f1d9e7c6144","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-36","Concrete Delivery Checklist"
"79562649-b825-42a8-a31a-ae3c3ce884f7","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-36","Post-pour Checklist"
"a8396fe5-9d2b-4d8f-8d68-d47a83dbaf39","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-37"
"91d6a18b-e9b6-44d0-9fd9-9dde7018023f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-37","Pre-Pour Checklist 1"
"678a9063-2d23-43f8-a698-a1084a6daf7c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-37","The DECA Inspector sign off"
"71430c5d-acd4-4d45-8257-bff19406a0b4","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-37","Concrete Delivery Checklist"
"ea73135a-0d6e-44c6-843f-ac16bfcc9561","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-37","Post-pour Checklist"
"55377cca-328b-4a0c-9c4e-26454bbd550e","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-38"
"857923de-5447-4ffb-b854-007e5b566968","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-38","Pre-Pour Checklist 1"
"139b98e5-743a-4c60-aaf4-2f82d045a04c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-38","The DECA Inspector sign off"
"2f16d37a-6ee1-4175-b774-d5ef8b9c6cb4","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-38","Concrete Delivery Checklist"
"334d9bc9-5e40-427b-a8b5-97320fa7c823","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-38","Post-pour Checklist"
"69d6ff97-5ec5-404b-bdf0-7234d0293198","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-39"
"dc7eafdf-c120-4e80-91b5-ccb34688af38","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-39","Pre-Pour Checklist 1"
"8b189238-36d1-430c-b0d7-38a6797c1c13","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-39","The DECA Inspector sign off"
"6620b53a-569b-431c-888c-00c56aaa604e","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-39","Concrete Delivery Checklist"
"505978b1-c3ac-433e-83b4-fad3e753dc59","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-39","Post-pour Checklist"
"de6a796c-e1c1-47e5-9bf3-9c37bf4ac6af","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-40"
"f20203cf-b087-4c13-ba2e-b2a737c7db70","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-40","Pre-Pour Checklist 1"
"e548d697-155b-4a06-a4fa-ac671bbc3179","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-40","The DECA Inspector sign off"
"f0694a64-d3bc-466f-9074-0defad22eb3a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-40","Concrete Delivery Checklist"
"c5e18676-0e8f-4768-ad12-f673b5d743aa","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-40","Post-pour Checklist"
"8eb524cd-5595-47aa-90ab-3c120d236055","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-41"
"206ce211-6a63-4a33-85f4-0466f5f68e5c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-41","Pre-Pour Checklist 1"
"8d0cb75b-120c-4e8f-a636-d947599635b2","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-41","The DECA Inspector sign off"
"6a165e61-059d-4525-9074-79d31f72af6a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-41","Concrete Delivery Checklist"
"d32a9155-0835-41dc-8f19-f8d3f7c27b71","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-41","Post-pour Checklist"
"2b9dae6d-3778-4255-8a14-384dca3a242c","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-42"
"2fe08c38-1f61-4f87-a8c5-1452ffb5fd9c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-42","Pre-Pour Checklist 1"
"1b395950-510c-46e1-a341-45bde61977dd","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-42","The DECA Inspector sign off"
"ca95db81-a95d-4d45-bff4-7a276749c191","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-42","Concrete Delivery Checklist"
"b948ab69-b444-4c56-a1b2-33f4695ffa6f","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-42","Post-pour Checklist"
"1724f996-4294-4ee5-935c-0c4afd7201b1","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-43"
"50bf2fa3-bf53-4836-ba01-c40d6e069cbe","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-43","Pre-Pour Checklist 1"
"70c62d9d-2a92-4fbf-8a08-34712ce32acb","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-43","The DECA Inspector sign off"
"87b1ec5a-e97f-40bf-92aa-16e2a6a0422e","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-43","Concrete Delivery Checklist"
"308c3e64-8934-419d-832b-1a9099acb3e9","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-43","Post-pour Checklist"
"1694176d-4612-4457-8255-485b6d84aa73","","pass","","folder","TRUE","FALSE","Manufacture QA","EW.1-44"
"3a6b73c1-bf6a-490a-b964-468ff0dcb042","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-44","Pre-Pour Checklist 1"
"96726fa2-8b05-40d1-a402-aa6911174a76","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EW.1-44","The DECA Inspector sign off"
"4a9cf87b-905a-4474-8a42-2b45212b1935","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-44","Concrete Delivery Checklist"
"80181d87-eb05-41e5-b4a9-57159f8543fd","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EW.1-44","Post-pour Checklist"
"7bef793e-d5c4-4fed-907a-642165efc5cc","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-1"
"4bda1412-865b-412b-80bb-7bbd6db0a465","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-1","Pre-Pour Checklist 1"
"9dafe4ed-579d-4537-b7fe-243d58422f3e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-1","The DECA Inspector sign off"
"78f47553-b89c-4a63-9221-b319db42d180","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-1","Concrete Delivery Checklist"
"2ea52a83-40c6-4ad7-90a7-2561b8752239","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-1","Post-pour Checklist"
"c0752ec4-d35d-4a5f-bfd5-dd0ad7a6db8d","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-2"
"e042b471-d17a-449b-8151-2a12a3ee777b","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-2","Pre-Pour Checklist 1"
"cb9ec3b4-6626-4849-8ece-21e96e83605f","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-2","The DECA Inspector sign off"
"b00e8267-da50-4099-a22f-54bf659bf383","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-2","Concrete Delivery Checklist"
"08f50ef7-2529-46d9-bacc-1c50a422b326","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-2","Post-pour Checklist"
"2026852b-239f-43a8-a41d-7e3c8152432e","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-3"
"4c445a7b-b81f-4d61-a4a8-c121d93bac09","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-3","Pre-Pour Checklist 1"
"f4b1364c-8a24-40a9-80dc-b2d8577d6090","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-3","The DECA Inspector sign off"
"e14d0d63-4e58-4272-a860-7041470aeb35","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-3","Concrete Delivery Checklist"
"094714d0-7add-46ed-a220-99dadfbc159f","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-3","Post-pour Checklist"
"5abaf07b-7d6b-4538-8171-8431b27df5ee","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-4"
"8fcef87b-fef8-48c2-b139-16c566685b83","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-4","Pre-Pour Checklist 1"
"bc80fbe8-5b6e-41ba-90b1-a3d3767713dc","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-4","The DECA Inspector sign off"
"7a8de276-7704-4fd6-a460-38e38fac8042","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-4","Concrete Delivery Checklist"
"77d9ca40-6248-4b08-a39c-4d9fa273a9d8","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-4","Post-pour Checklist"
"26bf7747-1e93-4311-b5a5-8d89ce8586f5","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-5"
"bff19f34-4f4c-4306-b070-037214efe54b","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-5","Pre-Pour Checklist 1"
"2b36af4a-82dd-4f32-b1c7-913fa5aacc61","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-5","The DECA Inspector sign off"
"89ef608e-c175-4591-b1d2-94d7018f2a4b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-5","Concrete Delivery Checklist"
"e393fb41-55dc-4946-b5e6-65d85aa9aa7e","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-5","Post-pour Checklist"
"0ede0d3a-8af4-4b43-afa8-9a8be1fb30b1","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-6"
"637df6e9-182d-4d1f-ae47-c668df35d8eb","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-6","Pre-Pour Checklist 1"
"492318fb-cffa-4c41-9dca-d6f45c802795","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-6","The DECA Inspector sign off"
"fd21c615-17cf-4bdc-8eb7-cd96a085d7c6","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-6","Concrete Delivery Checklist"
"1b743e59-2d1a-4b70-b20c-dba906e73d83","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-6","Post-pour Checklist"
"bdc3fc88-acaf-45cf-a28f-639ac23073e4","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-7"
"bbade073-d227-4403-982b-e5f69d811b57","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-7","Pre-Pour Checklist 1"
"64f1841a-4df0-4bc1-88e7-4f8a1eb3893e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-7","The DECA Inspector sign off"
"9fcb0e08-60fe-494d-af76-bb20baab2c3c","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-7","Concrete Delivery Checklist"
"ca82625a-4a76-440d-9d40-b7d70b4c7f4f","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-7","Post-pour Checklist"
"f975f33e-8244-4b71-9773-a93140a635f1","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-8"
"ae913122-bade-480f-be5c-de706fc4c69a","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-8","Pre-Pour Checklist 1"
"de348148-b7a1-4398-bc3d-3b545301cef3","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-8","The DECA Inspector sign off"
"cbd0a7ca-2613-4392-ad79-858dbeff943d","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-8","Concrete Delivery Checklist"
"f38eb46d-45de-408d-ad86-2ce2e8bd1815","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-8","Post-pour Checklist"
"2192b4f8-da33-4229-b74b-c368a894ad81","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-9"
"fd57a797-efde-4807-ab2f-f873976d260f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-9","Pre-Pour Checklist 1"
"f9fdd797-5c71-43b5-91f2-3534775ddc20","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-9","The DECA Inspector sign off"
"0be26cdb-6318-4081-a2be-99157d89eaac","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-9","Concrete Delivery Checklist"
"f27d5636-9601-40d1-ab74-d90f74173d3e","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-9","Post-pour Checklist"
"ca221303-c4b5-4df5-be6d-bdc9b65b953a","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-10"
"c16d54d7-76e9-4a91-9b3d-4fd208b9da15","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-10","Pre-Pour Checklist 1"
"2129b618-6fb7-445e-84ed-11541869748e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-10","The DECA Inspector sign off"
"4195e0b9-ca62-4d34-9cc5-3f232ac81145","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-10","Concrete Delivery Checklist"
"790457c1-a3e3-4615-a972-5eb01897a191","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-10","Post-pour Checklist"
"4a32e562-5d9a-4220-974f-b3f7f393d0af","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-11"
"c5aa74d3-8e47-44ea-83d7-b11a65e3d289","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-11","Pre-Pour Checklist 1"
"7c517788-bef6-4393-9ae7-c4c9cddfdfb4","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-11","The DECA Inspector sign off"
"a0b96d5d-721b-412d-970a-8d2d51a10631","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-11","Concrete Delivery Checklist"
"26396c3e-9ade-44b6-81b8-4fd0cbd9e87a","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-11","Post-pour Checklist"
"13054772-d78f-44c3-92ec-e4d975bcf435","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-12"
"8705c980-0bfd-43dc-9c35-49c0888babff","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-12","Pre-Pour Checklist 1"
"8515462a-c010-4f75-ba34-669202fcd574","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-12","The DECA Inspector sign off"
"c41fb360-e997-4793-a635-1313faafd658","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-12","Concrete Delivery Checklist"
"2214cbcd-3083-478b-9124-ee4d40420aa8","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-12","Post-pour Checklist"
"7ad0c4a4-f04d-4481-8498-fcf87867101c","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-13"
"d518ff32-caba-4321-b704-5df94092fc9e","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-13","Pre-Pour Checklist 1"
"a40b633a-a6d1-4ca4-bea8-1d3295755d48","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-13","The DECA Inspector sign off"
"0b238fa0-4ade-477b-a50b-38c3ad4622c1","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-13","Concrete Delivery Checklist"
"b6a393b6-696a-48ed-a1bf-6335a3c39616","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-13","Post-pour Checklist"
"4066f171-2834-47ae-945b-be5bdd946a47","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-14"
"7107f30d-fe4e-46e1-9645-229b5bbdc687","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-14","Pre-Pour Checklist 1"
"1ee0c0a0-c291-49cf-bae7-32965c491a52","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-14","The DECA Inspector sign off"
"6e2ff2e1-a52f-44fb-b967-6ffd5c869136","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-14","Concrete Delivery Checklist"
"355781c8-a748-44ff-837d-40933faf039a","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-14","Post-pour Checklist"
"a8917917-b725-4745-9ae2-0c9437923c57","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-15"
"eea64852-1ecc-4d8c-a270-558a802934b4","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-15","Pre-Pour Checklist 1"
"91f61807-085f-4fff-9df6-618f83c2a6f1","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-15","The DECA Inspector sign off"
"65446df2-e9c2-4037-8eb6-4340cdc1ed96","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-15","Concrete Delivery Checklist"
"3be4326c-bf62-4049-a24f-62dca1d6c9af","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-15","Post-pour Checklist"
"b45d7620-c847-4a72-bcc2-a5c4264e14d4","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-16"
"d1847cc6-cdad-4207-8e62-fae0f09f0036","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-16","Pre-Pour Checklist 1"
