"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a52bebed-a08d-494f-b777-33c66b65a1bd","","fail","","folder","TRUE","FALSE","Site QA"
"fa149cf2-0d3c-4a8d-b021-e7fdf0fa8486","","pass","","folder","TRUE","FALSE","Site QA","Basement"
"5f37cc6f-3967-532b-b6fb-746056421317","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement","Sewer Stacks / Storm Water Stacks"
"59b2a98e-40e0-50a4-8447-31b68466421a","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement","Commissioning"
"c13370b0-c293-4282-bf55-40a16f4cd828","","pass","","folder","TRUE","FALSE","Site QA","Lower Ground"
"848d8aed-79f6-4025-ad4a-e1f4fbf4d56c","","pass","Basement & LG Rough in Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Plumbing Rough-In"
"4b190447-4959-58ea-b12e-5d422d58f95a","","pass","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Fit Off"
"005e7e39-9976-50a8-a59c-36dd3ed57794","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Lower Ground","Sewer Stacks / Storm Water Stacks"
"e8808c02-728f-57dc-9b8a-0b3475c8d855","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Commissioning"
"57b31524-11b0-49e3-ae32-ea15dea3fbf6","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground"
"acacbbf2-06de-4c6b-b8c9-9bc2b4acd1d3","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","Lobby"
"15c2e1ad-bd92-54b2-9c1f-55c1271dbb45","","pass","QA - Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","Lobby","Meter Cupboard / Copper Riser"
"a4f4a117-0567-473b-b9fb-66bc8206700c","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.01"
"6000171a-5287-522f-8ebd-78b84944c05d","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Plumbing Rough-In"
"252e741e-d7af-48a2-a946-3f998cac35fc","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Fit Off"
"ec576bcf-18fa-56d5-9b1e-9da04bd1a000","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Commissioning"
"f536577c-a37d-458c-8e2a-6a4250c3c80f","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.02"
"1393f4cc-ca74-50b6-83ea-5c408b8ce9f8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Plumbing Rough-In"
"8c556f70-b7ea-4b87-8e64-694117dcc444","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Fit Off"
"ca79fbd6-55ff-587d-bedb-5b85b12e16c6","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Commissioning"
"34b464b7-7bf7-4705-8ee8-f25376b0da75","","fail","","folder","TRUE","FALSE","Site QA","Block A"
"5bcfa4da-5337-4f39-be05-e03859a2c434","","fail","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor"
"b9a84ee3-4514-463b-b6c3-a22d58747314","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor","Lobby"
"cb8757be-cd75-5e41-82f6-76f3213ac996","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.20","Fit Off"
"d96fe44e-9bac-5b08-b2c1-991090ebb8d9","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 3","C3.20","Commissioning"
"b5eecd4f-31e6-43ca-9dae-0ba6fcb8b242","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 4"
"a65645e0-bf70-4c24-afff-a54b65117634","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.13"
"da8548a6-f9c3-5fe8-a20f-9e739cfc8f4a","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.13","Plumbing Rough-In"
"f6fc2dd8-d446-5be6-ac90-425e85353e5f","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.13","Fit Off"
"3e358165-a2e1-51c7-906f-8299261e2d47","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.13","Commissioning"
"a646d968-1d36-4a3f-92c6-6f0be166ebfc","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.14"
"b015116c-ca68-57d1-9ac0-d5384246afc3","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.14","Plumbing Rough-In"
"c5f42fcd-0144-510a-8125-53c1ac134254","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.14","Fit Off"
"2f91583b-c504-5791-b8bf-f88db4c2214e","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.14","Commissioning"
"485bd277-f4cb-4851-a889-75f00fca526d","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.15"
"4381b446-78fd-5730-b4da-3330333ab1c8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.15","Plumbing Rough-In"
"81889d6e-3a01-5de3-b9b1-56bb8621fbf2","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.15","Fit Off"
"d0381c13-1e27-5ff3-8ec3-b0019b613591","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.15","Commissioning"
"c1d3e235-2376-4e3b-92d6-139f128ecace","","fail","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.16"
"6dbdebd1-41d1-585d-999f-f6a4359860fd","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.16","Plumbing Rough-In"
"bb3ca314-78a2-553c-8ab9-9ad591ecef61","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.16","Fit Off"
"43ee4e69-5ed9-5c09-b4b1-64bb2e4a9407","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.16","Commissioning"
"9a00dc91-2974-474f-ad91-41bdeeea834c","","not-started","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.17"
"2e10b9c6-c3a6-5222-9c1f-3a685450ccc1","","not-started","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.17","Plumbing Rough-In"
"52972841-c225-57d3-ba69-d547bb740116","","not-started","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.17","Fit Off"
"546204a5-d805-566e-8fbd-c3543e2f22a0","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.17","Commissioning"
"b1650faa-6f30-45f8-abc6-d383a5111429","","not-started","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.18"
"e14e4649-b08f-579c-9c08-64d8c17ca1ac","","not-started","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.18","Plumbing Rough-In"
"89cfb11c-b212-5f9a-a247-57abc13cc7e6","","not-started","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.18","Fit Off"
"4d1cca89-fdc7-537b-ab04-751880faac95","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.18","Commissioning"
"f61aed31-2b75-4544-b8f6-2f4ae223feb5","","not-started","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.19"
"24f2b438-9022-5e19-bef0-afab6e646cc8","","not-started","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.19","Plumbing Rough-In"
"abafd25b-eb2d-532e-a7d8-d306e4068ab1","","not-started","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.19","Fit Off"
"ddddd617-176a-5120-9b50-2b6b083725ab","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.19","Commissioning"
"2c0f3ef3-5d3e-4548-b2ed-66fd3881fb4a","","not-started","","folder","TRUE","FALSE","Site QA","Block C","Level 4","C4.20"
"8eca1491-3413-5c7c-9625-cd91b66774c6","","not-started","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.20","Plumbing Rough-In"
"962960ba-6ee0-5601-8426-92caddd4def6","","not-started","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.20","Fit Off"
"a9673812-1406-5477-8fdc-bc91f1ad6605","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C","Level 4","C4.20","Commissioning"
"7d4c3c4b-302d-4090-89f3-4f7836ad6d73","","fail","","folder","TRUE","FALSE","Site QA","Block D"
"1ccc266a-e5de-4bd9-9a52-ea296f822c4d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor"
"b3f706d3-ef7a-42d5-a307-cbc9a4efb0a2","","pass","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","Lobby"
"d07c76c8-ecb1-53be-94fd-c3c6c957a932","","pass","QA - Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","Lobby","Meter Cupboard / Copper Riser"
"a7d4c249-998f-4593-a6a9-f8fa762eef47","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.21"
"a2985605-6622-537d-b95d-ddfbd28fa645","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.21","Plumbing Rough-In"
"226e9c8b-5178-4de4-8c60-faa76e8adf63","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.21","Fit Off"
"e27bbccc-445a-514c-a572-ee980a62b26d","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.21","Commissioning"
"bb6d3ecc-6265-4b59-a2cd-e7c9dab4d7d7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.22"
"95b4cf2d-ffc4-5837-b96e-9f753d5a058c","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.22","Plumbing Rough-In"
"cd7a67b6-f47b-41f0-b87a-b92536e7709c","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.22","Fit Off"
"49c09685-6e0e-5219-a530-4d37977c7f7d","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.22","Commissioning"
"cf6353bc-7aa1-498a-8cd8-9e391fd837f3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.23"
"56b0ed41-d844-5c17-8dbc-c1b4570de0dc","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.23","Plumbing Rough-In"
"5eb99525-f94e-4da6-b1f3-daf31ecf61ab","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.23","Fit Off"
"1c2c3e47-03b5-5f96-b85e-62b85a51434e","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.23","Commissioning"
"2aea6cd6-10e6-4682-8e08-e4f454920473","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.24"
"89a9a7ac-f027-5acc-81db-ea986b9759a0","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.24","Plumbing Rough-In"
"5ead5678-5794-44fd-9891-c52759943ae5","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.24","Fit Off"
"1af4ac42-2fe3-57a9-b2da-2f316ca99ed5","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.24","Commissioning"
"38ee0adc-478f-4210-885a-b5bbb63fce37","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.25"
"241475e2-f9d5-515a-96f3-42653be0b438","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.25","Plumbing Rough-In"
"bfe518db-41e9-4827-8613-96a7ca97de04","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.25","Fit Off"
"f73a4699-4cbc-5bd3-b5f8-f5545c66317f","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.25","Commissioning"
"6ddc1064-2f9e-4ab9-a71c-9f9672a5f20d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.26"
"957040fb-831e-5efe-ab8f-dec65c229ba2","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.26","Plumbing Rough-In"
"df10968e-7aff-43d0-b00b-aa29d27c2e31","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.26","Fit Off"
"7dd29218-fc52-54f0-a7d9-0ed8013d122c","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.26","Commissioning"
"c7221888-5142-4e56-91e9-1a2f5bd66a77","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.27"
"2ce2b223-4735-5e0b-9045-97e17d2c8c24","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.27","Plumbing Rough-In"
"bd243714-be09-4a46-87e9-6b374f64c1ea","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.27","Fit Off"
"cccd20bb-8287-5c7c-b9a9-c3c9de6c6594","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.27","Commissioning"
"18b5d251-bd69-4659-aed0-984d55b8d2ad","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Ground Floor","DG.28"
"1e72c2d9-b23e-5846-b500-398df1d9faf8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.28","Plumbing Rough-In"
"95328b79-8bf3-44d0-982f-1a06a5fe3248","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.28","Fit Off"
"b63122e9-50df-57ce-a7a9-3c454803dbca","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Ground Floor","DG.28","Commissioning"
"bbd9ddd6-7cf3-4a2c-953b-9192c01c59a1","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 1"
"0c700951-0194-434a-8741-533cfa3fb228","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.21"
"e34c8eb8-a28c-51ec-8d90-192489a98496","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.21","Plumbing Rough-In"
"523319f4-135f-51fa-974e-a1fdd51c2690","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.21","Fit Off"
"e72841e1-cca6-5810-9a40-876e0d599e51","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.21","Commissioning"
"ce9aa5a4-bc0a-4b5b-995a-48a02ada8588","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.22"
"d12ba51a-72ef-51ec-9653-7ea93d1cc9a6","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.22","Plumbing Rough-In"
"fe31994e-02fc-5e00-ab12-ed67c9aa799a","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.22","Fit Off"
"06990402-0dd5-5b35-bbc8-babc7ad4a54b","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.22","Commissioning"
"e489e191-efed-4f0d-bdc2-0fdfc15dab2e","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.23"
"d455bfe8-616f-581c-a818-4649e11cfc9b","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.23","Plumbing Rough-In"
"95da68b8-57e9-5920-92a6-38e99cc1222f","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.23","Fit Off"
"383bfd2f-642b-513f-a2f2-45294f71c133","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.23","Commissioning"
"ab637181-389b-43ee-bc23-029491973fb6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.24"
"6d49d3ea-d3c7-5d2d-84eb-cf4835562807","","not-started","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.24","Plumbing Rough-In"
"f08eebaa-5867-5e4c-980d-5a3377c2e83c","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.24","Fit Off"
"1033e54c-fc67-5795-a14a-3daf4eaaa558","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.24","Commissioning"
"00cc6b8e-34c8-41b0-af9f-c5ea6de8ae8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.25"
"5a7cebb9-99e1-58fd-9301-4e471358e7bd","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.25","Plumbing Rough-In"
"5113f526-40b8-51da-8ebf-84176b0a358c","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.25","Fit Off"
"6845563d-693f-5e1a-8f8f-1aab3498282b","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.25","Commissioning"
"caadf67f-0e38-486e-a7d8-422b98c41d24","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.26"
"0cd581a7-982c-5725-baad-0f9d90c1c4a7","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.26","Plumbing Rough-In"
"bd37b077-2eb4-5609-9ba0-5c7ca356c12c","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.26","Fit Off"
"72956dc5-5988-54d3-a965-dd69261ae906","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.26","Commissioning"
"158dc9de-6f9e-4fdc-b13e-0b35565770c0","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.27"
"01db0d46-265c-5220-b8cd-d7b7ceab09fe","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.27","Plumbing Rough-In"
"0c25def7-3c4a-5e61-9e12-124ce739dcc2","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.27","Fit Off"
"4359c1cd-69e6-5d39-93bc-b1cfdbf3a97e","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.27","Commissioning"
"02951cd8-0562-4ef6-81a9-b7ef8980ec84","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 1","D1.28"
"c6d984cc-187e-57b6-be7f-1e2b0af8d125","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.28","Plumbing Rough-In"
"fbf6d5e9-c44a-55e1-96b8-f66ec2d87806","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.28","Fit Off"
"63e97f52-f1ea-593e-b7c6-4d5b0636bf43","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 1","D1.28","Commissioning"
"9550b05e-bcdd-4c2b-9475-21c0bdda50b4","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2"
"36ab68af-24c8-4b59-86b2-e89002b7d669","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.21"
"2ea25ee1-2022-5528-bca9-43df90ee0dfa","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.21","Plumbing Rough-In"
"0234a7e4-cdbb-5d53-a511-d141c710e812","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.21","Fit Off"
"b8c66d02-6e94-566b-a6c2-f3ae5addf8c0","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.21","Commissioning"
"73243078-dc92-408e-921d-ffede235958b","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.22"
"78ac59b9-4d33-5487-87a6-67cfb5501f5c","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.22","Plumbing Rough-In"
"fde9f2ad-6876-5be6-beb8-eba7385d9ac0","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.22","Fit Off"
"4dc76d48-38ba-5b18-a6cd-eef2ca139b45","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.22","Commissioning"
"92e42fda-1e7f-4d69-97de-0d72564d6a39","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.23"
"530c8ee8-1b4c-5c1d-addc-505ea018e7b9","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.23","Plumbing Rough-In"
"2686ee0d-f625-5ffa-bb47-68c97c016f15","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.23","Fit Off"
"afc3ce53-1a84-5201-83a5-8a974ae8dfe2","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.23","Commissioning"
"c1c008e3-d619-4424-b0e1-83a4e7cb3276","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.24"
"0d7e53f3-e36e-5236-adf9-23a2ef74a3ca","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.24","Plumbing Rough-In"
"d0b7679c-83be-57f3-887e-aab7e36b2ca1","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.24","Fit Off"
"feac2ec3-e373-5ae8-b9c1-16deda379d18","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.24","Commissioning"
"d5dab62c-d73f-4c74-bd37-b6667db3d826","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.25"
"bb2cc446-f78f-5b7d-91ca-7eb7c57670ac","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.25","Plumbing Rough-In"
"6a228a5d-c2d1-57cf-a331-e8f73208c080","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.25","Fit Off"
"ee551363-7f58-5e1a-8c74-cc54f0114d60","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.25","Commissioning"
"21eced60-dce3-4ce8-b275-fad23a1a3201","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.26"
"a0b7d814-6ef0-57dd-89c4-4766cfe10004","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.26","Plumbing Rough-In"
"017bc90c-d54f-5b82-95a6-742ba0ed48e4","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.26","Fit Off"
"8c516325-e64b-57ef-aa77-b4afd0c2cdba","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.26","Commissioning"
"b673d61a-b362-4b51-bd94-419f5c349ba4","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.27"
"eff5f242-d799-59f3-a6dd-01919e73fa5e","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.27","Plumbing Rough-In"
"735b230d-69c7-5c1a-a930-124bb7b74f08","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.27","Fit Off"
"148ae2ed-7438-5025-984b-ddbba681f65f","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.27","Commissioning"
"0aa92e7c-4001-4f1d-840a-acd73d1bda2b","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 2","D2.28"
"260a9776-31f4-5c3f-92de-94cec30640f3","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.28","Plumbing Rough-In"
"89955c78-3e00-5b89-8544-bc9aa8cf942f","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.28","Fit Off"
"8c67d0f4-f090-5623-a45c-4011ffc43a8b","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 2","D2.28","Commissioning"
