"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fee11faa-f657-498d-bbce-fe3daebdfbca","","fail","","folder","TRUE","FALSE","Site QA"
"8b3e1123-c892-45bb-b849-daafb8ec4f49","","pass","","folder","TRUE","FALSE","Site QA","Basement "
"e1411e92-9d9a-557e-a7a0-dd96bec35885","","pass","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Basement ","Internal Drainage "
"50d11548-9dce-5ae0-8cd1-05888ec9716b","","pass","Internal Stormwater ","checklist","FALSE","FALSE","Site QA","Basement ","Internal Stormwater "
"2360c92d-a97f-58b1-878c-74a5a60645cc","","pass","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement ","Sewer Stacks / Storm water stacks"
"d705c98c-0f51-418e-a955-ab84a023d8e2","","pass","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement ","Commissioning"
"95cd7b53-adfe-432d-b5c5-ecdcedd30898","","pass","","folder","TRUE","FALSE","Site QA","Lower Basement"
"d57df22a-a4d2-5f43-9de1-37953bfc19f9","","pass","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Lower Basement","Internal Drainage "
"0dfc56c8-deb1-593e-952c-d63cbfc0db54","","pass","Internal Stormwater ","checklist","FALSE","FALSE","Site QA","Lower Basement","Internal Stormwater "
"156f9b1a-cd20-5679-9a22-0bd50d0e701c","","pass","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Lower Basement","Sewer Stacks / Storm water stacks"
"63f0d304-b1ff-41d9-8987-816b00d421ca","","pass","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Lower Basement","Commissioning"
"1ee666c7-a011-4c0b-87f2-45cda7e834c6","","fail","","folder","TRUE","FALSE","Site QA","Block A"
"1ee1f6b0-97a1-43d7-9c98-5b40e96b7f2b","","pass","","folder","TRUE","FALSE","Site QA","Block A","Lower Ground"
"8ec1d1bb-7d5a-5ee6-a48c-b8f0c854fee8","","pass","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Block A","Lower Ground","Internal Drainage "
"93b9a074-1a13-50d9-9eba-393c83d8c028","","pass","Internal Stormwater ","checklist","FALSE","FALSE","Site QA","Block A","Lower Ground","Internal Stormwater "
"45621a69-1416-5d4a-b6f0-20fbc421cd3c","","pass","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Block A","Lower Ground","Sewer Stacks / Storm water stacks"
"018a0853-0e64-4f2f-8359-d66caf77956f","","pass","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block A","Lower Ground","Commissioning"
"7f3efae2-b1f0-5419-b03d-31831f3afb8d","","pass","Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Block A","Lower Ground","Corridor"
"96c695ff-13b0-47fc-99ac-ae69611a9411","","pass","","folder","TRUE","FALSE","Site QA","Block A","Lower Ground","ALG.03"
"dc91e458-5924-437f-940c-f4e97625e803","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.23"
"4c826f47-c2d2-4ddb-bf84-ac788cebd804","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.23","Passive Fire Penetration"
"c40b555e-c55d-4d40-bb86-f2a858b6b85c","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.24"
"285bc77b-baeb-4814-846e-03f508d0a534","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.24","Passive Fire Penetration"
"d8a45e70-d877-45c9-b5a2-eaa759f0db7e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.25"
"5eca816d-25e2-44ba-979a-8b6d068aed76","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.25","Passive Fire Penetration"
"ffbc2e23-3302-4bf2-b93a-c9933f2d1d35","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.26"
"c677a82e-f430-444a-b582-d11d7c5db0b0","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Ground Floor","BG.26","Passive Fire Penetration"
"92959944-4b61-4d71-8951-9e0e41e98059","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1"
"57817198-6eb7-4be5-a457-be3f3ab4010d","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","Copper Riser"
"764a753d-444a-4ed1-8850-73bef93e0307","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","Copper Riser","Passive Fire Penetration"
"475f6c79-8470-4aca-99b9-400161861d7d","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.15"
"ab9c145e-28e1-4520-beb7-94f080dc43d7","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.15","Passive Fire Penetration"
"56893277-b686-4612-b91a-c3b2aa5d2867","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.16"
"ca5c8f60-df84-4219-8ab8-8366602b6ee6","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.16","Passive Fire Penetration"
"a3c2fbb5-9247-4e9d-aa44-54691025e306","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.17"
"aa3b2387-3a7b-43be-96f6-dc8aa0b8d6ea","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.17","Passive Fire Penetration"
"5bd10a85-e90e-4d97-bbb6-459ad702426a","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.18"
"a7a3b3be-4735-459e-983a-183b64d517cf","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.18","Passive Fire Penetration"
"4d0171af-3836-4cc9-bcf2-485dd5b79dc2","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.19"
"cbfb17ed-52e7-4b8f-a9a8-624483381cf1","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.19","Passive Fire Penetration"
"3038c3c9-9952-49d0-89d7-1f58810cda2e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.20"
"7d0c4819-7ad9-4fb9-bea5-030b703c8466","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.20","Passive Fire Penetration"
"d21def6b-acb8-46c0-bfde-52e5d1ef8f3e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.21"
"71ba0bf8-386d-4257-92d9-d501251e8e45","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.21","Passive Fire Penetration"
"e8e60a06-a17f-4ef0-a9af-e056aec45d2c","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.22"
"d9f8ec6a-bc32-4ff9-b45a-5c4b6362fac2","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.22","Passive Fire Penetration"
"bf20c177-e2c1-4dec-b936-9cb2c5eefab0","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.23"
"fcad665a-72d1-4d26-b51c-d6c11ea64f7c","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.23","Passive Fire Penetration"
"d1c06284-3bf9-48c3-b38b-f09919c3b45d","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.24"
"332b8d4e-9fe9-4b1f-bf60-a480439a2f42","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.24","Passive Fire Penetration"
"a0355963-0986-458b-a78a-4a728e2ec4e3","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.25"
"0167cab9-9792-4d3f-b6e8-81e498459c42","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.25","Passive Fire Penetration"
"783152a0-6d07-4281-8953-c5b1ad1e3809","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 1","B1.26"
"94052ee9-17cc-4ebe-9d3e-d906a0c97982","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 1","B1.26","Passive Fire Penetration"
"10626a1f-eb86-439f-bfe2-dc8286a6c369","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2"
"c0cea181-4955-4fb0-a819-ea1e172ef91c","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","Copper Riser"
"f335691e-006d-4a38-b559-ccfa66d35430","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","Copper Riser","Passive Fire Penetration"
"c9812ee1-fefa-415c-988d-8f2ae084ef2e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.15"
"8a6fdf58-3c42-4156-a45c-96ea5cbf40c3","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.15","Passive Fire Penetration"
"b3955c20-ab5c-4c49-8f76-54b0968b9d8d","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.16"
"dc542a24-5776-403b-b7db-b15eb4852e7c","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.16","Passive Fire Penetration"
"9f0cce2a-900a-486b-bec5-0bec38dea6cd","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.17"
"eb13a107-3f05-4287-aa3a-3b7b70fa0856","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.17","Passive Fire Penetration"
"3da357c8-1a1e-4379-847c-da6cb448f154","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.18"
"705b393b-de50-41ce-a085-1f0785d47ed0","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.18","Passive Fire Penetration"
"4413cc54-378f-4b46-ae7f-8a6f135043f6","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.19"
"5e5ac3cd-d91b-4c74-898b-85765cfb3674","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.19","Passive Fire Penetration"
"c8c67c2b-49d8-4133-9f77-8ece8c22e05b","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.20"
"7089c5b0-b218-4649-b72b-a289436fdd69","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.20","Passive Fire Penetration"
"0190f3e0-da8a-4807-bd71-7b649f7b696f","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.21"
"4ada849b-bab4-401d-a79d-33c2c47452b8","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.21","Passive Fire Penetration"
"ef427dc3-6289-4dc6-abb4-375a00ae3a33","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.22"
"770ec654-bb79-4118-8ec2-f5fec441d1f0","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.22","Passive Fire Penetration"
"78ad340d-cbd1-4f7b-ae8a-3e862acacabd","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.23"
"99e14851-dc87-4887-ae85-8199743f4edb","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.23","Passive Fire Penetration"
"df1bb9f5-8711-497f-9a57-cb234d18dda9","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.24"
"8715cc0f-c651-40d8-aeb1-a695faa1fa23","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.24","Passive Fire Penetration"
"2836a1ab-5ef3-4ba4-a36b-47a4c68f5c03","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.25"
"ec7d991e-9953-4400-9027-852cfa9b4049","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.25","Passive Fire Penetration"
"8be6aa60-32d2-463b-805d-c57d1fca5420","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 2","B2.26"
"3bcabb4f-e5d1-4159-afd2-5207a2fb7342","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 2","B2.26","Passive Fire Penetration"
"cd13361a-a9c3-4140-a884-4b87bb923bca","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3"
"a7fbc336-2484-4298-b12b-0a2eba33b0bf","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","Copper Riser"
"7f704566-64c7-4d00-b78e-1ae8b552c2b1","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","Copper Riser","Passive Fire Penetration"
"376dd2c7-f34b-41f3-89e9-aed7a4ec0171","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.15"
"813954fb-e377-4fcb-98a8-5d3234d50a63","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.15","Passive Fire Penetration"
"b18467b7-e425-4f7e-a2a5-81062ad94eb2","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.16"
"0be9a834-3c91-46d3-83d4-02cb521f1cb0","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.16","Passive Fire Penetration"
"12dc912b-58cf-4a8d-879c-6558afc8ab86","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.17"
"c81e3022-73f8-4ca5-a4a2-17e9cab70b0b","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.17","Passive Fire Penetration"
"2175e78e-306a-4500-b97a-6da0f8a2dc3d","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.18"
"0039135e-f415-4568-a924-78b6a20bc2d1","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.18","Passive Fire Penetration"
"a6ae8914-2a38-4377-b331-a9a64c1ad791","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.19"
"d12bb66a-5d8c-4e9b-aa0e-e7c456d903a1","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.19","Passive Fire Penetration"
"f24e04ae-f0c2-44a2-857e-b0ca651612cb","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.20"
"28886998-164a-45e5-8b2b-8a42bb414d3b","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.20","Passive Fire Penetration"
"04ccea79-e80c-4543-8151-49a86561172e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.21"
"4ad059c7-01cb-4787-9908-f7eb4f662a77","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.21","Passive Fire Penetration"
"da153884-ed2b-4860-b532-0749b6ddc817","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.22"
"ef3c23cf-ce17-4062-bcee-9886a3711870","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.22","Passive Fire Penetration"
"f791a0ad-600d-4c06-8f7a-f29727f6efee","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.23"
"4b55bb68-e2b7-4546-b7d6-d46afa8c7122","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.23","Passive Fire Penetration"
"143fd3a1-c8ae-4791-a66a-1808a38ad5a0","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.24"
"69b12581-8133-4ebd-9660-adf030b07410","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.24","Passive Fire Penetration"
"895ca546-470d-44b3-9e15-41b206dbb721","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.24","Passive Fire Penetration"
"25dad9d0-1861-47c7-8386-975a19146eb4","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.24","Passive Fire Penetration"
"daa943dd-435b-4cdd-88a9-2cdca3eb3b46","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.25"
"5f3c69f1-f1b3-4205-8bd8-9be1b8e89f75","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.25","Passive Fire Penetration"
"6a3e6377-33be-4cb3-b1d4-54ff123271a6","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 3","B3.26"
"fbc4f9ef-d8fa-47c0-9a77-f503ad9b7eb0","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 3","B3.26","Passive Fire Penetration"
"ccbd6529-2dd7-4e68-9c33-912f86fcaeb9","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4"
"ba9c54a4-7118-4e54-8a57-fd91e7c7019e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","Copper Riser"
"4a10dd93-0cb1-4fa8-b307-b46cfb5b253d","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","Copper Riser","Passive Fire Penetration"
"274201eb-7d8a-428d-8240-488e59e73337","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.15"
"8e8d27db-c4bd-41b5-9eeb-c40f7467c33a","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.15","Passive Fire Penetration"
"183cef61-cace-4a63-b822-69017b3a0c18","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.16"
"e3227caf-0b3f-4096-bbec-d5b3f7ab5743","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.16","Passive Fire Penetration"
"e6c20de7-5d16-466c-9815-1c334a04185e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.17"
"54f7b354-fcd9-47cd-887e-2d762a0fc863","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.17","Passive Fire Penetration"
"ef4efeef-a55c-4d74-8bef-970a2648564f","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.18"
"c7559cdc-aa76-4ac3-b277-08af10dbe938","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.18","Passive Fire Penetration"
"314f9292-7e26-4833-bde0-6303e6ac561c","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.19"
"cdcd08f4-617d-443f-944f-6e9a39517fbd","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.19","Passive Fire Penetration"
"a6b55245-9bc8-4c1f-9cbe-040095fc3dd6","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.20"
"8fb43fd9-18e6-4180-8049-f68cbb521d1f","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.20","Passive Fire Penetration"
"baa2b263-fad9-4550-9c79-0eca0f539681","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.21"
"13f2c957-138b-49ad-be50-46ede21c97f9","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.21","Passive Fire Penetration"
"6b3a0c19-0bf4-48d8-a284-679d4250e9a1","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.22"
"441ca69c-3fe6-4ee3-bb3a-8e5242f5bd37","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.22","Passive Fire Penetration"
"90816757-c077-4381-bc2c-31e71d17a59f","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block B","Level 4","B4.23"
"663e28bf-a25e-49dd-8188-cd1edf5a0207","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block B","Level 4","B4.23","Passive Fire Penetration"
"0c9bb216-c5cf-462b-96f1-c1aba78c0e6e","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C"
"249df2e5-ff79-444f-8daa-39d8812715bb","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground"
"c82b48ba-d7e4-43f9-ba85-5f48742e6428","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground","Copper Riser"
"2c477a0a-4c2a-462c-8d7d-ee23226929fc","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","Copper Riser","Passive Fire Penetration"
"a7b21663-4c2c-4057-acef-c22d26ad2fad","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","Copper Riser","Passive Fire Penetration"
"c9ae15ea-0708-47c1-bc71-d756249a165f","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground","Lobby"
"ea780273-f4fb-4f8c-9857-f0bca5189138","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","Lobby","Passive Fire Penetration"
"796751ba-fefd-4056-8d73-103ce6d6d0c4","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.29"
"89633e69-36db-49c1-97d9-6940fa897610","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.29","Passive Fire Penetration"
"6d562f48-865b-419e-b482-e1ae1c9900e5","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.30"
"495784c2-6e92-4c91-98fb-5ebbf4d22ee8","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.30","Passive Fire Penetration"
"2d89c3f7-5b28-4784-b353-144cf59aea98","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.30","Passive Fire Penetration"
"112fe923-598e-4d1d-900f-e3367d636400","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.31"
"2e285cb6-0bcd-4be1-9513-a003c3fd0b10","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.31","Passive Fire Penetration"
"423beaeb-7094-422f-9177-2f778f10f0e5","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.32"
"18f105be-79f9-45b9-8143-815f53d7fb17","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.32","Passive Fire Penetration"
"a9a8c942-b51e-44eb-a0e3-225474bee884","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.33"
"b2cb86f6-6fd6-438e-b8dc-d0fa188fa0f7","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.33","Passive Fire Penetration"
"1978ddd8-b75b-4c0a-9e58-763ae5798c15","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Lower Ground","CLG.33","Passive Fire Penetration"
"bc7a0254-7e4b-48f0-b68c-6d34c55b9d02","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor"
"bfc767d4-595c-4897-a414-02f1ecd664c0","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor","Copper Riser"
"15dc23fe-c71b-4cbf-9419-a8deeb12d5b3","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","Copper Riser","Passive Fire Penetration"
"855464ba-4109-460c-8488-e566c43e2ce9","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","Copper Riser","Passive Fire Penetration"
"87e51030-a72a-4f8b-8d2a-d588213739db","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","Copper Riser","Passive Fire Penetration"
"0ddfe400-bc20-44ef-b9d6-e443f75b540c","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.27"
"f198bd46-7dd0-4572-b7b8-53dbc9365721","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.27","Passive Fire Penetration"
"8aadefcf-48c9-4e16-be47-6f821d9af8a3","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.27","Passive Fire Penetration"
"4222e1f4-511b-483d-b0ac-d06787758fd8","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.28"
"3e03a647-22c1-4bd1-a127-dca2612b66ee","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.28","Passive Fire Penetration"
"1438683c-fe1a-440b-9897-b93904d09a3a","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.28","Passive Fire Penetration"
"3fa5efbb-4a8e-4a52-8b19-7bda17bc8aad","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.29"
"b250eac4-26eb-48e2-a2ed-a0cee3e1cbef","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.29","Passive Fire Penetration"
"b7bebb80-dc50-4246-b06c-f020c1fde4ec","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.30"
"d50e6c48-d4d5-45dc-b35a-781507c14e13","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.30","Passive Fire Penetration"
"71d88f12-59f1-4409-8885-44810b54c09d","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.31"
"5417063a-a4ea-4d92-a2e8-4a1106227d27","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.31","Passive Fire Penetration"
"03ec19b3-f9a6-446a-b036-aa83ac6d1bea","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.31","Passive Fire Penetration"
"dcf459b8-c7c5-45ae-a256-df89252ce862","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.31","Passive Fire Penetration"
"874da2d5-4c30-4724-bac6-8a7dedafa989","","pass","","folder","TRUE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.32"
"935e893b-acd5-439e-b8e8-23fecfd595ee","","pass","Passive Fire Penetration","checklist","FALSE","FALSE","Fire Penetrations","Block C","Ground Floor","CG.32","Passive Fire Penetration"
