"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ae5f494-0463-4ad5-a3a5-774cae30d614","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"dc0a4c0a-46ef-4245-aa19-7d7403b19b8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater"
"75d1e6f2-5e53-427d-b5b3-5f88de3242c5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stormwater","N0"
"59bee503-33bd-43a6-8172-ad1241fe0f37","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater","N1"
"a4817768-0cf0-4b05-a3c2-0292069c3fdd","","work-in-progress","2972ed2e599407c858d0bfefe6ec741c358aa6d9a4f802e41ef3b8b5a65826ee","checklist","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater"
"ea39b08e-b815-5072-be34-43b2cef55b58","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater","1. Pre-construction (P&G / EStablishment"
"6e477983-dfd3-5851-8a33-bdaad35c69f8","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Correct cover (min 75mm against ground, 50mm where protected from soil during casting, 40mm otherwise. max 100mm end cover on hoizontal bars)"
"9192050f-f0c3-5788-99d4-27f884aa7466","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Correct weld lengths (min 10 x bar diameter)"
"94640769-e23a-5403-9456-929528677603","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Correct lap length (min 50 x bar diamenter or as per drawing)"
"4102310d-1fef-5c63-ae47-64c89cd5a1c3","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Correct lap position (staggered appropriately)"
"63bfebc3-48c5-5d70-a3f1-553a5f457078","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Longitudinal bars terminate with 90 or 180 deg hook)"
"8b2ef7eb-ed16-519c-8a9c-359200dc9f27","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Reid bar couplers tightened fully and filled with EPCON C8 Extreme"
"d20a1a49-09f9-54fe-8c59-ac6ca62f4fb7","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Reinforcing adequately tied"
"31b20eaa-b78d-5d90-81a8-b5f32f7f58aa","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Reinforcement","Chairs or spacers fixed in place"
"11682d5c-add6-5634-a27d-97acbc269741","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Embedded items"
"e276179e-8e10-5117-a005-ad6065a0f92e","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Embedded items","Block-outs, ducts & cast in items installed"
"99deac2a-2874-576c-95cf-4aa328840f0f","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Embedded items","Correct position, level & alignment"
"a54716c4-6bb6-55a7-9f07-72c0bd8b7af3","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Embedded items","Securely fixed in place"
"36971b57-cc6d-562f-b1fd-29332cef4fc8","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Construction Joints"
"216c3093-cc05-5b44-a70f-87b03473d1f5","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Construction Joints","Correct location"
"8f055cc8-cae1-5b51-a22a-cd3dd9a5bd0c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Construction Joints","Adequately prepped"
"fb0cb32a-6f67-53b6-b62d-f907dd5c3a64","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B2 Pre-pour Inspection","Construction Joints","Joint board installed"
"ef92e6ec-aa36-4c65-bf2d-c361af1f0ea9","","pass","Concrete Pre-pour Inspection","checklist","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection"
"cf1901b2-e47e-52c6-bf00-4823ae32af4a","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Preliminary"
"da929560-7a3b-5193-a96f-06c738fb2979","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Preliminary","Engineer notified of pour"
"9337fb41-a980-5377-8cfb-1940c21bebd0","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork"
"dac19b8d-ca0d-5ec3-a3db-5b550eb228ef","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Installed as per formwork design"
"18c76f5b-16dd-58a2-8cad-31e76a873148","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Permit to load issued"
"33631ade-2acf-5cdd-802b-4b1b8bc8254e","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Dimensions correct"
"85a8a2dd-de29-5ce2-8802-900df58a5a97","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Position and orientation correct"
"e056478f-73e6-5b75-925c-0c7a681fe253","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Forms vertical, plumb and true"
"c5ae722c-29a9-5685-b0f2-f8b965e8fbf7","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Forms coated with release agent"
"8edb4fd4-b3da-5413-b43f-712f3aa88c9c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Forms clean and clear of debris"
"de6088c9-c012-5fa9-8243-e4ab02a5d699","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Joints sealed"
"85e1b540-3409-534d-b57f-f87a55aee49c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Formwork","Pour level marks"
"bd8cde1c-fd2a-5682-bcdd-ae1ac5e2bcc3","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement"
"bc3cb84f-81cd-57c2-a07a-6c74e999869d","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct grade reinforcement"
"7a40bed4-38e2-55d6-a5e4-a4f8c047c4ef","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct bar size"
"b4be529b-0bbe-5823-9c0d-e2570f5daa0c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct number of bars"
"32901228-cdde-5fa9-a6bb-268a387f3a8d","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct spacing"
"180105af-13ad-52d7-b848-0827f743238b","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Starters bars included"
"b5e68d0f-1f4e-5f05-9d0a-dacb14d61e84","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct cover (min 75mm against ground, 50mm where protected from soil during casting, 40mm otherwise. max 100mm end cover on hoizontal bars)"
"61a5e05e-9847-5d8f-861d-d3860206202c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct weld lengths (min 10 x bar diameter)"
"e334aa2d-c80c-5e44-80f6-0a070acca130","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct lap length (min 50 x bar diamenter or as per drawing)"
"e87a55d7-27c6-59e2-afc8-a57aa5bd9d75","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Correct lap position (staggered appropriately)"
"ab264ff0-61d1-57fb-bbbc-cda9fa68fc19","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Longitudinal bars terminate with 90 or 180 deg hook)"
"bc3cb42a-01f5-5560-93d1-6dc3978b88ec","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Reid bar couplers tightened fully and filled with EPCON C8 Extreme"
"0f004420-abfc-5109-b32b-562d4a388cc0","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Reinforcing adequately tied"
"64bd95f9-f7e1-5ab1-a1c9-cf5031606eba","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Reinforcement","Chairs or spacers fixed in place"
"23af45a2-fec0-58b5-8bc3-295d3abddfdc","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Embedded items"
"f8e26bf6-8d4a-54b9-b003-f9887fae251b","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Embedded items","Block-outs, ducts & cast in items installed"
"81499088-9a50-5701-a0aa-b883eaae4283","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Embedded items","Correct position, level & alignment"
"0a1c50d0-9978-51cf-8e63-cfd554bfe33b","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Embedded items","Securely fixed in place"
"74db440f-2114-5e4c-85ab-6ee3399a7029","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Construction Joints"
"152449ad-b10e-587c-b7a2-2afb3a5a8aee","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Construction Joints","Correct location"
"2c3a0e29-de6c-5b44-8a3e-66ad45ede8bb","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Construction Joints","Adequately prepped"
"80f9231f-aae1-54a3-9e0b-22f45b06ad1c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B3 Pre-pour Inspection","Construction Joints","Joint board installed"
"405f614e-8cae-4f2e-94c3-5080f64d31fa","","pass","Concrete Pre-pour Inspection","checklist","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection"
"746ba8d4-bcee-51a7-86cc-c070897a8926","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Preliminary"
"5df388d1-40da-5267-b8ad-06dbaf57bedf","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Preliminary","Engineer notified of pour"
"cff91a9f-4b25-588c-a4b9-8fe7b5b78aa2","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork"
"5e79a6d3-3765-527f-8311-22102db1dba7","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Installed as per formwork design"
"36010d5c-d779-5be3-9c54-8e3dad12f115","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Permit to load issued"
"70573a65-0f76-5534-898b-e51d3dd69d84","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Dimensions correct"
"e3028575-eca1-5613-8f47-330ae627b5e8","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Position and orientation correct"
"9838f9a7-f1fa-591a-b071-d086f3a8cdb9","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Forms vertical, plumb and true"
"433a7df4-1305-5c98-bfc5-53d6d918539b","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Forms coated with release agent"
"fe2a4856-d2f8-5903-8268-852902cf779a","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Forms clean and clear of debris"
"82b016b8-396f-52b1-a62e-dddd098974cc","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Joints sealed"
"50f9f4ab-fcd0-5659-929a-4b096d1f63e9","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Formwork","Pour level marks"
"cd9639b1-0f03-5e06-abfc-f12171af35ad","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement"
"7ef046c7-58fe-53b4-bd6f-10ff112e522f","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct grade reinforcement"
"ff7639be-abff-54ed-993a-213279dee8b7","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct bar size"
"90fa2236-8fd1-543e-a0ef-bcffa933deb0","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct number of bars"
"79dd7934-4208-5469-9afc-dfdab41b706b","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct spacing"
"837f4a6b-43a7-59cb-9574-778b710bc0a3","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Starters bars included"
"6b89b426-0dae-5f36-b38e-9b43968aafd0","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct cover (min 75mm against ground, 50mm where protected from soil during casting, 40mm otherwise. max 100mm end cover on hoizontal bars)"
"2d77b6c0-cc46-5627-aedc-dca7ed35cdad","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct weld lengths (min 10 x bar diameter)"
"e241ffe0-e452-52ed-819f-0648034989b8","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct lap length (min 50 x bar diamenter or as per drawing)"
"8f38cb27-fb8c-5c44-adb2-ea4635fd1fec","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Correct lap position (staggered appropriately)"
"448a5228-9764-5b8c-b9b8-5298b68cef74","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Longitudinal bars terminate with 90 or 180 deg hook)"
"2e7c2730-078f-538e-bfc4-f9807866f05a","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Reid bar couplers tightened fully and filled with EPCON C8 Extreme"
"19cf22b3-e8bc-5bf6-ba5d-fd8848905117","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Reinforcing adequately tied"
"30344643-a131-5fb1-bbb3-cc29d3523af8","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Reinforcement","Chairs or spacers fixed in place"
"0b33cd45-8cb5-50f1-936f-90ccdfdf796e","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Embedded items"
"15720f7d-8b16-58ca-90f1-f444a4d0e387","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Embedded items","Block-outs, ducts & cast in items installed"
"050aeb8e-71aa-52b4-a931-771e911d107c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Embedded items","Correct position, level & alignment"
"323c26a1-cc05-5bb6-a0f0-4d8ad66896d8","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Embedded items","Securely fixed in place"
"dcf4f625-2ac5-518d-b7be-d6509742533d","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Construction Joints"
"a0c6b90b-5c2c-51a3-946f-17303ce38981","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Construction Joints","Correct location"
"a9bc952a-66d3-54ae-a912-d306a04f51d4","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Construction Joints","Adequately prepped"
"c24a7e3d-0843-5ef3-84ea-a7f2aa93144a","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B4 Pre-pour Inspection","Construction Joints","Joint board installed"
"0d4d6a70-3806-438b-9d44-e248e157382c","","pass","Concrete Pre-pour Inspection","checklist","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection"
"38d5b69f-a7f5-506c-bb9f-0e65d8e79e7e","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Preliminary"
"b5890fe8-2c67-5c54-b78c-817ed20ca2fc","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Preliminary","Engineer notified of pour"
"e4603a5d-65fc-5f65-b1b4-f8b25f98292b","","pass","","section","FALSE","FALSE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Formwork"
"73f1b1c1-db1e-5d64-be22-df9fef3c8844","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Formwork","Installed as per formwork design"
"d01d0036-d51d-5e09-81c0-1d2620075d30","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Formwork","Permit to load issued"
"3bcdd644-80c4-51af-a48e-77f6469b0e5c","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Formwork","Dimensions correct"
"43e361a6-bced-5419-a15c-6e30d2d3a59b","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Formwork","Position and orientation correct"
"17fb4953-a9dc-5c92-9cda-7595dac877a1","","pass","","checkpoint","TRUE","TRUE","Site QA","Mangakootukutuku Bridge","Precast Bridge Beams","Super Tee Beam - Pre Pour Inspection","Span B-C"," Beam B5 Pre-pour Inspection","Formwork","Forms vertical, plumb and true"
