"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"518af03f-84a5-4f27-87b2-4bf913aa93b8","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works"
"7824f13e-1208-4ea2-baae-7792d14add68","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works","South & West"
"96bedfd2-c0f8-4f73-a33c-d52368f20593","","checklist-sectioned","pass","Excavation & Shoring - GPL-QSE-ITP-STRUC-001 (Rev 02)","checklist","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation"
"9511dbed-3060-5a2f-b02a-c10170d08ef4","","checkpoint-group","pass","","","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation","Shoring - Prior to Works Commencing"
"bbffbdd4-2c28-55dc-b3d8-9694e8836b12","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Base membrane inspected for imperfections"
"6bcc5e94-b807-5679-adc6-4f944fe77e40","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","All installation as per approved details"
"52dc0ab5-a1bd-5ac7-86ab-8e9d8b2f0728","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Confirm all floor wastes have waste flanges installed"
"6b189eea-cf70-5830-a8dd-318c9e04f946","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Ensure membrane is terminated a minimum of 150mm up from the finished floor"
"e18891ad-760e-57ff-80f5-c5083a8032f0","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Confirm reglet installed as per details with approved sealant, to block walls installed prior to membrane commencement"
"0d22c82f-104b-58d3-a30d-6fe82215f5fb","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Confirm membrane carried underneath block walls to planters"
"56af8c70-f1d5-51d5-827e-af49b5a43a4a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Confirm all penetrations through planter box walls are sealed"
"515f1caa-09eb-5b7c-b0b5-c0c7f109ea20","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Confirm protection board installed prior to finishes installation"
"2eb99b5f-9326-53a9-8999-d848651c55a7","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","Attach subcontractor ITP"
"aa6f9430-8090-576d-b858-276b96c42b57","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","After Works","HOLD POINT – OK to proceed with Finishes"
"03e18f48-1900-5655-bd9e-81a5d3a2306b","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","Sign Off"
"65051b60-d021-56ff-84e0-1e587186452b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","Sign Off","Subcontractor Sign Off"
"e75c88eb-372e-56ae-b465-56fe3708815b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","Sign Off","Orwell Sign Off"
"551fd390-7e15-5ced-9fda-2dc13bd58e9a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Waterproofing","External","Sign Off","GPL-QSE-ITP-FIN-009 (Rev 01)"
"239ec585-c4d3-4b9d-b020-b2249b4f510a","","folder-normal","not-started","","step","TRUE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In"
"80a15853-e013-4965-816b-88159e0d40a8","","checklist-sectioned","not-started","Fire Services Rough In - GPL-QSE-ITP-SERV-003 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire"
"943fd8cc-a878-5947-9963-a8a8f5a177a9","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating"
"2aa6a4fc-4c3f-5a50-b959-d37f55ff9c51","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm any pipework and cabling penetrating partition walls are sealed through penetration with Intumescent fire mastic up to 20mm"
"b920558e-e9c6-5c37-85be-ca9a0f3ac169","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm any cracks or chips to hebel have been patched and repaired in accordance with manufacturer’s instructions"
"10d8bd19-65dc-5121-8e8a-681570f9c0bd","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm sprinkler pipework installed as per drawings"
"c4c5256a-0df4-560f-a748-8ec04b116bc0","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm if any drenchers required have been installed"
"6363c0df-c2c2-5247-a024-cd3594df64e9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm apartment and balcony sprinkler head brackets are installed to ceiling grids"
"3f2b406e-4654-51d1-8bfa-4098d81aa511","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm pipework pressure test (Attach DA Design sign off)"
"f8e12ea7-1e60-567f-9e16-d0e6a811c13c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm sprinklers have been installed as per architectural RCP layout"
"2e2e637e-2e2a-5177-8054-92f767809c8a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Confirm red cabling installed for fire electrical speakers and detectors"
"e3514b83-8a27-540c-ab90-d16cc919f46e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","Attach subcontractor ITP"
"29170b69-e6d0-5bf4-9809-1009b2f9a74f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Fire Rating","HOLD POINT – OK to proceed to Plasterboard Sheeting"
"7668ceda-e00e-5878-b55e-1ac8773aa968","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Sign Off"
"f71e02fb-a109-54f8-a9ea-3758db1b506f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Sign Off","Subcontractor Sign Off"
"86b477a6-471d-50be-b7df-a81fa006e70e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Sign Off","Orwell Sign Off"
"3c971759-9e50-5724-b505-01f2e48d0dd3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire","Sign Off","GPL-QSE-ITP-SERV-003 (Rev 01)"
"b4252051-cc72-476e-b375-e693814867b1","","checklist-sectioned","not-started","Mechanical Services Rough In - GPL-QSE-ITP-SERV-005 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical"
"bcb2075f-f48b-5d77-ab5b-b45ceff4917e","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Fire Rating"
"b9b17fbe-2ebc-530a-8ebd-b78d65c322a0","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Fire Rating","Confirm any duct penetrating fire-rated walls or shafts are sealed both sides of penetration with Intumescent fire mastic up to 20mm"
"0726da10-a794-5d5e-835e-445f141f0383","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Fire Rating","Confirm the following services have a clearance from any mechanical fire dampers as per BCA C315"
"868ec491-b414-52a6-986d-9abb23a58ca7","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Fire Rating","Confirm any duct penetrating thru fire rated wall to have drop off nycon rivets"
"aedcfff6-5d9b-52c8-8305-183cd1237774","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Fire Rating","Confirm fire dampers installed both sides sealed correctly, as per manufacturer’s requirement and have access panels (refer to separate “Fire Damper ITP”)"
"38df19eb-1849-55b6-a6ab-24592b7cb58f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Fire Rating","Fire damper approval Data sheet cited and signed"
"0aa7963a-52bb-5737-986c-94da4b31b1ac","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Fire Rating","HOLD POINT – OK to proceed to Acoustic Requirements"
"5e36c8cb-6f99-56c1-8a3f-c6e0595fc7d8","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Acoustic Requirement"
"5e159739-10d8-5cd5-b0ed-37482190f46c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Acoustic Requirement","Confirm flexible ductwork is acoustic (Inner flex is perforated and insulation lining between inner and outer flex)"
"67c210b8-1cda-576b-a3af-9114274054bc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Acoustic Requirement","Confirm that the AC fan coil unit is vibration isolated with in shear rubber mount or springs from the structure and ductwork"
"435dc90d-d6b5-5972-93bd-51c8aeb10689","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Acoustic Requirement","Confirm toilet/kitchen exhaust fans are vibration isolated with in shear rubber mounts"
"b4bbcc3d-6e9d-5a25-b091-a1d28c421ee8","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Acoustic Requirement","Confirm sheet metal ductwork has inner acoustic lining if required"
"bfbe9421-6883-5f76-bfed-dc6660d3c1f1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Acoustic Requirement","Confirm that all metal ductwork is not fixed directly to concrete soffit"
"534c0b24-6eec-5bd5-9b57-87910547c317","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Acoustic Requirement","HOLD POINT – OK to proceed to Mechanical Services"
"632e8565-90d6-54b3-b869-5b29c06a39f3","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls"
"84aacfe7-9b3d-5074-b65b-d5c6dff1831f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all flexible and sheet metal ducting has been installed as per drawings"
"e368bcf6-155b-5c14-9cfd-eed421107619","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm wiring of AC controls are located as per architectural requirements"
"9d58559f-3b45-5e5a-b553-950783aef2a9","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all supply and return piping from riser to FCU in place and charged"
"fbf8334f-38bf-5ef2-9df0-d61ee2075f23","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm no flexible ductwork is torn or damaged"
"4616980a-9c3b-568c-8698-61583381dfc1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","“Emer” duct seal to all sheet metal ductwork holes"
"a34640f1-6e6e-525d-a584-9f6832236953","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm sealing of flexible connections between kitchen/ toilet exhaust fan and metal ducting (mechanically fixed required)"
"411f2ff6-ca01-51dc-bc20-14f757cf2e8b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm electrical panel and filters are accessible on FCU from access panel for future inspections"
"151766bb-2bf8-524d-b423-27a216f8351f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm spreaders are installed to flexible duct hanging system to prevent squashing of flexi"
"bd4ee49b-6bb7-55e3-ab58-4a7ffd12a5f4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all equipment is wired and complete (Ready for making active)"
"17abfab8-b97f-5e17-bdcd-28cd16fe97cc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all condensate drains and trays (incl safety tray have been connected to hydraulic wastes and wet tested Pig tails to be accessible from Access panel Attach Test Sheet from subcontractor)"
"5ed9764d-4755-5aaa-9367-7b70bd12f2b2","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all refrigerant or condenser water testing required has been carried out (Attach test sheet) Insulated as required"
"69c40003-a065-56ca-8fc8-26cd9cc84152","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all ceiling and bulkhead plenum boxes have been installed as per RCP drawings"
"7af73829-931f-55ff-9405-b760fd31d3b4","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm access panel locations marked out and identified on slab below (review arch RCP location) Ensure clear access to controls and filters"
"9270846e-b92a-5bdd-9142-5b1b85993468","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all pipework is supported correctly with uni-strut/timber blocks/ saddles and insulation Drainage has fallen to tundish"
"d9e745eb-6626-52c9-b1af-4a67d0386015","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Confirm all Dampers are fully open"
"18e31483-f66f-59b2-b16c-1d3c29cd771b","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Check quality and position of electronic dampers and controls"
"253a107b-263f-50a6-b4fc-aedbc43ef6d5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Performance Requirements - Prior to Sheeting Walls","Attach subcontractor ITP"
"7e3ad438-6fe0-5f7f-92d7-62aafb3dc9fb","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Sign Off"
"6be3a100-62a4-5507-86b9-999563fd7fc6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Sign Off","Subcontractor Sign Off"
"b4a2050a-1100-56e1-a4de-8defb1cd6994","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Sign Off","Orwell Sign Off"
"ba890f44-9c63-5f83-b1f9-7332964035cf","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Mechanical","Sign Off","GPL-QSE-ITP-SERV-005 (Rev 01)"
"07cf058c-6cd4-45b3-9d95-8a3d419dbf12","","checklist-flat","not-started","Fire Damper Schedule - GPL-QSE-ITP-SERV-002 (Rev 01)","checklist-flat","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)"
"7f30e1c4-3fc6-5bbd-8247-1597c82f6301","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm access for fire damper adequate ie access panel in duct or access panel"
"1698308c-500b-5814-a896-658aa67a2097","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm adjacent fire rated walls are structurally adequate ie no damaged or incomplete walls"
"b009ca4b-84f2-5383-9230-6e557df7e554","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm label installed identifying manufacturer and type of damper"
"0986e790-1668-5645-b31d-3060c41567ee","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm fusible link installed – Not applicable for in tumescent damper type"
"a2b70355-a894-593b-a103-aec8bce5223c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm airflow assists with closure of blade"
"1228cbb6-2e86-50c3-b61f-1080fad7fa58","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm flanges are installed and mounted all around damper"
"65e20b86-5fef-5e28-87b9-d9beb5ff4eb1","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm break away joint installed if ductwork attached"
"b3dfb854-4274-518e-96c6-23e264cd1ddf","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm wall penetration not shared with other services, ie no cables in wall penetration"
"0c72e4c6-ee44-548d-9be8-320843bb6092","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm fire damper installed in line of wall"
"e30ec8e8-77a3-5915-b368-efb7facd3179","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm any voids in walls have correct amount of fire-seal"
"b0fc9112-33ac-5dc2-b469-ae72fe040190","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Confirm Damper in good condition and not activated"
"0f9521c7-c012-55c6-8aba-ee08763e8bcc","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Mechanical Subcontractor ITP received"
"8a12a32d-1d66-5ec9-babe-060c5892a989","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Subcontractor Sign Off"
"096c0c4a-c583-56b8-a93b-f7bc2495ad26","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","Orwell Sign Off"
"4a7289d5-9937-5d06-9f25-ad5d80a682c3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Fire Dampers (Mechanical)","GPL-QSE-ITP-SERV-002 (Rev 01)"
"1af82351-e38c-443d-b020-4943f617d160","","checklist-sectioned","not-started","Hydraulic Rough In - GPL-QSE-ITP-SERV-004 (Rev 01)","checklist","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic"
"e2776128-ac45-5551-a8d6-a336e1b53077","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Fire Rating"
"0ae6c66c-d5d1-588a-8ab4-bbc53fec880f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Fire Rating","Intumescent fire collars inspected and installed as per manufacturers details – centered within hebel"
"b59d324b-167e-56a6-bdda-cb4cd2719a9e","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Fire Rating","Fire collars sealed around fire rated wall penetrations with Intumescent fire mastic of up to 20mm thick"
"02e4cc3e-21ec-53cd-b0d9-23fab8822776","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Fire Rating","Copper pipe risers to be caulked with Intumescent fire mastic of up to 20mm thick at all floor penetrations"
"4ccf3f58-33a2-589e-a963-9ad144dc811f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Fire Rating","HOLD POINT – OK to proceed to Acoustic Requirements"
"e7c1d5a7-b187-5058-8224-b141b3d81b54","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement"
"7b2d16fd-6d21-52b0-94af-7446f8124413","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","Water pipes running through studs to be siliconed to prevent water hammer effects"
"a737e37a-7f39-5257-a183-86ca2684357a","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","All waste pipes kept a minimum of 15mm clear of any part of structure"
"db1f9c12-98fe-5cad-9ef5-4279c6361e23","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm all pipes not damaged or leaking prior to lagging and joints are glued (blue and red)"
"58cbef9a-9745-5ac7-9005-aa2344e2adb5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","All PVC pipe work acoustically lagged and wrapped in accordance with Acoustic Logic Specification (Risers and underslung – 50mm overlap at joints)"
"52dd2ae3-b25a-56b4-a488-b8f47cbd1f52","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm all water pipe hanger shall have rubber mounts"
"f6f3be49-0f83-57b1-9256-39e6335e4aab","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm PVC pipes are not bridging against metal studs (Minimum 5mm clearance is required after lagging)"
"88ce4a41-3f80-5f8c-8b1c-3bbfa71b863f","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","Confirm no pipework is fixed to the hebel where there is a cavity – no pipework to bridge cavity"
"ea579868-a494-5c63-9414-092e5d2e3668","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Acoustic Requirement","HOLD POINT – OK to proceed to Hydraulic Services"
"7cf916cb-d4fb-5a87-af82-cf3d7d242e6d","","checkpoint-group","not-started","","","FALSE","FALSE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls"
"4974cce5-2252-52be-a41e-a9db7f99721c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm hot water supply is on the left and cold water supply on the right hand side to"
"f3eac3d0-bd79-5de0-b95e-6c9ebd061898","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm kitchen rough in is as per kitchen shop drawing"
"f67f6faf-eb92-5ec9-bef6-8fb67a3779ff","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm location of gas meter as per Kitchen Shop Drawing"
"fd1bb03c-117e-5839-bf85-5a5b52d5fc65","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm A/C tundish location has been supplied and trap prefilled"
"08d441c8-e888-5dd0-b208-654feae401a5","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm the following heights from architectural detail drawings"
"f4d90114-05e3-5cb5-a382-2aa73945c8e3","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm in-built cistern has been installed"
"823be596-b8d9-524f-b899-e55f4c61e43c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm following test been undertaken (attached sign off)"
"1f978dd1-5381-5db6-b524-31751a2883d6","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm supply pipes have been charged"
"7c147a49-ef68-5ef3-8021-ff908e3e861c","","checkpoint-status","not-started","","","TRUE","TRUE","Fit-Out & Facade","Level 3","Unit 301","Services Rough-In","Hydraulic","Hydraulic Services - Prior to Sheeting Walls","Confirm rough-in of wet area fixtures as per layout"
