"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b1b44885-769a-474b-9770-80ca3df582f0","","checklist-flat","no-status-started","9be491f1c30e7d5d091f86202fdb952c95979007c64799c168f88db500017a73","checklist-flat","FALSE","FALSE","Job Details"
"4f8771e0-804e-41ba-b293-d904103a490f","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Site Info"
"3e97ff3c-f707-4552-ab1a-631ef5ea69af","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Latest Drawings"
"581cf87e-7bfe-43df-962c-49b117b7734a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Architectural Drawings"
"c8b83231-8036-4b3c-b65a-dd4c41c5a454","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Plans"
"1a0b026e-50e5-4956-ac12-2f2d3a611e91","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Additional Pre Start Docs"
"28301cf4-67dc-4131-a3f4-55957d5707c1","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Order Numbers"
"477a3bd5-cf78-427e-a0e0-925651726787","","folder-normal","fail","","step","FALSE","FALSE","Health & Safety"
"724782fb-282b-455c-8908-042726ef4b5d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"09231a51-320a-406a-840d-cd55d011715e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1a7aebf2-defb-43c1-9b17-0b72a0dcbf86","","folder-normal","fail","","step","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"5304286b-e2f4-4b6b-b123-a20b485e59b4","","folder-normal","work-in-progress","","step","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"d1808901-f9e9-4165-abfa-301b58e9c7ae","","checklist-sectioned","work-in-progress","H&S - Toolbox Talk","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist"
"e5fde7ad-a78f-5dcf-bd57-ca960d7e3517","","checkpoint-group","not-started","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist","Details "
"6ca22683-b412-53ed-a699-a32c9b175f51","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 8","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Free from damage & scratches"
"0e7476b1-a71b-5683-a421-54f89e08e3b3","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 8","QA - Asaleo Flashing","Circular Penetration Flashings"
"14e55024-fc2a-5511-9773-054feb6e65b0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 8","QA - Asaleo Flashing","Circular Penetration Flashings","Holes cut correctly"
"51518fe1-e95d-5b21-905c-142e0ecec88a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 8","QA - Asaleo Flashing","Circular Penetration Flashings","Butyol tape & sealant installed as per details"
"4a02d96e-4ead-523a-b0cd-c5ce39db32cc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 8","QA - Asaleo Flashing","Circular Penetration Flashings","Correct dektite installed"
"6436659a-4e53-522f-a1e7-be5ae770398d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 8","QA - Asaleo Flashing","Circular Penetration Flashings","Internal cover flashing installed as per detail"
"61bb62a0-22de-4f65-b57c-d1a6199a90fc","","checklist-flat","no-status-started","Add Delay / Damage","checklist-flat","FALSE","FALSE","QA","Bay 8","Notice of Delay due to Air Con failure"
"9962af5e-ffa1-5210-9929-c0c1f46ceda2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","QA","Bay 8","Notice of Delay due to Air Con failure","Notice of Delay/Damage"
"ef96cb68-3fd0-59b8-bee7-0a17785e0bc3","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","QA","Bay 8","Notice of Delay due to Air Con failure","Delay/Damage Acknowledged"
"b20a78bb-c8d0-45f2-ac13-f6cf09f3b331","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Bay 9"
"a12b392c-6367-4e41-a2e3-d041dd5e86b8","","checklist-flat","pass","Construction Progress","checklist-flat","FALSE","FALSE","QA","Bay 9","Construction Progress"
"696900b0-25f0-5978-954b-f20a0a4a039e","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","Construction Progress","Framing and Structure"
"c286c42c-c7e8-5cda-a64a-5bd93b55beab","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","Construction Progress","Substrate for Timber Framing"
"c689522f-04cf-5590-96d2-14d003102f57","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","Construction Progress","Steel Structure"
"b1f7a6eb-5ab8-52fe-82dc-b63a685982ca","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","Construction Progress","Substrate for Steel Structure"
"ce3e28f0-6d00-4b74-99e2-f4b9cff3645b","","checklist-flat","pass","QA - Asaleo Gutters","checklist-flat","FALSE","FALSE","QA","Bay 9","QA - Asaleo Gutters"
"27ee09a9-2198-5179-a833-3a1c26bf6734","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Gutters","Correct falls"
"8ad239a1-773a-53d7-b1b1-5a832e1e16d5","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Gutters","Brackets set up with correct fixing centres as per detail"
"ca071ef4-dd85-590c-85da-9998497b4400","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Gutters","Correct size of gutter as per details"
"0fe27597-4113-5179-8f2f-e3633a162bcc","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Gutters","Correct fixings for flashings as per detail"
"bd0ac762-3ed7-592a-9d67-36837eccc568","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Gutters","Kingspan flashings at joins as per detail"
"23cb0596-2bb6-55fc-9783-14e3862347bf","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Gutters","Membrane installed as per specification"
"68874913-45d8-5da9-825c-23117d1d2d81","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Gutters","Membrane welds installed correctly"
"0944732c-2eb7-4e5c-bdb3-b94b767209ee","","checklist-sectioned","work-in-progress","QA - Asaleo Kingspan Roofing","checklist","FALSE","FALSE","QA","Bay 9","QA - Asaleo Kingspan Roofing"
"e011b423-31d1-576b-b413-8949cb1ef953","","checkpoint-group","pass","","","FALSE","FALSE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Prestart"
"2e32c109-dd7b-55fd-a76f-0bcab88157fd","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Prestart","Edge protection/scaffold in place"
"6170b9d9-a3d2-57f5-81e9-6e4aac061138","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Prestart","Safety nets installed"
"07d494b5-7ec4-5ec2-8f9a-3641d8ab6028","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Prestart","Purlins/battens & all necessary timberwork complete"
"57bfc21a-4649-5ff7-a930-d3bd0ad7c63f","","checkpoint-group","work-in-progress","","","FALSE","FALSE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA"
"4d624d01-edae-5e0c-bf61-e680b0d68096","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Purlin DPC & Butyol seal tape all in place to receive panel"
"0982333f-8c35-5a20-96e3-aac8007fcef8","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof laid in correct sequence"
"87f05dde-2a35-5b07-9c74-c24278a73501","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Panel laid and side lap butynol tape installed as per detail"
"5bebebcf-8072-5a48-be46-bff95d76d515","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Panel laid, tail lap butynol tape and sealant installed as per detail"
"b6f55963-21cb-5e97-b13e-5cb17d89a8cc","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Screws tight & washers intact"
"34c90248-9da1-527e-92ea-b83d8321bc66","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Correct fixing as per detail"
"2cc5d4dc-55dc-5450-bd22-371475561cff","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof clean of debris"
"77778e45-200b-56d5-9202-5201ddf1ff95","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof clean of swarf - mark on plan areas of concern & include photos"
"6ec9c341-dd36-5b62-a629-6afeeb4cae35","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Damaged roofing sheet profile - mark on plan areas of concern & include photos"
"3a008e76-de69-53f4-b171-2feb52f7cdaa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Scratches - mark on plan areas of concern & include photos"
"cd0ee159-fd26-5322-a4a9-8588def3dfa8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Flashing junctions sealed & tidy"
"a593e031-94fa-49f3-81de-b657c3aaf75f","","checklist-sectioned","not-started","QA - Asaleo Flashing","checklist","FALSE","FALSE","QA","Bay 9","QA - Asaleo Flashing"
"4d76b181-5532-5b5b-928c-f389fb057d1b","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 9","QA - Asaleo Flashing","Barge Flashing"
"39a10df4-bb9a-536e-bfd4-a18a8f2f09b5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Barge Flashing","Correct girth as per plan"
"ab8c5112-5c48-5a99-9a48-d91c7eda1091","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Barge Flashing","Butyol tape installed as per details"
"2784acb4-faba-5b34-9853-1d5c873c7e35","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Barge Flashing","Overlaps are sealed & riveted"
"4439596e-d38b-567d-84f2-420000e0b10f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Barge Flashing","Free from damage & scratches"
"7a4e2ea0-6a99-5039-936e-784bf93c00ac","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 9","QA - Asaleo Flashing","Head Flashing"
"cdb71743-8c6e-5ce2-8f7a-09a3cbd9a3db","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Head Flashing","3RW Cell installed as per detail"
"f7ab2e25-d716-5b9d-9436-815a9f341423","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Head Flashing","Correct girth as per plan"
"a1c9ca85-1436-5184-9d66-dc339e42855e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Head Flashing","Butyol tape installed as per details"
"17418de4-11c1-512b-9ebc-8db8c356cddc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Head Flashing","Correct fixings as per detail"
"0d79b6a0-23ed-5996-8552-1bece733b313","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Head Flashing","Overlaps are sealed & riveted"
"2302f867-89fd-5615-b094-fc2107f95851","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Head Flashing","Free from damage & scratches"
"3acc6313-ca6c-57a3-bfa7-fc392fafd8a4","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 9","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings"
"363aee19-128e-5ef0-ba62-0c795dabb5de","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Correct girth as per plan"
"1c2d38c3-3b59-51fc-a4c5-0072217377f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Butyol tape installed as per details"
"b5990006-9c89-5310-b5ed-1ec2e3c18ddf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Flashings as per Kingspan specification"
"94ff73b7-3355-5e22-91d8-858297d2c1f3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Correct fixings as per detail"
"0f2e079e-747c-5872-bdb6-e893ea4bd155","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Overlaps are sealed & riveted"
"bdfec986-20e3-5654-85b5-7b7504c74b7b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Free from damage & scratches"
"0c8c94d8-add9-51cd-a254-b13c9d87121c","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 9","QA - Asaleo Flashing","Circular Penetration Flashings"
"5f76f1a5-0ba6-5b99-a3e7-401d145f7068","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Circular Penetration Flashings","Holes cut correctly"
"a0de8dfa-fe06-508a-86dd-247034b381e4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Circular Penetration Flashings","Butyol tape & sealant installed as per details"
"83c1f296-ac95-5184-ab76-7a6560c5c8b7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Circular Penetration Flashings","Correct dektite installed"
"519dab7a-734d-5726-a187-bdfaaecf9cb4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 9","QA - Asaleo Flashing","Circular Penetration Flashings","Internal cover flashing installed as per detail"
"8687c365-dfe6-44da-ae19-032d87376cf8","","checklist-flat","no-status-started","Add Delay / Damage","checklist-flat","FALSE","FALSE","QA","Bay 9","Notice of Damage to panels 3.8"
"0463d979-3996-5ed8-95cc-50aa2a00df8f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","QA","Bay 9","Notice of Damage to panels 3.8","Notice of Delay/Damage"
"92791f65-d179-5bef-b5c6-a7140da92f27","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","QA","Bay 9","Notice of Damage to panels 3.8","Delay/Damage Acknowledged"
"23f60e41-8fbb-412f-811d-c9629620c259","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Bay 10"
"eccb099e-80a6-4f90-9b47-2e72ad66a9b7","","checklist-flat","pass","Construction Progress","checklist-flat","FALSE","FALSE","QA","Bay 10","Construction Progress"
"37b6b144-fa51-53a1-9546-7c48e7033f35","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","Construction Progress","Framing and Structure"
"c054161b-97e8-587d-983a-1801879fcd30","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","Construction Progress","Substrate for Timber Framing"
"d5f3bfaa-56ae-5948-b6ed-ceb852a07ccc","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","Construction Progress","Steel Structure"
"42b13f7a-e3be-5dfe-8b8d-b33b2e70fa84","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","Construction Progress","Substrate for Steel Structure"
"725dbe67-5a15-4600-ab04-5037d84e56ed","","checklist-flat","work-in-progress","QA - Asaleo Gutters","checklist-flat","FALSE","FALSE","QA","Bay 10","QA - Asaleo Gutters"
"e3dd0da4-f9f8-550f-93c9-51fc762d5e37","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Gutters","Correct falls"
"15580713-6396-58c9-898a-7847cc714026","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Gutters","Brackets set up with correct fixing centres as per detail"
"55a49aa7-fcb2-546e-9ffb-816ec54b12d9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Gutters","Correct size of gutter as per details"
"0171cf7d-618d-5a8a-91a4-252e1e9ede96","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Gutters","Correct fixings for flashings as per detail"
"18595bee-e9ec-5234-8282-bd8565e460e1","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Gutters","Kingspan flashings at joins as per detail"
"aace001d-ac95-5134-a377-d08b41bf914a","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Gutters","Membrane installed as per specification"
"9511cda2-64f1-5330-b000-138b58cd95d8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Gutters","Membrane welds installed correctly"
"607e0797-33b0-4d8f-b3fb-4b3ab804b2c9","","checklist-sectioned","work-in-progress","QA - Asaleo Kingspan Roofing","checklist","FALSE","FALSE","QA","Bay 10","QA - Asaleo Kingspan Roofing"
"3732c81b-5faa-5918-adfd-a0f3480955b9","","checkpoint-group","pass","","","FALSE","FALSE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Prestart"
"6d1e7d57-c65c-50b5-a7ac-bbe0fe0cf8c9","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Prestart","Edge protection/scaffold in place"
"df5058a0-a1a2-5fa7-9186-beb9c1cdd575","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Prestart","Safety nets installed"
"4ee46641-2f18-5790-aa5f-dfa554b758c6","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Prestart","Purlins/battens & all necessary timberwork complete"
"ba87fa80-37cf-530a-997a-d59c05816875","","checkpoint-group","work-in-progress","","","FALSE","FALSE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA"
"cc079ae5-c672-5bb2-b9aa-c748a47c51c2","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Purlin DPC & Butyol seal tape all in place to receive panel"
"886e368e-6c32-5e14-9ea2-cd48dedecf42","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof laid in correct sequence"
"df206b07-07b3-52d8-b1d7-c4d496bb5c20","","checkpoint-status","pass","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Panel laid and side lap butynol tape installed as per detail"
"cc87ddb1-461e-50c1-8d2f-9ee94e1f8146","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Panel laid, tail lap butynol tape and sealant installed as per detail"
"ae06f709-abdc-5c87-9ba4-5683743c3024","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Screws tight & washers intact"
"5d6873eb-0fe5-51bf-8e52-f04f4f7bb715","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Correct fixing as per detail"
"8769555c-0656-5f6f-9c3e-cf238cce72ad","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof clean of debris"
"b94d7098-f2bd-50d4-9928-4e429d777764","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Roof clean of swarf - mark on plan areas of concern & include photos"
"9b8603a9-6064-51f0-ae5b-968aa8dfbd0c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Damaged roofing sheet profile - mark on plan areas of concern & include photos"
"d2b47ab6-b4a6-54ae-995d-383b7683b7e5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Scratches - mark on plan areas of concern & include photos"
"ee7e66ba-7b32-5230-94ec-b1cbe81670c1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Kingspan Roofing","Kingspan Roof QA","Flashing junctions sealed & tidy"
"603a5a69-222b-4c13-973f-d2ecca9583da","","checklist-sectioned","not-started","QA - Asaleo Flashing","checklist","FALSE","FALSE","QA","Bay 10","QA - Asaleo Flashing"
"54e539bf-1fd4-5f43-8a41-8b917feecc97","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 10","QA - Asaleo Flashing","Barge Flashing"
"b422f526-b7b8-51cd-8702-e56bd306a89c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Barge Flashing","Correct girth as per plan"
"e02e5137-74ae-5161-8901-4e96f5ffbd0f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Barge Flashing","Butyol tape installed as per details"
"f0a77fe6-aafe-5c0b-831f-121725532fdc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Barge Flashing","Overlaps are sealed & riveted"
"0b5dcb20-d7d5-5c56-9721-ae5116495732","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Barge Flashing","Free from damage & scratches"
"e44b7b76-b346-5bf1-adc1-5f84a63c639d","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 10","QA - Asaleo Flashing","Head Flashing"
"73bf97c7-eb65-5f52-9411-07fb37d1cd58","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Head Flashing","3RW Cell installed as per detail"
"ed83e3eb-13fc-547e-abcc-ec4f9f9347f6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Head Flashing","Correct girth as per plan"
"312c6fdc-9e4a-5b55-b524-a39ba08b4a31","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Head Flashing","Butyol tape installed as per details"
"97349abd-8df9-551e-8519-3859657d66fb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Head Flashing","Correct fixings as per detail"
"95ad0a27-e0d6-5443-affd-c4397bd44245","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Head Flashing","Overlaps are sealed & riveted"
"1160eb0c-0d54-51f6-a60f-74358a5a82e1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Head Flashing","Free from damage & scratches"
"c780815e-4c0a-59ca-9eb1-1bd06ecd6d13","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 10","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings"
"8d197da8-a6cc-50e7-9fbb-1ef93500ee04","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Correct girth as per plan"
"7298d500-105c-5a5c-9a98-e8ea93c72931","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Butyol tape installed as per details"
"9f6a6604-41ae-53ac-a468-f4d68af6d963","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Flashings as per Kingspan specification"
"62c39d3d-b746-5048-854b-1bd43b9f0fb0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Correct fixings as per detail"
"2dd09210-298a-5a24-9299-390556b0049c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Overlaps are sealed & riveted"
"3f9bb250-f282-551e-a259-f22bcc1ef895","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Kingspan Roof Penetrations Flashings","Free from damage & scratches"
"2d30a2ce-b426-5fca-b5a3-eaf629bf9244","","checkpoint-group","not-started","","","FALSE","FALSE","QA","Bay 10","QA - Asaleo Flashing","Circular Penetration Flashings"
"239d7316-da31-5d24-aaa2-a66ab478d0f6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Circular Penetration Flashings","Holes cut correctly"
"d8db8059-56d9-5a1c-b9af-7290bc531541","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Circular Penetration Flashings","Butyol tape & sealant installed as per details"
"d1f18e9b-436a-58a3-9b8a-4179977bb4fd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Circular Penetration Flashings","Correct dektite installed"
"3a487141-98fe-5b23-93db-79e1cef1a19d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 10","QA - Asaleo Flashing","Circular Penetration Flashings","Internal cover flashing installed as per detail"
"8f19d04a-abb4-4b35-a6dc-99ffe63c7432","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Bay 11"
"c68217bf-33ef-452b-9c35-7200952e9855","","checklist-flat","work-in-progress","Construction Progress","checklist-flat","FALSE","FALSE","QA","Bay 11","Construction Progress"
"37025ee6-07ba-5244-9e54-d50028819f2f","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Bay 11","Construction Progress","Framing and Structure"
"4a256493-3168-5e98-bbe5-f7c5d6c3c306","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","Construction Progress","Substrate for Timber Framing"
"430ae019-372e-5873-b247-69e20233cc16","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","Construction Progress","Steel Structure"
"8a4bd028-2952-503f-b558-01156556fbd5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","Construction Progress","Substrate for Steel Structure"
"31e40497-c363-4a41-957d-a3bc3ad95add","","checklist-flat","not-started","QA - Asaleo Gutters","checklist-flat","FALSE","FALSE","QA","Bay 11","QA - Asaleo Gutters"
"1fcdb302-261d-56a8-b93a-6280cd84a0e5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Gutters","Correct falls"
"850ee27d-f0ef-5e2a-b8d5-9f70489ea55f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Bay 11","QA - Asaleo Gutters","Brackets set up with correct fixing centres as per detail"
