type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.3 Bar Chairs/Aspros/wheels Certification,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 610.26 (a),,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Plastic bar chairs, wheels, and spacers require bi-annual testing to demostrate suitablity to prevent excessive deformation under loads.",,,,,,,,,,,,,,,,,,,,
label,○ Concrete aspros require annual compressive strength and soluble salt testing is required.,,,,,,,,,,,,,,,,,,,,
label,○ Relevant test reports demonstrating compliance to this clause shall be submitted for review to the Nominated Authority.,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Once for each supplier, 14 days prior to placement of reinforcement",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 Working Platform certification,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Satisfies minimum plant bearing pressures requirement,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to works commencing & after rain event which there is >10mm in a 24hr period.,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Piling Contractor/Geotechnical Engineer/Fulton Hogan Engineer,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.2 Piling Operations Work Procedure,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.03 (a),,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Piling operations work procedure to be submitted for review to the Nominated Authority.,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Once, 4 weeks prior to the commencement of piling",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.3 Temporary Steel Casings,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.03 (b),,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Temporary steel casings shall be free from holes and distortion with a smooth internal surface without any projections.,,,,,,,,,,,,,,,,,,,,
label,○ Any splices in the casings shall be able to withstand any stresses induced during installation & removal.,,,,,,,,,,,,,,,,,,,,
label,○ The casing shall be proof engineered by a proof engineer who is pre-qualified with VicRoads.,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, once, prior to use",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.4 Casting Under Water Procedure,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.06 (a),,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Casting under water procedure and methodology for removing mud, loose rock and other debris to be submitted for review to the Nominated Authority.",,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,
label,"Note: Piling Operations Work Procedure may cover this requirement - if so, use the same Teambinder Approval Number if this is the case.",,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, once, prior to placement of concrete",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.5 Boring With Bentonite or Polymer Fluids,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.03 (c),,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Boring conditions under bentonite or polymer fluids alone or in combination with temporary casings to be submitted for approval to the Nominated Authority.,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,
label,"Note: Piling Operations Work Procedure may cover this requirement - if so, use the same Teambinder Approval Number if this is the case.",,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, once, prior to commencement of boring",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.6 Dynamic Pile Testing Procedure,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.07 (c),,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Details of the proposed pile driving rig, hammer size and drop heights to be submitted for review to the Nominated Authority.",,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to testing",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.7 Pre-qualified Pile Testing Consultant,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.07,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All testing shall be undertaken by a Vicroads pre-qualified consultant who is independent of the piling contractor.,,,,,,,,,,,,,,,,,,,,
label,○ Details of the consultant to be submitted for review to the Nominated Authority.,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Once, two weeks prior to testing",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.8 Reinforcement Welding Specifications & Qualifications,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: 611.13 (a), AS/NZS1554.3, Clauses 3.3.2 & 3.3.3, 611.14 (b)",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Welding of splices in steel reinforcement, including to other steelwork and to continuity bar reinforcement, shall not commence until the welding specification & qualifications (including macro inspection) have been approved by Nominated Authority.",,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, once, prior to welding",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Pre-construction Activities,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 IFC Drawings,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Check the revision of the IFC drawings are current as per the drawing register (on Teambinder),,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Prior to starting Works and at regular intervals,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: All,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.2 Survey Set-out,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings 606.08 (a - c),,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Survey activities undertaken to ensure and validate that all Works meet location requirements of ±75mm.,,,,,,,,,,,,,,,,,,,,
label,"Attach: Lot Map, Marked drawing to indicate the location of piles in the Lot",,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.3 Protection of Adjacent Piles,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.04,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pile construction shall not:,,,,,,,,,,,,,,,,,,,,
label,i. result in damage to adjacent newly cast piles due to ground vibration.,,,,,,,,,,,,,,,,,,,,
label,ii. commence within 2.5m clear distace from newly cast piles if that pile concrete strength <15MPa,,,,,,,,,,,,,,,,,,,,
label,iii. involve driving or create significant vibration within 9m until that pile strength ≥15MPa and set for a minimum of 24 hours,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SPE/PE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Construction Activities,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.1 Boring Operations,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings 606.03 (a),,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Boring performed to the required diameter and depths shown on the IFC Drawings under the instruction of an experienced geotechnical engineer.,,,,,,,,,,,,,,,,,,,,
label,"○ Where piles are founded on rock, they shall extend a minimum of 2 x pile diameter into the rock shown on the IFC Drawings.",,,,,,,,,,,,,,,,,,,,
label,○ Excavation clean and de-watered (where applicable) for inspection.,,,,,,,,,,,,,,,,,,,,
label,○ Excavation made safe by appropriate means and to be protected from site run-off and loose materials falling in.,,,,,,,,,,,,,,,,,,,,
label,○ Excavated material to be disposed of as appropriate to maintain a clean site.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.2 Formwork Extension,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where applicable, formwork shall be used to ensure the top of the pile is at the required RL.",,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each pile",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.3 Inspection of Pile Excavation,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 606.05,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pile walls and base to be inspected by the geotechnical engineer to confirm that the geotechnical strength of the materials in the pile wall base have satisfied the design assumptions.,,,,,,,,,,,,,,,,,,,,
label,Attach: Geotechnical Field Sheet or Report,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Geotechnical Engineer,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.4 Reinforcement - Placement,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings 611.06, 611.09, 611.10, 611.11, 611.12, 606.06 (a)",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The correct reinforcement grade, quantity, size, orientation, location and spacing as shown on the structural drawings.",,,,,,,,,,,,,,,,,,,,
label,○ Projecting reinforcement is the correct length and location.,,,,,,,,,,,,,,,,,,,,
label,○ Splice lengths achieve the minimum length and are in contact for this length.,,,,,,,,,,,,,,,,,,,,
label,"○ The reinforcement surface condition is free from dirt, debris and damage.",,,,,,,,,,,,,,,,,,,,
label,○ The resulting cage securely held with sufficient ties to limit displacement or deformation during the concrete pour.,,,,,,,,,,,,,,,,,,,,
label,○ Bar chairs or wheels used at no greater than 2m centres so that the minimum cover as shown on the structural drawings all around and has been achieved (including tie wire locations).,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.5 Reinforcement - Electrical Continuity,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings 610.29 (d), 610.43",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pile reinforcement cage to be made electrically continuous by:,,,,,,,,,,,,,,,,,,,,
label,i. tack welding 4 no. min. longitudinal bars to all intersections of the helix at 2.0m centres max. (at every intersection is preferable),,,,,,,,,,,,,,,,,,,,
label,ii. tack welding the selected longitudinal bars at all splices (2 tacks minimum per bar),,,,,,,,,,,,,,,,,,,,
label,iii. tack welding or fastening the grounding clamps to the longitudinal reinforcement,,,,,,,,,,,,,,,,,,,,
label,"Evidence that the resistance across the cage has a maximum value of 0.01Ω / 10,000µΩ is required.",,,,,,,,,,,,,,,,,,,,
label,Photograph or attach: Ohmmeter reading across the splice or end to end of the reinforcement cage,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each pile",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Earthing Engineer, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.6 Cast-in Items,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings 610.46 (a) Table 610.462, 610.47 (a) Table 610.472, AS3810.1 Table 3.3.6.2",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All cast-in items are the correct type, grade, quantity, size, orientation and location as shown on the structural drawings and are securely fastened or restrained to withstand impact and pressure during the concreting operations to prevent dislodgement.",,,,,,,,,,,,,,,,,,,,
label,"Any exposed threads, conduits, ducts or voids shall be protected by suitable means to prevent concrete or grout ingress.",,,,,,,,,,,,,,,,,,,,
label,Tack welding of any cast-in items shall be performed by someone pre-qualified to do so.,,,,,,,,,,,,,,,,,,,,
label,Grout tubes shall be fastened at regular intervals to prevent kinking.,,,,,,,,,,,,,,,,,,,,
label,"Placement tolerances to comply with the IFC drawings, if not specified, use the following:",,,,,,,,,,,,,,,,,,,,
label,"i. Bolts, ferrules, projecting bars & couplers = ±3mm",,,,,,,,,,,,,,,,,,,,
label,ii. Running dimensions of a group of the above = ±6mm,,,,,,,,,,,,,,,,,,,,
label,iii. Ducts and conduit location = ±12mm,,,,,,,,,,,,,,,,,,,,
label,iv. Diameter of ducts and conduits = ±3mm,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each pile",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.7 Pre-pour Inspection,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings 610.18 (a) (ii) & (iii),,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Evidence that the forms, reinforcement, electrical continuity and other cast-in items conforming to the requirements of this specification and the drawings has been reviewed by the Nominated Authority",,,,,,,,,,,,,,,,,,,,
label,○ All foreign material has been completely removed from the excavation.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.8 Weather Conditions & Evaporation Limits,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: Hot and/or Cold Weather Concreting Procedure 610.17, 610.17 (a) & (e) Table 610.171",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All freshly finished concrete surfaces shall be protected where required from the sun, wind or rain, until curing is implemented.",,,,,,,,,,,,,,,,,,,,
label,"○ The temperature of concrete, measured immediately prior to placing, shall not be less than 10°C or greater than 32°C.",,,,,,,,,,,,,,,,,,,,
label,"○ The air temperature, relative humidity, concrete temperature and wind velocity are measured to determine the evaporation rate of water from the concrete.",,,,,,,,,,,,,,,,,,,,
label,○ When the evaporation rate exceeds 0.50 kg/m²/hr apply evaporation retardant at the rates specified on the manufacturer’s TDS.,,,,,,,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.9 Concrete Testing - Sampling Frequency,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Site Sampling & Testing Procedure 610.16 (b) Table 610.161,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete cast in one continuous operation to be tested at a frequency as shown below:,,,,,,,,,,,,,,,,,,,,
label,0m³ to 10m³ = 1 sample,,,,,,,,,,,,,,,,,,,,
label,10m³ to 25m³ = 2 samples,,,,,,,,,,,,,,,,,,,,
label,25m³ to 50m³ = 3 samples,,,,,,,,,,,,,,,,,,,,
label,50m³ to 100m³ = 4 samples + 2 no. VPV cylinders.,,,,,,,,,,,,,,,,,,,,
label,○ For each additional 50m³ and additional sample shall be taken.,,,,,,,,,,,,,,,,,,,,
label,"○ where the time interval between the end of discharge of one truckload of concrete and the beginning of discharge of the next truckload exceeds 45 minutes, the minimum number of test samples shall be one (1) per truckload of concrete",,,,,,,,,,,,,,,,,,,,
label,○ Each sample shall consist of 1 no. slump or spread test and 3 no. compressive strength cylinders minimum.,,,,,,,,,,,,,,,,,,,,
label,"○ Compressive strength cylinders = 1 no. 7 day strength, 2 no. 28 day strength.",,,,,,,,,,,,,,,,,,,,
label,Note: Additional cylinders may be required for other purposes such as early strength determination of adjacent piles.,,,,,,,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Concrete Tester, Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,"5.10 Concrete Testing - Spread, Passability & Viscosity",,,,,,,,,,,,,,,,,,,,
label,REFERENCE: 610.13 (b),,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Spread range = 550mm to 750mm,,,,,,,,,,,,,,,,,,,,
label,○ T500 = 2 seconds to 5 seconds (to reach a spread of 500mm),,,,,,,,,,,,,,,,,,,,
label,○ Passability = ≤10mm (aggregate height differential),,,,,,,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each sample of Self-compacting Concrete,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Concrete Tester,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.11 Concrete Testing - Compressive Strength Cylinders,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Site Sampling & Testing Procedure 610.16,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Correct quantity of cylinders manufactured per sample.,,,,,,,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each sample,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Concrete Tester,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.12 Placement & Compaction (Dry or Wet Excavation Conditions),,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: Piling Quality Procedure 610.18 (a) & (b), 610.18 (d) (i), 606.06 (a & b)",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Concrete shall be placed within 24 hours of excavation - where this has not been achieved, the internal wall & base of the excavation shall be cleaned to an additional depth of 25mm.",,,,,,,,,,,,,,,,,,,,
label,○ All concrete batches are traceable.,,,,,,,,,,,,,,,,,,,,
label,○ Concrete shall be placed through either a tremie pipe or concrete pump and not dropped freely from a height exceeding 2m.,,,,,,,,,,,,,,,,,,,,
label,○ The initial discharge is pumped to waste until a consistent workable mix is discharged.,,,,,,,,,,,,,,,,,,,,
label,"○ The ends of the discharge pipe shall not be lifted off the base of the excavation until a 2m head is created, which shall be maintained until the completion of the pour.",,,,,,,,,,,,,,,,,,,,
label,"○ Where a casing is used, it shall be withdrawn with care and at a rate to ensure that the free surface of the concrete is at least 1.5m above the bottom of the casing.",,,,,,,,,,,,,,,,,,,,
label,○ Pile height is to be 300mm above the cut-off level (or 400mm in wet piles) to allow for breaking back of sound concrete.,,,,,,,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,,,
label,Attach: Concrete Pour Record,,,,,,,,,,,,,,,,,,,,
label,Attach: Concrete Dockets,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each load,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: SP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
