"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79cb1f43-a2b9-4387-86c6-4f448726d9fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP"
"e81e2c4a-3698-4414-b0e6-9db508d7553f","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing"
"317497b4-0a92-452a-af24-38402c70ecf7","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor"
"bbad046e-4d52-4903-a11a-364e253dbc44","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities"
"8c91325f-a69c-49ab-8d98-baf4281757c6","","checklist-sectioned","work-in-progress","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male"
"6844d5f6-602e-5e7d-af43-5b58e34701f3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male","Details"
"e0fd54fc-b147-51fe-af37-2314b4e68974","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","North Lobby Floor","9. PROTECTION","Photo record of protection"
"2b25f0e0-a612-54ed-bc4b-2ad93b5d6d0c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","North Lobby Floor","9. PROTECTION","Builders acceptance"
"a99dd8e0-d516-5964-a344-7b211aa9eb1e","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","North Lobby Floor","10. Notes"
"4bf4a32e-8942-540a-8ade-e39e2bb10a8e","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","North Lobby Floor","10. Notes","Notes"
"e92999ae-f67a-512a-82c2-f198bbeacc02","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","North Lobby Floor","10. Notes","Prepared By:"
"83741933-db62-48c5-98cb-2432d5063e65","","folder-normal","not-started","","step","TRUE","FALSE","TM-ITP","Tiling","Level 2","South Amenities"
"710f4023-90e5-4d66-8953-b1dbbf841957","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male"
"20faf19d-7485-59d3-a5fa-e1d5ed9c2ba3","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","1. CHECK DRAWING"
"c2b0bf79-eb4a-514e-b1e7-e561f64a0bc2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"5407fddd-35d9-5905-b331-df0987e37d69","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","2. SUBSTRATE PREP - WALL"
"4b51cc80-48b8-501d-873b-0cc2f91475bb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"da562086-3bb0-52a8-aaca-358430522226","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","2. SUBSTRATE PREP - WALL","Clean and dry"
"7ef0cc30-5038-5333-b6ac-4f3cbca5c275","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"614b9ee7-3580-5d56-a900-5dcdf1967535","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","3. SUBSTRATE PREP - FLOOR"
"76f36442-cb30-591c-a280-1e4cecd69505","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"eed27332-3027-5507-9977-9739dd61ce13","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"aaf5789f-823e-5ee9-9288-f2bae8a2e0ed","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING"
"8931fe89-cbd1-5cb9-91ce-e0128b87286e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"fdd53612-b784-5921-873b-e2aa3a2dbe74","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"c9b6161c-78a4-56d9-b7a5-b5e62d7e47b1","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"e47fe986-4409-5f64-9d0d-eff591ea4db1","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"faab0a39-833d-54d1-b8b1-7be7966b2039","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"5dada70c-1024-5e75-bd14-18868e5f6732","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"25ce18a0-a1ec-5482-8ed9-67a68513e1c6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"24737f0c-3721-5394-a73e-f8630f78adfd","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","5. HOLD POINT"
"1cbbe9af-0280-5606-b9d7-8779d038f888","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"f87a47f1-10ed-50cc-bf35-dbca062416ce","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","5. HOLD POINT","HOLD POINT"
"14419925-bbe0-5a5d-a96c-6bb30c3f6a32","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","6. INSPECT TILE LAYING"
"c62837e5-eec5-5c12-b3f0-0d340a017094","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"ac9e7e90-c6dd-54db-ad12-c2302cccd4f3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","6. INSPECT TILE LAYING","Installation of waste covers"
"dc32c474-774d-5db9-a246-763097a691c9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","6. INSPECT TILE LAYING","General lipping wall/floor"
"bf66f34d-b713-546c-abdf-4ad98a0a9747","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"360071a5-fc57-5ec8-a4d4-5b6450adee32","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","7. PRESEAL"
"1e6a71d3-d50e-561c-b880-bb8a5693017d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"95b0314b-506e-5960-b7ff-f3c17091d251","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"716ba1be-1b7e-56df-a392-782123258e78","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","8. GROUTING"
"1b7894fc-919e-560e-a861-fe91bed92d9c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","8. GROUTING","Ensure approved grout colour is used"
"1fd16a6a-9b40-5054-a8c4-e33cb7e5c464","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","8. GROUTING","Secure watersource and discharge location"
"46a8551e-31f0-5372-8fb0-1ca2240ac369","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","8. GROUTING","Grout mixed without lumpiness"
"0db6081f-5f23-5b97-a8ab-47965c1085b6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","8. GROUTING","Joints free from debris / spacers"
"12c6d063-449a-5279-b4ab-f66f15ceb068","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"00ea718b-919f-5be0-b135-8639a20431c1","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","9. PROTECTION"
"8fa8c32a-f1fa-5a89-85dc-8c5e3e1c5156","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"fa730af7-5e03-53bf-b789-e40ae7ac4713","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","9. PROTECTION","Photo record of protection"
"9bf6f514-6901-5350-b9ee-a81d51d02255","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","9. PROTECTION","Builders acceptance"
"6aafc927-a296-5a6d-9aea-393a7c77ebf2","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Male","10. Notes"
"9bb89635-67e7-5ba8-9fd9-802fe172ad8a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","10. Notes","Notes"
"aa82fdc9-247f-5902-a95d-40b7ae4fa550","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Male","10. Notes","Prepared By:"
"6bdc8bcb-8210-41a3-beaf-692238f54f8a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female"
"5bec2f85-0efe-51e9-b4a8-d06c0909b7ca","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","1. CHECK DRAWING"
"bdabc5d2-96ca-5e6c-a5e6-78b776258980","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"e6d352db-a1ec-51ae-8ea8-c54ff19e964f","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","2. SUBSTRATE PREP - WALL"
"21e7e88c-cb8d-5100-a0b1-fa9fbaf9964a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"c4330f5e-9f67-5d73-8975-69f558817660","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","2. SUBSTRATE PREP - WALL","Clean and dry"
"7e390168-9ca1-5199-8401-e0a47354d4db","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"0856c4db-dfbe-5e3d-ba64-b1dbe1bf92cb","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","3. SUBSTRATE PREP - FLOOR"
"f1aa5b60-0132-57c6-8e78-7ef0c537c66d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"3ab44f3d-d2ea-50f8-87d4-655c4023ea1a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"f7123ad7-894d-5330-8b75-b7f4f5b98a3d","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING"
"3c96f119-70f4-5ca2-8845-8db3b9e42f80","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"6cf91be4-6356-55fc-8adb-7366cd56c96e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"efea7fa5-2307-5293-8330-926a47912be4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"badd5d80-e464-57d1-8d1c-045847829c46","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"65c7cede-94b5-5c09-a9e5-68f67e957f5c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"3ca7901e-040d-53df-b786-d13e9538dd93","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"1c62c96a-958e-5409-a130-bb9a43d92631","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"715e43e5-e1d6-5c24-a281-7193ac42f3fe","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","5. HOLD POINT"
"7696e7bd-1836-5bcf-92d6-9f08f6f8dd87","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"27423bca-3115-5694-8460-277c09a8919a","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","5. HOLD POINT","HOLD POINT"
"1fb38e0e-3c57-5186-bf38-52d5af898b0b","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","6. INSPECT TILE LAYING"
"38635e01-d87e-5ff1-8481-a23fcbab4a2c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"27b26284-91ff-52ce-b244-588d33a8b403","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","6. INSPECT TILE LAYING","Installation of waste covers"
"3ad078e2-1fb6-58b4-abf1-24ee0439b0ba","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","6. INSPECT TILE LAYING","General lipping wall/floor"
"ee9aac17-c94c-5e90-93f7-3a6f859ef8dd","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"08716aad-d4b1-5b0b-958b-96cd72370557","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","7. PRESEAL"
"6c86680f-e053-57dd-af4a-8e2cfae6be87","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"7b6041b8-31f1-50a9-9462-6b8b3601302b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"2cd8ab79-b98e-523b-84dc-e93ed71d49ff","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","8. GROUTING"
"9fb1dcd1-a3a1-5b8a-ac84-027c744dc7c2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","8. GROUTING","Ensure approved grout colour is used"
"e585a9c4-c15b-513f-8f57-087aa374933b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","8. GROUTING","Secure watersource and discharge location"
"8d4d4532-9dfe-5290-97fb-b5387d8e6e74","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","8. GROUTING","Grout mixed without lumpiness"
"f577cb5e-141c-5aa8-960f-b3f3a582b5c0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","8. GROUTING","Joints free from debris / spacers"
"673754b7-a37f-5c02-a30f-7d43fb5e3999","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"deda6609-985b-5b44-9c1b-7faa1d2836cc","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","9. PROTECTION"
"b51a3f10-7232-538a-8139-1cf02cc4bd16","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"82ef682d-7fd5-55b8-bf77-ca57c68218c7","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","9. PROTECTION","Photo record of protection"
"99cb8ca9-5c0f-570a-98ff-221a3d4f7e4d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","9. PROTECTION","Builders acceptance"
"772543c7-1d85-52f3-af64-27eed9b16171","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Female","10. Notes"
"7a25b560-a223-5ebd-9ea0-378c9a335a35","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","10. Notes","Notes"
"3bb034c3-7d6a-599a-b4e1-d92ab6735d33","","holdpoint","no-status-not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Female","10. Notes","Prepared By:"
"3c186cf1-13cd-43e4-bd6c-5849503c8c82","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible"
"c442698a-67fb-54eb-a43a-93b11e40fe94","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","1. CHECK DRAWING"
"77a4f3a0-7442-5b72-9e71-be8eacb50668","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","1. CHECK DRAWING","Confirm current drawing, specification and revision #"
"2c9a9707-e3f3-57a1-bcd9-c89e94596ce2","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","2. SUBSTRATE PREP - WALL"
"56fd4b4d-b140-50a5-af60-d979eae5244d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","2. SUBSTRATE PREP - WALL","Inspect for wall quality to accept tiles and ensure that substrate free from debris"
"0c3f3e5d-16ae-5cb8-8373-d6c6e6ee41ec","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","2. SUBSTRATE PREP - WALL","Clean and dry"
"5ed12306-6660-5224-86db-66ec1211ccbc","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","2. SUBSTRATE PREP - WALL","Joints set and sealed"
"9fff7e81-663c-5f59-a831-448211b7be74","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","3. SUBSTRATE PREP - FLOOR"
"bcfb9312-c029-50ef-b082-4a0b4f99c5ec","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","3. SUBSTRATE PREP - FLOOR","Check FFL from substrate"
"4c619e8d-4a57-51fe-93a2-67db9d78ba73","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","3. SUBSTRATE PREP - FLOOR","Check angle termination position"
"91152c1d-9de5-5f46-9621-cdca30f22644","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING"
"776dc228-e658-5016-a399-1d215cc9e1d5","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING","Floorwastes protected to prevent debris entering into drains with compressible sponges"
"757ff7d7-0579-5a02-8f5c-29859b63fd59","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING","Falls to waste as per drawing / isolate falls to waste"
"51ea80a6-a3cf-5e20-9827-d1e8afe0f469","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING","Ensure slurry material is correct and is not dry prior to screeding"
"81870a49-367f-5baf-85cf-f94cefe214f2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING","Screed mixed by machine ratio1:4"
"27d40df7-81cc-5825-a232-abfa81da0fa2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING","Ensure minimum screed is 15mm."
"5dc89e79-2ec3-5e8d-bb81-736d5fbf6955","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING","24hrs curing minimum"
"7496f82e-5ccb-5e49-9949-82d5612449e6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","4. SAND & CEMENT BEDDING","For large areas - check concrete porosity and de-dust"
"1dce62b4-c723-575c-8d1b-b76275ac70d2","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","5. HOLD POINT"
"0260cc0e-40ec-59c9-a2fc-da4f2c01b931","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","5. HOLD POINT","Setout and starting point verified with Builder and Drawings"
"e0f35c2c-b484-51f9-87c7-2113c13f9f6d","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","5. HOLD POINT","HOLD POINT"
"f80b00bb-020d-596c-962e-3dcadb5c17e9","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","6. INSPECT TILE LAYING"
"f56723ca-ada8-57b5-9c50-3405097f1670","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","6. INSPECT TILE LAYING","Penetrations checked prior to cuts"
"44835840-2756-55f0-ae4c-5510426ce89c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","6. INSPECT TILE LAYING","Installation of waste covers"
"ad5d4ed9-9b37-5972-931c-0c27872bcf0d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","6. INSPECT TILE LAYING","General lipping wall/floor"
"88c7d3dd-18df-540c-b353-caa4a1604e61","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","6. INSPECT TILE LAYING","Confirmation of removal of floorwaste sponge"
"90bfea9b-429d-5d80-844a-f334f4e5100a","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","7. PRESEAL"
"d7aebf9c-964e-5618-b09b-3283eb41a493","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","7. PRESEAL","Any material to be sealed to be cleaned free of dust"
"eaceaa18-f05b-5d21-9dca-2aa733062c8e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","7. PRESEAL","Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering."
"c85b47d6-e3d6-5130-b239-b64741056143","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","8. GROUTING"
"d8b25ad4-77e9-5359-bf9c-f8fc8f7d1388","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","8. GROUTING","Ensure approved grout colour is used"
"f6c8d31b-8ce4-5838-b241-90b606fd68af","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","8. GROUTING","Secure watersource and discharge location"
"07e0ac9f-1a19-56ab-a622-badde06f4749","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","8. GROUTING","Grout mixed without lumpiness"
"d091a72e-07b5-5391-858d-221dc8e1babd","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","8. GROUTING","Joints free from debris / spacers"
"e213b0e6-f404-5a4a-aea9-31f1aab07930","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","8. GROUTING","Surface is uniform and clean / no grout build up / internal corners free of grout"
"2500b6b7-442b-5827-ab84-615395b8cbad","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","9. PROTECTION"
"b7d982cc-5509-50f6-8d21-ef456700b71d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","9. PROTECTION","Corflute taped down (no black corflute) cover entire tiled Surface"
"9288cb54-5476-5279-8f2c-4ec8e3918ae1","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Tiling","Level 2","South Amenities","Accessible","9. PROTECTION","Photo record of protection"
