"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5bd822eb-73dc-427f-a305-05ddaa91b3d0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01"
"dc902f98-0eca-46d5-86fd-315440124e08","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2"
"79585953-e2e9-432f-9c20-6d24813a7832","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A"
"45a93894-a0ea-4356-80a1-85995ef1934e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A","ALS Corridor- Grid lines"
"29ce4eed-f44d-4929-a254-52e9326539a3","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Lounge","Stopping"
"3398290e-01e9-4cd3-aae3-c56ed12bfebe","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Lounge","Painting"
"bd0653c9-f29d-4658-be32-ef145d34fc25","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Acc WC"
"6f8bd690-5e1b-42cd-8bac-35533dc08185","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Acc WC","Internal Lining - Ceilings"
"c8ca3290-b21d-4d7d-967e-1f028b0fbf3a","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Acc WC","Internal Lining - Walls"
"56e5c576-cd37-4530-ac94-e185a18c4042","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Acc WC","Stopping"
"8aa2d93f-8925-4b8c-901e-acc9c1d4b09a","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Acc WC","Painting"
"995f680a-cfa9-470b-bbc0-52e8ba2448a4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","ST3 Room"
"0df13f9d-e40e-4371-9980-a7d576f73674","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","ST3 Room","Internal Lining - Ceilings"
"69af9f0d-2f6d-43d3-9712-00551f310bfe","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","ST3 Room","Internal Lining - Walls"
"5abf6a6a-bb66-43b0-a7d5-78d2039c5b49","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","ST3 Room","Stopping"
"46acca3f-f0fb-4f2e-83f5-09ff6a343f77","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","ST3 Room","Painting"
"05c45a21-7195-4fcb-a784-72057437f299","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","TAZ area"
"f15eaf80-cc4e-4e5e-9f99-5704117c6d29","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","TAZ area","Internal Lining - Ceilings"
"ab064188-df38-4594-afbb-5c5e06021edd","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","TAZ area","Internal Lining - Walls"
"d81c759d-bd4c-46e8-a27d-988b4e04e78e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","TAZ area","Stopping"
"ec40cfce-c320-4ad7-a188-e511f9b081ba","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","TAZ area","Painting"
"2f962695-d9ff-4d45-95a3-1465acfbb353","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G21"
"e28df801-0c4b-4995-8434-2025d85ab9ac","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G21","Internal Lining - Ceilings"
"faf5b51d-b4fd-406f-9599-3b003c32ef23","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G21","Internal Lining - Walls"
"592264ba-3373-480d-8875-1aa8a2f3c726","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G21","Stopping"
"117e2cf2-57f0-4dda-a8cc-12e67f653227","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G21","Painting"
"bfd4c09f-f67f-4210-bd11-cffbcabec479","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G22"
"c56da722-35bd-4a1f-be3f-be4bc9ba807a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G22","Internal Lining - Ceilings"
"e37522f5-ce49-4572-b166-251c69ff0cf1","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G22","Internal Lining - Walls"
"8f375c86-c058-4525-a29a-e955c4809bed","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G22","Stopping"
"65f691d0-e426-410c-8d3f-35f3408da19e","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G22","Painting"
"f7b1cc25-66b9-46ac-aa66-298d6c531510","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G23"
"feedfba5-dee6-4601-8f1f-83dde766fd14","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G23","Internal Lining - Ceilings"
"c727906b-d00f-494b-a716-838d5f702d27","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G23","Internal Lining - Walls"
"62ea77e1-27e1-4377-a630-a2d9b1e17a8e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G23","Stopping"
"8e80e6cf-158d-444a-add9-895231c15565","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G23","Painting"
"6c2946bc-e969-46dc-b42c-ddcd8db62564","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G24"
"38315af4-382f-43a3-888a-b1b79fd3a5b1","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G24","Internal Lining - Ceilings"
"d66a020f-73eb-4848-8c99-38d5de5d9ee0","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G24","Internal Lining - Walls"
"8dc167e0-6906-4a45-b717-b08775f8cc66","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G24","Stopping"
"41a958e6-aaed-4441-a32a-54615cab4d16","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G24","Painting"
"962e6f57-05e5-49d3-ae80-ba22f7177cbf","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G25"
"d6e857a1-6dcf-42f6-b9ec-2b2bd229f67a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G25","Internal Lining - Ceilings"
"3667ecfa-d583-4812-b743-b806d33f772d","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G25","Internal Lining - Walls"
"f2ae32a2-a88c-476f-8682-13f6c0001095","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G25","Stopping"
"7f738e70-d85e-44ce-886a-b2154b443d3f","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G25","Painting"
"5e1c82e0-6c8a-4438-a84e-2173013a8301","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G26"
"6f47f036-5971-4be0-9fdb-070c3ba8b74e","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G26","Internal Lining - Ceilings"
"edf6619f-5d4a-438c-a5db-dc141e784bff","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G26","Internal Lining - Walls"
"3cc9d929-5b0c-4bf7-93eb-24f68785d3cd","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G26","Stopping"
"d9c072d5-c0d0-47ab-bfbe-9fd276859387","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G26","Painting"
"f5e55355-1774-4a76-b1d1-ba6e955f39c7","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G27"
"c0f7ca06-d368-40c6-968a-1623a43141a1","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G27","Internal Lining - Ceilings"
"5d384494-f368-428a-b51d-3a304a601631","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G27","Internal Lining - Walls"
"b97b8aba-7083-4638-9761-0912e7e8eab6","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G27","Stopping"
"31741e19-4657-42b1-a81f-084cd2402178","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G27","Painting"
"6c5c170d-5d18-490d-95a6-2287e46ee493","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G28"
"04252dd9-6a08-4a10-907d-cc4b6600e63d","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G28","Internal Lining - Ceilings"
"8e6fa4d6-9d5e-4c48-a8bf-0be2adc5641b","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G28","Internal Lining - Walls"
"c83474a0-e1dd-4846-9708-afc6719bad73","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G28","Stopping"
"67961709-d998-41f7-98a1-29b107ead6c4","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G28","Painting"
"e7ed4f09-f556-443f-8bd5-f1f0d93e593b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G29"
"bfc30a27-281a-4872-bb19-d70d1bd33077","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G29","Internal Lining - Ceilings"
"80d06ba7-6ffb-494b-ba6f-d7f78be8eb35","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G29","Internal Lining - Walls"
"6c3ad2b2-b2e9-48ba-8439-2456c9ea6e95","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G29","Stopping"
"12eb53ee-c804-459d-9d15-d4648a07cc61","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G29","Painting"
"d67a55e5-f64a-4196-8e0e-44804f19f2a2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G30"
"76827178-cfb1-4b13-90e6-28d551aa79be","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G30","Internal Lining - Ceilings"
"24efccaa-fa14-4aa3-8037-b964db28858f","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G30","Internal Lining - Walls"
"f503b002-2326-4896-926e-77a41ffe543b","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G30","Stopping"
"4bfbbf94-7fa5-4930-b110-cb313a476f40","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G30","Painting"
"6d5a0473-65fd-4830-ae91-e67df99eb93a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G31"
"5155b2b3-c214-4044-a2d1-45566d51e944","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G31","Internal Lining - Ceilings"
"da7a134d-f464-42b0-8848-d54ee4c01839","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G31","Internal Lining - Walls"
"6b6752d0-8712-4ef3-a0f2-cf4d3ff28b4c","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G31","Stopping"
"0deb9a82-0fcf-4fe8-9b16-da3f4768fc30","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G31","Painting"
"061451ec-f6b4-4528-afd2-8a4393b5d108","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G32"
"6021c6c6-c78d-4979-b209-6f3bcf45912a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G32","Internal Lining - Ceilings"
"7b3dbad1-f1a4-4756-a969-27349ccea38e","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G32","Internal Lining - Walls"
"9333c826-9dbb-4d1b-a605-775c38d77b87","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G32","Stopping"
"3f44edf7-6e7c-4a19-a9c4-0396441e2351","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G32","Painting"
"7fda06fd-e976-4c18-87ae-494064ca56d6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G33"
"7e31184f-300f-4488-8117-fbb984bee226","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G33","Internal Lining - Ceilings"
"43eb71c6-7af5-48b8-877c-a4fab892c99d","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G33","Internal Lining - Walls"
"4ad48986-73ab-4c53-81c5-a5147f209088","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G33","Stopping"
"d6d5475e-c81e-4749-bd21-14ae3626f2b6","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G33","Painting"
"68e25017-b071-447e-80df-98425bf30e8a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G34"
"d9ac6f3c-504d-4722-b1ad-3689aea80a46","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G34","Internal Lining - Ceilings"
"7f62a549-4efd-4f13-8d64-4664f57f4a65","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G34","Internal Lining - Walls"
"55367e2f-05ef-4f83-af24-4648e6d017ca","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G34","Stopping"
"ed1f55ca-800f-4acd-afd7-baec2ff93414","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G34","Painting"
"4091bc15-3cfe-4a24-899d-b21692e7409b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G35"
"f0a2846b-9154-437a-a18e-1a9594d36b6a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G35","Internal Lining - Ceilings"
"1e46dae2-b12e-42c6-90ce-5092531fba2a","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G35","Internal Lining - Walls"
"b3fde169-7f7b-46bd-9ec9-34b43de104b2","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G35","Stopping"
"2558d162-031c-4c59-ad03-f241eb334058","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G35","Painting"
"0017dcb6-babc-444d-add2-d1b930e5c12d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G36"
"cf3c42a6-2181-4330-b3f1-5a42d0e35833","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G36","Internal Lining - Ceilings"
"bb0968ba-1132-4eac-abba-efc47b94234a","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G36","Internal Lining - Walls"
"9866f40f-d662-4765-91ba-f0a60673a0ac","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G36","Stopping"
"c3eb04a5-b9d4-4fb5-8468-e2f1c56a4849","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G36","Painting"
"4cb8ba36-361e-4496-8f72-aac4a01b7921","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G37"
"15c684a2-068c-4616-af7b-ebd7ee82cf81","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G37","Internal Lining - Ceilings"
"d3abf8d5-fc4e-410c-81f9-5cdc8cf6e590","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G37","Internal Lining - Walls"
"82887915-adf1-4f02-b52e-93897368ade5","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G37","Stopping"
"29f17148-4e1f-4dd3-bee5-3f21a1f28416","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G37","Painting"
"55dc2bdf-9c11-4113-b395-ca8ac001d356","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G38"
"5340e13b-900f-4b82-af37-741bcb279da0","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G38","Internal Lining - Ceilings"
"b01104a7-46bb-41e5-b372-8624f248b727","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G38","Internal Lining - Walls"
"612f7755-e793-4b14-afaf-25bd7f63fbd9","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G38","Stopping"
"99d5ab6f-6740-4e0d-9ce9-f3aaa8cf1de8","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G38","Painting"
"9932825c-21a0-4ad3-b039-8e75b3636214","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G39"
"bde11f6f-8bde-480e-9031-19fec5c70122","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G39","Internal Lining - Ceilings"
"0e031441-ea79-42d2-8b43-0fbf121bdc47","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G39","Internal Lining - Walls"
"f570ff79-ede8-4671-a161-eac4f9d6858d","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G39","Stopping"
"838a772d-ab39-450d-a073-a7c13bd29a38","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G39","Painting"
"0219669c-5055-4815-a714-7708aa10f018","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G40"
"32f0cf44-1a51-4252-9645-6650082d891c","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G40","Internal Lining - Ceilings"
"a24aa7e7-e6ee-432a-afc7-960ad083e64f","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G40","Internal Lining - Walls"
"c1d35ca8-73f4-4ebb-aecf-b5829bb1b896","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G40","Stopping"
"444bf069-179e-4e93-86be-56aa555aee2c","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level G","Area F","Apartment - Care G40","Painting"
"b5a9e5f2-9eec-41fa-ad1f-137f7a71132f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level B"
"8ae93df0-6d9f-4d75-ac69-87e5e253827b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B"
"d1a9a855-5eef-44e1-9470-abc53970e778","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Corridor- Grid lines"
"1cc55c45-226b-468d-9ab0-7e170e7404d5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Corridor- Grid lines","Internal Lining - Ceilings"
"a9a3ba29-7a4a-4caa-8323-0336e7d6aecc","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Corridor- Grid lines","Internal Lining - Walls"
"3f2b643e-009e-4a21-a9c2-f053b2e8e6f2","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Corridor- Grid lines","Stopping"
"5bd909a9-b862-4c15-a228-f986adc158e9","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Corridor- Grid lines","Painting"
"1e9e2e5b-0101-4423-a505-ace12a1bcb04","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Lift 3 & 4"
"7a531e65-7a61-4819-b2dc-177d20b2a576","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Lift 3 & 4","Internal Lining - Ceilings"
"d92c5798-789d-4d1b-8f3a-9a4ee37147ce","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Lift 3 & 4","Internal Lining - Walls"
"c5e081e1-ab49-4fec-bf86-1117c0aa7ed2","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Lift 3 & 4","Stopping"
"0f8a45b9-6175-4293-b831-c8d89422b470","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Lift 3 & 4","Painting"
"3929b131-96a2-4db0-94df-d5d8ea7cafac","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level B","Area A/B","Lobby"
