"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","pass","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"ca71bdfe-c984-4136-b76f-9d108578c4df","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","TRAVEL GF.E.009","Pre Sheet Ceilings"
"462402ea-6526-4337-bf99-eb7345f3bb75","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","GOODS LIFT ANTEROOM GF.E.101"
"01708dcd-4597-467a-b10e-f1e05c5f4715","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","GOODS LIFT ANTEROOM GF.E.101","Pre Sheet Wall"
"ae871dba-35fe-4419-8b5d-c58140b0612c","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","GOODS LIFT ANTEROOM GF.E.101","Pre Sheet Grid"
"f8f2fa70-407e-4415-8dbb-769b4f9636de","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","GOODS LIFT ANTEROOM GF.E.101","Pre Sheet Ceilings"
"281d5407-0dff-4ed5-aa0a-e5b18297347a","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","STAIR E2 GF.E.114"
"7175b505-647f-4cd4-a186-c37221ae6f2d","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","STAIR E2 GF.E.114","Pre Sheet Wall"
"e809ac7f-7aab-4d2f-8998-5de9502c9da0","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","STAIR E2 GF.E.114","Pre Sheet Grid"
"2f1ef82a-8deb-4928-9c64-c9e8092c7ec3","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","STAIR E2 GF.E.114","Pre Sheet Ceilings"
"5e4031f4-b95a-42a1-9419-5869717b0481","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","AIRLOCK GF.E.001"
"09b2175b-43de-451e-a8f6-bcc93eb1a4bf","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","AIRLOCK GF.E.001","Pre Sheet Wall"
"de080896-0daf-4653-b0be-301520fcd462","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","AIRLOCK GF.E.001","Pre Sheet Grid"
"e1ea0d56-ecc7-4910-9822-5c0cdc32f2b0","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","AIRLOCK GF.E.001","Pre Sheet Ceilings"
"c12a6775-776d-488e-9e78-3571351c63bf","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","VU LOBBY GF.E.002"
"3464daee-d777-4446-9c77-fda481707486","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","VU LOBBY GF.E.002","Pre Sheet Wall"
"d47a1f2d-8b79-404b-ac40-680a7ba514dc","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","VU LOBBY GF.E.002","Pre Sheet Grid"
"ccbe840c-40a8-4720-a343-7c2cb5742918","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 81","VU LOBBY GF.E.002","Pre Sheet Ceilings"
"083bc571-3800-4cdd-ac4b-c057be99c935","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83"
"5982d76c-5472-42c8-b826-79eaf5d230b4","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WC ACC GF.E.005"
"5f010643-c77b-4280-b338-9f08407dc6af","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WC ACC GF.E.005","Pre Sheet Wall"
"bbdcc61d-0097-4892-83b8-fc38aaa62eae","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WC ACC GF.E.005","Pre Sheet Grid"
"3c76317f-1628-497a-902c-45bcc63191c9","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WC ACC GF.E.005","Pre Sheet Ceilings"
"8130ef24-fd23-4fc4-a863-6934a566b551","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU GF.E.006"
"3b6e7db1-fbf7-4828-a621-a15676cfc099","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU GF.E.006","Pre Sheet Wall"
"1256a9cb-0400-4347-88c7-ac53f5fe095d","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU GF.E.006","Pre Sheet Grid"
"179d46b6-a5b4-4f20-8514-d2c91620e806","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU GF.E.006","Pre Sheet Ceilings"
"c84c73ee-c930-45cd-ba43-f5e73e0a5912","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.007"
"d4e04d5f-35eb-4cec-9408-9155ed8b21b2","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.007","Pre Sheet Wall"
"3cd257c7-b3a7-4462-88ff-da939d155e76","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.007","Pre Sheet Grid"
"776a2f27-9c8b-4140-8e63-6ff4479f6d0f","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.007","Pre Sheet Ceilings"
"8375933f-e740-4ba8-b2fa-1f0184e45849","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.008"
"19397b1c-7e5c-46cc-b829-4113d214e66d","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.008","Pre Sheet Wall"
"d9a2bfe5-e311-4496-8604-2f43364eb85a","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.008","Pre Sheet Grid"
"7cb28cfa-86ff-43d4-8d32-4a8b9bdb6a7a","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","WCPU M GF.E.008","Pre Sheet Ceilings"
"cfaaeb1e-d23b-452b-8b53-f1c9bdb44f88","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","TRAVEL GF.E.004"
"43d4292e-d669-4f84-ac37-309c3cca2d38","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","TRAVEL GF.E.004","Pre Sheet Wall"
"557faa66-3f2d-4587-89b3-383982c357e0","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","TRAVEL GF.E.004","Pre Sheet Grid"
"087409c0-632e-4e32-8927-8882683edcac","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","TRAVEL GF.E.004","Pre Sheet Ceilings"
"a076d120-0472-4dc6-b9b9-4f45e71c5e81","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","STAIR E1 GF.E.113"
"715ba02d-4ef6-4d31-84ff-f0b386c013f7","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","STAIR E1 GF.E.113","Pre Sheet Wall"
"1d6f31fb-3b46-4f18-9f66-2d0c35c0bea8","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","STAIR E1 GF.E.113","Pre Sheet Grid"
"af5421f1-8984-49d2-9bba-31e73910f2ca","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","STAIR E1 GF.E.113","Pre Sheet Ceilings"
"5b4fd3c1-c7e5-43ac-a45e-fd805c31038d","","folder-normal","not-started","","step","TRUE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","BALM HUB GF.E.051"
"c43562b3-a44d-421b-9427-14c7aae1f98b","","checklist-sectioned","not-started","11d08a13080f1b6d8bbf8cf09570800439e5292756dcfc41baa63d487ba87c98","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","BALM HUB GF.E.051","Pre Sheet Wall"
"5f65d10a-3c7c-462e-9058-81dd6c33908d","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","BALM HUB GF.E.051","Pre Sheet Grid"
"c86a969a-6440-40a9-b91a-1d5470dc36e7","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Ground Floor","Zone 83","BALM HUB GF.E.051","Pre Sheet Ceilings"
"65e916ad-247d-40a8-954f-c3a99de05bbd","","folder-normal","fail","","step","TRUE","FALSE","Zone C (Building E)","Level 1"
"f47e462a-9b22-57c5-ae31-8d6edf0f7727","","folder-normal","fail","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 80"
"859b951f-4cdc-52fd-8114-171ca265f8a2","","folder-normal","fail","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW LARGE 01.E.013"
"93fc0527-32f1-4270-a43b-6f7baa369e84","","checklist-sectioned","fail","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW LARGE 01.E.013","Pre Sheet Wall"
"48edbfcc-2027-5122-9eac-6ed58c6b296e","","checklist-sectioned","work-in-progress","0911a50c02cd9581ed51fe191407f9187bfed62a7874fbd89e665b407ede2917","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW LARGE 01.E.013","Pre Sheet Grid"
"63b425f6-7531-54f8-8a32-59705b0ce015","","checklist-sectioned","work-in-progress","0b9d235881616af0a9251ea3b35b5e6dfae7c9a9cfaa6aeaa7d0a2adc464b049","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW LARGE 01.E.013","Pre Sheet Ceilings"
"555e5699-870b-5d67-8a7f-3cba6d3ddbaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 80","STORE 01.E.012"
"1b337e34-d71a-40d0-834b-2a19f4077b11","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","STORE 01.E.012","Pre Sheet Wall"
"2c2a5575-f75f-59da-b049-619744b81c15","","checklist-sectioned","work-in-progress","0911a50c02cd9581ed51fe191407f9187bfed62a7874fbd89e665b407ede2917","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","STORE 01.E.012","Pre Sheet Grid"
"f65a5031-9354-52a6-b483-f392c32f8a4f","","checklist-sectioned","work-in-progress","0b9d235881616af0a9251ea3b35b5e6dfae7c9a9cfaa6aeaa7d0a2adc464b049","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","STORE 01.E.012","Pre Sheet Ceilings"
"855bcae3-0420-5341-9e7d-19c8a5b0748a","","folder-normal","fail","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW SMALL 01.E.017"
"f33ef832-2562-485b-af33-4c3cd20eb05d","","checklist-sectioned","fail","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW SMALL 01.E.017","Pre Sheet Wall"
"605af6d6-a0a9-5908-a3df-0a58e703a979","","checklist-sectioned","work-in-progress","0911a50c02cd9581ed51fe191407f9187bfed62a7874fbd89e665b407ede2917","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW SMALL 01.E.017","Pre Sheet Grid"
"ba62a6cf-2b85-5c0f-95b1-542bb5208592","","checklist-sectioned","work-in-progress","0b9d235881616af0a9251ea3b35b5e6dfae7c9a9cfaa6aeaa7d0a2adc464b049","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","INTERVIEW SMALL 01.E.017","Pre Sheet Ceilings"
"004a224f-bee9-5c15-a95d-291a97d5cc12","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 80","CIRC-NRSCIL 01.E.067"
"d52ae8d8-3d60-4e89-a306-a508f56ba2f4","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","CIRC-NRSCIL 01.E.067","Pre Sheet Wall"
"c6e172f1-cdcd-56a8-a6f5-adc530bc07a8","","checklist-sectioned","work-in-progress","0911a50c02cd9581ed51fe191407f9187bfed62a7874fbd89e665b407ede2917","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","CIRC-NRSCIL 01.E.067","Pre Sheet Grid"
"2be0ca91-ab37-550f-be01-80938b4ecf44","","checklist-sectioned","not-started","0b9d235881616af0a9251ea3b35b5e6dfae7c9a9cfaa6aeaa7d0a2adc464b049","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","CIRC-NRSCIL 01.E.067","Pre Sheet Ceilings"
"0a97f8eb-b0c2-51ab-9e16-a0c03b5c52df","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 80","STAIR E2 01.E.159"
"11af75f7-f71c-46a0-909d-d4d558b96530","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","STAIR E2 01.E.159","Pre Sheet Wall"
"015caec9-c79e-5449-a49e-a5358b3196f1","","checklist-sectioned","work-in-progress","0911a50c02cd9581ed51fe191407f9187bfed62a7874fbd89e665b407ede2917","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","STAIR E2 01.E.159","Pre Sheet Grid"
"b262c957-ed78-5277-b8a0-d9f1f02e1e8a","","checklist-sectioned","not-started","0b9d235881616af0a9251ea3b35b5e6dfae7c9a9cfaa6aeaa7d0a2adc464b049","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 80","STAIR E2 01.E.159","Pre Sheet Ceilings"
"b27de9f3-8a9a-4c10-aa3b-1582e13b17a2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 81"
"d0f50250-2da9-4f86-ad51-742db5818b64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 81","CIRC-NIS 01.E.002"
"92b81cea-3633-4376-8352-fd47963f4603","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 81","CIRC-NIS 01.E.002","Pre Sheet Wall"
"0dfe493e-2b73-4284-a846-ac08ce8a085f","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 81","CIRC-NIS 01.E.002","Pre Sheet Grid"
"f4eb6e4a-b833-438d-8504-01b1d35900a9","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 81","CIRC-NIS 01.E.002","Pre Sheet Ceilings"
"a535268e-40f9-439c-96f5-17873db07208","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 81","AIRLOCK 01.E.001"
"7d9540bf-769b-4cab-8a16-70a096c62bbe","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 81","AIRLOCK 01.E.001","Pre Sheet Wall"
"286033ff-70f0-485d-ac27-a34dc19f393f","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 81","AIRLOCK 01.E.001","Pre Sheet Grid"
"a4441a58-9505-400a-8b39-b245cec1224c","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 81","AIRLOCK 01.E.001","Pre Sheet Ceilings"
"197b8d7e-2ebc-463d-8296-3249bab258ad","","folder-normal","fail","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 82"
"8703a9eb-0ea7-4e8c-adf6-b4e900bfa833","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 2 01.E.016"
"e6676184-70ef-4cf9-aa5b-711aa2661d11","","checklist-sectioned","work-in-progress","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 2 01.E.016","Pre Sheet Wall"
"89401703-b2fe-473c-9b61-37393c2d7b32","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 2 01.E.016","Pre Sheet Wall"
"a10ea1ca-d3cd-41fc-a8ae-4c622799c0b2","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 2 01.E.016","Pre Sheet Grid"
"995df934-1ee9-4fc9-9a49-3ae0c1395573","","checklist-sectioned","work-in-progress","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 2 01.E.016","Pre Sheet Ceilings"
"c46ea99e-f10c-4d58-a48a-f2290692e549","","folder-normal","fail","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 82","ANRM-NURSE 01.E.015"
"f71e1872-2066-41cc-9e22-b42fbbcf48c5","","checklist-sectioned","fail","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","ANRM-NURSE 01.E.015","Pre Sheet Wall"
"f3149338-34b3-4c51-be65-f380626b5d57","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","ANRM-NURSE 01.E.015","Pre Sheet Wall"
"756a08c8-70c8-48e7-9fb9-27873cac081f","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","ANRM-NURSE 01.E.015","Pre Sheet Grid"
"032e786a-2635-44f0-abb9-6c0dd2af4f23","","checklist-sectioned","work-in-progress","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","ANRM-NURSE 01.E.015","Pre Sheet Ceilings"
"e6ee404f-82a3-40ff-94ec-21190ca88177","","folder-normal","fail","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 1 01.E.014"
"c347b489-7f64-46e9-8247-1d86f4901966","","checklist-sectioned","fail","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 1 01.E.014","Pre Sheet Wall"
"e2787be0-449a-4848-ae2c-d4dbeba7603b","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 1 01.E.014","Pre Sheet Wall"
"29f10a4f-6f5e-4b9c-913d-83f64cb89522","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 1 01.E.014","Pre Sheet Grid"
"a0208adc-2fbf-4e9d-a2e4-003729cb5284","","checklist-sectioned","work-in-progress","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","NURSING RESEARCH LAB 1 01.E.014","Pre Sheet Ceilings"
"26a6da91-818d-44eb-b537-a617fe2d394b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 82","TRAVEL 01.E.006"
"acec4067-8329-4b9a-bda5-73380cfbfef6","","checklist-sectioned","work-in-progress","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","TRAVEL 01.E.006","Pre Sheet Wall"
"33e4d7d7-76fc-4781-b0dc-2c00ddde5c6f","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","TRAVEL 01.E.006","Pre Sheet Wall"
"792844e8-0583-4488-9c31-29c5e234fe25","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","TRAVEL 01.E.006","Pre Sheet Grid"
"bd86559d-ec45-4c2a-bd17-65baf4b3e422","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","TRAVEL 01.E.006","Pre Sheet Ceilings"
"f1a4eac5-c018-4c80-a4fa-ea56c170a90c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 82","WCPU M 01.E.009"
"5a867d93-5b72-4a02-bb87-c5f998d0fc51","","checklist-sectioned","work-in-progress","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","WCPU M 01.E.009","Pre Sheet Wall"
"32b18e39-f801-4fb3-9bc3-2656a29ffd1e","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","WCPU M 01.E.009","Pre Sheet Wall"
"26a51c15-a390-485e-a536-088f0cf7c7ed","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","WCPU M 01.E.009","Pre Sheet Grid"
"3d1290be-a812-49d6-a5bf-cba9249a3a2e","","checklist-sectioned","work-in-progress","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 82","WCPU M 01.E.009","Pre Sheet Ceilings"
"63de3051-a7ef-4171-8632-fbe3cd9236d1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 83"
"1c84b6e2-2f19-4beb-8b8c-92cb88926084","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 83","WCPU F 01.E.008"
"7ac69330-9542-46c9-92fd-3ee8f2aa8f2c","","checklist-sectioned","work-in-progress","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WCPU F 01.E.008","Pre Sheet Wall"
"96fcc68e-ed84-4219-8f8f-3c1b7b37c286","","checklist-sectioned","work-in-progress","6764b67638022aa0c165c44ae8ad6adc5b6738105dc2935f939cd2fbac1edea4","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WCPU F 01.E.008","Pre Sheet Wall"
"fa852da2-84d3-4289-a30a-3070733661cd","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WCPU F 01.E.008","Pre Sheet Grid"
"31ccde55-de6c-4797-8792-611affff4199","","checklist-sectioned","work-in-progress","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WCPU F 01.E.008","Pre Sheet Ceilings"
"440ba423-453c-40b7-b4ed-80d0210050ff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone C (Building E)","Level 1","Zone 83","WC ACC 01.E.007"
"b808b955-3ec7-4efe-9fe0-65b3aa0396cf","","checklist-sectioned","work-in-progress","ab73734a252444375fca6970d411b99b98a87e46405ca57e9c0969fb9629b528","checklist","FALSE","FALSE","Zone C (Building E)","Level 1","Zone 83","WC ACC 01.E.007","Pre Sheet Wall"
