"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cc24d03a-7054-405c-8551-e20ac26911e9","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"0b619aa2-839a-5ece-a4b2-b8c5a2c656d1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"1ec2e818-c8c6-4c93-8d4a-88fb411d1ec7","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"dd848cf3-c684-469e-8059-041f52888754","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"fb0ea07b-9172-4c82-9b33-adeb2e1e4f8a","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-01"
"a674ea75-00b3-58fe-ad3e-d60b97ee9be6","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-01","Precast Element Details"
"b49fe04a-8438-5230-b8fe-c922bf28060f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-28","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"720de719-bbc8-5c7a-8ce6-c79213e62986","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-28","Test Results, Certificates and Documentation","Upload Lift Designs"
"32dcfb8e-4ac0-4b82-b420-c10acbac919c","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-29"
"446b3e53-0d8b-5bee-8092-b6fa72503120","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-29","Precast Element Details"
"8e75d20d-b564-59cc-8dc6-e8a256771386","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Precast Element Details","Concrete Details Complete"
"140f9749-0092-5d1b-a575-54a37d66f750","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-29","Formwork Set Up Checks"
"86d468db-1c86-520b-8b82-e2f3d26854b5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"a3351758-72bd-5aca-a53b-59ece508bad6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Formwork Set Up Checks","Edge Details & Rebates"
"92eb0f82-ebb7-54ff-8e68-3376a7b01c5d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"510330f4-f1e2-551a-9a4f-348d46414d6a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Formwork Set Up Checks","MF roughening's"
"f23f9502-54fa-506c-852b-a3db3a0857d8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"2afcd6ba-084e-5aff-aba4-fbc77c5b5d33","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Formwork Set Up Checks","Mould Face Clean"
"a55e2fb1-38c7-5f91-a76d-f63f19d663ee","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-29","Prepour Checks"
"ac611bdc-84b2-5e4a-a4ad-37eab24c244b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Mould Cleaned & Oiled"
"9b65ac8f-93b8-55cc-bf1d-d576ddcbf189","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"1934eeed-e3ae-576b-ab78-60bc0d32d76a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Check covers on all sides, MF and TF"
"7eb93add-e352-5dd4-9d52-4e71d6ceddcd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"db6860e7-9efd-5b23-9ddf-16d06a2c1d15","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"8bf6683e-60ca-5098-93f1-ea6ed0dff94a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"4331946b-d6d1-5127-9d10-8a9f760dc2de","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Drossbach Locations and Length"
"1c319bd3-be14-5580-8fc8-847e565e4e18","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Lifters"
"a0bf6655-7c09-5fd7-9bac-70bb15355657","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Tie wire Trimmed"
"bc7332d0-f6fb-5b63-abca-8c6083a8ae2f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Panel fully clean"
"f886367c-f489-59fe-847c-1ce2fad76f0b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","General Photos Attached"
"23d13d74-e34d-5c09-b58d-eea87afe8c2f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"683a93e3-906c-599c-bbf2-932ec7edc354","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-29","Demould Inspection"
"179876ca-0e7a-5676-b45e-7ee92de2b0be","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Demould Inspection","Demould Inspection complete"
"5af6f212-9307-5162-a051-15c95f02be16","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-29","Loading Out"
"604ecf8d-ade8-5986-91e5-3a00c540be98","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Loading Out","Photo take of Panel on Truck"
"a71f6946-a81f-503d-9c8e-92e3142ac518","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Loading Out","No remedial work required on site"
"10dbd060-13b8-57e1-a1d9-c6e1987c9ac8","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-29","Test Results, Certificates and Documentation"
"06b351ef-182a-571f-98af-ecf6a77f4047","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"4fecf194-4e44-5afe-9fca-603fbff3e7cd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Test Results, Certificates and Documentation","Concrete Docket Attached"
"33afc6a4-6ad5-55db-997e-f41cdbf42860","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Test Results, Certificates and Documentation","Upload Concrete test results"
"dae2188b-a522-5288-b215-5a598b99df54","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"93b1f84c-87a0-5ddf-9502-1a407f0a4ad4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-29","Test Results, Certificates and Documentation","Upload Lift Designs"
"c43f13f8-7bc1-4e73-a7e1-d9475f1c7bc0","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-30"
"871590b2-cc68-540f-99d6-757e555a6815","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-30","Precast Element Details"
"bffec8a8-5cef-5d98-adc5-02caf80451dc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Precast Element Details","Concrete Details Complete"
"9b50ba4a-3922-5000-92b1-e6b378159187","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-30","Formwork Set Up Checks"
"243d36e5-71c6-59d2-8c27-a2806cec42e2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"edc655a5-c41a-537e-ba48-42c596179125","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Formwork Set Up Checks","Edge Details & Rebates"
"9f77357a-46fa-56cd-bcc5-7c2c22cdd029","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"fc8fc0d9-7efc-58c9-a822-f25684ec1957","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Formwork Set Up Checks","MF roughening's"
"7a20c8cc-ad80-5ca2-bb1d-41ae54e827ea","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"8d810da6-e3f8-585c-8453-67bcb4d7f63d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Formwork Set Up Checks","Mould Face Clean"
"25759a10-8cf8-5cf8-a7b8-f09e1da6b242","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-30","Prepour Checks"
"b0b3c422-fa75-5e92-a3c9-daa5b7bba86f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Mould Cleaned & Oiled"
"27261169-3e73-552d-b106-48ccb4835dfb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"72110a57-3c82-5018-a03b-5fb0b3ff48ea","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Check covers on all sides, MF and TF"
"51f013e0-a279-5687-85c4-72e1fd6cb784","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"8a36eb3f-0aed-53a5-818c-b35a106dda17","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"b698d997-49e7-5e14-bf4c-bec0eb23103f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"4db6afc3-ada0-510a-8dd8-cf93a66475a8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Drossbach Locations and Length"
"0f523669-1245-5f5f-b5d7-3b465628d276","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Lifters"
"413207af-084e-5432-acd9-369df93b8b41","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Tie wire Trimmed"
"99e9cd09-7da5-5204-9fff-439a7130d91d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Panel fully clean"
"bef6ea69-e4ea-5661-a432-a038f090f755","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","General Photos Attached"
"528e27d6-56b8-5a24-b5e9-042209cb4599","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"aa2fc2b4-6e86-5621-8619-e9c70c9f427e","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-30","Demould Inspection"
"e68d421b-d136-5cb2-9f6a-67d8afe2ed71","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Demould Inspection","Demould Inspection complete"
"0e035eaa-7042-5931-902e-b8b96df027d4","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-30","Loading Out"
"4f58d30a-a483-5f95-a949-598397f2df56","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Loading Out","Photo take of Panel on Truck"
"79e34b0e-d550-586e-a211-509fc4e5340e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Loading Out","No remedial work required on site"
"a7ca3d31-e977-5074-bca1-295399b18d16","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-30","Test Results, Certificates and Documentation"
"ec027fdd-3428-5478-bccb-d8e401af1474","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"d40fffbb-30c2-54b8-ba0b-c1ab00a1d560","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Test Results, Certificates and Documentation","Concrete Docket Attached"
"9a5e3583-56a3-5b5f-8c23-d70cf0d0af8e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Test Results, Certificates and Documentation","Upload Concrete test results"
"52010aef-ca67-55ea-81f5-ebb518f6d102","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"29f0cb48-adb7-52d3-8dd7-a60483781bda","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-30","Test Results, Certificates and Documentation","Upload Lift Designs"
"a42047f0-8323-436b-bb39-6684f60f0e48","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-31"
"be6bc7a6-be92-5ec8-9c11-0a11a3fa2e66","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-31","Precast Element Details"
"1c50ba8e-3192-53b4-84b2-a6ecf0e35cbe","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Precast Element Details","Concrete Details Complete"
"2ea41279-063c-506c-bfc8-c6c622e0665f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-31","Formwork Set Up Checks"
"ed78d501-1d86-5f5b-bd3e-d69af2e67779","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"bd34b33a-8e9e-5c03-b146-73b081956d2c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Formwork Set Up Checks","Edge Details & Rebates"
"ff1285fb-9266-53cb-b780-85f753aba1b7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"1b30c348-d6bb-55b2-9102-8dbc5547047b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Formwork Set Up Checks","MF roughening's"
"88c10870-4d1c-50cb-8cf3-6ee059fa34fc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"27929aaa-d301-5399-b184-a3475639ea8f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Formwork Set Up Checks","Mould Face Clean"
"15aa81b7-b7b3-51c2-81bc-3096079ff73c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-31","Prepour Checks"
"ec80fa13-1842-5c4b-8394-ee58337fcbf5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Mould Cleaned & Oiled"
"362cf091-db89-59b4-9272-3a897b69b507","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"10921e5a-8e12-5df8-8862-95c5588999e8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Check covers on all sides, MF and TF"
"598178ef-03f8-5383-a351-311a16533fb8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"53984e31-13ef-51fc-ab60-e8c824da5265","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"82d32585-3c07-56ae-97b6-7466b742aa87","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"4be1c7fa-9b34-5a7c-b89f-3517f6e86d78","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Drossbach Locations and Length"
"531908fa-de8f-52cb-a867-a0ef3c82bf4f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Lifters"
"8967a5f5-478c-5b8a-be08-157be4e9aadd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Tie wire Trimmed"
"01d4feeb-af34-507b-8af5-28f1db430511","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Panel fully clean"
"e2fee7e4-7caa-56b2-9cb8-485bad60df7d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","General Photos Attached"
"1c1b5917-71af-5946-b2c6-e7a1faa132f8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"e1522426-b932-526f-9792-e38940e99d65","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-31","Demould Inspection"
"c7afb865-7873-5a4a-b355-7cf7c0e7b74f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Demould Inspection","Demould Inspection complete"
"bf684617-43b3-51ad-8b62-fa5f91740b0d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-31","Loading Out"
"03d91ebd-12cd-513b-89a5-907570ff9a6b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Loading Out","Photo take of Panel on Truck"
"f8d42a85-3207-558c-9ef8-593a803dcb09","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Loading Out","No remedial work required on site"
"2e5d7059-fdb7-5e6f-af0c-f3d4dbaa8420","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-31","Test Results, Certificates and Documentation"
"745e1c89-7f60-5f43-b2b2-f14fab6b40c0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"285411fd-f6c3-5c12-aaad-8d3efd077399","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Test Results, Certificates and Documentation","Concrete Docket Attached"
"4dc8165f-e9fc-543e-a02f-03316eaaf817","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Test Results, Certificates and Documentation","Upload Concrete test results"
"86ed5467-1963-5132-80ea-d7a236aff1b2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"3ac23a32-a7ec-56d0-aea6-bfa81e8182e5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-31","Test Results, Certificates and Documentation","Upload Lift Designs"
"fd6cb6e9-56c8-43a7-9560-c3c4d65603e6","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Stairs"
"ad1ef9c9-9098-409d-b77d-0706b367b06f","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Stairs","ST-01"
"4f1543ca-670e-5a82-a41b-e72e8e364a45","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-01","Precast Element Details"
"25fa3641-001b-5f74-b109-9b641b2f0792","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Precast Element Details","Concrete Details Complete"
"55c3dc98-baea-511f-aec7-d14fda1a7565","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-01","Formwork Set Up Checks"
"0d4833d0-0911-5750-b0b9-2641791674d2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"4e71baf8-1caa-58b3-a5de-a9306d2cf4cd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Formwork Set Up Checks","Edge Details & Rebates"
"f88981b1-52e1-5e37-b456-7ee5d732700d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"7eef9a17-8764-556a-be32-346d43188e4b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Formwork Set Up Checks","MF roughening's"
"7220b624-4918-58cd-a7f4-caa4023807a4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"81ca90e3-ba15-5925-a7a1-7ba61bec76c2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Formwork Set Up Checks","Mould Face Clean"
"eb496d5d-c768-568c-b7d3-35531d171996","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-01","Prepour Checks"
"d2595cba-c80e-52cd-b492-cabeea33ac95","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Mould Cleaned & Oiled"
"7e242e8e-f27f-5288-a6da-d414d3981121","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"0e8651a2-5c6e-5809-ac6c-96a3fb9e56a0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Check covers on all sides, MF and TF"
"42a84b8a-63ea-5ff9-9750-1134a5658c79","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"17744712-ec11-541a-b012-a8e72a136dd5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"55ce3036-abd7-59bd-b10e-7e749171f160","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"0fd0062c-af61-5d6d-bcd3-b6d070c268c8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Drossbach Locations and Length"
"81aa3418-a891-5805-b9c7-eff7a710e2c3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Lifters"
"2fa96af6-8545-5c84-a816-a24668fe4810","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Tie wire Trimmed"
"32d48d15-a34f-5f75-aefe-53fdfa9f84d3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Panel fully clean"
"bbaa3c01-9ba0-51c0-8c3a-2348512b70e9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","General Photos Attached"
"5d421ed7-fa7e-5d12-90d3-fd3cd7a62a08","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"515a4ca5-c962-54f2-929f-ed7edf4b39c0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-01","Demould Inspection"
"0e14212e-22fb-5615-a57f-1aa6541a3304","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Demould Inspection","Demould Inspection complete"
"9e9bef8b-bdb1-5dcc-b0a1-6b0798140af5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-01","Loading Out"
"8fcb7c2b-6d3a-5ce6-9fdb-6b41359bafdf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Loading Out","Photo take of Panel on Truck"
"696ab115-49f0-5e77-b132-f38b10f7f388","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Loading Out","No remedial work required on site"
"28c04ed0-fb79-519c-ae20-4b583a105e82","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-01","Test Results, Certificates and Documentation"
"f87708a0-39a7-5a70-a54e-6fa7e7138d90","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"c7003a1b-4f90-5845-923d-1bb4f3bbed67","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Test Results, Certificates and Documentation","Concrete Docket Attached"
"d67d4d78-f4bb-5f08-a319-da2d13b5e6d3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Test Results, Certificates and Documentation","Upload Concrete test results"
"72bdce77-19fc-51ac-b6c2-c94b709034d1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"0589aaf9-a6aa-5435-ba4c-25c893e4e08d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-01","Test Results, Certificates and Documentation","Upload Lift Designs"
"2e30db38-8cd8-4f17-9d48-4eb57d6918fd","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Stairs","ST-02"
"f5024ebb-3a72-57d2-834b-afc32fc450c2","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-02","Precast Element Details"
"7aa2f400-f4a9-51b3-b1ec-dd280a9c06dc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-02","Precast Element Details","Concrete Details Complete"
"35dbf2e2-392d-5037-ad0d-f0c52e0c643b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Stairs","ST-02","Formwork Set Up Checks"
"b04adc0e-0693-5b06-b9b1-748d6b9ffe76","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-02","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"b0b2f4a5-87ed-55a4-b84b-4d4adc0aeb49","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Stairs","ST-02","Formwork Set Up Checks","Edge Details & Rebates"
