"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"106dbc0d-4261-4905-a639-ed95d108e71f","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"0784552a-f365-568c-b74f-6231deb6262b","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"fd50a08e-64ed-4367-95a0-c41039a4aa02","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"8c92909c-7fcc-423f-9643-25b6fa49752e","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"18c969d6-94db-4f71-a1a7-e0bdb3de2593","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Ground Floor"
"105e7f84-b059-47a3-b188-4e3737b504f0","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1"
"39d5d10e-d898-50c9-b65f-6cf1aecc33a3","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1","Precast Element Details"
"7a6c08cd-4959-573a-b166-ffd303b9696a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-10","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"8fcb2467-8992-55d3-8be3-9573406fd4fe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-10","Test Results, Certificates and Documentation","Upload Concrete test results"
"d0bd7c68-d29c-4d28-b0e9-2dae120c466a","","checklist-sectioned","not-started","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11"
"a62b5d48-3661-554c-852b-beb613699468","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Precast Element Details"
"cfc8275d-831a-55bf-9013-3ac19ffaa1ad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Precast Element Details","Concrete Details Complete"
"c7f927d4-8645-5331-9e55-617fc0a93a6f","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Reinforcing Yard Checks"
"7e8809c4-8068-53ed-a90e-f194c02b4b4c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"5c08c39e-8086-53f4-8f4f-abc507723185","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"a5a77665-734a-52a0-aefc-0e578924ded3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"48873367-4758-5d38-b23e-89c31a18aaf4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"798b815c-a9e2-579b-9baf-550826496a5c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Reinforcing Yard Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"e33372a0-2eff-55db-bd58-459eb1c3afa1","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Formwork Set Up Checks"
"cb1a05c2-5468-56c0-8f01-4981278aec58","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"648c13d0-79fc-54ca-ab00-8810431620e4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Formwork Set Up Checks","Edge Details & Rebates"
"d4d1a6a9-303f-5d5a-ae8a-6a5f7e03539c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"c454cc53-ce86-5291-ad6f-1274a1693b63","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Formwork Set Up Checks","MF roughening's"
"53515335-ccde-5bec-8136-e6c527cc4a93","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"2c90d5e3-9722-5f1a-9703-487a9a90ff8d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Formwork Set Up Checks","Mould Face Clean"
"57b4ab24-453a-5081-9a41-ff89effa43d3","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks"
"50a2da44-64d6-52cd-865f-1686aaaad249","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Mould Cleaned & Oiled"
"842fc6c8-1c1a-5be9-b46b-1eba429e8539","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Check covers on all sides, MF and TF, openings"
"05cac7ec-2c3d-5d95-83a2-c630d87dd115","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"84670298-34d7-590a-876c-09469827155f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"493d22c5-1897-57db-8429-2af4ae242c3f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Lifters"
"247eb49d-d16f-5116-80e0-836dd6580f4d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Tie wire Trimmed"
"30766732-cd83-5825-a0d9-69baf2b0c4f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Panel fully clean"
"71f8a266-c289-5e89-a4ab-8c22bfb760d1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","General Photos Attached"
"61b8295d-6975-597f-bdf6-55928cc4c28a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Concrete Docket Attached"
"cb1639fa-eeed-5f1a-a54f-34d1e69a6ed5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"e9ee1cdd-b38a-5a5a-bd2e-5ee6bc132ed9","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Post Pour"
"aa7d550a-542c-5290-bb28-2caa69f96ecc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Post Pour","Confirm formwork has not shifted during placing of concrete"
"7fb32407-8dc5-52b7-8767-94970e79167a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Post Pour","Face lifters placed in correct location"
"8f1743f7-2aa1-50c2-93b8-d88a37997d40","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Post Pour","Roughening Lines Correct"
"6f781c45-4d9f-5a44-afaf-58ee55b5aeb4","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Demould Inspection"
"951cce09-0a77-5138-8fc4-6053602a68d6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Demould Inspection","Demould Inspection complete"
"d05cb42e-921c-5a33-80f7-d6ebd3bac55a","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Loading Out"
"7addea53-9dcf-5746-a650-db7f7252e156","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Loading Out","Photo taken of Panel on Truck"
"b702e57b-6e7c-57ad-8913-59b7e8a1074f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Loading Out","No remedial work required on site"
"9b830cb1-a985-5862-9f5c-84f4b784d78c","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-11","Test Results, Certificates and Documentation"
"c0d67d38-e662-504e-bb0d-40aa5dfe7344","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"1edbf7ac-d5ee-5071-b212-e5517a07baba","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"6d63ab4c-3c65-5360-9ac0-15cdf216d70a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-11","Test Results, Certificates and Documentation","Upload Concrete test results"
"28167e04-dbd3-469e-835d-b40b31b16954","","checklist-sectioned","not-started","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12"
"24c017f1-9ba5-56b2-bb73-f48e3bd9b5fe","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Precast Element Details"
"f916e863-7eaf-5bdf-a2e3-fd12dffa4fde","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Precast Element Details","Concrete Details Complete"
"0aec73fd-0955-5195-bb4a-2ab7ef1b7d91","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Reinforcing Yard Checks"
"f3425962-a6aa-58ba-9ec6-190dee2763d9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"7fdd7ddd-48dc-5533-8f80-4e9b3cba5d34","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"250f0ddf-77cb-5cf0-953a-29252c3868fa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"7652d85e-e827-52c7-a90f-7cc1000b5d3c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"cc0fcdf2-b082-581c-8167-7ca93a4b0d4a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Reinforcing Yard Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"e6316f91-6363-58c1-a09b-56e43bf7bb12","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Formwork Set Up Checks"
"4b57df49-3dc7-5971-a0ba-98ecddfb410f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"c550453d-c210-54ed-96af-6d890cd02a78","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Formwork Set Up Checks","Edge Details & Rebates"
"0362c5c0-f1a5-5843-9001-a70cfc27d2da","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"471ea6bc-eb22-51ab-87db-e6783c24d348","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Formwork Set Up Checks","MF roughening's"
"16d4be97-fbea-568d-9bac-504369401cff","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"c79f6d77-d53a-51e2-a7d4-7e4a4070666f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Formwork Set Up Checks","Mould Face Clean"
"aad46532-797a-559c-8e2f-e76e8f6fd4e5","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks"
"865b7864-86c4-5b37-8adb-cb8670fe7665","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Mould Cleaned & Oiled"
"ba1db6e7-75fe-52af-807b-3012c91734f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Check covers on all sides, MF and TF, openings"
"1f5513cf-18a6-50ac-9945-f9ca619dbf4d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"8d9403ef-c4ca-58ca-8cad-529ae107a91a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"83465f07-ed30-5d73-9b50-77cbde207fc7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Lifters"
"38d3123d-082a-5976-81a7-54799c24105b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Tie wire Trimmed"
"a34c8278-a7dd-5a26-a35b-12b68cbd23e7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Panel fully clean"
"d55e220d-3333-5c2a-84a9-2b52691aaf9a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","General Photos Attached"
"fe63552e-2b98-5b9d-a8fd-0611545cc8e6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Concrete Docket Attached"
"caa35412-2d20-54eb-a737-c2a83a95c414","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"0b8451f7-fc2b-5a8c-a870-5df319bac7ad","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Post Pour"
"cabc73b7-3614-5ee2-ac44-d5430aa496fc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Post Pour","Confirm formwork has not shifted during placing of concrete"
"a746400b-ce87-5219-9cd1-4b71da20358e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Post Pour","Face lifters placed in correct location"
"41e77a6f-4de6-50bf-be03-e853c79c12b3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Post Pour","Roughening Lines Correct"
"2dedf231-2de6-5c7f-8015-a5dbe41b8c39","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Demould Inspection"
"186b6fcb-12e8-5aa5-b475-cc10a1a35423","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Demould Inspection","Demould Inspection complete"
"78111d82-0795-59d2-92e6-6af87920d731","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Loading Out"
"16fd8c17-57eb-58b2-8439-46671c1e8172","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Loading Out","Photo taken of Panel on Truck"
"a80801e5-4e89-5908-94b6-d796dd190c9b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Loading Out","No remedial work required on site"
"f75141e4-6689-5338-9dec-32445b1f1b0c","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-12","Test Results, Certificates and Documentation"
"115057c8-7e6a-5788-89b9-31ea904702b7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"ed23daf1-b994-51aa-b913-49606688b2bd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"efaed1c7-d9a6-5010-b8e6-93b621aac26f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-12","Test Results, Certificates and Documentation","Upload Concrete test results"
"e9397cd3-0097-429d-87f4-bcd53970b2af","","checklist-sectioned","not-started","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13"
"58cec04f-f4bb-5b08-bfd6-13582749299d","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Precast Element Details"
"9a7dc1cc-555d-57e5-a324-fe99b461c7ec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Precast Element Details","Concrete Details Complete"
"bb8540a2-28e5-5483-9799-5045f25530b0","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Reinforcing Yard Checks"
"0b23c00a-09c8-5293-bafc-c21fdbb6e88d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"926e6368-b559-507c-bfbc-35aad8c86feb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"3bf74556-81ca-527e-8356-0425b6d170cf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"f2346ef5-662b-5917-9c3b-51574e886c59","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"6365e297-58dd-50e0-b02a-959bd21ef544","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Reinforcing Yard Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"da15a685-264a-545a-adee-6af2fb1e2a96","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Formwork Set Up Checks"
"296de3c8-0eb5-5102-9269-003e8a863999","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"f9da9f16-0069-5b2d-93f9-9f109c1d02ee","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Formwork Set Up Checks","Edge Details & Rebates"
"93a5bf4e-bfb2-5433-a7ba-814f34c24ad9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"71f50294-5748-5f06-b7af-756b826d0393","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Formwork Set Up Checks","MF roughening's"
"3a3c25e7-e4ed-59a5-a347-c4c860ea5a6c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"e4d43e98-ccfc-5dd2-acbd-41d87d662750","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Formwork Set Up Checks","Mould Face Clean"
"9cd8bdf4-9c09-5b6b-9146-4172dc9c262f","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks"
"07980bbc-8653-59ad-a30a-e9c6919d5c70","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Mould Cleaned & Oiled"
"874ad0c3-e9d6-5160-ba18-671a37aec39e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Check covers on all sides, MF and TF, openings"
"f1598806-560f-5613-8126-9e391a4137a8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"8fefec9f-2c3c-5a6e-94e7-78b99fe39c17","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"811367c5-f7f5-5f7d-bb8f-653f701f6ae1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Lifters"
"ea561287-a587-5194-ae84-291462634f1a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Tie wire Trimmed"
"2ebd513b-cdc8-570a-9bbc-ac09809798b8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Panel fully clean"
"a399b146-80f0-537d-935e-72fbb564e407","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","General Photos Attached"
"940cf201-e88a-5de1-9227-8051bccc0698","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Concrete Docket Attached"
"f90aa9ed-e156-5233-a016-4665187e695d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"05aa1b4e-4c83-5510-bc6b-51ed7ea4289a","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Post Pour"
"1f1b7d68-126f-556d-b338-2453df3214d0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Post Pour","Confirm formwork has not shifted during placing of concrete"
"1da5027f-d501-59ac-8e4e-ee65dbf25282","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Post Pour","Face lifters placed in correct location"
"31a6005a-4d74-51fd-8f30-1a37c53d0e43","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Post Pour","Roughening Lines Correct"
"72d7ec1d-c863-530b-9dc0-09dc6e0f8646","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Demould Inspection"
"1c3cce70-09e9-55d9-924c-9abeee850222","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Demould Inspection","Demould Inspection complete"
"eae77742-f520-53ff-b8b4-75acde812dcf","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Loading Out"
"58175cf5-1d3f-52c0-b1fd-5519ed25e2e4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Loading Out","Photo taken of Panel on Truck"
"3caf9ff3-78b9-5dba-944b-6f4dee33c4ec","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Loading Out","No remedial work required on site"
"6b09b251-9274-54a1-a515-e70201d48ed2","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-13","Test Results, Certificates and Documentation"
"a5eff0b4-d213-59ec-827b-de7e5f57769c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"f15436c6-9079-5d8b-886e-0ec182429f09","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"b0208964-e8d8-5d48-b8bf-ca47065263a5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-13","Test Results, Certificates and Documentation","Upload Concrete test results"
"23e7d359-c9cf-4953-adb9-086cc5248253","","checklist-sectioned","not-started","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-14"
"1d2c044d-aa2d-5b4e-9dc6-2f87217cc499","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-14","Precast Element Details"
"fa8058b0-11ee-55c6-8b12-d580f2f53b6d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-14","Precast Element Details","Concrete Details Complete"
"149d5df2-73e1-5b5d-be22-3080f68689b2","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Level 2","RR2-14","Reinforcing Yard Checks"
"b9e731c6-9c1d-5a20-aa58-b303fed2b377","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-14","Reinforcing Yard Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"679bc224-7a1a-582d-833b-9169ba2b51e6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-14","Reinforcing Yard Checks","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)"
"fa0d1c8c-b0d7-59d2-bfb8-5ac066ab2034","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-14","Reinforcing Yard Checks","Overall cage dimensions in plan checked and there will be sufficent concrete cover to edges"
"69d01ddd-fa87-5567-9089-ae96b02535f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Level 2","RR2-14","Reinforcing Yard Checks","Overall cage thickness checked and there will be sufficient cover to MF and TF"
