"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b53f8f34-bb02-4c50-9ae8-4917c4ea9743","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"4ef3cfe1-228a-4721-9e9b-45bb78739a7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01"
"9eb000d2-1b2d-46b7-aced-5d129e272b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout"
"d10dab5e-a8e8-4ea9-9038-4134e7246ab9","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement"
"0cc0381a-7cee-43ae-823f-23bc4da42e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A"
"28966d3f-9950-40d7-a988-ed42747ab640","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area"
"be950575-57bd-458a-a299-719a35dc3c05","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area"
"b3d60525-a3a4-4e37-bd1b-3ba3317ba1e0","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area","PRE - S - Steel Stud Framing"
"87c38ba6-d83c-5332-bdb4-dbbd25b0023b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"cac9a803-71ea-5a86-af4b-4ce04140de4b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Batten joins offset"
"8f645994-1e76-5722-8979-e8233279b776","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Batten joins flush"
"3661f169-b717-5ded-bf1f-91244a9d1ced","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"8ee2da4c-0f72-51f1-8d7c-6aed6f669144","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"99e42c94-9e22-5153-bed1-f47997426720","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"3423d4d1-a937-517f-a36d-7a44d85845be","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"065f66e1-51f0-5a80-ac4e-783db464652e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"31abbb0f-f2f2-5999-933a-16f6951349e9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"d8602155-2a7a-5e5d-a14c-6e7cfd0c864e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"3e71c132-5fd7-5bec-9fb1-29a6b2e2c9d6","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 455","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"3163abfe-0338-40f7-8387-9132ae8c9e53","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459"
"59fd9fe5-3e80-4420-950d-57b683040a85","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing"
"ec54fc7d-5c92-5438-92b3-721b89116de1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"aabc3b07-e6fa-5711-a0d7-1b257edeee05","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"517932ce-25c5-5313-a8ce-20cd77800c5a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"9ddb824f-ff09-5d50-a006-8244a8b20378","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"72590e8d-cfd7-50ea-a1b4-fa825b65fd17","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"3c386db8-9755-5e65-9c7a-2b5c1959b61a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"6898a4ac-0ff5-5b7c-862f-23c906d903d7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"7fad8ed9-b0d2-5912-b366-d932e55a952f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"563ee278-666a-5866-bde4-0c573574c165","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"9b4b79b4-2241-40b6-b459-3f15c63bc51a","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids"
"17d46727-faea-5a46-8041-6470d737a74a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"2d090cc4-cf34-5878-afd2-a17909ce0839","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"81c8c28d-5a0e-576b-bd8b-6a580fd18210","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"38bfe097-f31b-53a9-b961-21b9c826dbcb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Batten joins offset"
"3a9120a7-758d-54bd-9b1c-c2524ee8e87f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Batten joins flush"
"8fce7353-745a-52bc-a6b6-04fbed4ef4b1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"8d055b28-34b5-5212-89d8-94031bc3b392","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"eec5fd53-7f97-571c-998d-47cd5c7cbec0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"c8bbc2c3-67b1-5b2c-aff8-acf80dc88a56","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"dca107e8-8ed4-541c-8338-67dcadd942cb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"a629c844-211f-531e-9401-9bc0adc25c96","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"0cad908f-236e-5556-a23d-1bd20f5ce224","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"f97a3551-71fb-56df-ba3e-66163aa8757f","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 459","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"061c33e2-0b2d-4989-881c-e16de2a2113d","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456"
"7f02dcf3-fbd9-4b36-97ad-1115bafb37cb","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing"
"7275708d-f72f-520c-9f19-903332a01feb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"44115a17-aa33-5060-bd26-d5ffeb7625bf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"4520fb69-3b2c-5528-83a8-a6c3f104a1a4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"44b2ea95-90e5-5ec6-a93e-ab1d992bde3a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"6527c67d-bc08-5d55-87db-3b08c4a7747d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"68cb8954-750b-5760-9c3c-7d15fbd13461","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"a6b15b82-d3a2-5001-9971-7d6c1ff0f70b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"1a4cfe6f-39c1-5765-95f7-8635d4b4e76c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"dc50d4e7-6e83-5806-83ce-e17e469542d4","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"6963a2f4-739a-4e1b-9aa7-4937cec9b6a1","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids"
"07545d4d-c05f-55df-a2dd-744226c21b23","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"e283bf40-a4a9-53ed-b829-c6dc70ec145b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"80b5026e-7d6a-5201-8afb-5b293927f8d2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"20eb2267-0ae4-5df4-9260-49f21f16f16a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Batten joins offset"
"9c4a2a9e-19bf-5394-8203-2fc055fa20cc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Batten joins flush"
"bbe06ba8-b5f7-503a-992d-ccc7045f7b3f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"012427a2-4dd8-5fde-bd92-6183dafa42d9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"ecb7ff62-5d12-5f6c-a869-11e44bd66931","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"24a7b3f3-0060-515b-a75b-8afaa1c59f04","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"d94ba83a-0121-5b3c-8e33-86bde6529aef","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"4c6ab689-490a-55f2-87ef-22e18108e75b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"e8a9a27d-23a0-5345-b072-af1db1d8ac95","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"0dcd816b-4915-552f-bbb6-afbe92cb35f4","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 456","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"a7dcd7ce-6ac1-4b8b-b6e7-de7daf8a000f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457"
"17c3c2b6-3ad4-43cf-a05c-8ba16fb1a8f5","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing"
"e33cfd80-7904-56b3-8fd7-e44ce08af1e2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"9890fe6a-1187-5b60-939a-be29211b4701","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"d3b77b8f-32ef-52b5-bbda-3158088c412f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"c0ef5577-3291-5585-a4a0-3a08c03bf880","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"5dc24fec-8b21-5708-895d-7590a3757940","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"4f771ee6-e3b3-5770-a807-e39dde37143a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"75711db6-9f69-5a98-807d-988365cdff81","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"3f4de9e1-ed91-5bfd-a865-a16209212bb3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"60bf0759-4b7d-53bb-a95b-d8644f1566f1","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"498edd2c-114f-4a56-98c1-16efb19b6eee","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids"
"001dd88c-c64b-52d4-8793-381d39605b7c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"cf027615-9073-5cdb-ab5a-60d831f8c090","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"2c506ce1-b8ea-52e9-b074-40cecb00a2ca","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"a67ad7a5-f18b-5d48-8ed1-7edf0075311a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Batten joins offset"
"a5ce3e5f-6bdb-5aee-b820-2b3bbfc3f2c2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Batten joins flush"
"23ea60f8-0f8f-594b-964e-54e54a578cff","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"5589e964-b938-583a-a8eb-96881418536d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"576465ef-98f2-50f1-865f-d6648ad7991e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"a4d68e46-2d27-5dbf-9285-fcbab18d9f81","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"c60d786f-166b-510b-b1d8-4947935151e0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"662cb2f5-1262-5d27-b7df-3ef3966189ba","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"9fe2369e-8fca-5f03-b5ec-8713f68aa7bb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"bf4c2746-c110-5da9-9df3-d4af30c17b3c","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 457","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"50820051-14eb-4616-9b59-ec1365bce0e4","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458"
"8a8e4941-7f49-4a4e-9a87-42d944e69949","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing"
"7d37465e-ff12-57a8-a66e-f4a5324e93b4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"a77deb61-2ae4-50dd-b5e4-9aa5b81c4ee4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"d1886a61-ad99-5c9d-b760-ac4235217054","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"bed014c7-b10e-5cb9-8908-89a2c49399ff","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"df11ae2a-468d-5f5a-bfe8-6b34fa5e70e4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"ddbc843d-86cb-5a08-8e34-82a585842913","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"2ea52665-3241-521e-9be2-a3b6daece6f8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"238def1c-e5f7-583e-bed1-48775869f115","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"dbbde7da-bb0a-563d-9c03-cab6991f89a3","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"eb7b2ded-3cc0-4309-a6f1-d9b3452c0bc5","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids"
"9d22ef4e-f99d-5d9b-9c0c-d570dd0019ea","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"68c352f7-964d-529a-9bc4-1df06a4b2edf","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"3d24a445-4ae9-5ce2-accb-546cc066e0f9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"82d43ce9-638e-51a8-ae52-89c120926712","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Batten joins offset"
"991c483d-2772-58ac-a000-826b60f03847","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Batten joins flush"
"bdb6899c-c6eb-5fc3-a649-6a995a0af4ed","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"1a909ece-3545-5e04-a3e8-80269877cb6d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"95041496-0b03-59e3-8e30-4bba830c7d55","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"2a4f2cf7-8b6c-5a46-8053-f4c9d0c663b8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"55cad45b-c366-5fbb-8588-bcee282a95b5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"0e0201ef-4533-5a63-9aab-f8e4033afca6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"2a06ec95-d2bf-54a9-ae26-47eb38e8a67e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Level 4","Area B","Apartments","ALS 458","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
