"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"091c66b8-395d-42a0-9f5e-53d77c07663d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"905efdc1-df68-4ccc-9792-59b4750cb9a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services"
"cbc5c778-eae4-4b78-a643-4fe05478290f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)"
"1972ece5-9e65-45c1-bb0d-d34953bbe012","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 1"
"0999ec0b-2048-4acc-935b-f8135072d6fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 2"
"de144d89-4aa4-43c4-94ee-330aa61dd02d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 3"
"56b4b8c9-efe5-498a-9536-dbe61e08f94b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4"
"b2e5c49d-5f14-4e1c-962a-cc56428580f3","","checklist-flat","pass","75180dba9da3255b68dedd748ee12838a79552bbe6e6fe74729584a56a5c5a49","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4","Zone 4"
"5ca570c1-045f-5575-8624-8fbff0a8174c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 2","Ensure all excess material is removed from work area & leave clean & tidy"
"84c82047-9a6e-4e2c-b9a1-aec055d8208e","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 3"
"a5006ec5-f680-5fbb-b48a-0f622b936d56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 3","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"8c19ab90-37b0-5e66-8579-89b6a805f00f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 3","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"2287a0ae-74a6-5adb-8d59-8e3abdc652fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 3","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"f9cd0256-f9f8-5b69-a9e3-5e645bb82f79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 3","Ensure all excess material is removed from work area & leave clean & tidy"
"f8db48d9-8a23-4a54-afe5-bcf2d326924c","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 4"
"e4ef3719-614e-55f1-b436-0ab42e718a76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 4","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"412422a3-55f0-5a41-a192-3b7f2f81d94e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 4","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"f837b07c-49fb-57ec-aece-2f4c98cf1dce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 4","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"e54e6bbc-d53a-5d5c-89ca-0e0b93ac9565","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 4","Ensure all excess material is removed from work area & leave clean & tidy"
"08117a04-27bf-43c3-86eb-0b0a880bfb83","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 5"
"dd515a6a-a648-572c-8302-117d4326026e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 5","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"ac893461-fde4-5818-ba8e-cf4a476de109","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 5","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"30fb06f4-aad1-5ecb-8919-60e3e2507f0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 5","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"9803a872-55d0-5730-9973-01b2625be2c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 5","Ensure all excess material is removed from work area & leave clean & tidy"
"0b053fe0-2c84-4e9d-af20-8b6d1910622d","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 6"
"b0c28257-1e30-5098-9923-f8907bd126ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 6","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"15827e30-c3d0-59b4-a57a-486ca64c932b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 6","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"1f13087e-b07c-5028-9e67-40b87f9af4f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 6","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"ccddf1cd-0777-512d-a036-0ae8c7164b21","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 6","Ensure all excess material is removed from work area & leave clean & tidy"
"23a60301-c599-4852-8506-1aff0d459c5e","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 7"
"a3059289-0901-562b-bf37-479aba22a4cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 7","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"7c1b0296-c34f-5ba2-9262-9b028d2ed912","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 7","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"2e851162-0d68-5daa-a65d-83b076b669fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 7","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"8aeb2ef1-9330-54c5-b29b-a104f08a9885","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 7","Ensure all excess material is removed from work area & leave clean & tidy"
"43ea6076-534f-4b1a-a600-0d32a5865bca","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 8"
"ddfc578d-d599-5e35-9569-9cf21b2b7ab9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 8","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"4cb11546-d665-5b73-9a6e-41b28cbff152","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 8","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"a7cf89fe-4ffc-5fc5-af98-bf5039cc31e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 8","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"adc5f7fb-8dc6-50ce-b34d-4794352e4065","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 8","Ensure all excess material is removed from work area & leave clean & tidy"
"9774f889-5bcd-44b6-bcd3-b31f33b0cf33","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 9"
"51bc682a-9011-5656-95a0-a66da4ae7d76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 9","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"251ce81c-c59d-527e-bced-b0fff6125f2f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 9","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"ec612919-56ce-52d8-8a3b-8668759fee7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 9","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"325ecac5-923f-5435-ae4b-71c752699d17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 9","Ensure all excess material is removed from work area & leave clean & tidy"
"d2876d71-6b53-4a00-853b-f7a4a85298bc","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 10"
"7fd4f713-8cae-5a53-9f08-6c2faa935e3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 10","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"1c0fa6fe-d0f6-5016-9205-57b3aba1bf93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 10","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"82d99399-96eb-501c-af33-991e525fd5f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 10","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"754df24f-613f-586c-8987-687b4c3113c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 10","Ensure all excess material is removed from work area & leave clean & tidy"
"562d39ab-aa7e-4070-88d9-88731bfcabff","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Fresh Food","Zone 11"
"328ab697-58c3-5a4b-a18a-651303b26739","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 11","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"89c6797e-87a6-59e6-a93f-1ecac2aef219","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 11","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"35a5473f-c822-542f-accd-8323011da141","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 11","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"216574c1-1ce8-5cf1-9c7c-39b838fb8516","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Fresh Food","Zone 11","Ensure all excess material is removed from work area & leave clean & tidy"
"971391b4-78a0-40a1-b29b-1cbf5edc22aa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","HWS","Lower Ground"
"4e86674a-15f0-4683-ab06-3b57b2e9761b","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 1"
"c519a0d4-4dfa-59b8-a3d8-d8cb0e8cf4a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 1","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"4187f6fc-d122-55d0-8ba4-77ee159d2a86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 1","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"c532cd1c-ceaf-564f-996d-048c2ca82fdb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 1","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"fcb25328-2c03-5189-90aa-3e773ade925d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 1","Ensure all excess material is removed from work area & leave clean & tidy"
"b0503287-f16f-4671-9020-8cc798910227","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 2"
"4d712952-c39d-5fe0-8782-7b6480f1941f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 2","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"03d058f6-d466-561e-9a39-1c299adfb274","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 2","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"70d65aaf-7800-5351-930c-1a6098481807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 2","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"8950526e-ca5b-5b20-bc9d-ca8a7a7c2537","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 2","Ensure all excess material is removed from work area & leave clean & tidy"
"8a05aa26-1e22-42d9-9a8a-c40ae4d8e8c5","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 3"
"971aa5cd-c183-56f6-8621-58872c9df9dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 3","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"3892c26f-6b35-539e-b41c-d064d0debcaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 3","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"c61970a9-73f9-5271-8152-af7de60e2167","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 3","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"f8428e38-896b-5c17-bba8-f68af030c4d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 3","Ensure all excess material is removed from work area & leave clean & tidy"
"d88929b3-eead-4ee0-958e-83e36489cee0","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 4"
"c165c56a-bb80-5542-8bfe-a8f4adcbf191","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 4","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"db026284-2002-58de-b5a0-db5ee51b45c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 4","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"b8a1eac0-36e7-533f-9e0f-a0ab3d9bbbad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 4","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"96c97b8a-c033-522f-ae9c-fdea3eb3f138","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 4","Ensure all excess material is removed from work area & leave clean & tidy"
"b5b0ff75-1b52-4d01-ac69-dc1a13ab3d8a","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 5"
"51833070-2eeb-5ef1-8f84-25d051b8298b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 5","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"a4a61e46-ac57-5de3-9754-865cdf159f04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 5","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"4ebe535f-bc5b-5c96-b802-7aa16213bcb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 5","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"79339ff7-cf59-504e-8a72-6b88c30f79ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 5","Ensure all excess material is removed from work area & leave clean & tidy"
"3dfbc041-aa91-4070-beac-a79196eec002","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 6"
"da9a15e1-cbd0-5f70-83eb-cc4a34ab9cfa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 6","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"cd576edf-fa31-5f47-925b-03d3b54ebbf5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 6","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"ed87a08a-52a9-5ac6-b891-85d6567f484b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 6","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"3924bbae-c704-5678-b48b-987d5cfc30f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 6","Ensure all excess material is removed from work area & leave clean & tidy"
"c6645689-f5f4-48fd-9f45-daee0b8d26ad","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 7"
"5cc87d24-4e1d-5abd-b5e8-64422305038f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 7","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"390e09f4-5590-57f1-9f7d-0b8079b6c374","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 7","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"d55d2672-f082-593a-ab05-77240e7585df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 7","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"d9274f24-b7d7-5110-93ab-2d958e98aaec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 7","Ensure all excess material is removed from work area & leave clean & tidy"
"2e59a957-716f-44de-88e7-2ba5e621be91","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 8"
"41467b10-2082-56fa-842e-8a643ed062aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 8","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"aefbadb0-2fef-5a2c-8716-6d7871389066","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 8","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"2f5fa46f-a110-5880-8e01-d4addbccc7cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 8","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"a88bbd6f-f866-5d25-88c8-9f382b65c8be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 8","Ensure all excess material is removed from work area & leave clean & tidy"
"405f6173-b857-4f2c-96dd-ba2a33cb8067","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 9"
"4ffcabf0-7b79-51f3-b86e-92df8c338c01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 9","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"6e802c49-4811-5512-a872-66b20035ef9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 9","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"c15d2b38-85f3-5808-9c2f-39d6fc56fdfc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 9","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"4f2834b3-e364-5593-9564-a8cde8b7492a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 9","Ensure all excess material is removed from work area & leave clean & tidy"
"94a96e88-da40-4ecc-bad6-9fd29ceffd65","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 10"
"077b6b2a-d446-5d2b-8c4c-f47e82bdc860","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 10","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"8299bbb2-b12d-5d19-b2d4-e4f98bb75081","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 10","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"a2499830-0816-53c3-b0b4-259bf01bbe80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 10","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"07c4c77c-b653-5c95-ad1e-0c5e9f043504","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 10","Ensure all excess material is removed from work area & leave clean & tidy"
"495afde2-6e63-4d99-bd81-57690bb58b87","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Lower Ground","Zone 11"
"36dc300e-4cbf-51ea-8517-ca1e5009a2d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 11","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"abffae9d-1f99-5565-973d-49aeeffe0b1e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 11","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"073075ad-65f3-5f6f-abbf-8ab5424e54d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 11","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"1070275d-a4fa-5d35-a59b-6cfbf9aab323","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Lower Ground","Zone 11","Ensure all excess material is removed from work area & leave clean & tidy"
"3c6a5565-d56b-4edd-a430-053c206413e9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","HWS","Ground"
"587604b6-73e9-40a3-baac-35eafb3ad48c","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Ground","Zone 1"
"b283f467-4463-5b32-8540-a2237b283004","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 1","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"9cda30c2-c203-5b0a-9b40-9ee22cf07ee4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 1","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"7805b4e2-2a15-5eba-9831-abb0bfe25846","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 1","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"1b4271bf-3819-5c01-8aa0-f4589b672509","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 1","Ensure all excess material is removed from work area & leave clean & tidy"
"4fc83500-a246-4178-868f-b1ae852eb4ac","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Ground","Zone 2"
"a2df7c60-ce33-5d99-b8da-f69108e1df33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 2","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"8cb9d88b-8527-5987-ba10-690fedf6394e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 2","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"f8592a14-a08e-56c3-97ed-3cc71ee223c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 2","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"bff56de4-b4ac-5c0e-89b3-ce4b92d7e473","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 2","Ensure all excess material is removed from work area & leave clean & tidy"
"9a45e16f-0778-463e-9d68-e738d0de5e67","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Ground","Zone 3"
"7c5ffddc-fdc0-5351-9481-fb2e59115441","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 3","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"20f85dcc-9cf7-5def-8ecc-3f658b56fc9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 3","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"9bd10879-25c5-565c-9d3d-3ce7ffc970af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 3","All pipework to be tested in accordance to specifications and requirements namely 1500 kPA for 30 minutes"
"faa03cd1-545c-5e4c-b3f3-72432bd7898a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 3","Ensure all excess material is removed from work area & leave clean & tidy"
"c6914792-bbcc-4aef-a6ee-221242054934","","checklist-flat","not-started","ITR 012 Hot Water Service","checklist-flat","FALSE","FALSE","Site QA","Commissioning","HWS","Ground","Zone 4"
"a6d826bd-6cf6-595b-982f-0058e8567d4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","HWS","Ground","Zone 4","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
