"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA"
"76e32474-9c42-461f-9a17-0cbd323f6977","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"0df41649-dccc-477a-a60a-b6be34af6a58","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"3bbddbf6-ff78-499e-9dc1-60ebab34e720","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"006d257c-d042-486a-99af-56c39398d42d","","checklist-flat","work-in-progress","8807480b571d700a79527250b46cc6afa797a57d4818a70c775a9b56db496654","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"0d408c40-29b3-5745-a293-ae37855c520d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Interior Framing","Bracing elements installed as per S1-03"
"bcdf1ee5-199d-51cd-bb8f-72669107c808","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Interior Framing","Gib quiet ties installed"
"d722cbcc-ead1-5257-beff-5ded61b928c9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"2f4c1160-1868-5e5c-8105-15fbaba69bec","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Interior Framing","All Wall framing checks completed & Inspections carried out"
"439af2f0-0bfe-4eb7-8335-b582fa5371f3","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Timber Architraves & Skirtings & Jamb liners"
"127c9995-128b-5012-89d8-9fdb834e72d1","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"1972cabf-0a0b-5e69-a0fd-f0c877ecbc30","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"d5299faa-8ee3-5dc5-9ead-e339c8111251","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"a824d8f9-324f-5539-8a41-ab46c16701c7","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"c9ff0844-631e-40a6-bc8f-d9c4eb0f50ef","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Doors"
"8c897775-9ef2-5d29-bcb1-650b67adeb4f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Doors","Check opening is correct and plumb"
"5b4d3867-64b1-5ff2-97ab-f31053ffb4e5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Doors","Doors installed within tolerances"
"7c74ed17-4673-544e-8d06-e918f82de6b1","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Doors","Fire seal installed if fire door"
"9d1e6f11-56ca-5235-a436-540252d32633","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.32 - DLY CON 3","Doors","Floor gap is correct"
"59161f51-6750-4f5c-9695-a128d0a9da98","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD"
"83b08ddb-ea77-4d75-a92e-4ab381d9eb25","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing"
"f0e480ee-b26d-5791-8be7-c259ee3830ec","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","General information recorded"
"01af79be-19a2-5337-949d-a086e71486f0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","DPC installed, checked and correct as per specification"
"e6032800-6e8f-5ad9-9340-47c49bbb28a4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"a8f4ca82-3154-5345-9397-988c45dd8905","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"8501596a-fa06-563e-b420-b1cff489bc34","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"d3b2e9b2-e6bb-5cd4-bc82-f41c6c654f29","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"701a6bcb-62dc-5871-8ba2-da0597fa00d1","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","Spax screws installed as per structural design"
"56b3e641-8da7-57cb-a492-e28a82a60da4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","Bracing elements installed as per S1-03"
"86a5a7ed-4d4e-5547-a2bd-9bf32e5e3333","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","Gib quiet ties installed"
"6b230a95-e639-5a63-a692-64b3888a0216","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"c673f489-dc42-5581-95a6-38dee153163d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Interior Framing","All Wall framing checks completed & Inspections carried out"
"724eaff2-e98d-4e87-b8e2-c9bff0cebe83","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Timber Architraves & Skirtings & Jamb liners"
"a6f2e6aa-1b04-53f7-90f6-d8b9aa65cf0d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"d24e4d9b-c81c-5f62-a326-370e4ee4fd26","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"480e4ab3-0440-5517-8c2d-bdbc33877c6a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"049dcb68-90a0-513e-a19f-9092d2cde31e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"34ac0c39-5b42-45b4-af67-7d8c81adb0e7","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Doors"
"7f27d231-4aa2-5418-b93e-d80d13516ca9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Doors","Check opening is correct and plumb"
"907ee662-d118-550a-b448-a64b7f8296e5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Doors","Doors installed within tolerances"
"08ddebb4-9ee1-5324-b2ed-b209e80915aa","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Doors","Fire seal installed if fire door"
"11146063-75eb-5d34-8437-a1f39c0cee8a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.33 - DB CBD","Doors","Floor gap is correct"
"e180cd2f-7e3c-430a-b30d-a35632f70657","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2"
"e07d64d7-ba42-4aea-a747-dde115614433","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing"
"5a3e0fa1-02b9-5c17-91d1-32dc87ce884b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","General information recorded"
"966395e9-3f54-5784-85dd-638c162fb254","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","DPC installed, checked and correct as per specification"
"efa37a56-a5c6-551a-9ac3-6d06e5918d19","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"d7230421-cc8f-53e0-b1d3-588057bb46cc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"f9c2d598-e955-52b8-82db-a87ee9016429","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"cfb525bf-afd6-5407-ad86-a1918b84582e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"978654f2-a268-5b81-b16f-d6388d9c7482","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","Spax screws installed as per structural design"
"4df7ac15-590d-5257-bd28-9d31037bd5d6","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","Bracing elements installed as per S1-03"
"e5bd0ad7-90ac-518b-8067-4b534338b083","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","Gib quiet ties installed"
"85956664-f436-5d81-93fb-94ab67f8bf10","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"cb96e41f-f6ba-5cb3-822f-ebbc7bf4b679","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Interior Framing","All Wall framing checks completed & Inspections carried out"
"83798746-0e42-42d0-bedd-fd1055c64ce9","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners"
"2f0e65d3-efe9-5603-a97c-2539b5c30554","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"3a93736e-0097-51f8-850c-ec2b9e77aa4c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"30078167-f7e8-5e3a-9294-09c119ac73ad","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"65ca9b0c-263e-5672-9921-13ea67afdc18","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"09a3fc4a-56af-4c33-b428-b5dcd5231dec","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Doors"
"aa780caf-8b46-5b00-8b08-32c27054631a","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Doors","Check opening is correct and plumb"
"967a1d49-4dc0-5898-a9eb-001422efff1e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Doors","Doors installed within tolerances"
"f762c446-910c-5430-8df5-1dd3118334dc","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Doors","Fire seal installed if fire door"
"ab7d3b8b-41e4-5a44-83c4-2eb381630fe8","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.34 - Care Suite - Type CS - 2.2","Doors","Floor gap is correct"
"26b506b6-cfdc-4757-a3fc-13dd33c4b2c9","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2"
"fdf46152-e4dc-47af-a8b7-46112493dcef","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing"
"ec7576d7-2628-502b-8e84-8bb3152a6c24","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","General information recorded"
"e0790daa-5de2-527d-a8be-ca13885bd115","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","DPC installed, checked and correct as per specification"
"3db94879-52be-538b-b99c-1cbecb868e08","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"d6aaa387-08d8-54b3-9b4d-8803d1856c3d","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"d0c74a0f-f611-587b-88ce-401a328f7563","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"4777615e-51b3-5517-a620-3a8e1b960bc0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"f620962d-2a78-5e4b-ab5c-ac326c0dc8af","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","Spax screws installed as per structural design"
"6500c686-bafb-58a6-8d29-660376f0fde3","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","Bracing elements installed as per S1-03"
"96e4ccf1-5f04-53f0-9839-948bc72ec706","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","Gib quiet ties installed"
"857e092b-06f3-59e7-8190-6f1e275f18b3","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"f6953997-cb6e-5573-be36-051bf06c29e3","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Interior Framing","All Wall framing checks completed & Inspections carried out"
"2694b536-7650-4c5c-8563-8b7413ab4bf1","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners"
"144e5e0d-ad3b-517b-ab56-c1926aae95e0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"f8333ea9-43f3-5a39-b6cb-2d29c8d411c2","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"d41f3aec-f99a-5aa7-9c37-b243bdcf6aba","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"74993eed-732f-5f8a-a302-85b77b8df00c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"76233ed4-ff88-4357-bfd4-093e38adf2a7","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Doors"
"44969eb7-fce0-5375-834e-b3790ce72b67","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Doors","Check opening is correct and plumb"
"6b890524-eb21-5736-9d6a-fd0e06eb1495","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Doors","Doors installed within tolerances"
"d49b613f-75d7-5a14-ae77-1cf48fb1a4cb","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Doors","Fire seal installed if fire door"
"d935cc0a-53bb-5a9a-92a7-7e93065c8eb4","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.35 - Care Suite - Type CS - 2.2","Doors","Floor gap is correct"
"827a2643-3ca4-49ec-8d37-7749c7cc1e8c","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1"
"63a870d7-7cc9-423e-a5f7-65a9aa95d883","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing"
"53daec87-69a3-5e4f-a0d1-bdc19f83b209","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","General information recorded"
"f1123e7d-5047-50f0-800d-84e449746adf","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","DPC installed, checked and correct as per specification"
"3e65fb26-3607-5440-94a5-c09151e27caf","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"683044bc-ce22-57e1-8d09-d2fa52cc42f9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"a452bb4c-3358-5ffc-abbc-27dc36a77ae1","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"ea8c0679-4272-5178-a027-700bff3f9b17","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"63345d2e-e4ce-536f-a61e-630cd108a99b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","Spax screws installed as per structural design"
"0bc3ea9f-3611-5be3-beb7-1140354da031","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","Bracing elements installed as per S1-03"
"7dbf02f2-727e-5b31-9ca9-ed38d148b1ec","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","Gib quiet ties installed"
"b6ebe5d5-9fe1-5b39-bf60-94909dfa2ab7","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"33559520-930e-5ea7-a2f0-b345250ea590","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Interior Framing","All Wall framing checks completed & Inspections carried out"
"1a06f35c-33f0-490a-bbc8-a8f8606a7806","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners"
"87628705-0834-53c1-95f4-3a450e7fe90b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"1877b991-452a-5a15-adcb-848e9023b863","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"5bf880ba-d7c1-5148-965d-7b993665e466","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"2aa25461-9f08-5dac-bc94-7f283366f8e9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"d46a8027-01cd-4fb7-b4db-6e7e8a9cc638","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Doors"
"0004898b-2fa4-5191-87ea-78f195efe56b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Doors","Check opening is correct and plumb"
"79ce7f37-b058-5adf-a5b6-457ee37bc6ba","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Doors","Doors installed within tolerances"
"7b205601-605f-5e40-a2d1-2908c17d1fcf","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Doors","Fire seal installed if fire door"
"215dd614-0eda-5c83-82a9-81d8619d2e72","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.36 - Care Suite - Type CS-1","Doors","Floor gap is correct"
"f82557cb-90ee-4186-861e-1f8f2e41178e","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1"
"ceb19c93-5489-4df8-922d-3d43db274321","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing"
"f0ddb32e-4e52-58f2-b9c2-731db15a7550","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","General information recorded"
"a170759c-46c6-5d81-97f0-eaffa9165c07","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","DPC installed, checked and correct as per specification"
"504f8ccb-7587-59ff-ac06-c58830be5153","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"c83ff772-85fa-5ffa-a03e-f34a683ff5ab","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"3f4dd49f-d3ed-5778-a652-06b66e116244","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"3c9a7fd7-7ec5-5a74-b11e-b00aec8bc84f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"b2546e26-00bd-50a8-b29a-076171ec8d63","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Level 1","1.37 - Care Suite - Type CS-1","Interior Framing","Spax screws installed as per structural design"
