resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
,,,step,,,,,BUILDING-A1,,,,,,,,
,,,step,,,,,,Level-1,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A119,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A219,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A220,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A221,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A222,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A223,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A224,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A318,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A319,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A320,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A321,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A322,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A323,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level 4,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A418,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A419,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A420,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A421,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A422,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A423,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A424,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level 5,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A518,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A519,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A520,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A521,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A522,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A523,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A524,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level 6,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A616,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A617,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A618,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A619,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A620,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A621,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A622,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level 7,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A716,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A717,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A718,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A719,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A720,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A721,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A722,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level 8,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A807,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A808,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A809,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A810,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A811,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A812,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level 9,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A901,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A902,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A903,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A904,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A905,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A906,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Roof,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-A1-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-A1-R.02,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SSF-A1-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,LSF-A1-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-A1-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-A1-R.02,,,,,,
,,,step,,,,,BUILDING-A2,,,,,,,,
,,,step,,,,,,Level-1,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A120,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A121,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A122,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A225,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A226,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A227,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A228,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A229,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A230,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A231,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A232,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A325,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A326,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A327,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A328,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A329,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A330,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A425,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A426,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A427,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A428,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A429,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A430,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A525,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A526,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A527,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A528,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A529,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A530,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A623,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A624,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A625,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A626,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A627,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A723,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A724,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A725,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A726,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A727,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A813,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A814,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A815,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A816,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A817,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-9,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A907,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A908,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A909,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A910,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A911,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Roof,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-A2-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SSF-A2-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-A2-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-A2-R.02,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,LSF-A2-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,BUILDING-B1,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A-G06,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-1,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A112,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A113,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A114,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A115,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A116,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A117,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A118,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A212,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A213,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A214,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A215,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A216,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A217,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A218,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A311,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A312,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A313,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A314,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A315,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A316,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A317,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A411,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A412,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A413,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A414,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A415,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A416,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A417,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A511,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A512,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A513,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A514,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A515,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A516,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A517,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A609,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A610,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A611,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A612,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A613,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A614,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A615,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A709,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A710,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A711,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A712,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A713,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A714,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A715,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A801,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A802,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A803,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A804,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A805,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A806,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-9,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-B1-L9.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-B1-L9.02,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SSF-B1-L9.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-B1-L9.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-B1-L9.02,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,LSF-B1-L9.01,,,,,,
,,,step,,,,,BUILDING-B2,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A-G03,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A-G04,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A-G05,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-1,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A106,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A107,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A108,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A109,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A110,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A111,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A206,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A207,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A208,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A209,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A210,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A211,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A305,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A306,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A307,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A308,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A309,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A310,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A405,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A406,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A407,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A408,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A409,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A410,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A505,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A506,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A507,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A508,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A509,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A510,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A604,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A605,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A606,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A607,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A608,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A704,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A705,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A706,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A707,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A708,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,LEF-B2-L8.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-B2-L8.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-B2-L8.02,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-B2-L8.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SSF-B2-L8.01,,,,,,
,,,step,,,,,BUILDING-C,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A-G01,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A-G02,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-1,,,,,,,
