"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f053c89d-8907-4c34-958a-c06df2b8334e","","checklist-flat","work-in-progress","c6e66142321f04d98d9e5ad1b0964b2f6448ff942b808391f4c42596010219ea","checklist-flat","FALSE","FALSE","Eve - Project Details"
"37d30fcf-8035-5c28-a029-d9c1ca2eadea","","checkpoint-status","pass","","","TRUE","TRUE","Eve - Project Details","Project details entered below"
"07ff5dfe-7144-563b-9ff7-452e0e560277","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Grouts submitted for approval (UPLOAD TDS and SDS for each grout submitted)"
"848975a0-b829-5dd6-a45a-bb3f80f97dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted grouts been approved? (UPLOAD copy of approval)"
"e50c413c-6da4-5329-a6d6-62a57237dbe8","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Caulking products submitted for approval (UPLOAD TDS and SDS for each caulking product submitted)"
"9cc806fa-9091-5872-8f13-c42ce87514f0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted caulking products been approved? (UPLOAD copy of approval)"
"8d73931a-37e7-50b6-93f1-e20b9615261f","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Patching products submitted for approval (UPLOAD TDS and SDS for each patching product submitted)"
"9a6d6c75-f47e-5e5c-a847-0264aef014ef","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have patching products been approved? (UPLOAD copy of approval)"
"f5d7d255-8963-4d55-9757-3f2ccd65355d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA"
"c1624075-e0c9-4c04-958a-2ea044578f89","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1"
"075baef4-ed01-4a3d-b99b-a84ad404aa5f","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1","Column"
"12280e7c-0fe5-4ddc-9af9-5536cc334cae","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03"
"ba51723e-6a0d-55ed-9571-d6dc7a1452be","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03","Manufacturing Documents"
"8edd0df1-9206-5568-9539-22456e60cc39","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P01","HOLD POINT - Confirmation that Props can be removed"
"d61ec882-866b-5c97-92a3-320bc0cd7cc1","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P01","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"90caca62-90b2-5305-99ad-378e635cbafd","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P01","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"7e194ed7-eb41-552d-8c02-b8c17f1dc1a6","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P01","Basic Patch"
"0eb78d61-4c2e-51ab-ba9b-a7637df1f636","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P01","Basic Patch","Have the lifting anchors been patching as per project requirements"
"8c60d62b-48ca-597c-816b-afcb5db10057","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P01","Basic Patch","Have the prop points been patching as per project requirements"
"6feb7e41-feda-53e8-863a-42df5a2e4c90","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P01","Basic Patch","Have the grout tubes been patching as per project requirements"
"2c2c6b51-d29e-5dc0-92ae-bf713af5e564","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P01","Final Finish"
"165c153a-494b-5fd9-af8e-113034525e37","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P01","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"eeb73a1a-c49c-5a86-9845-d6cfd815805b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P01","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"daa3c5ed-f21d-411e-a8ef-ffa8d84e5a05","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P02"
"e4434108-c236-5a42-ad56-5f7a0c706492","","checkpoint-group","pass","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting"
"8d833f70-bc8b-50c8-bdfe-296cc7759676","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"417fb809-17c8-5348-8dde-6343a973083c","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"2546b63e-f3c7-5867-8592-39734bc0be07","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"cbd79029-631e-5687-bffc-1168aad07d56","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"46946cd7-d9cf-562e-8d00-4084c055336f","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"be052b94-74a1-5d5d-b476-f5e04e5e9839","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"21147107-2336-5ebe-9ef7-ab36bd492e7a","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"2b8b297b-e385-5de4-abdd-e1ce15e9f604","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P02","Element Caulking"
"0671f949-35aa-5ad8-bbd7-22b662ea88ab","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Element Caulking","Element caulked as per project requirements"
"21bddeb1-89f3-552c-9025-e169362f1a2b","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P02","HOLD POINT - Confirmation that Props can be removed"
"e04a6a0d-e021-5587-9387-ad1ec50ebfbb","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"6de30bff-b7d0-52c5-8d38-9492c7c820b0","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"90de6bdd-66e5-5288-86cc-65a0066c0537","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P02","Basic Patch"
"34cb4ce2-7fd4-59fe-9dbe-16c4d81f15d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Basic Patch","Have the lifting anchors been patching as per project requirements"
"d7bc8f9c-3bd9-5d92-81ba-6856bcc1439d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Basic Patch","Have the prop points been patching as per project requirements"
"217bfe40-f42e-5177-a11e-d2b728f24271","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Basic Patch","Have the grout tubes been patching as per project requirements"
"d67da4b8-0f7a-51af-beaf-3b30eaa21826","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P02","Final Finish"
"2e16de82-2a7b-5342-9876-670fd8f35086","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"96199868-8581-5fbe-8318-a2a222e4fbc8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P02","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"b37d1031-8d78-43be-8f14-0218587da503","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P05"
"75d912d8-e5c2-523d-838f-3ca5145c07fb","","checkpoint-group","pass","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting"
"07552d10-b489-5a90-ac2e-f2425b02ccd5","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"30db2581-7fbd-54b6-b7b0-b8e57bd8673d","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"be7aed51-1e15-5ee2-964d-b3f42674101a","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"c2ad306a-c5d4-544b-b34c-d2c918f848c2","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"fce21085-8828-55af-abdb-63de4724bfc5","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"c45c80c7-7540-5097-b052-4381546a2f90","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"41f3e928-4ba6-5283-8901-3348322ce28d","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"68d2cb07-6bdd-58d2-99ec-7d9bc7a8cc1e","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P05","Element Caulking"
"b5acf707-aa78-5fa2-9f46-facddc4d780d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Element Caulking","Element caulked as per project requirements"
"bdbe67a2-0d8f-5b21-8d84-5211049f0b18","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P05","HOLD POINT - Confirmation that Props can be removed"
"48783801-a05b-5008-b829-8cb84e06b64e","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"19b20906-c522-5096-a9b0-b72e01e8959a","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"fc1e4e8d-3f6f-5daa-93bb-f3622131bc35","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P05","Basic Patch"
"0f0f3e12-1c36-5686-8a6e-12a5e657b416","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Basic Patch","Have the lifting anchors been patching as per project requirements"
"46051712-a744-545e-8a92-b7f72b5086f0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Basic Patch","Have the prop points been patching as per project requirements"
"4798c4aa-dee9-5a68-8d4b-8d97ab4d8439","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Basic Patch","Have the grout tubes been patching as per project requirements"
"cfe7584d-d2d5-58b3-a274-351dc51223bf","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P05","Final Finish"
"7dd51c4b-3966-577c-928b-c998d5d1a897","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"9f8c202e-b2a6-52c7-a479-888ce4478626","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P05","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"e24e866c-0139-4bcb-90cd-016f177d46c1","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P06"
"eacb60f3-ea9a-52fc-8532-aadd61fd7da3","","checkpoint-group","pass","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting"
"d8ed0a0e-8556-59b7-bfa8-458ed8332167","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"a49067e3-d945-52fc-9d52-0367a1cf32ed","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"bd2deb47-eba6-5285-a416-f84401444481","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"8c9e290d-5bda-54b3-b44f-ca1fa92ecb97","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"aecc3c85-601b-5b70-a2a8-c437c6972a06","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"1c77b4f1-663a-5716-8f27-e7d7be1eddc1","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"8af90693-264d-5a16-aa82-2fc9c2b7359a","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"b06ba20f-2a23-5133-a281-d8585a61489e","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P06","Element Caulking"
"5906ab09-ba96-5f41-8cfd-3c2b4d3c14f7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Element Caulking","Element caulked as per project requirements"
"c043d7fb-3314-5654-9613-27653c260710","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P06","HOLD POINT - Confirmation that Props can be removed"
"2ba50957-53ba-5a06-b1cb-002dffc11704","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"673b5196-ecd6-54f6-875d-6722ce90de5e","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"203c64b7-41e1-5db6-951c-deffe848b5c5","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P06","Basic Patch"
"6cfdabf4-fa13-5a5b-97e8-79d58b68194d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Basic Patch","Have the lifting anchors been patching as per project requirements"
"840ad222-4b04-525b-8586-8d50112446de","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Basic Patch","Have the prop points been patching as per project requirements"
"7e1165e2-a773-595d-a088-9e35fca16656","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Basic Patch","Have the grout tubes been patching as per project requirements"
"e01f833d-93cb-54f7-af86-0c0b33518391","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P06","Final Finish"
"117e10a9-a111-5227-b349-187260a6598b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"5aec825c-0b41-59d2-93b6-24180eb46338","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P06","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"8b58a8b1-5ccd-4bb6-89ff-27b0ee0ef296","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P07"
"478ebc05-c3ce-571c-90b7-5150a6e120d4","","checkpoint-group","pass","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting"
"c52e9ae4-60a4-5c0d-a50c-290fda6dea31","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"548f4fda-e4f4-5087-9e1e-51639dc14d08","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"9fd5699a-f3be-539c-9dd0-25a6c7007a2e","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"6b9251fc-b7da-596a-9a80-694396b3fe55","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"2707e238-9476-5811-9a31-388bccae79e4","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"2415ce07-93c5-5727-9736-3015dbf338c3","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"66927953-bfa2-5224-88b9-2a61c9b2d7df","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"a5eed434-014b-5024-8b02-250dbdd6f8b2","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P07","Element Caulking"
"30676aaf-b2a6-549f-9995-b995931affb4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Element Caulking","Element caulked as per project requirements"
"cb6ec67e-9bf1-50b6-83a1-3fb0d2f292e0","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P07","HOLD POINT - Confirmation that Props can be removed"
"76902bdf-de41-5c03-b450-44da9bf2d63c","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"c8942de2-2229-53e2-ae20-757a0bc2cac2","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"b0ff43fd-86ad-5ffe-b4f9-4be1acd1d04d","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P07","Basic Patch"
"f7f06a5f-94d0-5c8d-8799-f76a6c598388","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Basic Patch","Have the lifting anchors been patching as per project requirements"
"73709160-6e99-5f1a-b9c4-e3d533be1fb2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Basic Patch","Have the prop points been patching as per project requirements"
"eea67ef2-8d99-5b96-8814-2e3de123ae8f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Basic Patch","Have the grout tubes been patching as per project requirements"
"36a27478-f406-5819-82a8-db6ac4fed23a","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P07","Final Finish"
"4a368d76-d89c-5958-8e9f-df6d0511275a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"52e1f19a-0868-563a-9371-6e6a27e84468","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P07","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"e440b6e6-e01f-4f89-add3-a21ed0f1ebf2","","checklist-sectioned","work-in-progress","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P08"
"a41a39f5-eb6a-55ca-a859-f94892f44008","","checkpoint-group","pass","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting"
"114763b6-405b-56b5-ab7f-48f29d137c9c","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"cb3bc94f-734e-50b6-92f2-c2d50b601eb6","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"4f30476c-3e46-5c58-a03b-7a3b8551a4f6","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"a9a7f237-ee7d-5a78-a36c-100298510bb9","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"c5804922-1eb0-5a22-8d52-7ed4f30da213","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"94e6bb75-4d92-5968-b356-9fbe8fde05d4","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"29333635-fafa-5b18-b531-134b7d66eeed","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"5532c583-866a-5122-b057-12b5a297a821","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P08","Element Caulking"
"1dc28630-8a2a-58a4-8067-25f6ccdcad33","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Element Caulking","Element caulked as per project requirements"
"5fe7581f-4d02-5c78-b94b-b85ffeb2e84d","","checkpoint-group","not-started","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P08","HOLD POINT - Confirmation that Props can be removed"
"a93add75-7724-5bf2-8d09-bab247b82e55","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"240b7ad6-7318-587d-bdaf-71fd58e8d4ed","","checkpoint-status","not-started","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"479102b2-ccdb-508a-aff7-88f9453a8764","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P08","Basic Patch"
"0e2bec7e-7a63-5db0-9a5e-ebfadb62b3aa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Basic Patch","Have the lifting anchors been patching as per project requirements"
"32a4a33e-08ac-5206-b635-da0d1a6eb2b2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Basic Patch","Have the prop points been patching as per project requirements"
"51ee7192-4c08-54c3-b70e-111024ba25a0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Basic Patch","Have the grout tubes been patching as per project requirements"
"32c0ba8e-e57d-5fc4-aa25-da1ec77ae5d1","","checkpoint-group","not-applicable","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P08","Final Finish"
"773fa4ac-56cd-5413-b9cc-e40851c9a08a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"bdf47d73-b6e5-5beb-9c1a-690a9cf2f675","","checkpoint-status","not-applicable","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P08","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"74944fe9-c19f-49e2-9df4-ca45387dcde6","","checklist-sectioned","fail","cfa3f502f28d691acfd4ee6fb17839feb4e67b2f29d1d0f8393322adba035d15","checklist","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P11"
"37cfabe5-0cf1-54bf-b385-ac7f83481628","","checkpoint-group","fail","","","FALSE","FALSE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting"
"d214cd99-a623-55d5-9c2a-2bbbbff1fcaa","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"ae24cc70-0240-5523-acd0-c4d802e9ed4c","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"f5eb9a00-8611-57b6-98f4-5f2f7bb2fc2c","","checkpoint-status","pass","","","TRUE","TRUE","Installation QA","Level 5","Panel","L5-P11","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
