"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9afc039c-8798-4426-9fe7-744bc0d2b885","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"51cbd7cc-eb28-45ac-9d6b-7ddb852b45df","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls"
"dd398084-d752-40dd-a0af-a70e79ff988b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)"
"da929228-4f0d-48e1-98a3-ac0940496278","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.009 Whanau"
"f0b7987b-7af7-48ae-8ef2-1e197d9006c8","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.105 Office – 1 Person","QA - Contract Coatings"
"215414f7-f41d-4436-9392-ead3fa577fcb","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person"
"8dca6673-c3d0-433f-a9cb-acc85334f42e","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - LCL"
"3c50ddc3-e60a-4f26-b7ee-4d780327f0a4","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - Hanlon Plumbing"
"cd89a6d6-d5b0-4a14-8223-d5c79a844264","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - HelRimu"
"3de22d74-a74a-46fb-8115-81d2b42cf5fc","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - Gilcom"
"40011fb9-001b-4e90-aa9b-e190b36fb4af","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - Rauland"
"0856716e-d3e1-4040-a109-1abf34c3a86c","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - Premier Fire"
"e469c44e-1f14-4928-9260-a55b3d77dbff","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - Data Talk"
"9e8fa170-5594-4646-b8ad-c8f2089b98e9","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - VAE"
"7e67d253-c320-4c80-9d2b-3a5e7c35f11a","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - Alpha"
"50b38961-b923-432f-8f16-9346736045b8","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.112 Office – 6 Person","QA - Contract Coatings"
"31fb4c1e-d1db-4b17-8bca-e50e771bd22d","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person"
"f8625604-eae1-459e-be84-f27b889382db","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - LCL"
"db0262f1-0504-4566-a714-582695e5b273","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - Hanlon Plumbing"
"6d35a97c-a38a-4c28-b66f-1adbd6f70855","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - HelRimu"
"bfb6daaf-f3f8-4ae2-920e-c3e2c0f2a1fa","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - Gilcom"
"6b5cf1b9-22cf-4e6a-bdc3-c8d353c60f82","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - Rauland"
"835d8cf2-d930-41fe-ab89-bae29adab5b6","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - Premier Fire"
"4cb5e248-b9ed-4665-8272-0941a0b85aed","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - Data Talk"
"687658b0-456e-424d-912e-1c7c448796f1","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - VAE"
"b59647e4-5a53-4600-9b8d-714843147907","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - Alpha"
"2ae8ba95-6961-45ff-9503-55052e063ec9","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.113 Office – 1 Person","QA - Contract Coatings"
"a77dcb44-e48e-4062-b81f-33925fa70d7b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility"
"e7c4a142-da79-4bcd-9509-fce4c17f03c1","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - LCL"
"a25706d3-0610-45b7-95f6-0270f895610f","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - Hanlon Plumbing"
"fff3b24b-9db8-47e8-8dea-bfe767d79460","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - HelRimu"
"bd91c8d7-ba32-487f-8cce-8684abbeedc8","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - Gilcom"
"59d3b9a4-3e43-4228-8577-e34d3a62c0b6","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - Rauland"
"a6b6bd0b-8cfa-49ef-9e58-91fb410f818c","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - Premier Fire"
"45926af0-df81-4b20-b2d0-4d5ee89e6786","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - Data Talk"
"86f82117-b6cf-413f-8de6-88ca79a5c44e","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - VAE"
"2123977d-077a-4cdb-bba2-ab3e57c83790","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - Alpha"
"9595ace3-3192-4c62-9c58-860f8163c01d","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.114 Utility","QA - Contract Coatings"
"83a8a738-d7b4-49e8-bd75-185e2a1a7d59","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner"
"20ddb1a3-719a-4ce0-9bde-1483f961d03d","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - LCL"
"37bb5ae1-aec6-4adf-8045-9c605a867c97","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - Hanlon Plumbing"
"7f558455-926d-496f-b450-ac1bf69fbacd","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - HelRimu"
"4f41ab69-3746-4ca4-8811-0e96cc6d165a","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - Gilcom"
"66211fde-4edc-4132-bde0-d36eac344544","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - Rauland"
"0b229b4d-972f-4949-8789-1dad83eb5614","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - Premier Fire"
"e4f2949d-2614-4d64-9384-ed335b6beb81","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - Data Talk"
"c3a8c4f0-f76d-436a-bfd9-5d3eb0c888b4","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - VAE"
"a6461142-b878-4223-b2c6-2de875c35de4","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - Alpha"
"08ec7bbc-78bd-4f0b-be81-1f27b719db3a","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.115 Cleaner","QA - Contract Coatings"
"1aede294-097b-447d-b79b-7d10c6d4caa0","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room"
"6f68b1f2-5dd6-488c-9e3f-c5a20e1b729d","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - LCL"
"a9296cf6-e24d-4193-ae8b-68e319d70029","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - Hanlon Plumbing"
"4cdd6dfe-9cb8-48dc-8de5-174c725724f0","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - HelRimu"
"de57b661-5a06-4466-9e30-5982d917cf37","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - Gilcom"
"8acda232-4d02-49f0-b864-97eea4e305c5","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - Rauland"
"7dbb4d50-8414-43b3-ba0e-a12ae6657ee6","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - Premier Fire"
"249ca4d1-4b15-4813-bd75-8461b3dba65e","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - Data Talk"
"1a16ed89-1ed4-43ab-afb3-ca3439ce00b0","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - VAE"
"e56aa3a0-75b8-419c-b68c-53daf76644ab","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - Alpha"
"d557fb2b-8706-4e45-8b09-81a0b5f436d1","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.116 Disposal Room","QA - Contract Coatings"
"125423fb-5144-4c19-bbb5-68ef0e68d5f7","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room"
"0ede8816-2e0d-497d-8e89-a543579b3fc0","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - LCL"
"5e47af7f-9318-47ac-b3c1-434233f67810","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - Hanlon Plumbing"
"0ceaa103-2750-4ecd-8b67-f775c97bca9e","","work-in-progress","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - HelRimu"
"312ce4fb-3929-4397-a2d7-331868da339d","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - Gilcom"
"bed9819f-8f35-453b-a9d1-2b4be4339313","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - Rauland"
"ede671d3-275b-4a27-b186-ccaab964039f","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - Premier Fire"
"c3bff80d-6381-413c-a4c2-62e0da55a3bc","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - Data Talk"
"ed98c3d0-d673-4d94-80a9-7978312295e4","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - VAE"
"4748be5c-8702-4610-9ba0-014a4c590cd1","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - Alpha"
"6aa130f8-8159-4774-b9bf-5441ab1890ad","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.117 Staff Room","QA - Contract Coatings"
"baca157e-4077-4042-a5bb-5468f8c6d416","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC"
"9c5e8a22-a464-4d17-a269-7ebcefeb5e9b","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - LCL"
"c693fb82-7840-46c3-9f33-0cfe7d702e67","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - Hanlon Plumbing"
"89586122-1c8c-41f6-9f96-574bfd8510de","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - HelRimu"
"4dc43777-3854-45f5-b9eb-3aecd00cd7a6","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - Gilcom"
"c9acaf2a-5308-413a-a901-743679268a2d","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - Rauland"
"0d8bff9e-4f22-435c-811f-2750e10c14f2","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - Premier Fire"
"cdb25d20-79ef-4977-9c7f-10beb85d240d","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - Data Talk"
"731844a9-0e9f-44ea-94f5-7a78a21fb2bf","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - VAE"
"94d09cf5-d380-4ff7-990f-17e41296afc2","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - Alpha"
"83b35984-42a5-4b12-8d45-903c8ab04d92","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.118 Staff WC","QA - Contract Coatings"
"2db4468a-c06c-4459-8a36-bf77dbc5ed2d","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC"
"a34fcc84-f21d-4e90-9e1c-bfcde1dc416e","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - LCL"
"0989924a-07ac-45fc-87e3-03bfb0d05446","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - Hanlon Plumbing"
"f3b5e2e9-dc38-4b88-84ea-6ae28d0ee264","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - HelRimu"
"d8edc2d9-7aeb-45d4-8301-11b11af141c9","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - Gilcom"
"6ffdb749-51a5-4879-8f99-fea122f97c25","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - Rauland"
"ec03f001-3425-48e7-afca-6c290a9482d9","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - Premier Fire"
"c5171350-0954-41c5-8f71-c2d3acc54d09","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - Data Talk"
"18d9189e-202c-40b1-923d-45f42eb3a589","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - VAE"
"c331e840-34b9-431e-bd6a-c2924f9b4e1b","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - Alpha"
"6a27bc08-b8f5-4836-8745-d706cf75e492","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.119 Staff WC","QA - Contract Coatings"
"16ae3be7-c3e0-45af-b5ed-dd0e8df7fd32","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR"
"2404e6e1-9107-4a82-b70f-adf837611a61","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - LCL"
"b2afd427-d63c-4faf-90fa-df0b4616df8a","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - Hanlon Plumbing"
"06842de5-1532-4673-8be4-b02144d8f29d","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - HelRimu"
"a6f45dc4-c6c5-4394-8382-d8e676788067","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - Gilcom"
"b886ae04-c678-4c7d-b660-7341c3ec0d8d","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - Rauland"
"1b6225e5-1cd0-4478-831c-4f8988d7f691","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - Premier Fire"
"aa44218f-b30a-4072-92b4-fa0819a09149","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - Data Talk"
"3e711212-aae5-4842-8b98-6ef47f90f64c","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - VAE"
"e63235ee-6870-4c25-9c7c-af2dda894bb1","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - Alpha"
"169d58e7-f599-4da0-b134-c83d43e91403","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.120 Staff SHR","QA - Contract Coatings"
"bbd47c17-9836-46f5-b492-6a4f699e1c4c","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance"
"41074820-b16c-4604-9a67-c08c16d66a89","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - LCL"
"383212ba-506a-4cfe-bdf6-4f8ffaf83ab2","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - Hanlon Plumbing"
"8b35a2fe-f9bc-485f-bfe5-fbdf766dd7f5","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - HelRimu"
"e9b9ce82-8787-4b2e-a369-0f09118ad408","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - Gilcom"
"438151d4-7402-4cb2-bcde-8e85b14518c5","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - Rauland"
"b1a153ad-d201-49cb-8582-f74065a96f44","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - Premier Fire"
"8707b1fb-3bfa-404c-9c66-265e9407890a","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - Data Talk"
"7c893ade-77d0-4abc-90ea-9076a56b5148","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - VAE"
"415e2f0c-2e59-4746-ae42-8d6f937e8c1e","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - Alpha"
"cdca500e-ae7a-432a-b89f-c069ec0ab33e","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.121 Staff WC/SHR Entrance","QA - Contract Coatings"
"6ebda4ab-d430-4de4-8713-877d2e9187cb","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant"
"58799553-6d7a-4d53-9eb7-25d7acac3352","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - LCL"
"a94a742d-f41b-4846-a94b-836e4e8809fa","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - Hanlon Plumbing"
"226ce027-8f89-4e69-bc56-6a05b2dc3eea","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - HelRimu"
"38a5428f-e10a-40c7-858e-ba12d6b9d5bf","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - Gilcom"
"c9d60922-7b50-4de3-a58c-3c97dfb3df94","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - Rauland"
"a45d20c3-ab69-4258-8aee-4f52bfc62cba","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - Premier Fire"
"dd2b2c7f-4dff-4821-ba6f-8105ca49ca37","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - Data Talk"
"5d6cc0cd-03e4-463d-9ef9-5b4abe4195ff","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - VAE"
"346c601e-645e-41cc-94ec-79ecbfd407d2","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.133 Northern Plant","QA - Alpha"
