"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1dbd9579-0627-4161-a5be-97b51dc5a434","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"3efc0035-5d84-5ec0-b10e-9d57fbeb8c6e","","checkpoint-status","not-started","Job Details:d77abe71-7fa7-44a9-a0b2-beddfce10d3d","","TRUE","TRUE","Job Details","Site Info"
"513eb315-5dd1-5208-8a5d-194c8f5e4313","","checkpoint-status","not-started","Job Details:4c1b1e66-3649-48be-9932-e42626eb09fe","","TRUE","TRUE","Job Details","latest drawings (attached or referenced)"
"fc4abf63-5bc7-5a67-b35c-ed6bda22648e","","checkpoint-status","not-started","Job Details:a3bf576b-4273-4550-8452-9926f64ffab4","","TRUE","TRUE","Job Details","Scope of Works Attached"
"ade8ae17-b30f-5d50-b3c2-1c20b7478560","","checkpoint-status","not-started","Job Details:1706b349-a47c-4624-b8bb-9383712c718a","","TRUE","TRUE","Job Details","Additional Pre-Start Docs (attached or referenced)"
"8571d065-619a-4b63-bc3c-214ae1c60127","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f6d3fdc1-e2ed-485a-b5aa-7f86e3af81c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough-In"
"19505227-12f5-4e00-a5cc-522ba15497f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor"
"e3395677-8e1c-449a-9163-575f45939eb5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G"
"73a8a49c-809f-4564-89e4-5683f1d5d2df","","checklist-flat","not-started","Duct Installation Checklist [F]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G","Duct Installation Checklist [F]"
"fb7c99ce-3a09-4450-a388-5c469d7ecdd8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level-5","A5.06"
"068ac264-ab41-4fa2-b44a-9d250b9b754c","","checklist-flat","not-started","Ventilation Checklist Commissioning [J]","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.06","Ventilation Checklist Commissioning [J]"
"23bf2e8f-c5d0-59af-a4a2-707ce9dcb96f","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:e91f543e-6058-40e8-98d1-902fda8dbe29","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Ventilation Checklist Commissioning [J]","Fan has been tested and is operational?"
"8cd13df4-40b6-598d-8872-032515ac185b","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:2a65a793-b507-434e-96cd-7e9b15b04730","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Ventilation Checklist Commissioning [J]","Adequate flow has been achieved in areas the fan is serving to?"
"4ee78b20-20b1-5d32-a3b3-7480988f034e","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:816bf707-acd6-4bb9-ab89-050062ffb1ac","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Ventilation Checklist Commissioning [J]","Does the fan interlocking working correctly with lights?"
"f53da554-f9f5-5198-9f10-4c03811170ed","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:b15802c5-0a6c-477a-becf-a7971b70a53a","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Ventilation Checklist Commissioning [J]","Range hood has been tested and is operational?"
"bf4dc711-5898-5061-87fd-5647ceed8f91","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:9f2b1c51-745f-4c7c-8ff0-afe036fcddf4","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Ventilation Checklist Commissioning [J]","Provide evidence of airflow reading"
"1d10fdec-ba05-50d1-9eca-bf7913692526","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:7f569645-77d4-49d9-9ed1-f43cc49e2074","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Ventilation Checklist Commissioning [J]","Visual Survey"
"65f2cbfe-7741-4906-962f-2c37531ca00e","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.06","Sign Off"
"3bfbf0ff-5d57-5de0-8911-0dd8ba45bc6a","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"fd59d053-ac7c-5aee-a011-1e96b7ba5a9f","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.06","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"47774bd9-ac6c-46b0-8f9a-83793b450db1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level-5","A5.07"
"4fb7eec3-403e-4e43-bbd5-8332799e5bd5","","checklist-flat","not-started","Ventilation Checklist Commissioning [J]","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.07","Ventilation Checklist Commissioning [J]"
"a5d45ade-ba0b-517c-8ed2-ef2f64bb7f67","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:e91f543e-6058-40e8-98d1-902fda8dbe29","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Ventilation Checklist Commissioning [J]","Fan has been tested and is operational?"
"c081e782-5e6f-5a92-8da6-038d9d29a327","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:2a65a793-b507-434e-96cd-7e9b15b04730","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Ventilation Checklist Commissioning [J]","Adequate flow has been achieved in areas the fan is serving to?"
"91c6a85c-8c3b-5499-91ec-29f9333d10c7","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:816bf707-acd6-4bb9-ab89-050062ffb1ac","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Ventilation Checklist Commissioning [J]","Does the fan interlocking working correctly with lights?"
"84973e42-fed7-559b-8a70-e26cd9178652","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:b15802c5-0a6c-477a-becf-a7971b70a53a","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Ventilation Checklist Commissioning [J]","Range hood has been tested and is operational?"
"c33f8657-8972-57ed-af2f-27ed13608787","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:9f2b1c51-745f-4c7c-8ff0-afe036fcddf4","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Ventilation Checklist Commissioning [J]","Provide evidence of airflow reading"
"9fc9a27c-8d46-51a2-a8f7-bfc41a4ab18a","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:7f569645-77d4-49d9-9ed1-f43cc49e2074","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Ventilation Checklist Commissioning [J]","Visual Survey"
"bc864f2d-7819-4e99-8076-532a08790bb5","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.07","Sign Off"
"6c1dc24e-728d-578b-8db4-d6213e36543d","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"36f68360-0154-56f4-87d2-8b2477010de6","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.07","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"b5b55a8a-606a-4a70-95dc-26fa03b925b2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level-5","A5.08"
"c42dd6c7-60a6-4459-be94-99f443d4ad48","","checklist-flat","not-started","Ventilation Checklist Commissioning [J]","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.08","Ventilation Checklist Commissioning [J]"
"03586867-0f94-5e75-a26f-af296beda9bf","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:e91f543e-6058-40e8-98d1-902fda8dbe29","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Ventilation Checklist Commissioning [J]","Fan has been tested and is operational?"
"bff77bbf-a411-5eab-9c51-6e791da555e1","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:2a65a793-b507-434e-96cd-7e9b15b04730","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Ventilation Checklist Commissioning [J]","Adequate flow has been achieved in areas the fan is serving to?"
"299aeb4e-8183-5503-afa5-42cacdc04be9","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:816bf707-acd6-4bb9-ab89-050062ffb1ac","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Ventilation Checklist Commissioning [J]","Does the fan interlocking working correctly with lights?"
"5a4a1145-0298-57a5-a665-68ad9b0eeba0","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:b15802c5-0a6c-477a-becf-a7971b70a53a","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Ventilation Checklist Commissioning [J]","Range hood has been tested and is operational?"
"e17753a1-20cc-54d9-83c2-30e28c69ef7f","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:9f2b1c51-745f-4c7c-8ff0-afe036fcddf4","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Ventilation Checklist Commissioning [J]","Provide evidence of airflow reading"
"16c3724d-325e-5305-9132-c448a3f76954","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:7f569645-77d4-49d9-9ed1-f43cc49e2074","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Ventilation Checklist Commissioning [J]","Visual Survey"
"389314ca-129b-4585-af37-f4552834d75f","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.08","Sign Off"
"dcb5776f-ec76-5ba9-8ff2-b53b52ccc471","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"0a5acc2f-2dfb-5e81-8d2a-fec30cbabc20","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.08","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"36958ad0-dc3b-4bab-8742-88638e1cb03e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level-5","A5.09"
"5e0aaaf2-11a1-47de-bce3-d2d36af4cacb","","checklist-flat","not-started","Ventilation Checklist Commissioning [J]","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.09","Ventilation Checklist Commissioning [J]"
"96064f8a-77a6-5a49-8905-8a62d8cdcb89","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:e91f543e-6058-40e8-98d1-902fda8dbe29","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Ventilation Checklist Commissioning [J]","Fan has been tested and is operational?"
"20dad2e4-ad74-5595-ae87-ada7ef7da1b5","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:2a65a793-b507-434e-96cd-7e9b15b04730","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Ventilation Checklist Commissioning [J]","Adequate flow has been achieved in areas the fan is serving to?"
"87fe3701-6910-590e-acd7-03e17e7c1767","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:816bf707-acd6-4bb9-ab89-050062ffb1ac","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Ventilation Checklist Commissioning [J]","Does the fan interlocking working correctly with lights?"
"6f49ffeb-8e05-56c9-9955-6e1ea0502f02","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:b15802c5-0a6c-477a-becf-a7971b70a53a","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Ventilation Checklist Commissioning [J]","Range hood has been tested and is operational?"
"1200a320-1be4-55b9-83a9-c39baf499f9b","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:9f2b1c51-745f-4c7c-8ff0-afe036fcddf4","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Ventilation Checklist Commissioning [J]","Provide evidence of airflow reading"
"b2853f91-0e45-5995-bf43-b8a4c39c35e4","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:7f569645-77d4-49d9-9ed1-f43cc49e2074","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Ventilation Checklist Commissioning [J]","Visual Survey"
"2ef21be2-c0c5-4996-9ddd-97d339b1a38b","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.09","Sign Off"
"392bea40-d435-5eed-873d-bd632387e3b5","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"4dafcc71-eefa-5812-aed2-a63be5f1fc3f","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.09","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"bdf614e5-6061-4088-9eb1-09a0fbfd70ac","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level-5","A5.10"
"717cadad-2b92-4eab-9496-6a0afa4cdc7c","","checklist-flat","not-started","Ventilation Checklist Commissioning [J]","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.10","Ventilation Checklist Commissioning [J]"
"c220a582-8376-517b-aca2-f37a12e78bb8","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:e91f543e-6058-40e8-98d1-902fda8dbe29","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Ventilation Checklist Commissioning [J]","Fan has been tested and is operational?"
"53a883c9-2045-5458-81fa-f88cf0b30d10","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:2a65a793-b507-434e-96cd-7e9b15b04730","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Ventilation Checklist Commissioning [J]","Adequate flow has been achieved in areas the fan is serving to?"
"faada276-d858-55c3-b999-0f92a5eaa46b","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:816bf707-acd6-4bb9-ab89-050062ffb1ac","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Ventilation Checklist Commissioning [J]","Does the fan interlocking working correctly with lights?"
"1cf68034-c834-55d0-b70d-9eea30e7e002","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:b15802c5-0a6c-477a-becf-a7971b70a53a","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Ventilation Checklist Commissioning [J]","Range hood has been tested and is operational?"
"9dc1681b-4187-5975-95e9-85afadcd1af3","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:9f2b1c51-745f-4c7c-8ff0-afe036fcddf4","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Ventilation Checklist Commissioning [J]","Provide evidence of airflow reading"
"27d21915-8961-53b2-8791-695b410ae0b3","","checkpoint-status","not-started","Ventilation Checklist Commissioning [J]:7f569645-77d4-49d9-9ed1-f43cc49e2074","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Ventilation Checklist Commissioning [J]","Visual Survey"
"87a89462-b4e0-4928-833f-dd45072796f2","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level-5","A5.10","Sign Off"
"87d3ff90-e0a4-58fa-9f5c-eea46444674a","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"5a6a49d9-7aa9-55ee-b482-6f348d14e7db","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Commissioning","Level-5","A5.10","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"90d0ae25-3621-46de-9ec2-aa7e5ba80231","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Penetrations"
"a7f6c882-5299-4a62-afa4-b17660ef8f1b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Penetrations","Ground Floor"
"031b84e1-6658-4d36-9d7e-bbc5b7a13d57","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)"
"8732bd4e-78f7-4c4e-a4c9-cf0e953c7f12","","checklist-flat","not-started","Fire Damper Checklist - Intumecent FD [K]","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]"
"67b9b9f0-1454-50df-b1a3-dd1c6afebf6c","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:0dd07bc2-75ee-4869-9370-0aee73ca48c0","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Fire damper is mechanically fixed to the casing with min 1 screw per side and min 200mm spacing betwwen screws"
"1c020669-009b-537a-b3e6-e5fc09c99f62","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:29935feb-a583-4457-877e-e2d4f854ae7e","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Penetration details have been captured"
"4ad09d37-cc65-504a-b769-f09af066a093","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:06411014-09d1-4bc6-bc7e-2843def6894e","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Gaps between the fire damper and wall no greater than 25mm and is filled with Killargo Intumescent Sealant with no cracking visible"
"4017bd05-630f-5f80-a8ce-99b0023a58f8","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:c8932aef-d7bd-4c9c-8af4-7fb20d95cabd","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Killargo fire rated mastic has been applied to entire perimeter of fire damper cell on both sides. No evidence of cracking."
"377e9620-fd06-51e8-94ec-a1deabcf492a","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:977ea04f-e808-44b1-9ef5-24f532e55a32","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Casing perimeter is sealed with Killargo intumescent sealant. No evidence of cracking."
"dd135d2e-ead9-5974-b6a4-3ea3ed52b022","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:7b7cd179-4dc7-41ec-99dc-3dcc98ec1d1d","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Sheet metal thickness is 0.7mm or greater."
"8f51d598-1274-501e-8250-31cdfa25fccf","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:60126a8d-62a2-4754-85eb-1a4b185381ed","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Ductwork is connected to either side of the casing with nylon bolts on the flanges as per the AS1682.2 break away joint method. Bolts do not exceed an 8mm diameter."
"835a2322-70e0-571e-a9fa-6a7e61c539a7","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:69780f01-6ea3-4f9e-b1a4-348b7a8ba04b","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Access panel is provided to conveniently access fire damper for visual and/or maintenance inspections."
"04d85e19-8dbc-54db-83d9-4cded44cc3b3","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:a801c23a-2454-4fff-ab3d-5eff846c1645","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Fire damper labelling in accordance with AS1682.2 has been placed and clearly identifies the fire damper"
"164acbc8-4edc-51b0-99d5-fdadee8358ea","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:11eb1458-0d49-4dc8-b30f-b07981a2c67f","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Pictures attached"
"e4b904ec-a0f4-59c4-b9c0-fb615c87bd08","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:0883cc35-a73a-4149-88ae-1e63804bb9a7","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Signature (Contract/Subcontractor Assessor)"
"3533070d-487e-5168-a361-6149c556c5e3","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:95857f40-6ab6-4acc-9189-f331494b7d81","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Signature (Builder Representative)"
"122c71f9-d252-5e12-bfb5-6fe81afc8691","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:c3da627d-7e6d-43f6-8047-ae5a555254e8","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Fire Damper Checklist - Intumecent FD [K]","Pictures/Comments attached below"
"3ba54391-aad6-497c-bc67-3706be9852e9","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Sign Off"
"adbc7b4c-a431-5f94-8e0f-3f4e27e15109","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"06ce74b8-6d74-56b4-bd71-30cdeefd119b","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.01 (Communal Waste Bins)","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"69bb36d2-571c-4f77-a0d9-ac308388696c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)"
"f8da27d5-5f10-405a-987e-2ba27d6e2907","","checklist-flat","not-started","Fire Damper Checklist - Intumecent FD [K]","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]"
"8129c49f-d535-5bcc-a753-76718eb226ec","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:0dd07bc2-75ee-4869-9370-0aee73ca48c0","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Fire damper is mechanically fixed to the casing with min 1 screw per side and min 200mm spacing betwwen screws"
"74c480bc-4fe8-5084-a53b-1a891add5739","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:29935feb-a583-4457-877e-e2d4f854ae7e","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Penetration details have been captured"
"0f0b5db5-d6ca-5fb5-9b24-604e0ca7a8cd","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:06411014-09d1-4bc6-bc7e-2843def6894e","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Gaps between the fire damper and wall no greater than 25mm and is filled with Killargo Intumescent Sealant with no cracking visible"
"2aaa26ac-c9c3-546d-9512-610c9cc9810c","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:c8932aef-d7bd-4c9c-8af4-7fb20d95cabd","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Killargo fire rated mastic has been applied to entire perimeter of fire damper cell on both sides. No evidence of cracking."
"f6f1da5c-da3c-50bb-94a1-bd05fd79c018","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:977ea04f-e808-44b1-9ef5-24f532e55a32","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Casing perimeter is sealed with Killargo intumescent sealant. No evidence of cracking."
"5067ffa5-2386-5dda-9688-0431cba45cc1","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:7b7cd179-4dc7-41ec-99dc-3dcc98ec1d1d","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Sheet metal thickness is 0.7mm or greater."
"1deba52d-a09c-5e85-a5f9-bc2673811498","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:60126a8d-62a2-4754-85eb-1a4b185381ed","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Ductwork is connected to either side of the casing with nylon bolts on the flanges as per the AS1682.2 break away joint method. Bolts do not exceed an 8mm diameter."
"6b6e7b2d-c6a5-5535-8bcb-256b22b0dd03","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:69780f01-6ea3-4f9e-b1a4-348b7a8ba04b","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Access panel is provided to conveniently access fire damper for visual and/or maintenance inspections."
"b84fd341-7adf-5afd-b54a-09916e7202d2","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:a801c23a-2454-4fff-ab3d-5eff846c1645","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Fire damper labelling in accordance with AS1682.2 has been placed and clearly identifies the fire damper"
"1f62aecb-2272-57ce-ae8f-1defb2e187f1","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:11eb1458-0d49-4dc8-b30f-b07981a2c67f","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Pictures attached"
"4ededd92-246b-5c14-b31c-f6cea803dac5","","checkpoint-status","not-started","Fire Damper Checklist - Intumecent FD [K]:0883cc35-a73a-4149-88ae-1e63804bb9a7","","TRUE","TRUE","Site QA","Penetrations","Ground Floor","FD-G.02 (Residential Waste Room)","Fire Damper Checklist - Intumecent FD [K]","Signature (Contract/Subcontractor Assessor)"
