"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d5cc41d5-36da-4f85-9bc6-488a6a1f7415","","folder-normal","work-in-progress","","step","FALSE","FALSE","MCB Plumbing QA"
"f1ad5bca-e707-4182-b2b5-5158cd3ec63c","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A"
"8f7e41aa-2c29-57fa-b457-a58b27785b61","","checklist-sectioned","pass","Sewer & Stormwater","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01A","Sewer & Stormwater"
"c644802b-d1f0-495d-b0f5-20f04fa5a60b","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix"
"55d089da-a0f9-4c5e-8841-74b3ddbc50bb","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0"
"9860a8fe-9b5a-4183-9065-4d8e8ce5d260","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0","Common Areas"
"860d8f1c-de3d-49ee-ad14-99642ddf2721","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5"
"7f8870bb-7661-4b5e-bc6b-1aedb8d653e5","","checklist-flat","not-applicable","SYS - B03 - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5","Common Areas"
"7b145dfd-6801-4fc7-9ee3-17233e8ab4e6","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5","Apartments"
"e4d3b307-5ade-4201-8ab1-c8ff80a84b66","","checklist-flat","pass","SYS - B03 - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5","Apartments","E21"
"92a20c5a-1a23-4b6e-baae-a5ae88db01ff","","checklist-flat","pass","SYS - B03 - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5","Apartments","E22"
"70657bba-e7ee-4122-b492-108d3adcfdcd","","checklist-flat","pass","SYS - B03 - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5","Apartments","E23"
"329cec79-9a19-4f79-8f8a-a81e7afa9a2e","","checklist-flat","pass","SYS - B03 - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5","Apartments","E24"
"f319b0a6-7795-4038-a794-f109853ee81e","","checklist-flat","pass","SYS - B03 - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03B","Aquatherm","Level 5","Apartments","E25"
"24ceef26-3012-437d-adeb-6f61ff0d125f","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C"
"b53b7c36-7b7c-4e19-9e65-e4212f593b85","","checklist-flat","pass","Pre-Commencement Checks B03C & B03D","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Pre-Commencement Checks B03C"
"2725e2a2-ec6a-4809-9ef1-d0a4e22cb9a7","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1"
"ef9cb5d3-6802-4191-9c8c-73b07cbdb671","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","Carpark"
"cc923652-7ece-4afb-88d2-b0397a0138fd","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","Carpark","First Fix"
"6967089d-b517-4763-9be3-1ae268451e59","","checklist-sectioned","not-applicable","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","Carpark","Second Fix"
"b0687fc4-9584-4fbf-ac43-0f6dda1d0abe","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","Carpark","Aquatherm"
"aa340ea9-3b0e-48bd-b87b-365097e17c30","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A28"
"63ac6278-4aa5-4335-9b0d-ed0bef447398","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A28","First Fix"
"7a752d43-ba04-403e-8d52-54d985117372","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A28","Second Fix"
"38339fcf-df7d-4942-bb8e-7dd785583222","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A28","Aquatherm"
"69075aff-77bb-4203-94c5-99ec23fd03d0","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A29"
"69fd6919-5e60-4081-bfd0-6542150c35de","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A29","First Fix"
"043834c6-45b8-47ad-b385-3d5b24194757","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A29","Second Fix"
"3ff7db3c-3f28-46a1-8996-58a9e502f240","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A29","Aquatherm"
"abcfe9c9-f299-419c-9175-fac52dc2244a","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A30"
"04838b7d-f8ad-4b2c-b387-4b121fbde73d","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A30","First Fix"
"fbb40d4f-6c09-4890-a8fd-e85b4cee8f7b","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A30","Second Fix"
"844b03fd-efd7-479b-9b30-5a278e27a0f3","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A30","Aquatherm"
"034108f9-f5cd-4a88-9dd8-b5a367c042e7","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A31"
"e230c11e-958c-4a24-b979-fd531daff8b8","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A31","First Fix"
"669f9c3f-601d-4186-be04-929d10ac4d27","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A31","Second Fix"
"ee8a68c4-cbda-4a73-addd-b0e5d2cbfba6","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 1","A31","Aquatherm"
"054a7232-55c8-4f79-9302-9c9f65ba830e","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2"
"934741a9-f634-4b27-9c1a-4afd8ad14a3c","","folder-normal","not-applicable","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","Riser / Comms room"
"19b87fa4-03ec-4881-b295-5cb3446f619f","","checklist-sectioned","not-applicable","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","Riser / Comms room","First Fix"
"b6a6c892-3534-4512-9965-5bc68ce96a3d","","checklist-sectioned","not-applicable","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","Riser / Comms room","Second Fix"
"a9731904-6f02-4e02-a936-6a4d69b536dc","","checklist-flat","not-applicable","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","Riser / Comms room","Aquatherm"
"eebd6cd9-ae59-4b04-930e-1048db718a2e","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B28"
"f284865b-3b2f-4de2-95cd-8008a4bbcfc5","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B28","First Fix"
"af7eee84-ae5b-42e3-a844-2c0f77340324","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B28","Second Fix"
"c9224379-74f4-4a27-a4a6-13c0791bc599","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B28","Aquatherm"
"ffd28bad-e66f-4f60-b3b0-f5414a42aadd","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B29"
"f723af82-35d1-49f4-8438-4f694ebb19ab","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B29","First Fix"
"0ee77dce-4132-486c-ad06-28b3e4de7df4","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B29","Second Fix"
"aa6401b2-16f5-4cfa-a1de-48ce1089051e","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B29","Aquatherm"
"c69e692f-2fb1-4421-b19d-4872dcff6e3f","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B30"
"09c3ee1a-8b47-4e7c-b7f5-2e1f8aedf54f","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B30","First Fix"
"9afc5afd-7e2f-48c9-bc8d-b2ad25fafa85","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B30","Second Fix"
"27b8d5c9-bdcc-4deb-b0fc-8c3ce6f5d2e2","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B30","Aquatherm"
"44c9dbe2-19ee-4bd8-9119-7738b4e9df90","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B31"
"7746a6e4-71bc-48b0-8d7a-a064d1c0fbd8","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B31","First Fix"
"4f1a5cd4-8484-44ce-9e3f-62bd8d737e9d","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B31","Second Fix"
"1f95b6aa-1d9b-465a-98e9-7bcda773dba6","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B31","Aquatherm"
"60d6bfbf-c6fa-4549-b39a-9fc0b0c734b5","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B32"
"be728ef2-8c2b-4074-b98a-092cfd62637b","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B32","First Fix"
"3d260dbf-33cc-47b1-b2ae-88ad17857d97","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B32","Second Fix"
"c3f54eaa-d3aa-4bb0-92dc-c68c3f79d3d8","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B32","Aquatherm"
"6cd678bb-d125-4782-8b36-3a98e0a2f397","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B33"
"a3070ffd-5e2f-4580-a285-2b49d2eee69d","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B33","First Fix"
"9d3623e9-0496-4db8-872f-a800fc7c2371","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B33","Second Fix"
"370ca8e2-5b92-460b-b261-ccb4f0e6a1b9","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 2","B33","Aquatherm"
"f603f1c4-e192-486e-8389-0f8a536701c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3"
"bca02fd2-d7e1-46a5-bbb9-6eca2cd05661","","folder-normal","not-applicable","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","Riser / Comms room"
"895514b6-7f22-462b-b6a4-a231e2dfe696","","checklist-sectioned","not-applicable","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","Riser / Comms room","First Fix"
"a1e0cc23-d83c-44fd-b1be-6e8a5826d598","","checklist-sectioned","not-applicable","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","Riser / Comms room","Second Fix"
"683609d3-3e50-4c33-a0ec-9f08cf6b5327","","checklist-flat","not-applicable","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","Riser / Comms room","Aquatherm"
"75bf09da-e60e-4ca1-ae17-2c5acaff4da1","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C28"
"0778ed06-08b4-4bcd-8948-c678f743413e","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C28","First Fix"
"d1c9a133-e1d8-4494-b04e-6dcaaca492bf","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C28","Second Fix"
"cc6dc35d-0427-4bce-ad2a-eb47b900c1f5","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C28","Aquatherm"
"3c93623f-06f8-48a6-883e-2ca943f91989","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C29"
"bf08a5d8-7ba0-4abd-a5fe-d55ff6a88bd0","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C29","First Fix"
"c6edb860-05d0-4429-bced-affeb509018e","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C29","Second Fix"
"04ac8057-f1d7-4d3a-9101-243d63eb63c6","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C29","Aquatherm"
"cac4dd04-89d9-4381-8738-ae376e9ceafa","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C30"
"563865cf-e09a-4aad-9360-bbb27b2ded0b","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C30","First Fix"
"02d9a026-9063-4a13-823b-f88a4ed15158","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C30","Second Fix"
"474674f8-0847-41fa-b9ea-53e9687eaf9d","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C30","Aquatherm"
"6639854f-ff4e-439d-9f98-64c9781d3281","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C31"
"43762115-67a3-4d45-9be2-02b676e24073","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C31","First Fix"
"48a5ca8a-a6d6-480d-9bc9-7db86523f86a","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C31","Second Fix"
"c914ca2c-62c1-4dd2-be4b-8741a610a18f","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C31","Aquatherm"
"c2be3278-3219-43d5-b868-dd4e1707ce86","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C32"
"6c7b58cc-a6aa-48d6-a028-c7e41fbdcee1","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C32","First Fix"
"f651a6c0-6016-4ba9-a3fa-6744d4c58417","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C32","Second Fix"
"5d34a074-893c-48f6-b9e2-622f7cae983f","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C32","Aquatherm"
"80e314b1-e403-40cd-9746-2d732eb7b41e","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C33"
"07511fe5-5a0b-4f8e-993f-e04de1c52ab1","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C33","First Fix"
"e3617105-eae7-457b-8c6c-20de00024ee2","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C33","Second Fix"
"f68625fc-2773-469b-819d-970ecd73a04b","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C33","Aquatherm"
"f0e8d0d3-f50d-4331-8f07-3e5537ff14cd","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C38"
"ac94e2e1-940c-41c7-82c0-d961fdffe8ef","","checklist-sectioned","not-started","SYS - Building B03C - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C38","First Fix"
"fd70c3d7-374e-444a-a6cc-7a9cdaf7dc5d","","checklist-sectioned","not-started","SYS - Building B03C - Second Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C38","Second Fix"
"c15cb2f2-42dc-4e00-a081-705c32476b9e","","checklist-flat","not-started","SYS - Building B03C - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C38","Aquatherm"
"c50e7e5c-b2f7-4a3c-90a1-b29f3defe38f","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C39"
"1c3797ba-7d0d-41a0-9fdb-8b56ed0f8c9f","","checklist-sectioned","not-started","SYS - Building B03C - First Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C39","First Fix"
"27dff2e4-0041-4958-bc32-30f65e630912","","checklist-sectioned","not-started","SYS - Building B03C - Second Fix","checklist","FALSE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C39","Second Fix"
"be0f917c-4312-4599-beb0-a3a4d7d464f4","","checklist-flat","not-started","SYS - Building B03C - Aquatherm","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B03C","Level 3","C39","Aquatherm"
"aaf2f493-51a1-4f14-883e-a3b5612f542a","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4"
"68737fae-3118-4e18-bbe6-7fdbcc9988d2","","folder-normal","not-applicable","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Riser / Comms room"
"f1d46f5e-6ba6-430c-ab30-ba9a300b2f98","","checklist-sectioned","not-applicable","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Riser / Comms room","First Fix"
"0a38aed0-ab38-4152-ab7d-6ce8e6927c61","","checklist-sectioned","not-applicable","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Riser / Comms room","Second Fix"
"8b63c928-3d4d-45f8-a756-38422fae585e","","checklist-flat","not-applicable","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Riser / Comms room","Aquatherm"
"a3841fb2-4953-45da-9e76-91cf2dba46ee","","folder-normal","not-applicable","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Store room"
"4ddef5e2-9879-4d04-afcb-043da66370cb","","checklist-sectioned","not-applicable","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Store room","First Fix"
"73333d79-6f12-4540-95f7-c6272f4d36e5","","checklist-sectioned","not-applicable","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Store room","Second Fix"
"05382d40-4a86-4d71-b70c-52f1f726e09a","","checklist-flat","not-applicable","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","Store room","Aquatherm"
"02155726-fcac-4afd-a0f5-73fc0b2f028d","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D28"
"842ed267-6826-4099-8b05-3dd62b01cf6c","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D28","First Fix"
"d47a5d85-197f-40e0-a844-32099c8ac60e","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D28","Second Fix"
"a4f38039-f1d3-4283-bef3-d53e158720a3","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D28","Aquatherm"
"0c297220-e5e5-4d7d-95c4-b19b4e6874d8","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D29"
"efeb7281-dfca-46b0-935a-9bd76505571e","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D29","First Fix"
"b9089ce7-d2b9-46ff-bea7-666f6e1d3105","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D29","Second Fix"
"0ba5d8fb-8c3b-4a8b-8d83-554208b88c04","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D29","Aquatherm"
"c7a53e99-ae94-4842-a48e-8eeaa8c459fe","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D30"
"e8995ae4-9a61-4d87-91f8-4632b5bdf72c","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D30","First Fix"
"5737c5ca-1bf6-4907-ba74-c0c293d6b989","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D30","Second Fix"
"b599eafa-0d72-4019-b093-d6dac77f6e65","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D30","Aquatherm"
"fd7689da-5508-45ec-b965-1528488c6a67","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D31"
"23cafda6-c3e6-4cfd-ae31-1dc89a9decbd","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D31","First Fix"
"b3f6765c-96ad-4a0c-96f2-c676db6b3f9e","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D31","Second Fix"
"10bb89c3-c344-4ea4-bcc2-12367a6eccf3","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D31","Aquatherm"
"afd9aa28-a4cb-4d57-bd94-f6402e5993db","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D32"
"f39e466a-8303-4ea0-8ee9-e4e41d3efd34","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D32","First Fix"
"d41a9ff6-a765-466e-bffd-cd9b38fa4887","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D32","Second Fix"
"961b462a-0b63-4eb8-a316-b5f362e69bab","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D32","Aquatherm"
"d6eab835-fed6-4247-bcf7-b883488a58a6","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D33"
"4d13c551-7025-4f67-90f4-40d0ca5cf83f","","checklist-sectioned","pass","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D33","First Fix"
"5de2194b-5dcb-4ef0-bbed-196b978b2b94","","checklist-sectioned","pass","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D33","Second Fix"
"a0d9e1d0-ca43-47c6-9dec-ac5745ea3f8e","","checklist-flat","pass","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","D33","Aquatherm"
"a6ae91bc-9ea7-464d-b6a1-0bf072eb5632","","folder-normal","not-applicable","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","217"
"2c3fcafb-299f-4197-aece-31b8ab54a10d","","checklist-sectioned","not-applicable","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","217","First Fix"
"ff86c930-b57b-4979-ab25-9d5d4ecedffd","","checklist-sectioned","not-applicable","SYS - Building B03C - Second Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","217","Second Fix"
"0e12bcde-5612-4e76-8fb4-449038617fd6","","checklist-flat","not-applicable","SYS - Building B03C - Aquatherm","checklist-flat","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 4","217","Aquatherm"
"d44ca980-5320-4493-9b56-f46832543a7f","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 5"
"444a4c60-72a1-4324-a169-f9fb7d6a5bd3","","folder-normal","not-applicable","","step","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 5","Store room"
"b7fa6ec1-4941-4729-a45c-aba5956f90a2","","checklist-sectioned","not-applicable","SYS - Building B03C - First Fix","checklist","TRUE","FALSE","MCB Plumbing QA","Building B03C","Level 5","Store room","First Fix"
