"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11fc48af-6bcd-4c14-b839-e1803e20cfb9","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS"
"6a3ae26e-94ed-41e7-85da-e198495d8f88","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS","2023 STAFF MEETINGS"
"ccfcb9f8-5d4e-56f6-b4f7-76bf8f43b85b","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0054 BRANCH PULLER KIT","Staff Sign Out"
"52786bd8-8e04-4b32-9179-26625d5dcf98","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0055 LEGRIS TRANSAIR TOOL KIT"
"a9db327a-05a3-5844-b168-252ada8be16e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 LEGRIS TRANSAIR TOOL KIT","ASSET NO#"
"f5020bd6-fad2-50fe-bc67-794493a27e24","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 LEGRIS TRANSAIR TOOL KIT","Asset Description"
"0f207ce2-afe2-5124-bcde-39edf366f687","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 LEGRIS TRANSAIR TOOL KIT","Asset Serial Number"
"00207fd4-567d-5803-abbf-bc126f5200dc","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 LEGRIS TRANSAIR TOOL KIT","Damage or Missing Parts"
"30f27adf-87d1-5199-be0f-94a0ced2dfb1","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 LEGRIS TRANSAIR TOOL KIT","Current Location"
"19f546cc-a4f5-57f6-8b0b-07e3d04d96c0","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 LEGRIS TRANSAIR TOOL KIT","Staff Sign Out"
"f6be4b2e-215e-458f-b131-d68b97ed4324","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0055 ROTHENBERGER B-PRESS HEADS"
"02118284-92a1-5ef5-8457-efc8f316a458","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 ROTHENBERGER B-PRESS HEADS","ASSET NO#"
"f6eeccdd-4f5c-593a-a4d6-ee22159dda2f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 ROTHENBERGER B-PRESS HEADS","Asset Description"
"4a2fef3c-a4c2-5a53-b016-b2d952a0004b","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 ROTHENBERGER B-PRESS HEADS","Asset Serial Number"
"a87be2bd-e53c-5a67-b019-f65f93044736","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 ROTHENBERGER B-PRESS HEADS","Damage or Missing Parts"
"d2a942ed-8cba-5231-b6d3-04c68073eb55","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 ROTHENBERGER B-PRESS HEADS","Current Location"
"077d5b98-67b6-5810-82d9-9d1d7f820beb","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0055 ROTHENBERGER B-PRESS HEADS","Staff Sign Out"
"ab8f1e03-265a-4432-b0e0-7b9790dad786","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0056 OXY/ACETYLENE KIT  "
"446bbbb2-70aa-5a4b-880b-0891e01d9d43","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0056 OXY/ACETYLENE KIT  ","ASSET NO#"
"3b53e760-3834-5eec-b21c-598e970ca6e2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0056 OXY/ACETYLENE KIT  ","Asset Description"
"3862ee54-cfbc-5a82-b2df-0224bd1d8844","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0056 OXY/ACETYLENE KIT  ","Asset Serial Number"
"145412fb-57f8-5402-ba9a-6c884d2e79e9","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0056 OXY/ACETYLENE KIT  ","Damage or Missing Parts"
"881d8086-b4ca-563c-ae02-f07d09d97704","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0056 OXY/ACETYLENE KIT  ","Current Location"
"abf839ec-8002-5538-9ba3-5b59c6480ab2","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0056 OXY/ACETYLENE KIT  ","Staff Sign Out"
"c612d4d4-081d-410e-8d98-86162d062546","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0058 BACKFLOW TEST KIT 02"
"29c10534-66fa-5d6f-bd8b-e29a5fdabfc6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0058 BACKFLOW TEST KIT 02","ASSET NO#"
"57cbc305-8b6c-5862-be4c-64a8185ab59a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0058 BACKFLOW TEST KIT 02","Asset Description"
"883c021d-311a-5129-a110-831f4fdb87f4","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0058 BACKFLOW TEST KIT 02","Asset Serial Number"
"461a2006-60d8-5695-b129-103072a94f20","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0058 BACKFLOW TEST KIT 02","Damage or Missing Parts"
"d21dcb8b-2e15-5c78-8fcb-da1772374fa0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0058 BACKFLOW TEST KIT 02","Current Location"
"b73242f3-88b0-521d-b873-5b6faef3355a","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0058 BACKFLOW TEST KIT 02","Staff Sign Out"
"7cf0a139-61ae-4c51-9b8b-41b9aca28f77","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0059 FLARING BLOCK KIT"
"3b57757e-bb51-5279-aae4-a6eac379676a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0059 FLARING BLOCK KIT","ASSET NO#"
"fb282055-bfe2-5dd7-8f21-3781400571b2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0059 FLARING BLOCK KIT","Asset Description"
"45da7515-32ef-55ef-903d-aff52e4c108d","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0059 FLARING BLOCK KIT","Asset Serial Number"
"07a1d269-1f1a-569d-bbee-36b363618b9c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0059 FLARING BLOCK KIT","Damage or Missing Parts"
"a0a4c2ce-43a1-5b97-8611-becb9893849f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0059 FLARING BLOCK KIT","Current Location"
"1bfd5136-3ef1-5310-8658-b419463bc90b","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0059 FLARING BLOCK KIT","Staff Sign Out"
"2251242d-1880-43c4-8305-4ec4a59b6736","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0060 OXY/ACETYLENE KIT"
"2b27b7bc-bb70-5efe-98e9-ad5973241869","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0060 OXY/ACETYLENE KIT","ASSET NO#"
"9fb7c049-6426-50ec-b769-d9d4b93881b2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0060 OXY/ACETYLENE KIT","Asset Description"
"5e252859-dd72-5b04-9f46-c3232039034c","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0060 OXY/ACETYLENE KIT","Asset Serial Number"
"12987e2f-7cd0-5949-b347-dde84844032f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0060 OXY/ACETYLENE KIT","Damage or Missing Parts"
"8945b50b-ecaa-54f2-a4fd-4703f9f5263d","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0060 OXY/ACETYLENE KIT","Current Location"
"d9e5b7d0-c4bc-5b34-b0b3-fc2993dc4f01","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0060 OXY/ACETYLENE KIT","Staff Sign Out"
"263e8c47-0db8-4978-aa97-208bf05d7ea3","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0061 HYLIFT UNDERSINK PUMP"
"1c33d094-6471-54fa-933a-3295fbbf4cd0","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0061 HYLIFT UNDERSINK PUMP","ASSET NO#"
"d4407d34-25bc-57e2-bf78-164d31fd9731","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0061 HYLIFT UNDERSINK PUMP","Asset Description"
"e92e557c-032b-59a3-9b51-328a495a7c1b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0061 HYLIFT UNDERSINK PUMP","Asset Serial Number"
"d63e10a2-9e10-5bef-ae1b-e414d90e0bfa","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0061 HYLIFT UNDERSINK PUMP","Damage or Missing Parts"
"5e149a70-0792-5338-9ece-5b393927b207","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0061 HYLIFT UNDERSINK PUMP","Current Location"
"97a97b7c-366b-593d-be0b-62c260145e87","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0061 HYLIFT UNDERSINK PUMP","Staff Sign Out"
"e5be9e5d-ce44-44f3-b180-1281f4550645","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0062 LASER LEVEL STAND AND STAFF"
"da6816f9-54bb-5c28-99db-237e658cfa14","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0062 LASER LEVEL STAND AND STAFF","ASSET NO#"
"ef542169-64ed-5fd7-a35f-ccfdc4010d17","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0062 LASER LEVEL STAND AND STAFF","Asset Description"
"13e66527-81f2-5e73-b7f5-7ba662eb301f","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0062 LASER LEVEL STAND AND STAFF","Asset Serial Number"
"46256686-2413-584c-9fe5-e79cb4ef2bdb","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0062 LASER LEVEL STAND AND STAFF","Damage or Missing Parts"
"1ec55ecc-78a7-5854-82b1-67e7a43d2b9e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0062 LASER LEVEL STAND AND STAFF","Current Location"
"3fdf3629-e731-5294-864b-2b9caa0eb57f","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0062 LASER LEVEL STAND AND STAFF","Staff Sign Out"
"53a50ef6-113e-4ea2-9cb9-c0cc3e79bd4d","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0063 LASER LEVEL STAND AND STAFF"
"197f8718-df5b-5af4-a874-2802954b38f2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0063 LASER LEVEL STAND AND STAFF","ASSET NO#"
"81c9b074-3880-5c5c-97c9-966457e41d7d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0063 LASER LEVEL STAND AND STAFF","Asset Description"
"53d166c5-36ff-5301-b4f6-7304cb64437d","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0063 LASER LEVEL STAND AND STAFF","Asset Serial Number"
"db23d7fb-1561-55c3-a386-01c976ae71b2","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0063 LASER LEVEL STAND AND STAFF","Damage or Missing Parts"
"cce7e24e-140f-58f5-b1ea-1a2dd840484e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0063 LASER LEVEL STAND AND STAFF","Current Location"
"86c534f0-db9f-5a56-8d30-30efae5ee66a","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0063 LASER LEVEL STAND AND STAFF","Staff Sign Out"
"7f467635-2b36-4299-8753-159ce8cc09f6","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0064 LASER LEVEL STAFF"
"4fc85f5c-39bc-5be0-af01-c94edb696dc4","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0064 LASER LEVEL STAFF","ASSET NO#"
"e0801943-9e75-5875-aa7e-b362ceb12684","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0064 LASER LEVEL STAFF","Asset Description"
"ee230a32-b2de-5b48-bf7f-650c30c3e6ff","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0064 LASER LEVEL STAFF","Asset Serial Number"
"12c229f1-03be-5650-b36c-57042d748503","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0064 LASER LEVEL STAFF","Damage or Missing Parts"
"13d6dcf7-2542-5bdc-a7c8-3dc90883d32c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0064 LASER LEVEL STAFF","Current Location"
"e10a20e9-d6c8-5c20-b629-1006e8f9fccc","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0064 LASER LEVEL STAFF","Staff Sign Out"
"a52f74c8-2e05-4489-a771-cf5702789952","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0065 LASER LEVEL STAFF"
"7ebf428d-b7b7-5ab6-bfb4-570075136e0e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0065 LASER LEVEL STAFF","ASSET NO#"
"36d9372c-12bd-511f-b675-e6477ed346e2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0065 LASER LEVEL STAFF","Asset Description"
"aee6ebe9-53c2-5b8f-9244-e74034c814a6","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0065 LASER LEVEL STAFF","Asset Serial Number"
"a96a0877-abe6-5899-b3c1-d1d3a10014bd","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0065 LASER LEVEL STAFF","Damage or Missing Parts"
"9364c5b0-8cca-5c8d-a133-68a5aac0a9a0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0065 LASER LEVEL STAFF","Current Location"
"65196a29-3017-53f1-aafc-223f457fadc0","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0065 LASER LEVEL STAFF","Staff Sign Out"
"a1b13c93-ac61-464c-80c6-f9208eb768a3","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0067 TRAY TOOL BOX, CAR REGO 1NE1MT"
"97a9d492-10fb-553a-9aa9-19c3810cba7b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0067 TRAY TOOL BOX, CAR REGO 1NE1MT","ASSET NO#"
"6d9864b1-304e-5f15-b527-1750f4114bda","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0067 TRAY TOOL BOX, CAR REGO 1NE1MT","Asset Description"
"bf30691c-a319-596c-8668-b06dd388f897","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0067 TRAY TOOL BOX, CAR REGO 1NE1MT","Asset Serial Number"
"f6edc8fd-18ec-5275-a99c-c6c4deb188b2","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0067 TRAY TOOL BOX, CAR REGO 1NE1MT","Damage or Missing Parts"
"987cfc38-4bcb-5a32-ae7c-7cbf9936cc9a","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0067 TRAY TOOL BOX, CAR REGO 1NE1MT","Current Location"
"8c44e1c6-5cf5-5e37-a018-487673f5a831","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0067 TRAY TOOL BOX, CAR REGO 1NE1MT","Staff Sign Out"
"6198487b-46e1-4a99-8b42-7fca1c18642e","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0068 TRAY TOOL BOX, CAR REGO 1UK5XA"
"55f3922c-eaf3-578a-8ab0-582a41e30f37","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0068 TRAY TOOL BOX, CAR REGO 1UK5XA","ASSET NO#"
"45407b85-4750-5877-9cb3-ac397eb71d9e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0068 TRAY TOOL BOX, CAR REGO 1UK5XA","Asset Description"
"08432796-2417-52a8-a445-cf4b1022f010","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0068 TRAY TOOL BOX, CAR REGO 1UK5XA","Asset Serial Number"
"17f80d2f-4afb-539d-ba44-2404ba1ee619","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0068 TRAY TOOL BOX, CAR REGO 1UK5XA","Damage or Missing Parts"
"79416a14-02e5-58a6-915f-be315325af04","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0068 TRAY TOOL BOX, CAR REGO 1UK5XA","Current Location"
"3abceb84-3cbb-56f1-a48a-71679d12e414","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0068 TRAY TOOL BOX, CAR REGO 1UK5XA","Staff Sign Out"
"e4a69e76-9fd0-4c53-9970-4c3853873294","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0069 TRAY TOOL BOX, CAR REGO 1I02XX"
"453fa020-2ce1-5694-b7b7-21091b136cbf","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0069 TRAY TOOL BOX, CAR REGO 1I02XX","ASSET NO#"
"f9451a58-088b-5a46-86b5-79c665fcbe92","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0069 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Description"
"a06e2d5f-5496-542c-beaf-e4e2c781cfec","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0069 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Serial Number"
"6a77b1f4-0e6b-5140-9784-36c929b7ef87","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0069 TRAY TOOL BOX, CAR REGO 1I02XX","Damage or Missing Parts"
"7a47aaa2-0ae6-5684-96ad-3471f76c0992","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0069 TRAY TOOL BOX, CAR REGO 1I02XX","Current Location"
"00ec593d-a001-5901-a2b9-05c82f2bbebf","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0069 TRAY TOOL BOX, CAR REGO 1I02XX","Staff Sign Out"
"76da0d76-435d-429d-9e98-18c9a289a913","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0070 TRAY TOOL BOX, CAR REGO 1I02XX"
"68153997-1a51-55d7-a7b7-14de76a961ae","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0070 TRAY TOOL BOX, CAR REGO 1I02XX","ASSET NO#"
"98be620e-0585-51f7-8a3c-903fc7da2849","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0070 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Description"
"a2d1a55f-1a73-598e-8dad-4215988edff5","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0070 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Serial Number"
"b8c511d7-c8e7-53e7-b87a-0c3e8e78fb30","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0070 TRAY TOOL BOX, CAR REGO 1I02XX","Damage or Missing Parts"
"8c9f4b41-9f5a-5d1c-82e7-6a7b01a4475b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0070 TRAY TOOL BOX, CAR REGO 1I02XX","Current Location"
"bbcc3a24-99df-5570-82d8-f7939951c2a8","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0070 TRAY TOOL BOX, CAR REGO 1I02XX","Staff Sign Out"
"cdf8bb2a-6a28-4648-8117-6136a622df2c","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0071 TRAY TOOL BOX, CAR REGO 1I02XX"
"5980dea3-ba93-54d6-a2a2-1b185b690075","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0071 TRAY TOOL BOX, CAR REGO 1I02XX","ASSET NO#"
"74737dee-1b5f-5ed1-859b-eeefe6206a7a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0071 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Description"
"650ce840-dbb9-5f44-8f85-6932e14a50ae","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0071 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Serial Number"
"54abfef0-1242-5f83-b028-2ea2ba7096d7","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0071 TRAY TOOL BOX, CAR REGO 1I02XX","Damage or Missing Parts"
"8f8bfa6a-fa82-5910-a02d-fdb4ec65cb38","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0071 TRAY TOOL BOX, CAR REGO 1I02XX","Current Location"
"29301bc2-1307-55f9-8260-0d3eef699c88","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0071 TRAY TOOL BOX, CAR REGO 1I02XX","Staff Sign Out"
"37a04887-f007-4fa3-b203-8a5ec23ffe9d","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0072 TRAY TOOL BOX, CAR REGO 1I02XX"
"16f71bfc-a812-5946-9b16-6c5a6075d8eb","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0072 TRAY TOOL BOX, CAR REGO 1I02XX","ASSET NO#"
"112fb7c6-dd6e-5b05-b009-0cb011d83c73","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0072 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Description"
"7c90973d-57e9-5ee6-b00c-97b3205979b3","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0072 TRAY TOOL BOX, CAR REGO 1I02XX","Asset Serial Number"
"2bc11130-dc22-5fa4-95f3-7a487ade466c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0072 TRAY TOOL BOX, CAR REGO 1I02XX","Damage or Missing Parts"
"643daef2-a4b6-5e7f-934d-103e245b4347","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0072 TRAY TOOL BOX, CAR REGO 1I02XX","Current Location"
"db51ef16-7915-53c1-871e-e19fd5aa6498","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0072 TRAY TOOL BOX, CAR REGO 1I02XX","Staff Sign Out"
"3793514a-5df9-4b58-af3c-5d302736f5e4","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0073 MILWAUKEE FMTIW2F12 IMPACT WRENCH"
"74703ccb-9c1b-593d-9eda-0245002141c9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0073 MILWAUKEE FMTIW2F12 IMPACT WRENCH","ASSET NO#"
"6b43f7d6-55be-5592-a534-e2c08ebcc636","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0073 MILWAUKEE FMTIW2F12 IMPACT WRENCH","Asset Description"
"1d9365b4-f3ba-5914-85d8-41273fc651db","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0073 MILWAUKEE FMTIW2F12 IMPACT WRENCH","Asset Serial Number"
"ae0e756e-5a1e-55e0-be60-7e5d2efe4964","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0073 MILWAUKEE FMTIW2F12 IMPACT WRENCH","Damage or Missing Parts"
"83fe2093-d9c8-50c7-9d30-48602a5b89a9","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0073 MILWAUKEE FMTIW2F12 IMPACT WRENCH","Current Location"
"c3d7f5b2-ce00-5b98-a965-90ba717d7128","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0073 MILWAUKEE FMTIW2F12 IMPACT WRENCH","Staff Sign Out"
"8c4539de-11cb-412c-9e87-8fcd649428fb","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0074 TTI IMPACT SOCKET SET"
"20345c47-32f0-5ac0-8f82-54d5e45b861d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0074 TTI IMPACT SOCKET SET","ASSET NO#"
