"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b5d86007-1116-4929-94ff-1e251aacf238","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"2d33d8f4-a42e-45af-a79b-37c37e5578ee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Overall Site Acceptance"
"3d6ab796-3f82-403f-a217-6e789cbdac6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2"
"41a901de-a31d-453f-832b-5f76338fbea7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas"
"921a10d4-8eee-45a2-9788-fb43726824b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift"
"dd2d515f-91b3-4638-9287-eb6a86cdbf9b","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift","Common Area ITR"
"1388f7b9-f8a6-57f1-a231-4c19178c9279","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Lift Lobby & Lift","Overall Acceptance Criteria","Standards"
"28416956-3bb2-55dc-aa5c-2ee1665eaf0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Lift Lobby & Lift","Overall Acceptance Criteria","Painting"
"30997fd1-c20d-5b5f-b4e4-9a1459ec7cbc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Lift Lobby & Lift","Overall Acceptance Criteria","Final inspection"
"3dc5bad0-f32c-5a99-8af2-849ba9266d48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Lift Lobby & Lift","Overall Acceptance Criteria","Environmental waste"
"a6aba0fd-eb86-50f9-96d4-deeff78c6f72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Lift Lobby & Lift","Overall Acceptance Criteria","Extra paint"
"c1e94775-c34b-4100-8d58-566cbea8ad91","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 14","Public Areas","Comms/Elec"
"fb58d372-66cc-4cc7-8bba-15d584063c3e","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR"
"ae311586-758d-5fdf-9f29-9be380ba4542","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Check Substrate"
"82015d4d-94fe-5c7c-8c38-df63245e925c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Masking"
"f937f28e-8715-56d0-87ab-96dc8b7d9b56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Sealer"
"4ff17361-c466-5843-992c-13f27ac8b621","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Ceiling 1st coat "
"96124827-aa1b-5053-81eb-c00e1e869fd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Ceiling 2nd Coat "
"57cc4297-e930-5ae3-9c67-996885c18a34","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","De-mask"
"4e5b199b-e007-5637-9bf2-fb55b32b99d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Prep "
"f4e5ce36-e9c8-5a14-81c8-4b5eef8b2942","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Gloss 1st coat "
"27d39c49-cd1d-5bae-9e0f-0a5628530a9f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Gloss 2nd coat "
"37a4309b-776f-5464-aaaa-d805f89e2b47","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Skirtings"
"6dc83c32-efec-5e36-8cda-22db9b16b16d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Prep Walls "
"b158f770-1fea-5024-a05d-b71c7b4099a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Walls 1st coat "
"f7671d47-cd82-5729-962b-64283d4e1126","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Common Area ITR","Walls 2nd coat"
"b6615e69-ec9f-4792-8a93-f7e1ddb57696","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria"
"b4d22c42-fe4d-5bdf-b206-0f5ae9cbc900","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria","Set out"
"e075796a-562b-5c5d-8d44-51e158099335","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria","Samples / materials & components"
"791434ff-fb56-565e-9e1f-4c62bff932c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria","Standards"
"164cadd6-e199-5c4d-9e25-e68007fea1ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria","Painting"
"36ef5a65-216e-57de-85b7-353027f0c3d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria","Final inspection"
"b86ff77c-be22-55f1-adb3-06000a304cfe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria","Environmental waste"
"f167816e-43c0-52ea-8de7-46258d570eec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Comms/Elec","Overall Acceptance Criteria","Extra paint"
"bd38b23f-6754-4779-bdc0-a1f20ab96050","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 14","Public Areas","HYDR"
"d1c34d5a-056a-4721-a6b3-7693a6ef2730","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR"
"47e88a78-bbf0-5d05-891f-37aed457c60d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Check Substrate"
"b50419d8-e88c-55f4-bea8-d054ba1a745b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Masking"
"7fe7d877-e36b-5c7d-b8f9-4d6a945619ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Sealer"
"5b247097-45d3-523c-a7b5-844fa4f599ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Ceiling 1st coat "
"fe769c62-a403-53b4-890f-06e6e0fb0d74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Ceiling 2nd Coat "
"91ab2036-9dcf-56b7-a2c2-f984c32392a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","De-mask"
"8d2734a2-1cc7-5329-8d02-ce80f4af59ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Prep "
"8d5aecbf-d45e-5372-b1ce-6e40c3fb70c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Gloss 1st coat "
"3db2c723-c8f8-5089-82b0-15a3b49e9d83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Gloss 2nd coat "
"e9db5b7d-e001-565b-a0a2-a377c1aa4af1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Skirtings"
"8f74f18d-3086-579e-b216-da742eb82e7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Prep Walls "
"3d5e84cd-0f31-5f51-aea5-0413a36cf278","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Walls 1st coat "
"38df1708-bdb3-5d7f-baf4-c39efec170bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Common Area ITR","Walls 2nd coat"
"0d37e001-200a-48b3-8808-560b0ef90dd5","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria"
"153e51df-92b2-5ad2-892d-36a264002db6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria","Set out"
"3a16e55b-017e-5758-a4d1-4caff9eb81a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria","Samples / materials & components"
"fccca2ca-ab74-5947-bc86-d1a7b453a92f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria","Standards"
"312d7f2c-eddb-5efb-991e-3f0fb4664816","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria","Painting"
"5db9eece-49b5-5be1-a18e-1be049045a2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria","Final inspection"
"e9f8ebc8-5598-55b6-bc57-e6b4b0c13e71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria","Environmental waste"
"fab14d3c-5f45-5e77-9852-118ca282eb16","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","HYDR","Overall Acceptance Criteria","Extra paint"
"474d99c4-546a-41ee-9286-1a978f03106c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 14","Public Areas","Fire Stairs"
"1896a820-46d6-4492-a14d-73274b7f6b1e","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR"
"a215897e-ffbe-558f-84c0-dc20c9d97c2f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Check Substrate"
"e15d3685-b0a0-5920-bff2-04b8a8e6f72b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Masking"
"b9d625d4-cac1-5a3e-989b-e5aecf9a0c23","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Sealer"
"6347d076-ad97-5e27-9dac-0f16af653723","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Ceiling 1st coat "
"45d2200d-949e-5340-8d07-b4c8e707c51c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Ceiling 2nd Coat "
"eac22850-ea16-5888-ab22-4e37e102a920","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","De-mask"
"2025d400-3b17-52ac-bcd9-aecb5aeca495","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Prep "
"a1158d02-3b0f-5bee-b829-8c88e17034ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Gloss 1st coat "
"04b80a6b-fd58-5266-9f0a-a5425f263e56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Gloss 2nd coat "
"d521c5a3-ff7b-57e0-81ed-6aa0a5add3f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Skirtings"
"91b7a4fc-468c-5904-8b26-b089c0de2256","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Prep Walls "
"2ba0d71e-d1d9-551c-a1a1-b78f0e1dd81f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Walls 1st coat "
"6a53e2d6-90fa-5493-8c41-86bb791fe5fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Common Area ITR","Walls 2nd coat"
"2973045a-d016-4133-ab6a-25716506bcd1","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria"
"0adc9a7a-4d26-5e2e-839c-1a5328e263df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria","Set out"
"617339b1-1917-5e4f-9068-538bbe59fd3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria","Samples / materials & components"
"526f21d0-3514-5eff-952a-570cb398d9bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria","Standards"
"f640c69c-ac81-50ff-9349-78b710ff8b22","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria","Painting"
"1340a0d4-b693-573c-94b5-bf7964a10967","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria","Final inspection"
"86fced26-ce13-542c-8177-8fab97d1c3a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria","Environmental waste"
"07669cf8-16a3-57f0-b5e4-104eb35dc003","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Fire Stairs","Overall Acceptance Criteria","Extra paint"
"9683f4d4-eb28-48c7-b775-0b483ec3cfc2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 14","Public Areas","Corridor Relief"
"dd7e2f04-21ef-4e5f-941a-a00845cc3c0c","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR"
"757e4965-7fd7-54ac-b8ca-7cb00fb054c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Check Substrate"
"4dd13ceb-1085-5cb9-9082-0e33850b4952","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Masking"
"ec403ab1-fb90-5f3b-bdad-d9529def96b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Sealer"
"92cc318f-8141-5d18-baae-786a38bf09bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Ceiling 1st coat "
"56e9b445-a683-5b86-871c-5f5ede03b4fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Ceiling 2nd Coat "
"c1f6301b-b2e7-5833-9f04-9a3b1e53c887","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","De-mask"
"bee82e07-484b-55d1-b3b0-7dd2a2084841","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Prep "
"e29a105d-0b53-52dd-9665-0000be5edb4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Gloss 1st coat "
"6e5cc945-8c4d-53f1-b259-901036d06124","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Gloss 2nd coat "
"f89c61e5-d911-5cb7-a48f-232dd679f393","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Skirtings"
"1740a0f5-fb21-5f53-a526-7746663643b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Prep Walls "
"8c3f61ed-252d-5fb7-8688-d864d2063b44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Walls 1st coat "
"dad052f2-96ca-556e-8623-035f2e3bb858","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Common Area ITR","Walls 2nd coat"
"55122b46-283f-4102-b4c5-76c3cd20fac6","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria"
"2530e985-393a-5da8-a16d-870c872b49b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria","Set out"
"ee1aded6-2eab-5d9b-9e4e-83d73856f467","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria","Samples / materials & components"
"0681991b-3c46-5ca4-9e3a-d037283412c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria","Standards"
"63b8c66d-7c59-5e08-9805-57a5e46d8851","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria","Painting"
"48383e9b-424a-5cbe-a4c6-6090cbc77ddb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria","Final inspection"
"fdaa2e58-6285-53f7-9eed-993f3c6bc21f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria","Environmental waste"
"0cbb0c9f-7bcc-51a8-816b-f9e581d21637","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Corridor Relief","Overall Acceptance Criteria","Extra paint"
"31b4f627-8435-4bdd-83f8-31ea2b296fdb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 14","Public Areas","Stair Press"
"ec8c0e73-aa18-4468-b9f2-adb26d36286e","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR"
"6841e64f-c5b9-5ce0-958f-4be2f66302f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Check Substrate"
"7307e080-6c77-5113-9a64-0a45ad220ef9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Masking"
"531dea66-eef1-5197-a5ce-3f0a95eb73af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Sealer"
"6f9c6d6e-679e-5562-9d4c-e204f37d4f09","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Ceiling 1st coat "
"1605a5c4-81b6-5e4e-a077-2c111db6104b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Ceiling 2nd Coat "
"721a8aa1-07ba-5bf1-bcb0-f61e9edc794d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","De-mask"
"06ebe9b6-65f3-57dd-9de4-9daf8262dcce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Prep "
"b1fa33d6-cee7-532c-9d18-541702b1037a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Gloss 1st coat "
"29e6e0d5-2c90-5207-bbb6-fb5522dddcd7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Gloss 2nd coat "
"bc3080c9-fd76-56cd-8874-40423156841e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Skirtings"
"2d3c3c1f-bdb7-5501-b6ee-2fd0cb71e449","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Prep Walls "
"0e780c21-b252-5348-90c1-71fe3f861e26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Walls 1st coat "
"88ac268e-4d5b-5702-bdb9-92106e92f771","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Common Area ITR","Walls 2nd coat"
"a44498df-5e30-491c-b2dd-ff03df3b4136","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria"
"19fc1592-d0d5-5a31-a3f5-18835d7b6577","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria","Set out"
"5cc3cb6f-9009-5c5e-97d9-5b0fa46acbe4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria","Samples / materials & components"
"08984514-ce80-57a3-a09e-bef6ba4bc29d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria","Standards"
"d2449074-5645-568f-86c0-b0edae58ba40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria","Painting"
"910cc152-ec80-5f6f-a717-39d1cc76daa5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria","Final inspection"
"0747b0d5-13af-5064-a4bf-952af807b732","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria","Environmental waste"
"68d731c6-fd8f-5fa2-9b7c-b18aff09ecc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","Public Areas","Stair Press","Overall Acceptance Criteria","Extra paint"
"43892c43-0df4-4874-8b9c-826cd512fbe3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 14","1401"
"e45720b7-7e0f-4e69-8200-34742c0d8c34","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 14","1401","Apartment Balconies ITR"
"e87f47dd-f720-5bc8-aa25-64e7b5633c92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment Balconies ITR","Check Substrate"
"3cf333dc-7a42-506e-b27f-5f7c97b77b5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment Balconies ITR","Sealer"
"8be2fd81-1af0-56e2-a7ea-e6ac98916812","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment Balconies ITR","Soffits 1st coat "
"9c5e990a-e0b5-5def-b126-ca0ad825e209","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment Balconies ITR","Soffits 2nd Coat "
"46c398c5-0b37-5672-a53f-94a4ca14d636","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment Balconies ITR","Walls 1st coat "
"8e2e78c7-d3f7-5744-ae53-f48f30fd4a22","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment Balconies ITR","Walls 2nd coat"
"e44676eb-cda4-4e73-b2e5-0c9fd7bd3ba6","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 14","1401","Apartment ITR"
"587533f7-0414-57f5-9a5b-66fdbd481183","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Check Substrate"
"18d35f41-28cb-5f3b-b24a-bd5be0361e84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Masking"
"c961aac8-6950-50b4-8665-04bbf54c298c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Sealer"
"685ed98c-0e94-5d3c-9e2c-aba524b8720c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Ceiling 1st coat "
"1a079fbe-efc6-5302-9973-60ff67daae58","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Ceiling 2nd Coat "
"08afb290-e7eb-5f3e-b460-7765e225a053","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","De-mask"
"5e29bf2e-96c6-5a2c-ac04-f3b82d5e629d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Prep "
"7963c307-dc68-512e-9eea-609b9a59dd3f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Gloss 1st coat "
"b0586437-18da-56a9-a529-dbb6bba83c93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Gloss 2nd coat "
"f2bee91b-da90-53ec-97da-1de5193f2d5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Skirtings"
"0ca71a5c-7235-593e-bf60-08624874caf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Prep Walls "
"a82d9ff5-6348-5ba4-b37e-1f986eed547b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Walls 1st coat "
"c9a01403-54d4-577c-9998-df4c3987482e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Walls 2nd coat"
"5e243070-4586-588d-9740-1585f1b375ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Apartment ITR","Bathrooms "
"f1ea36dd-03c6-4fbd-8569-cc280c8817db","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 14","1401","Overall Acceptance Criteria"
"5190a50c-52c5-55c7-9d93-263dcb8ef9bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 14","1401","Overall Acceptance Criteria","Set out"
