"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"81cfefd2-5a9a-4dae-95a4-c0ce4325ac42","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"cf5d8b46-9a19-4fde-a605-d82c77a74403","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Ground"
"dee1680d-c325-4799-a2d5-f056c524302f","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Ground","D1"
"4e189879-ebe5-59b8-8384-80cc8c2e882d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Ground","D1","Door Jamb Inspection"
"7b9a9608-e87e-5e40-928d-f43dad1180a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Door Jamb Inspection","Door frame as per door schedule"
"6092cab1-46ab-5b98-9e1a-e3d9cbd0baad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"ac125bff-f7b3-55fa-b343-1fb9f50fc818","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D35","Internal Door - Door Install"
"c3a3a0c5-458f-5651-bc87-f72c9ac06120","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Internal Door - Door Install","Hang Door"
"528b49f0-2a6c-58d7-b67f-c4e9fa049a5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Internal Door - Door Install","Door prep"
"4184c8f2-32cf-5d40-9e8c-ea33f90d65bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"76133056-9e67-552b-a7fa-ce89c8306ecb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Internal Door - Door Install","Signed off - Contractor"
"7781916d-06f1-59da-8efe-c61ff08b5606","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Internal Door - Door Install","Signed off - Builder"
"97f1bb6b-400c-530c-bf3a-ebdf5b20e2b2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 6","D35","Internal Door Handover"
"e1462f6b-93f8-5b4d-9e56-ba93aded9147","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"1dc784bb-7e6f-5964-bbb8-f6a0db3a0ce8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 6","D35","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"d1481fed-da73-4e9b-bd52-f7f323ba14d6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 7"
"f41198d2-54af-409a-8c00-0ae8a16e0eca","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 7","D36"
"6f998514-fae3-5e00-8723-b18e3e20c3e6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D36","Door Jamb Inspection"
"e6bd28ea-9b4c-535d-a171-d118bcc33144","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Door Jamb Inspection","Door frame as per door schedule"
"a183b3ce-a214-5b50-a68e-f386ca97321d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"9d4e6958-8c1e-518c-99d2-ada49a0e3151","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D36","Internal Door - Door Install"
"981f0ade-b544-51fa-adce-74c274706528","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Internal Door - Door Install","Hang Door"
"0e9a5502-51f2-56ab-879e-c78273d508a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Internal Door - Door Install","Door prep"
"9a2373f1-a92e-5e52-a923-cf61c1f6818a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"a72f8de9-bb78-5aff-b6d4-726495b9cee5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Internal Door - Door Install","Signed off - Contractor"
"3ae1f2b2-db0a-541c-af73-bf3faca3d7ab","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Internal Door - Door Install","Signed off - Builder"
"5d25c30b-1317-5601-8c1d-a9b98fa2b9ee","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D36","Internal Door Handover"
"6d513a88-3a45-5e64-aa7e-2cff850f2e0a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"ae70a2d4-d00d-5a8a-964c-5d93ce5b7760","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D36","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"78ff8740-cf07-42cd-b01e-9b8664fe1e04","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 7","D37"
"514c87df-65b5-5ee0-92ca-13d7c61fe684","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D37","Door Jamb Inspection"
"583fbf57-f41f-59fc-9993-16c812b8071b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Door Jamb Inspection","Door frame as per door schedule"
"8e83b507-c186-5d45-837e-5d807315d957","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"b53b44b2-cf31-528a-bb66-9786e3f4d998","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D37","Internal Door - Door Install"
"e0093a5d-e706-5248-bc55-2dc87e5e4ccc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Internal Door - Door Install","Hang Door"
"56f7f84a-9cd1-55d0-be7a-72c5efc2a8e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Internal Door - Door Install","Door prep"
"a1af0a64-dd44-5f0a-b581-69f28b9f3ee9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"8120be08-7d3d-5164-a6f8-a1d975d0dd13","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Internal Door - Door Install","Signed off - Contractor"
"acf2228d-3f46-5216-b84e-6d96109200dd","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Internal Door - Door Install","Signed off - Builder"
"aa9e37a6-8c86-5ead-a4aa-0931cd32300a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D37","Internal Door Handover"
"19951935-6316-5a9f-861d-6c47cf27a5fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"ed1dc360-f17b-5eb0-9644-48e0d9b870eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D37","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"84b7a453-bcf5-40b8-ac9c-f1fd4ee48a18","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 7","D38"
"3356d3f8-e3ee-58d4-9cdc-4171d0b61372","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D38","Door Jamb Inspection"
"db850c94-b563-520b-98be-8d436aa0c3bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Door Jamb Inspection","Door frame as per door schedule"
"7065074e-16af-59e6-8457-122ab3a42b02","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"f952e0e5-2dc5-565e-a8b9-f22e6cd04dbf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D38","Internal Door - Door Install"
"9bc80fdf-1901-5637-928f-b327293cba36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Internal Door - Door Install","Hang Door"
"50c84cd1-9844-5a64-9509-744a0759b743","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Internal Door - Door Install","Door prep"
"d9050b13-b9a8-5a62-a699-ef80dbd0d9cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"f0979adb-5356-5ae7-b1c7-0516f713e848","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Internal Door - Door Install","Signed off - Contractor"
"b05837e1-7b66-5bdb-876c-24f7ef8304eb","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Internal Door - Door Install","Signed off - Builder"
"7d8b787b-5d7a-53cc-bebb-6230b969f8aa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D38","Internal Door Handover"
"6ed027dd-c311-5812-bf2e-22640cf2e07d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"5ec1ea0e-650e-5957-84cb-176523843dcb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D38","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"fd03b523-afac-4dac-a675-270a0575aaf0","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 7","D39"
"fb0cc4c1-a8f7-5f65-bc6e-6cf8a2733a19","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D39","Door Jamb Inspection"
"f94ac43f-7347-535f-9145-15d41c11b215","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Door Jamb Inspection","Door frame as per door schedule"
"453b84db-8c39-5257-8639-982a903b820d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"df604f36-7f6c-5f3f-b28e-fcc07eff11f2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D39","Internal Door - Door Install"
"647fe773-2f46-5741-b84a-b7fbf731c46a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Internal Door - Door Install","Hang Door"
"d99a3022-c7ad-57c5-a44b-d5bd477fff09","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Internal Door - Door Install","Door prep"
"d232e347-1fd4-56d2-9c2f-58415311367d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"4a87226b-c2aa-589a-b39c-625aa3083a45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Internal Door - Door Install","Signed off - Contractor"
"44f7f0c5-7e2b-5c4a-aa96-d0f1edaccd40","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Internal Door - Door Install","Signed off - Builder"
"164d0ea4-3e68-54db-998d-0e6e2316235e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D39","Internal Door Handover"
"d14511b2-f426-5c55-9a25-b5b57b5610cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"1d4760fd-8b79-5100-b3b9-7aec9e4047c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D39","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"765c8cfa-36db-4ec2-b964-d34fe4c2739b","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 7","D40"
"f49a1a8f-e109-59dc-8129-0ba617c0ca5b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D40","Door Jamb Inspection"
"fa914f97-2198-58df-9549-827365468424","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Door Jamb Inspection","Door frame as per door schedule"
"a3acb045-9579-5b1d-8f48-7d85ad785c1f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"d3d3c104-90f4-549c-8640-167fe7b6b225","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D40","Internal Door - Door Install"
"131812bd-5653-5610-8db3-5c4d1cd6a851","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Internal Door - Door Install","Hang Door"
"ce42d8d8-7a74-5d48-b30c-bbd9a09adeec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Internal Door - Door Install","Door prep"
"f1051705-72b4-5e8a-bafd-d1d71701ba5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"4d594ecb-381c-5521-8262-0d80cdc7c241","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Internal Door - Door Install","Signed off - Contractor"
"a5055514-9cb7-53a1-984d-4b66114d740b","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Internal Door - Door Install","Signed off - Builder"
"d3c50b26-10bb-5f48-8a02-a3e8ecfffb34","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 7","D40","Internal Door Handover"
"563a0250-b280-5055-a769-3cd1ddfa56fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"b321761f-3a62-55ff-8112-21f793d55ec8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 7","D40","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"020b6e92-ae89-46d9-8b2e-ec79ad4087a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 8"
"1ba52e05-e6af-44b9-8e19-c63cca5712af","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 8","D41"
"6b6bbeb7-c2e7-5e95-a8e0-cac4f84d066d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D41","Door Jamb Inspection"
"f56fc127-27c6-5cd8-b644-f8da07a1e8dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Door Jamb Inspection","Door frame as per door schedule"
"2b294e99-d471-5036-851b-0f6de83ad28b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"ab551b5d-7c22-5a15-a306-66850ad91f9c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D41","Internal Door - Door Install"
"2583a462-cf8a-55ac-a922-57a0ccfdbbc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Internal Door - Door Install","Hang Door"
"eacfb066-52c5-52a4-bed1-8b80d8dc1c4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Internal Door - Door Install","Door prep"
"fe82ed44-88e7-5737-90b7-c7aa3b51c5ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"038a83b3-a5f8-5ce8-bef8-d8086f2795cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Internal Door - Door Install","Signed off - Contractor"
"b701f456-b76f-52c4-86c9-90bbdca7c4b7","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Internal Door - Door Install","Signed off - Builder"
"c11ebec4-e870-5c9b-a069-d0a03bf4d573","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D41","Internal Door Handover"
"ad21fe43-199d-5f9f-a27b-79b1f4d91502","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"bb11941d-bb1e-5108-aba3-edb75b21e121","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D41","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"661e7e5a-a618-4473-8b9c-ec1444c4e4f0","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 8","D42"
"52d2b7b0-8eb5-5ba2-b875-7ff1c059760a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D42","Door Jamb Inspection"
"48760853-15b3-5f41-9bf6-88a80260c0da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Door Jamb Inspection","Door frame as per door schedule"
"ffaabae8-b64d-5ac7-ba88-c9904c8f48b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"7856c3c9-b35b-56a0-9a58-f60912844782","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D42","Internal Door - Door Install"
"0bb96cfb-56f0-5c2c-af49-f0b1ef35cdb2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Internal Door - Door Install","Hang Door"
"e9d07788-b371-543d-b6e7-8ce1dda573d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Internal Door - Door Install","Door prep"
"32cec09b-0dca-5247-83ad-532607a58199","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"751a9188-9ad3-5c4d-ab64-ba2cb92b3bff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Internal Door - Door Install","Signed off - Contractor"
"58a9ae23-d24b-5dfe-aeee-005bf59103db","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Internal Door - Door Install","Signed off - Builder"
"08fe8d83-3122-52e4-8391-1dcf2e7a76e8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D42","Internal Door Handover"
"f42edfa5-f99c-5f22-8efb-2e8ebb8d1b79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"2a15e41a-f8f5-55f7-832c-2ace1cfb2667","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D42","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"36678d15-9976-4744-89a6-f80423a2275f","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 8","D43"
"3721b52a-2076-587f-a212-af8071225bc6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D43","Door Jamb Inspection"
"1cac42c9-9dfb-5859-be56-8034fb67fb6d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Door Jamb Inspection","Door frame as per door schedule"
"5a212136-7d34-57f0-bd93-f100bad36afa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"bf21b4c3-713d-516a-ba51-55087eddbc31","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D43","Internal Door - Door Install"
"6dea425d-0c3e-5890-96ce-69dd008007dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Internal Door - Door Install","Hang Door"
"3b54e8e5-fc74-57f7-b7ac-47ae231cfbe4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Internal Door - Door Install","Door prep"
"cab99785-fb2d-5c74-80a3-68d1b13b0ddc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"d98ccab2-814e-57ca-9734-fc5e91314c4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Internal Door - Door Install","Signed off - Contractor"
"425c57ac-4c89-5f55-9cc0-00ac295d4102","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Internal Door - Door Install","Signed off - Builder"
"18cf09fa-d202-58d4-af13-81229e1c29db","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D43","Internal Door Handover"
"5cb5bb08-abfc-58ce-8753-e0086ce64807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"3fce60d2-f85e-539b-a768-dac8add92f81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D43","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"e397271a-ad4d-4fc3-96c4-1f2c8b233fd9","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 8","D44"
"6c7bfeb1-f9e0-5657-bcb1-2b5bdde56dc0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D44","Door Jamb Inspection"
"ef61e430-5a87-5e6f-b20f-90ad146a1187","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Door Jamb Inspection","Door frame as per door schedule"
"00ca0425-043b-5f18-a352-2de1bf6f383b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"240251f5-634d-5afc-b7db-8921ac925bc0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D44","Internal Door - Door Install"
"989f4bbb-b372-5ee4-974d-47cd2b5410a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Internal Door - Door Install","Hang Door"
"de2fb58d-d709-5a26-855e-126b8ba0b094","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Internal Door - Door Install","Door prep"
"29c263e0-6290-5cf6-a9f9-9132080f19ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"5a9fa02a-905c-50bd-a629-b1df701cbce7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Internal Door - Door Install","Signed off - Contractor"
"e7dee6f6-48c1-5ca5-a399-0c85be107133","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Internal Door - Door Install","Signed off - Builder"
"60aac4ab-f3f4-5eb9-abea-e228dc05237a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D44","Internal Door Handover"
"00716558-5bd4-5655-bd87-f9a192f5a345","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"f77d274b-4b2a-5842-bbfc-9519f427e85b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D44","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"bef484b0-3e43-4fac-ae5c-049066c656df","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 8","D45"
"99c2f627-483d-599c-abc5-1034969e8b7e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D45","Door Jamb Inspection"
"1fb10605-c500-507b-b040-58ac89e2c551","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Door Jamb Inspection","Door frame as per door schedule"
"e2e08e68-16e8-505f-8d23-0571a18b6ca6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"5a109070-083e-55da-b464-774d274dfea9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D45","Internal Door - Door Install"
"3d9a60dd-3a4d-5f54-836c-7291548cbfbd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Internal Door - Door Install","Hang Door"
"f37a2cc6-c609-5dce-aa64-f35b3af1e0b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Internal Door - Door Install","Door prep"
"2484eb75-f1ea-5d00-9a6a-782debbe6818","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"436321d0-0ae6-5eaa-a377-ec302beeeb25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Internal Door - Door Install","Signed off - Contractor"
"535fd5c3-33ac-533c-8c92-fa1e1c698dfa","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Internal Door - Door Install","Signed off - Builder"
"3d8101b8-50ef-552a-a3e2-3bc1533e7c2a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 8","D45","Internal Door Handover"
"6dd08a04-3f21-50b8-8053-e1c11ee9b3d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"15907d13-899f-5218-9241-10ec3a7f74dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","D45","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
