"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"ee893557-596c-4034-aa7f-ed32dd9b774a","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation"
"04e0270a-cdaa-5058-bdfa-8adc3b4e6cb2","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation","Details:"
"a2976a89-a6e0-5e4a-bda4-0954098d03f2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"14cebcf0-6828-5bfd-9ce1-4c30180eb8d3","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check waste & trap connections"
"92b88e87-9543-5b05-b351-b97900d10922","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check dishwasher waste & water connections"
"43abd013-ae51-5dc4-9d38-52819ec9ef61","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check stop valves for future connections are capped"
"e0fe18d7-7612-5ce3-b0b1-ac75b521b0ec","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check all functions & controls for correct operation"
"5a29adc0-0276-551f-83a1-1e05fb4f5f95","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check trap is clear of debris"
"94bd506f-2a4c-5503-8aab-38a05e30862a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check caulking"
"a89abbda-f2b4-4e9f-9482-1e004ec7c006","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation"
"3de24e33-37b2-5ccc-a4bc-345cb7279513","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:"
"f3a86158-0a43-56eb-9f04-9026452c15f2","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"8b4ed749-4804-51ad-b692-f042944a0246","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"96702f6b-92d8-5867-8e7d-c56c53ca0b02","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with current drawings & specifications"
"db874b8e-f902-5ee2-b656-c435ad77e35e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"f360df96-73ca-5eeb-821f-6caf76a7b723","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check for damage or leaks"
"fbf7b91a-57ce-5446-95d7-9bde592df911","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check fixing points are secure"
"497893a1-7a30-5766-a907-de9de9bd5898","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check level & alignment"
"fd94ac2f-bd0e-5d42-8aeb-2a7bfb971665","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check isolation valves & non-return valves"
"e7184585-671a-58db-ba3e-dd73da921443","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check pressure reduction valve (if specified)"
"0194256a-b0ee-572c-bbf8-ed00b735a898","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste & water hoses are not twisted or kinked"
"723c5d9a-4484-5fc8-8e20-08967d43f7c9","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste hose height under cabinet"
"d34cde96-33eb-5394-b3f2-aed1a31b62cf","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check waste connection to trap"
"7d65cda3-3f31-5a96-87cd-46843b0a93f4","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check all functions & controls for correct operation"
"dbc5e202-9369-402f-b1db-dc3283511019","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"e4b1d409-a706-511e-b594-5f9fc3cc58d0","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:"
"3a14e1aa-7be7-5cea-be68-225db750f8bb","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"86aefa7d-e3ce-5def-8bb5-711d06be2f2a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"36c9253d-16db-5979-aacd-2f3936373e8e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"592f580b-1e21-544a-aea9-abe4e53e390d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"420a5947-ad40-5274-aad6-d61ba9478087","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check for damage or leaks"
"fadd8a75-ef28-565a-be69-239204855a19","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check fixing points are secure"
"80bd6c35-ae19-54e6-9723-4c2572f1ff52","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check level & alignment"
"5c53ca3d-b97d-5783-aa73-5a944c743cc1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check mini stops"
"5c9ea04a-79cf-502f-862f-01d44c581407","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"25440796-4c7c-581d-9b07-d708d3ea6427","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check waste & water connections"
"c14e02be-2872-53d7-a1ff-9cecb8f08a79","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check stop valves for future connections are capped"
"58f68c41-6bc9-5c64-8605-494a10fcddcb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check all functions & controls for correct operation"
"0691d1f1-67f2-5c63-8329-6e25676d415a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check trap is clear of debris"
"537e6088-dc67-5adc-b9e8-c26e2581c011","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check caulking"
"c1a920fd-ef8c-4d68-962a-abb4b8c5763b","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation"
"aae0429f-42fc-5509-aa2b-c4b090418317","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:"
"80e596db-3aac-5b6f-b5cc-1e71e0966b62","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"d51a893a-2bf4-5cfc-bbf2-41458b056ccb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"c06092a5-ebb0-5119-91fa-0161568cb1ad","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with current drawings & specifications"
"7231170a-7270-572d-8334-c648e3966e42","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"54ee3cca-635e-51cf-bbc3-834f97edf607","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check for damage or leaks"
"1a09ec0b-d980-591c-81de-5aa6fa6719fe","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check level & alignment"
"417a2455-c708-54d3-b765-2f7f88284cac","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check stops hose connections are capped off"
"8cd6409d-265a-430a-8233-35cb576230ef","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation"
"5d5a9eaa-6fbf-5772-8b96-262d9cfcd2cc","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:"
"b90fd9a9-efc9-5653-882e-f5ab71e2074f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"2b29fe31-071a-5ef2-bcbb-790669520ba9","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"f826d679-5bd3-5d12-a15f-fcb48845df3b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with current drawings & specifications"
"a7499343-31f4-5942-a45d-4691c78df37e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"7404d9a1-6cad-5cc2-9ea1-ab5a384a4c45","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Check for damage or leaks"
"e85450a0-0520-5867-ad88-5423ab97d90b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Check fixing points are secure"
"906fc269-33a2-5e0a-b33b-bd867167f8b7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Check level & alignment"
"34016ee2-6e01-5cc4-a581-23b44f1c422c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Check waste & trap connections"
"c0c7ac40-4efe-5107-b3e1-5be7cc01c722","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Tundish Installation","Details:","Check trap is clear of debris"
"6b871afb-6abe-4aaf-8960-16227d8d93bc","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation"
"0e8ae471-f157-55dd-bc16-463099ba399c","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:"
"e16e86a8-0d9d-5ba1-922c-9a9aee359d98","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"487179f4-ce0b-58aa-9ca0-eb189e8ec31b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"38c2f69a-c7cd-5d23-a537-b31076767e29","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:","Installation complies with current drawings & specifications"
"a4a87803-fee2-5424-9f91-3b6c36a0b5a4","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"b2103e05-241d-5ada-9b32-58165cdc27d9","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:","Check for damage or leaks"
"eb51c6d6-5e0c-597c-9b1c-48cc34d9b676","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:","Vacuum breaker fitted"
"9403c510-2610-5afd-8416-c6d077e5da8a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hose Tap Installation","Details:","Check pipe colour coding"
"84bed47a-cd80-4cea-bb24-3dbfa0f117cb","","pass","85f8719d60ad41b98a5587b25184f5e446cd76b96c5346e09c4474473806b8a9","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation"
"671429f7-7c1d-54bc-bb95-4370b1d5053a","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:"
"a14686af-ce96-5a46-b3eb-36e8f559d89c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"631aee37-13d5-5ac9-b622-4ac99c74f9ab","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)"
"55a8b4e9-920a-5863-99cc-96d4b707258c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Installation complies with current drawings & specifications"
"55dd2e5f-2a66-559a-a933-1a2a2f159b78","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"6d6b9251-c7db-579c-9be3-f5dd838f65d8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check for damage or leaks"
"05d0f33d-9fdd-53a5-8193-b2cb7b845f52","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check fixing points are secure"
"b5ff3cd9-8410-52ca-80f7-55dd650fc31f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check level & alignment is correct"
"87f1027d-30af-5131-aa98-4e6ef48a59d0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check surrounding wall material is fire rated"
"5e4be15c-a3d2-5929-99a9-deb1435a6abe","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check distance from cook-top to range hood complies with manufacturer specification"
"d0f2a83b-680f-5389-aa04-68c4d419492a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check surrounding walls to closest burner distance complies with manufacturer specification"
"b360bc2c-5087-57d9-acd8-3ed13cc586f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check flexible connections are not twisted or kinked"
"8bc2c992-dcd7-5c94-8026-32e891a483b6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check gas isolation valve"
"bcdc6dd8-ef13-5bd6-8294-332f9f5c4a4b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check gas pressure regulator"
"4406b152-7815-5b48-9bd3-76a3c45770f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check all functions & controls for correct operation"
"dba55a0c-fa36-43f8-ab19-4f3b26e9d02b","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation"
"475dfe98-8ddc-5eff-b5a3-74cf3c055e8e","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:"
"8e30f473-f648-5966-970f-dcc1bee4fc49","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"9210eb1e-51a4-5de5-9970-be23ce2a65f6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Installation complies with current AS/NZS-3500"
"56393fbc-1408-5ea2-a6e3-13d094d8bb76","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Installation complies with current drawings & specifications"
"11ccbba2-9196-5e6e-b7ea-ee171d727ef8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"cee1794d-214b-5c38-b68a-dd43678f53cd","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check for damage or leaks"
"03bb41e4-0790-56ee-a02b-ce832087b374","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check level & alignment"
"b688ca62-10cb-5ff6-8bb9-e5538abe6539","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check safe tray (if specified)"
"e9b6a12b-e40d-5eab-b4c3-938354e25c74","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check isolation valves & non-return valves"
"ad2e631f-ec82-50c0-b27f-079f9357504f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check pressure reduction valve (if specified)"
"ee0b21a8-2104-5c60-a21a-2fbbfa04fcbe","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check flexible connections are not twisted or kinked"
"dcd577a8-e22f-54fc-b065-91e45ca4476b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check waste & water connections"
"9a513214-6ccd-5827-92de-4f4bce033dcc","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check operation & controls"
"9ead300e-da1b-531d-890b-8af13bafda12","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check water temperatures are as specified"
"b7f2f5c7-49e4-5e0e-894e-2152abc11f0b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check electrical power is available"
"b54f704a-dc9d-5593-8b1c-34f47845c95c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check solar connecting pipework & fittings"
"be7b13d0-8ce7-5b0f-b49c-4dd923da1603","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check solar pump operation"
"e0dd13df-f7d8-5eb7-87dc-2ae97ea8d39b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Check solar panels & mounting brackets"
"f3fda09c-1bf7-5ece-88bc-220b773b7501","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Fit-off","Hot Water Unit Installation","Details:","Must provide photo"
"f1b4c8ec-20b9-491d-b35e-f46c90cfb701","","pass","","folder","TRUE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing"
"f7fed86c-5311-4354-a0a6-b3e89dae61e2","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework"
"010987cc-5a1b-5a09-b027-b1070cdf3f5d","","pass","","section","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework","Details:"
"6ca831f9-92d7-55be-a8c1-e7dbe0fedb74","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework","Details:","Installation complies with current AS/NZS-3500"
"275d4ce6-6b9f-542f-b46d-fa6d4dd78f50","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework","Details:","Installation complies with current drawings & specifications"
"305b3508-1c16-5382-91cb-1130660f5792","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"7cd38008-8df5-5a38-ad0e-bcff66b098cb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework","Details:","Check installation is clean and ready for testing"
"3627d5d2-3fd4-514d-bb0f-915662c6d96e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework","Details:","Apply water pressure test as per AS/NZS-3500"
"20b2518f-25ab-56b8-b6ad-3796557b7314","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Potable Water Pipework","Details:","Must provide test start & finish photos"
"5af5eeda-6d82-470c-8193-79728b516327","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Gas Service"
"c46dbc6f-c5e2-5ac5-9b52-cd3a2b011389","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Gas Service","Installation complies with current AS/NZS-5600"
"8acc35f2-44bf-5dfd-940c-5913323b94c1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Gas Service","Installation complies with current drawings & specifications"
"f4dadba1-0009-57d3-8306-fda99bdbf542","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Gas Service","Installation & materials were used, comply with manufacturer requirements"
"2d952046-6182-5f82-a713-75a90509efa7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 13","Lot 1327","Plumbing Services Testing","Testing Gas Service","Check installation is clean and ready for testing"
